Store Number,Tracking Number,Ship date ,Status ,Delivered date,Service type 
2244,391048156367,7/21/2025,Out for delivery,,FedEx Ground
4393,391048156530,7/21/2025,Out for delivery,,FedEx Ground
2286,391048158955,7/21/2025,Delivered,7/24/2025,FedEx Ground
2024,391048162914,7/21/2025,Out for delivery,,FedEx Ground
5884,391048163185,7/21/2025,Out for delivery,,FedEx Ground
1870,391048163303,7/21/2025,On the way,,FedEx Ground
2052,391048163314,7/21/2025,On the way,,FedEx Ground
1795,391048164045,7/21/2025,Delivered,7/24/2025,FedEx Ground
5882,391048164126,7/21/2025,Out for delivery,,FedEx Ground
1731,391048164788,7/21/2025,Out for delivery,,FedEx Ground
2464,391048164847,7/21/2025,Out for delivery,,FedEx Ground
2482,391048165534,7/21/2025,Out for delivery,,FedEx Ground
2440,391048165670,7/21/2025,Out for delivery,,FedEx Ground
5040,391048165898,7/21/2025,Out for delivery,,FedEx Ground
2090,391048166482,7/21/2025,Delivery updated,,FedEx Ground
4260,391048166883,7/21/2025,Out for delivery,,FedEx Ground
5854,391048167342,7/21/2025,Out for delivery,,FedEx Ground
2871,391048169220,7/21/2025,Delivered,7/24/2025,FedEx Ground
1840,391048169437,7/21/2025,Out for delivery,,FedEx Ground
2097,391048170809,7/21/2025,Out for delivery,,FedEx Ground
2420,391048171665,7/21/2025,Out for delivery,,FedEx Ground
5085,391048171687,7/21/2025,Delivered,7/24/2025,FedEx Ground
3588,391048173359,7/21/2025,Delivered,7/24/2025,FedEx Ground
2167,391048175178,7/21/2025,Delivered,7/24/2025,FedEx Ground
1823,391048175568,7/21/2025,Out for delivery,,FedEx Ground
2502,391048175970,7/21/2025,Out for delivery,,FedEx Ground
1922,391048177641,7/21/2025,Out for delivery,,FedEx Ground
2189,391048178339,7/21/2025,On the way,,FedEx Ground
1336,391048178843,7/21/2025,Out for delivery,,FedEx Ground
2992,391048179666,7/21/2025,Out for delivery,,FedEx Ground
2365,391048179725,7/21/2025,Out for delivery,,FedEx Ground
5869,391048179872,7/21/2025,On the way,,FedEx Ground
2291,391048179883,7/21/2025,Out for delivery,,FedEx Ground
2355,391048180019,7/21/2025,Out for delivery,,FedEx Ground
2636,391048180258,7/21/2025,Out for delivery,,FedEx Ground
5487,391048180670,7/21/2025,Out for delivery,,FedEx Ground
4440,391048180810,7/21/2025,Out for delivery,,FedEx Ground
1875,391048180876,7/21/2025,Out for delivery,,FedEx Ground
5111,391048180902,7/21/2025,Out for delivery,,FedEx Ground
5129,391048180979,7/21/2025,Delivered,7/24/2025,FedEx Ground
2474,391048181151,7/21/2025,Out for delivery,,FedEx Ground
1852,391048181508,7/21/2025,Out for delivery,,FedEx Ground
2553,391048181519,7/21/2025,Out for delivery,,FedEx Ground
1869,391048181666,7/21/2025,Delivered,7/24/2025,FedEx Ground
5797,391048181840,7/21/2025,Out for delivery,,FedEx Ground
2099,391048182136,7/21/2025,Out for delivery,,FedEx Ground
3352,391048182158,7/21/2025,Out for delivery,,FedEx Ground
1697,391048182353,7/21/2025,Out for delivery,,FedEx Ground
5233,391048182651,7/21/2025,Out for delivery,,FedEx Ground
4499,391048183327,7/21/2025,Out for delivery,,FedEx Ground
5319,391048189510,7/21/2025,Out for delivery,,FedEx Ground
2823,391048191830,7/21/2025,Out for delivery,,FedEx Ground
4278,391048193751,7/21/2025,Out for delivery,,FedEx Ground
1782,391048196051,7/21/2025,Out for delivery,,FedEx Ground
1653,391048198021,7/21/2025,Out for delivery,,FedEx Ground
3778,391048201293,7/21/2025,Delivered,7/23/2025,FedEx Ground
1778,391048204384,7/21/2025,Out for delivery,,FedEx Ground
4335,391048253165,7/22/2025,Out for delivery,,FedEx Ground
2739,391048253967,7/22/2025,Out for delivery,,FedEx Ground
5049,391048254746,7/22/2025,Out for delivery,,FedEx Ground
5276,391048255168,7/22/2025,Out for delivery,,FedEx Ground
4599,391048255650,7/22/2025,Out for delivery,,FedEx Ground
1857,391048255672,7/22/2025,On the way,,FedEx Ground
3435,391048255981,7/22/2025,Out for delivery,,FedEx Ground
1790,391048256462,7/22/2025,Delivery updated,,FedEx Ground
1757,391048256576,7/22/2025,Out for delivery,,FedEx Ground
4540,391048256727,7/22/2025,Delivery updated,,FedEx Ground
2815,391048256749,7/22/2025,Out for delivery,,FedEx Ground
2990,391048256760,7/22/2025,Out for delivery,,FedEx Ground
5079,391048256820,7/22/2025,Out for delivery,,FedEx Ground
1576,391048256988,7/22/2025,Out for delivery,,FedEx Ground
1752,391048257230,7/22/2025,Delivery updated,,FedEx Ground
4341,391048257322,7/22/2025,On the way,,FedEx Ground
3502,391048257425,7/22/2025,Out for delivery,,FedEx Ground
1709,391048257480,7/22/2025,Out for delivery,,FedEx Ground
5160,391048257528,7/22/2025,Delivery updated,,FedEx Ground
3630,391048257594,7/22/2025,Delivery updated,,FedEx Ground
545,391048258400,7/22/2025,Out for delivery,,FedEx Ground
3060,391048258579,7/22/2025,Out for delivery,,FedEx Ground
5385,391048258785,7/22/2025,Delivery updated,,FedEx Ground
385,391048259347,7/22/2025,On the way,,FedEx Ground
7129,391048259689,7/22/2025,Out for delivery,,FedEx Ground
7259,391048259715,7/22/2025,Out for delivery,,FedEx Ground
3580,391048260031,7/22/2025,On the way,,FedEx Ground
289,391048260260,7/22/2025,Out for delivery,,FedEx Ground
3632,391048260513,7/22/2025,Delivery updated,,FedEx Ground
1185,391048260524,7/22/2025,Out for delivery,,FedEx Ground
5123,391048260969,7/22/2025,Out for delivery,,FedEx Ground
3282,391048261450,7/22/2025,Out for delivery,,FedEx Ground
5166,391048261520,7/22/2025,On the way,,FedEx Ground
1971,391048262023,7/22/2025,Out for delivery,,FedEx Ground
2679,391048262126,7/22/2025,Out for delivery,,FedEx Ground
5977,391048262376,7/22/2025,Out for delivery,,FedEx Ground
3567,391048262527,7/22/2025,On the way,,FedEx Ground
436,391048262755,7/22/2025,Out for delivery,,FedEx Ground
2338,391048262869,7/22/2025,Delivery updated,,FedEx Ground
2274,391048263030,7/22/2025,Out for delivery,,FedEx Ground
3624,391048263225,7/22/2025,On the way,,FedEx Ground
3262,391048263512,7/22/2025,On the way,,FedEx Ground
1710,391048263887,7/22/2025,Out for delivery,,FedEx Ground
2822,391048264173,7/22/2025,Out for delivery,,FedEx Ground
3515,391048264368,7/22/2025,On the way,,FedEx Ground
2690,391048264390,7/22/2025,Out for delivery,,FedEx Ground
554,391048264427,7/22/2025,Out for delivery,,FedEx Ground
2678,391048264471,7/22/2025,Out for delivery,,FedEx Ground
2763,391048264725,7/22/2025,On the way,,FedEx Ground
2231,391048264850,7/22/2025,Out for delivery,,FedEx Ground
5033,391048264861,7/22/2025,Out for delivery,,FedEx Ground
2642,391048265033,7/22/2025,Out for delivery,,FedEx Ground
1046,391048265077,7/22/2025,Out for delivery,,FedEx Ground
2065,391048265228,7/22/2025,Delivered,7/24/2025,FedEx Ground
2726,391048265445,7/22/2025,On the way,,FedEx Ground
3320,391048265618,7/22/2025,On the way,,FedEx Ground
2866,391048266202,7/22/2025,Out for delivery,,FedEx Ground
837,391048266305,7/22/2025,Out for delivery,,FedEx Ground
2193,391048266522,7/22/2025,On the way,,FedEx Ground
5370,391048278824,7/22/2025,Out for delivery,,FedEx Ground
3824,391048280798,7/22/2025,Out for delivery,,FedEx Ground
339,391048280835,7/22/2025,Out for delivery,,FedEx Ground
176,391048280938,7/22/2025,Out for delivery,,FedEx Ground
5048,391048281084,7/22/2025,Delivery updated,,FedEx Ground
3571,391048281420,7/22/2025,Out for delivery,,FedEx Ground
2638,391048281625,7/22/2025,On the way,,FedEx Ground
2934,391048282676,7/22/2025,Out for delivery,,FedEx Ground
1719,391048282687,7/22/2025,Delivery updated,,FedEx Ground
1489,391048282780,7/22/2025,Out for delivery,,FedEx Ground
1750,391048285892,7/22/2025,On the way,,FedEx Ground
4352,391048287336,7/22/2025,Out for delivery,,FedEx Ground
2819,391048287748,7/22/2025,Out for delivery,,FedEx Ground
2913,391048288527,7/22/2025,Out for delivery,,FedEx Ground
2718,391048289523,7/22/2025,Out for delivery,,FedEx Ground
5170,391048289980,7/22/2025,Out for delivery,,FedEx Ground
4330,391048290181,7/22/2025,Out for delivery,,FedEx Ground
2361,391048290230,7/22/2025,On the way,,FedEx Ground
1808,391048290803,7/22/2025,Out for delivery,,FedEx Ground
760,391048291085,7/22/2025,Out for delivery,,FedEx Ground
1685,391048291270,7/22/2025,Delivered,7/24/2025,FedEx Ground
1809,391048291604,7/22/2025,Out for delivery,,FedEx Ground
1791,391048292118,7/22/2025,Out for delivery,,FedEx Ground
1786,391048292379,7/22/2025,Out for delivery,,FedEx Ground
3486,391048292622,7/22/2025,On the way,,FedEx Ground
3781,391048293938,7/22/2025,Out for delivery,,FedEx Ground
2765,391048294761,7/22/2025,On the way,,FedEx Ground
3913,391048295460,7/22/2025,Out for delivery,,FedEx Ground
5184,391048295600,7/22/2025,Out for delivery,,FedEx Ground
5057,391048295702,7/22/2025,Out for delivery,,FedEx Ground
5262,391048295849,7/22/2025,Out for delivery,,FedEx Ground
1895,391048296043,7/22/2025,On the way,,FedEx Ground
1861,391048296488,7/22/2025,Out for delivery,,FedEx Ground
3428,391048296694,7/22/2025,On the way,,FedEx Ground
5030,391048297153,7/22/2025,Delivery updated,,FedEx Ground
5280,391048297473,7/22/2025,Out for delivery,,FedEx Ground
4257,391048297484,7/22/2025,Out for delivery,,FedEx Ground
2724,391048297554,7/22/2025,Out for delivery,,FedEx Ground
2755,391048297885,7/22/2025,Out for delivery,,FedEx Ground
1562,391048298241,7/22/2025,Out for delivery,,FedEx Ground
1952,391048298480,7/22/2025,Out for delivery,,FedEx Ground
1095,391048298550,7/22/2025,Out for delivery,,FedEx Ground
503,391048298572,7/22/2025,Out for delivery,,FedEx Ground
1253,391048299260,7/22/2025,Out for delivery,,FedEx Ground
4288,391048299590,7/22/2025,On the way,,FedEx Ground
3792,391048299785,7/22/2025,Out for delivery,,FedEx Ground
2558,391048299833,7/22/2025,Delivery updated,,FedEx Ground
5458,391048299855,7/22/2025,Out for delivery,,FedEx Ground
2087,391048299888,7/22/2025,Out for delivery,,FedEx Ground
1836,391048300212,7/22/2025,Out for delivery,,FedEx Ground
1690,391048300500,7/22/2025,Out for delivery,,FedEx Ground
1990,391048300738,7/22/2025,Delivered,7/24/2025,FedEx Ground
2816,391048300988,7/22/2025,Delivered,7/24/2025,FedEx Ground
1665,391048301068,7/22/2025,Out for delivery,,FedEx Ground
2700,391048301080,7/22/2025,Delivery updated,,FedEx Ground
1804,391048302009,7/22/2025,Out for delivery,,FedEx Ground
2199,391048302329,7/22/2025,On the way,,FedEx Ground
1721,391048312032,7/22/2025,Out for delivery,,FedEx Ground
5003,391048312308,7/22/2025,On the way,,FedEx Ground
5433,391048312628,7/22/2025,Out for delivery,,FedEx Ground
2618,391048312937,7/22/2025,Delivery updated,,FedEx Ground
4417,391048313668,7/22/2025,Out for delivery,,FedEx Ground
1728,391048313863,7/22/2025,Out for delivery,,FedEx Ground
1323,391048313988,7/22/2025,Out for delivery,,FedEx Ground
2967,391048314355,7/22/2025,Delivered,7/24/2025,FedEx Ground
3528,391048314609,7/22/2025,Out for delivery,,FedEx Ground
3427,391048315351,7/22/2025,Out for delivery,,FedEx Ground
2010,391048316303,7/22/2025,Out for delivery,,FedEx Ground
2149,391048316781,7/22/2025,On the way,,FedEx Ground
7254,391048319600,7/22/2025,Out for delivery,,FedEx Ground
2706,391048319714,7/22/2025,Out for delivery,,FedEx Ground
4567,391048321438,7/22/2025,Out for delivery,,FedEx Ground
2914,391048321471,7/22/2025,On the way,,FedEx Ground
1713,391048322700,7/22/2025,Out for delivery,,FedEx Ground
7260,391048324518,7/22/2025,Out for delivery,,FedEx Ground
1654,391048324573,7/22/2025,Delivered,7/24/2025,FedEx Ground
3383,391048324827,7/22/2025,Out for delivery,,FedEx Ground
320,391048325948,7/22/2025,Out for delivery,,FedEx Ground
3534,391048326256,7/22/2025,Out for delivery,,FedEx Ground
5959,391048326289,7/22/2025,Out for delivery,,FedEx Ground
2014,391048326576,7/22/2025,Delivery updated,,FedEx Ground
3875,391048326680,7/22/2025,Out for delivery,,FedEx Ground
5144,391048326750,7/22/2025,Out for delivery,,FedEx Ground
2867,391048326793,7/22/2025,Delivery updated,,FedEx Ground
4508,391048326808,7/22/2025,On the way,,FedEx Ground
2605,391048327712,7/22/2025,On the way,,FedEx Ground
2191,391048327881,7/22/2025,Delivery updated,,FedEx Ground
3495,391048328112,7/22/2025,Out for delivery,,FedEx Ground
1743,391048328351,7/22/2025,Out for delivery,,FedEx Ground
202,391048328487,7/22/2025,Out for delivery,,FedEx Ground
5113,391048328970,7/22/2025,Out for delivery,,FedEx Ground
2275,391048329358,7/22/2025,Out for delivery,,FedEx Ground
6469,391048329440,7/22/2025,Out for delivery,,FedEx Ground
1707,391048329553,7/22/2025,On the way,,FedEx Ground
5051,391048330190,7/22/2025,Out for delivery,,FedEx Ground
1962,391048330627,7/22/2025,Out for delivery,,FedEx Ground
2725,391048330811,7/22/2025,Out for delivery,,FedEx Ground
1738,391048330855,7/22/2025,Out for delivery,,FedEx Ground
841,391048331303,7/22/2025,Out for delivery,,FedEx Ground
2309,391048331597,7/22/2025,Delivered,7/24/2025,FedEx Ground
5341,391048331895,7/22/2025,Out for delivery,,FedEx Ground
3458,391048331987,7/22/2025,Delivered,7/24/2025,FedEx Ground
5317,391048332480,7/22/2025,Out for delivery,,FedEx Ground
1937,391048332549,7/22/2025,On the way,,FedEx Ground
411,391048332674,7/22/2025,Out for delivery,,FedEx Ground
3791,391048333762,7/22/2025,Out for delivery,,FedEx Ground
3641,391048333990,7/22/2025,Out for delivery,,FedEx Ground
4246,391048334508,7/22/2025,Out for delivery,,FedEx Ground
2729,391048334986,7/22/2025,Out for delivery,,FedEx Ground
3758,391048335033,7/22/2025,Out for delivery,,FedEx Ground
7266,391048335240,7/22/2025,Out for delivery,,FedEx Ground
1657,391048335283,7/22/2025,Out for delivery,,FedEx Ground
4231,391048335570,7/22/2025,Out for delivery,,FedEx Ground
2728,391048335905,7/22/2025,Out for delivery,,FedEx Ground
829,391048336029,7/22/2025,Out for delivery,,FedEx Ground
2080,391048336393,7/22/2025,Out for delivery,,FedEx Ground
1933,391048336566,7/22/2025,Out for delivery,,FedEx Ground
4055,391048345343,7/22/2025,Out for delivery,,FedEx Ground
7263,391048345685,7/22/2025,Out for delivery,,FedEx Ground
5373,391048345803,7/22/2025,Delivered,7/24/2025,FedEx Ground
2127,391048346008,7/22/2025,Out for delivery,,FedEx Ground
3322,391048346074,7/22/2025,Out for delivery,,FedEx Ground
2123,391048346100,7/22/2025,Out for delivery,,FedEx Ground
482,391048346203,7/22/2025,Out for delivery,,FedEx Ground
3643,391048346394,7/22/2025,Out for delivery,,FedEx Ground
4281,391048346659,7/22/2025,Out for delivery,,FedEx Ground
3279,391048349350,7/22/2025,Out for delivery,,FedEx Ground
1669,391048349544,7/22/2025,Out for delivery,,FedEx Ground
2986,391048349717,7/22/2025,Out for delivery,,FedEx Ground
6467,391048349978,7/22/2025,Out for delivery,,FedEx Ground
1138,391048350169,7/22/2025,Out for delivery,,FedEx Ground
2769,391048350467,7/22/2025,Out for delivery,,FedEx Ground
7281,391048352091,7/22/2025,Delivered,7/24/2025,FedEx Ground
2421,391048352551,7/22/2025,Out for delivery,,FedEx Ground
1365,391048354360,7/22/2025,Out for delivery,,FedEx Ground
2813,391048354418,7/22/2025,Out for delivery,,FedEx Ground
330,391048354635,7/22/2025,Out for delivery,,FedEx Ground
5146,391048354646,7/22/2025,Out for delivery,,FedEx Ground
2271,391048354922,7/22/2025,Out for delivery,,FedEx Ground
5432,391048355138,7/22/2025,Out for delivery,,FedEx Ground
1982,391048355171,7/22/2025,Out for delivery,,FedEx Ground
2670,391048723085,7/22/2025,Out for delivery,,FedEx Ground
2711,391048763218,7/21/2025,Delivered,7/23/2025,FedEx 2Day
4359,391048763300,7/21/2025,Delivered,7/23/2025,FedEx 2Day
3290,391048763480,7/21/2025,Delivery updated,,FedEx 2Day
2722,391048764269,7/21/2025,Delivered,7/23/2025,FedEx 2Day
4474,391048764270,7/21/2025,Delivery updated,,FedEx 2Day
2074,391048764409,7/21/2025,Delivered,7/22/2025,FedEx 2Day
987,391048861468,7/21/2025,Out for delivery,,FedEx Ground
1744,391048861480,7/21/2025,Out for delivery,,FedEx Ground
1558,391048861630,7/21/2025,Out for delivery,,FedEx Ground
5124,391048861950,7/21/2025,Out for delivery,,FedEx Ground
2511,391048862269,7/21/2025,Out for delivery,,FedEx Ground
1765,391048862270,7/21/2025,Delivered,7/23/2025,FedEx Ground
2735,391048862578,7/21/2025,Out for delivery,,FedEx Ground
3201,391048862681,7/21/2025,Delivered,7/23/2025,FedEx Ground
638,391048862730,7/21/2025,Out for delivery,,FedEx Ground
1222,391048862740,7/21/2025,Delivered,7/23/2025,FedEx Ground
1244,391048862854,7/21/2025,Delivered,7/24/2025,FedEx Ground
2540,391048862979,7/21/2025,Out for delivery,,FedEx Ground
548,391048862980,7/21/2025,Out for delivery,,FedEx Ground
2697,391048863243,7/21/2025,Out for delivery,,FedEx Ground
4355,391048863287,7/21/2025,Out for delivery,,FedEx Ground
967,391048863302,7/21/2025,Delivered,7/24/2025,FedEx Ground
890,391048863313,7/21/2025,Out for delivery,,FedEx Ground
2881,391048863324,7/21/2025,Out for delivery,,FedEx Ground
5392,391048863416,7/21/2025,Out for delivery,,FedEx Ground
1032,391048863520,7/21/2025,Out for delivery,,FedEx Ground
2554,391048863563,7/21/2025,Out for delivery,,FedEx Ground
5101,391048863574,7/21/2025,Delivery updated,,FedEx Ground
811,391048863666,7/21/2025,Out for delivery,,FedEx Ground
1905,391048863703,7/21/2025,Out for delivery,,FedEx Ground
3417,391048863714,7/21/2025,Out for delivery,,FedEx Ground
1439,391048863736,7/21/2025,Out for delivery,,FedEx Ground
1243,391048863942,7/21/2025,Out for delivery,,FedEx Ground
1023,391048863964,7/21/2025,Out for delivery,,FedEx Ground
2807,391048864191,7/21/2025,Out for delivery,,FedEx Ground
2561,391048864240,7/21/2025,Delivered,7/23/2025,FedEx Ground
5632,391048864294,7/21/2025,Out for delivery,,FedEx Ground
5851,391048864342,7/21/2025,Delivered,7/24/2025,FedEx Ground
1578,391048864353,7/21/2025,Delivered,7/23/2025,FedEx Ground
3347,391048864423,7/21/2025,Out for delivery,,FedEx Ground
3503,391048864526,7/21/2025,Delivered,7/24/2025,FedEx Ground
4644,391048864629,7/21/2025,Delivered,7/23/2025,FedEx Ground
5295,391048864651,7/21/2025,Out for delivery,,FedEx Ground
4616,391048864662,7/21/2025,Delivered,7/23/2025,FedEx Ground
2951,391048864743,7/21/2025,Out for delivery,,FedEx Ground
1146,391048864798,7/21/2025,Out for delivery,,FedEx Ground
1292,391048864993,7/21/2025,Out for delivery,,FedEx Ground
1953,391048865121,7/21/2025,Delivery updated,,FedEx Ground
2838,391048865213,7/21/2025,On the way,,FedEx Ground
1598,391048865235,7/21/2025,Out for delivery,,FedEx Ground
1872,391048865393,7/21/2025,Out for delivery,,FedEx Ground
1768,391048865511,7/21/2025,Out for delivery,,FedEx Ground
2485,391048865810,7/21/2025,On the way,,FedEx Ground
1832,391048865853,7/21/2025,Out for delivery,,FedEx Ground
3182,391048865897,7/21/2025,Out for delivery,,FedEx Ground
2651,391048866194,7/21/2025,Out for delivery,,FedEx Ground
5118,391048866768,7/21/2025,Out for delivery,,FedEx Ground
5337,391048868006,7/21/2025,Out for delivery,,FedEx Ground
3403,391048869219,7/21/2025,Out for delivery,,FedEx Ground
2233,391048869517,7/21/2025,Out for delivery,,FedEx Ground
1658,391048869572,7/21/2025,Out for delivery,,FedEx Ground
396,391048870094,7/21/2025,Out for delivery,,FedEx Ground
5220,391048870598,7/21/2025,Out for delivery,,FedEx Ground
2708,391048870782,7/21/2025,Out for delivery,,FedEx Ground
1946,391048870819,7/21/2025,Out for delivery,,FedEx Ground
1104,391048871090,7/21/2025,Delivered,7/24/2025,FedEx Ground
2243,391048871300,7/21/2025,Out for delivery,,FedEx Ground
594,391048871528,7/21/2025,Delivered,7/23/2025,FedEx Ground
3372,391048872145,7/21/2025,Out for delivery,,FedEx Ground
4514,391048873461,7/21/2025,Out for delivery,,FedEx Ground
5369,391048885259,7/21/2025,Out for delivery,,FedEx Ground
3232,391048885384,7/21/2025,Out for delivery,,FedEx Ground
1574,391048886851,7/21/2025,Out for delivery,,FedEx Ground
5812,391048886943,7/21/2025,Delivered,7/23/2025,FedEx Ground
908,391048887560,7/21/2025,Out for delivery,,FedEx Ground
2508,391048887755,7/21/2025,Out for delivery,,FedEx Ground
5034,391048888409,7/21/2025,Delivered,7/24/2025,FedEx Ground
1224,391048888935,7/21/2025,Out for delivery,,FedEx Ground
4638,391048889552,7/21/2025,Out for delivery,,FedEx Ground
5231,391048889666,7/21/2025,Out for delivery,,FedEx Ground
579,391048891780,7/21/2025,Out for delivery,,FedEx Ground
5214,391048891910,7/21/2025,Out for delivery,,FedEx Ground
1166,391048892754,7/21/2025,Out for delivery,,FedEx Ground
5055,391048895374,7/21/2025,Delivered,7/24/2025,FedEx Ground
1660,391048895547,7/21/2025,On the way,,FedEx Ground
2611,391048895786,7/21/2025,Delivered,7/23/2025,FedEx Ground
5768,391048895834,7/21/2025,Out for delivery,,FedEx Ground
3388,391048896705,7/21/2025,Delivered,7/23/2025,FedEx Ground
5705,391048896999,7/21/2025,Out for delivery,,FedEx Ground
1969,391048897583,7/21/2025,Out for delivery,,FedEx Ground
836,391048897631,7/21/2025,Out for delivery,,FedEx Ground
1789,391048897881,7/21/2025,Out for delivery,,FedEx Ground
1205,391048898134,7/21/2025,Delivered,7/24/2025,FedEx Ground
8331,391048898410,7/21/2025,Out for delivery,,FedEx Ground
1560,391048898844,7/21/2025,On the way,,FedEx Ground
686,391048899380,7/21/2025,Out for delivery,,FedEx Ground
2481,391048899840,7/21/2025,Out for delivery,,FedEx Ground
5037,391048899884,7/21/2025,Out for delivery,,FedEx Ground
5881,391048899895,7/21/2025,Out for delivery,,FedEx Ground
2256,391048900002,7/21/2025,Out for delivery,,FedEx Ground
1121,391048900105,7/21/2025,Out for delivery,,FedEx Ground
1810,391048900171,7/21/2025,Delivered,7/24/2025,FedEx Ground
1072,391048900458,7/21/2025,Delivered,7/24/2025,FedEx Ground
1424,391048901226,7/21/2025,Out for delivery,,FedEx Ground
2259,391048901351,7/21/2025,Out for delivery,,FedEx Ground
1438,391048901811,7/21/2025,Out for delivery,,FedEx Ground
1523,391048902005,7/21/2025,Out for delivery,,FedEx Ground
2477,391048902050,7/21/2025,Out for delivery,,FedEx Ground
5874,391048902174,7/21/2025,Out for delivery,,FedEx Ground
2695,391048902612,7/21/2025,Out for delivery,,FedEx Ground
1959,391048902851,7/21/2025,Out for delivery,,FedEx Ground
5167,391048902910,7/21/2025,Out for delivery,,FedEx Ground
5964,391048903479,7/21/2025,Out for delivery,,FedEx Ground
2113,391048903891,7/21/2025,Out for delivery,,FedEx Ground
5445,391048904177,7/21/2025,Out for delivery,,FedEx Ground
3254,391048904497,7/21/2025,Out for delivery,,FedEx Ground
3270,391048904773,7/21/2025,Delivered,7/24/2025,FedEx Ground
1155,391048904979,7/21/2025,Out for delivery,,FedEx Ground
5292,391048905037,7/21/2025,Out for delivery,,FedEx Ground
3733,391048905195,7/21/2025,Out for delivery,,FedEx Ground
7246,391048905254,7/21/2025,Out for delivery,,FedEx Ground
3081,391048905839,7/21/2025,Out for delivery,,FedEx Ground
718,391048905997,7/21/2025,Delivered,7/24/2025,FedEx Ground
640,391048906055,7/21/2025,Delivered,7/24/2025,FedEx Ground
1082,391048906169,7/21/2025,Out for delivery,,FedEx Ground
1452,391048906294,7/21/2025,Out for delivery,,FedEx Ground
2357,391048906489,7/21/2025,Out for delivery,,FedEx Ground
2108,391048906504,7/21/2025,Out for delivery,,FedEx Ground
1352,391048906548,7/21/2025,Out for delivery,,FedEx Ground
669,391048906938,7/21/2025,Out for delivery,,FedEx Ground
5807,391048906960,7/21/2025,Out for delivery,,FedEx Ground
644,391048908816,7/21/2025,Out for delivery,,FedEx Ground
3472,391048908871,7/21/2025,On the way,,FedEx Ground
1411,391048915575,7/21/2025,Out for delivery,,FedEx Ground
1624,391048917501,7/21/2025,Out for delivery,,FedEx Ground
856,391048917660,7/21/2025,Delivered,7/23/2025,FedEx Ground
3785,391048917707,7/21/2025,Delivered,7/23/2025,FedEx Ground
2861,391048918953,7/21/2025,On the way,,FedEx Ground
1309,391048923210,7/21/2025,Out for delivery,,FedEx Ground
5325,391048923334,7/21/2025,Out for delivery,,FedEx Ground
4063,391048924308,7/21/2025,Out for delivery,,FedEx Ground
3568,391048924628,7/21/2025,On the way,,FedEx Ground
1220,391048925646,7/21/2025,Out for delivery,,FedEx Ground
4171,391048926241,7/21/2025,Out for delivery,,FedEx Ground
5391,391048926561,7/21/2025,Delivered,7/24/2025,FedEx Ground
1613,391048926697,7/21/2025,Out for delivery,,FedEx Ground
1989,391048928233,7/21/2025,Out for delivery,,FedEx Ground
3738,391048931170,7/21/2025,Delivered,7/23/2025,FedEx Ground
1784,391048931825,7/21/2025,On the way,,FedEx Ground
1694,391048932821,7/21/2025,Out for delivery,,FedEx Ground
1666,391048932898,7/21/2025,Out for delivery,,FedEx Ground
4392,391048933015,7/21/2025,Out for delivery,,FedEx Ground
2662,391048933920,7/21/2025,Out for delivery,,FedEx Ground
907,391048933953,7/21/2025,Out for delivery,,FedEx Ground
2075,391048934125,7/21/2025,Out for delivery,,FedEx Ground
780,391048934180,7/21/2025,Out for delivery,,FedEx Ground
4239,391048934673,7/21/2025,On the way,,FedEx Ground
1291,391048935280,7/21/2025,Out for delivery,,FedEx Ground
4412,391048935474,7/21/2025,Out for delivery,,FedEx Ground
706,391048936323,7/21/2025,Out for delivery,,FedEx Ground
4591,391047624472,7/22/2025,Out for delivery,,FedEx Ground
3703,391047625413,7/22/2025,Out for delivery,,FedEx Ground
4053,391047627059,7/22/2025,Out for delivery,,FedEx Ground
5372,391047630240,7/22/2025,Out for delivery,,FedEx Ground
3168,391047631224,7/22/2025,Out for delivery,,FedEx Ground
5100,391047631658,7/22/2025,Out for delivery,,FedEx Ground
4673,391047632530,7/22/2025,Delivered,7/24/2025,FedEx Ground
3317,391047633640,7/22/2025,Out for delivery,,FedEx Ground
3424,391047633801,7/22/2025,Out for delivery,,FedEx Ground
3128,391047635892,7/22/2025,Out for delivery,,FedEx Ground
3517,391047635907,7/22/2025,Out for delivery,,FedEx Ground
4128,391047635929,7/22/2025,Out for delivery,,FedEx Ground
3042,391047636410,7/22/2025,Out for delivery,,FedEx Ground
5908,391047636888,7/22/2025,Out for delivery,,FedEx Ground
6876,391047637060,7/22/2025,Out for delivery,,FedEx Ground
6470,391047637082,7/22/2025,Out for delivery,,FedEx Ground
5143,391047637266,7/22/2025,Out for delivery,,FedEx Ground
5734,391047637288,7/22/2025,Out for delivery,,FedEx Ground
6323,391047638457,7/22/2025,Out for delivery,,FedEx Ground
7342,391047638480,7/22/2025,Out for delivery,,FedEx Ground
5135,391047639144,7/22/2025,Out for delivery,,FedEx Ground
4659,391047639199,7/22/2025,Out for delivery,,FedEx Ground
5832,391047639247,7/22/2025,Out for delivery,,FedEx Ground
7349,391047639361,7/22/2025,Out for delivery,,FedEx Ground
6588,391047639832,7/22/2025,Out for delivery,,FedEx Ground
4188,391047640398,7/22/2025,Out for delivery,,FedEx Ground
7099,391047641008,7/22/2025,Out for delivery,,FedEx Ground
3083,391047641361,7/22/2025,Out for delivery,,FedEx Ground
4676,391047641409,7/22/2025,Out for delivery,,FedEx Ground
3452,391047641681,7/22/2025,Out for delivery,,FedEx Ground
