Store Number,Current Delivery,Current MP Delivery Window,Updated Delivery,Updated MP Delivery Window,Comments
2366,Same Day,18:00-06:00,Same Day,18:00-04:00,
2369,Same Day,18:00-06:00,Same Day,16:00-04:00,
2393,Same Day,20:00-06:00,Same Day,18:00-04:00,
2394,Same Day,20:00-06:00,Same Day,18:00-04:00,
2399,Same Day,18:00-06:00,Same Day,16:00-04:00,
2401,Same Day,18:00-06:00,Same Day,16:00-04:00,
2452,Same Day ,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2479,Same Day,23:00-06:00,Same Day,16:00-04:00,
2487,Same Day,20:00-06:00,Same Day,18:00-04:00,
2494,Next Day,16:00-22:00,Next Day,16:00-22:00,
2495,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2517,Same Day,18:00-21:00,Same Day,16:00-21:00,
2523,Same Day,18:00-06:00,Same Day,16:00-04:00,
2546,Same Day,18:00-06:00,Same Day,16:00-04:00,
2629,Same Day,18:00-06:00,Same Day,16:00-04:00,
2634,Same Day,17:00-20:00,Same Day,16:00-20:00,
2639,Same Day,18:00-07:00,Same Day,16:00-04:00,
2665,Same Day,18:00-04:00,Same Day,16:00-04:00,
2668,Same Day ,18:00-04:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2682,Same Day,18:00-06:00,Same Day,16:00-04:00,
2706,Same Day,18:00-06:00,Same Day,18:00-04:00,
2708,Same Day,18:00-04:00,Same Day,16:00-04:00,
2715,Same Day,18:00-06:00,Same Day,18:00-04:00,
2734,Same Day,18:00-06:00,Same Day,16:00-04:00,
2758,Same Day,18:00-06:00,Same Day,16:00-04:00,
2803,Next Day,17:00-21:00,Next Day,16:00-21:00,
2804,Next Day,18:00-23:59,Next Day,16:00-04:00,
2822,Same Day,18:00-06:00,Same Day,16:00-04:00,
2828,Same Day ,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2842,Same Day,18:00-06:00,Same Day,16:00-04:00,
2854,Same Day,18:00-06:00,Same Day,16:00-04:00,
2875,Next Day,18:00-23:59,Next Day,18:00-04:00,
2876,Next Day,17:00-22:00,Next Day,16:00-22:00,
2877,Next Day,17:00-21:00,Next Day,16:00-21:00,
2878,Same Day,20:00-06:00,Same Day,18:00-04:00,
2913,Same Day,18:00-06:00,Same Day,16:00-04:00,
2952,Same Day,18:00-06:00,Same Day,16:00-04:00,
2964,Same Day,05:30-07:30,Same Day,16:00-22:00,
2984,Same Day,20:00-06:00,Same Day,18:00-04:00,
2998,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3026,Same Day,20:00-06:00,Same Day,18:00-04:00,
3042,Same Day,20:00-06:00,Same Day,18:00-04:00,
3084,Same Day,20:00-06:00,Same Day,18:00-04:00,
3099,Same Day,07:00-09:00,Next Day,16:00-18:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3101,Same Day,20:00-06:00,Same Day,18:00-04:00,
3114,Same Day,18:00-06:00,Same Day,16:00-04:00,
3131,Same Day,07:00-09:00,Next Day,16:00-19:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3132,Same Day,07:00-09:00,Next Day,16:00-19:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3133,Same Day,07:00-09:00,Next Day,16:00-19:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3167,Same Day,18:00-06:00,Same Day,16:00-04:00,
3202,Same Day,20:00-06:00,Same Day,18:00-04:00,
3229,Same Day,18:00-07:00,Same Day,16:00-04:00,
3248,Same Day,18:00-06:00,Same Day,16:00-04:00,
3269,Same Day,18:00-06:00,Same Day,16:00-04:00,
3275,Next Day,18:00-23:59,Next Day,18:00-04:00,
3288,Same Day,18:00-06:00,Same Day,16:00-04:00,
3327,Same Day,20:00-06:00,Same Day,18:00-04:00,
3430,Next Day,18:00-23:59,Next Day,16:00-04:00,
3464,Same Day,18:00-06:00,Same Day,16:00-04:00,
3477,Same Day,18:00-06:00,Same Day,16:00-04:00,
3483,Same Day,18:00-06:00,Same Day,16:00-04:00,
3516,Next Day,16:00-22:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3521,Next Day,20:00-06:00,Next Day,18:00-04:00,
3522,Same Day,18:00-06:00,Same Day,16:00-04:00,
3528,Same Day,18:00-06:00,Same Day,18:00-04:00,
3535,Same Day,18:00-06:00,Same Day,16:00-04:00,
3615,Next Day,18:00-23:59,Next Day,18:00-04:00,
3616,Same Day,18:00-06:00,Same Day,16:00-04:00,
3637,Same Day,20:00-06:00,Same Day,18:00-04:00,
3703,Same Day,20:00-06:00,Same Day,18:00-04:00,
3736,Next Day,18:00-22:00,Next Day,18:00-04:00,
3796,Same Day,18:00-21:00,Same Day,16:00-21:00,
3803,Same Day,07:00-09:00,Next Day,16:00-19:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3947,Same Day,18:00-06:00,Same Day,16:00-04:00,
4048,Same Day,20:00-06:00,Same Day,18:00-04:00,
4101,Same Day,18:00-21:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4129,Same Day,18:00-06:00,Same Day,16:00-04:00,
4132,Same Day,18:00-06:00,Same Day,16:00-04:00,
4134,Same Day,06:00-08:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4156,Same Day,18:00-07:00,Same Day,16:00-04:00,
4169,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4171,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4195,Next Day,18:00-23:59,Next Day,16:00-04:00,
4340,Same Day,18:00-21:00,Same Day,16:00-21:00,
4389,Same Day,18:00-07:00,Same Day,16:00-04:00,
4392,Same Day,18:00-06:00,Same Day,16:00-04:00,
4586,Same Day,20:00-06:00,Same Day,18:00-04:00,
4659,Same Day,20:00-06:00,Same Day,18:00-04:00,
4679,Same Day,18:00-06:00,Same Day,16:00-04:00,
4683,Same Day,18:00-07:00,Same Day,16:00-04:00,
4762,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5008,Same Day,20:00-06:00,Same Day,18:00-04:00,
5022,Same Day,18:00-06:00,Same Day,16:00-04:00,
5023,Next Day,16:00-22:00,Next Day,16:00-22:00,
5056,Same Day,18:00-04:00,Same Day,16:00-04:00,
5071,Same Day,18:00-06:00,Same Day,18:00-04:00,
5072,Same Day,18:00-06:00,Same Day,16:00-04:00,
5075,Next Day,16:00-22:00,Next Day,16:00-22:00,
5079,Same Day,18:00-06:00,Same Day,18:00-04:00,
5081,Same Day,20:00-06:00,Same Day,18:00-04:00,
5096,Same Day,18:00-06:00,Same Day,16:00-04:00,
5102,Same Day,18:00-21:00,Same Day,16:00-21:00,
5140,Same Day,18:00-06:00,Same Day,16:00-04:00,
5154,Same Day,18:00-21:00,Same Day,16:00-21:00,
5156,Same Day,18:00-06:00,Same Day,16:00-04:00,
5193,Same Day,18:00-06:00,Same Day,16:00-04:00,
5286,Next Day,18:00-23:59,Next Day,18:00-04:00,
5310,Same Day,20:00-06:00,Same Day,18:00-04:00,
5311,Next Day,18:00-04:00,Next Day,16:00-04:00,
5314,Same Day,20:00-06:00,Same Day,18:00-04:00,
5323,Same Day,20:00-06:00,Same Day,18:00-04:00,
5327,Same Day,20:00-06:00,Same Day,18:00-04:00,
5328,Same Day,20:00-06:00,Same Day,18:00-04:00,
5335,Same Day,18:00-06:00,Same Day,16:00-04:00,
5425,Same Day,18:00-06:00,Same Day,16:00-04:00,
5464,Same Day,20:00-06:00,Same Day,18:00-04:00,
5600,Same Day,20:00-06:00,Same Day,18:00-04:00,
5601,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5637,Same Day,20:00-06:00,Same Day,18:00-04:00,
5640,Same Day,20:00-06:00,Same Day,18:00-04:00,
5641,Same Day,18:00-07:00,Same Day,16:00-04:00,
5644,Same Day,18:00-06:00,Same Day,16:00-04:00,
5661,Same Day,07:00-09:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5663,Same Day,20:00-06:00,Same Day,18:00-04:00,
5667,Same Day ,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5669,Same Day ,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5684,Same Day,20:00-06:00,Same Day,18:00-04:00,
5691,Same Day,20:00-06:00,Same Day,18:00-04:00,
5695,Same Day ,18:00-04:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on August 26, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5707,Next Day,18:00-04:00,Next Day,18:00-04:00,
5722,Same Day,20:00-06:00,Same Day,18:00-04:00,
5774,Same Day,20:00-06:00,Same Day,18:00-04:00,
5777,Same Day,18:00-06:00,Same Day,18:00-04:00,
5805,Same Day,20:00-06:00,Same Day,18:00-04:00,
5832,Same Day,20:00-06:00,Same Day,18:00-04:00,
5863,Next Day,18:00-23:59,Next Day,18:00-04:00,
5866,Next Day,17:00-21:00,Next Day,16:00-21:00,
5886,Same Day,18:00-07:00,Same Day,16:00-04:00,
5930,Same Day,18:00-07:00,Same Day,16:00-04:00,
5996,Same Day,18:00-06:00,Same Day,16:00-04:00,
6300,Next Day,18:00-07:00,Next Day,16:00-04:00,
6323,Same Day,20:00-06:00,Same Day,18:00-04:00,
6577,Same Day,20:00-06:00,Same Day,18:00-04:00,
6588,Same Day,20:00-06:00,Same Day,18:00-04:00,
6963,Next Day,18:00-06:00,Next Day,18:00-04:00,
6966,Next Day,20:00-06:00,Next Day,18:00-04:00,
7099,Same Day,20:00-06:00,Same Day,18:00-04:00,
7233,Same Day,20:00-06:00,Same Day,18:00-04:00,
7241,Same Day,20:00-06:00,Same Day,18:00-04:00,
7262,Same Day,20:00-06:00,Same Day,18:00-04:00,
7294,Same Day,18:00-05:00,Same Day,16:00-04:00,
7308,Same Day,20:00-06:00,Same Day,18:00-04:00,
7326,Same Day,18:00-06:00,Same Day,16:00-04:00,
8958,Same Day,20:00-06:00,Same Day,18:00-04:00,
