Store Nbr,Store Type Descr,Store Name,State,Market,Reg,Cupcake Double Bucket,"DZ Roses 
Double Bucket","DZ Roses 
Pallet","DZ Roses 
Double Decker",LG Carnations Double Bucket,LG Vase DZ Roses Pallet,MED Vase Mixed Bqt Display,Mega Mixed Bqt Pallet,Mini Rose Plus Double Bucket,"Mixed BQT 
Double Bucket","Mixed BQT 
Pallet","Mixed BQT 
Double Decker","Rose Lily
Double Bucket",Small Bouquet Double Bucket,"XL Premium Roses
Double Bucket","XL Premium Roses
Pallet",TOTAL PROMO DISPLAYS
3485,Supercenter,"BLAIRSVILLE, GA",GA,18,2,9,3,1,,,,5,,2,3,,1,3,,,2,29
3486,Supercenter,ATHENS OH,OH,218,21,,1,,2,,2,2,,4,3,1,1,3,,3,,22
3487,Supercenter,"SHELBY TWP, MI",MI,206,19,5,1,1,2,5,3,5,1,6,1,,1,3,6,1,,41
3488,Supercenter,"BURLINGTON, WI",WI,435,53,1,4,1,1,,2,4,,,1,1,1,3,4,2,,25
3489,Supercenter,"GOLDEN RING, MD",MD,281,75,1,3,,3,,4,,,,1,,1,,,1,,14
3492,Supercenter,"WICHITA, KS",KS,409,44,1,2,1,2,,3,4,,,2,,1,3,,2,,21
3495,Supercenter,"CLARKSVILLE(S), TN",TN,149,12,9,1,1,2,,6,5,2,8,3,2,1,3,8,4,1,56
3497,Supercenter,"PLYMOUTH, WI",WI,444,53,5,1,2,,3,2,2,,2,3,,1,3,,1,2,27
3498,Supercenter,"BLAINE, MN",MN,422,52,3,2,2,1,,3,4,,,1,,1,3,,1,,21
3499,Supercenter,JEFFERSON WI,WI,442,53,6,2,2,,,2,5,,2,1,,1,3,3,4,1,32
3505,Supercenter,WISCONSIN DELLS WI,WI,441,53,3,3,2,,5,4,2,,4,1,,1,3,,5,,33
3509,Neighborhood Market,"HOUSTON, TX",TX,562,64,,3,2,1,9,3,3,,,2,,1,4,3,3,1,35
3518,Supercenter,"LAREDO(SE), TX",TX,88,46,8,3,1,5,9,10,,2,22,1,1,1,,10,2,1,76
3523,Supercenter,"SANTA CLARITA (E), CA",CA,448,57,5,3,,6,,3,,2,,2,1,1,3,1,4,,31
3529,Supercenter,LAWRENCE IN,IN,249,25,3,1,2,4,,6,5,,14,1,,1,3,4,1,,45
3533,Supercenter,DENVER CO,CO,585,54,4,2,2,1,,5,2,,,1,2,1,3,5,1,,29
3534,Supercenter,RED WING MN 11-12-02,MN,425,53,4,3,1,2,,3,5,,2,1,1,1,3,,2,,28
3535,Supercenter,EPPING NH,NH,157,16,4,2,,1,,3,2,,6,1,,1,3,,3,,26
3537,Supercenter,"LAKEWOOD, WA",WA,467,60,4,2,1,1,,3,4,,4,1,2,1,3,,3,,29
3538,Supercenter,VIERA FL,FL,92,9,4,1,1,3,,7,,3,,2,,1,3,3,4,,32
3560,Supercenter,FALL RIVER (S),MA,160,16,5,1,1,3,,6,,,4,4,1,1,,4,3,1,34
3567,Supercenter,HIDALGO TX,TX,80,6,3,1,2,1,9,4,,2,2,2,2,1,,4,4,2,39
3569,Supercenter,AUSTIN (NE) TX,TX,83,5,1,4,,4,,7,4,1,4,2,2,1,4,5,2,1,42
3570,Supercenter,"EVANS, GA",GA,30,3,3,3,,3,,4,3,,,1,1,1,3,,3,,25
3572,Supercenter,PEARLAND TX 11-12-02,TX,62,6,,4,1,6,,4,4,,,1,2,1,3,6,1,,33
3581,Supercenter,ZANESVILLE (S) OH,OH,216,20,5,2,,1,,3,2,,2,3,2,1,3,,3,1,28
3583,Supercenter,GLENMONT NY,NY,188,17,1,2,,3,,2,2,,2,3,,1,3,,1,,20
3588,Supercenter,DUMFRIES VA,VA,291,75,5,1,2,3,,6,2,2,6,1,2,1,3,11,5,2,52
3589,Supercenter,SALT LAKE CITY C UT,UT,403,54,1,3,1,1,,6,2,,,3,,1,3,2,2,,25
3591,Supercenter,MONTGOMERY TX,TX,68,6,5,3,1,2,,3,5,,4,2,,1,3,5,3,1,38
3597,Supercenter,BELVIDERE IL,IL,270,25,3,3,,3,9,7,2,2,4,2,2,1,3,6,4,1,52
3604,Neighborhood Market,GOODYEAR (INDIAN) AZ,AZ,510,61,,2,,,,2,3,,2,1,,1,3,,1,,15
3606,Neighborhood Market,DEBARY FL,FL,549,72,2,3,1,,,2,2,,2,2,,1,3,,2,1,21
3607,Supercenter,ALBION NY,NY,195,17,,4,,1,,2,5,,,2,,1,3,,4,,22
3608,Supercenter,"NORTH MADISON, OH",OH,209,20,3,2,,2,,3,5,,4,3,1,1,3,3,2,1,33
3611,Supercenter,"MARIETTA, GA",GA,26,2,5,1,2,4,4,3,3,,4,1,1,1,3,9,5,,46
3612,Supercenter,BURLINGTON (N) NC,NC,296,26,6,3,2,1,9,9,2,2,,4,1,1,3,10,3,1,57
3615,Neighborhood Market,"OKLAHOMA CITY, OK",OK,533,64,1,3,,1,4,3,1,,,2,,1,3,2,1,2,24
3617,Neighborhood Market,"ORLANDO (CURRY FRD.E), FL",FL,559,72,3,3,,2,,3,5,,4,1,1,1,3,,5,,31
3624,Supercenter,MONTICELLO MN,MN,424,52,3,1,2,,,4,5,,4,3,1,1,3,,2,,29
3625,Supercenter,LAUDERDALE LAKES FL,FL,109,9,5,3,,1,,4,3,,2,3,,1,3,,2,,27
3627,Supercenter,OAKWOOD GA,GA,21,2,6,1,1,4,8,9,2,2,2,1,2,1,3,7,1,2,52
3629,Neighborhood Market,PORT ORANGE FL,FL,549,72,,3,1,,,2,3,,4,1,1,1,3,,3,,22
3630,Supercenter,MARION IA,IA,415,52,2,3,,1,,3,5,,,1,1,1,3,,1,1,22
3631,Supercenter,CROWLEY TX,TX,44,5,2,3,2,1,,7,,,4,1,1,1,,6,1,2,31
3632,Supercenter,"SANDUSKY, MI",MI,205,19,7,3,1,,,,3,,4,1,1,1,3,,3,,27
3639,Supercenter,DULLES VA,VA,292,75,6,3,,2,6,5,4,2,2,3,1,1,3,10,1,,49
3643,Supercenter,MEDFORD WI,WI,440,53,4,4,,,,,5,,,1,,1,3,,3,,21
3644,Supercenter,CHESAPEAKE (S) VA,VA,289,75,4,2,2,1,,3,5,,,3,2,1,3,2,4,,32
3645,Supercenter,MIDLAND (S) TX,TX,73,46,5,3,,4,9,12,2,2,2,3,1,1,3,4,,2,53
3648,Supercenter,"BISMARCK, ND",ND,427,47,7,2,2,,3,10,,1,8,1,2,1,3,8,3,1,52
3659,Supercenter,"CHATTANOOGA(SIGNAL), TN",TN,119,2,3,3,,3,,5,2,,4,1,,1,4,4,3,,33
3700,Supercenter,"INDIAN TRAIL, NC",NC,309,26,5,2,,6,9,5,,2,,3,,1,,7,2,2,44
3710,Supercenter,"DECATUR (W), GA",GA,20,2,5,4,1,1,,4,4,,2,1,,1,3,,1,,27
3717,Supercenter,"NASHVILLE (HARDING), TN",TN,153,12,1,2,,2,9,6,5,2,4,3,,1,3,3,1,1,43
3720,Supercenter,"ARBUTUS, MD",MD,293,75,4,3,1,2,4,7,,,2,4,1,1,,5,3,,37
3722,Supercenter,"KENT, OH",OH,215,20,6,1,2,1,,4,,,2,1,,1,,4,3,1,26
3725,Supercenter,"NILES, IL",IL,267,25,2,3,,3,,3,2,,2,1,1,1,3,2,5,,28
3726,Supercenter,"GRAND BLANC, MI",MI,205,19,4,2,2,1,8,5,2,2,10,2,1,1,3,,4,1,48
3728,Supercenter,"NORTH LAS VEGAS (S), NV",NV,394,57,5,1,1,2,,5,2,2,4,1,1,1,3,3,1,1,33
3733,Supercenter,"TEGA CAY, SC",SC,42,4,6,3,1,3,7,5,3,1,4,3,1,1,3,5,4,1,51
3734,Supercenter,"VERMILLION, SD",SD,430,47,,2,1,,,,2,,,2,,1,3,,1,,12
3738,Supercenter,"NATRONA HEIGHTS, PA",PA,227,20,8,4,1,4,,3,2,,4,3,2,1,3,,4,1,40
3740,Neighborhood Market,AURORA PICADILLY CO,CO,490,61,5,4,1,,3,2,5,,4,4,,1,3,2,2,1,37
3741,Supercenter,"ATLANTA, GA",GA,19,2,,3,,3,,3,5,,2,1,2,1,3,,2,,25
3742,Supercenter,"WOODLAND, WA",WA,476,60,,1,2,,,3,,,2,3,1,1,3,,5,,21
3754,Supercenter,"CHELAN, WA",WA,473,60,,3,1,,,3,5,,2,1,,1,3,,1,,20
3761,Supercenter,"THIEF RIVER FALLS, MN",MN,412,52,,1,,1,,2,,,,1,,1,,,,,6
3764,Supercenter,"LINDALE, TX",TX,45,5,8,2,2,2,7,3,2,1,6,3,,1,3,5,3,1,49
3765,Supercenter,"PIQUA, OH",OH,223,21,6,2,2,,,3,3,,6,2,,1,3,,2,,30
3777,Supercenter,"FRISCO (W), TX",TX,56,5,6,3,1,2,4,3,2,2,6,1,2,1,3,6,3,1,46
3778,Supercenter,"CASPER (W), WY",WY,381,54,4,3,,2,6,3,5,2,2,3,,1,3,,1,2,37
3782,Supercenter,"ORLANDO (NARCOOSSEE), FL",FL,91,9,3,4,1,4,,7,2,2,2,1,2,1,3,,3,1,36
3785,Supercenter,"PENSACOLA (WARRINTON), FL",FL,14,14,2,3,,1,,3,2,,,2,1,1,3,,3,,21
3790,Supercenter,"LOCKPORT, IL",IL,265,25,2,4,1,1,3,3,2,1,2,1,1,1,3,5,2,,32
3792,Supercenter,"LANCASTER, OH",OH,219,21,,3,,2,,2,4,,4,3,1,1,3,,3,,26
3801,Supercenter,"MARYSVILLE (E), WA",WA,471,60,5,1,,2,,3,5,,2,3,,1,3,,1,1,27
3804,Supercenter,RANDALLSTOWN MD,MD,293,75,1,4,,2,,6,,,8,4,1,1,,6,2,,35
3807,Supercenter,"BENSON, AZ",AZ,367,46,,1,,,,2,4,,2,2,,1,3,,2,,17
3810,Supercenter,"EAST GREENVILLE, PA",PA,168,22,6,2,,1,,2,2,,,1,1,1,3,,,,19
3817,Neighborhood Market,"ORLANDO (AVALON PKWY), FL",FL,559,72,3,3,1,2,,3,5,,4,1,,1,3,3,3,1,33
3823,Supercenter,"LINCOLN (NE), NE",NE,433,47,2,4,,1,,2,2,,2,2,,1,3,,2,1,22
3824,Supercenter,"WESTMINSTER (72ND), CO",CO,585,54,2,2,1,1,7,6,5,,4,3,,1,3,8,1,1,45
3826,Supercenter,"LUBBOCK (TXTECH), TX",TX,71,46,5,3,1,3,7,9,5,2,2,1,1,1,4,5,3,2,54
3828,Supercenter,"LONGVIEW (SE), TX",TX,46,5,5,1,2,1,7,5,4,1,4,1,1,1,4,5,2,2,46
3835,Supercenter,OOLTEWAH TN,TN,119,2,5,3,2,4,5,6,2,3,4,1,2,1,3,,,2,43
3837,Supercenter,"ROCKTON, IL",IL,263,53,1,2,,1,3,5,2,2,2,1,2,1,3,5,3,,33
3838,Supercenter,"TARENTUM, PA",PA,227,20,3,2,,2,,4,5,,,1,2,1,3,4,4,,31
3843,Supercenter,"DENTON, MD",MD,285,75,2,1,2,1,,4,5,,,1,2,1,3,,5,,27
3850,Supercenter,"TUMWATER, WA",WA,467,60,,3,,1,,4,2,,2,2,1,1,3,,4,,23
3851,Supercenter,"LAFAYETTE, IN",IN,246,21,3,2,1,3,7,3,2,2,12,1,2,1,3,3,3,1,49
3857,Supercenter,"MONONA, WI",WI,441,53,3,3,2,,,3,5,,4,1,1,1,3,3,3,1,33
3861,Supercenter,"GILBERT (POWER), AZ",AZ,373,46,7,2,2,2,3,3,2,1,6,2,,1,3,5,,2,41
3864,Supercenter,"JACKSONVILLE (S), NC",NC,302,26,4,2,1,3,,7,5,2,6,3,1,1,3,6,2,2,48
3867,Supercenter,"WESTMINSTER(I25/136), CO",CO,379,54,6,3,,1,4,3,5,,2,1,1,1,3,5,3,1,39
3869,Supercenter,"RICHMOND, VA",VA,287,75,2,3,,1,,3,5,,2,1,1,1,3,,1,1,24
3884,Supercenter,"TUCSON, AZ",AZ,367,46,,1,,1,,3,2,,2,1,,1,3,,,,14
3886,Supercenter,"EDINBURG (S), TX",TX,80,6,3,3,1,2,9,6,4,2,6,1,,1,3,8,2,2,53
3887,Supercenter,"AVON PARK, FL",FL,115,9,6,3,,3,,3,5,2,10,3,,1,4,10,1,2,53
3893,Supercenter,"ZION, IL",IL,269,25,4,3,2,2,9,3,3,2,8,3,1,1,3,5,2,1,52
3894,Supercenter,"LEXINGTON (E), KY",KY,259,41,5,3,1,2,3,5,4,,,1,,1,3,1,3,,32
3896,Supercenter,"PEORIA (LAKE PLESNT), AZ",AZ,368,46,8,3,,1,,3,4,,4,3,,1,3,,1,,31
3947,Supercenter,CHULA VISTA CA,CA,458,57,4,3,,3,,4,4,,2,1,1,1,3,,2,,28
3988,Neighborhood Market,SPANISH FORK UT,UT,557,61,3,3,2,,,1,6,,,3,,1,3,,3,1,26
4046,Neighborhood Market,GARLAND 78 & MILLER TX,TX,561,64,2,3,,,,,3,,2,4,,1,3,1,4,,23
4049,Supercenter,OLYMPIA FIELDS IL,IL,266,25,7,3,2,3,9,4,2,2,8,1,1,1,3,4,,1,51
4054,Neighborhood Market,INDIANAPOLIS KENTUCKY AVE,IN,494,59,,3,,1,,3,3,,6,4,,1,3,,2,,26
4056,Neighborhood Market,SAN ANTONIO KITTY HAWK &,TX,528,64,,2,,1,,3,4,,4,3,,1,3,,5,,26
4063,Supercenter,IONA FT MYERS FL,FL,105,9,10,3,1,3,,6,3,,,1,2,1,3,8,2,,43
4064,Supercenter,VIRGINIA BEACH FX VA,VA,289,75,5,1,1,3,,7,2,,,4,,1,3,5,5,2,39
4065,Supercenter,WILMINGTON BAYSHORE NC,NC,300,26,4,3,1,3,,5,5,,2,2,1,1,3,,3,,33
4100,Neighborhood Market,PROVO UNIVERSITY UT,UT,557,61,2,3,,1,,2,2,,6,1,2,1,3,2,3,,28
4101,Supercenter,LONG BEACH NW CA,CA,465,57,3,2,1,2,,,2,,,1,,1,3,,1,,16
4102,Supercenter,CASTROVILLE TX,TX,86,6,3,2,2,1,4,4,,1,8,4,,1,3,3,1,,37
4103,Supercenter,DEVINE TX,TX,77,6,5,2,1,1,,4,2,,4,1,,1,3,,4,,28
4111,Supercenter,RICHMOND TX,TX,65,6,,1,1,2,,4,4,,,2,,1,4,,2,1,22
4118,Supercenter,SHEPHERDSVILLE KY,KY,256,41,4,3,1,1,3,4,4,,4,1,1,1,3,2,2,,34
4131,Supercenter,SAN ANTONIO CULEBRA TX,TX,506,6,5,3,,2,,3,5,,10,1,1,1,3,,2,1,37
4132,Supercenter,DOWNEY CA,CA,465,57,3,1,1,2,,4,,,,1,1,1,,4,2,,20
4137,Supercenter,TACOMA WA,WA,467,60,4,2,1,1,,3,4,,12,3,,1,3,5,2,,41
4142,Neighborhood Market,ORLANDO PERSHING FL,FL,96,72,2,2,,,,2,,,6,3,,1,,6,3,1,26
4144,Supercenter,AUGUSTA WRIGHTSBRO GA,GA,30,3,,3,2,4,,2,3,,,1,2,1,3,,2,,23
4153,Supercenter,OLD BRIDGE NJ,NJ,175,17,3,3,2,2,,5,4,,,1,2,1,3,4,4,,34
4162,Supercenter,SAN ANTONIO WURZBACH TX,TX,506,6,4,3,2,1,,3,5,,2,3,,1,3,,1,2,30
4163,Supercenter,CEDAR PARK E TX,TX,82,5,7,1,2,1,,3,3,,4,3,1,1,3,,2,,31
4164,Supercenter,KAUFMAN TX,TX,55,5,15,3,1,2,8,5,3,2,2,3,1,1,4,3,,2,55
4168,Supercenter,BEEBE AR,AR,326,42,7,4,,1,,2,2,,4,3,2,1,3,,3,2,34
4171,Supercenter,GARDEN GROVE CA,CA,466,57,5,1,1,3,,2,2,,2,1,1,1,3,,3,,25
4176,Supercenter,SHERWOOD OR,OR,477,60,,3,1,1,,,2,,2,1,,1,3,,,1,15
4180,Neighborhood Market,NAMPA ROOSEVELT ID,ID,557,61,1,2,2,,,2,5,,2,3,2,1,3,1,4,,28
4184,Neighborhood Market,LEVITTOWN NY,NY,502,59,,4,1,,,3,1,,2,2,,1,3,,3,2,22
4185,Supercenter,SUWANEE N GA,GA,24,2,3,2,1,1,,3,2,,,1,2,1,3,,1,,20
4187,Supercenter,FLORENCE NW AL,AL,137,12,,2,2,2,,5,3,,8,1,2,1,3,7,,1,37
4191,Supercenter,RICHMOND REYNOLDS VA,VA,287,75,,1,2,1,,3,5,,2,1,,1,3,,1,,20
4198,Neighborhood Market,OLATHE SOUTH KS,KS,485,59,1,2,,1,,1,,,,1,1,1,,2,2,,12
4201,Supercenter,"EDGEWOOD, NM",NM,385,46,4,2,1,1,,5,2,,2,1,1,1,3,6,1,,30
4203,Supercenter,"FORT MOHAVE, AZ",AZ,365,57,1,2,2,,,3,5,,4,1,,1,3,,2,,24
4209,Supercenter,"NEBRASKA CITY, NE",NE,407,47,1,3,1,,,2,2,,,1,1,1,3,,1,,16
4215,Supercenter,"QUINLAN, TX",TX,55,5,9,1,,2,,2,3,,,3,,1,3,6,5,2,37
4216,Supercenter,"COLUMBUS(N), IN",IN,580,25,4,3,1,2,6,4,4,1,2,1,2,1,4,6,3,1,45
4220,Neighborhood Market,"VIRGINIA BEACH (SE), VA",VA,502,59,,3,1,,,3,6,,2,2,,1,3,,3,,24
4221,Supercenter,"CORNELIUS, OR",OR,477,60,5,3,2,,,3,2,,2,1,,1,3,10,1,,33
4223,Supercenter,"MARYVILLE, TN",TN,122,2,7,2,,4,3,5,2,2,8,2,,1,3,,3,1,43
4224,Supercenter,"CONOVER, NC",NC,304,4,5,1,,1,5,10,3,2,12,2,1,1,3,2,,2,50
4226,Supercenter,"DUNLAP, TN",TN,119,2,,2,,1,,4,5,,2,2,,1,3,,1,,21
4230,Supercenter,"FORT WAYNE, IN",IN,248,21,5,3,2,1,5,5,2,2,4,1,2,1,3,,1,1,38
4235,Supercenter,"TERRE HAUTE, IN",IN,251,25,6,3,,2,,2,5,,2,2,1,1,3,,3,,30
4237,Supercenter,"INDIAN LAND, SC",SC,42,4,4,2,,2,,4,3,,4,3,1,1,3,3,1,,31
4240,Supercenter,"HIGHLAND VILLAGE, TX",TX,53,5,3,1,1,4,,3,5,,,1,1,1,3,4,5,2,34
4243,Supercenter,"CLIO, MI",MI,205,19,9,3,,2,5,5,3,2,8,1,1,1,3,,2,,45
4247,Supercenter,"HAVRE, MT",MT,383,47,,1,,1,,3,3,,6,2,,1,3,,2,,22
4249,Supercenter,"SMELTERVILLE, ID",ID,474,60,,2,2,,,3,2,,2,1,,1,3,,3,,19
4252,Supercenter,"FLAGSTAFF, AZ",AZ,364,46,,2,2,,,3,2,,12,4,1,1,3,,1,1,32
4255,Supercenter,"ELYRIA (S), OH",OH,214,20,5,3,,4,,5,2,2,,1,2,1,3,4,2,1,35
4256,Supercenter,"AMES (S), IA",IA,414,52,5,2,1,1,5,2,2,,4,2,1,1,3,,2,,31
4258,Supercenter,"STAFFORD (S), VA",VA,291,75,2,2,,2,,3,2,,2,1,1,1,3,4,1,,24
4277,Supercenter,"HURRICANE, WV",WV,316,20,9,1,1,2,,4,2,,8,1,2,1,3,4,2,2,42
4281,Supercenter,"LADYSMITH, WI",WI,436,53,4,2,1,,,2,,,,1,,1,,,,1,12
4283,Supercenter,"COLUMBUS (AIRPORT), GA",GA,16,3,6,3,2,3,,5,3,,8,3,2,1,3,4,,,43
4284,Supercenter,"LAKEWOOD (2ND ST), CO",CO,380,54,3,3,1,2,9,3,2,2,2,3,2,1,3,10,1,1,48
4285,Supercenter,"CLEVELAND (SW), OH",OH,214,20,4,3,2,3,,4,5,,2,1,1,1,3,7,2,1,39
4286,Supercenter,"MONTGOMERY, IL",IL,265,25,3,1,1,3,7,4,,2,2,1,1,1,4,2,4,1,37
4299,Supercenter,"LUBBOCK (SW), TX",TX,71,46,3,2,1,1,5,7,5,1,4,2,2,1,3,8,5,,50
4309,Supercenter,"ORANGEVALE, CA",CA,455,56,4,2,,1,,3,3,,,1,1,1,3,4,2,,25
4318,Supercenter,"MILLBROOK, AL",AL,8,14,9,2,,2,4,7,2,2,6,1,2,1,3,5,,1,47
4321,Supercenter,"WICHITA (N), KS",KS,409,44,6,3,2,2,,3,3,,,1,,1,3,,2,,26
4323,Supercenter,"KANKAKEE, IL",IL,262,25,4,1,1,1,,4,2,,2,1,,1,3,4,2,,26
4330,Supercenter,"CHELSEA, AL",AL,13,14,5,3,1,,,6,5,,4,3,,1,3,,3,,34
4341,Supercenter,"TRUTH OR CONSEQUENCES, NM",NM,387,46,,2,2,,,4,5,,8,1,1,1,4,,4,,32
4348,Supercenter,"ROARING SPRING, PA",PA,237,22,5,3,2,1,,4,,,4,3,1,1,,,3,,27
4357,Neighborhood Market,PENSACOLA PINEFOREST FL,FL,545,72,1,3,2,,,2,,,8,2,,1,,,3,,22
4358,Supercenter,"OMAHA (RANCH), NE",NE,432,47,4,1,2,1,7,6,5,,2,1,1,1,3,3,,2,39
4365,Supercenter,ORLANDO FL,FL,90,9,3,3,2,2,,5,2,2,6,1,2,1,3,5,1,1,39
4371,Neighborhood Market,TEXARKANA RICHMOND TX,TX,542,64,,4,,,,3,5,,2,1,,1,3,,,1,20
4378,Supercenter,"ONLEY, VA",VA,285,75,1,3,1,,,5,5,,2,2,1,1,3,,1,,25
4383,Supercenter,"DEARBORN, MI",MI,197,19,2,4,1,3,7,5,4,2,,1,2,1,3,5,4,,44
4384,Supercenter,"MOUNT PLEASANT (N), SC",SC,36,4,6,3,,2,,3,3,,4,1,2,1,3,,3,,31
4389,Supercenter,"WOODSVILLE, NH",NH,181,16,,3,1,,,,2,,2,3,,1,3,,1,,16
4390,Neighborhood Market,ENID OK,OK,507,64,4,3,2,1,,,3,,,1,,1,3,,2,1,21
4394,Supercenter,"AIRWAY HEIGHTS, WA",WA,474,60,6,2,2,,9,10,5,1,4,1,2,1,3,5,1,2,54
4395,Supercenter,"POST FALLS, ID",ID,474,60,5,3,,2,,3,,,4,3,1,1,3,5,2,,32
4404,Supercenter,"ETTERS, PA",PA,233,22,3,3,1,1,,5,,,4,2,2,1,,3,2,,27
4409,Supercenter,"ROCKMART, GA",GA,22,2,7,1,2,1,,4,5,,4,4,,1,3,,2,,34
4410,Supercenter,"GRANITE FALLS, NC",NC,304,4,6,3,2,1,,3,4,,8,1,1,1,3,7,5,2,47
4412,Supercenter,"LAUREL, MT",MT,382,47,4,2,,1,5,3,2,2,2,1,2,1,3,3,7,2,40
4414,Supercenter,"SMITHVILLE, TN",TN,152,41,,3,2,,,5,,,2,1,1,1,3,,2,,20
4417,Supercenter,"CAMBY, IN",IN,251,25,9,2,2,1,,6,5,,6,2,1,1,3,4,3,1,46
4420,Supercenter,"BATESBURG-LEESVILLE, SC",SC,41,4,9,3,,1,5,5,,,4,1,2,1,,4,2,2,39
4424,Supercenter,WARREN MI,MI,206,19,3,1,1,2,,5,2,,4,4,1,1,3,,5,,32
4430,Supercenter,"MARICOPA, AZ",AZ,373,46,2,1,1,3,,3,2,1,6,1,2,1,3,,7,2,35
4435,Supercenter,"NASHVILLE (NW), TN",TN,149,12,9,3,,3,,3,2,,2,2,,1,3,,4,,32
4439,Supercenter,"PAW PAW, MI",MI,201,19,3,3,2,1,,,5,,4,1,1,1,3,,,2,26
4444,Supercenter,"JACKSONVILLE (AVE), FL",FL,98,3,2,2,1,1,3,3,,,4,1,2,1,3,1,1,1,26
4446,Supercenter,"WEST PALM BEACH (N), FL",FL,107,9,4,3,1,1,,3,2,,4,1,,1,3,,2,,25
4458,Supercenter,"HOLLY SPRINGS, NC",NC,299,26,4,2,,2,7,4,,2,6,1,1,1,3,7,5,2,47
4460,Supercenter,"NORTH LITTLE ROCK(MAU),AR",AR,324,42,4,1,3,,,3,2,,,1,2,1,3,,2,,22
4469,Neighborhood Market,CLARKSVILLE WHITFIELD TN,TN,566,59,,2,,1,,,1,,2,1,,1,3,,3,,14
4472,Supercenter,"LITHONIA (STONECRST), GA",GA,20,2,4,2,2,1,,6,3,,6,1,,1,4,10,4,1,45
4475,Supercenter,"OLATHE (W), KS",KS,362,40,4,2,1,1,4,9,,2,6,2,,1,,5,,,37
4477,Supercenter,"HIGH POINT (N), NC",NC,308,26,2,3,1,2,3,5,2,,2,3,1,1,3,7,5,,40
4478,Neighborhood Market,JOPLIN MAIDEN LANE MO,MO,538,72,,2,1,1,,,5,,,2,,1,3,,1,,16
4482,Supercenter,"MOUNT JULIET, TN",TN,153,12,,2,2,4,,3,3,,2,3,1,1,3,,1,,25
4483,Supercenter,"WHITE HOUSE, TN",TN,149,12,7,3,1,1,,5,,,8,4,,1,,,1,,31
4487,Supercenter,"AIKEN (N), SC",SC,39,2,2,2,,4,3,3,2,,,1,2,1,3,5,1,,29
4490,Neighborhood Market,TUCSON AZ,AZ,9,61,3,3,2,,,2,2,,,2,1,1,3,,3,1,23
4497,Supercenter,"HUEYTOWN, AL",AL,13,14,1,3,,3,,5,5,,6,2,1,1,3,9,2,,41
4499,Supercenter,"ZEBULON, NC",NC,299,26,4,3,,3,7,7,5,2,2,1,2,1,3,3,2,2,47
4511,Supercenter,"SILVIS, IL",IL,279,25,6,4,,1,,2,2,,2,3,1,1,3,5,5,,35
4512,Supercenter,KATY MORTON TX,TX,65,6,3,3,2,5,9,5,2,2,6,3,1,1,3,7,1,2,55
4526,Supercenter,"HOUSTON, TX",TX,63,6,1,3,,6,9,6,3,2,8,2,2,1,4,7,1,2,57
4529,Supercenter,"NEW LENOX, IL",IL,266,25,2,3,,,,3,2,,2,2,2,1,3,,3,,23
4540,Supercenter,"FOWLERVILLE, MI",MI,203,19,1,3,2,1,3,3,,,4,4,,1,3,,3,,28
4546,Neighborhood Market,VERO BEACH FL,FL,488,72,,3,,,,2,4,,,1,,1,3,,1,,15
4553,Supercenter,KANSAS CITY (BLUE RDG) MO,MO,361,40,1,3,2,2,4,5,2,2,6,2,,1,3,1,3,,37
4554,Supercenter,"AUSTIN (NORTHCROSS), TX",TX,82,5,6,3,2,,,3,5,,2,2,,1,3,,,,27
4564,Supercenter,"GOLDSBORO (W), NC",NC,299,26,2,1,1,1,6,10,5,,4,4,1,1,3,,1,,40
4567,Supercenter,"BRIGHTON, CO",CO,379,54,3,1,,1,3,6,4,,2,3,,1,3,3,2,2,34
4568,Supercenter,"BLAIR, NE",NE,432,47,,1,2,,,3,,,,1,1,1,3,,2,,14
4569,Supercenter,"BOTTINEAU, ND",ND,427,47,,3,1,,,4,4,,2,3,,1,3,,3,,24
4574,Supercenter,"CONCORD (MILLS), NC",NC,306,4,2,3,2,6,,2,2,,12,1,1,1,3,4,1,,40
4581,Supercenter,"MOBILE (DAWES), AL",AL,1,14,3,3,,2,,5,,,2,2,1,1,,,3,,22
4588,Supercenter,"ORLANDO (PRINCETON), FL",FL,91,9,3,4,1,2,,3,3,,6,3,1,1,3,,1,,31
4593,Supercenter,"ROCK HILL, SC",SC,42,4,6,4,,2,,4,4,,12,1,2,1,3,5,2,2,48
4599,Supercenter,"TIMNATH, CO",CO,378,54,3,3,,1,,4,,,2,1,1,1,,,3,1,20
4606,Supercenter,"OSCEOLA, IA",IA,413,52,3,1,1,,,3,5,,,4,,1,3,,3,,24
4617,Neighborhood Market,"POMPANO BEACH, FL",FL,103,72,2,3,,1,,2,4,,2,1,,1,3,,4,,23
4631,Supercenter,"HAMMOND (N), IN",IN,238,19,7,1,1,3,5,7,5,2,6,1,2,1,4,6,3,1,55
4636,Supercenter,"APPOMATTOX, VA",VA,314,75,5,3,2,,,3,2,,,2,,1,3,,3,,24
4638,Supercenter,"RUCKERSVILLE, VA",VA,291,75,3,3,2,1,,4,2,,2,1,2,1,3,3,3,,30
4644,Supercenter,"MOON TOWNSHIP, PA",PA,227,20,1,4,,1,,3,2,,,1,2,1,4,,,2,21
4653,Supercenter,"CHEYENNE (S), WY",WY,381,54,1,2,1,1,,3,3,,4,1,,1,3,4,2,,26
