Market ID,Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
423,52,2198,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202428,93.30%,88.60%,13,96.80%,98.20%,95.40%,84.20%
396,57,1560,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202428,94.90%,91.80%,11.1,96.00%,99.00%,95.90%,88.60%
396,57,2050,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202428,93.40%,92.60%,12.8,99.30%,99.80%,97.90%,79.00%
396,57,2593,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202428,90.90%,83.30%,17.9,89.80%,97.30%,93.60%,82.60%
405,57,3220,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202428,96.70%,90.50%,11.8,99.50%,99.90%,97.70%,90.00%
446,57,3180,,Scheduled Delivery Standard,7,At Risk,Recovering,Store Focus,202428,91.50%,97.00%,12.5,92.90%,96.60%,94.40%,82.90%
401,54,1888,,Scheduled Delivery Standard,13,At Risk,Recovering,Store Focus,202428,94.40%,79.10%,15.7,98.50%,96.40%,97.10%,86.60%
585,54,3533,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202428,88.70%,85.00%,19.9,82.70%,96.50%,94.80%,81.00%
427,47,1581,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202428,76.40%,49.80%,22.6,79.40%,90.10%,66.80%,71.10%
430,47,1543,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202428,79.00%,65.10%,11.4,88.90%,84.40%,71.80%,69.40%
430,47,1604,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202428,90.30%,74.60%,11.8,96.10%,96.40%,89.00%,77.50%
430,47,3872,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202428,91.00%,85.40%,13.1,97.50%,91.50%,91.10%,82.40%
157,16,2222,,Scheduled Delivery Standard,37,Executive Review,Recovering,Store Focus,202428,90.50%,87.50%,14.3,99.00%,99.40%,95.10%,67.10%
180,16,2046,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202428,88.50%,90.30%,10.7,94.10%,91.50%,92.40%,74.40%
184,16,2142,,Scheduled Delivery Standard,37,Executive Review,Recovering,Store Focus,202428,94.60%,93.90%,11.6,99.00%,99.10%,93.00%,87.50%
195,76,2210,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202428,90.50%,85.30%,13.8,78.60%,93.40%,95.50%,92.10%
305,26,5481,,Scheduled Delivery Standard,42,Executive Review,Recovering,Store Focus,202428,92.70%,91.60%,11.6,94.40%,96.00%,93.30%,87.30%
309,26,1097,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202428,93.00%,80.20%,11.2,91.50%,98.80%,96.80%,84.40%
231,76,2059,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202428,94.40%,88.40%,14.5,98.50%,99.50%,96.60%,82.00%
516,59,7162,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202428,71.00%,74.60%,27.4,76.70%,,50.00%,69.30%
282,75,1875,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202428,96.60%,95.20%,12.2,98.10%,99.40%,96.30%,89.40%
282,75,2279,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202428,91.20%,91.50%,17.2,98.60%,98.80%,88.70%,79.10%
282,75,2435,,Scheduled Delivery Standard,38,Executive Review,Recovering,Store Focus,202428,92.80%,95.20%,16,95.50%,96.90%,95.30%,84.00%
294,4,4334,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202428,94.40%,96.20%,10.5,96.00%,98.70%,93.90%,88.10%
36,4,1359,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202428,85.20%,88.00%,17.1,88.60%,94.30%,85.40%,75.30%
226,17,2064,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202428,93.70%,98.20%,10.4,92.40%,97.70%,97.50%,86.30%
