Market Number,Store Number,Total Season Pallets Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
13,1481,9,8,8
13,2111,14,13,14
13,3271,15,14,14
13,4330,16,15,17
13,4497,14,13,13
13,5262,14,11,12
14,990,55,51,54
14,1174,10,10,10
14,1222,37,36,38
14,1224,34,31,32
14,1493,13,13,14
14,1605,36,33,36
14,1620,20,17,17
14,2533,20,19,21
14,2739,14,12,13
14,2760,7,7,7
14,3484,23,25,26
14,3785,12,11,12
14,7247,8,7,8
15,818,13,11,12
15,919,24,22,23
15,944,33,30,33
15,1032,31,22,22
15,1207,29,27,27
15,1362,15,14,14
15,3075,19,18,20
15,3119,14,13,13
15,3439,24,23,24
15,5845,21,19,20
15,5872,9,8,8
16,494,24,21,21
16,614,21,17,18
16,932,28,25,26
16,1112,19,17,18
16,1284,25,22,21
16,1311,28,24,26
16,1338,16,14,16
16,3461,24,23,24
16,4200,25,19,19
16,4283,18,15,15
16,5363,24,20,21
18,515,36,33,35
18,1070,24,22,23
18,1122,20,19,20
18,1403,20,18,19
18,2513,18,18,18
18,2753,10,8,8
18,3485,25,25,27
18,3874,25,20,20
18,4616,21,20,21
18,5786,19,18,19
18,5812,19,19,19
18,7185,19,17,18
19,594,34,35,33
19,745,26,18,17
19,787,17,13,12
19,3201,19,18,19
19,3402,18,17,16
19,3609,18,14,14
19,5709,22,20,21
20,855,24,17,15
20,1047,17,15,16
20,3118,11,10,9
20,3401,12,13,12
20,3709,1,8,8
20,3710,13,13,14
20,6998,18,13,13
21,3,24,23,23
21,510,15,14,14
21,520,32,30,31
21,780,23,22,23
21,1111,14,13,13
21,1121,28,23,23
21,1363,19,18,18
21,1400,23,22,23
21,2811,26,16,15
21,3627,22,21,22
21,5482,17,14,14
22,615,19,17,17
22,722,25,21,22
22,727,17,16,16
22,856,20,19,20
22,1488,24,22,23
22,2732,24,23,24
22,3205,25,24,24
22,3741,31,12,11
22,4409,15,14,15
23,1184,15,12,13
23,1373,15,14,15
23,1720,36,34,37
23,2584,12,12,13
23,3067,8,8,8
23,3188,12,10,10
23,3621,21,18,17
24,518,22,20,21
24,878,12,11,12
24,1314,14,13,14
24,1578,11,9,8
24,1766,7,7,7
24,2154,15,13,13
24,2941,12,11,11
24,3462,33,17,16
24,4185,11,10,11
24,4436,13,10,10
24,5814,15,14,15
25,459,24,23,24
25,548,42,41,42
25,1340,11,9,9
25,2475,24,20,19
25,3388,20,18,18
25,3389,17,16,16
25,3786,22,22,23
25,4472,14,14,14
25,4558,18,17,18
25,5252,31,26,28
26,575,19,16,16
26,618,27,24,24
26,937,10,11,11
26,1181,17,15,16
26,1586,20,18,20
26,3403,28,27,29
26,3471,15,14,14
26,3611,18,18,17
26,3748,24,21,20
26,5275,26,24,27
26,5390,18,18,18
27,588,19,19,19
27,843,7,8,8
27,889,12,11,12
27,899,26,23,23
27,952,14,13,13
27,1006,19,17,17
27,1072,18,19,19
27,2615,22,21,20
27,5797,19,15,15
27,7194,14,13,14
27,7245,14,13,13
28,556,26,19,17
28,593,27,24,23
28,639,26,27,28
28,686,17,14,14
28,836,21,19,20
28,862,33,29,30
28,864,30,27,29
28,1018,12,12,13
28,1061,17,13,13
28,2630,26,25,26
28,5392,16,15,16
29,605,29,28,30
29,635,20,15,15
29,728,12,9,8
29,1011,28,27,28
29,1383,21,15,15
29,2832,15,11,11
29,2860,21,17,18
29,4556,15,9,9
29,6395,13,12,14
29,7181,17,14,15
30,754,37,34,34
30,1024,21,21,22
30,1143,14,12,12
30,1227,32,30,31
30,1293,16,16,16
30,1658,30,24,23
30,2754,19,18,19
30,3570,32,29,30
30,4144,19,18,19
30,5735,16,16,17
32,555,33,26,26
32,758,17,16,17
32,907,18,17,17
32,1076,26,24,26
32,1153,16,15,15
32,1367,24,21,22
32,2733,19,17,17
32,2890,18,15,16
32,3750,28,23,23
32,7246,13,9,9
35,631,16,15,16
35,640,15,14,14
35,641,10,9,8
35,1123,25,23,22
35,1244,11,10,11
35,2265,23,20,21
35,2687,27,26,27
35,3191,12,11,11
35,3192,13,13,13
35,3222,11,11,11
35,4583,14,12,13
35,5487,16,30,32
36,628,31,23,21
36,632,13,10,10
36,1037,29,23,21
36,1146,46,44,47
36,1358,22,20,22
36,1359,26,17,16
36,1748,20,18,18
36,2348,4,4,4
36,2928,25,23,25
36,3367,15,12,11
36,4384,17,12,11
37,574,24,21,22
37,586,40,35,36
37,621,47,38,35
37,625,36,33,35
37,643,15,14,14
37,1829,24,19,19
37,2712,18,17,19
37,4664,28,33,33
37,5087,30,26,28
37,5705,23,21,23
38,511,37,34,35
38,616,23,22,23
38,627,17,16,16
38,630,38,33,35
38,634,27,26,28
38,642,24,21,21
38,1017,39,30,28
38,1030,29,27,28
38,1135,37,28,27
38,2703,19,18,19
38,4457,15,13,14
38,7188,22,15,15
39,396,18,17,18
39,514,23,22,24
39,624,12,11,12
39,644,18,17,16
39,795,12,11,11
39,1130,11,10,11
39,1270,28,26,28
39,1382,15,13,13
39,4487,36,34,35
39,6576,19,18,18
39,6887,14,14,14
41,881,22,21,22
41,1164,25,16,16
41,1183,20,18,18
41,1286,22,16,14
41,1339,30,22,23
41,2214,36,26,24
41,4420,29,26,27
41,4440,29,22,22
41,4506,14,12,12
41,4521,28,28,30
42,585,15,15,15
42,629,14,13,14
42,638,16,15,15
42,1035,29,27,29
42,1144,14,14,13
42,1281,17,16,17
42,1603,41,24,22
42,2806,15,13,13
42,3733,17,13,12
42,4237,9,10,11
42,4593,10,8,8
44,1455,28,25,26
44,1801,29,27,28
44,2978,26,22,23
44,3284,21,20,22
44,3285,28,28,30
44,3631,20,19,20
44,4279,19,22,24
44,4503,29,29,31
44,5147,42,41,41
45,251,30,29,31
45,265,19,18,19
45,412,31,28,29
45,516,26,24,26
45,827,25,24,26
45,1022,17,16,17
45,1044,19,17,18
45,2688,23,21,21
45,3764,17,16,18
45,6467,15,14,15
46,146,14,13,14
46,165,13,12,13
46,180,15,14,15
46,345,28,24,24
46,398,27,25,27
46,399,18,18,18
46,523,9,9,9
46,572,19,15,15
46,918,17,16,16
46,3828,13,12,11
47,38,15,16,17
47,49,15,14,15
47,131,18,18,20
47,148,23,24,26
47,181,17,16,17
47,226,12,12,12
47,240,12,11,12
47,417,28,27,27
47,427,26,25,26
47,468,15,14,15
47,2123,33,31,34
48,220,28,27,29
48,228,22,21,22
48,353,13,12,13
48,371,22,21,22
48,590,19,17,18
48,804,26,24,25
48,963,20,19,20
48,3431,27,23,23
48,4509,19,15,15
48,5359,34,29,28
49,284,33,31,32
49,471,28,22,19
49,896,41,37,39
49,3014,32,24,24
49,3432,18,18,19
49,3433,23,23,24
49,5288,26,25,27
49,5810,18,16,17
50,266,23,22,24
50,807,16,12,12
50,880,33,29,29
50,1178,21,21,23
50,2649,16,15,16
50,2834,24,22,23
50,3044,10,8,8
50,3274,12,15,17
50,5080,17,16,17
50,5416,21,20,21
51,202,6,6,6
51,1117,15,15,16
51,2918,11,12,12
51,2973,14,13,14
51,3406,8,9,9
51,3482,14,13,13
51,5210,22,21,22
51,5672,12,11,12
51,5673,18,18,18
52,206,18,16,17
52,467,18,17,18
52,3286,19,18,19
52,4627,28,27,29
52,5211,14,12,13
52,5311,11,12,12
52,5707,20,18,18
52,6963,29,21,20
53,217,15,15,16
53,426,11,11,11
53,1216,15,15,16
53,2105,23,22,22
53,2427,12,10,10
53,2996,5,6,7
53,4240,29,29,31
53,5092,15,15,16
53,5889,4,4,4
55,260,22,22,23
55,286,21,21,21
55,565,18,15,15
55,1118,34,26,25
55,2667,21,21,23
55,4164,27,26,29
55,4215,19,19,20
55,5191,25,22,23
56,2086,10,9,9
56,2463,12,11,12
56,2883,8,9,9
56,2926,5,6,6
56,3777,14,13,14
56,5866,9,9,9
56,6300,16,15,16
56,7178,22,19,18
58,2979,11,10,11
58,2981,8,7,7
58,3043,3,3,3
58,3135,17,16,16
58,3341,8,8,8
58,3392,3,4,4
58,3419,5,4,4
58,3594,9,8,9
58,3653,7,6,7
58,5613,3,4,4
58,5614,9,9,9
58,5624,9,9,9
58,6578,7,7,7
58,7251,7,6,6
58,7347,7,6,6
59,297,17,16,17
59,744,19,19,19
59,849,21,17,17
59,1103,21,20,21
59,1279,20,18,19
59,1837,24,20,19
59,4298,30,18,16
59,6579,32,28,30
60,194,29,22,20
60,522,30,23,20
60,1137,33,30,29
60,1186,25,22,23
60,2439,16,14,15
60,3298,17,16,16
60,3500,37,35,37
60,5116,25,16,15
61,462,41,36,37
61,504,21,16,16
61,527,12,11,12
61,529,30,23,22
61,808,27,18,17
61,1405,10,11,11
61,5388,18,16,15
62,546,17,18,19
62,872,19,14,13
62,915,11,13,13
62,2505,15,15,16
62,2993,16,15,16
62,3510,11,10,10
62,3572,15,15,15
62,5449,7,7,8
63,752,25,23,24
63,1062,15,18,19
63,2724,38,37,37
63,3425,15,13,14
63,4526,24,21,22
63,5612,27,19,18
63,5959,23,18,17
64,772,20,15,15
64,2066,12,14,15
64,3296,14,13,14
64,3302,13,13,13
64,3584,26,24,24
64,3827,16,13,13
65,344,5,5,5
65,768,12,12,13
65,1040,15,15,16
65,1409,9,7,7
65,3226,14,13,13
65,3640,12,9,9
65,4111,13,11,12
65,4512,18,15,14
65,5246,5,6,6
66,331,18,16,17
66,383,24,22,22
66,384,20,19,20
66,408,25,15,13
66,449,14,12,12
66,457,18,17,18
66,469,17,12,12
66,521,13,12,13
66,651,18,14,12
66,777,21,20,21
66,1204,17,15,16
67,703,18,16,17
67,2257,19,18,18
67,3297,19,14,13
67,4416,25,24,26
67,4538,21,19,19
67,5045,16,16,16
67,5091,14,14,15
67,6930,,,8
68,351,8,8,8
68,400,19,18,19
68,602,10,8,8
68,3213,20,15,13
68,3390,11,10,11
68,3585,11,11,12
68,3591,20,18,19
68,5287,17,14,13
70,600,19,18,19
70,755,27,27,29
70,793,11,15,16
70,812,18,17,19
70,822,23,20,21
70,900,9,8,8
70,1516,15,14,15
70,3383,20,19,20
70,3384,24,21,22
70,5216,29,22,24
71,549,42,39,42
71,821,41,40,44
71,861,16,16,17
71,927,27,24,25
71,945,18,17,18
71,1051,14,12,13
71,2653,18,18,19
71,3826,16,15,15
71,4299,23,21,21
71,6898,12,12,12
73,513,16,15,16
73,537,38,33,34
73,608,40,37,37
73,897,26,23,24
73,898,-   ,0,0
73,2891,31,29,31
73,3645,20,18,18
74,438,6,6,6
74,535,34,32,34
74,536,19,18,19
74,601,22,19,20
74,1249,19,18,19
74,1257,10,8,9
74,1272,18,18,19
74,3381,15,13,14
74,7281,17,15,14
76,211,18,17,18
76,248,17,12,11
76,320,-   , -   ,0
76,561,16,14,14
76,610,21,20,21
76,746,19,16,17
76,939,19,18,17
76,1254,17,15,15
76,5389,13,11,11
76,6929,20,17,17
76,7156,15,13,14
77,290,7,6,6
77,465,8,7,8
77,757,11,11,11
77,901,22,19,19
77,1313,24,21,21
77,3112,10,11,12
77,3279,14,15,16
77,4103,9,10,11
77,5144,17,15,15
77,5245,17,14,14
78,440,10,9,9
78,442,20,14,14
78,458,12,11,11
78,464,30,24,26
78,470,26,23,25
78,490,10,10,10
78,791,20,20,21
78,1494,23,18,19
78,5460,10,10,10
78,5898,18,16,16
80,395,62,58,62
80,397,35,34,35
80,429,31,28,29
80,452,42,38,39
80,1958,44,38,41
80,3320,57,43,43
80,3567,48,34,34
80,3886,51,49,52
80,4508,32,32,35
80,5165,31,28,29
80,5809,34,32,34
81,381,21,18,19
81,407,23,21,22
81,476,11,10,11
81,781,18,15,16
81,813,33,33,35
81,917,11,10,10
81,1073,8,7,7
81,1232,17,17,17
81,1303,19,17,17
81,3319,26,22,21
81,6286,15,14,15
82,1129,6,5,5
82,1253,7,8,8
82,2133,10,8,8
82,2991,14,12,12
82,4130,17,15,15
82,4163,11,10,10
82,4219,15,14,14
82,4554,5,5,5
82,5317,7,8,8
83,77,13,10,10
83,280,16,15,14
83,475,9,9,10
83,1185,5,4,5
83,3169,12,11,12
83,3170,9,8,9
83,3569,11,10,11
83,5479,11,9,10
83,5480,12,11,12
84,330,16,14,14
84,437,18,15,16
84,463,15,15,16
84,524,5,4,5
84,1067,-   ,0,0
84,1098,10,8,8
84,4194,10,9,10
85,321,8,8,8
85,322,15,15,16
85,846,16,14,14
85,1042,27,20,20
85,1150,14,13,12
85,4183,7,7,8
86,999,13,14,14
86,1235,9,9,9
86,2239,12,12,12
86,2599,10,9,9
86,3058,17,16,17
86,3106,27,26,28
86,3888,19,18,19
86,4102,12,13,13
86,5145,15,13,14
87,292,3,8,8
87,404,12,12,13
87,765,13,13,14
87,865,24,24,25
87,1347,8,7,8
87,1803,10,9,9
87,2404,7,7,7
87,2769,8,9,10
87,3391,16,11,11
87,4055,15,14,15
87,4115,12,14,14
88,443,8,7,8
88,447,44,37,39
88,461,74,62,64
88,554,15,16,17
88,782,6,10,11
88,3518,75,67,71
88,3623,22,20,22
88,5713,32,27,28
89,110,30,28,29
89,705,44,38,41
89,800,22,19,20
89,942,32,30,31
89,959,26,24,26
89,2695,34,30,32
89,2843,30,29,31
89,4262,34,31,33
89,5299,29,26,27
90,817,35,32,35
90,908,24,22,22
90,1086,34,24,24
90,1220,26,23,24
90,2881,31,25,26
90,4332,11,11,11
90,4365,35,31,32
90,5214,16,13,14
90,5250,52,48,50
90,5420,14,11,11
91,890,35,35,32
91,943,24,23,24
91,955,31,30,32
91,1084,-   , -   ,0
91,3782,28,25,24
91,4588,22,20,21
91,5871,17,15,16
91,5894,18,17,17
92,174,22,21,22
92,649,35,32,34
92,771,15,13,14
92,931,41,34,33
92,956,-   , -   ,0
92,973,25,23,25
92,974,40,33,33
92,1068,28,23,23
92,1702,22,20,21
92,3538,35,28,28
92,5455,42,38,39
93,538,16,14,14
93,551,35,30,31
93,697,38,35,37
93,960,29,27,29
93,1081,21,16,16
93,1283,23,22,22
93,1297,43,39,40
93,1847,34,31,33
93,3877,16,14,14
93,4368,35,32,33
93,5326,35,33,35
94,563,27,26,26
94,579,22,20,21
94,582,25,24,26
94,613,24,20,20
94,857,20,18,18
94,860,37,33,34
94,1079,27,23,25
94,1182,43,37,35
94,1391,21,19,19
94,3207,35,31,33
94,3310,39,37,40
96,2499,11,10,11
96,3162,11,10,10
96,4142,15,10,10
96,4160,9,8,8
96,4197,11,8,7
96,4211,7,6,6
96,4425,11,10,10
96,5106,10,8,8
96,5132,13,10,10
96,5179,19,17,18
96,5365,13,7,6
96,5366,15,8,7
96,6894,16,14,15
97,488,16,11,11
97,858,11,10,11
97,1077,17,14,13
97,1223,17,17,17
97,1375,39,37,40
97,1408,17,12,13
97,3307,16,15,16
97,4427,14,10,9
97,4520,15,9,9
97,5172,14,14,14
97,5422,22,20,21
98,928,27,25,26
98,977,-   ,0,0
98,1082,13,12,13
98,1172,20,16,16
98,1173,13,12,13
98,1444,20,19,19
98,3309,16,15,16
98,3702,21,20,21
98,4444,16,18,19
98,5037,29,26,27
98,5054,18,17,18
101,767,45,37,39
101,1083,33,31,33
101,1090,17,21,21
101,1205,22,20,22
101,1219,28,24,26
101,1225,27,25,27
101,2626,23,21,22
101,2920,23,22,23
101,3308,25,24,25
101,6978,22,21,22
102,2392,5,2,3
102,3066,10,5,4
102,4354,12,9,8
102,5321,12,9,9
102,5451,16,15,15
102,5453,16,14,15
102,5622,11,10,10
102,5826,11,8,8
102,6937,12,7,7
102,6941,18,16,16
102,6968,17,15,15
102,7221,12,9,9
102,7298,12,8,8
102,7307,11,6,6
103,2907,23,18,17
103,2930,9,5,4
103,3183,11,9,9
103,3935,18,14,13
103,4140,19,16,16
103,4498,9,6,6
103,4563,18,14,14
103,4595,5,4,4
103,4617,7,6,5
103,4826,17,14,14
103,5615,19,11,10
103,5719,18,14,14
103,5945,16,13,12
104,967,38,35,36
104,988,33,31,32
104,994,34,32,33
104,1029,27,26,27
104,1085,38,35,38
104,1104,37,32,34
104,1213,44,41,43
104,3415,18,16,17
104,3526,28,22,23
104,5266,39,36,37
104,5772,34,25,26
105,819,32,30,32
105,987,19,16,17
105,1957,17,14,15
105,3417,22,20,21
105,4063,16,15,16
105,5034,25,23,24
105,5055,31,28,30
105,5347,36,29,29
105,5391,24,22,22
107,814,24,21,21
107,929,29,24,25
107,1087,26,25,26
107,1436,15,18,19
107,1541,23,21,22
107,2176,21,19,20
107,3348,27,26,28
107,3527,31,27,29
107,4260,40,33,32
107,4446,18,15,16
107,5301,45,41,41
108,1387,24,23,24
108,1398,27,21,19
108,1517,18,17,17
108,1589,29,26,26
108,1916,24,17,16
108,2789,34,31,31
108,2962,27,25,26
108,2963,30,25,27
108,3858,20,15,16
108,5882,21,19,20
108,5911,12,11,11
109,1349,17,15,15
109,1845,21,16,16
109,1851,27,23,24
109,2151,20,18,19
109,2591,24,21,21
109,2946,29,25,26
109,2987,28,16,14
109,3625,27,23,23
109,5325,15,13,14
109,5932,16,15,15
110,1680,39,21,20
110,2091,65,57,58
110,2727,32,27,27
110,2814,56,48,50
110,4161,35,32,33
110,5671,20,17,17
110,5854,17,14,13
110,5912,22,16,15
110,6397,31,26,27
111,1390,37,30,31
111,1513,17,15,16
111,1536,33,26,27
111,1712,18,16,17
111,2081,22,16,16
111,2796,30,24,24
111,3372,16,15,16
111,4690,15,12,13
111,5218,23,18,18
112,1482,-   ,0,0
112,1501,0, -   ,0
112,1960,29,16,15
112,2627,15,14,15
112,2740,24,18,19
112,3197,20,17,18
112,3418,41,38,40
112,4681,17,15,16
112,5036,36,31,31
112,5220,33,24,23
112,5964,25,23,24
114,547,24,22,24
114,706,42,37,39
114,718,41,32,32
114,725,50,47,51
114,779,23,20,21
114,1245,47,39,41
114,2387,36,29,27
114,3463,36,27,26
115,528,17,16,17
115,666,39,36,39
115,769,24,22,23
115,1004,31,29,31
115,1171,20,16,15
115,2459,18,14,14
115,3370,23,19,20
115,3474,23,21,23
115,3887,28,26,28
115,5264,15,14,15
115,5727,26,19,20
116,580,30,27,29
116,759,16,11,12
116,859,38,27,26
116,941,25,22,24
116,968,40,36,38
116,1203,37,33,34
116,3347,32,29,28
116,5035,38,35,38
116,5300,29,26,27
118,623,22,18,17
118,721,24,24,25
118,778,23,22,23
118,811,17,15,16
118,1874,30,26,28
118,2237,35,31,32
118,2484,22,15,15
118,3349,26,24,25
118,3387,33,28,29
118,6190,24,22,23
119,477,27,24,24
119,619,35,33,33
119,663,39,37,38
119,698,35,32,35
119,1089,32,30,29
119,1606,25,23,24
119,3659,10,10,10
119,3835,27,25,25
119,4226,21,19,20
119,5263,31,30,30
120,658,19,18,20
120,669,21,18,18
120,756,15,16,16
120,1215,23,22,24
120,1458,29,26,28
120,1469,19,14,15
120,2988,20,18,19
120,3660,17,15,16
120,5151,25,22,23
120,5173,29,26,27
120,5251,15,13,13
121,366,23,23,24
121,583,31,27,28
121,676,31,26,25
121,687,52,47,51
121,741,26,22,22
121,1466,33,32,32
121,1467,34,26,26
121,4166,21,20,21
121,4635,27,24,25
122,672,29,27,28
122,1194,29,28,27
122,1318,22,21,22
122,1319,30,29,28
122,1320,28,24,24
122,2065,17,20,20
122,2932,16,15,15
122,4223,21,20,21
123,578,16,14,15
123,678,37,34,37
123,680,26,21,22
123,685,23,22,23
123,724,27,24,26
123,2310,23,24,25
123,3234,31,25,24
123,6370,25,23,25
124,599,28,25,27
124,620,23,20,21
124,690,37,34,37
124,742,27,26,27
124,1080,25,24,25
124,1694,24,23,25
124,2749,25,19,18
124,3289,34,30,31
124,3829,25,23,25
124,3852,11,11,11
125,553,25,23,24
125,909,28,27,27
125,912,28,20,18
125,1163,22,20,22
125,2665,37,31,31
125,2706,20,21,21
125,3167,15,14,13
125,5022,23,19,19
127,87,21,17,18
127,278,19,15,15
127,323,9,8,8
127,376,28,26,26
127,448,19,18,18
127,450,15,17,19
127,876,19,15,13
127,1169,8,5,5
127,3868,12,12,12
127,6932,18,17,18
128,489,35,32,34
128,541,38,34,36
128,803,24,23,24
128,911,44,42,41
128,989,27,25,24
128,1342,53,53,56
128,1353,37,35,35
128,3616,33,27,26
128,4129,31,30,29
129,485,18,16,17
129,502,10,11,12
129,540,19,17,19
129,542,11,10,10
129,761,15,16,18
129,961,27,25,26
129,1016,20,17,18
129,2913,22,19,20
129,3483,26,22,21
130,428,20,19,20
130,532,31,30,31
130,839,25,20,19
130,935,32,27,26
130,1102,30,20,19
130,1206,22,19,20
130,1266,17,16,17
130,4683,18,12,12
131,401,13,10,10
131,1136,17,14,14
131,1196,15,14,15
131,2132,18,20,21
131,2822,28,25,25
131,3288,38,30,28
131,4679,21,20,19
131,5056,10,10,11
132,309,11,10,10
132,310,15,14,16
132,386,21,17,17
132,402,13,12,12
132,415,12,12,12
132,531,25,19,19
132,533,17,16,16
132,543,15,14,15
132,2938,23,14,13
132,7301,26,22,23
134,75,22,22,24
134,170,18,16,16
134,312,12,11,11
134,405,22,20,22
134,498,14,12,13
134,505,34,32,31
134,539,12,14,14
134,773,19,14,14
134,1107,8,8,8
134,1128,24,21,21
134,4295,13,13,13
135,23,16,13,12
135,98,10,9,10
135,149,9,8,8
135,244,6,5,5
135,307,23,21,22
135,976,16,16,16
135,1108,12,11,12
135,1109,9,9,10
135,1110,4,5,6
135,1193,24,22,21
136,155,28,19,18
136,182,31,29,30
136,347,2,4,5
136,699,16,15,16
136,707,25,25,25
136,716,10,9,9
136,1074,20,17,18
136,1468,14,13,14
136,1530,12,11,12
137,394,26,24,24
137,403,18,17,17
137,409,14,13,13
137,660,23,22,22
137,661,26,27,27
137,662,18,19,19
137,766,37,29,27
137,1100,14,14,14
137,1124,8,7,8
137,2690,14,14,15
137,4187,18,16,17
137,5703,21,20,20
138,112,21,20,20
138,115,13,11,10
138,183,8,8,8
138,205,15,14,15
138,239,12,12,12
138,305,15,12,12
138,495,46,42,42
138,981,50,35,31
138,1059,14,14,15
138,1069,2,5,5
138,1271,21,20,21
140,365,27,27,30
140,708,12,12,13
140,875,19,17,17
140,903,16,15,15
140,1710,11,11,12
140,2720,33,31,32
140,2755,24,23,24
140,2939,20,15,15
140,3059,8,8,9
140,3060,13,12,13
140,6469,30,22,21
141,501,35,30,32
141,785,19,17,19
141,816,32,28,28
141,874,19,18,19
141,887,20,19,20
141,916,33,30,32
141,954,15,11,11
141,1025,40,31,31
141,1106,16,16,17
141,1168,39,32,31
141,1192,22,17,17
141,2717,19,18,20
143,969,32,29,31
143,970,49,37,36
143,1066,29,26,27
143,1088,17,16,18
143,1195,34,32,35
143,1260,20,21,22
143,1346,22,25,27
143,2715,26,25,27
143,3528,26,24,25
143,5079,32,29,31
144,175,32,29,31
144,848,41,40,39
144,1248,29,25,24
144,2846,35,23,21
144,5196,10,10,11
144,5419,27,25,26
144,6964,23,19,18
145,94,30,28,29
145,950,21,20,21
145,1561,11,11,11
145,2322,30,24,24
145,4533,14,14,14
145,6807,14,14,14
146,64,13,13,13
146,93,30,27,27
146,97,16,12,12
146,104,24,23,24
146,106,19,16,16
146,107,26,16,15
146,120,15,14,14
146,177,36,33,35
146,335,36,30,27
146,410,59,45,41
146,675,24,23,23
146,677,39,37,37
147,161,17,14,14
147,218,14,13,14
147,238,37,34,34
147,268,37,35,36
147,393,33,30,32
147,466,14,13,14
147,683,37,34,37
147,684,35,35,37
147,738,24,19,20
147,1115,22,20,21
149,264,39,33,34
149,304,22,18,19
149,390,19,18,18
149,673,18,17,18
149,695,14,13,12
149,1075,23,20,21
149,1226,18,16,17
149,3137,21,18,19
149,3495,36,33,34
149,4435,14,12,13
149,4483,16,14,14
151,192,23,21,23
151,406,16,15,16
151,416,17,16,17
151,656,22,20,21
151,667,19,17,18
151,682,12,12,12
151,735,17,18,19
151,737,12,14,14
151,2757,25,17,17
151,3017,14,12,13
151,5057,21,19,19
152,308,24,22,23
152,568,19,17,17
152,587,29,29,30
152,657,29,27,28
152,668,27,26,26
152,671,30,26,25
152,674,22,21,20
152,879,22,21,23
152,1376,15,14,15
152,4414,18,17,18
152,5175,30,26,28
153,272,15,17,18
153,659,13,12,12
153,688,11,10,11
153,710,17,14,15
153,3717,16,15,15
153,4482,10,10,10
153,5058,14,13,14
153,5616,5,5,6
153,7020,11,11,12
154,1967,22,19,20
154,1984,30,27,28
154,2174,30,28,29
154,2289,21,20,20
154,2386,37,35,37
154,5278,44,41,42
156,1918,-   ,0,0
156,2012,32,30,31
156,2155,15,12,11
156,2158,14,14,15
156,2329,10,9,9
156,2629,25,22,23
156,2964,16,15,16
156,3409,33,29,30
156,4387,24,23,25
157,1762,16,14,14
157,2222,12,11,12
157,3114,9,9,10
157,3535,17,16,16
159,1970,8,8,9
159,2103,16,16,16
159,2122,23,22,22
159,2128,8,8,8
159,2336,18,15,16
159,2902,-   , -   ,0
160,1906,-   ,0,0
160,2021,27,26,28
160,2095,27,25,27
160,2157,19,19,19
160,2366,27,26,28
160,2953,31,29,32
160,3560,27,23,24
160,5448,16,15,16
161,1873,28,25,26
161,1964,23,22,24
161,2225,29,28,30
161,2261,22,20,22
161,2283,23,22,22
161,2747,-   ,0,0
162,1891,29,24,23
162,1980,21,20,21
162,2022,29,27,28
162,2200,-   , -   ,0
162,2282,34,29,30
162,2331,28,26,28
162,2854,32,32,34
162,2898,-   , -   ,3
162,5777,28,27,29
163,2299,26,25,25
163,2371,39,29,30
163,5095,19,19,20
163,5439,20,13,12
164,1810,29,25,26
164,1959,23,21,22
164,2104,27,24,25
164,2547,14,13,14
164,2637,17,18,19
164,2905,-   ,0,0
164,4570,10,11,11
165,1742,24,22,23
165,2108,20,18,19
165,2109,-   ,0,0
165,3212,22,21,23
