DC Number,Type,Date,Application,Summary,CRQ,CRQ Link,Blast Radius
6085,Enhancement Pilot,8/7/2025,Shore,GDC feature changes were successfully installed as part of a Shore pilot.,CHG3391506,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=9d971413870fa2dcd32143b6cebb35a6&recordUrl=change_request.do%3Fsys_id%3D9d971413870fa2dcd32143b6cebb35a6&sysparm_stack=&sysparm_view=,cell012
6095,Enhancement Pilot,8/7/2025,Shore,GDC feature changes were successfully installed as part of a Shore pilot.,CHG3391506,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=9d971413870fa2dcd32143b6cebb35a6&recordUrl=change_request.do%3Fsys_id%3D9d971413870fa2dcd32143b6cebb35a6&sysparm_stack=&sysparm_view=,cell012
6096,Enhancement Pilot,8/7/2025,Shore,GDC feature changes were successfully installed as part of a Shore pilot.,CHG3391506,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=9d971413870fa2dcd32143b6cebb35a6&recordUrl=change_request.do%3Fsys_id%3D9d971413870fa2dcd32143b6cebb35a6&sysparm_stack=&sysparm_view=,cell012
7012,Enhancement Pilot,8/7/2025,Shore,GDC feature changes were successfully installed as part of a Shore pilot.,CHG3391506,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=9d971413870fa2dcd32143b6cebb35a6&recordUrl=change_request.do%3Fsys_id%3D9d971413870fa2dcd32143b6cebb35a6&sysparm_stack=&sysparm_view=,cell012
7017,Enhancement Pilot,8/7/2025,Shore,GDC feature changes were successfully installed as part of a Shore pilot.,CHG3391506,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=9d971413870fa2dcd32143b6cebb35a6&recordUrl=change_request.do%3Fsys_id%3D9d971413870fa2dcd32143b6cebb35a6&sysparm_stack=&sysparm_view=,cell012
7023,Enhancement Pilot,8/7/2025,Shore,GDC feature changes were successfully installed as part of a Shore pilot.,CHG3391506,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=9d971413870fa2dcd32143b6cebb35a6&recordUrl=change_request.do%3Fsys_id%3D9d971413870fa2dcd32143b6cebb35a6&sysparm_stack=&sysparm_view=,cell012
8851,Enhancement Pilot,8/7/2025,Shore,GDC feature changes were successfully installed as part of a Shore pilot.,CHG3391506,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=9d971413870fa2dcd32143b6cebb35a6&recordUrl=change_request.do%3Fsys_id%3D9d971413870fa2dcd32143b6cebb35a6&sysparm_stack=&sysparm_view=,cell012
2971,Enhancement Pilot,8/8/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
4047,Enhancement Pilot,8/8/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6047,Enhancement Pilot,8/8/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6059,Enhancement Pilot,8/8/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6074,Enhancement Pilot,8/8/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6091,Enhancement Pilot,8/8/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6097,Enhancement Pilot,8/8/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6858,Enhancement Pilot,8/8/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
7014,Enhancement Pilot,8/8/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
7016,Enhancement Pilot,8/8/2025,Inventory,Pilot deployment of Inventory Web UI ,CHG3383016,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=2d82450ec347629c475f3ffb05013168&recordUrl=change_request.do%3Fsys_id%3D2d82450ec347629c475f3ffb05013168&sysparm_stack=&sysparm_view=,cell010
6056,Enhancement Pilot,8/8/2025,Order Filling/ Order Processing,DC to DC transfer feature was enabled as a pilot ,CHG3396230,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=769410c4c39b2250b7d93adb0501319b&recordUrl=change_request.do%3Fsys_id%3D769410c4c39b2250b7d93adb0501319b&sysparm_stack=&sysparm_view=,CELL000
6064,Enhancement Pilot,8/8/2025,Order Filling/ Order Processing,DC to DC transfer feature was enabled as a pilot ,CHG3396230,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=769410c4c39b2250b7d93adb0501319b&recordUrl=change_request.do%3Fsys_id%3D769410c4c39b2250b7d93adb0501319b&sysparm_stack=&sysparm_view=,CELL000
6090,Enhancement Pilot,8/8/2025,Order Filling/ Order Processing,DC to DC transfer feature was enabled as a pilot ,CHG3396230,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=769410c4c39b2250b7d93adb0501319b&recordUrl=change_request.do%3Fsys_id%3D769410c4c39b2250b7d93adb0501319b&sysparm_stack=&sysparm_view=,CELL000
7010,Enhancement Pilot,8/8/2025,Order Filling/ Order Processing,DC to DC transfer feature was enabled as a pilot ,CHG3396230,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=769410c4c39b2250b7d93adb0501319b&recordUrl=change_request.do%3Fsys_id%3D769410c4c39b2250b7d93adb0501319b&sysparm_stack=&sysparm_view=,CELL000
7015,Enhancement Pilot,8/8/2025,Order Filling/ Order Processing,DC to DC transfer feature was enabled as a pilot ,CHG3396230,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=769410c4c39b2250b7d93adb0501319b&recordUrl=change_request.do%3Fsys_id%3D769410c4c39b2250b7d93adb0501319b&sysparm_stack=&sysparm_view=,CELL000
7018,Enhancement Pilot,8/8/2025,Order Filling/ Order Processing,DC to DC transfer feature was enabled as a pilot ,CHG3396230,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=769410c4c39b2250b7d93adb0501319b&recordUrl=change_request.do%3Fsys_id%3D769410c4c39b2250b7d93adb0501319b&sysparm_stack=&sysparm_view=,CELL000
7024,Enhancement Pilot,8/8/2025,Order Filling/ Order Processing,DC to DC transfer feature was enabled as a pilot ,CHG3396230,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=769410c4c39b2250b7d93adb0501319b&recordUrl=change_request.do%3Fsys_id%3D769410c4c39b2250b7d93adb0501319b&sysparm_stack=&sysparm_view=,CELL000
7079,Enhancement Pilot,8/8/2025,Order Filling/ Order Processing,DC to DC transfer feature was enabled as a pilot ,CHG3396230,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=769410c4c39b2250b7d93adb0501319b&recordUrl=change_request.do%3Fsys_id%3D769410c4c39b2250b7d93adb0501319b&sysparm_stack=&sysparm_view=,CELL000
6056,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
6064,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
6090,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7010,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7015,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7018,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7024,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7079,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7013,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7021,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7047,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7048,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7077,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7084,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
8397,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
8852,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
2971,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
4047,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
6047,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
6059,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
6074,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
6091,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
6097,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
6858,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7014,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
7016,Enhancement,8/8/2025,Order Filling/ Order Processing,SPN password was renewed,CHG3396316,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=a6a292839703a21074c3f52f2153af98&recordUrl=change_request.do%3Fsys_id%3Da6a292839703a21074c3f52f2153af98&sysparm_stack=&sysparm_view=,"CELL000, CELL002, CELL010"
6056,Enhancement,8/8/2025,Order Filling/ Order Processing,Kafka topics and ACLs were rolled out to enable messaging between Atlas and Schaefer,CHG3391828,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c748f1a38707a290e680eb5d0ebb35c5&recordUrl=change_request.do%3Fsys_id%3Dc748f1a38707a290e680eb5d0ebb35c5&sysparm_stack=&sysparm_view=,Cell000
6064,Enhancement,8/8/2025,Order Filling/ Order Processing,Kafka topics and ACLs were rolled out to enable messaging between Atlas and Schaefer,CHG3391828,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c748f1a38707a290e680eb5d0ebb35c5&recordUrl=change_request.do%3Fsys_id%3Dc748f1a38707a290e680eb5d0ebb35c5&sysparm_stack=&sysparm_view=,Cell000
6090,Enhancement,8/8/2025,Order Filling/ Order Processing,Kafka topics and ACLs were rolled out to enable messaging between Atlas and Schaefer,CHG3391828,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c748f1a38707a290e680eb5d0ebb35c5&recordUrl=change_request.do%3Fsys_id%3Dc748f1a38707a290e680eb5d0ebb35c5&sysparm_stack=&sysparm_view=,Cell000
7010,Enhancement,8/8/2025,Order Filling/ Order Processing,Kafka topics and ACLs were rolled out to enable messaging between Atlas and Schaefer,CHG3391828,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c748f1a38707a290e680eb5d0ebb35c5&recordUrl=change_request.do%3Fsys_id%3Dc748f1a38707a290e680eb5d0ebb35c5&sysparm_stack=&sysparm_view=,Cell000
7015,Enhancement,8/8/2025,Order Filling/ Order Processing,Kafka topics and ACLs were rolled out to enable messaging between Atlas and Schaefer,CHG3391828,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c748f1a38707a290e680eb5d0ebb35c5&recordUrl=change_request.do%3Fsys_id%3Dc748f1a38707a290e680eb5d0ebb35c5&sysparm_stack=&sysparm_view=,Cell000
7018,Enhancement,8/8/2025,Order Filling/ Order Processing,Kafka topics and ACLs were rolled out to enable messaging between Atlas and Schaefer,CHG3391828,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c748f1a38707a290e680eb5d0ebb35c5&recordUrl=change_request.do%3Fsys_id%3Dc748f1a38707a290e680eb5d0ebb35c5&sysparm_stack=&sysparm_view=,Cell000
7024,Enhancement,8/8/2025,Order Filling/ Order Processing,Kafka topics and ACLs were rolled out to enable messaging between Atlas and Schaefer,CHG3391828,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c748f1a38707a290e680eb5d0ebb35c5&recordUrl=change_request.do%3Fsys_id%3Dc748f1a38707a290e680eb5d0ebb35c5&sysparm_stack=&sysparm_view=,Cell000
7079,Enhancement,8/8/2025,Order Filling/ Order Processing,Kafka topics and ACLs were rolled out to enable messaging between Atlas and Schaefer,CHG3391828,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=c748f1a38707a290e680eb5d0ebb35c5&recordUrl=change_request.do%3Fsys_id%3Dc748f1a38707a290e680eb5d0ebb35c5&sysparm_stack=&sysparm_view=,Cell000
