win,store,codeid,barcode,,,
105282656,3584,61,078742231740006214498770788036,,,
105629122,1204,62,078742231740006214498771403077,,,
105743471,4335,63,078742231740006214498772191073,,,
105991043,1700,64,078742231740006214498773070683,,,
106338159,1969,65,078742231740006214498776960520,,,
206072243,1868,66,078742231740006214498779876897,,,
206724876,359,67,078742231740006214498780291064,,,
208451692,1082,68,078742231740006214498788718681,,,
210361299,1719,69,078742231740006214498789680461,,,
210459193,4557,70,078742231740006214498789870349,,,
210543628,862,71,078742231740006214498790178783,,,
211680020,276,72,078742231740006214498790601407,,,
212140007,2817,73,078742231740006214498793489715,,,
212906562,908,74,078742231740006214498793629909,,,
213139709,2803,75,078742231740006214498794389125,,,
214738858,1586,76,078742231740006214498798828479,,,
216070286,5780,77,078742231740006214498803964299,,,
216344965,669,78,078742231740006214498807522175,,,
217623981,126,79,078742231740006214498808710146,,,
218719719,5429,80,078742231740006214498810913275,,,
218756723,1082,81,078742231740006214498811669924,,,
219119413,6998,82,078742231740006214498812521368,,,
219484516,1671,83,078742231740006214498813889970,,,
219652610,1200,84,078742231740006214498816678654,,,
219904309,5462,85,078742231740006214498818426470,,,
221226247,2206,86,078742231740006214498823083807,,,
221383318,673,87,078742231740006214498825435691,,,
221716326,5717,88,078742231740006214498827776586,,,
221801522,860,89,078742231740006214498828497467,,,
221965559,2420,90,078742231740006214498829139070,,,
222224399,1203,91,078742231740006214498831742890,,,
222734995,1120,92,078742231740006214498831879646,,,
223627657,3118,93,078742231740006214498832623305,,,
223796694,5710,94,078742231740006214498832664832,,,
225368648,1229,95,078742231740006214498833686690,,,
226890859,4298,96,078742231740006214498833719876,,,
228796058,5396,97,078742231740006214498835068203,,,
228933511,7009,98,078742231740006214498836232144,,,
229119871,2823,99,078742231740006214498838585599,,,
229160975,1015,100,078742231740006214498840294127,,,
229302919,5761,101,078742231740006214498842887063,,,
229324206,1469,102,078742231740006214498846725185,,,
229359190,4285,103,078742231740006214498848060874,,,
229368553,4383,104,078742231740006214498856957421,,,
229398247,404,105,078742231740006214498857409910,,,
229398538,221,106,078742231740006214498858529845,,,
229403197,1612,107,078742231740006214498858928776,,,
229514644,594,108,078742231740006214498860757319,,,
229548070,5616,109,078742231740006214498872131519,,,
229548789,2266,110,078742231740006214498875173099,,,
229570289,5129,111,078742231740006214498875593948,,,
229577636,772,112,078742231740006214498876905872,,,
229590768,5669,113,078742231740006214498877066224,,,
229664894,1071,114,078742231740006214498878868287,,,
229708115,5485,115,078742231740006214498878947534,,,
229708440,3017,116,078742231740006214498880726504,,,
229850898,2817,117,078742231740006214498882775554,,,
229973348,359,118,078742231740006214498886328364,,,
230024589,2799,119,078742231740006214498886515320,,,
230028935,4333,120,078742231740006214498890909365,,,
230047779,745,121,078742231740006214498896389583,,,
230058028,2557,122,078742231740006214498896744357,,,
100133222,1193,123,078742231740006214498898926440,,,
100433152,7301,124,078742231740006214498899408327,,,
100453798,739,125,078742231740006214498901532150,,,
100543557,6392,126,078742231740006214498902874372,,,
100597433,2620,127,078742231740006214498903809294,,,
101100524,631,128,078742231740006214498904242545,,,
101722858,316,129,078742231740006214498907715449,,,
101795125,700,130,078742231740006214498908731926,,,
101799591,5156,131,078742231740006214498910191019,,,
102512468,17,132,078742231740006214498911411008,,,
102535321,4521,133,078742231740006214498913400686,,,
102678687,2208,134,078742231740006214498914112725,,,
103516246,1204,135,078742231740006214498917332176,,,
103518849,1998,136,078742231740006214498917491199,,,
104323639,1000,137,078742231740006214498917511054,,,
104807316,1828,138,078742231740006214498917968328,,,
104917242,1422,139,078742231740006214498919590108,,,
104977302,543,140,078742231740006214498919721857,,,
104977613,531,141,078742231740006214498920533630,,,
105007805,974,142,078742231740006214498921670172,,,
105146134,3179,143,078742231740006214498922197708,,,
105182610,3168,144,078742231740006214498931300824,,,
105206965,1767,145,078742231740006214498932270939,,,
105229119,2853,146,078742231740006214498936471973,,,
105499265,1351,147,078742231740006214498937907804,,,
106087603,3888,148,078742231740006214498939087681,,,
106193871,1027,149,078742231740006214498939585303,,,
106219472,2265,150,078742231740006214498943713234,,,
106473433,110,151,078742231740006214498948869798,,,
106514678,2973,152,078742231740006214498950054851,,,
106663703,2497,153,078742231740006214498952737378,,,
106784716,1236,154,078742231740006214498954837611,,,
106825492,5899,155,078742231740006214498956377243,,,
106898101,5441,156,078742231740006214498957828300,,,
108712633,5157,157,078742231740006214498959110328,,,
108809271,1708,158,078742231740006214498959750320,,,
109135165,2914,159,078742231740006214498968200816,,,
111534210,7235,160,078742231740006214498968586709,,,
202184282,5823,161,078742231740006214498969234404,,,
208536184,5193,162,078742231740006214498969381828,,,
209043962,1116,163,078742231740006214498969812780,,,
210014230,6978,164,078742231740006214498970478927,,,
210185191,1578,165,078742231740006214498971418456,,,
210383047,7294,166,078742231740006214498971599268,,,
210586096,3285,167,078742231740006214498975733403,,,
211201778,3700,168,078742231740006214498976030380,,,
211249863,5118,169,078742231740006214498976405609,,,
211362842,3236,170,078742231740006214498980751251,,,
211404313,5287,171,078742231740006214498982167337,,,
211604808,3397,172,078742231740006214498984112857,,,
211701487,5250,173,078742231740006214498988926336,,,
211774549,1038,174,078742231740006214498989022274,,,
211871814,3348,175,078742231740006214498990058607,,,
213171573,2497,176,078742231740006214498990681323,,,
213248524,475,177,078742231740006214498990729124,,,
213503178,1185,178,078742231740006214498993784898,,,
214337402,258,179,078742231740006214498995703506,,,
214687715,1940,180,078742231740006214498995748757,,,
214994838,632,181,078742231740006214498996331107,,,
215482957,5476,182,078742231740006214498996474061,,,
215537228,2765,183,078742231740006214499002886016,,,
215610880,1228,184,078742231740006214499002988881,,,
216014060,5051,185,078742231740006214499003109861,,,
216104869,2538,186,078742231740006214499010147930,,,
217645997,3188,187,078742231740006214499010192578,,,
218495906,2505,188,078742231740006214499012291802,,,
219788415,3266,189,078742231740006214499012555776,,,
220508964,2954,190,078742231740006214499014949018,,,
221151819,3833,191,078742231740006214499016801417,,,
221392916,3136,192,078742231740006214499017233300,,,
225127949,224,193,078742231740006214499017289663,,,
226276610,1245,194,078742231740006214499017492354,,,
226719538,890,195,078742231740006214499018675978,,,
228970795,5436,196,078742231740006214499019235917,,,
229137900,1826,197,078742231740006214499022986620,,,
229214997,1559,198,078742231740006214499024624111,,,
229403218,2253,199,078742231740006214499025098388,,,
229772419,3327,200,078742231740006214499029270559,,,
100139485,3283,201,078742231740006214499031860710,,,
101183196,2233,202,078742231740006214499032107441,,,
101483423,273,203,078742231740006214499037949621,,,
101867764,734,204,078742231740006214499038767272,,,
102940936,1788,205,078742231740006214499044016320,,,
103013752,1043,206,078742231740006214499047133070,,,
104124573,1107,207,078742231740006214499047383219,,,
104584562,826,208,078742231740006214499047512273,,,
104739233,2954,209,078742231740006214499047900337,,,
104885587,2571,210,078742231740006214499049305601,,,
105154100,2281,211,078742231740006214499051504872,,,
105157958,3823,212,078742231740006214499052735297,,,
105467258,5752,213,078742231740006214499054042514,,,
105515358,383,214,078742231740006214499056723613,,,
105629409,1588,215,078742231740006214499056846958,,,
105998110,5082,216,078742231740006214499060655187,,,
106170743,5410,217,078742231740006214499061454552,,,
106190516,1994,218,078742231740006214499062230432,,,
106640076,1024,219,078742231740006214499062472968,,,
106692857,2119,220,078742231740006214499062593556,,,
106747430,1568,221,078742231740006214499066439412,,,
108850678,1587,222,078742231740006214499068416717,,,
108989630,1816,223,078742231740006214499068583096,,,
202068104,3219,224,078742231740006214499069019577,,,
203924653,4129,225,078742231740006214499069759310,,,
206480444,5319,226,078742231740006214499069775810,,,
210384648,3621,227,078742231740006214499070341504,,,
210513500,4456,228,078742231740006214499070642201,,,
210631243,3431,229,078742231740006214499071495131,,,
210925287,2421,230,078742231740006214499073843862,,,
211806851,2777,231,078742231740006214499075539767,,,
213278180,6958,232,078742231740006214499075728491,,,
214334563,5617,233,078742231740006214499075969381,,,
214423721,3562,234,078742231740006214499076498635,,,
215533508,3302,235,078742231740006214499081894988,,,
216014757,1796,236,078742231740006214499082355165,,,
216136221,5617,237,078742231740006214499082583104,,,
216223517,4392,238,078742231740006214499082981584,,,
216814913,541,239,078742231740006214499088030051,,,
217071586,4558,240,078742231740006214499088887594,,,
217984034,4574,241,078742231740006214499090302973,,,
218539600,504,242,078742231740006214499094401294,,,
218585408,2110,243,078742231740006214499097280903,,,
218849207,2572,244,078742231740006214499098132155,,,
219118807,1687,245,078742231740006214499099538921,,,
219536114,604,246,078742231740006214499099874923,,,
220495806,890,247,078742231740006214499100336939,,,
220606797,1298,248,078742231740006214499100812244,,,
220704864,1181,249,078742231740006214499103388048,,,
221584412,5140,250,078742231740006214499109287432,,,
223091205,1878,251,078742231740006214499110222662,,,
224036277,5766,252,078742231740006214499111765113,,,
224210833,2360,253,078742231740006214499113943242,,,
224300914,1541,254,078742231740006214499114454447,,,
224436247,2938,255,078742231740006214499114779195,,,
225053188,1216,256,078742231740006214499115002196,,,
228676167,1172,257,078742231740006214499120764113,,,
229303231,3351,258,078742231740006214499121518187,,,
229898511,265,259,078742231740006214499125015358,,,
100053384,1374,260,078742231740006214499125069241,,,
100053988,420,261,078742231740006214499128872626,,,
100083233,2621,262,078742231740006214499132152845,,,
100108003,1422,263,078742231740006214499138703779,,,
100378699,2722,264,078742231740006214499141971657,,,
101214412,1245,265,078742231740006214499144286779,,,
101393191,5023,266,078742231740006214499148796175,,,
102141184,1950,267,078742231740006214499148984718,,,
102404287,777,268,078742231740006214499150328027,,,
102708195,1586,269,078742231740006214499150451443,,,
102845097,3702,270,078742231740006214499153155878,,,
102870940,586,271,078742231740006214499154918168,,,
103260754,4390,272,078742231740006214499155301418,,,
103263008,1249,273,078742231740006214499157955955,,,
103874215,5155,274,078742231740006214499160068920,,,
104153051,428,275,078742231740006214499162270374,,,
104185939,1220,276,078742231740006214499163236642,,,
104400779,5434,277,078742231740006214499164588361,,,
104454710,3741,278,078742231740006214499165082750,,,
104636439,7251,279,078742231740006214499165580266,,,
104906670,396,280,078742231740006214499169586054,,,
104994159,4558,281,078742231740006214499170750857,,,
105293223,3283,282,078742231740006214499171697542,,,
105535153,1708,283,078742231740006214499174662638,,,
105824553,1032,284,078742231740006214499176268133,,,
105999272,2427,285,078742231740006214499177575124,,,
106068700,4674,286,078742231740006214499177584883,,,
106076671,2520,287,078742231740006214499177647941,,,
106156460,5331,288,078742231740006214499179534840,,,
106292983,1838,289,078742231740006214499181048380,,,
106802531,107,290,078742231740006214499182428790,,,
108308863,175,291,078742231740006214499184069847,,,
109324910,2399,292,078742231740006214499184614659,,,
207202594,2511,293,078742231740006214499185850982,,,
210290441,619,294,078742231740006214499186781614,,,
211499249,3250,295,078742231740006214499191282192,,,
211580057,1773,296,078742231740006214499195118815,,,
214416301,1938,297,078742231740006214499195181980,,,
215984419,3709,298,078742231740006214499197466887,,,
219452301,2258,299,078742231740006214499197721897,,,
219488844,3018,300,078742231740006214499202412455,,,
219567697,10,301,078742231740006214499203489437,,,
220407531,5851,302,078742231740006214499203727234,,,
220578025,801,303,078742231740006214499203875072,,,
221366159,1823,304,078742231740006214499204370358,,,
222724118,3310,305,078742231740006214499206449812,,,
224985373,94,306,078742231740006214499206767507,,,
100028697,404,307,078742231740006214499207567947,,,
102882995,24,308,078742231740006214499212694867,,,
102915228,772,309,078742231740006214499215275233,,,
103739953,49,310,078742231740006214499217140841,,,
104424199,5843,311,078742231740006214499218449447,,,
104596931,1708,312,078742231740006214499221247367,,,
105058791,1205,313,078742231740006214499224180905,,,
105322747,4358,314,078742231740006214499226055649,,,
105549793,1488,315,078742231740006214499232459785,,,
105555064,2789,316,078742231740006214499233653882,,,
105683755,1155,317,078742231740006214499235280401,,,
105939684,4340,318,078742231740006214499235666788,,,
105993994,5880,319,078742231740006214499239678925,,,
106150868,2662,320,078742231740006214499241865706,,,
106499078,1399,321,078742231740006214499243936285,,,
109089091,2909,322,078742231740006214499244845669,,,
109128599,3232,323,078742231740006214499246691348,,,
109256751,5246,324,078742231740006214499246799202,,,
208888554,1080,325,078742231740006214499247829066,,,
210773595,1588,326,078742231740006214499248170764,,,
212078674,1694,327,078742231740006214499250366548,,,
214356648,4237,328,078742231740006214499250839038,,,
214973443,2282,329,078742231740006214499251502953,,,
217071627,4558,330,078742231740006214499252870299,,,
218033351,429,331,078742231740006214499255675876,,,
218987572,5390,332,078742231740006214499255940491,,,
219936567,1758,333,078742231740006214499257163675,,,
220007089,1023,334,078742231740006214499257718529,,,
220079217,2077,335,078742231740006214499258562389,,,
221244240,3057,336,078742231740006214499258986888,,,
221463179,2154,337,078742231740006214499259180800,,,
221494694,1077,338,078742231740006214499261328174,,,
221801068,603,339,078742231740006214499262535567,,,
222362613,5309,340,078742231740006214499263837134,,,
223182079,1182,341,078742231740006214499265069586,,,
223520965,1691,342,078742231740006214499273436306,,,
223812701,5781,343,078742231740006214499273711685,,,
224037245,943,344,078742231740006214499274967807,,,
224374305,4641,345,078742231740006214499276885116,,,
226262604,389,346,078742231740006214499278063960,,,
228799409,1090,347,078742231740006214499280675479,,,
229171105,2599,348,078742231740006214499280984550,,,
229247870,1181,349,078742231740006214499284696833,,,
229250949,3611,350,078742231740006214499288508254,,,
229297962,967,351,078742231740006214499288605612,,,
229849910,2952,352,078742231740006214499288937808,,,
229918621,5956,353,078742231740006214499291521412,,,
100022040,462,354,078742231740006214499296515167,,,
100896601,5446,355,078742231740006214499300383182,,,
101167253,2006,356,078742231740006214499300896472,,,
103201803,2361,357,078742231740006214499307022619,,,
103210671,2626,358,078742231740006214499310954797,,,
104488590,420,359,078742231740006214499312029012,,,
106772259,3527,360,078742231740006214499312619279,,,
211010525,5037,361,078742231740006214499315522983,,,
211669286,2761,362,078742231740006214499317637719,,,
214814113,4286,363,078742231740006214499317890752,,,
226488038,5443,364,078742231740006214499320431751,,,
229696283,5129,365,078742231740006214499324370599,,,
104436457,5461,366,078742231740006214499327274157,,,
229624404,2648,367,078742231740006214499327332228,,,
230266153,202,368,078742231740006214499327546994,,,
220467778,3188,369,078742231740006214499332466371,,,
221677116,836,370,078742231740006214499333369183,,,
229711417,648,371,078742231740006214499334164404,,,
230015295,5447,372,078742231740006214499334318090,,,
100358598,343,373,078742231740006214499334725773,,,
100638077,1187,374,078742231740006214499335896203,,,
100734991,1567,375,078742231740006214499336537254,,,
101102247,1917,376,078742231740006214498034614897,,,
101432939,1293,377,078742231740006214498036106450,,,
101714296,3894,378,078742231740006214498037480588,,,
101840888,3347,379,078742231740006214498037837905,,,
101901720,2271,380,078742231740006214498039271511,,,
102023922,296,381,078742231740006214498040089472,,,
102217966,3418,382,078742231740006214498048167773,,,
102519751,5276,383,078742231740006214498052936656,,,
102783558,3403,384,078742231740006214498056177697,,,
103434261,5189,385,078742231740006214498059137441,,,
103650158,3250,386,078742231740006214498060222588,,,
103888927,5360,387,078742231740006214498062852730,,,
104074271,2884,388,078742231740006214498064984098,,,
104429878,1995,389,078742231740006214498067836505,,,
104639780,1617,390,078742231740006214498076635341,,,
105160439,1454,391,078742231740006214498078323262,,,
105632785,3077,392,078742231740006214498081416802,,,
105715653,3245,393,078742231740006214498087196333,,,
105750061,5313,394,078742231740006214498087802537,,,
105828963,1216,395,078742231740006214498089212094,,,
105997311,2359,396,078742231740006214498092521735,,,
106166654,1022,397,078742231740006214498093219116,,,
106170708,3008,398,078742231740006214498093503247,,,
106584949,4395,399,078742231740006214498093986592,,,
106731729,2111,400,078742231740006214498094358214,,,
106879611,5443,401,078742231740006214498094853735,,,
106901213,1460,402,078742231740006214498098446364,,,
108410129,86,403,078742231740006214498100159657,,,
108822594,890,404,078742231740006214498100334088,,,
111361280,4137,405,078742231740006214498102796081,,,
203822493,2691,406,078742231740006214498105276264,,,
208851584,4381,407,078742231740006214498107165675,,,
209002985,3857,408,078742231740006214498110152167,,,
210089037,3136,409,078742231740006214498116800758,,,
210331992,5348,410,078742231740006214498119886209,,,
210660261,5455,411,078742231740006214498124515544,,,
211029479,5309,412,078742231740006214498124828264,,,
211191429,5425,413,078742231740006214498129759811,,,
211416545,7294,414,078742231740006214498136080808,,,
211665951,725,415,078742231740006214498138252905,,,
211766374,3131,416,078742231740006214498139833844,,,
211936808,877,417,078742231740006214498140255653,,,
212014345,4256,418,078742231740006214498140980276,,,
212192993,4257,419,078742231740006214498141255731,,,
212230189,6898,420,078742231740006214498142333284,,,
212755426,1589,421,078742231740006214498143401936,,,
213013701,2141,422,078742231740006214498144726074,,,
213199008,407,423,078742231740006214498147640105,,,
213199245,45,424,078742231740006214498148368059,,,
213419645,2546,425,078742231740006214498148560145,,,
213654674,3078,426,078742231740006214498151920218,,,
214754071,328,427,078742231740006214498154418218,,,
214970880,5172,428,078742231740006214498155207356,,,
215016983,1104,429,078742231740006214498160322534,,,
215291685,1476,430,078742231740006214498162140564,,,
215298127,173,431,078742231740006214498163387734,,,
215305442,1446,432,078742231740006214498164388127,,,
215477784,2861,433,078742231740006214498167179693,,,
215478000,95,434,078742231740006214498167404053,,,
215560160,1574,435,078742231740006214498167662106,,,
216471417,2613,436,078742231740006214498168899948,,,
216714052,3279,437,078742231740006214498168974996,,,
216891984,3848,438,078742231740006214498169678588,,,
217239310,243,439,078742231740006214498169824343,,,
217706996,412,440,078742231740006214498170081823,,,
217748849,3422,441,078742231740006214498172560759,,,
217840144,1678,442,078742231740006214498174333083,,,
217840172,338,443,078742231740006214498175069628,,,
217917818,2516,444,078742231740006214498177467950,,,
218163877,2479,445,078742231740006214498179323581,,,
218226642,1222,446,078742231740006214498180698410,,,
219231279,5336,447,078742231740006214498180848889,,,
219250333,3391,448,078742231740006214498184058752,,,
219438367,2529,449,078742231740006214498184426005,,,
219732020,5334,450,078742231740006214498186757428,,,
219754478,1997,451,078742231740006214498188784484,,,
219841651,1488,452,078742231740006214498193873573,,,
219870912,1707,453,078742231740006214498194247452,,,
219884037,594,454,078742231740006214498196387085,,,
220104515,3180,455,078742231740006214498197573116,,,
220127613,5947,456,078742231740006214498198239110,,,
220395333,6173,457,078742231740006214498199299131,,,
220525405,5126,458,078742231740006214498200650455,,,
220677119,1711,459,078742231740006214498200686939,,,
220978128,532,460,078742231740006214498201058272,,,
221131119,1491,461,078742231740006214498202703901,,,
221527237,2937,462,078742231740006214498202945607,,,
221600765,1388,463,078742231740006214498205313165,,,
221690532,1704,464,078742231740006214498207114784,,,
221732007,2847,465,078742231740006214498211725434,,,
221762627,2082,466,078742231740006214498215361362,,,
222236823,78,467,078742231740006214498216179209,,,
222350602,667,468,078742231740006214498216684993,,,
222427159,85,469,078742231740006214498217570574,,,
222566840,2159,470,078742231740006214498218137314,,,
223200972,2755,471,078742231740006214498218559284,,,
223324379,2508,472,078742231740006214498219556821,,,
223348457,556,473,078742231740006214498221682872,,,
223514792,3197,474,078742231740006214498222641877,,,
223665052,2917,475,078742231740006214498225441504,,,
223741789,2101,476,078742231740006214498227204283,,,
223825387,3292,477,078742231740006214498229069792,,,
223991884,359,478,078742231740006214498229605405,,,
224081844,4641,479,078742231740006214498229719174,,,
224220350,5494,480,078742231740006214498233534957,,,
224637595,273,481,078742231740006214498234239703,,,
224858236,1761,482,078742231740006214498239389422,,,
225012594,2286,483,078742231740006214498241086134,,,
225060187,4258,484,078742231740006214498242350001,,,
225064552,100,485,078742231740006214498248405692,,,
225101921,4488,486,078742231740006214498249758049,,,
225159148,423,487,078742231740006214498249854253,,,
225260764,405,488,078742231740006214498251388255,,,
225382082,278,489,078742231740006214498252888329,,,
225613790,5320,490,078742231740006214498254603206,,,
225898947,2530,491,078742231740006214498255364876,,,
225987293,5899,492,078742231740006214498256820883,,,
226091731,1396,493,078742231740006214498257083087,,,
226301825,95,494,078742231740006214498257457864,,,
226464956,3616,495,078742231740006214498258730255,,,
226650003,3484,496,078742231740006214498259754111,,,
226775083,831,497,078742231740006214498260663298,,,
226960344,2892,498,078742231740006214498262969394,,,
227971121,906,499,078742231740006214498266803451,,,
228081066,148,500,078742231740006214498271638885,,,
228582412,3401,501,078742231740006214498274801158,,,
229271140,884,502,078742231740006214498274880268,,,
229321476,1401,503,078742231740006214498282225335,,,
229621328,1490,504,078742231740006214498283673382,,,
229725737,206,505,078742231740006214498283839601,,,
229963486,412,506,078742231740006214498284886033,,,
216707917,2941,507,078742231740006214498285232772,,,
222501052,5363,508,078742231740006214498286764667,,,
230308252,470,509,078742231740006214498293141382,,,
230339178,1188,510,078742231740006214498294518392,,,
103833617,1974,511,078742231740006214498294635425,,,
109030643,3796,512,078742231740006214498295546499,,,
229969780,5863,513,078742231740006214498297676327,,,
109165755,2065,514,078742231740006214498298189407,,,
229255242,3529,515,078742231740006214498298436863,,,
103328220,5447,516,078742231740006214498300517544,,,
221419921,4285,517,078742231740006214498300678719,,,
222707101,3469,518,078742231740006214498302533344,,,
228842797,1482,519,078742231740006214498305828175,,,
230100128,5402,520,078742231740006214498307201948,,,
230104825,5447,521,078742231740006214498310552525,,,
230128367,3775,522,078742231740006214498311441208,,,
230140836,5447,523,078742231740006214498314825370,,,
230186440,3469,524,078742231740006214498315215279,,,
230442275,3796,525,078742231740006214498315365764,,,
230480783,3717,526,078742231740006214498318531010,,,
100004300,121,527,078742231740006214498320260212,,,
100007727,177,528,078742231740006214498322592744,,,
100010256,644,529,078742231740006214498327082625,,,
100024049,1293,530,078742231740006214498328138403,,,
100024536,20,531,078742231740006214498329958070,,,
100068854,865,532,078742231740006214498332055128,,,
100070510,887,533,078742231740006214498332884486,,,
100086327,1026,534,078742231740006214498335175727,,,
100114428,3775,535,078742231740006214498338367757,,,
100116486,2928,536,078742231740006214498348000047,,,
100168035,2876,537,078742231740006214498350669651,,,
100176810,1116,538,078742231740006214498351037017,,,
100182280,44,539,078742231740006214498351386515,,,
100201170,11,540,078742231740006214498352700714,,,
100273211,1541,541,078742231740006214498353936208,,,
100293730,789,542,078742231740006214498355464402,,,
100373031,1079,543,078742231740006214498358213539,,,
100391488,1851,544,078742231740006214498360021823,,,
100428587,3612,545,078742231740006214498361321553,,,
100635128,2483,546,078742231740006214498363424330,,,
100753678,5227,547,078742231740006214498368383884,,,
100818885,5250,548,078742231740006214498369829404,,,
100820313,819,549,078742231740006214498374602272,,,
100883661,835,550,078742231740006214498376506909,,,
100915140,2440,551,078742231740006214498377664361,,,
101017035,2928,552,078742231740006214498384080558,,,
101026523,789,553,078742231740006214498385665425,,,
101047875,839,554,078742231740006214498392085453,,,
101050989,153,555,078742231740006214498394477690,,,
101059949,1405,556,078742231740006214498401812775,,,
101064029,5071,557,078742231740006214498402877694,,,
101075395,151,558,078742231740006214498404599525,,,
101097345,4990,559,078742231740006214498405103492,,,
101111907,921,560,078742231740006214498408918486,,,
101219572,2014,561,078742231740006214498409479195,,,
101304171,2025,562,078742231740006214498411892401,,,
101304333,776,563,078742231740006214498412215404,,,
101419071,3631,564,078742231740006214498416228922,,,
101516472,3805,565,078742231740006214498416799270,,,
101552526,5848,566,078742231740006214498425047051,,,
101558231,176,567,078742231740006214498425098381,,,
101558739,265,568,078742231740006214498425111670,,,
101748223,2494,569,078742231740006214498425869085,,,
101822705,3087,570,078742231740006214498426861776,,,
101942037,52,571,078742231740006214498430898050,,,
102034394,4325,572,078742231740006214498432466825,,,
102080923,1118,573,078742231740006214498434444722,,,
102171611,5944,574,078742231740006214498437299627,,,
102189477,523,575,078742231740006214498437731486,,,
102209033,5771,576,078742231740006214498442184626,,,
102216783,746,577,078742231740006214498448349788,,,
102253035,3585,578,078742231740006214498451723487,,,
102302470,5334,579,078742231740006214498453368244,,,
102457952,2510,580,078742231740006214498454078931,,,
102674861,2543,581,078742231740006214498454147336,,,
102743377,559,582,078742231740006214498458761966,,,
102809843,2078,583,078742231740006214498467819706,,,
102861615,923,584,078742231740006214498476552847,,,
102870798,4636,585,078742231740006214498477699315,,,
102949589,1041,586,078742231740006214498486316167,,,
103069887,4484,587,078742231740006214498489082082,,,
103154312,1459,588,078742231740006214498492200497,,,
103287399,4358,589,078742231740006214498498407858,,,
103295165,109,590,078742231740006214498498538637,,,
103324526,5263,591,078742231740006214498500683035,,,
103342827,3473,592,078742231740006214498504697464,,,
103381856,4129,593,078742231740006214498505786382,,,
103438631,619,594,078742231740006214498507262789,,,
103488225,1485,595,078742231740006214498507548664,,,
103488313,1900,596,078742231740006214498510153319,,,
103554729,3700,597,078742231740006214498511075268,,,
103576187,5234,598,078742231740006214498511976212,,,
103635695,1223,599,078742231740006214498512762507,,,
103768736,1678,600,078742231740006214498514689350,,,
103800415,1825,601,078742231740006214498518616857,,,
103807062,1775,602,078742231740006214498519141993,,,
103826422,1527,603,078742231740006214498519315362,,,
103919597,1945,604,078742231740006214498520928911,,,
103947030,3537,605,078742231740006214498521537153,,,
103986272,5747,606,078742231740006214498524166189,,,
104036226,379,607,078742231740006214498531633974,,,
104079422,1041,608,078742231740006214498533741233,,,
104098049,4434,609,078742231740006214498534613510,,,
104139348,16,610,078742231740006214498534785728,,,
104247061,3709,611,078742231740006214498536460892,,,
104294892,5466,612,078742231740006214498536606712,,,
104330897,247,613,078742231740006214498536723340,,,
