Store,"Feature Size (Half pallet, pallet, endcap, etc..)",Delivery Week
753,HP,37
796,HP,37
811,HP,37
821,HP,37
846,HP,37
864,HP,37
914,HP,37
916,HP,37
932,HP,37
982,HP,37
991,HP,37
999,HP,37
1025,HP,37
1059,HP,37
1093,HP,37
1118,HP,37
1154,HP,37
1169,HP,37
1186,HP,37
1187,HP,37
1222,HP,37
1237,HP,37
1247,HP,37
1254,HP,37
12,HP,37
49,HP,37
59,HP,37
62,HP,37
64,HP,37
79,HP,37
109,HP,37
153,HP,37
173,HP,37
198,HP,37
220,HP,37
232,HP,37
267,HP,37
277,HP,37
287,HP,37
317,HP,37
334,HP,37
406,HP,37
408,HP,37
438,HP,37
440,HP,37
445,HP,37
485,HP,37
495,HP,37
542,HP,37
574,HP,37
628,HP,37
646,HP,37
653,HP,37
663,HP,37
678,HP,37
683,HP,37
693,HP,37
708,HP,37
742,HP,37
782,HP,37
797,HP,37
814,HP,37
844,HP,37
871,HP,37
891,HP,37
896,HP,37
901,HP,37
918,HP,37
921,HP,37
950,HP,37
965,HP,37
1032,HP,37
1052,HP,37
1054,HP,37
1064,HP,37
1069,HP,37
1084,HP,37
1099,HP,37
1104,HP,37
1129,HP,37
1133,HP,37
1173,HP,37
9,HP,37
34,HP,37
44,HP,37
45,HP,37
52,HP,37
77,HP,37
102,HP,37
111,HP,37
112,HP,37
113,HP,37
138,HP,37
145,HP,37
162,HP,37
179,HP,37
181,HP,37
206,HP,37
212,HP,37
213,HP,37
247,HP,37
280,HP,37
281,HP,37
299,HP,37
300,HP,37
306,HP,37
315,HP,37
374,HP,37
400,HP,37
410,HP,37
417,HP,37
434,HP,37
435,HP,37
467,HP,37
468,HP,37
478,HP,37
503,HP,37
535,HP,37
578,HP,37
588,HP,37
603,HP,37
623,HP,37
638,HP,37
655,HP,37
656,HP,37
689,HP,37
691,HP,37
706,HP,37
716,HP,37
723,HP,37
757,HP,37
791,HP,37
816,HP,37
825,HP,37
843,HP,37
859,HP,37
884,HP,37
893,HP,37
910,HP,37
911,HP,37
978,HP,37
979,HP,37
1004,HP,37
1014,HP,37
1029,HP,37
1047,HP,37
1072,HP,37
1082,HP,37
1097,HP,37
1122,HP,37
1132,HP,37
1165,HP,37
1192,HP,37
1201,HP,37
1233,HP,37
1260,HP,37
11,HP,37
38,HP,37
41,HP,37
58,HP,37
127,HP,37
147,HP,37
152,HP,37
172,HP,37
177,HP,37
199,HP,37
249,HP,37
313,HP,37
330,HP,37
335,HP,37
340,HP,37
347,HP,37
360,HP,37
385,HP,37
387,HP,37
449,HP,37
521,HP,37
568,HP,37
585,HP,37
602,HP,37
642,HP,37
657,HP,37
696,HP,37
756,HP,37
761,HP,37
776,HP,37
793,HP,37
810,HP,37
823,HP,37
897,HP,37
904,HP,37
944,HP,37
954,HP,37
959,HP,37
964,HP,37
984,HP,37
1011,HP,37
1018,HP,37
1033,HP,37
1058,HP,37
1065,HP,37
1078,HP,37
1112,HP,37
1147,HP,37
1152,HP,37
1167,HP,37
1172,HP,37
1197,HP,37
1219,HP,37
1226,HP,37
22,HP,37
56,HP,37
57,HP,37
90,HP,37
92,HP,37
97,HP,37
107,HP,37
124,HP,37
158,HP,37
160,HP,37
165,HP,37
260,HP,37
285,HP,37
310,HP,37
328,HP,37
345,HP,37
346,HP,37
353,HP,37
378,HP,37
379,HP,37
396,HP,37
413,HP,37
446,HP,37
447,HP,37
464,HP,37
473,HP,37
483,HP,37
498,HP,37
507,HP,37
514,HP,37
532,HP,37
541,HP,37
566,HP,37
601,HP,37
634,HP,37
651,HP,37
668,HP,37
675,HP,37
686,HP,37
701,HP,37
711,HP,37
719,HP,37
736,HP,37
779,HP,37
804,HP,37
822,HP,37
872,HP,37
879,HP,37
889,HP,37
940,HP,37
957,HP,37
1008,HP,37
1017,HP,37
1042,HP,37
1051,HP,37
1076,HP,37
1077,HP,37
1110,HP,37
1144,HP,37
1195,HP,37
1212,HP,37
1255,HP,37
2,HP,37
17,HP,37
20,HP,37
24,HP,37
27,HP,37
37,HP,37
42,HP,37
67,HP,37
71,HP,37
131,HP,37
178,HP,37
185,HP,37
190,HP,37
210,HP,37
225,HP,37
228,HP,37
230,HP,37
275,HP,37
279,HP,37
292,HP,37
324,HP,37
326,HP,37
339,HP,37
364,HP,37
366,HP,37
373,HP,37
393,HP,37
398,HP,37
403,HP,37
428,HP,37
433,HP,37
453,HP,37
500,HP,37
547,HP,37
564,HP,37
581,HP,37
586,HP,37
611,HP,37
621,HP,37
636,HP,37
641,HP,37
661,HP,37
666,HP,37
700,HP,37
755,HP,37
772,HP,37
789,HP,37
819,HP,37
829,HP,37
836,HP,37
849,HP,37
854,HP,37
874,HP,37
876,HP,37
972,HP,37
990,HP,37
1010,HP,37
1022,HP,37
1027,HP,37
1037,HP,37
1044,HP,37
1057,HP,37
1062,HP,37
1091,HP,37
1151,HP,37
1158,HP,37
1176,HP,37
1178,HP,37
1180,HP,37
1185,HP,37
1198,HP,37
1205,HP,37
1210,HP,37
1230,HP,37
1245,HP,37
10,HP,37
60,HP,37
69,HP,37
103,HP,37
120,HP,37
137,HP,37
170,HP,37
171,HP,37
188,HP,37
205,HP,37
238,HP,37
239,HP,37
264,HP,37
273,HP,37
307,HP,37
332,HP,37
368,HP,37
375,HP,37
392,HP,37
425,HP,37
436,HP,37
443,HP,37
461,HP,37
493,HP,37
511,HP,37
536,HP,37
546,HP,37
561,HP,37
596,HP,37
604,HP,37
614,HP,37
629,HP,37
647,HP,37
664,HP,37
681,HP,37
715,HP,37
764,HP,37
774,HP,37
783,HP,37
801,HP,37
842,HP,37
851,HP,37
868,HP,37
869,HP,37
919,HP,37
936,HP,37
962,HP,37
987,HP,37
1019,HP,37
1030,HP,37
1040,HP,37
1080,HP,37
1087,HP,37
1123,HP,37
1140,HP,37
1150,HP,37
1157,HP,37
1190,HP,37
1191,HP,37
1259,HP,37
16,HP,37
50,HP,37
85,HP,37
105,HP,37
110,HP,37
117,HP,37
130,HP,37
135,HP,37
157,HP,37
164,HP,37
207,HP,37
224,HP,37
258,HP,37
271,HP,37
278,HP,37
288,HP,37
293,HP,37
298,HP,37
303,HP,37
305,HP,37
318,HP,37
325,HP,37
338,HP,37
343,HP,37
432,HP,37
466,HP,37
479,HP,37
486,HP,37
506,HP,37
513,HP,37
526,HP,37
543,HP,37
560,HP,37
600,HP,37
615,HP,37
649,HP,37
714,HP,37
734,HP,37
751,HP,37
768,HP,37
781,HP,37
808,HP,37
815,HP,37
862,HP,37
882,HP,37
887,HP,37
902,HP,37
912,HP,37
917,HP,37
922,HP,37
951,HP,37
969,HP,37
976,HP,37
1016,HP,37
1023,HP,37
1036,HP,37
1070,HP,37
1090,HP,37
1105,HP,37
1125,HP,37
1130,HP,37
1137,HP,37
1155,HP,37
1159,HP,37
1204,HP,37
1244,HP,37
14,HP,37
29,HP,37
65,HP,37
82,HP,37
123,HP,37
133,HP,37
150,HP,37
218,HP,37
233,HP,37
243,HP,37
268,HP,37
286,HP,37
301,HP,37
311,HP,37
336,HP,37
337,HP,37
354,HP,37
404,HP,37
405,HP,37
422,HP,37
431,HP,37
456,HP,37
472,HP,37
490,HP,37
499,HP,37
524,HP,37
565,HP,37
592,HP,37
609,HP,37
633,HP,37
644,HP,37
659,HP,37
660,HP,37
669,HP,37
677,HP,37
712,HP,37
727,HP,37
737,HP,37
812,HP,37
830,HP,37
837,HP,37
847,HP,37
848,HP,37
898,HP,37
905,HP,37
915,HP,37
941,HP,37
948,HP,37
966,HP,37
1000,HP,37
1009,HP,37
1034,HP,37
1066,HP,37
1068,HP,37
1102,HP,37
1103,HP,37
1136,HP,37
1153,HP,37
1170,HP,37
1213,HP,37
1238,HP,37
15,HP,37
89,HP,37
96,HP,37
116,HP,37
136,HP,37
143,HP,37
148,HP,37
163,HP,37
168,HP,37
183,HP,37
203,HP,37
237,HP,37
250,HP,37
257,HP,37
282,HP,37
284,HP,37
297,HP,37
304,HP,37
322,HP,37
351,HP,37
356,HP,37
361,HP,37
371,HP,37
386,HP,37
391,HP,37
411,HP,37
418,HP,37
458,HP,37
465,HP,37
492,HP,37
505,HP,37
522,HP,37
539,HP,37
559,HP,37
569,HP,37
572,HP,37
579,HP,37
619,HP,37
624,HP,37
626,HP,37
658,HP,37
673,HP,37
713,HP,37
730,HP,37
760,HP,37
767,HP,37
777,HP,37
792,HP,37
794,HP,37
807,HP,37
841,HP,37
866,HP,37
881,HP,37
928,HP,37
930,HP,37
975,HP,37
980,HP,37
985,HP,37
1002,HP,37
1005,HP,37
1015,HP,37
1116,HP,37
1168,HP,37
1183,HP,37
1257,HP,37
8,HP,37
18,HP,37
25,HP,37
61,HP,37
78,HP,37
93,HP,37
118,HP,37
128,HP,37
129,HP,37
146,HP,37
186,HP,37
196,HP,37
197,HP,37
222,HP,37
231,HP,37
256,HP,37
265,HP,37
290,HP,37
316,HP,37
331,HP,37
333,HP,37
383,HP,37
384,HP,37
401,HP,37
451,HP,37
494,HP,37
504,HP,37
519,HP,37
544,HP,37
554,HP,37
562,HP,37
587,HP,37
612,HP,37
622,HP,37
639,HP,37
672,HP,37
707,HP,37
740,HP,37
759,HP,37
766,HP,37
775,HP,37
790,HP,37
809,HP,37
827,HP,37
834,HP,37
877,HP,37
894,HP,37
909,HP,37
927,HP,37
970,HP,37
977,HP,37
988,HP,37
995,HP,37
1013,HP,37
1038,HP,37
1045,HP,37
1098,HP,37
1113,HP,37
1148,HP,37
1149,HP,37
1166,HP,37
1181,HP,37
1216,HP,37
1217,HP,37
1242,HP,37
1249,HP,37
28,HP,37
43,HP,37
48,HP,37
63,HP,37
68,HP,37
75,HP,37
88,HP,37
95,HP,37
115,HP,37
122,HP,37
125,HP,37
182,HP,37
211,HP,37
216,HP,37
229,HP,37
236,HP,37
246,HP,37
251,HP,37
261,HP,37
276,HP,37
283,HP,37
296,HP,37
350,HP,37
365,HP,37
390,HP,37
394,HP,37
397,HP,37
419,HP,37
424,HP,37
437,HP,37
444,HP,37
454,HP,37
469,HP,37
471,HP,37
484,HP,37
501,HP,37
518,HP,37
558,HP,37
573,HP,37
598,HP,37
607,HP,37
637,HP,37
652,HP,37
662,HP,37
687,HP,37
692,HP,37
709,HP,37
726,HP,37
739,HP,37
741,HP,37
773,HP,37
820,HP,37
845,HP,37
870,HP,37
895,HP,37
900,HP,37
907,HP,37
934,HP,37
947,HP,37
981,HP,37
1028,HP,37
1043,HP,37
1048,HP,37
1063,HP,37
1095,HP,37
1108,HP,37
1115,HP,37
1142,HP,37
1162,HP,37
1202,HP,37
1231,HP,37
1236,HP,37
1256,HP,37
