primary,col1
743,1ZE15F400372208717
744,1ZE15F400370258720
746,1ZE15F400371361535
749,1ZE15F400372301142
752,1ZE15F400372381557
753,1ZE15F400371026764
754,1ZE15F400371380774
755,1ZE15F400371907580
756,1ZE15F400372991193
757,1ZE15F400371535606
761,1ZE15F400370564818
764,1ZE15F400370822824
765,1ZE15F400371373639
766,1ZE15F400370201245
767,1ZE15F400370809652
768,1ZE15F400370822860
769,1ZE15F400371584876
770,1ZE15F400372759686
771,1ZE15F400372931293
772,1ZE15F400370203707
773,1ZE15F400371800917
774,1ZE15F400370666922
775,1ZE15F400370065732
776,1ZE15F400372181344
777,1ZE15F400372717757
778,1ZE15F400370498962
779,1ZE15F400371068979
780,1ZE15F400372291789
781,1ZE15F400370951391
785,1ZE15F400372351802
786,1ZE15F400372917013
789,1ZE15F400372791024
793,1ZE15F400372241449
794,1ZE15F400372241449
796,1ZE15F400372105855
797,1ZE15F400370055065
800,1ZE15F400372833078
804,1ZE15F400370503884
806,1ZE15F400370051498
807,1ZE15F400371979904
808,1ZE15F400370913119
809,1ZE15F400371195126
814,1ZE15F400372489932
815,1ZE15F400370381542
816,1ZE15F400371973955
817,1ZE15F400372491161
818,1ZE15F400370877178
819,1ZE15F400370395984
820,1ZE15F400370231598
822,1ZE15F400372088008
824,1ZE15F400371789217
826,1ZE15F400371879227
828,1ZE15F400370222035
835,1ZE15F400372601649
836,1ZE15F400372322058
838,1ZE15F400371807269
839,1ZE15F400371201270
840,1ZE15F400371968087
842,1ZE15F400371491690
844,1ZE15F400372676104
848,1ZE15F400372545317
850,1ZE15F400371843327
852,1ZE15F400372634131
853,1ZE15F400372901744
856,1ZE15F400370150158
859,1ZE15F400371003369
860,1ZE15F400370805370
861,1ZE15F400372220186
862,1ZE15F400370831798
864,1ZE15F400370744203
865,1ZE15F400370181419
866,1ZE15F400371087421
867,1ZE15F400370726232
868,1ZE15F400371281845
870,1ZE15F400371458253
872,1ZE15F400370079469
874,1ZE15F400372689476
875,1ZE15F400371152289
877,1ZE15F400371251896
878,1ZE15F400372292304
880,1ZE15F400370697514
881,1ZE15F400372611521
882,1ZE15F400370498337
884,1ZE15F400370741948
889,1ZE15F400370246359
890,1ZE15F400372035565
892,1ZE15F400370853578
894,1ZE15F400371764387
896,1ZE15F400372751997
899,1ZE15F400371320409
901,1ZE15F400371093610
902,1ZE15F400370415621
904,1ZE15F400371950434
905,1ZE15F400371282040
909,1ZE15F400372514458
911,1ZE15F400370871665
912,1ZE15F400371297678
915,1ZE15F400371056482
916,1ZE15F400372332092
918,1ZE15F400370828506
919,1ZE15F400371369715
920,1ZE15F400370499729
922,1ZE15F400372082531
923,1ZE15F400372902145
924,1ZE15F400372262551
927,1ZE15F400372587764
928,1ZE15F400371021778
929,1ZE15F400372028582
931,1ZE15F400372992192
932,1ZE15F400370816608
933,1ZE15F400371525813
934,1ZE15F400372863821
935,1ZE15F400370894631
936,1ZE15F400372602246
937,1ZE15F400372490653
938,1ZE15F400371183862
939,1ZE15F400370025874
940,1ZE15F400371680682
941,1ZE15F400371732296
942,1ZE15F400371284708
943,1ZE15F400371561917
944,1ZE15F400371507922
945,1ZE15F400371386732
948,1ZE15F400370382345
950,1ZE15F400370198750
953,1ZE15F400372659963
954,1ZE15F400371309977
955,1ZE15F400370012780
959,1ZE15F400371552392
963,1ZE15F400372232806
964,1ZE15F400371478017
968,1ZE15F400372432028
970,1ZE15F400370558834
972,1ZE15F400372242448
973,1ZE15F400371386858
974,1ZE15F400371016060
975,1ZE15F400371874071
979,1ZE15F400370024884
980,1ZE15F400372452499
981,1ZE15F400370660900
982,1ZE15F400371274111
984,1ZE15F400372636120
987,1ZE15F400371410937
988,1ZE15F400372182549
990,1ZE15F400370054959
991,1ZE15F400372252160
992,1ZE15F400371718178
993,1ZE15F400371716983
994,1ZE15F400371432593
995,1ZE15F400372569006
999,1ZE15F400370950212
1001,1ZE15F400372120221
1003,1ZE15F400370943033
1004,1ZE15F400370202646
1009,1ZE15F400372203052
1011,1ZE15F400370368263
1012,1ZE15F400370842277
1014,1ZE15F400372089089
1016,1ZE15F400371492699
1017,1ZE15F400371957106
1021,1ZE15F400370506318
1022,1ZE15F400370884320
1024,1ZE15F400372155131
1026,1ZE15F400372302749
1028,1ZE15F400371452599
1029,1ZE15F400371364363
1030,1ZE15F400372246373
1032,1ZE15F400371141184
1033,1ZE15F400372632795
1035,1ZE15F400371825203
1037,1ZE15F400372942414
1040,1ZE15F400371928423
1041,1ZE15F400372047230
1042,1ZE15F400372482840
1044,1ZE15F400371939251
1053,1ZE15F400372240468
1054,1ZE15F400372930472
1055,1ZE15F400371873287
1056,1ZE15F400371852899
1059,1ZE15F400372173308
1060,1ZE15F400372258511
1062,1ZE15F400372252526
1064,1ZE15F400370619330
1065,1ZE15F400370742947
1066,1ZE15F400372527355
1068,1ZE15F400372996563
1070,1ZE15F400372894575
1071,1ZE15F400371285387
1072,1ZE15F400372152992
1075,1ZE15F400370001407
1077,1ZE15F400371454613
1080,1ZE15F400371856626
1081,1ZE15F400370871432
1082,1ZE15F400370083043
1083,1ZE15F400370595455
1085,1ZE15F400370632664
1086,1ZE15F400372138678
1087,1ZE15F400372377482
1088,1ZE15F400370533093
1089,1ZE15F400371309502
1093,1ZE15F400370530710
1094,1ZE15F400370740725
1096,1ZE15F400372803538
1098,1ZE15F400370503142
1099,1ZE15F400372143555
1101,1ZE15F400371148767
1103,1ZE15F400370662775
1104,1ZE15F400372149586
1105,1ZE15F400372993191
1113,1ZE15F400370097609
1117,1ZE15F400372486819
1120,1ZE15F400371904823
1121,1ZE15F400370415630
1122,1ZE15F400372003241
1123,1ZE15F400371171651
1124,1ZE15F400371544865
1125,1ZE15F400371466879
1126,1ZE15F400370601689
1129,1ZE15F400370533299
1130,1ZE15F400372365708
1133,1ZE15F400371322916
1134,1ZE15F400372348923
1136,1ZE15F400372707731
1140,1ZE15F400371583340
1141,1ZE15F400370679758
1146,1ZE15F400371820968
1148,1ZE15F400371550974
1149,1ZE15F400370733788
1150,1ZE15F400372153393
1151,1ZE15F400372113800
1154,1ZE15F400370039010
1155,1ZE15F400372073023
1156,1ZE15F400370679838
1158,1ZE15F400372243447
1160,1ZE15F400370667850
1162,1ZE15F400371977068
1163,1ZE15F400370915073
1164,1ZE15F400372545880
1165,1ZE15F400371853496
1167,1ZE15F400372341902
1173,1ZE15F400371635114
1176,1ZE15F400371077129
1177,1ZE15F400370331935
1178,1ZE15F400370983544
1179,1ZE15F400371135959
1181,1ZE15F400372013169
1182,1ZE15F400372559179
1185,1ZE15F400370037987
1186,1ZE15F400372633598
1188,1ZE15F400370050006
1191,1ZE15F400370111217
1193,1ZE15F400372361220
1194,1ZE15F400371664039
1195,1ZE15F400370803649
1197,1ZE15F400372084057
1198,1ZE15F400371929262
1199,1ZE15F400370483272
1200,1ZE15F400372210080
1201,1ZE15F400371493698
1202,1ZE15F400371238106
1203,1ZE15F400371467314
1204,1ZE15F400372925326
1206,1ZE15F400371676133
1207,1ZE15F400371703746
1209,1ZE15F400370512150
1210,1ZE15F400371725366
1212,1ZE15F400370687374
1216,1ZE15F400370062182
1218,1ZE15F400371433798
1219,1ZE15F400372906203
1221,1ZE15F400372703413
1222,1ZE15F400372769424
1223,1ZE15F400370368236
1224,1ZE15F400370683841
1225,1ZE15F400372420255
1226,1ZE15F400371401465
1227,1ZE15F400370171475
1228,1ZE15F400372594283
1229,1ZE15F400372453890
1230,1ZE15F400372054302
1232,1ZE15F400370819516
1233,1ZE15F400371893523
1236,1ZE15F400370740332
1238,1ZE15F400370743946
1240,1ZE15F400371808357
1241,1ZE15F400370957564
1242,1ZE15F400371935577
1243,1ZE15F400370806388
1244,1ZE15F400371553999
1245,1ZE15F400371682402
1247,1ZE15F400371815616
1248,1ZE15F400370297625
1249,1ZE15F400372792434
1252,1ZE15F400371884042
1253,1ZE15F400371676455
1254,1ZE15F400370393664
1261,1ZE15F400372979671
1263,1ZE15F400370698488
1264,1ZE15F400371734098
1266,1ZE15F400371790509
1270,1ZE15F400372691712
1271,1ZE15F400370981724
1273,1ZE15F400370524530
1276,1ZE15F400371104143
1280,1ZE15F400372024559
1281,1ZE15F400372709766
1285,1ZE15F400370303779
1286,1ZE15F400372270588
1291,1ZE15F400372994190
1292,1ZE15F400372378605
1293,1ZE15F400370447810
1294,1ZE15F400370945826
1298,1ZE15F400372936636
1299,1ZE15F400371404248
1301,1ZE15F400372852655
1303,1ZE15F400371905868
1304,1ZE15F400372907873
1305,1ZE15F400372522681
1306,1ZE15F400372334296
1307,1ZE15F400370446704
1309,1ZE15F400371083916
1310,1ZE15F400370189920
1312,1ZE15F400371028735
1315,1ZE15F400372784345
1317,1ZE15F400371160752
1318,1ZE15F400370981966
1319,1ZE15F400371791973
1320,1ZE15F400371454784
1322,1ZE15F400372754396
1324,1ZE15F400371994807
1326,1ZE15F400371600017
1329,1ZE15F400371714029
1330,1ZE15F400370800839
1332,1ZE15F400372244446
1333,1ZE15F400372948856
1337,1ZE15F400372938063
1339,1ZE15F400372956070
1341,1ZE15F400372066880
1342,1ZE15F400371254491
1344,1ZE15F400371022900
1346,1ZE15F400371996118
1347,1ZE15F400372518123
1348,1ZE15F400372252937
1350,1ZE15F400372784541
1351,1ZE15F400372216959
1352,1ZE15F400371774161
1353,1ZE15F400370400173
1355,1ZE15F400371358987
1356,1ZE15F400370834599
1360,1ZE15F400370531004
1361,1ZE15F400372272219
1362,1ZE15F400372602228
1363,1ZE15F400372385035
1364,1ZE15F400371404640
1367,1ZE15F400371965053
1370,1ZE15F400370490264
1371,1ZE15F400370124276
1372,1ZE15F400372331084
1373,1ZE15F400371494697
1375,1ZE15F400370519108
1376,1ZE15F400372428319
1377,1ZE15F400369645377
1378,1ZE15F400371197133
1379,1ZE15F400371104741
1381,1ZE15F400372193153
1383,1ZE15F400372086368
1384,1ZE15F400372128376
1386,1ZE15F400371983186
1387,1ZE15F400370234791
1388,1ZE15F400370987200
1390,1ZE15F400372464413
1391,1ZE15F400370610428
1392,1ZE15F400371689236
1395,1ZE15F400371884846
1397,1ZE15F400372901253
1399,1ZE15F400370562463
1400,1ZE15F400370412473
1401,1ZE15F400374248911
1405,1ZE15F400370054897
1406,1ZE15F400371935308
1407,1ZE15F400372380512
1408,1ZE15F400371534527
1409,1ZE15F400370861336
1411,1ZE15F400370744945
1412,1ZE15F400371089358
1413,1ZE15F400371918569
1414,1ZE15F400370976570
1416,1ZE15F400370327388
1417,1ZE15F400370954996
1418,1ZE15F400370363400
1419,1ZE15F400372176618
1421,1ZE15F400371738629
1423,1ZE15F400371713431
1424,1ZE15F400370685045
1426,1ZE15F400372757455
1427,1ZE15F400370154663
1428,1ZE15F400370820675
1429,1ZE15F400372019485
1430,1ZE15F400372935093
1432,1ZE15F400372271505
1433,1ZE15F400371852719
1434,1ZE15F400371222720
1438,1ZE15F400371245536
1439,1ZE15F400371705146
1440,1ZE15F400371905555
1441,1ZE15F400371270768
1444,1ZE15F400372944770
1445,1ZE15F400372391582
1446,1ZE15F400372995199
1447,1ZE15F400371659607
1448,1ZE15F400371408815
1449,1ZE15F400372986823
1450,1ZE15F400372457636
1453,1ZE15F400370805245
1454,1ZE15F400371533653
1458,1ZE15F400372266860
1459,1ZE15F400371348872
1461,1ZE15F400371443689
1462,1ZE15F400371135299
1464,1ZE15F400371527704
1465,1ZE15F400370844917
1469,1ZE15F400371030928
1470,1ZE15F400372349735
1472,1ZE15F400370985346
1473,1ZE15F400371641750
1476,1ZE15F400370142961
1479,1ZE15F400372032979
1485,1ZE15F400372175780
1487,1ZE15F400370355393
1488,1ZE15F400371875801
1490,1ZE15F400370161011
1491,1ZE15F400371355024
1494,1ZE15F400370921833
1495,1ZE15F400372245445
1496,1ZE15F400372229856
1497,1ZE15F400370899065
1505,1ZE15F400371997073
1508,1ZE15F400371587882
1510,1ZE15F400370655498
1512,1ZE15F400372703904
1514,1ZE15F400372357119
1515,1ZE15F400370959124
1517,1ZE15F400371173935
1518,1ZE15F400371585544
1520,1ZE15F400370297956
1523,1ZE15F400371535160
1524,1ZE15F400371241174
1525,1ZE15F400372679987
1526,1ZE15F400372035592
1527,1ZE15F400371012000
1528,1ZE15F400371433216
1531,1ZE15F400372843227
1533,1ZE15F400370106036
1534,1ZE15F400372005641
1535,1ZE15F400371846057
1536,1ZE15F400372051261
1538,1ZE15F400372765277
1540,1ZE15F400372452088
1541,1ZE15F400371495696
1543,1ZE15F400372800102
1545,1ZE15F400370389311
1547,1ZE15F400371007329
1552,1ZE15F400370718134
1554,1ZE15F400370505748
1555,1ZE15F400370874153
1556,1ZE15F400372447361
1557,1ZE15F400370569377
1558,1ZE15F400370904183
1560,1ZE15F400372035798
1563,1ZE15F400372068208
1566,1ZE15F400372225412
1568,1ZE15F400371451429
1570,1ZE15F400370010237
1571,1ZE15F400370085845
1572,1ZE15F400370382256
1574,1ZE15F400372723464
1577,1ZE15F400370653472
1578,1ZE15F400371036280
1581,1ZE15F400370655890
1585,1ZE15F400371816302
1586,1ZE15F400370941517
1588,1ZE15F400371175522
1590,1ZE15F400370982330
1591,1ZE15F400370745944
1594,1ZE15F400370370358
1595,1ZE15F400372879565
1596,1ZE15F400370017570
1597,1ZE15F400372848384
1600,1ZE15F400370189000
1601,1ZE15F400372044402
1604,1ZE15F400372537611
1605,1ZE15F400370179628
1606,1ZE15F400370634439
1607,1ZE15F400372486042
1608,1ZE15F400370838451
1609,1ZE15F400372915668
1611,1ZE15F400371661676
1614,1ZE15F400370340489
1617,1ZE15F400371136092
1626,1ZE15F400372752503
1627,1ZE15F400371013714
1631,1ZE15F400371463729
1632,1ZE15F400371966534
1633,1ZE15F400372306147
1635,1ZE15F400371786550
1637,1ZE15F400372831767
1640,1ZE15F400372585775
1641,1ZE15F400372512585
1644,1ZE15F400372996198
1645,1ZE15F400370940607
1646,1ZE15F400372369811
1647,1ZE15F400372027823
1648,1ZE15F400371978638
1651,1ZE15F400370206240
1652,1ZE15F400370214651
1654,1ZE15F400372627863
1655,1ZE15F400372789877
1656,1ZE15F400370364687
1657,1ZE15F400372936298
1658,1ZE15F400372608704
1660,1ZE15F400370605916
1661,1ZE15F400371871921
1664,1ZE15F400370670739
1665,1ZE15F400372186349
1667,1ZE15F400372122756
1668,1ZE15F400372303962
1669,1ZE15F400372273978
1671,1ZE15F400370363035
1674,1ZE15F400370956396
1676,1ZE15F400371756805
1678,1ZE15F400371722010
1679,1ZE15F400370996021
1681,1ZE15F400371042835
1682,1ZE15F400372246444
1685,1ZE15F400371510856
1687,1ZE15F400371860068
1688,1ZE15F400371038073
1690,1ZE15F400371108881
1694,1ZE15F400370056493
1699,1ZE15F400371384903
1700,1ZE15F400372718112
1702,1ZE15F400372400124
1708,1ZE15F400370094933
1709,1ZE15F400370386547
1710,1ZE15F400371378956
1711,1ZE15F400371296160
1712,1ZE15F400372082175
1714,1ZE15F400371000988
1718,1ZE15F400370236593
1719,1ZE15F400371493009
1720,1ZE15F400370594214
1721,1ZE15F400370084220
1728,1ZE15F400370827034
1729,1ZE15F400372606644
1730,1ZE15F400371727051
1734,1ZE15F400370612266
1735,1ZE15F400372406271
1736,1ZE15F400372573082
1738,1ZE15F400371496695
1739,1ZE15F400372081103
1741,1ZE15F400371350314
1742,1ZE15F400370048322
1745,1ZE15F400370239134
1746,1ZE15F400372906749
1747,1ZE15F400372555155
1748,1ZE15F400372808364
1749,1ZE15F400372010377
1754,1ZE15F400372825185
1757,1ZE15F400370836793
1759,1ZE15F400370149204
1761,1ZE15F400371986414
1763,1ZE15F400372292420
1764,1ZE15F400371331237
1765,1ZE15F400371286840
1767,1ZE15F400372170212
1768,1ZE15F400371884462
1769,1ZE15F400370894471
1770,1ZE15F400371757288
1771,1ZE15F400371256891
1772,1ZE15F400371697307
1773,1ZE15F400372502514
1774,1ZE15F400370816528
1775,1ZE15F400371103331
1777,1ZE15F400370746943
1780,1ZE15F400372651354
1782,1ZE15F400372058577
1783,1ZE15F400372369384
1784,1ZE15F400372756992
1788,1ZE15F400370725402
1789,1ZE15F400372898615
1790,1ZE15F400371620620
1792,1ZE15F400372555431
1793,1ZE15F400371287045
1796,1ZE15F400371919451
1797,1ZE15F400372676668
1799,1ZE15F400372502676
1800,1ZE15F400371661489
1801,1ZE15F400372337097
1802,1ZE15F400370233505
1804,1ZE15F400370174712
1805,1ZE15F400371704727
1807,1ZE15F400372687530
1811,1ZE15F400372907140
1814,1ZE15F400371667554
1815,1ZE15F400371509082
1817,1ZE15F400372226779
1819,1ZE15F400372633589
1827,1ZE15F400372997197
1832,1ZE15F400370221607
1833,1ZE15F400370330810
1834,1ZE15F400371068826
1837,1ZE15F400372607241
1839,1ZE15F400371895656
1841,1ZE15F400372988867
1842,1ZE15F400371230873
1845,1ZE15F400372285689
1847,1ZE15F400371737291
1848,1ZE15F400370689701
1849,1ZE15F400370366916
1850,1ZE15F400372712921
1851,1ZE15F400371991739
1853,1ZE15F400370387340
1855,1ZE15F400372603754
1856,1ZE15F400371464960
1859,1ZE15F400372514976
1860,1ZE15F400370617789
1861,1ZE15F400371557397
1864,1ZE15F400371637809
1870,1ZE15F400370283014
1872,1ZE15F400370637025
1874,1ZE15F400371163839
1875,1ZE15F400372247443
1878,1ZE15F400370791859
1880,1ZE15F400372821063
1883,1ZE15F400370079076
1884,1ZE15F400370629883
1885,1ZE15F400372457494
