primary,col1
4582,1ZE15F400370251129
4585,1ZE15F400370225934
4586,1ZE15F400372197542
4588,1ZE15F400371269958
4589,1ZE15F400371667161
4590,1ZE15F400372333171
4591,1ZE15F400370531988
4593,1ZE15F400371447596
4594,1ZE15F400370784009
4599,1ZE15F400370365211
4600,1ZE15F400372735228
4601,1ZE15F400372758034
4605,1ZE15F400370217649
4609,1ZE15F400370418057
4611,1ZE15F400372783266
4612,1ZE15F400371457272
4615,1ZE15F400370904085
4616,1ZE15F400371507691
4618,1ZE15F400370172107
4619,1ZE15F400372921311
4625,1ZE15F400371499325
4626,1ZE15F400370970138
4627,1ZE15F400372317742
4631,1ZE15F400374200999
4635,1ZE15F400370779364
4637,1ZE15F400372861378
4638,1ZE15F400372956187
4641,1ZE15F400372647798
4643,1ZE15F400370040204
4644,1ZE15F400372357413
4653,1ZE15F400372543426
4654,1ZE15F400370862237
4655,1ZE15F400372497843
4659,1ZE15F400370154252
4660,1ZE15F400371655469
4664,1ZE15F400370545473
4672,1ZE15F400370688284
4673,1ZE15F400371867892
4674,1ZE15F400370388303
4676,1ZE15F400371673510
4677,1ZE15F400372867523
4678,1ZE15F400372434339
4682,1ZE15F400370757940
4683,1ZE15F400370742358
4686,1ZE15F400372411569
4687,1ZE15F400370509575
4692,1ZE15F400370100381
4695,1ZE15F400372167995
4696,1ZE15F400371216406
4697,1ZE15F400370869614
4756,1ZE15F400372471629
4759,1ZE15F400372686433
4762,1ZE15F400370098046
4826,1ZE15F400371810451
4848,1ZE15F400370047663
4865,1ZE15F400372753673
5008,1ZE15F400371192487
5012,1ZE15F400372652791
5022,1ZE15F400372524509
5023,1ZE15F400372945715
5025,1ZE15F400371355720
5029,1ZE15F400371618535
5030,1ZE15F400370518145
5031,1ZE15F400370358550
5035,1ZE15F400370563766
5036,1ZE15F400371277770
5037,1ZE15F400370964583
5038,1ZE15F400370008197
5039,1ZE15F400371312605
5041,1ZE15F400371901817
5045,1ZE15F400372519828
5046,1ZE15F400372230639
5048,1ZE15F400372018244
5049,1ZE15F400372386650
5054,1ZE15F400370959866
5055,1ZE15F400372081872
5056,1ZE15F400372416680
5057,1ZE15F400370548292
5059,1ZE15F400370580701
5060,1ZE15F400370737917
5062,1ZE15F400372963928
5063,1ZE15F400371522736
5064,1ZE15F400371598343
5065,1ZE15F400371894755
5066,1ZE15F400371235967
5070,1ZE15F400372165979
5071,1ZE15F400372548789
5078,1ZE15F400372168396
5079,1ZE15F400370328805
5081,1ZE15F400372454013
5085,1ZE15F400372688020
5087,1ZE15F400372494837
5088,1ZE15F400372258440
5090,1ZE15F400371882857
5091,1ZE15F400371392065
5092,1ZE15F400371530076
5093,1ZE15F400371360885
5096,1ZE15F400371868499
5099,1ZE15F400370556907
5102,1ZE15F400371050111
5104,1ZE15F400371692124
5105,1ZE15F400372146936
5109,1ZE15F400370998547
5113,1ZE15F400372350956
5115,1ZE15F400371428160
5116,1ZE15F400370174178
5117,1ZE15F400371852988
5118,1ZE15F400372648591
5119,1ZE15F400371265005
5123,1ZE15F400372526212
5125,1ZE15F400372976227
5127,1ZE15F400370479036
5132,1ZE15F400370818642
5133,1ZE15F400370299052
5134,1ZE15F400371344269
5136,1ZE15F400371098277
5137,1ZE15F400371025087
5139,1ZE15F400371508690
5141,1ZE15F400372453103
5142,1ZE15F400370882313
5143,1ZE15F400370540325
5144,1ZE15F400370491138
5145,1ZE15F400371718749
5146,1ZE15F400371727159
5147,1ZE15F400371140363
5148,1ZE15F400371302376
5154,1ZE15F400371877185
5155,1ZE15F400371448791
5156,1ZE15F400371121204
5157,1ZE15F400372118412
5160,1ZE15F400370384423
5162,1ZE15F400372183235
5167,1ZE15F400370698844
5172,1ZE15F400370635250
5174,1ZE15F400370816466
5175,1ZE15F400370786472
5180,1ZE15F400371409289
5182,1ZE15F400372468893
5184,1ZE15F400370269307
5185,1ZE15F400370234513
5186,1ZE15F400372508527
5188,1ZE15F400372555333
5191,1ZE15F400370758949
5192,1ZE15F400370023358
5193,1ZE15F400370372561
5197,1ZE15F400372550570
5198,1ZE15F400372621387
5199,1ZE15F400371568992
5203,1ZE15F400372897401
5204,1ZE15F400371230613
5206,1ZE15F400370912629
5207,1ZE15F400372502845
5210,1ZE15F400371899045
5211,1ZE15F400372891452
5214,1ZE15F400372808668
5215,1ZE15F400370594670
5216,1ZE15F400372513486
5218,1ZE15F400371749091
5231,1ZE15F400370005501
5232,1ZE15F400372106710
5233,1ZE15F400371596729
5234,1ZE15F400372339531
5235,1ZE15F400371119146
5236,1ZE15F400370239554
5239,1ZE15F400372124763
5241,1ZE15F400370918776
5244,1ZE15F400371085585
5245,1ZE15F400370009196
5247,1ZE15F400370593608
5248,1ZE15F400372862813
5250,1ZE15F400371560829
5252,1ZE15F400371751631
5253,1ZE15F400371419241
5254,1ZE15F400371067658
5256,1ZE15F400371320865
5258,1ZE15F400370522872
5260,1ZE15F400371337688
5261,1ZE15F400372349299
5262,1ZE15F400371661701
5263,1ZE15F400370498917
5264,1ZE15F400370804924
5265,1ZE15F400372843736
5266,1ZE15F400372799348
5267,1ZE15F400372375751
5269,1ZE15F400370396965
5270,1ZE15F400372406977
5272,1ZE15F400370269781
5275,1ZE15F400372769399
5278,1ZE15F400370209809
5279,1ZE15F400371015016
5280,1ZE15F400372329024
5285,1ZE15F400372615830
5286,1ZE15F400372259449
5287,1ZE15F400371163857
5288,1ZE15F400372353060
5291,1ZE15F400370571079
5292,1ZE15F400370881887
5296,1ZE15F400371269494
5297,1ZE15F400372237909
5298,1ZE15F400371411114
5299,1ZE15F400370133122
5301,1ZE15F400371067934
5307,1ZE15F400372799544
5308,1ZE15F400370431952
5309,1ZE15F400371189160
5310,1ZE15F400371015178
5311,1ZE15F400370173982
5312,1ZE15F400370849592
5313,1ZE15F400371746003
5314,1ZE15F400371687210
5316,1ZE15F400370217229
5317,1ZE15F400371200039
5319,1ZE15F400371419643
5320,1ZE15F400370180054
5323,1ZE15F400372905268
5326,1ZE15F400370739273
5327,1ZE15F400371146081
5329,1ZE15F400371509699
5330,1ZE15F400371734105
5334,1ZE15F400371843318
5335,1ZE15F400372581322
5336,1ZE15F400370012137
5337,1ZE15F400371119744
5341,1ZE15F400370408157
5342,1ZE15F400371501366
5343,1ZE15F400372743371
5346,1ZE15F400370798183
5347,1ZE15F400370249794
5349,1ZE15F400372202204
5352,1ZE15F400371879414
5353,1ZE15F400371225423
5356,1ZE15F400370504230
5359,1ZE15F400371899849
5361,1ZE15F400371116256
5364,1ZE15F400372977468
5367,1ZE15F400371027478
5368,1ZE15F400372130283
5369,1ZE15F400370069890
5371,1ZE15F400370150309
5372,1ZE15F400371795513
5373,1ZE15F400372149522
5378,1ZE15F400372676337
5379,1ZE15F400370759948
5383,1ZE15F400372304354
5385,1ZE15F400371333566
5387,1ZE15F400371591573
5389,1ZE15F400372142387
5390,1ZE15F400370969999
5391,1ZE15F400371578409
5393,1ZE15F400371591617
5394,1ZE15F400372353622
5396,1ZE15F400370528438
5398,1ZE15F400370700045
5399,1ZE15F400370972458
5403,1ZE15F400372569668
5409,1ZE15F400371435670
5410,1ZE15F400370834482
5414,1ZE15F400372950094
5417,1ZE15F400370486500
5418,1ZE15F400371267718
5419,1ZE15F400371837727
5421,1ZE15F400370060531
5424,1ZE15F400371720147
5425,1ZE15F400370120556
5427,1ZE15F400370685769
5428,1ZE15F400370559771
5429,1ZE15F400371206588
5430,1ZE15F400370010193
5432,1ZE15F400372874604
5435,1ZE15F400370823814
5438,1ZE15F400370601821
5439,1ZE15F400371272631
5441,1ZE15F400370820246
5442,1ZE15F400372748652
5443,1ZE15F400371681869
5446,1ZE15F400371963877
5448,1ZE15F400370258686
5449,1ZE15F400371150290
5450,1ZE15F400372742701
5452,1ZE15F400370259916
5455,1ZE15F400371645925
5458,1ZE15F400371164730
5459,1ZE15F400371000344
5460,1ZE15F400372856759
5462,1ZE15F400372557966
5463,1ZE15F400372647976
5464,1ZE15F400370990787
5466,1ZE15F400370370394
5469,1ZE15F400370090802
5471,1ZE15F400372576016
5472,1ZE15F400371970029
5476,1ZE15F400372736834
5477,1ZE15F400372260446
5479,1ZE15F400370444859
5480,1ZE15F400370314061
5481,1ZE15F400372612075
5483,1ZE15F400370402886
5487,1ZE15F400370670499
5488,1ZE15F400370918909
5490,1ZE15F400371772118
5491,1ZE15F400371574127
5494,1ZE15F400372988938
5499,1ZE15F400371600544
5606,1ZE15F400371512952
5608,1ZE15F400370950169
5610,1ZE15F400371856171
5612,1ZE15F400371494982
5613,1ZE15F400372050593
5614,1ZE15F400372227009
5615,1ZE15F400370848217
5623,1ZE15F400370458228
5625,1ZE15F400371921037
5628,1ZE15F400372020642
5633,1ZE15F400370061058
5641,1ZE15F400371466262
5653,1ZE15F400370380276
5668,1ZE15F400371267085
5672,1ZE15F400371510696
5673,1ZE15F400371015105
5676,1ZE15F400372804313
5678,1ZE15F400371622324
5684,1ZE15F400372533133
5686,1ZE15F400370520749
5691,1ZE15F400372089150
5700,1ZE15F400371862360
5701,1ZE15F400371184370
5702,1ZE15F400372719184
5703,1ZE15F400372050799
5706,1ZE15F400370283201
5707,1ZE15F400370748423
5710,1ZE15F400372066424
5713,1ZE15F400371825230
5715,1ZE15F400370100845
5716,1ZE15F400371597255
5717,1ZE15F400372138463
5719,1ZE15F400371268477
5726,1ZE15F400372851281
5727,1ZE15F400370670891
5728,1ZE15F400370031303
5734,1ZE15F400370356516
5735,1ZE15F400371790527
5738,1ZE15F400372797331
5740,1ZE15F400370760945
5741,1ZE15F400371585357
5743,1ZE15F400372294562
5744,1ZE15F400370632575
5745,1ZE15F400371663389
5746,1ZE15F400370370992
5748,1ZE15F400370259407
5763,1ZE15F400371952610
5764,1ZE15F400370794623
5769,1ZE15F400372449430
5771,1ZE15F400372501042
5772,1ZE15F400372053456
5773,1ZE15F400372330665
5774,1ZE15F400372276671
5776,1ZE15F400372155480
5777,1ZE15F400371151093
5779,1ZE15F400370967508
5780,1ZE15F400370428715
5782,1ZE15F400372078724
5786,1ZE15F400370781539
5789,1ZE15F400372321148
5790,1ZE15F400370001550
5791,1ZE15F400372246766
5795,1ZE15F400370200773
5797,1ZE15F400371327582
5805,1ZE15F400370011192
5810,1ZE15F400372155604
5814,1ZE15F400371784810
5816,1ZE15F400372642828
5824,1ZE15F400370793633
5828,1ZE15F400370221241
5829,1ZE15F400371429650
5832,1ZE15F400372042860
5837,1ZE15F400370404875
5839,1ZE15F400372179688
5840,1ZE15F400372951299
5841,1ZE15F400370823707
5842,1ZE15F400370020913
5843,1ZE15F400372486926
5844,1ZE15F400370020913
5845,1ZE15F400372201349
5847,1ZE15F400370337751
5851,1ZE15F400371718963
5853,1ZE15F400372888975
5861,1ZE15F400371711782
5864,1ZE15F400370971397
5866,1ZE15F400372971802
5869,1ZE15F400371137019
5876,1ZE15F400371611023
5879,1ZE15F400372857838
5880,1ZE15F400372261445
5883,1ZE15F400372725855
5884,1ZE15F400371275067
5890,1ZE15F400371653078
5894,1ZE15F400372923882
5898,1ZE15F400370071494
5903,1ZE15F400372599902
5908,1ZE15F400372133119
5915,1ZE15F400372445201
5922,1ZE15F400371909935
5923,1ZE15F400370401547
5925,1ZE15F400372593953
5929,1ZE15F400370711168
5932,1ZE15F400372697172
5947,1ZE15F400372815981
5956,1ZE15F400370251594
5959,1ZE15F400372708007
5963,1ZE15F400370009212
5964,1ZE15F400370699227
5976,1ZE15F400372642033
5977,1ZE15F400372621645
5987,1ZE15F400372942058
5992,1ZE15F400370027265
6078,1ZE15F400370021270
6149,1ZE15F400371388089
6165,1ZE15F400371511695
6173,1ZE15F400370296108
6174,1ZE15F400370765315
6176,1ZE15F400370663327
6190,1ZE15F400372054133
6207,1ZE15F400372921740
6233,1ZE15F400370770158
6243,1ZE15F400372223361
6264,1ZE15F400372625374
6300,1ZE15F400371640180
6323,1ZE15F400370851794
6398,1ZE15F400371364201
6467,1ZE15F400371401410
6469,1ZE15F400372907426
6470,1ZE15F400370146234
6476,1ZE15F400371301840
6477,1ZE15F400372078251
6480,1ZE15F400371299461
6531,1ZE15F400371509475
6576,1ZE15F400370572283
6579,1ZE15F400371271892
6583,1ZE15F400372912303
6586,1ZE15F400371917515
6587,1ZE15F400371431521
6590,1ZE15F400372918334
6732,1ZE15F400370761944
6789,1ZE15F400370866359
6807,1ZE15F400370255563
6878,1ZE15F400372673572
6894,1ZE15F400371184389
6898,1ZE15F400372771993
6929,1ZE15F400371940409
6931,1ZE15F400372313611
6932,1ZE15F400372235625
6936,1ZE15F400371370436
6941,1ZE15F400371302045
6942,1ZE15F400370134452
6943,1ZE15F400372091665
6953,1ZE15F400370117677
6958,1ZE15F400370476486
6963,1ZE15F400372352098
6964,1ZE15F400371448504
6966,1ZE15F400372589717
6971,1ZE15F400372319722
6975,1ZE15F400371502534
6978,1ZE15F400372922141
7009,1ZE15F400372882551
7020,1ZE15F400370807761
7032,1ZE15F400372841774
7087,1ZE15F400371448586
7099,1ZE15F400370012191
7137,1ZE15F400371436606
7156,1ZE15F400372745815
7162,1ZE15F400371683821
7177,1ZE15F400370314632
7178,1ZE15F400372622242
7179,1ZE15F400370110656
7180,1ZE15F400372403863
7181,1ZE15F400371845870
7185,1ZE15F400371100683
7188,1ZE15F400371752292
7199,1ZE15F400371904707
7206,1ZE15F400372781919
7218,1ZE15F400370327922
7220,1ZE15F400370806735
7221,1ZE15F400370402340
7229,1ZE15F400370818759
7233,1ZE15F400370879961
7251,1ZE15F400370129977
7262,1ZE15F400372432788
7280,1ZE15F400371572398
7281,1ZE15F400372852806
7298,1ZE15F400372698019
7301,1ZE15F400371252028
7307,1ZE15F400372978832
7308,1ZE15F400372262444
7311,1ZE15F400372006855
7320,1ZE15F400372236062
7324,1ZE15F400370694071
7326,1ZE15F400372444882
7339,1ZE15F400372472495
7340,1ZE15F400371280908
7342,1ZE15F400372494113
7347,1ZE15F400371456120
7349,1ZE15F400370830931
8855,1ZE15F400372322745
8862,1ZE15F400372451150
8958,1ZE15F400370472168
9894,1ZE15F400370538178
