STORE,ITEM_NUMBER,UPC,DEPARTMENT,ITEM_DESCRIPTION,RETAIL_PRICE,VENDOR_ID,VENDOR_NAME,ONHAND_QTY
1902,7000323,15260.00,67,CLEAR BALLOON STIX,0.02,265523,BALLOONS ARE EVERYWHERE,0
5416,7000010,7470830094680.00,67,80 GRAM BALLOON WEIG,0.02,102254,CHERYL LANKFORD,0
5416,7000008,7470830163120.00,67,8 GRAM CLIP-N-WEIGHT,0.02,102254,CHERYL LANKFORD,0
2157,7000070,607772290930.00,89,PIKACKU KIT,0.02,791082,"DECOPAC, INC.",12
34,7000014,86876162240.00,98,SPOONULA,0.02,791082,"DECOPAC, INC.",2
34,7000015,607772027030.00,98,SLFRIENDS,0.02,791082,"DECOPAC, INC.",2
34,7000016,607772217060.00,98,LAYON BEE CUTIES,0.02,791082,"DECOPAC, INC.",1
34,7000017,607772280350.00,98,LAYON-PACKED PARTY-H,0.02,791082,"DECOPAC, INC.",3
34,7000011,817987008440.00,98,JUMBOCURLS CHOCOLATE,0.02,791082,"DECOPAC, INC.",2
34,7000009,607772148120.00,98,ICING SCRAPER,0.02,791082,"DECOPAC, INC.",30
34,7000023,607772255050.00,98,SUMMERFUN,0.02,791082,"DECOPAC, INC.",2
34,7000025,607772280360.00,98,LAYON-PACKED PARTY-C,0.02,791082,"DECOPAC, INC.",2
34,7000028,607772279200.00,98,CAKE KIT ENCANTO,0.02,791082,"DECOPAC, INC.",9
34,7000005,607772232910.00,98,MICKEY CREATIONS,0.02,791082,"DECOPAC, INC.",30
34,7000039,607772276060.00,98,BABY WHALE GREY,0.02,791082,"DECOPAC, INC.",3
34,7000040,21466017860.00,98,FLAG RINGS,0.02,791082,"DECOPAC, INC.",2
34,7000041,607772207770.00,98,HMS,0.02,791082,"DECOPAC, INC.",1
34,7000042,616246370530.00,98,THERMOPLASTIC SCRAPE,0.02,791082,"DECOPAC, INC.",2
34,7000043,607772227060.00,98,FUSION MIX-UNICORN,0.02,791082,"DECOPAC, INC.",5
34,7000044,607772060880.00,98,HOTWHEELS DRIFT,0.02,791082,"DECOPAC, INC.",4
34,7000045,607772218730.00,98,RINGS-ST PATRICKS DA,0.02,791082,"DECOPAC, INC.",5
34,7000046,607772063680.00,98,DECOPICS EASTER EGG,0.02,791082,"DECOPAC, INC.",2
34,7000047,607772254430.00,98,RINGS CUTE BUNNY,0.02,791082,"DECOPAC, INC.",6
34,7000050,607772232660.00,98,POP TOPS RAINBOW,0.02,791082,"DECOPAC, INC.",1
34,7000057,607772149400.00,98,POPTOPS BUNNY WHITE,0.02,791082,"DECOPAC, INC.",6
34,7000058,607772287960.00,98,LOVEALWAYSWINDS,0.02,791082,"DECOPAC, INC.",1
34,7000060,607772285140.00,98,STRAWBERRY TOP,0.02,791082,"DECOPAC, INC.",1
34,7000001,607772255020.00,98,HAPPYFATHERSDAY,0.02,791082,"DECOPAC, INC.",1
34,7000069,607772166920.00,98,PASTRY BAGS,0.02,791082,"DECOPAC, INC.",32
34,7000070,2706328052820.00,98,UNICORNSPRINKLES,0.02,791082,"DECOPAC, INC.",2
34,7000071,607772287820.00,98,FDTOPPER,0.02,791082,"DECOPAC, INC.",1
34,7000072,607772292980.00,98,SCHOOLPOPTOP,0.02,791082,"DECOPAC, INC.",1
34,7000152,607772296640.00,98,CAKE BOX BARREL,0.02,791082,"DECOPAC, INC.",4
34,7000073,21466055690.00,98,FLAGLAYON,0.02,791082,"DECOPAC, INC.",1
34,7000074,607772070950.00,98,GUMPASTE WH CROSS,0.02,791082,"DECOPAC, INC.",1
34,7000075,607772228570.00,98,FUSION MIX SPRINKLES,0.02,791082,"DECOPAC, INC.",5
34,7000077,607772088230.00,98,RINGS 3D BASEBALL,0.02,791082,"DECOPAC, INC.",1
34,7000079,607772263400.00,98,CUPCAKE LAYON GOLD,0.02,791082,"DECOPAC, INC.",3
34,7000080,607772227550.00,98,AVENGERS UNIFY,0.02,791082,"DECOPAC, INC.",3
34,7000082,607772276780.00,98,LAYON OH BABY,0.02,791082,"DECOPAC, INC.",1
34,7000084,607772241130.00,98,GEL COLOR SUNFLOWER,0.02,791082,"DECOPAC, INC.",1
34,7000085,21466042540.00,98,COPY CONF PRINT 2 IN,0.02,791082,"DECOPAC, INC.",3
34,7000087,607772285480.00,98,LAYON GRAD ICON,0.02,791082,"DECOPAC, INC.",1
34,7000088,607772052620.00,98,PO EXT 14 SHEET,0.02,791082,"DECOPAC, INC.",4
34,7000089,21466042570.00,98,PO STRIP W GAP,0.02,791082,"DECOPAC, INC.",3
34,7000091,93044484430.00,98,STAR SUGER CANDY,0.02,791082,"DECOPAC, INC.",6
34,7000092,607772290190.00,98,RINGS THREES A CHARM,0.02,791082,"DECOPAC, INC.",1
34,7000117,607772292830.00,98,RINGS LITTLE FARM AN,0.02,791082,"DECOPAC, INC.",3
34,7000123,607772292050.00,98,RINGS POKEMON,0.02,791082,"DECOPAC, INC.",2
34,7000124,607772292500.00,98,RINGS SONIC,0.02,791082,"DECOPAC, INC.",2
34,7000126,607772294000.00,98,RINGS UNICORN MAGIC,0.02,791082,"DECOPAC, INC.",2
34,7000127,607772278740.00,98,RINGS ENCANTO,0.02,791082,"DECOPAC, INC.",2
34,7000129,607772290930.00,98,POKEMON PLAY,0.02,791082,"DECOPAC, INC.",7
34,7000130,607772292790.00,98,SONIC THE HEDGEHOG,0.02,791082,"DECOPAC, INC.",16
34,7000131,607772293340.00,98,RINGS GABBYS DOLLHSE,0.02,791082,"DECOPAC, INC.",2
34,7000132,607772293390.00,98,LITTLE PEOPLE FARM,0.02,791082,"DECOPAC, INC.",4
34,7000133,607772294810.00,98,NIGHTMARE BEFORE CHR,0.02,791082,"DECOPAC, INC.",4
34,7000134,607772293310.00,98,GABBYS DOLLHOUSE,0.02,791082,"DECOPAC, INC.",4
34,7000135,607772288580.00,98,RINGS NERF,0.02,791082,"DECOPAC, INC.",1
34,7000136,607772065100.00,98,RING HARRY POTTER,0.02,791082,"DECOPAC, INC.",1
34,7000138,607772293380.00,98,RINGS JACK SALLY,0.02,791082,"DECOPAC, INC.",2
34,7000139,607772293280.00,98,MINIONS FART BUBBLE,0.02,791082,"DECOPAC, INC.",4
34,7000143,607772271690.00,98,BTS RINGS,0.02,791082,"DECOPAC, INC.",4
34,7000146,607772229430.00,98,FUSION MIX SPRINLES,0.02,791082,"DECOPAC, INC.",9
34,7000147,607772284810.00,98,SUGAR STRAWB,0.02,791082,"DECOPAC, INC.",1
34,7000149,607772217640.00,98,MEGA HAT GRAD,0.02,791082,"DECOPAC, INC.",2
34,7000150,607772139840.00,98,DOWELL ROD,0.02,791082,"DECOPAC, INC.",2
34,7000151,21466057260.00,98,LAYON CONGRADULATIIN,0.02,791082,"DECOPAC, INC.",3
776,7000019,607772581990.00,98,WEDDING CAKE SET,0.02,791082,"DECOPAC, INC.",2
776,7000085,607772166920.00,98,PASTRY BAG,0.02,791082,"DECOPAC, INC.",48
776,7000099,607772284800.00,98,SUGAR LEMONS,0.02,791082,"DECOPAC, INC.",3
776,7000102,607772285130.00,98,LEMON POP TOPS,0.02,791082,"DECOPAC, INC.",1
776,7000105,607772229430.00,98,GRADUATION FUSION MI,0.02,791082,"DECOPAC, INC.",12
776,7000107,607772287610.00,98,CONGRATS GRAD LAYON,0.02,791082,"DECOPAC, INC.",3
776,7000108,607772285440.00,98,CONGRATS GRAD GOLD L,0.02,791082,"DECOPAC, INC.",5
776,7000109,607772285910.00,98,GRAD HAT RINGS,0.02,791082,"DECOPAC, INC.",4
776,7000112,21466057260.00,98,CONGRATULATIONS LAYO,0.02,791082,"DECOPAC, INC.",11
776,7000114,607772283880.00,98,2023 DECOPICS,0.02,791082,"DECOPAC, INC.",7
1731,7000004,607772284800.00,98,SUGAR LEMONS,0.02,791082,"DECOPAC, INC.",1
1731,7000008,607772280530.00,98,MICKEY MOUSE FUNHOUS,0.02,791082,"DECOPAC, INC.",3
1731,7000009,607772254430.00,98,RINGS CUTE BUNNY FAC,0.02,791082,"DECOPAC, INC.",4
1731,7000010,607772255020.00,98,DECOPICS FATHERS DAY,0.02,791082,"DECOPAC, INC.",1
1731,7000012,607772207770.00,98,MOTHERS DAY SIGN,0.02,791082,"DECOPAC, INC.",1
1731,7000003,607772285130.00,98,POP TARTS LEMON,0.02,791082,"DECOPAC, INC.",1
1731,7000018,607772229430.00,98,FUSION MIX GRAD,0.02,791082,"DECOPAC, INC.",4
1731,7000021,607772285140.00,98,STRAWBERRY,0.02,791082,"DECOPAC, INC.",1
1731,7000023,607772027030.00,98,DECOPICS SEALIFEFRIE,0.02,791082,"DECOPAC, INC.",1
1731,7000025,607772284810.00,98,SUGAR STRAWBERRY,0.02,791082,"DECOPAC, INC.",1
1731,7000002,607772293390.00,98,LITTLE PEOPLE,0.02,791082,"DECOPAC, INC.",7
1731,7000029,607772296640.00,98,CAKE BOX BARREL WHT,0.02,791082,"DECOPAC, INC.",4
1731,7000030,607772287610.00,98,GRAD BANNER,0.02,791082,"DECOPAC, INC.",1
1731,7000033,607772093500.00,98,CAKE FORM 738 1138,0.02,791082,"DECOPAC, INC.",17
1731,7000039,21466017860.00,98,RINGS AMERICAN FLAG,0.02,791082,"DECOPAC, INC.",1
1731,7000040,607772285480.00,98,LAYON GRAD ICON ASST,0.02,791082,"DECOPAC, INC.",1
1731,7000042,607772217640.00,98,MEGA HAT GRAD,0.02,791082,"DECOPAC, INC.",1
1731,7000046,607772292980.00,98,POPTOPSREADYSCHOOL,0.02,791082,"DECOPAC, INC.",1
1731,7000049,607772052620.00,98,PHOTOCAKE QTREXTD,0.02,791082,"DECOPAC, INC.",11
1731,7000001,93044451480.00,98,SUGAR BUMBLE BEES,0.02,791082,"DECOPAC, INC.",2
1731,7000051,607772117260.00,98,DECOPICS HAPPYBDAY,0.02,791082,"DECOPAC, INC.",24
1731,7000052,607772110230.00,98,CAKE ICER 789,0.02,791082,"DECOPAC, INC.",11
1731,7000054,607772110260.00,98,4 PIPING,0.02,791082,"DECOPAC, INC.",6
1731,7000055,607772131790.00,98,DECOPICSBUTTERFLY,0.02,791082,"DECOPAC, INC.",18
1731,7000057,607772149400.00,98,POP TOPS BUNNY,0.02,791082,"DECOPAC, INC.",5
1731,7000059,607772287820.00,98,LAYONFATHERSDAY,0.02,791082,"DECOPAC, INC.",1
1731,7000062,607772287960.00,98,RINGS LOVE ALWAYSWIN,0.02,791082,"DECOPAC, INC.",1
1731,7000063,607772266980.00,98,BABY SHARK,0.02,791082,"DECOPAC, INC.",2
1731,7000065,607772150940.00,98,POPTOPSBUNNYBRN,0.02,791082,"DECOPAC, INC.",3
1731,7000066,607772255050.00,98,RINGSSUMMERTREATS,0.02,791082,"DECOPAC, INC.",4
1731,7000067,607772060880.00,98,HOTWHEELS DRIFT,0.02,791082,"DECOPAC, INC.",17
1731,7000068,21466055690.00,98,LAYONFLAG ADORNMENT,0.02,791082,"DECOPAC, INC.",1
1731,7000070,817987004290.00,98,CHOC MIKADO DARK WHT,0.02,791082,"DECOPAC, INC.",2
1731,7000071,607772148120.00,98,DECORATORS PLASTIC,0.02,791082,"DECOPAC, INC.",3
1731,7000072,607772213510.00,98,NONPAREILS WHITE PRL,0.02,791082,"DECOPAC, INC.",4
1731,7000073,607772290190.00,98,RINGSTHREESACHARM,0.02,791082,"DECOPAC, INC.",1
1731,7000086,607772581990.00,98,WEDDING CAKE KIT,0.02,791082,"DECOPAC, INC.",4
1731,7000087,607772263400.00,98,LAYON LUCKY GOLD,0.02,791082,"DECOPAC, INC.",3
1731,7000088,607772285910.00,98,GRAD RINGS,0.02,791082,"DECOPAC, INC.",2
1731,7000089,607772063680.00,98,DECOPICS EASTER,0.02,791082,"DECOPAC, INC.",1
1731,7000090,21466057260.00,98,CONGRATS SCRIPT,0.02,791082,"DECOPAC, INC.",4
1731,7000091,607772253370.00,98,DIPLOMA ICON,0.02,791082,"DECOPAC, INC.",1
1731,7000092,607772283880.00,98,2023 PICS,0.02,791082,"DECOPAC, INC.",1
1731,7000093,607772285440.00,98,CONGRATS GRAD GOLD,0.02,791082,"DECOPAC, INC.",2
1731,7000094,607772274180.00,98,GRAD STAND KIT,0.02,791082,"DECOPAC, INC.",1
1731,7000095,6077720933480.00,98,CAKE FORM 6X35,0.02,791082,"DECOPAC, INC.",6
1731,7000097,6077720933790.00,98,CAKE FORM 10X35,0.02,791082,"DECOPAC, INC.",6
1731,7000099,607772166920.00,98,PASTRT BAG 18,0.02,791082,"DECOPAC, INC.",28
1731,7000100,607772293380.00,98,HELLO KITTY RINGS,0.02,791082,"DECOPAC, INC.",1
1731,7000105,607772279200.00,98,CAKE KIT ENCANTO,0.02,791082,"DECOPAC, INC.",9
1731,7000107,607772294810.00,98,NIGHMARE DECOSET,0.02,791082,"DECOPAC, INC.",6
1731,7000112,607772293340.00,98,GABBYS DOLLHOUSE,0.02,791082,"DECOPAC, INC.",1
1731,7000114,607772293280.00,98,MINIONSFARTBLASTER,0.02,791082,"DECOPAC, INC.",4
1731,7000115,607772292500.00,98,RINGS SONIC,0.02,791082,"DECOPAC, INC.",1
1731,7000116,607772292790.00,98,SONIC DECOSET,0.02,791082,"DECOPAC, INC.",7
1731,7000118,607772065100.00,98,RINGS HARRY POTTER,0.02,791082,"DECOPAC, INC.",1
1731,7000119,112188178180.00,98,MONSTERJAMDECOSETFT,0.02,791082,"DECOPAC, INC.",1
1731,7000121,607772290930.00,98,POKEMON PLAY,0.02,791082,"DECOPAC, INC.",7
1731,7000122,607772293310.00,98,GABBYS DECOSET,0.02,791082,"DECOPAC, INC.",4
1731,7000123,607772292050.00,98,RINGS POKEMON,0.02,791082,"DECOPAC, INC.",1
1731,7000126,607772278740.00,98,ENCANTO RINGS,0.02,791082,"DECOPAC, INC.",1
1731,7000127,607772292830.00,98,RINGS LITTLE PEOPLE,0.02,791082,"DECOPAC, INC.",1
1731,7000128,607772294000.00,98,AFROUNICORN RINGS,0.02,791082,"DECOPAC, INC.",1
1731,7000129,607772288580.00,98,RINGS NERF,0.02,791082,"DECOPAC, INC.",1
1731,7000130,607772139840.00,98,DOWELL RODS,0.02,791082,"DECOPAC, INC.",2
1902,7000084,607772287610.00,98,CONGRATS GRAD COLOR,0.02,791082,"DECOPAC, INC.",1
1902,7000085,607772229430.00,98,FUSION MIX GRADUAT,0.02,791082,"DECOPAC, INC.",6
1902,7000000,607772063680.00,98,DECORATED EASTER EGG,0.02,791082,"DECOPAC, INC.",3
1902,7000022,607772290190.00,98,RINGS 3S A CHARM,0.02,791082,"DECOPAC, INC.",2
1902,7000034,6077721182560.00,98,DINOSAUR PALS,0.02,791082,"DECOPAC, INC.",10
1902,7000041,607772263400.00,98,LAYON GOLD LUCKY,0.02,791082,"DECOPAC, INC.",3
1902,7000048,607772283880.00,98,DECOPICS 2023,0.02,791082,"DECOPAC, INC.",5
1902,7000155,607772110280.00,98,PIPING TUBE,0.02,791082,"DECOPAC, INC.",8
1902,7000157,607772110460.00,98,104 ROSE,0.02,791082,"DECOPAC, INC.",5
1902,7000158,607772110310.00,98,8 PIPING TUBE,0.02,791082,"DECOPAC, INC.",5
1902,7000159,817987004290.00,98,MIKADO WHITE,0.02,791082,"DECOPAC, INC.",1
1902,7000160,817987109750.00,98,DOMINO SQUARE,0.02,791082,"DECOPAC, INC.",3
1902,7000009,607772254430.00,98,RINGS CUTE BUNNY FAC,0.02,791082,"DECOPAC, INC.",9
1902,7000074,607772284600.00,98,RINGS LA MEJOR MAMA,0.02,791082,"DECOPAC, INC.",1
1902,7000077,607772285910.00,98,RINGS BRIGHT GRAD HA,0.02,791082,"DECOPAC, INC.",2
1902,7000079,607772285440.00,98,CONGRATS GRAD GOLD,0.02,791082,"DECOPAC, INC.",1
1902,7000082,21466057260.00,98,CONGRATS SCRIPT,0.02,791082,"DECOPAC, INC.",3
1995,7000018,607772285910.00,98,GRAD RINGS,0.02,791082,"DECOPAC, INC.",2
1995,7000019,607772063680.00,98,EASTEREGGPICK,0.02,791082,"DECOPAC, INC.",3
1995,7000022,607772263400.00,98,GOLDLUCKY,0.02,791082,"DECOPAC, INC.",2
1995,7000023,607772217060.00,98,BEE CUTIES,0.02,791082,"DECOPAC, INC.",2
1995,7000024,607772279870.00,98,LIGHTYEAR,0.02,791082,"DECOPAC, INC.",3
1995,7000011,607772218730.00,98,ST PATRICKSVRONGS,0.02,791082,"DECOPAC, INC.",3
1995,7000026,607772290190.00,98,CHARMASSORT,0.02,791082,"DECOPAC, INC.",2
1995,7000029,607772134120.00,98,BABYBOYSHOES,0.02,791082,"DECOPAC, INC.",4
1995,7000036,607772150940.00,98,BUNNYFACE,0.02,791082,"DECOPAC, INC.",2
1995,7000040,607772232660.00,98,RAINBOWPOPTOP,0.02,791082,"DECOPAC, INC.",1
1995,7000041,607772227060.00,98,UNICORNSPRINKLEMIX,0.02,791082,"DECOPAC, INC.",20
1995,7000043,93044451480.00,98,SUGARBUBMLEBEES,0.02,791082,"DECOPAC, INC.",4
1995,7000045,607772149400.00,98,BUNNYFACE WHITE POP,0.02,791082,"DECOPAC, INC.",5
1995,7000046,607772289010.00,98,GOLD PEARL CANDY,0.02,791082,"DECOPAC, INC.",2
1995,7000047,607772292870.00,98,BUBBLE GUM,0.02,791082,"DECOPAC, INC.",1
1995,7000048,607772288580.00,98,NERF RINGS,0.02,791082,"DECOPAC, INC.",1
1995,7000049,607772292500.00,98,SONIC RINGS,0.02,791082,"DECOPAC, INC.",7
1995,7000050,607772292830.00,98,LITTLE PEOPLE,0.02,791082,"DECOPAC, INC.",1
1995,7000051,607772232910.00,98,MICKEY,0.02,791082,"DECOPAC, INC.",3
1995,7000052,607772217640.00,98,MEGA GRAD HAT,0.02,791082,"DECOPAC, INC.",3
1995,7000053,607772292050.00,98,POKEMAN RINGS,0.02,791082,"DECOPAC, INC.",1
1995,7000054,607772292790.00,98,SONIC,0.02,791082,"DECOPAC, INC.",15
1995,7000056,607772293340.00,98,GABBY RINGS,0.02,791082,"DECOPAC, INC.",1
1995,7000057,607772293380.00,98,HELLO KITTYVRINGS,0.02,791082,"DECOPAC, INC.",3
1995,7000060,607772065100.00,98,HP RINGS,0.02,791082,"DECOPAC, INC.",1
1995,7000066,607772293310.00,98,GABBY,0.02,791082,"DECOPAC, INC.",11
1995,7000069,607772294810.00,98,NIGHTMR CHRISTMAS,0.02,791082,"DECOPAC, INC.",8
1995,7000072,607772293390.00,98,LP BARNYARD,0.02,791082,"DECOPAC, INC.",4
1995,7000073,607772278740.00,98,ENCANTO RING,0.02,791082,"DECOPAC, INC.",1
1995,7000077,607772230570.00,98,JURASSIC WORLD RINGS,0.02,791082,"DECOPAC, INC.",1
1995,7000079,607772279200.00,98,ENCANTO,0.02,791082,"DECOPAC, INC.",10
1995,7000083,607772294000.00,98,AFRO UNICORN RINGS,0.02,791082,"DECOPAC, INC.",1
1995,7000084,607772284600.00,98,LA MEJOR MAMA,0.02,791082,"DECOPAC, INC.",1
1995,7000086,607772207770.00,98,MOTHERS DAY,0.02,791082,"DECOPAC, INC.",1
1995,7000087,607772290930.00,98,POKEMON,0.02,791082,"DECOPAC, INC.",21
1995,7000088,607772285140.00,98,STRAWBERRY POP,0.02,791082,"DECOPAC, INC.",1
1995,7000089,607772284810.00,98,SUGAR STRAWBERRIES,0.02,791082,"DECOPAC, INC.",1
1995,7000090,607772284780.00,98,LAYON FELIZ DIA DE L,0.02,791082,"DECOPAC, INC.",1
1995,7000091,607772285480.00,98,GRAD ICON,0.02,791082,"DECOPAC, INC.",1
1995,7000092,607772293280.00,98,MINION,0.02,791082,"DECOPAC, INC.",8
1995,7000093,607772229430.00,98,GRAD SPRINKLE MIX,0.02,791082,"DECOPAC, INC.",7
1995,7000095,607772296640.00,98,BARREL CAKE BOX,0.02,791082,"DECOPAC, INC.",4
1995,7000096,607772166940.00,98,OASTRY BAGS,0.02,791082,"DECOPAC, INC.",7
1995,7000098,607772232920.00,98,MINNIE CRATIONS,0.02,791082,"DECOPAC, INC.",18
1995,7000101,607772255050.00,98,COOL SUMMER TREATS,0.02,791082,"DECOPAC, INC.",6
1995,7000102,607772287960.00,98,LOVE ALWAYS WINS,0.02,791082,"DECOPAC, INC.",1
1995,7000103,607772232410.00,98,WEDDING CAKE COMP,0.02,791082,"DECOPAC, INC.",15
1995,7000104,607772139840.00,98,DOWEL RODS,0.02,791082,"DECOPAC, INC.",2
1995,7000106,607772093500.00,98,7X11CAKE MOLD,0.02,791082,"DECOPAC, INC.",11
1995,7000107,607772285130.00,98,POP TOPS LEMON,0.02,791082,"DECOPAC, INC.",1
1995,7000108,607772093370.00,98,CAKE FORM,0.02,791082,"DECOPAC, INC.",2
1995,7000109,607772284800.00,98,SUGAR LEMONS,0.02,791082,"DECOPAC, INC.",1
1995,7000111,607772060880.00,98,HOT WHEELS DRIFT,0.02,791082,"DECOPAC, INC.",9
1995,7000113,607772237260.00,98,EMOJI-I AM,0.02,791082,"DECOPAC, INC.",1
1995,7000116,607772093340.00,98,CAKE MOD,0.02,791082,"DECOPAC, INC.",2
1995,7000118,21466017860.00,98,AMERICAN FLAG,0.02,791082,"DECOPAC, INC.",3
1995,7000120,607772292980.00,98,READY FOR SCHOOL,0.02,791082,"DECOPAC, INC.",1
1995,7000124,607772266980.00,98,BABY SHARK FAMILY FU,0.02,791082,"DECOPAC, INC.",20
1995,7000125,607772109700.00,98,TIP 825 OPEN STAR,0.02,791082,"DECOPAC, INC.",5
1995,7000126,607772255020.00,98,HAPPY FATHERS DAY,0.02,791082,"DECOPAC, INC.",1
1995,7000133,607772287820.00,98,HAPPY FATHERSDAYPLAQ,0.02,791082,"DECOPAC, INC.",1
1995,7000134,21466055690.00,98,US FLAG ADORNMENT,0.02,791082,"DECOPAC, INC.",1
1995,7000016,607772254430.00,98,BUNNY FACES,0.02,791082,"DECOPAC, INC.",4
1995,7000136,607772166920.00,98,18IN PASTRY BAG,0.02,791082,"DECOPAC, INC.",4
1995,7000017,607772027030.00,98,SEA LIFE FRIENDS,0.02,791082,"DECOPAC, INC.",2
1995,7000153,607772052620.00,98,PHOTOCAKE PRINT-ONS,0.02,791082,"DECOPAC, INC.",29
2157,7000203,607772065100.00,98,RINGS-HARRY POTTER,0.02,791082,"DECOPAC, INC.",3
2157,7000204,607772293390.00,98,LITTLE PEOPLE-BARNYA,0.02,791082,"DECOPAC, INC.",10
2157,7000217,607772292830.00,98,RINGS-LITTLE PEOPLE,0.02,791082,"DECOPAC, INC.",3
2157,7000220,607772279200.00,98,ENCANTO KIT,0.02,791082,"DECOPAC, INC.",10
2157,7000223,607772292500.00,98,RINGS-SONIC THE HEDG,0.02,791082,"DECOPAC, INC.",3
2157,7000078,607772288580.00,98,NERF RIMGS,0.02,791082,"DECOPAC, INC.",3
2157,7000075,607772232920.00,98,MINNIE CREATION,0.02,791082,"DECOPAC, INC.",10
2157,7000233,607772292790.00,98,SONIC THE HEDGEHOG K,0.02,791082,"DECOPAC, INC.",14
2157,7000063,607772110260.00,98,TIP 4,0.02,791082,"DECOPAC, INC.",5
