Primary key,Division,Region,Market,Facility,Bucket
87,B,6,87,2404,FSR Investment -$14
194,F,17,194,2405,GI Only
488,O,72,488,2406,FSR Investment -$14
293,F,75,293,2412,GI Only
500,O,59,500,2414,FSR Investment -$14
196,E,53,196,2417,GI Only
455,M,56,455,2418,GI Only
285,F,75,285,2419,GI Only
235,E,20,235,2420,FSR Investment -$14
436,E,53,436,2421,GI Only
477,M,60,477,2422,GI Only
187,F,17,187,2424,GI Only
495,O,59,495,2425,GI Only
217,E,21,217,2426,GI Only
52,B,5,52,2427,FSR Investment -$14
409,B,44,409,2428,FSR Investment -$14
223,E,21,223,2429,GI Only
492,O,72,492,2431,FSR Investment -$14
433,M,47,433,2432,GI Only
561,O,64,561,2433,FSR Investment -$14
196,E,53,196,2434,FSR Investment -$14
282,F,75,282,2435,GI Only
293,F,75,293,2436,GI Only
286,F,75,286,2437,GI Only
291,F,75,291,2438,FSR Investment -$14
60,B,6,60,2439,FSR Investment -$14
294,A,2,294,2440,GI Only
223,E,21,223,2441,GI Only
485,O,59,485,2442,GI Only
430,M,47,430,2443,GI Only
189,F,17,189,2444,GI Only
170,F,22,170,2445,GI Only
170,F,22,170,2446,GI Only
225,E,21,225,2447,GI Only
423,M,52,423,2448,GI Only
471,M,60,471,2450,GI Only
526,O,64,526,2451,FSR Investment -$14
444,E,53,444,2452,FSR Investment -$14
392,M,56,392,2453,GI Only
383,M,47,383,2455,GI Only
455,M,56,455,2457,GI Only
451,M,56,451,2458,GI Only
115,A,9,115,2459,GI Only
285,F,75,285,2460,GI Only
53,B,5,53,2463,FSR Investment -$14
454,M,56,454,2464,GI Only
554,O,59,554,2465,FSR Investment -$14
44,B,5,44,2466,FSR Investment -$14
552,O,61,552,2468,GI Only
467,M,60,467,2469,GI Only
217,E,21,217,2471,GI Only
308,F,26,308,2472,FSR Investment -$14
470,M,60,470,2473,GI Only
320,F,75,320,2474,FSR Investment -$14
20,A,2,20,2475,FSR Investment -$14
475,M,60,475,2476,GI Only
468,M,56,468,2477,GI Only
459,M,57,459,2479,GI Only
226,F,17,226,2480,GI Only
232,F,22,232,2481,GI Only
371,B,46,371,2482,GI Only
394,M,57,394,2483,GI Only
118,A,9,118,2484,GI Only
474,M,60,474,2485,GI Only
512,O,61,512,2486,GI Only
515,O,61,515,2487,GI Only
566,O,59,566,2488,FSR Investment -$14
362,E,40,362,2490,GI Only
246,E,21,246,2491,GI Only
475,M,60,475,2492,GI Only
200,E,19,200,2493,GI Only
460,M,57,460,2494,GI Only
466,M,57,466,2495,GI Only
124,F,4,124,2496,GI Only
174,F,17,174,2497,GI Only
96,O,72,96,2499,GI Only
231,F,22,231,2502,GI Only
174,F,17,174,2503,GI Only
188,F,17,188,2504,GI Only
62,B,6,62,2505,FSR Investment -$14
215,E,20,215,2506,FSR Investment -$14
447,M,57,447,2507,GI Only
399,M,56,399,2508,GI Only
439,E,53,439,2509,FSR Investment -$14
440,E,53,440,2510,GI Only
582,M,54,582,2511,GI Only
369,B,46,369,2512,GI Only
18,A,2,18,2513,FSR Investment -$14
285,F,75,285,2514,GI Only
371,B,46,371,2515,GI Only
514,M,60,514,2516,GI Only
466,M,57,466,2517,GI Only
558,F,22,558,2518,GI Only
233,F,22,233,2519,GI Only
291,F,75,291,2520,FSR Investment -$14
196,E,53,196,2522,FSR Investment -$14
464,M,57,464,2523,GI Only
446,M,57,446,2526,GI Only
460,M,57,460,2527,GI Only
232,F,22,232,2528,GI Only
289,F,75,289,2529,FSR Investment -$14
181,F,16,181,2530,GI Only
164,F,17,164,2531,GI Only
263,E,53,263,2532,FSR Investment -$14
14,A,14,14,2533,GI Only
7,A,14,7,2534,FSR Investment -$14
232,F,22,232,2535,GI Only
581,M,57,581,2536,GI Only
457,M,56,457,2537,GI Only
478,M,60,478,2538,GI Only
474,M,60,474,2539,GI Only
229,E,20,229,2540,GI Only
208,E,20,208,2541,FSR Investment -$14
222,E,21,222,2542,FSR Investment -$14
226,F,17,226,2543,GI Only
238,E,19,238,2544,GI Only
196,E,53,196,2545,FSR Investment -$14
464,M,57,464,2546,GI Only
164,F,17,164,2547,GI Only
316,E,20,316,2548,FSR Investment -$14
474,M,60,474,2549,GI Only
476,M,60,476,2550,GI Only
280,F,75,280,2551,GI Only
476,M,60,476,2552,GI Only
453,M,56,453,2553,GI Only
368,B,46,368,2554,GI Only
284,F,75,284,2555,GI Only
447,M,57,447,2556,GI Only
447,M,57,447,2557,GI Only
206,E,19,206,2558,GI Only
206,E,19,206,2559,GI Only
285,F,75,285,2560,GI Only
228,F,17,228,2561,GI Only
406,M,47,406,2562,FSR Investment -$14
580,E,25,580,2563,FSR Investment -$14
286,F,75,286,2564,GI Only
315,F,75,315,2565,FSR Investment -$14
280,F,75,280,2566,GI Only
200,E,19,200,2567,GI Only
446,M,57,446,2568,GI Only
514,M,60,514,2571,GI Only
218,E,21,218,2572,FSR Investment -$14
234,F,22,234,2574,GI Only
326,A,42,326,2575,FSR Investment -$14
316,E,20,316,2576,FSR Investment -$14
281,F,75,281,2577,GI Only
429,M,47,429,2579,FSR Investment -$14
300,F,26,300,2580,FSR Investment -$14
191,F,17,191,2581,GI Only
174,F,17,174,2582,GI Only
172,F,17,172,2583,GI Only
20,A,2,20,2584,FSR Investment -$14
173,F,17,173,2585,GI Only
195,F,17,195,2586,GI Only
326,A,42,326,2587,FSR Investment -$14
235,E,20,235,2588,GI Only
550,O,61,550,2590,GI Only
109,A,9,109,2591,FSR Investment -$14
394,M,57,394,2592,GI Only
396,M,57,396,2593,GI Only
471,M,60,471,2594,GI Only
471,M,60,471,2595,GI Only
471,M,60,471,2596,GI Only
228,F,17,228,2597,FSR Investment -$14
454,M,56,454,2598,GI Only
86,B,6,86,2599,FSR Investment -$14
339,E,40,339,2600,GI Only
227,E,20,227,2603,GI Only
174,F,17,174,2604,GI Only
218,E,21,218,2605,FSR Investment -$14
383,M,47,383,2607,GI Only
382,M,47,382,2608,GI Only
465,M,57,465,2609,GI Only
316,E,20,316,2610,FSR Investment -$14
235,E,20,235,2611,FSR Investment -$14
505,B,46,505,2612,FSR Investment -$14
213,E,19,213,2613,FSR Investment -$14
168,F,22,168,2614,GI Only
27,A,3,27,2615,FSR Investment -$14
339,E,40,339,2616,GI Only
392,M,56,392,2617,GI Only
203,E,19,203,2618,GI Only
204,E,19,204,2619,FSR Investment -$14
202,E,19,202,2620,GI Only
446,M,57,446,2621,GI Only
101,A,3,101,2626,FSR Investment -$14
112,A,9,112,2627,FSR Investment -$14
260,E,41,260,2628,GI Only
156,F,16,156,2629,GI Only
28,A,3,28,2630,FSR Investment -$14
197,E,19,197,2631,GI Only
510,O,61,510,2632,GI Only
175,F,17,175,2633,GI Only
180,F,16,180,2634,GI Only
466,M,57,466,2636,GI Only
164,F,17,164,2637,GI Only
259,E,41,259,2638,FSR Investment -$14
181,F,16,181,2639,GI Only
157,F,16,157,2640,GI Only
168,F,22,168,2641,GI Only
423,M,52,423,2642,GI Only
422,M,52,422,2643,GI Only
204,E,19,204,2644,FSR Investment -$14
314,F,75,314,2645,FSR Investment -$14
317,E,20,317,2646,FSR Investment -$14
286,F,75,286,2647,GI Only
511,M,56,511,2648,GI Only
50,B,5,50,2649,FSR Investment -$14
166,F,22,166,2650,GI Only
175,F,17,175,2651,GI Only
384,B,46,384,2652,FSR Investment -$14
71,B,46,71,2653,FSR Investment -$14
257,E,41,257,2654,FSR Investment -$14
375,B,46,375,2656,GI Only
444,E,53,444,2658,FSR Investment -$14
183,F,16,183,2659,GI Only
157,F,16,157,2660,GI Only
317,E,20,317,2662,FSR Investment -$14
237,F,22,237,2663,FSR Investment -$14
231,F,22,231,2664,FSR Investment -$14
125,B,13,125,2665,FSR Investment -$14
219,E,21,219,2666,GI Only
55,B,5,55,2667,FSR Investment -$14
435,E,53,435,2668,GI Only
373,B,46,373,2671,GI Only
389,M,54,389,2672,GI Only
228,F,17,228,2674,FSR Investment -$14
201,E,19,201,2678,GI Only
247,E,21,247,2679,GI Only
201,E,19,201,2680,GI Only
180,F,16,180,2681,GI Only
181,F,16,181,2682,GI Only
154,F,16,154,2683,GI Only
216,E,20,216,2684,FSR Investment -$14
534,O,72,534,2685,FSR Investment -$14
534,O,72,534,2686,FSR Investment -$14
35,A,2,35,2687,FSR Investment -$14
45,B,5,45,2688,FSR Investment -$14
512,O,61,512,2689,GI Only
137,A,12,137,2690,FSR Investment -$14
243,E,25,243,2691,GI Only
206,E,19,206,2692,GI Only
205,E,19,205,2693,GI Only
340,E,40,340,2694,GI Only
89,A,9,89,2695,GI Only
320,F,75,320,2696,FSR Investment -$14
452,M,56,452,2697,GI Only
554,O,59,554,2699,FSR Investment -$14
203,E,19,203,2700,GI Only
333,E,40,333,2702,FSR Investment -$14
38,F,4,38,2703,FSR Investment -$14
298,F,26,298,2704,FSR Investment -$14
314,F,75,314,2705,FSR Investment -$14
125,B,13,125,2706,FSR Investment -$14
460,M,57,460,2708,GI Only
469,M,60,469,2710,GI Only
469,M,60,469,2711,GI Only
37,F,4,37,2712,FSR Investment -$14
3,A,14,3,2713,FSR Investment -$14
426,M,52,426,2714,GI Only
143,B,13,143,2715,FSR Investment -$14
415,M,52,415,2716,GI Only
141,B,13,141,2717,FSR Investment -$14
64,B,6,64,2718,FSR Investment -$14
163,F,17,163,2719,GI Only
140,B,13,140,2720,FSR Investment -$14
469,M,60,469,2722,GI Only
2,A,14,2,2723,FSR Investment -$14
63,B,6,63,2724,FSR Investment -$14
217,E,21,217,2725,GI Only
219,E,21,219,2726,GI Only
110,A,9,110,2727,FSR Investment -$14
275,E,25,275,2728,FSR Investment -$14
378,M,54,378,2729,GI Only
301,F,26,301,2730,FSR Investment -$14
554,O,59,554,2731,FSR Investment -$14
22,A,2,22,2732,FSR Investment -$14
32,A,3,32,2733,FSR Investment -$14
353,B,44,353,2734,FSR Investment -$14
454,M,56,454,2735,GI Only
14,A,14,14,2739,FSR Investment -$14
112,A,9,112,2740,FSR Investment -$14
534,O,72,534,2741,FSR Investment -$14
534,O,72,534,2742,FSR Investment -$14
492,O,72,492,2743,FSR Investment -$14
537,O,72,537,2744,FSR Investment -$14
537,O,72,537,2745,FSR Investment -$14
161,F,16,161,2747,GI Only
1,A,14,1,2748,FSR Investment -$14
124,F,4,124,2749,GI Only
380,M,54,380,2751,GI Only
585,M,54,585,2752,GI Only
18,A,2,18,2753,FSR Investment -$14
30,A,3,30,2754,FSR Investment -$14
140,B,13,140,2755,FSR Investment -$14
280,F,75,280,2756,GI Only
151,A,12,151,2757,GI Only
181,F,16,181,2758,GI Only
14,A,14,14,2760,FSR Investment -$14
311,E,20,311,2761,FSR Investment -$14
312,F,75,312,2762,FSR Investment -$14
569,B,6,569,2763,FSR Investment -$14
414,M,52,414,2764,GI Only
569,B,6,569,2765,FSR Investment -$14
370,B,46,370,2766,GI Only
372,B,46,372,2767,GI Only
372,B,46,372,2768,GI Only
87,B,6,87,2769,FSR Investment -$14
246,E,21,246,2771,FSR Investment -$14
300,F,26,300,2772,FSR Investment -$14
546,O,72,546,2773,FSR Investment -$14
217,E,21,217,2774,GI Only
368,B,46,368,2777,GI Only
373,B,46,373,2778,GI Only
399,M,56,399,2780,GI Only
399,M,56,399,2781,GI Only
400,M,56,400,2782,FSR Investment -$14
260,E,41,260,2783,GI Only
407,M,47,407,2784,FSR Investment -$14
192,F,17,192,2785,GI Only
482,E,25,482,2786,GI Only
249,E,25,249,2787,FSR Investment -$14
482,E,25,482,2788,FSR Investment -$14
108,A,9,108,2789,FSR Investment -$14
280,F,75,280,2790,GI Only
285,F,75,285,2791,GI Only
316,E,20,316,2792,FSR Investment -$14
308,F,26,308,2793,FSR Investment -$14
405,B,46,405,2794,FSR Investment -$14
287,F,75,287,2795,GI Only
111,A,9,111,2796,FSR Investment -$14
154,F,16,154,2797,GI Only
508,F,75,508,2799,GI Only
546,O,72,546,2801,FSR Investment -$14
352,B,44,352,2803,FSR Investment -$14
352,B,44,352,2804,FSR Investment -$14
314,F,75,314,2805,FSR Investment -$14
42,F,4,42,2806,FSR Investment -$14
315,F,75,315,2807,GI Only
290,F,75,290,2808,GI Only
320,F,75,320,2809,FSR Investment -$14
316,E,20,316,2810,FSR Investment -$14
21,A,2,21,2811,FSR Investment -$14
425,E,53,425,2812,GI Only
440,E,53,440,2813,FSR Investment -$14
110,A,9,110,2814,FSR Investment -$14
268,E,25,268,2815,GI Only
267,E,25,267,2816,GI Only
238,E,19,238,2817,GI Only
238,E,19,238,2818,GI Only
248,E,21,248,2819,FSR Investment -$14
421,M,52,421,2820,GI Only
290,F,75,290,2821,GI Only
131,B,13,131,2822,FSR Investment -$14
216,E,20,216,2823,FSR Investment -$14
175,F,17,175,2825,GI Only
515,O,61,515,2826,GI Only
418,M,52,418,2827,GI Only
435,E,53,435,2828,FSR Investment -$14
166,F,22,166,2830,GI Only
400,M,56,400,2831,FSR Investment -$14
29,F,4,29,2832,GI Only
320,F,75,320,2833,FSR Investment -$14
50,B,5,50,2834,FSR Investment -$14
528,O,64,528,2835,FSR Investment -$14
299,F,26,299,2836,FSR Investment -$14
396,M,57,396,2838,GI Only
538,O,72,538,2839,FSR Investment -$14
546,O,72,546,2840,FSR Investment -$14
558,F,22,558,2841,GI Only
461,M,57,461,2842,GI Only
89,A,9,89,2843,FSR Investment -$14
188,F,17,188,2844,GI Only
296,F,26,296,2845,FSR Investment -$14
144,A,12,144,2846,GI Only
433,M,47,433,2847,GI Only
316,E,20,316,2849,FSR Investment -$14
293,F,75,293,2850,GI Only
216,E,20,216,2852,FSR Investment -$14
508,F,75,508,2853,GI Only
162,F,17,162,2854,GI Only
362,E,40,362,2855,GI Only
361,E,40,361,2856,GI Only
360,E,40,360,2857,GI Only
546,O,72,546,2858,FSR Investment -$14
194,F,17,194,2859,GI Only
29,F,4,29,2860,GI Only
399,M,56,399,2861,GI Only
399,M,56,399,2862,GI Only
506,B,6,506,2864,FSR Investment -$14
474,M,60,474,2865,GI Only
203,E,19,203,2866,FSR Investment -$14
203,E,19,203,2867,FSR Investment -$14
203,E,19,203,2869,FSR Investment -$14
496,O,59,496,2870,FSR Investment -$14
558,F,22,558,2871,GI Only
197,E,19,197,2872,GI Only
206,E,19,206,2873,GI Only
189,F,17,189,2874,GI Only
533,O,64,533,2875,FSR Investment -$14
533,O,64,533,2876,FSR Investment -$14
533,O,64,533,2877,FSR Investment -$14
533,O,64,533,2878,FSR Investment -$14
507,O,64,507,2880,FSR Investment -$14
90,A,9,90,2881,GI Only
422,M,52,422,2882,GI Only
56,B,5,56,2883,FSR Investment -$14
394,M,57,394,2884,GI Only
161,F,16,161,2885,GI Only
484,M,57,484,2886,GI Only
496,O,59,496,2887,FSR Investment -$14
233,F,22,233,2888,GI Only
415,M,52,415,2889,GI Only
32,A,3,32,2890,FSR Investment -$14
73,B,46,73,2891,GI Only
376,M,54,376,2892,GI Only
410,B,44,410,2893,FSR Investment -$14
280,F,75,280,2894,GI Only
173,F,17,173,2897,GI Only
162,F,17,162,2898,GI Only
163,F,17,163,2899,GI Only
163,F,17,163,2900,GI Only
154,F,16,154,2901,GI Only
159,F,16,159,2902,GI Only
157,F,16,157,2903,GI Only
159,F,16,159,2904,GI Only
164,F,17,164,2905,GI Only
171,F,17,171,2906,GI Only
103,O,72,103,2907,FSR Investment -$14
309,F,26,309,2908,FSR Investment -$14
228,F,17,228,2909,FSR Investment -$14
208,E,20,208,2910,FSR Investment -$14
191,F,17,191,2911,GI Only
197,E,19,197,2912,GI Only
129,B,13,129,2913,FSR Investment -$14
215,E,20,215,2914,FSR Investment -$14
171,F,17,171,2915,GI Only
172,F,17,172,2916,GI Only
171,F,17,171,2917,GI Only
51,B,5,51,2918,FSR Investment -$14
542,O,64,542,2919,FSR Investment -$14
101,A,3,101,2920,GI Only
401,M,54,401,2921,GI Only
366,B,46,366,2922,GI Only
382,M,47,382,2923,GI Only
384,B,46,384,2924,FSR Investment -$14
453,M,56,453,2925,GI Only
56,B,5,56,2926,FSR Investment -$14
476,M,60,476,2927,GI Only
36,F,4,36,2928,FSR Investment -$14
310,F,26,310,2929,FSR Investment -$14
103,O,72,103,2930,FSR Investment -$14
285,F,75,285,2931,GI Only
122,A,2,122,2932,FSR Investment -$14
317,E,20,317,2933,FSR Investment -$14
273,E,25,273,2934,FSR Investment -$14
413,M,52,413,2935,GI Only
442,E,53,442,2936,FSR Investment -$14
419,M,52,419,2937,Increase to Market
132,B,13,132,2938,FSR Investment -$14
140,B,13,140,2939,FSR Investment -$14
542,O,64,542,2940,FSR Investment -$14
24,A,2,24,2941,FSR Investment -$14
549,O,72,549,2944,GI Only
233,F,22,233,2945,GI Only
109,A,9,109,2946,FSR Investment -$14
476,M,60,476,2947,GI Only
484,M,57,484,2948,GI Only
448,M,57,448,2950,GI Only
448,M,57,448,2951,GI Only
460,M,57,460,2952,GI Only
160,F,16,160,2953,GI Only
173,F,17,173,2954,GI Only
362,E,40,362,2955,GI Only
262,E,25,262,2956,GI Only
412,M,52,412,2957,GI Only
439,E,53,439,2958,FSR Investment -$14
206,E,19,206,2959,GI Only
108,A,9,108,2962,FSR Investment -$14
108,A,9,108,2963,FSR Investment -$14
156,F,16,156,2964,GI Only
163,F,17,163,2965,GI Only
215,E,20,215,2966,FSR Investment -$14
225,E,21,225,2967,GI Only
243,E,25,243,2968,GI Only
51,B,5,51,2973,FSR Investment -$14
561,O,64,561,2974,FSR Investment -$14
561,O,64,561,2975,FSR Investment -$14
561,O,64,561,2976,FSR Investment -$14
58,O,64,58,2977,FSR Investment -$14
44,B,5,44,2978,FSR Investment -$14
58,O,64,58,2979,FSR Investment -$14
479,B,5,479,2980,FSR Investment -$14
58,O,64,58,2981,FSR Investment -$14
533,O,64,533,2984,FSR Investment -$14
449,M,57,449,2985,GI Only
439,E,53,439,2986,GI Only
109,A,9,109,2987,FSR Investment -$14
120,A,2,120,2988,FSR Investment -$14
511,M,56,511,2989,GI Only
430,M,47,430,2990,GI Only
82,B,5,82,2991,FSR Investment -$14
190,F,17,190,2992,GI Only
62,B,6,62,2993,FSR Investment -$14
360,E,40,360,2994,FSR Investment -$14
504,O,64,504,2995,FSR Investment -$14
53,B,5,53,2996,FSR Investment -$14
537,O,72,537,2997,FSR Investment -$14
515,O,61,515,2998,GI Only
268,E,25,268,3004,GI Only
23,A,2,23,3008,FSR Investment -$14
488,O,72,488,3011,FSR Investment -$14
548,O,72,548,3013,FSR Investment -$14
49,B,5,49,3014,FSR Investment -$14
561,O,64,561,3015,FSR Investment -$14
151,A,12,151,3017,GI Only
389,M,54,389,3018,GI Only
490,O,61,490,3019,GI Only
512,O,61,512,3022,GI Only
512,O,61,512,3023,GI Only
515,O,61,515,3026,GI Only
283,F,75,283,3035,GI Only
543,O,64,543,3042,FSR Investment -$14
58,O,64,58,3043,FSR Investment -$14
50,B,5,50,3044,FSR Investment -$14
512,O,61,512,3046,GI Only
512,O,61,512,3047,GI Only
9,O,61,9,3049,GI Only
550,O,61,550,3050,GI Only
471,M,60,471,3053,GI Only
345,B,44,345,3055,FSR Investment -$14
506,B,6,506,3056,FSR Investment -$14
506,B,6,506,3057,FSR Investment -$14
86,B,6,86,3058,FSR Investment -$14
140,B,13,140,3059,FSR Investment -$14
140,B,13,140,3060,FSR Investment -$14
340,E,40,340,3061,GI Only
538,O,72,538,3062,FSR Investment -$14
102,O,72,102,3066,GI Only
20,A,2,20,3067,FSR Investment -$14
554,O,59,554,3069,FSR Investment -$14
554,O,59,554,3070,FSR Investment -$14
554,O,59,554,3071,FSR Investment -$14
554,O,59,554,3072,FSR Investment -$14
554,O,59,554,3074,FSR Investment -$14
15,A,14,15,3075,FSR Investment -$14
292,F,75,292,3077,GI Only
175,F,17,175,3078,GI Only
454,M,56,454,3081,GI Only
490,O,61,490,3082,GI Only
490,O,61,490,3083,GI Only
551,O,61,551,3084,GI Only
446,M,57,446,3087,GI Only
424,M,52,424,3088,GI Only
552,O,61,552,3090,GI Only
399,M,56,399,3093,GI Only
557,O,61,557,3094,GI Only
550,O,61,550,3098,GI Only
551,O,61,551,3099,GI Only
551,O,61,551,3101,GI Only
424,M,52,424,3102,GI Only
409,B,44,409,3103,FSR Investment -$14
488,O,72,488,3104,FSR Investment -$14
86,B,6,86,3106,FSR Investment -$14
506,B,6,506,3107,FSR Investment -$14
495,O,59,495,3110,GI Only
538,O,72,538,3111,FSR Investment -$14
77,B,6,77,3112,FSR Investment -$14
157,F,16,157,3114,GI Only
20,A,2,20,3118,FSR Investment -$14
15,A,14,15,3119,GI Only
512,O,61,512,3123,GI Only
490,O,61,490,3126,GI Only
490,O,61,490,3127,GI Only
490,O,61,490,3128,GI Only
515,O,61,515,3131,GI Only
515,O,61,515,3132,GI Only
515,O,61,515,3133,GI Only
58,O,64,58,3135,FSR Investment -$14
505,B,46,505,3136,FSR Investment -$14
149,A,12,149,3137,GI Only
481,O,61,481,3138,GI Only
481,O,61,481,3139,GI Only
481,O,61,481,3140,GI Only
481,O,61,481,3141,GI Only
9,O,61,9,3143,GI Only
550,O,61,550,3144,GI Only
550,O,61,550,3145,GI Only
550,O,61,550,3146,GI Only
481,O,61,481,3147,GI Only
470,M,60,470,3149,GI Only
432,M,47,432,3150,GI Only
432,M,47,432,3151,GI Only
491,O,61,491,3152,GI Only
491,O,61,491,3153,GI Only
491,O,61,491,3154,GI Only
491,O,61,491,3155,FSR Investment -$14
502,O,59,502,3156,FSR Investment -$14
502,O,59,502,3157,FSR Investment -$14
577,F,17,577,3159,GI Only
548,O,72,548,3161,FSR Investment -$14
96,O,72,96,3162,GI Only
553,A,9,553,3163,FSR Investment -$14
534,O,72,534,3164,FSR Investment -$14
495,O,59,495,3166,GI Only
125,B,13,125,3167,FSR Investment -$14
537,O,72,537,3168,FSR Investment -$14
83,B,5,83,3169,FSR Investment -$14
83,B,5,83,3170,FSR Investment -$14
491,O,61,491,3172,GI Only
491,O,61,491,3173,GI Only
490,O,61,490,3175,GI Only
490,O,61,490,3176,GI Only
378,M,54,378,3177,GI Only
550,O,61,550,3178,GI Only
481,O,61,481,3179,GI Only
446,M,57,446,3180,GI Only
296,F,26,296,3182,FSR Investment -$14
103,O,72,103,3183,FSR Investment -$14
544,O,72,544,3184,FSR Investment -$14
566,O,59,566,3185,FSR Investment -$14
20,A,2,20,3188,FSR Investment -$14
35,A,2,35,3191,FSR Investment -$14
35,A,2,35,3192,FSR Investment -$14
112,A,9,112,3197,FSR Investment -$14
561,O,64,561,3198,FSR Investment -$14
504,O,64,504,3199,FSR Investment -$14
159,F,16,159,3200,GI Only
19,A,2,19,3201,FSR Investment -$14
533,O,64,533,3202,FSR Investment -$14
561,O,64,561,3204,FSR Investment -$14
22,A,2,22,3205,FSR Investment -$14
222,E,21,222,3206,GI Only
94,A,3,94,3207,GI Only
582,M,54,582,3208,GI Only
424,M,52,424,3209,GI Only
275,E,25,275,3210,FSR Investment -$14
178,F,22,178,3212,GI Only
68,B,6,68,3213,FSR Investment -$14
289,F,75,289,3214,FSR Investment -$14
320,F,75,320,3215,FSR Investment -$14
289,F,75,289,3216,FSR Investment -$14
473,M,60,473,3217,GI Only
467,M,60,467,3218,GI Only
288,F,75,288,3219,FSR Investment -$14
405,B,46,405,3220,GI Only
190,F,17,190,3221,GI Only
35,A,2,35,3222,FSR Investment -$14
229,E,20,229,3223,FSR Investment -$14
583,B,5,583,3224,FSR Investment -$14
583,B,5,583,3225,FSR Investment -$14
65,B,6,65,3226,FSR Investment -$14
391,M,54,391,3227,GI Only
231,F,22,231,3228,GI Only
349,B,44,349,3229,FSR Investment -$14
324,A,42,324,3230,FSR Investment -$14
321,A,42,321,3231,FSR Investment -$14
403,M,54,403,3232,GI Only
419,M,52,419,3233,GI Only
123,A,2,123,3234,FSR Investment -$14
553,A,9,553,3235,FSR Investment -$14
178,F,22,178,3236,GI Only
430,M,47,430,3237,GI Only
538,O,72,538,3238,FSR Investment -$14
478,M,60,478,3239,GI Only
369,B,46,369,3241,GI Only
312,F,75,312,3243,FSR Investment -$14
436,E,53,436,3245,Increase to Market
442,E,53,442,3247,FSR Investment -$14
464,M,57,464,3248,GI Only
209,E,20,209,3250,GI Only
218,E,21,218,3251,GI Only
167,F,22,167,3252,GI Only
228,F,17,228,3253,GI Only
392,M,56,392,3254,GI Only
246,E,21,246,3255,FSR Investment -$14
478,M,60,478,3258,GI Only
383,M,47,383,3259,GI Only
473,M,60,473,3260,GI Only
475,M,60,475,3261,GI Only
216,E,20,216,3262,FSR Investment -$14
288,F,75,288,3265,FSR Investment -$14
558,F,22,558,3266,GI Only
432,M,47,432,3267,GI Only
440,E,53,440,3268,FSR Investment -$14
180,F,16,180,3269,GI Only
311,E,20,311,3270,FSR Investment -$14
13,A,14,13,3271,FSR Investment -$14
362,E,40,362,3273,GI Only
50,B,5,50,3274,FSR Investment -$14
533,O,64,533,3275,FSR Investment -$14
445,M,57,445,3276,GI Only
392,M,56,392,3277,GI Only
433,M,47,433,3278,GI Only
77,B,6,77,3279,FSR Investment -$14
192,F,17,192,3280,GI Only
228,F,17,228,3281,GI Only
218,E,21,218,3282,GI Only
409,B,44,409,3283,FSR Investment -$14
44,B,5,44,3284,FSR Investment -$14
44,B,5,44,3285,FSR Investment -$14
52,B,5,52,3286,FSR Investment -$14
504,O,64,504,3287,FSR Investment -$14
131,B,13,131,3288,FSR Investment -$14
124,F,4,124,3289,GI Only
470,M,60,470,3290,GI Only
174,F,17,174,3291,GI Only
176,F,17,176,3292,GI Only
209,E,20,209,3293,GI Only
242,E,41,242,3294,GI Only
356,B,44,356,3295,FSR Investment -$14
64,B,6,64,3296,FSR Investment -$14
67,B,6,67,3297,FSR Investment -$14
60,B,6,60,3298,FSR Investment -$14
502,O,59,502,3299,FSR Investment -$14
222,E,21,222,3300,FSR Investment -$14
161,F,16,161,3301,GI Only
64,B,6,64,3302,FSR Investment -$14
311,E,20,311,3303,FSR Investment -$14
298,F,26,298,3304,FSR Investment -$14
298,F,26,298,3305,FSR Investment -$14
97,A,3,97,3307,FSR Investment -$14
101,A,3,101,3308,GI Only
98,A,3,98,3309,GI Only
94,A,3,94,3310,GI Only
553,A,9,553,3311,FSR Investment -$14
376,M,54,376,3313,GI Only
510,O,61,510,3314,GI Only
510,O,61,510,3315,GI Only
526,O,64,526,3317,FSR Investment -$14
81,B,5,81,3319,FSR Investment -$14
80,B,6,80,3320,FSR Investment -$14
442,E,53,442,3322,FSR Investment -$14
444,E,53,444,3324,FSR Investment -$14
533,O,64,533,3327,FSR Investment -$14
200,E,19,200,3328,FSR Investment -$14
187,F,17,187,3329,GI Only
502,O,59,502,3330,FSR Investment -$14
327,A,42,327,3331,FSR Investment -$14
191,F,17,191,3332,GI Only
187,F,17,187,3334,GI Only
214,E,20,214,3335,GI Only
197,E,19,197,3336,GI Only
178,F,22,178,3337,GI Only
497,O,59,497,3338,FSR Investment -$14
165,F,22,165,3339,GI Only
507,O,64,507,3340,FSR Investment -$14
561,O,64,561,3341,FSR Investment -$14
225,E,21,225,3342,GI Only
286,F,75,286,3344,GI Only
116,A,9,116,3347,FSR Investment -$14
107,A,9,107,3348,FSR Investment -$14
118,A,9,118,3349,GI Only
394,M,57,394,3350,GI Only
394,M,57,394,3351,GI Only
452,M,56,452,3352,GI Only
397,O,61,397,3354,GI Only
397,O,61,397,3355,GI Only
397,O,61,397,3356,GI Only
9,O,61,9,3357,GI Only
499,O,59,499,3359,GI Only
373,B,46,373,3360,GI Only
253,E,41,253,3362,GI Only
254,E,41,254,3363,FSR Investment -$14
423,M,52,423,3364,GI Only
401,M,54,401,3366,GI Only
36,F,4,36,3367,GI Only
115,A,9,115,3370,GI Only
306,F,4,306,3371,GI Only
111,A,9,111,3372,FSR Investment -$14
