Primary key,Division,Region,Market,Facility,Bucket
127,A,42,127,87,FSR Investment -$14
357,E,40,357,88,FSR Investment -$14
336,E,40,336,89,FSR Investment -$14
347,B,44,347,90,FSR Investment -$14
329,A,12,329,91,FSR Investment -$14
334,A,42,334,92,FSR Investment -$14
145,A,12,145,93,FSR Investment -$14
145,A,12,145,94,GI Only
335,E,40,335,95,FSR Investment -$14
361,E,40,361,96,GI Only
146,E,41,146,97,FSR Investment -$14
135,A,42,135,98,FSR Investment -$14
336,E,40,336,99,FSR Investment -$14
323,A,42,323,100,FSR Investment -$14
336,E,40,336,101,FSR Investment -$14
327,A,42,327,102,FSR Investment -$14
351,B,44,351,103,FSR Investment -$14
146,E,41,146,104,FSR Investment -$14
4,A,12,4,105,FSR Investment -$14
146,E,41,146,106,FSR Investment -$14
146,E,41,146,107,FSR Investment -$14
344,B,44,344,108,FSR Investment -$14
360,E,40,360,109,FSR Investment -$14
89,A,9,89,110,FSR Investment -$14
410,B,44,410,111,FSR Investment -$14
138,A,14,138,112,FSR Investment -$14
349,B,44,349,113,FSR Investment -$14
4,A,12,4,114,FSR Investment -$14
138,A,14,138,115,FSR Investment -$14
127,A,42,127,116,FSR Investment -$14
47,B,44,47,117,GI Only
4,A,12,4,118,FSR Investment -$14
328,A,42,328,119,FSR Investment -$14
146,E,41,146,120,FSR Investment -$14
351,B,44,351,121,FSR Investment -$14
335,E,40,335,122,FSR Investment -$14
351,B,44,351,123,FSR Investment -$14
324,A,42,324,124,FSR Investment -$14
321,A,42,321,125,FSR Investment -$14
324,A,42,324,126,FSR Investment -$14
325,A,42,325,127,FSR Investment -$14
329,A,12,329,128,FSR Investment -$14
350,B,44,350,129,FSR Investment -$14
347,B,44,347,130,FSR Investment -$14
47,B,44,47,131,FSR Investment -$14
344,B,44,344,132,FSR Investment -$14
325,A,42,325,133,FSR Investment -$14
344,B,44,344,134,FSR Investment -$14
360,E,40,360,135,FSR Investment -$14
345,B,44,345,136,FSR Investment -$14
352,B,44,352,137,FSR Investment -$14
357,E,40,357,138,FSR Investment -$14
353,B,44,353,139,FSR Investment -$14
503,B,6,503,140,FSR Investment -$14
321,A,42,321,141,FSR Investment -$14
253,E,41,253,143,FSR Investment -$14
322,A,42,322,144,FSR Investment -$14
339,E,40,339,145,GI Only
46,B,5,46,146,FSR Investment -$14
350,B,44,350,147,FSR Investment -$14
47,B,44,47,148,FSR Investment -$14
135,A,42,135,149,FSR Investment -$14
344,B,44,344,150,FSR Investment -$14
351,B,44,351,151,FSR Investment -$14
335,E,40,335,152,FSR Investment -$14
4,A,12,4,153,FSR Investment -$14
311,E,20,311,154,Increase to Market
136,A,12,136,155,FSR Investment -$14
328,A,42,328,157,FSR Investment -$14
350,B,44,350,158,FSR Investment -$14
359,E,40,359,159,FSR Investment -$14
328,A,42,328,160,FSR Investment -$14
147,A,12,147,161,FSR Investment -$14
349,B,44,349,162,FSR Investment -$14
503,B,6,503,163,FSR Investment -$14
4,A,12,4,164,FSR Investment -$14
46,B,5,46,165,FSR Investment -$14
357,E,40,357,166,FSR Investment -$14
327,A,42,327,167,FSR Investment -$14
345,B,44,345,168,FSR Investment -$14
326,A,42,326,169,FSR Investment -$14
134,B,13,134,170,FSR Investment -$14
327,A,42,327,171,FSR Investment -$14
336,E,40,336,172,FSR Investment -$14
357,E,40,357,173,FSR Investment -$14
92,A,9,92,174,FSR Investment -$14
144,A,12,144,175,GI Only
4,A,12,4,176,FSR Investment -$14
146,E,41,146,177,FSR Investment -$14
344,B,44,344,178,FSR Investment -$14
357,E,40,357,179,FSR Investment -$14
46,B,5,46,180,FSR Investment -$14
47,B,44,47,181,FSR Investment -$14
136,A,12,136,182,FSR Investment -$14
138,A,14,138,183,FSR Investment -$14
361,E,40,361,184,Increase to Market
350,B,44,350,185,FSR Investment -$14
409,B,44,409,186,FSR Investment -$14
335,E,40,335,188,FSR Investment -$14
359,E,40,359,189,FSR Investment -$14
329,A,12,329,190,FSR Investment -$14
147,A,12,147,192,FSR Investment -$14
60,B,6,60,194,FSR Investment -$14
360,E,40,360,195,Increase to Market
271,E,25,271,196,Increase to Market
278,E,25,278,197,GI Only
272,E,25,272,198,FSR Investment -$14
278,E,25,278,199,FSR Investment -$14
275,E,25,275,200,FSR Investment -$14
341,E,25,341,201,GI Only
51,B,5,51,202,FSR Investment -$14
359,E,40,359,203,FSR Investment -$14
253,E,41,253,204,FSR Investment -$14
138,A,14,138,205,FSR Investment -$14
52,B,5,52,206,FSR Investment -$14
345,B,44,345,207,FSR Investment -$14
321,A,42,321,209,FSR Investment -$14
351,B,44,351,210,FSR Investment -$14
76,B,5,76,211,FSR Investment -$14
353,B,44,353,212,FSR Investment -$14
272,E,25,272,213,FSR Investment -$14
503,B,6,503,214,FSR Investment -$14
271,E,25,271,216,Increase to Market
53,B,5,53,217,FSR Investment -$14
147,A,12,147,218,FSR Investment -$14
359,E,40,359,219,FSR Investment -$14
48,B,5,48,220,FSR Investment -$14
344,B,44,344,221,FSR Investment -$14
271,E,25,271,222,Increase to Market
272,E,25,272,224,GI Only
350,B,44,350,225,FSR Investment -$14
47,B,44,47,226,FSR Investment -$14
344,B,44,344,227,FSR Investment -$14
48,B,5,48,228,FSR Investment -$14
329,A,12,329,229,FSR Investment -$14
321,A,42,321,230,FSR Investment -$14
350,B,44,350,231,FSR Investment -$14
350,B,44,350,232,FSR Investment -$14
271,E,25,271,233,Increase to Market
360,E,40,360,234,GI Only
503,B,6,503,236,FSR Investment -$14
271,E,25,271,237,Increase to Market
147,A,12,147,238,FSR Investment -$14
138,A,14,138,239,FSR Investment -$14
47,B,44,47,240,FSR Investment -$14
323,A,42,323,241,FSR Investment -$14
410,B,44,410,242,GI Only
339,E,40,339,243,GI Only
135,A,42,135,244,FSR Investment -$14
44,B,5,44,245,FSR Investment -$14
345,B,44,345,246,FSR Investment -$14
351,B,44,351,247,FSR Investment -$14
76,B,5,76,248,FSR Investment -$14
503,B,6,503,249,FSR Investment -$14
336,E,40,336,250,FSR Investment -$14
45,B,5,45,251,FSR Investment -$14
271,E,25,271,252,Increase to Market
272,E,25,272,253,FSR Investment -$14
273,E,25,273,254,Increase to Market
341,E,25,341,256,GI Only
254,E,41,254,257,FSR Investment -$14
4,A,12,4,258,FSR Investment -$14
583,B,5,583,259,FSR Investment -$14
55,B,5,55,260,FSR Investment -$14
325,A,42,325,261,FSR Investment -$14
271,E,25,271,262,Increase to Market
149,A,12,149,264,Increase to Market
45,B,5,45,265,FSR Investment -$14
50,B,5,50,266,FSR Investment -$14
334,A,42,334,267,FSR Investment -$14
147,A,12,147,268,FSR Investment -$14
349,B,44,349,269,FSR Investment -$14
349,B,44,349,271,FSR Investment -$14
153,A,12,153,272,GI Only
4,A,12,4,273,FSR Investment -$14
4,A,12,4,274,FSR Investment -$14
503,B,6,503,275,FSR Investment -$14
351,B,44,351,276,FSR Investment -$14
353,B,44,353,277,FSR Investment -$14
127,A,42,127,278,FSR Investment -$14
321,A,42,321,279,FSR Investment -$14
83,B,5,83,280,FSR Investment -$14
328,A,42,328,281,FSR Investment -$14
253,E,41,253,282,FSR Investment -$14
66,B,13,66,283,FSR Investment -$14
44,B,5,44,284,FSR Investment -$14
503,B,6,503,285,FSR Investment -$14
55,B,5,55,286,FSR Investment -$14
11,A,14,11,287,FSR Investment -$14
503,B,6,503,288,FSR Investment -$14
327,A,42,327,289,FSR Investment -$14
77,B,6,77,290,FSR Investment -$14
87,B,6,87,292,FSR Investment -$14
85,B,6,85,293,FSR Investment -$14
253,E,41,253,294,FSR Investment -$14
340,E,40,340,295,GI Only
325,A,42,325,296,FSR Investment -$14
59,B,6,59,297,FSR Investment -$14
5,A,12,5,298,FSR Investment -$14
254,E,41,254,299,FSR Investment -$14
3,A,14,3,300,FSR Investment -$14
3,A,14,3,301,FSR Investment -$14
271,E,25,271,302,Increase to Market
4,A,12,4,303,FSR Investment -$14
149,A,12,149,304,GI Only
138,A,14,138,305,FSR Investment -$14
5,A,12,5,306,FSR Investment -$14
135,A,42,135,307,FSR Investment -$14
152,E,41,152,308,FSR Investment -$14
132,B,13,132,309,FSR Investment -$14
132,B,13,132,310,FSR Investment -$14
129,B,13,129,311,FSR Investment -$14
134,B,13,134,312,FSR Investment -$14
335,E,40,335,313,GI Only
151,A,12,151,314,FSR Investment -$14
3,A,14,3,315,FSR Investment -$14
3,A,14,3,316,FSR Investment -$14
272,E,25,272,317,FSR Investment -$14
325,A,42,325,318,FSR Investment -$14
361,E,40,361,319,GI Only
76,B,5,76,320,FSR Investment -$14
85,B,6,85,321,FSR Investment -$14
85,B,6,85,322,FSR Investment -$14
127,A,42,127,323,FSR Investment -$14
356,B,44,356,324,FSR Investment -$14
360,E,40,360,325,FSR Investment -$14
361,E,40,361,326,FSR Investment -$14
341,E,25,341,328,GI Only
10,A,14,10,329,FSR Investment -$14
84,B,6,84,330,FSR Investment -$14
66,B,13,66,331,FSR Investment -$14
5,A,12,5,332,FSR Investment -$14
254,E,41,254,333,FSR Investment -$14
275,E,25,275,334,FSR Investment -$14
146,E,41,146,335,FSR Investment -$14
325,A,42,325,336,FSR Investment -$14
335,E,40,335,337,FSR Investment -$14
334,A,42,334,338,FSR Investment -$14
327,A,42,327,339,FSR Investment -$14
351,B,44,351,340,FSR Investment -$14
407,M,47,407,341,FSR Investment -$14
411,M,47,411,342,FSR Investment -$14
275,E,25,275,343,FSR Investment -$14
65,B,6,65,344,FSR Investment -$14
46,B,5,46,345,FSR Investment -$14
409,B,44,409,346,FSR Investment -$14
136,A,12,136,347,FSR Investment -$14
327,A,42,327,348,FSR Investment -$14
433,M,47,433,350,GI Only
68,B,6,68,351,FSR Investment -$14
271,E,25,271,352,Increase to Market
48,B,5,48,353,FSR Investment -$14
336,E,40,336,354,FSR Investment -$14
10,A,14,10,355,FSR Investment -$14
10,A,14,10,356,FSR Investment -$14
336,E,40,336,357,FSR Investment -$14
321,A,42,321,358,FSR Investment -$14
322,A,42,322,359,FSR Investment -$14
352,B,44,352,360,FSR Investment -$14
341,E,25,341,361,GI Only
11,A,14,11,362,FSR Investment -$14
361,E,40,361,363,FSR Investment -$14
503,B,6,503,364,FSR Investment -$14
140,B,13,140,365,FSR Investment -$14
121,A,2,121,366,FSR Investment -$14
410,B,44,410,368,FSR Investment -$14
406,M,47,406,369,FSR Investment -$14
406,M,47,406,370,FSR Investment -$14
48,B,5,48,371,FSR Investment -$14
406,M,47,406,372,FSR Investment -$14
322,A,42,322,373,FSR Investment -$14
347,B,44,347,374,FSR Investment -$14
5,A,12,5,375,FSR Investment -$14
127,A,42,127,376,FSR Investment -$14
497,O,59,497,377,FSR Investment -$14
411,M,47,411,378,GI Only
333,E,40,333,379,FSR Investment -$14
81,B,5,81,381,FSR Investment -$14
410,B,44,410,382,GI Only
66,B,13,66,383,FSR Investment -$14
66,B,13,66,384,FSR Investment -$14
84,B,6,84,385,FSR Investment -$14
132,B,13,132,386,FSR Investment -$14
352,B,44,352,387,FSR Investment -$14
321,A,42,321,388,FSR Investment -$14
352,B,44,352,389,FSR Investment -$14
149,A,12,149,390,FSR Investment -$14
4,A,12,4,391,FSR Investment -$14
344,B,44,344,392,FSR Investment -$14
147,A,12,147,393,FSR Investment -$14
137,A,12,137,394,FSR Investment -$14
80,B,6,80,395,FSR Investment -$14
39,A,2,39,396,FSR Investment -$14
80,B,6,80,397,FSR Investment -$14
46,B,5,46,398,FSR Investment -$14
46,B,5,46,399,FSR Investment -$14
68,B,6,68,400,FSR Investment -$14
131,B,13,131,401,FSR Investment -$14
132,B,13,132,402,FSR Investment -$14
137,A,12,137,403,FSR Investment -$14
87,B,6,87,404,FSR Investment -$14
134,B,13,134,405,FSR Investment -$14
153,A,12,153,406,GI Only
81,B,5,81,407,FSR Investment -$14
66,B,13,66,408,FSR Investment -$14
137,A,12,137,409,FSR Investment -$14
146,E,41,146,410,FSR Investment -$14
138,A,14,138,411,FSR Investment -$14
45,B,5,45,412,FSR Investment -$14
569,B,6,569,413,FSR Investment -$14
349,B,44,349,414,FSR Investment -$14
132,B,13,132,415,FSR Investment -$14
151,A,12,151,416,GI Only
47,B,44,47,417,FSR Investment -$14
407,M,47,407,418,FSR Investment -$14
406,M,47,406,419,FSR Investment -$14
349,B,44,349,420,FSR Investment -$14
479,B,5,479,421,FSR Investment -$14
273,E,25,273,422,Increase to Market
13,A,14,13,423,FSR Investment -$14
8,A,14,8,424,FSR Investment -$14
11,A,14,11,425,FSR Investment -$14
53,B,5,53,426,FSR Investment -$14
47,B,44,47,427,FSR Investment -$14
130,B,13,130,428,FSR Investment -$14
80,B,6,80,429,FSR Investment -$14
253,E,41,253,430,FSR Investment -$14
253,E,41,253,431,FSR Investment -$14
10,A,14,10,432,FSR Investment -$14
5,A,12,5,433,FSR Investment -$14
5,A,12,5,434,FSR Investment -$14
272,E,25,272,435,FSR Investment -$14
272,E,25,272,436,FSR Investment -$14
84,B,6,84,437,FSR Investment -$14
74,B,5,74,438,FSR Investment -$14
78,B,6,78,440,FSR Investment -$14
78,B,6,78,442,FSR Investment -$14
88,B,46,88,443,FSR Investment -$14
333,E,40,333,444,FSR Investment -$14
256,E,41,256,445,FSR Investment -$14
85,B,6,85,446,FSR Investment -$14
88,B,46,88,447,FSR Investment -$14
127,A,42,127,448,FSR Investment -$14
66,B,13,66,449,FSR Investment -$14
127,A,42,127,450,FSR Investment -$14
359,E,40,359,451,FSR Investment -$14
80,B,6,80,452,FSR Investment -$14
329,A,12,329,453,FSR Investment -$14
273,E,25,273,454,Increase to Market
569,B,6,569,456,FSR Investment -$14
66,B,13,66,457,FSR Investment -$14
78,B,6,78,458,FSR Investment -$14
25,A,2,25,459,FSR Investment -$14
88,B,46,88,461,FSR Investment -$14
61,B,6,61,462,FSR Investment -$14
84,B,6,84,463,Increase to Market
78,B,6,78,464,FSR Investment -$14
77,B,6,77,465,FSR Investment -$14
147,A,12,147,466,FSR Investment -$14
52,B,5,52,467,FSR Investment -$14
47,B,44,47,468,FSR Investment -$14
66,B,13,66,469,FSR Investment -$14
78,B,6,78,470,FSR Investment -$14
49,B,5,49,471,FSR Investment -$14
356,B,44,356,472,FSR Investment -$14
85,B,6,85,473,FSR Investment -$14
83,B,5,83,475,FSR Investment -$14
81,B,5,81,476,FSR Investment -$14
119,A,2,119,477,FSR Investment -$14
77,B,6,77,478,Increase to Market
349,B,44,349,479,FSR Investment -$14
275,E,25,275,480,FSR Investment -$14
273,E,25,273,481,Increase to Market
61,B,6,61,482,FSR Investment -$14
8,A,14,8,483,FSR Investment -$14
411,M,47,411,484,Increase to Market
129,B,13,129,485,FSR Investment -$14
362,E,40,362,486,GI Only
97,A,3,97,488,FSR Investment -$14
128,B,13,128,489,FSR Investment -$14
78,B,6,78,490,FSR Investment -$14
253,E,41,253,491,FSR Investment -$14
273,E,25,273,492,Increase to Market
260,E,41,260,493,GI Only
16,A,3,16,494,GI Only
138,A,14,138,495,FSR Investment -$14
242,E,41,242,497,GI Only
134,B,13,134,498,FSR Investment -$14
344,B,44,344,499,FSR Investment -$14
505,B,46,505,500,FSR Investment -$14
141,B,13,141,501,FSR Investment -$14
129,B,13,129,502,FSR Investment -$14
84,B,6,84,503,FSR Investment -$14
61,B,6,61,504,FSR Investment -$14
134,B,13,134,505,FSR Investment -$14
273,E,25,273,506,Increase to Market
260,E,41,260,507,GI Only
506,B,6,506,508,FSR Investment -$14
21,A,2,21,510,FSR Investment -$14
38,F,4,38,511,FSR Investment -$14
505,B,46,505,512,FSR Investment -$14
73,B,46,73,513,GI Only
39,A,2,39,514,FSR Investment -$14
18,A,2,18,515,Increase to Market
45,B,5,45,516,FSR Investment -$14
353,B,44,353,517,FSR Investment -$14
26,A,2,26,518,FSR Investment -$14
260,E,41,260,519,GI Only
25,A,2,25,520,FSR Investment -$14
66,B,13,66,521,FSR Investment -$14
60,B,6,60,522,FSR Investment -$14
46,B,5,46,523,FSR Investment -$14
84,B,6,84,524,GI Only
549,O,72,549,525,GI Only
242,E,41,242,526,GI Only
61,B,6,61,527,FSR Investment -$14
115,A,9,115,528,GI Only
61,B,6,61,529,FSR Investment -$14
327,A,42,327,530,FSR Investment -$14
132,B,13,132,531,FSR Investment -$14
130,B,13,130,532,FSR Investment -$14
132,B,13,132,533,FSR Investment -$14
74,B,5,74,535,FSR Investment -$14
74,B,5,74,536,FSR Investment -$14
73,B,46,73,537,GI Only
93,A,3,93,538,FSR Investment -$14
134,B,13,134,539,FSR Investment -$14
129,B,13,129,540,FSR Investment -$14
128,B,13,128,541,FSR Investment -$14
129,B,13,129,542,FSR Investment -$14
132,B,13,132,543,FSR Investment -$14
353,B,44,353,544,FSR Investment -$14
258,E,41,258,545,FSR Investment -$14
62,B,6,62,546,FSR Investment -$14
114,A,9,114,547,FSR Investment -$14
25,A,2,25,548,FSR Investment -$14
71,B,46,71,549,GI Only
273,E,25,273,550,Increase to Market
93,A,3,93,551,FSR Investment -$14
258,E,41,258,552,FSR Investment -$14
125,B,13,125,553,FSR Investment -$14
88,B,46,88,554,FSR Investment -$14
32,A,3,32,555,FSR Investment -$14
28,A,3,28,556,FSR Investment -$14
407,M,47,407,557,FSR Investment -$14
407,M,47,407,558,GI Only
418,M,52,418,559,GI Only
360,E,40,360,560,FSR Investment -$14
76,B,5,76,561,FSR Investment -$14
2,A,14,2,562,FSR Investment -$14
94,A,3,94,563,GI Only
344,B,44,344,564,FSR Investment -$14
55,B,5,55,565,FSR Investment -$14
580,E,25,580,566,Increase to Market
85,B,6,85,567,FSR Investment -$14
152,E,41,152,568,FSR Investment -$14
257,E,41,257,569,FSR Investment -$14
260,E,41,260,571,GI Only
46,B,5,46,572,FSR Investment -$14
361,E,40,361,573,GI Only
37,F,4,37,574,FSR Investment -$14
24,A,2,24,575,FSR Investment -$14
345,B,44,345,576,FSR Investment -$14
362,E,40,362,577,GI Only
123,A,2,123,578,FSR Investment -$14
94,A,3,94,579,FSR Investment -$14
116,A,9,116,580,FSR Investment -$14
414,M,52,414,581,FSR Investment -$14
94,A,3,94,582,GI Only
121,A,2,121,583,FSR Investment -$14
260,E,41,260,584,GI Only
42,F,4,42,585,GI Only
37,F,4,37,586,FSR Investment -$14
152,E,41,152,587,FSR Investment -$14
27,A,3,27,588,FSR Investment -$14
256,E,41,256,589,GI Only
48,B,5,48,590,FSR Investment -$14
259,E,41,259,591,GI Only
406,M,47,406,592,FSR Investment -$14
28,A,3,28,593,FSR Investment -$14
22,A,2,22,594,FSR Investment -$14
569,B,6,569,595,FSR Investment -$14
271,E,25,271,596,Increase to Market
429,M,47,429,598,FSR Investment -$14
124,F,4,124,599,FSR Investment -$14
70,B,46,70,600,GI Only
74,B,5,74,601,FSR Investment -$14
68,B,6,68,602,FSR Investment -$14
278,E,25,278,603,FSR Investment -$14
7,A,14,7,604,FSR Investment -$14
29,F,4,29,605,GI Only
29,F,4,29,606,GI Only
349,B,44,349,607,FSR Investment -$14
73,B,46,73,608,GI Only
275,E,25,275,609,GI Only
76,B,5,76,610,FSR Investment -$14
387,B,46,387,611,FSR Investment -$14
273,E,25,273,612,FSR Investment -$14
94,A,3,94,613,GI Only
16,A,3,16,614,FSR Investment -$14
26,A,2,26,615,FSR Investment -$14
38,F,4,38,616,FSR Investment -$14
580,E,25,580,617,FSR Investment -$14
26,A,2,26,618,FSR Investment -$14
119,A,2,119,619,FSR Investment -$14
124,F,4,124,620,FSR Investment -$14
37,F,4,37,621,FSR Investment -$14
344,B,44,344,622,FSR Investment -$14
118,A,9,118,623,FSR Investment -$14
39,A,2,39,624,FSR Investment -$14
37,F,4,37,625,FSR Investment -$14
73,B,46,73,626,GI Only
38,F,4,38,627,FSR Investment -$14
36,F,4,36,628,GI Only
42,F,4,42,629,FSR Investment -$14
38,F,4,38,630,FSR Investment -$14
35,A,2,35,631,FSR Investment -$14
36,F,4,36,632,GI Only
279,E,25,279,633,FSR Investment -$14
38,F,4,38,634,FSR Investment -$14
29,F,4,29,635,GI Only
279,E,25,279,636,GI Only
429,M,47,429,637,FSR Investment -$14
42,F,4,42,638,FSR Investment -$14
28,A,3,28,639,FSR Investment -$14
35,A,2,35,640,FSR Investment -$14
35,A,2,35,641,FSR Investment -$14
38,F,4,38,642,FSR Investment -$14
37,F,4,37,643,FSR Investment -$14
39,A,2,39,644,FSR Investment -$14
433,M,47,433,645,GI Only
415,M,52,415,646,GI Only
414,M,52,414,647,FSR Investment -$14
339,E,40,339,648,GI Only
92,A,9,92,649,FSR Investment -$14
66,B,13,66,651,FSR Investment -$14
406,M,47,406,652,GI Only
253,E,41,253,653,FSR Investment -$14
253,E,41,253,655,FSR Investment -$14
151,A,12,151,656,FSR Investment -$14
152,E,41,152,657,FSR Investment -$14
120,A,2,120,658,FSR Investment -$14
153,A,12,153,659,GI Only
137,A,12,137,660,FSR Investment -$14
137,A,12,137,661,FSR Investment -$14
137,A,12,137,662,FSR Investment -$14
119,A,2,119,663,FSR Investment -$14
406,M,47,406,664,FSR Investment -$14
257,E,41,257,665,FSR Investment -$14
115,A,9,115,666,FSR Investment -$14
151,A,12,151,667,FSR Investment -$14
152,E,41,152,668,FSR Investment -$14
120,A,2,120,669,FSR Investment -$14
2,A,14,2,670,FSR Investment -$14
152,E,41,152,671,GI Only
122,A,2,122,672,FSR Investment -$14
149,A,12,149,673,GI Only
152,E,41,152,674,GI Only
146,E,41,146,675,FSR Investment -$14
121,A,2,121,676,FSR Investment -$14
146,E,41,146,677,FSR Investment -$14
123,A,2,123,678,FSR Investment -$14
123,A,2,123,680,FSR Investment -$14
3,A,14,3,681,FSR Investment -$14
151,A,12,151,682,GI Only
147,A,12,147,683,FSR Investment -$14
147,A,12,147,684,FSR Investment -$14
123,A,2,123,685,FSR Investment -$14
28,A,3,28,686,FSR Investment -$14
121,A,2,121,687,FSR Investment -$14
153,A,12,153,688,GI Only
257,E,41,257,689,FSR Investment -$14
124,F,4,124,690,FSR Investment -$14
3,A,14,3,691,FSR Investment -$14
260,E,41,260,692,GI Only
259,E,41,259,693,FSR Investment -$14
254,E,41,254,694,FSR Investment -$14
149,A,12,149,695,GI Only
258,E,41,258,696,FSR Investment -$14
93,A,3,93,697,FSR Investment -$14
119,A,2,119,698,FSR Investment -$14
136,A,12,136,699,FSR Investment -$14
8,A,14,8,700,FSR Investment -$14
254,E,41,254,701,FSR Investment -$14
259,E,41,259,702,GI Only
67,B,6,67,703,FSR Investment -$14
89,A,9,89,705,FSR Investment -$14
114,A,9,114,706,FSR Investment -$14
136,A,12,136,707,FSR Investment -$14
140,B,13,140,708,FSR Investment -$14
256,E,41,256,709,FSR Investment -$14
153,A,12,153,710,GI Only
257,E,41,257,711,FSR Investment -$14
5,A,12,5,712,FSR Investment -$14
114,A,9,114,713,FSR Investment -$14
327,A,42,327,714,FSR Investment -$14
11,A,14,11,715,FSR Investment -$14
136,A,12,136,716,FSR Investment -$14
479,B,5,479,717,FSR Investment -$14
114,A,9,114,718,FSR Investment -$14
257,E,41,257,719,GI Only
260,E,41,260,720,GI Only
118,A,9,118,721,GI Only
22,A,2,22,722,FSR Investment -$14
7,A,14,7,723,FSR Investment -$14
123,A,2,123,724,FSR Investment -$14
114,A,9,114,725,FSR Investment -$14
10,A,14,10,726,FSR Investment -$14
22,A,2,22,727,FSR Investment -$14
29,F,4,29,728,GI Only
256,E,41,256,729,FSR Investment -$14
10,A,14,10,730,FSR Investment -$14
11,A,14,11,731,FSR Investment -$14
10,A,14,10,733,FSR Investment -$14
7,A,14,7,734,FSR Investment -$14
151,A,12,151,735,FSR Investment -$14
253,E,41,253,736,FSR Investment -$14
151,A,12,151,737,FSR Investment -$14
147,A,12,147,738,FSR Investment -$14
258,E,41,258,739,FSR Investment -$14
7,A,14,7,740,FSR Investment -$14
121,A,2,121,741,FSR Investment -$14
124,F,4,124,742,FSR Investment -$14
353,B,44,353,743,FSR Investment -$14
59,B,6,59,744,FSR Investment -$14
19,A,2,19,745,FSR Investment -$14
76,B,5,76,746,FSR Investment -$14
341,E,25,341,747,GI Only
414,M,52,414,748,FSR Investment -$14
414,M,52,414,749,GI Only
415,M,52,415,750,GI Only
413,M,52,413,751,GI Only
63,B,6,63,752,FSR Investment -$14
415,M,52,415,753,GI Only
30,A,3,30,754,FSR Investment -$14
70,B,46,70,755,FSR Investment -$14
120,A,2,120,756,FSR Investment -$14
77,B,6,77,757,FSR Investment -$14
32,A,3,32,758,FSR Investment -$14
116,A,9,116,759,FSR Investment -$14
