Store Number,Tracking Number,Delivered date,Service type ,Reference ,Received by 
5210,427914858635,1/28/2025,FedEx Ground,F0595,MGRACIA
5247,427914858646,1/28/2025,FedEx Ground,F0595,CCODY
5359,427914858679,1/28/2025,FedEx Ground,F0595,BBIMBO
5676,427914858705,1/28/2025,FedEx Ground,F0595,EESTA
5957,427914858727,1/28/2025,FedEx Ground,F0595,BBILLS
8930,427914858771,1/28/2025,FedEx Ground,F0595,MORTIZ
1461,427914858808,1/28/2025,FedEx Ground,F0595,MKNIGHT
1512,427914858819,1/28/2025,FedEx Ground,F0595,EWADE
1608,427914858820,1/28/2025,FedEx Ground,F0595,MSPENCE
1910,427914858830,1/28/2025,FedEx Ground,F0595,CALDRIDGE
2113,427914858841,1/28/2025,FedEx Ground,F0595,MLEYVAS
1533,427914858874,1/28/2025,FedEx Ground,F0595,PALVAREZ
1646,427914858885,1/28/2025,FedEx Ground,F0595,CDIAZ
1708,427914858896,1/28/2025,FedEx Ground,F0595,LLAURIE
1768,427914858900,1/28/2025,FedEx Ground,F0595,SSHANNON
2112,427914858911,1/28/2025,FedEx Ground,F0595,RBURDETTE
2554,427914858922,1/28/2025,FedEx Ground,F0595,SSTEEL
2671,427914858933,1/28/2025,FedEx Ground,F0595,MNOVALES
2767,427914858944,1/28/2025,FedEx Ground,F0595,SMAMARTIN
2768,427914858955,1/28/2025,FedEx Ground,F0595,ABELL
2777,427914858966,1/28/2025,FedEx Ground,F0595,AJACKIE
2778,427914858977,1/28/2025,FedEx Ground,F0595,CCRYSTAL
2921,427914858988,1/28/2025,FedEx Ground,F0595,MMUNOZ
3232,427914859002,1/28/2025,FedEx Ground,F0595,MMAYANA
3589,427914859024,1/28/2025,FedEx Ground,F0595,RRAMOS
3789,427914859035,1/28/2025,FedEx Ground,F0595,TMELANIE
3799,427914859046,1/28/2025,FedEx Ground,F0595,YMONTALVO
3861,427914859057,1/28/2025,FedEx Ground,F0595,EPERDUE
4336,427914859080,1/28/2025,FedEx Ground,F0595,SSHANNON
4451,427914859090,1/28/2025,FedEx Ground,F0595,EEDDIE
5331,427914859127,1/28/2025,FedEx Ground,F0595,LLUSI
5428,427914859138,1/28/2025,FedEx Ground,F0595,DORLOWSKI
5710,427914859150,1/28/2025,FedEx Ground,F0595,BMANAGER
6480,427914859171,1/28/2025,FedEx Ground,F0595,KKEN
2050,427914859300,1/28/2025,FedEx Ground,F0595,MFERREL
2074,427914844845,1/29/2025,FedEx Ground,F0595,DBITZ
1677,427914844856,1/29/2025,FedEx Ground,F0595,JCOFFEY
1806,427914844867,1/29/2025,FedEx Ground,F0595,DSHEEHAN
1831,427914844878,1/29/2025,FedEx Ground,F0595,WWORDEN
1926,427914844889,1/29/2025,FedEx Ground,F0595,CMOTT
1994,427914844890,1/29/2025,FedEx Ground,F0595,LNICHOLS
1997,427914844904,1/29/2025,FedEx Ground,F0595,JBLUE
2152,427914844926,1/29/2025,FedEx Ground,F0595,LDEFRUSCIO
2234,427914844960,1/29/2025,FedEx Ground,F0595,MRIOLO
2351,427914844981,1/29/2025,FedEx Ground,F0595,OHORLOCKER
27,427914845083,1/29/2025,FedEx Ground,F0595,BBERRY
80,427914845131,1/29/2025,FedEx Ground,F0595,SSMITH
106,427914845142,1/29/2025,FedEx Ground,F0595,SPARKER
154,427914845186,1/29/2025,FedEx Ground,F0595,JJORDAN
172,427914845197,1/29/2025,FedEx Ground,F0595,MSMITH
192,427914845201,1/29/2025,FedEx Ground,F0595,BNOLEN
222,427914845234,1/29/2025,FedEx Ground,F0595,AQUADE
233,427914845245,1/29/2025,FedEx Ground,F0595,ALARRY
238,427914845256,1/29/2025,FedEx Ground,F0595,BBLAINE
252,427914845278,1/29/2025,FedEx Ground,F0595,ETENANT
256,427914845289,1/29/2025,FedEx Ground,F0595,BBROCK
257,427914845290,1/29/2025,FedEx Ground,F0595,DLANE
272,427914845304,1/29/2025,FedEx Ground,F0595,SSHARON
282,427914845315,1/29/2025,FedEx Ground,F0595,JWILIS
306,427914845326,1/29/2025,FedEx Ground,F0595,JTEAL
329,427914845348,1/29/2025,FedEx Ground,F0595,ASOUTHERLAND
378,427914845407,1/29/2025,FedEx Ground,F0595,TLENDA
390,427914845418,1/29/2025,FedEx Ground,F0595,CBOWLIN
394,427914845429,1/29/2025,FedEx Ground,F0595,JPAYNE
416,427914845430,1/29/2025,FedEx Ground,F0595,BURBAHN
428,427914845440,1/29/2025,FedEx Ground,F0595,TCARR
430,427914845451,1/29/2025,FedEx Ground,F0595,CCLINS
493,427914845473,1/29/2025,FedEx Ground,F0595,WWALTON
497,427914845484,1/29/2025,FedEx Ground,F0595,DWSA
511,427914845495,1/29/2025,FedEx Ground,F0595,ZSALENA
533,427914845521,1/29/2025,FedEx Ground,F0595,PPGARY
543,427914845543,1/29/2025,FedEx Ground,F0595,MMALLET
578,427914845576,1/29/2025,FedEx Ground,F0595,CKITE
583,427914845587,1/29/2025,FedEx Ground,F0595,JTHOMAS
587,427914845598,1/29/2025,FedEx Ground,F0595,AAKIKO
599,427914845602,1/29/2025,FedEx Ground,F0595,XERED
612,427914845613,1/29/2025,FedEx Ground,F0595,
616,427914845624,1/29/2025,FedEx Ground,F0595,LLEMON
624,427914845635,1/29/2025,FedEx Ground,F0595,LTERESA
631,427914845668,1/29/2025,FedEx Ground,F0595,MMATT
638,427914845679,1/29/2025,FedEx Ground,F0595,TTURNER
640,427914845680,1/29/2025,FedEx Ground,F0595,DBROWN
655,427914845716,1/29/2025,FedEx Ground,F0595,SSUSAN
657,427914845727,1/29/2025,FedEx Ground,F0595,SERIN
663,427914845738,1/29/2025,FedEx Ground,F0595,AAAA
667,427914845749,1/29/2025,FedEx Ground,F0595,AADAM
674,427914845750,1/29/2025,FedEx Ground,F0595,KLITTLE
676,427914845760,1/29/2025,FedEx Ground,F0595,JJOE
686,427914845771,1/29/2025,FedEx Ground,F0595,LLUKE
690,427914845782,1/29/2025,FedEx Ground,F0595,DTURNER
695,427914845793,1/29/2025,FedEx Ground,F0595,PPEIRCE
710,427914845808,1/29/2025,FedEx Ground,F0595,MRUSSELL
712,427914845819,1/29/2025,FedEx Ground,F0595,AFOSGERA
730,427914845830,1/29/2025,FedEx Ground,F0595,DMORRIS
736,427914845841,1/29/2025,FedEx Ground,F0595,MPHELPHS
737,427914845852,1/29/2025,FedEx Ground,F0595,JTERRELL
739,427914845863,1/29/2025,FedEx Ground,F0595,DFUKTZ
741,427914845874,1/29/2025,FedEx Ground,F0595,PSANDERS
742,427914845885,1/29/2025,FedEx Ground,F0595,ACOLLINS
754,427914845896,1/29/2025,FedEx Ground,F0595,DHUGHES
758,427914845900,1/29/2025,FedEx Ground,F0595,JWILLIAMS
795,427914845922,1/29/2025,FedEx Ground,F0595,SBROWN
839,427914845966,1/29/2025,FedEx Ground,F0595,LHILL
902,427914846002,1/29/2025,FedEx Ground,F0595,CARTHUR
911,427914846024,1/29/2025,FedEx Ground,F0595,CCHRIS
912,427914846035,1/29/2025,FedEx Ground,F0595,JSMITH
913,427914846046,1/29/2025,FedEx Ground,F0595,MDEB
919,427914846068,1/29/2025,FedEx Ground,F0595,TFORTNER
923,427914846079,1/29/2025,FedEx Ground,F0595,WSHKLEY
944,427914846080,1/29/2025,FedEx Ground,F0595,SPUN
971,427914846105,1/29/2025,FedEx Ground,F0595,VWHITNEY
982,427914846116,1/29/2025,FedEx Ground,F0595,BPRUDY
1032,427914846171,1/29/2025,FedEx Ground,F0595,MAGNEW
1047,427914846208,1/29/2025,FedEx Ground,F0595,LGRIFFIN
1072,427914846220,1/29/2025,FedEx Ground,F0595,DMATHIS
1102,427914846241,1/29/2025,FedEx Ground,F0595,LHANEY
1111,427914846263,1/29/2025,FedEx Ground,F0595,AAMANDA
1113,427914846274,1/29/2025,FedEx Ground,F0595,CHALE
1115,427914846285,1/29/2025,FedEx Ground,F0595,DHICKS
1121,427914846300,1/29/2025,FedEx Ground,F0595,JFAGA
1122,427914846311,1/29/2025,FedEx Ground,F0595,WWALMART
1124,427914846322,1/29/2025,FedEx Ground,F0595,SMCCAIN
1140,427914846333,1/29/2025,FedEx Ground,F0595,RFOX
1142,427914846344,1/29/2025,FedEx Ground,F0595,SGREGORY
1163,427914846403,1/29/2025,FedEx Ground,F0595,RPOLK
1164,427914846414,1/29/2025,FedEx Ground,F0595,JWRIGHT
1172,427914846425,1/29/2025,FedEx Ground,F0595,MHARRAN
1201,427914846480,1/29/2025,FedEx Ground,F0595,MKIDD
1206,427914846506,1/29/2025,FedEx Ground,F0595,ANORTHERN
1224,427914846528,1/29/2025,FedEx Ground,F0595,DRESMUNDO
1225,427914846539,1/29/2025,FedEx Ground,F0595,VGROOMS
1247,427914846561,1/29/2025,FedEx Ground,F0595,PWESTON
1259,427914846572,1/29/2025,FedEx Ground,F0595,DMILLER
1263,427914846583,1/29/2025,FedEx Ground,F0595,KNEWBELL
1294,427914846631,1/29/2025,FedEx Ground,F0595,ASMITH
1302,427914846653,1/29/2025,FedEx Ground,F0595,SSHEPARD
1310,427914846664,1/29/2025,FedEx Ground,F0595,GREESE
1311,427914846675,1/29/2025,FedEx Ground,F0595,BBROWN
1316,427914846686,1/29/2025,FedEx Ground,F0595,ADOCK
1318,427914846697,1/29/2025,FedEx Ground,F0595,ADEAN
1320,427914846701,1/29/2025,FedEx Ground,F0595,Signature on File
1353,427914846745,1/29/2025,FedEx Ground,F0595,CHORTON
1383,427914846804,1/29/2025,FedEx Ground,F0595,TTHOMPSON
1422,427914846826,1/29/2025,FedEx Ground,F0595,JJORDAN
1424,427914846837,1/29/2025,FedEx Ground,F0595,WWALMART
1428,427914846859,1/29/2025,FedEx Ground,F0595,BBAILEY
1432,427914846870,1/29/2025,FedEx Ground,F0595,SRADLE
1459,427914846881,1/29/2025,FedEx Ground,F0595,EEDENFEILD
1473,427914846892,1/29/2025,FedEx Ground,F0595,DWIEGHERT
1486,427914846907,1/29/2025,FedEx Ground,F0595,DDEBORAH
1518,427914846929,1/29/2025,FedEx Ground,F0595,JHOUSER
1521,427914846930,1/29/2025,FedEx Ground,F0595,WSHIPPING
1523,427914846940,1/29/2025,FedEx Ground,F0595,JJFG
1524,427914846951,1/29/2025,FedEx Ground,F0595,DSHAE
1535,427914846962,1/29/2025,FedEx Ground,F0595,DISTE
1542,427914846973,1/29/2025,FedEx Ground,F0595,HWHITE
1564,427914846995,1/29/2025,FedEx Ground,F0595,SDEVON
1569,427914847009,1/29/2025,FedEx Ground,F0595,EJONES
1579,427914847020,1/29/2025,FedEx Ground,F0595,SRANNY
1580,427914847031,1/29/2025,FedEx Ground,F0595,TSMITH
1581,427914847042,1/29/2025,FedEx Ground,F0595,AADAMS
1593,427914847053,1/29/2025,FedEx Ground,F0595,DDEB
1613,427914847064,1/29/2025,FedEx Ground,F0595,GSPITLER
1627,427914847086,1/29/2025,FedEx Ground,F0595,CSCHMALTZ
1631,427914847097,1/29/2025,FedEx Ground,F0595,LBORGUET
1641,427914847101,1/29/2025,FedEx Ground,F0595,GJAMES
1649,427914847112,1/29/2025,FedEx Ground,F0595,MMANDY
1652,427914847123,1/29/2025,FedEx Ground,F0595,PODELL
1655,427914847134,1/29/2025,FedEx Ground,F0595,SSTUART
1656,427914847145,1/29/2025,FedEx Ground,F0595,JSSISHER
1658,427914847156,1/29/2025,FedEx Ground,F0595,BBOYD
1672,427914847178,1/29/2025,FedEx Ground,F0595,GOSTMAN
1695,427914847190,1/29/2025,FedEx Ground,F0595,Signature on File
1696,427914847204,1/29/2025,FedEx Ground,F0595,ROLSON
1722,427914847237,1/29/2025,FedEx Ground,F0595,LARNOLD
1734,427914847248,1/29/2025,FedEx Ground,F0595,JKIM
1783,427914847281,1/29/2025,FedEx Ground,F0595,KHGHBH
1787,427914847292,1/29/2025,FedEx Ground,F0595,RSEIBL
1811,427914847307,1/29/2025,FedEx Ground,F0595,NSTONE
1855,427914847329,1/29/2025,FedEx Ground,F0595,CPOPP
1858,427914847330,1/29/2025,FedEx Ground,F0595,JJOSHUA
1874,427914847340,1/29/2025,FedEx Ground,F0595,RRECEPTION
1913,427914847362,1/29/2025,FedEx Ground,F0595,KKIM
1928,427914847373,1/29/2025,FedEx Ground,F0595,JPAXTON
1936,427914847384,1/29/2025,FedEx Ground,F0595,DFASHIONBOWER
1948,427914847395,1/29/2025,FedEx Ground,F0595,WWALMART
1953,427914847400,1/29/2025,FedEx Ground,F0595,CDUNN
1987,427914847421,1/29/2025,FedEx Ground,F0595,EMILLER
1991,427914847432,1/29/2025,FedEx Ground,F0595,MWALMART
2040,427914847443,1/29/2025,FedEx Ground,F0595,RRIC
2059,427914847454,1/29/2025,FedEx Ground,F0595,MDOLAN
2102,427914847476,1/29/2025,FedEx Ground,F0595,SSAM
2124,427914847487,1/29/2025,FedEx Ground,F0595,SSARAH
2160,427914847498,1/29/2025,FedEx Ground,F0595,JHARRISON
2213,427914847502,1/29/2025,FedEx Ground,F0595,ASHERRY
2256,427914847513,1/29/2025,FedEx Ground,F0595,ASANDERS
2262,427914847524,1/29/2025,FedEx Ground,F0595,SSHAWN
2265,427914847535,1/29/2025,FedEx Ground,F0595,DMANSELL
2273,427914847546,1/29/2025,FedEx Ground,F0595,PKINNEY
2281,427914847557,1/29/2025,FedEx Ground,F0595,MJOHNSON
2306,427914847579,1/29/2025,FedEx Ground,F0595,TTHRASHER
2311,427914847580,1/29/2025,FedEx Ground,F0595,WMARTIN
2400,427914847616,1/29/2025,FedEx Ground,F0595,RAYERS
2417,427914847627,1/29/2025,FedEx Ground,F0595,SGLEAON
2447,427914847638,1/29/2025,FedEx Ground,F0595,GPARSONS
2493,427914847649,1/29/2025,FedEx Ground,F0595,MDAHAL
2504,427914847671,1/29/2025,FedEx Ground,F0595,LLANCE
2533,427914847693,1/29/2025,FedEx Ground,F0595,DDORIS
2534,427914847708,1/29/2025,FedEx Ground,F0595,PPARRISH
2540,427914847720,1/29/2025,FedEx Ground,F0595,JEDDINGTON
2559,427914847730,1/29/2025,FedEx Ground,F0595,MBLACKWOOD
2588,427914847752,1/29/2025,FedEx Ground,F0595,GGOOD
2597,427914847763,1/29/2025,FedEx Ground,F0595,LWASSIL
2613,427914847774,1/29/2025,FedEx Ground,F0595,BBB
2619,427914847796,1/29/2025,FedEx Ground,F0595,JJEWELL
2620,427914847800,1/29/2025,FedEx Ground,F0595,SELLIS
2644,427914847811,1/29/2025,FedEx Ground,F0595,BTHORPE
2687,427914847844,1/29/2025,FedEx Ground,F0595,LBUSTOS
2692,427914847855,1/29/2025,FedEx Ground,F0595,MAMELIA
2693,427914847866,1/29/2025,FedEx Ground,F0595,MROSE
2749,427914847936,1/29/2025,FedEx Ground,F0595,
2788,427914847970,1/29/2025,FedEx Ground,F0595,DDUFF
197,427914848071,1/29/2025,FedEx Ground,F0595,JSTILL
300,427914848093,1/29/2025,FedEx Ground,F0595,MWILLIAMSON
309,427914848108,1/29/2025,FedEx Ground,F0595,MBESSARD
312,427914848119,1/29/2025,FedEx Ground,F0595,SMANUEL
315,427914848120,1/29/2025,FedEx Ground,F0595,AHB
356,427914848141,1/29/2025,FedEx Ground,F0595,VCANNO
375,427914848163,1/29/2025,FedEx Ground,F0595,CCASSANDRA
382,427914848174,1/29/2025,FedEx Ground,F0595,MMANNY
401,427914848185,1/29/2025,FedEx Ground,F0595,CCCJ
402,427914848196,1/29/2025,FedEx Ground,F0595,PGUILBEAUX
423,427914848200,1/29/2025,FedEx Ground,F0595,JJORDAN
433,427914848211,1/29/2025,FedEx Ground,F0595,KWATKINS
459,427914848244,1/29/2025,FedEx Ground,F0595,AAA
494,427914848255,1/29/2025,FedEx Ground,F0595,JCAMERON
520,427914848266,1/29/2025,FedEx Ground,F0595,KKUE
526,427914848277,1/29/2025,FedEx Ground,F0595,SFREDRICKSON
579,427914848303,1/29/2025,FedEx Ground,F0595,SJACK
615,427914848325,1/29/2025,FedEx Ground,F0595,
636,427914848347,1/29/2025,FedEx Ground,F0595,LJENSEN
659,427914848358,1/29/2025,FedEx Ground,F0595,MKENNY
700,427914848369,1/29/2025,FedEx Ground,F0595,HHATCHER
726,427914848391,1/29/2025,FedEx Ground,F0595,JHOLLOWAY
731,427914848406,1/29/2025,FedEx Ground,F0595,SKING
740,427914848417,1/29/2025,FedEx Ground,F0595,PPETERS
745,427914848428,1/29/2025,FedEx Ground,F0595,WWILLIAMS
756,427914848440,1/29/2025,FedEx Ground,F0595,CPOWELL
762,427914848450,1/29/2025,FedEx Ground,F0595,MSARAH
764,427914848461,1/29/2025,FedEx Ground,F0595,DHINTON
773,427914848494,1/29/2025,FedEx Ground,F0595,ASANDAVAL
780,427914848509,1/29/2025,FedEx Ground,F0595,RCHAVEZ
797,427914848510,1/29/2025,FedEx Ground,F0595,KMILLER
856,427914848531,1/29/2025,FedEx Ground,F0595,BMOTE
863,427914848542,1/29/2025,FedEx Ground,F0595,MMARTHA
878,427914848564,1/29/2025,FedEx Ground,F0595,BBRYSON
907,427914848575,1/29/2025,FedEx Ground,F0595,KKAY
930,427914848586,1/29/2025,FedEx Ground,F0595,BVINCENT
932,427914848597,1/29/2025,FedEx Ground,F0595,TCHARITY
937,427914848601,1/29/2025,FedEx Ground,F0595,JJASON
957,427914848612,1/29/2025,FedEx Ground,F0595,JMCCURDY
977,427914848634,1/29/2025,FedEx Ground,F0595,MOLI
1052,427914848667,1/29/2025,FedEx Ground,F0595,TTRIMM
1057,427914848678,1/29/2025,FedEx Ground,F0595,DTAYLOR
1063,427914848689,1/29/2025,FedEx Ground,F0595,SSCHAFFER
1069,427914848690,1/29/2025,FedEx Ground,F0595,DTOWNER
1153,427914848715,1/29/2025,FedEx Ground,F0595,DSCOTT
1184,427914848737,1/29/2025,FedEx Ground,F0595,SWALKER
1223,427914848748,1/29/2025,FedEx Ground,F0595,WWALMART
1229,427914848759,1/29/2025,FedEx Ground,F0595,FFGG
1289,427914848760,1/29/2025,FedEx Ground,F0595,TTIRE
1307,427914848770,1/29/2025,FedEx Ground,F0595,MCORPTT
1363,427914848781,1/29/2025,FedEx Ground,F0595,MYOUNG
1386,427914848792,1/29/2025,FedEx Ground,F0595,TESHLEMAN
1404,427914848818,1/29/2025,FedEx Ground,F0595,MMOE
1413,427914848829,1/29/2025,FedEx Ground,F0595,FFOLLMAN
1421,427914848830,1/29/2025,FedEx Ground,F0595,JHALSEY
1423,427914848840,1/29/2025,FedEx Ground,F0595,LBLACK
1462,427914848851,1/29/2025,FedEx Ground,F0595,AWELLINGTON
1481,427914848862,1/29/2025,FedEx Ground,F0595,MMRS
1487,427914848873,1/29/2025,FedEx Ground,F0595,BBRAEBDA
1488,427914848884,1/29/2025,FedEx Ground,F0595,BBOBBY
1497,427914848900,1/29/2025,FedEx Ground,F0595,LMI
1503,427914848910,1/29/2025,FedEx Ground,F0595,AEZT
1504,427914848921,1/29/2025,FedEx Ground,F0595,LBROWN
1546,427914848954,1/29/2025,FedEx Ground,F0595,HBH
1557,427914848976,1/29/2025,FedEx Ground,F0595,AAVILLA
1601,427914848998,1/29/2025,FedEx Ground,F0595,CMURRAY
1611,427914849001,1/29/2025,FedEx Ground,F0595,TTRACY
1638,427914849012,1/29/2025,FedEx Ground,F0595,IAUSTIN
1688,427914849034,1/29/2025,FedEx Ground,F0595,JHINSON
1711,427914849045,1/29/2025,FedEx Ground,F0595,
1712,427914849056,1/29/2025,FedEx Ground,F0595,TCASARRUBIAS
1742,427914849078,1/29/2025,FedEx Ground,F0595,WJAMES
1754,427914849089,1/29/2025,FedEx Ground,F0595,WWALMART
1766,427914849090,1/29/2025,FedEx Ground,F0595,TCOOPER
1770,427914849104,1/29/2025,FedEx Ground,F0595,CHUTTINGER
1820,427914849115,1/29/2025,FedEx Ground,F0595,BGGANDOLFI
1841,427914849126,1/29/2025,FedEx Ground,F0595,BBREADEN
1857,427914849148,1/29/2025,FedEx Ground,F0595,DDIANE
1885,427914849159,1/29/2025,FedEx Ground,F0595,JFORBES
2019,427914849181,1/29/2025,FedEx Ground,F0595,DSETTLES
2061,427914849192,1/29/2025,FedEx Ground,F0595,JWARREN
2062,427914849207,1/29/2025,FedEx Ground,F0595,LPOPE
2111,427914849218,1/29/2025,FedEx Ground,F0595,AMWUARA
2132,427914849229,1/29/2025,FedEx Ground,F0595,TROBINSON
2233,427914849262,1/29/2025,FedEx Ground,F0595,JHAMBURG
2250,427914849273,1/29/2025,FedEx Ground,F0595,ABENSON
2310,427914849284,1/29/2025,FedEx Ground,F0595,TTINDELL
2354,427914849300,1/29/2025,FedEx Ground,F0595,AJACKSON
2446,427914849310,1/29/2025,FedEx Ground,F0595,TUUFOI
2471,427914849321,1/29/2025,FedEx Ground,F0595,MBROWN
2475,427914849332,1/29/2025,FedEx Ground,F0595,KLONG
2558,427914849365,1/29/2025,FedEx Ground,F0595,KLUTWIG
2611,427914849398,1/29/2025,FedEx Ground,F0595,PCOFFMAN
2732,427914849457,1/29/2025,FedEx Ground,F0595,SCHAVEZ
2026,427914860197,1/29/2025,FedEx International Economy,F0595,C.HERNANDEZ
2067,427914860201,1/29/2025,FedEx International Economy,F0595,A.RODRIGUEZ
2240,427914860234,1/29/2025,FedEx International Economy,F0595,R.ROBERT
2302,427914860245,1/29/2025,FedEx International Economy,F0595,C.CRUZ
2346,427914860256,1/29/2025,FedEx International Economy,F0595,J.QUINONES
2423,427914860267,1/29/2025,FedEx International Economy,F0595,F.RANCIS
2501,427914860289,1/29/2025,FedEx International Economy,F0595,W.RIVAS
3716,427914860315,1/29/2025,FedEx International Economy,F0595,N.BENITEZ
5803,427914860337,1/29/2025,FedEx International Economy,F0595,A.RIOS
2754,427914849480,1/29/2025,FedEx Ground,F0595,GBCF
2760,427914849490,1/29/2025,FedEx Ground,F0595,FPERNELL
2774,427914849505,1/29/2025,FedEx Ground,F0595,SMARTIN
2938,427914849550,1/29/2025,FedEx Ground,F0595,PPREJEAN
2941,427914849560,1/29/2025,FedEx Ground,F0595,NNORMAN
2988,427914849582,1/29/2025,FedEx Ground,F0595,KTHOMPSON
3118,427914849608,1/29/2025,FedEx Ground,F0595,SPEARSON
3201,427914849619,1/29/2025,FedEx Ground,F0595,AALICIA
3228,427914849630,1/29/2025,FedEx Ground,F0595,EWALMARTM
3250,427914849641,1/29/2025,FedEx Ground,F0595,ZYANG
3255,427914849652,1/29/2025,FedEx Ground,F0595,CSHONKWILER
3293,427914849685,1/29/2025,FedEx Ground,F0595,TTAMMY
3336,427914849700,1/29/2025,FedEx Ground,F0595,LMELCHER
3402,427914849733,1/29/2025,FedEx Ground,F0595,SOWENS
3403,427914849744,1/29/2025,FedEx Ground,F0595,JJOHNSTON
3459,427914849766,1/29/2025,FedEx Ground,F0595,FHH
3609,427914849814,1/29/2025,FedEx Ground,F0595,TDAVIS
3748,427914849858,1/29/2025,FedEx Ground,F0595,SMEDINA
3749,427914849869,1/29/2025,FedEx Ground,F0595,YROBERT
3786,427914849880,1/29/2025,FedEx Ground,F0595,TTHOMPSON
3838,427914849906,1/29/2025,FedEx Ground,F0595,TMILLER
3860,427914849917,1/29/2025,FedEx Ground,F0595,JWOLFE
3874,427914849928,1/29/2025,FedEx Ground,F0595,MMANAGER
4064,427914849940,1/29/2025,FedEx Ground,F0595,CGREEN
4185,427914849950,1/29/2025,FedEx Ground,F0595,WWALMART
4262,427914849983,1/29/2025,FedEx Ground,F0595,LLISA
4427,427914849994,1/29/2025,FedEx Ground,F0595,TJAMEW
4450,427914850005,1/29/2025,FedEx Ground,F0595,MCADE
4497,427914850027,1/29/2025,FedEx Ground,F0595,DDAW
4520,427914850038,1/29/2025,FedEx Ground,F0595,CMAYS
4616,427914850071,1/29/2025,FedEx Ground,F0595,WMART
4644,427914850108,1/29/2025,FedEx Ground,F0595,APIGE
4690,427914850130,1/29/2025,FedEx Ground,F0595,SFIGUEROA
4699,427914850141,1/29/2025,FedEx Ground,F0595,ACHOLE
5025,427914850163,1/29/2025,FedEx Ground,F0595,ENNEKE
5029,427914850174,1/29/2025,FedEx Ground,F0595,BJENNINGS
5064,427914850196,1/29/2025,FedEx Ground,F0595,ASPEARS
5065,427914850200,1/29/2025,FedEx Ground,F0595,MMAST
5066,427914850211,1/29/2025,FedEx Ground,F0595,DDIANNA
5126,427914850233,1/29/2025,FedEx Ground,F0595,AMCGATHA
5151,427914850244,1/29/2025,FedEx Ground,F0595,WWILL
5264,427914850266,1/29/2025,FedEx Ground,F0595,STOREMANAER
5266,427914850277,1/29/2025,FedEx Ground,F0595,GKAMBOO
5275,427914850288,1/29/2025,FedEx Ground,F0595,WWALM
5309,427914850303,1/29/2025,FedEx Ground,F0595,SHARRELL
5363,427914850325,1/29/2025,FedEx Ground,F0595,TWASHINGTON
5379,427914850336,1/29/2025,FedEx Ground,F0595,SKERNER
5387,427914850347,1/29/2025,FedEx Ground,F0595,CCANAN
5392,427914850358,1/29/2025,FedEx Ground,F0595,WWOODEAL
5403,427914850369,1/29/2025,FedEx Ground,F0595,RSOARES
5409,427914850370,1/29/2025,FedEx Ground,F0595,MMART
5471,427914850391,1/29/2025,FedEx Ground,F0595,AADAMS
5472,427914850406,1/29/2025,FedEx Ground,F0595,MGARY
5499,427914850417,1/29/2025,FedEx Ground,F0595,ACANERON
5703,427914850439,1/29/2025,FedEx Ground,F0595,EWALTERS
5709,427914850440,1/29/2025,FedEx Ground,F0595,DSUBER
5761,427914850450,1/29/2025,FedEx Ground,F0595,JJUDY
5786,427914850461,1/29/2025,FedEx Ground,F0595,WALLY
5812,427914850472,1/29/2025,FedEx Ground,F0595,JHOOPER
7087,427914850510,1/29/2025,FedEx Ground,F0595,CCHANDLEY
7185,427914850520,1/29/2025,FedEx Ground,F0595,
7246,427914850531,1/29/2025,FedEx Ground,F0595,DBUCK
699,427914850807,1/29/2025,FedEx Ground,F0595,EERIC
1093,427914851663,1/29/2025,FedEx Ground,F0595,SDOES
1510,427914851674,1/29/2025,FedEx Ground,F0595,PPALMER
1810,427914851685,1/29/2025,FedEx Ground,F0595,DMAGRO
925,427914851700,1/29/2025,FedEx Ground,F0595,RLAWRENCE
931,427914851711,1/29/2025,FedEx Ground,F0595,AMONTGOMERY
1085,427914851722,1/29/2025,FedEx Ground,F0595,DDEBBIE
1349,427914851733,1/29/2025,FedEx Ground,F0595,AESE
1387,427914851744,1/29/2025,FedEx Ground,F0595,MMITO
1398,427914851755,1/29/2025,FedEx Ground,F0595,EBLANCA
1436,427914851766,1/29/2025,FedEx Ground,F0595,BRENDA
1482,427914851777,1/29/2025,FedEx Ground,F0595,LLINDA
1511,427914851788,1/29/2025,FedEx Ground,F0595,EHOLMES
1517,427914851799,1/29/2025,FedEx Ground,F0595,RROSE
1589,427914851803,1/29/2025,FedEx Ground,F0595,LLEON
1590,427914851814,1/29/2025,FedEx Ground,F0595,FFLOR
1680,427914851825,1/29/2025,FedEx Ground,F0595,MMAC
1777,427914851836,1/29/2025,FedEx Ground,F0595,PPIELPI
1845,427914851847,1/29/2025,FedEx Ground,F0595,RRODRIGO
1916,427914851869,1/29/2025,FedEx Ground,F0595,SELIZABETH
2091,427914851870,1/29/2025,FedEx Ground,F0595,YBORREGO
2151,427914851880,1/29/2025,FedEx Ground,F0595,HHELEN
2176,427914851891,1/29/2025,FedEx Ground,F0595,MARY
2232,427914851906,1/29/2025,FedEx Ground,F0595,NVEKEZ
2459,427914851928,1/29/2025,FedEx Ground,F0595,KKBEYDR
2591,427914851950,1/29/2025,FedEx Ground,F0595,SMACK
2789,427914851961,1/29/2025,FedEx Ground,F0595,MKATE
2897,427914851994,1/29/2025,FedEx Ground,F0595,LMORILES
2962,427914852019,1/29/2025,FedEx Ground,F0595,NNICK
2987,427914852020,1/29/2025,FedEx Ground,F0595,DDJJD
