Market,Store,Store Type,Launch Date 
52,206,SUP,7/18/2023
271,216,SUP,7/18/2023
48,220,SUP,7/18/2023
344,221,SUP,7/18/2023
344,227,SUP,7/18/2023
48,228,SUP,7/18/2023
345,246,SUP,7/18/2023
503,249,SUP,7/18/2023
4,258,SUP,7/18/2023
583,259,SUP,7/18/2023
55,260,SUP,7/18/2023
271,262,SUP,7/18/2023
45,265,SUP,7/18/2023
334,267,SUP,7/18/2023
349,269,SUP,7/18/2023
351,276,SUP,7/18/2023
353,277,SUP,7/18/2023
127,278,SUP,7/18/2023
49,284,SUP,7/18/2023
77,290,SUP,7/18/2023
340,295,SUP,7/18/2023
325,296,SUP,7/18/2023
59,297,SUP,7/18/2023
5,298,SUP,7/18/2023
3,300,SUP,7/18/2023
3,301,SUP,7/18/2023
271,302,SUP,7/18/2023
135,307,SUP,7/18/2023
132,309,SUP,7/18/2023
5,314,SUP,7/18/2023
10,329,SUP,7/18/2023
84,330,SUP,7/18/2023
66,331,SUP,7/18/2023
146,335,SUP,7/18/2023
68,351,SUP,7/18/2023
10,355,SUP,7/18/2023
321,358,SUP,7/18/2023
140,365,SUP,7/18/2023
121,366,SUP,7/18/2023
48,371,SUP,7/18/2023
347,374,SUP,7/18/2023
5,375,SUP,7/18/2023
127,376,SUP,7/18/2023
333,379,SUP,7/18/2023
81,381,SUP,7/18/2023
66,383,SUP,7/18/2023
66,384,SUP,7/18/2023
352,389,SUP,7/18/2023
4,391,SUP,7/18/2023
80,395,SUP,7/18/2023
39,396,SUP,7/18/2023
46,399,SUP,7/18/2023
132,402,SUP,7/18/2023
66,408,SUP,7/18/2023
349,414,SUP,7/18/2023
132,415,SUP,7/18/2023
151,416,SUP,7/18/2023
130,428,SUP,7/18/2023
5,433,SUP,7/18/2023
5,434,SUP,7/18/2023
78,440,SUP,7/18/2023
88,447,SUP,7/18/2023
127,448,SUP,7/18/2023
127,450,SUP,7/18/2023
569,456,SUP,7/18/2023
78,458,SUP,7/18/2023
61,462,SUP,7/18/2023
78,464,SUP,7/18/2023
52,467,SUP,7/18/2023
47,468,SUP,7/18/2023
66,469,SUP,7/18/2023
49,471,SUP,7/18/2023
356,472,SUP,7/18/2023
83,475,SUP,7/18/2023
273,481,SUP,7/18/2023
8,483,SUP,7/18/2023
129,485,SUP,7/18/2023
97,488,SUP,7/18/2023
128,489,SUP,7/18/2023
78,490,SUP,7/18/2023
253,491,SUP,7/18/2023
138,495,SUP,7/18/2023
344,499,SUP,7/18/2023
260,507,SUP,7/18/2023
38,511,SUP,7/18/2023
73,513,SUP,7/18/2023
353,517,SUP,7/18/2023
260,519,SUP,7/18/2023
549,525,WNM,7/18/2023
132,533,SUP,7/18/2023
74,535,SUP,7/18/2023
73,537,SUP,7/18/2023
134,539,SUP,7/18/2023
129,540,SUP,7/18/2023
128,541,SUP,7/18/2023
132,543,SUP,7/18/2023
353,544,SUP,7/18/2023
62,546,SUP,7/18/2023
114,547,SUP,7/18/2023
25,548,SUP,7/18/2023
71,549,SUP,7/18/2023
125,553,SUP,7/18/2023
28,556,SUP,7/18/2023
407,557,SUP,7/18/2023
2,562,SUP,7/18/2023
580,566,SUP,7/18/2023
260,571,SUP,7/18/2023
46,572,SUP,7/18/2023
361,573,SUP,7/18/2023
37,574,SUP,7/18/2023
123,578,SUP,7/18/2023
116,580,SUP,7/18/2023
94,582,SUP,7/18/2023
37,586,SUP,7/18/2023
256,589,SUP,7/18/2023
406,592,SUP,7/18/2023
28,593,SUP,7/18/2023
569,595,SUP,7/18/2023
124,599,SUP,7/18/2023
74,601,SUP,7/18/2023
68,602,SUP,7/18/2023
29,605,SUP,7/18/2023
76,610,SUP,7/18/2023
273,612,SUP,7/18/2023
26,615,SUP,7/18/2023
38,616,SUP,7/18/2023
119,619,SUP,7/18/2023
124,620,SUP,7/18/2023
118,623,SUP,7/18/2023
38,627,SUP,7/18/2023
38,630,SUP,7/18/2023
36,632,SUP,7/18/2023
38,634,SUP,7/18/2023
29,635,SUP,7/18/2023
42,638,SUP,7/18/2023
28,639,SUP,7/18/2023
35,641,SUP,7/18/2023
37,643,SUP,7/18/2023
66,651,SUP,7/18/2023
406,652,SUP,7/18/2023
253,653,SUP,7/18/2023
253,655,SUP,7/18/2023
151,656,SUP,7/18/2023
137,660,SUP,7/18/2023
137,661,SUP,7/18/2023
137,662,SUP,7/18/2023
406,664,SUP,7/18/2023
152,668,SUP,7/18/2023
2,670,SUP,7/18/2023
149,673,SUP,7/18/2023
151,682,SUP,7/18/2023
147,683,SUP,7/18/2023
123,685,SUP,7/18/2023
3,691,SUP,7/18/2023
149,695,SUP,7/18/2023
136,699,SUP,7/18/2023
254,701,SUP,7/18/2023
67,703,SUP,7/18/2023
153,710,SUP,7/18/2023
257,711,SUP,7/18/2023
5,712,SUP,7/18/2023
136,716,SUP,7/18/2023
114,718,SUP,7/18/2023
118,721,SUP,7/18/2023
22,722,SUP,7/18/2023
10,726,SUP,7/18/2023
22,727,SUP,7/18/2023
256,729,SUP,7/18/2023
151,735,SUP,7/18/2023
258,739,SUP,7/18/2023
59,744,SUP,7/18/2023
19,745,SUP,7/18/2023
76,746,SUP,7/18/2023
63,752,SUP,7/18/2023
70,755,SUP,7/18/2023
2,762,SUP,7/18/2023
11,764,SUP,7/18/2023
65,768,SUP,7/18/2023
92,771,SUP,7/18/2023
432,776,SUP,7/18/2023
66,777,SUP,7/18/2023
81,781,SUP,7/18/2023
22,787,SUP,7/18/2023
583,789,SUP,7/18/2023
70,793,SUP,7/18/2023
89,800,SUP,7/18/2023
387,806,SUP,7/18/2023
61,808,SUP,7/18/2023
10,809,SUP,7/18/2023
107,814,SUP,7/18/2023
141,816,SUP,7/18/2023
105,819,SUP,7/18/2023
71,821,SUP,7/18/2023
70,822,SUP,7/18/2023
345,823,SUP,7/18/2023
385,824,SUP,7/18/2023
257,825,SUP,7/18/2023
375,826,SUP,7/18/2023
251,828,SUP,7/18/2023
385,835,SUP,7/18/2023
28,836,SUP,7/18/2023
130,839,SUP,7/18/2023
554,840,WNM,7/18/2023
27,843,SUP,7/18/2023
262,844,SUP,7/18/2023
144,848,SUP,7/18/2023
59,849,SUP,7/18/2023
385,850,SUP,7/18/2023
1,853,SUP,7/18/2023
116,859,SUP,7/18/2023
71,861,SUP,7/18/2023
28,862,SUP,7/18/2023
28,864,SUP,7/18/2023
1,866,SUP,7/18/2023
429,867,SUP,7/18/2023
62,872,SUP,7/18/2023
140,875,SUP,7/18/2023
249,884,SUP,7/18/2023
141,887,SUP,7/18/2023
91,890,SUP,7/18/2023
356,894,SUP,7/18/2023
49,896,SUP,7/18/2023
140,903,SUP,7/18/2023
125,909,SUP,7/18/2023
442,910,SUP,7/18/2023
62,915,SUP,7/18/2023
141,916,SUP,7/18/2023
46,918,SUP,7/18/2023
15,919,SUP,7/18/2023
388,921,SUP,7/18/2023
482,923,SUP,7/18/2023
8,930,SUP,7/18/2023
16,932,SUP,7/18/2023
130,935,SUP,7/18/2023
91,943,SUP,7/18/2023
91,955,SUP,7/18/2023
89,959,SUP,7/18/2023
93,960,SUP,7/18/2023
48,963,SUP,7/18/2023
505,964,SUP,7/18/2023
104,967,SUP,7/18/2023
116,968,SUP,7/18/2023
143,969,SUP,7/18/2023
143,970,SUP,7/18/2023
92,973,SUP,7/18/2023
138,981,SUP,7/18/2023
1,991,SUP,7/18/2023
407,993,SUP,7/18/2023
251,995,SUP,7/18/2023
86,999,SUP,7/18/2023
333,1009,SUP,7/18/2023
309,1010,SUP,7/18/2023
29,1011,SUP,7/18/2023
129,1016,SUP,7/18/2023
339,1021,SUP,7/18/2023
45,1022,SUP,7/18/2023
243,1033,SUP,7/18/2023
305,1034,SUP,7/18/2023
294,1036,SUP,7/18/2023
304,1039,SUP,7/18/2023
65,1040,SUP,7/18/2023
569,1041,SUP,7/18/2023
85,1042,SUP,7/18/2023
45,1044,SUP,7/18/2023
583,1055,SUP,7/18/2023
353,1056,SUP,7/18/2023
388,1058,SUP,7/18/2023
304,1060,SUP,7/18/2023
63,1062,SUP,7/18/2023
18,1070,SUP,7/18/2023
32,1076,SUP,7/18/2023
143,1088,SUP,7/18/2023
101,1090,SUP,7/18/2023
130,1102,SUP,7/18/2023
59,1103,SUP,7/18/2023
326,1105,SUP,7/18/2023
141,1106,SUP,7/18/2023
258,1113,SUP,7/18/2023
51,1117,SUP,7/18/2023
55,1118,SUP,7/18/2023
309,1133,SUP,7/18/2023
7,1134,SUP,7/18/2023
131,1136,SUP,7/18/2023
259,1140,SUP,7/18/2023
36,1146,SUP,7/18/2023
349,1148,SUP,7/18/2023
367,1149,SUP,7/18/2023
85,1150,SUP,7/18/2023
362,1151,SUP,7/18/2023
506,1154,SUP,7/18/2023
310,1155,SUP,7/18/2023
2,1158,SUP,7/18/2023
123,1159,W/M,7/18/2023
243,1160,SUP,7/18/2023
125,1163,SUP,7/18/2023
256,1170,SUP,7/18/2023
294,1179,SUP,7/18/2023
41,1183,SUP,7/18/2023
60,1186,SUP,7/18/2023
257,1190,SUP,7/18/2023
135,1193,SUP,7/18/2023
506,1198,SUP,7/18/2023
388,1199,SUP,7/18/2023
391,1200,SUP,7/18/2023
3,1201,SUP,7/18/2023
438,1202,SUP,7/18/2023
116,1203,SUP,7/18/2023
66,1204,SUP,7/18/2023
270,1211,SUP,7/18/2023
104,1213,SUP,7/18/2023
120,1215,SUP,7/18/2023
294,1217,SUP,7/18/2023
90,1220,SUP,7/18/2023
101,1225,SUP,7/18/2023
379,1231,SUP,7/18/2023
81,1232,SUP,7/18/2023
302,1236,SUP,7/18/2023
82,1253,SUP,7/18/2023
76,1254,SUP,7/18/2023
310,1261,SUP,7/18/2023
339,1265,SUP,7/18/2023
130,1266,SUP,7/18/2023
300,1268,SUP,7/18/2023
39,1270,SUP,7/18/2023
138,1271,SUP,7/18/2023
389,1273,SUP,7/18/2023
59,1279,SUP,7/18/2023
388,1280,SUP,7/18/2023
42,1281,SUP,7/18/2023
16,1284,SUP,7/18/2023
296,1288,SUP,7/18/2023
569,1296,SUP,7/18/2023
302,1298,SUP,7/18/2023
364,1299,SUP,7/18/2023
302,1300,SUP,7/18/2023
311,1302,SUP,7/18/2023
247,1304,SUP,7/18/2023
387,1306,SUP,7/18/2023
310,1312,SUP,7/18/2023
24,1314,SUP,7/18/2023
222,1330,SUP,7/18/2023
223,1331,SUP,7/18/2023
304,1337,SUP,7/18/2023
143,1346,SUP,7/18/2023
317,1351,SUP,7/18/2023
302,1355,SUP,7/18/2023
251,1356,SUP,7/18/2023
387,1357,SUP,7/18/2023
36,1359,SUP,7/18/2023
317,1360,SUP,7/18/2023
426,1361,SUP,7/18/2023
32,1367,SUP,7/18/2023
248,1388,SUP,7/18/2023
272,1395,SUP,7/18/2023
441,1396,SUP,7/18/2023
384,1397,SUP,7/18/2023
18,1403,SUP,7/18/2023
97,1408,SUP,7/18/2023
384,1414,SUP,7/18/2023
248,1419,SUP,7/18/2023
278,1421,SUP,7/18/2023
204,1422,SUP,7/18/2023
204,1432,SUP,7/18/2023
391,1434,SUP,7/18/2023
405,1439,SUP,7/18/2023
98,1444,SUP,7/18/2023
419,1447,SUP,7/18/2023
429,1460,SUP,7/18/2023
223,1463,SUP,7/18/2023
121,1466,SUP,7/18/2023
120,1469,SUP,7/18/2023
421,1470,SUP,7/18/2023
365,1474,SUP,7/18/2023
238,1487,SUP,7/18/2023
376,1492,SUP,7/18/2023
78,1494,SUP,7/18/2023
111,1513,SUP,7/18/2023
218,1519,SUP,7/18/2023
287,1525,SUP,7/18/2023
233,1529,SUP,7/18/2023
369,1532,SUP,7/18/2023
430,1538,SUP,7/18/2023
430,1543,SUP,7/18/2023
368,1549,SUP,7/18/2023
452,1554,SUP,7/18/2023
463,1555,SUP,7/18/2023
448,1563,SUP,7/18/2023
248,1570,SUP,7/18/2023
447,1574,SUP,7/18/2023
424,1577,SUP,7/18/2023
23,1578,SUP,7/18/2023
217,1595,SUP,7/18/2023
356,1597,SUP,7/18/2023
447,1600,SUP,7/18/2023
14,1605,SUP,7/18/2023
419,1609,SUP,7/18/2023
366,1612,SUP,7/18/2023
381,1617,SUP,7/18/2023
192,1619,SUP,7/18/2023
288,1631,SUP,7/18/2023
392,1648,SUP,7/18/2023
453,1651,SUP,7/18/2023
448,1660,SUP,7/18/2023
302,1661,SUP,7/18/2023
438,1669,SUP,7/18/2023
192,1673,SUP,7/18/2023
280,1674,SUP,7/18/2023
288,1687,SUP,7/18/2023
289,1688,SUP,7/18/2023
376,1689,SUP,7/18/2023
275,1690,SUP,7/18/2023
124,1694,SUP,7/18/2023
183,1698,SUP,7/18/2023
453,1704,SUP,7/18/2023
191,1705,SUP,7/18/2023
401,1708,SUP,7/18/2023
140,1710,SUP,7/18/2023
111,1712,SUP,7/18/2023
203,1733,SUP,7/18/2023
284,1736,SUP,7/18/2023
36,1748,SUP,7/18/2023
341,1761,SUP,7/18/2023
311,1763,SUP,7/18/2023
288,1773,SUP,7/18/2023
310,1774,SUP,7/18/2023
478,1775,SUP,7/18/2023
452,1789,SUP,7/18/2023
184,1796,SUP,7/18/2023
411,1802,SUP,7/18/2023
87,1803,SUP,7/18/2023
463,1805,SUP,7/18/2023
202,1809,SUP,7/18/2023
449,1815,SUP,7/18/2023
297,1816,W/M,7/18/2023
229,1820,SUP,7/18/2023
582,1827,SUP,7/18/2023
439,1828,SUP,7/18/2023
37,1829,SUP,7/18/2023
202,1836,SUP,7/18/2023
59,1837,SUP,7/18/2023
289,1841,SUP,7/18/2023
234,1850,SUP,7/18/2023
461,1853,SUP,7/18/2023
463,1859,SUP,7/18/2023
475,1870,SUP,7/18/2023
118,1874,SUP,7/18/2023
445,1879,SUP,7/18/2023
454,1881,SUP,7/18/2023
401,1888,SUP,7/18/2023
400,1900,SUP,7/18/2023
383,1901,SUP,7/18/2023
400,1902,SUP,7/18/2023
184,1907,SUP,7/18/2023
195,1909,SUP,7/18/2023
445,1914,SUP,7/18/2023
463,1915,SUP,7/18/2023
191,1926,SUP,7/18/2023
209,1927,SUP,7/18/2023
419,1929,SUP,7/18/2023
208,1948,SUP,7/18/2023
399,1951,SUP,7/18/2023
297,1953,SUP,7/18/2023
183,1954,SUP,7/18/2023
225,1961,SUP,7/18/2023
161,1964,SUP,7/18/2023
181,1975,SUP,7/18/2023
508,1981,SUP,7/18/2023
154,1984,SUP,7/18/2023
205,1987,SUP,7/18/2023
447,1989,SUP,7/18/2023
301,2000,SUP,7/18/2023
475,2006,SUP,7/18/2023
473,2007,SUP,7/18/2023
201,2010,SUP,7/18/2023
179,2013,SUP,7/18/2023
511,2025,SUP,7/18/2023
239,2035,SUP,7/18/2023
180,2046,SUP,7/18/2023
453,2048,SUP,7/18/2023
396,2050,SUP,7/18/2023
405,2051,SUP,7/18/2023
469,2070,SUP,7/18/2023
469,2071,SUP,7/18/2023
469,2074,SUP,7/18/2023
460,2077,SUP,7/18/2023
195,2088,SUP,7/18/2023
311,2089,SUP,7/18/2023
475,2101,SUP,7/18/2023
13,2111,SUP,7/18/2023
47,2123,SUP,7/18/2023
470,2126,W/M,7/18/2023
168,2145,SUP,7/18/2023
383,2147,SUP,7/18/2023
183,2153,SUP,7/18/2023
156,2155,SUP,7/18/2023
463,2181,SUP,7/18/2023
473,2187,SUP,7/18/2023
469,2188,SUP,7/18/2023
208,2193,SUP,7/18/2023
216,2199,SUP,7/18/2023
162,2200,W/M,7/18/2023
505,2201,SUP,7/18/2023
233,2205,SUP,7/18/2023
41,2214,SUP,7/18/2023
585,2223,SUP,7/18/2023
161,2225,SUP,7/18/2023
154,2228,W/M,7/18/2023
200,2238,SUP,7/18/2023
478,2243,SUP,7/18/2023
460,2245,SUP,7/18/2023
467,2249,SUP,7/18/2023
232,2255,SUP,7/18/2023
67,2257,SUP,7/18/2023
473,2269,SUP,7/18/2023
285,2272,SUP,7/18/2023
449,2277,SUP,7/18/2023
154,2289,SUP,7/18/2023
471,2319,W/M,7/18/2023
472,2325,SUP,7/18/2023
183,2330,SUP,7/18/2023
441,2335,SUP,7/18/2023
36,2348,SUP,7/18/2023
174,2365,SUP,7/18/2023
154,2386,SUP,7/18/2023
114,2387,SUP,7/18/2023
533,2393,WNM,7/18/2023
184,2399,SUP,7/18/2023
218,2400,SUP,7/18/2023
514,2403,SUP,7/18/2023
476,2422,W/M,7/18/2023
485,2425,WNM,7/18/2023
492,2431,WNM,7/18/2023
196,2434,SUP,7/18/2023
60,2439,SUP,7/18/2023
294,2440,SUP,7/18/2023
570,2451,WNM,7/18/2023
383,2455,SUP,7/18/2023
115,2459,SUP,7/18/2023
285,2460,SUP,7/18/2023
467,2469,SUP,7/18/2023
308,2472,SUP,7/18/2023
470,2473,W/M,7/18/2023
320,2474,SUP,7/18/2023
20,2475,SUP,7/18/2023
468,2477,SUP,7/18/2023
118,2484,SUP,7/18/2023
369,2512,SUP,7/18/2023
18,2513,SUP,7/18/2023
371,2515,SUP,7/18/2023
233,2519,SUP,7/18/2023
232,2528,SUP,7/18/2023
289,2529,SUP,7/18/2023
263,2532,SUP,7/18/2023
14,2533,SUP,7/18/2023
474,2539,SUP,7/18/2023
238,2544,SUP,7/18/2023
196,2545,SUP,7/18/2023
164,2547,SUP,7/18/2023
474,2549,SUP,7/18/2023
476,2550,SUP,7/18/2023
447,2556,W/M,7/18/2023
280,2566,SUP,7/18/2023
316,2576,SUP,7/18/2023
191,2581,SUP,7/18/2023
471,2595,SUP,7/18/2023
228,2597,SUP,7/18/2023
316,2610,SUP,7/18/2023
260,2628,SUP,7/18/2023
28,2630,SUP,7/18/2023
259,2638,SUP,7/18/2023
204,2644,SUP,7/18/2023
375,2656,SUP,7/18/2023
125,2665,SUP,7/18/2023
55,2667,SUP,7/18/2023
435,2668,SUP,7/18/2023
373,2671,SUP,7/18/2023
201,2678,SUP,7/18/2023
534,2686,WNM,7/18/2023
45,2688,SUP,7/18/2023
512,2689,WNM,7/18/2023
333,2702,SUP,7/18/2023
38,2703,SUP,7/18/2023
298,2704,SUP,7/18/2023
314,2705,SUP,7/18/2023
125,2706,SUP,7/18/2023
143,2715,SUP,7/18/2023
141,2717,SUP,7/18/2023
469,2722,SUP,7/18/2023
2,2723,SUP,7/18/2023
110,2727,SUP,7/18/2023
32,2733,SUP,7/18/2023
14,2739,SUP,7/18/2023
534,2742,WNM,7/18/2023
492,2743,WNM,7/18/2023
537,2744,WNM,7/18/2023
537,2745,WNM,7/18/2023
140,2755,SUP,7/18/2023
312,2762,SUP,7/18/2023
569,2763,SUP,7/18/2023
372,2768,SUP,7/18/2023
87,2769,SUP,7/18/2023
546,2773,WNM,7/18/2023
482,2788,SUP,7/18/2023
315,2807,SUP,7/18/2023
320,2809,SUP,7/18/2023
440,2813,SUP,7/18/2023
290,2821,SUP,7/18/2023
131,2822,SUP,7/18/2023
515,2826,WNM,7/18/2023
435,2828,SUP,7/18/2023
400,2831,SUP,7/18/2023
50,2834,SUP,7/18/2023
144,2846,SUP,7/18/2023
433,2847,SUP,7/18/2023
293,2850,SUP,7/18/2023
506,2864,SUP,7/18/2023
496,2870,WNM,7/18/2023
197,2872,SUP,7/18/2023
90,2881,SUP,7/18/2023
394,2884,SUP,7/18/2023
161,2885,W/M,7/18/2023
496,2887,WNM,7/18/2023
415,2889,SUP,7/18/2023
376,2892,SUP,7/18/2023
208,2910,SUP,7/18/2023
542,2919,WNM,7/18/2023
101,2920,SUP,7/18/2023
401,2921,SUP,7/18/2023
366,2922,SUP,7/18/2023
382,2923,SUP,7/18/2023
453,2925,SUP,7/18/2023
476,2927,SUP,7/18/2023
36,2928,SUP,7/18/2023
140,2939,SUP,7/18/2023
542,2940,WNM,7/18/2023
233,2945,SUP,7/18/2023
448,2951,SUP,7/18/2023
561,2977,WNM,7/18/2023
44,2978,SUP,7/18/2023
58,2979,WNM,7/18/2023
479,2980,SUP,7/18/2023
533,2984,WNM,7/18/2023
190,2992,SUP,7/18/2023
561,3015,WNM,7/18/2023
389,3018,SUP,7/18/2023
543,3042,WNM,7/18/2023
512,3047,WNM,7/18/2023
554,3074,WNM,7/18/2023
15,3075,SUP,7/18/2023
424,3088,SUP,7/18/2023
86,3106,SUP,7/18/2023
506,3107,SUP,7/18/2023
77,3112,SUP,7/18/2023
490,3126,WNM,7/18/2023
490,3127,WNM,7/18/2023
490,3128,WNM,7/18/2023
432,3150,SUP,7/18/2023
432,3151,SUP,7/18/2023
491,3154,WNM,7/18/2023
534,3164,WNM,7/18/2023
537,3168,WNM,7/18/2023
83,3170,SUP,7/18/2023
491,3173,WNM,7/18/2023
490,3175,WNM,7/18/2023
378,3177,SUP,7/18/2023
544,3184,WNM,7/18/2023
566,3185,WNM,7/18/2023
20,3188,SUP,7/18/2023
533,3202,WNM,7/18/2023
561,3204,WNM,7/18/2023
23,3205,SUP,7/18/2023
68,3213,SUP,7/18/2023
288,3214,SUP,7/18/2023
289,3216,SUP,7/18/2023
467,3218,SUP,7/18/2023
288,3219,SUP,7/18/2023
35,3222,SUP,7/18/2023
583,3225,SUP,7/18/2023
321,3231,SUP,7/18/2023
419,3233,SUP,7/18/2023
430,3237,SUP,7/18/2023
538,3238,WNM,7/18/2023
478,3239,SUP,7/18/2023
442,3247,SUP,7/18/2023
218,3251,SUP,7/18/2023
228,3253,SUP,7/18/2023
392,3254,SUP,7/18/2023
432,3267,SUP,7/18/2023
13,3271,SUP,7/18/2023
533,3275,WNM,7/18/2023
77,3279,SUP,7/18/2023
409,3283,SUP,7/18/2023
44,3284,SUP,7/18/2023
44,3285,SUP,7/18/2023
52,3286,SUP,7/18/2023
131,3288,SUP,7/18/2023
356,3295,SUP,7/18/2023
67,3297,SUP,7/18/2023
60,3298,SUP,7/18/2023
101,3308,SUP,7/18/2023
81,3319,SUP,7/18/2023
533,3327,WNM,7/18/2023
327,3331,SUP,7/18/2023
191,3332,SUP,7/18/2023
178,3337,SUP,7/18/2023
507,3340,WNM,7/18/2023
118,3349,SUP,7/18/2023
452,3352,SUP,7/18/2023
397,3354,WNM,7/18/2023
397,3355,WNM,7/18/2023
253,3362,SUP,7/18/2023
36,3367,SUP,7/18/2023
366,3379,SUP,7/18/2023
475,3380,SUP,7/18/2023
389,3382,SUP,7/18/2023
70,3383,SUP,7/18/2023
570,3385,WNM,7/18/2023
118,3387,SUP,7/18/2023
68,3390,SUP,7/18/2023
87,3391,SUP,7/18/2023
19,3401,SUP,7/18/2023
19,3402,SUP,7/18/2023
51,3406,SUP,7/18/2023
500,3411,WNM,7/18/2023
385,3423,SUP,7/18/2023
63,3425,SUP,7/18/2023
352,3430,SUP,7/18/2023
48,3431,SUP,7/18/2023
49,3433,SUP,7/18/2023
249,3435,SUP,7/18/2023
528,3449,WNM,7/18/2023
528,3450,WNM,7/18/2023
500,3456,WNM,7/18/2023
278,3459,SUP,7/18/2023
16,3461,SUP,7/18/2023
114,3463,SUP,7/18/2023
369,3465,SUP,7/18/2023
474,3472,SUP,7/18/2023
534,3479,WNM,7/18/2023
129,3483,SUP,7/18/2023
14,3484,SUP,7/18/2023
184,3491,W/M,7/18/2023
409,3492,SUP,7/18/2023
149,3495,SUP,7/18/2023
441,3505,SUP,7/18/2023
507,3508,WNM,7/18/2023
62,3510,SUP,7/18/2023
474,3511,SUP,7/18/2023
228,3514,SUP,7/18/2023
218,3515,SUP,7/18/2023
88,3518,SUP,7/18/2023
504,3521,WNM,7/18/2023
514,3525,SUP,7/18/2023
104,3526,SUP,7/18/2023
107,3527,SUP,7/18/2023
425,3534,SUP,7/18/2023
157,3535,SUP,7/18/2023
467,3537,SUP,7/18/2023
184,3549,W/M,7/18/2023
80,3567,SUP,7/18/2023
83,3569,SUP,7/18/2023
30,3570,SUP,7/18/2023
62,3572,SUP,7/18/2023
286,3573,SUP,7/18/2023
562,3579,WNM,7/18/2023
216,3581,SUP,7/18/2023
68,3585,SUP,7/18/2023
455,3587,SUP,7/18/2023
426,3590,SUP,7/18/2023
68,3591,SUP,7/18/2023
492,3593,WNM,7/18/2023
310,3595,SUP,7/18/2023
