Store,Market,Region,BU,Final Tier,Details
3087,446,57,WEST BU,Tier 1 - ISA On in Total Store,
3088,424,52,WEST BU,Tier 2 - GM Pause,
3090,552,61,NHM BU,Tier 1 - ISA On in Total Store,
3093,399,56,WEST BU,Tier 1 - ISA On in Total Store,
3094,557,61,NHM BU,Tier 1 - ISA On in Total Store,
3098,550,61,NHM BU,Tier 1 - ISA On in Total Store,
3099,551,61,NHM BU,Tier 1 - ISA On in Total Store,
3101,551,61,NHM BU,Tier 1 - ISA On in Total Store,
3102,424,52,WEST BU,Tier 1 - ISA On in Total Store,
3103,409,44,SOUTWEST BU,Tier 2 - GM Pause,
3104,488,72,NHM BU,Tier 1 - ISA On in Total Store,
3106,86,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3107,506,6,SOUTWEST BU,Tier 2 - GM Pause,
3110,495,59,NHM BU,Tier 1 - ISA On in Total Store,
3111,538,72,NHM BU,Tier 1 - ISA On in Total Store,
3112,77,6,SOUTWEST BU,Tier 2 - GM Pause,
3114,157,16,EAST BU,Tier 2 - GM Pause,
3118,20,2,SOUTHEAST BU,Tier 2 - GM Pause,
3119,15,14,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3123,512,61,NHM BU,Tier 1 - ISA On in Total Store,
3126,490,61,NHM BU,Tier 1 - ISA On in Total Store,
3127,490,61,NHM BU,Tier 1 - ISA On in Total Store,
3128,490,61,NHM BU,Tier 1 - ISA On in Total Store,
3131,515,61,NHM BU,Tier 1 - ISA On in Total Store,
3132,515,61,NHM BU,Tier 1 - ISA On in Total Store,
3133,515,61,NHM BU,Tier 1 - ISA On in Total Store,
3135,58,64,NHM BU,Tier 1 - ISA On in Total Store,
3136,505,46,SOUTWEST BU,Tier 2 - GM Pause,
3137,149,12,SOUTHEAST BU,Tier 2 - GM Pause,
3138,481,61,NHM BU,Tier 1 - ISA On in Total Store,
3139,481,61,NHM BU,Tier 1 - ISA On in Total Store,
3140,481,61,NHM BU,Tier 1 - ISA On in Total Store,
3141,481,61,NHM BU,Tier 1 - ISA On in Total Store,
3143,9,61,NHM BU,Tier 1 - ISA On in Total Store,
3144,550,61,NHM BU,Tier 1 - ISA On in Total Store,
3145,550,61,NHM BU,Tier 1 - ISA On in Total Store,
3146,550,61,NHM BU,Tier 1 - ISA On in Total Store,
3147,481,61,NHM BU,Tier 1 - ISA On in Total Store,
3149,470,60,WEST BU,Tier 2 - GM Pause,
3150,432,47,WEST BU,Tier 2 - GM Pause,
3151,432,47,WEST BU,Tier 1 - ISA On in Total Store,
3152,491,61,NHM BU,Tier 1 - ISA On in Total Store,
3153,491,61,NHM BU,Tier 1 - ISA On in Total Store,
3154,491,61,NHM BU,Tier 1 - ISA On in Total Store,
3155,491,61,NHM BU,Tier 1 - ISA On in Total Store,
3156,502,59,NHM BU,Tier 1 - ISA On in Total Store,
3157,502,59,NHM BU,Tier 1 - ISA On in Total Store,
3159,577,17,EAST BU,Tier 2 - GM Pause,
3161,548,72,NHM BU,Tier 1 - ISA On in Total Store,
3162,96,72,NHM BU,Tier 1 - ISA On in Total Store,
3163,553,9,SOUTHEAST BU,Tier 2 - GM Pause,
3164,534,72,NHM BU,Tier 1 - ISA On in Total Store,
3166,495,59,NHM BU,Tier 1 - ISA On in Total Store,
3167,125,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,MM Requested
3168,537,72,NHM BU,Tier 1 - ISA On in Total Store,
3169,83,5,SOUTWEST BU,Tier 2 - GM Pause,
3170,83,5,SOUTWEST BU,Tier 2 - GM Pause,
3172,491,61,NHM BU,Tier 1 - ISA On in Total Store,
3172,491,61,NHM BU,Tier 1 - ISA On in Total Store,
3173,491,61,NHM BU,Tier 1 - ISA On in Total Store,
3175,490,61,NHM BU,Tier 1 - ISA On in Total Store,
3176,490,61,NHM BU,Tier 1 - ISA On in Total Store,
3177,378,54,WEST BU,Tier 1 - ISA On in Total Store,
3178,550,61,NHM BU,Tier 1 - ISA On in Total Store,
3179,481,61,NHM BU,Tier 1 - ISA On in Total Store,
3180,446,57,WEST BU,Tier 1 - ISA On in Total Store,
3182,296,26,EAST BU,Tier 3 - Total Store ISA Pause,
3183,103,72,NHM BU,Tier 1 - ISA On in Total Store,
3184,544,72,NHM BU,Tier 1 - ISA On in Total Store,
3185,566,59,NHM BU,Tier 1 - ISA On in Total Store,
3188,20,2,SOUTHEAST BU,Tier 2 - GM Pause,
3191,35,2,SOUTHEAST BU,Tier 2 - GM Pause,
3192,35,2,SOUTHEAST BU,Tier 2 - GM Pause,
3197,112,9,SOUTHEAST BU,Tier 2 - GM Pause,
3198,561,64,NHM BU,Tier 1 - ISA On in Total Store,
3199,504,64,NHM BU,Tier 1 - ISA On in Total Store,
3200,159,16,EAST BU,Tier 1 - ISA On in Total Store,
3201,19,2,SOUTHEAST BU,Tier 2 - GM Pause,
3202,533,64,NHM BU,Tier 1 - ISA On in Total Store,
3204,561,64,NHM BU,Tier 1 - ISA On in Total Store,
3205,22,2,SOUTHEAST BU,Tier 2 - GM Pause,
3206,222,21,NORTH BU,Tier 1 - ISA On in Total Store,
3207,94,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,Per MM Moved to Tier 1
3208,582,54,WEST BU,Tier 2 - GM Pause,
3209,424,52,WEST BU,Tier 2 - GM Pause,
3210,275,25,NORTH BU,Tier 2 - GM Pause,
3212,178,22,EAST BU,Tier 2 - GM Pause,
3213,68,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3214,289,75,EAST BU,Tier 2 - GM Pause,
3215,320,75,EAST BU,Tier 3 - Total Store ISA Pause,
3216,289,75,EAST BU,Tier 2 - GM Pause,
3217,473,60,WEST BU,Tier 1 - ISA On in Total Store,
3218,467,60,WEST BU,Tier 3 - Total Store ISA Pause,Due to inventory
3219,288,75,EAST BU,Tier 1 - ISA On in Total Store,
3220,405,46,SOUTWEST BU,Tier 2 - GM Pause,
3221,190,17,EAST BU,Tier 1 - ISA On in Total Store,
3222,35,2,SOUTHEAST BU,Tier 2 - GM Pause,
3223,229,20,NORTH BU,Tier 2 - GM Pause,
3224,583,5,SOUTWEST BU,Tier 2 - GM Pause,
3225,583,5,SOUTWEST BU,Tier 2 - GM Pause,
3226,65,6,SOUTWEST BU,Tier 2 - GM Pause,
3227,391,47,WEST BU,Tier 1 - ISA On in Total Store,
3228,231,22,EAST BU,Tier 2 - GM Pause,
3229,349,44,SOUTWEST BU,Tier 2 - GM Pause,
3230,324,42,SOUTHEAST BU,Tier 2 - GM Pause,
3231,321,42,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3232,403,54,WEST BU,Tier 2 - GM Pause,
3233,419,52,WEST BU,Tier 3 - Total Store ISA Pause,
3234,123,2,SOUTHEAST BU,Tier 2 - GM Pause,
3235,553,9,SOUTHEAST BU,Tier 2 - GM Pause,
3236,178,22,EAST BU,Tier 2 - GM Pause,
3237,430,54,WEST BU,Tier 1 - ISA On in Total Store,
3238,538,72,NHM BU,Tier 1 - ISA On in Total Store,
3239,478,60,WEST BU,Tier 3 - Total Store ISA Pause,
3241,369,46,SOUTWEST BU,Tier 2 - GM Pause,
3243,312,75,EAST BU,Tier 2 - GM Pause,
3245,436,53,NORTH BU,Tier 2 - GM Pause,
3247,442,53,NORTH BU,Tier 2 - GM Pause,
3248,464,57,WEST BU,Tier 1 - ISA On in Total Store,
3250,209,20,NORTH BU,Tier 2 - GM Pause,
3251,218,21,NORTH BU,Tier 2 - GM Pause,
3252,167,22,EAST BU,Tier 2 - GM Pause,
3253,228,17,EAST BU,Tier 1 - ISA On in Total Store,
3254,392,56,WEST BU,Tier 2 - GM Pause,
3255,246,21,NORTH BU,Tier 3 - Total Store ISA Pause,The store hasn’t had a SM in the store for over 90 days. We are giving the store some time to catch up.
3258,478,60,WEST BU,Tier 1 - ISA On in Total Store,
3259,383,54,WEST BU,Tier 1 - ISA On in Total Store,
3260,473,60,WEST BU,Tier 1 - ISA On in Total Store,MM request
3261,475,60,WEST BU,Tier 2 - GM Pause,
3262,216,20,NORTH BU,Tier 2 - GM Pause,
3265,288,75,EAST BU,Tier 1 - ISA On in Total Store,
3266,558,22,EAST BU,Tier 1 - ISA On in Total Store,
3267,432,47,WEST BU,Tier 1 - ISA On in Total Store,
3268,440,53,NORTH BU,Tier 2 - GM Pause,
3269,180,16,EAST BU,Tier 1 - ISA On in Total Store,
3270,311,20,NORTH BU,Tier 3 - Total Store ISA Pause,
3271,13,14,SOUTHEAST BU,Tier 2 - GM Pause,
3273,362,40,NORTH BU,Tier 1 - ISA On in Total Store,
3274,50,5,SOUTWEST BU,Tier 2 - GM Pause,
3275,533,64,NHM BU,Tier 1 - ISA On in Total Store,
3276,445,57,WEST BU,Tier 2 - GM Pause,
3277,392,56,WEST BU,Tier 2 - GM Pause,
3278,433,47,WEST BU,Tier 1 - ISA On in Total Store,
3279,77,6,SOUTWEST BU,Tier 2 - GM Pause,
3280,192,17,EAST BU,Tier 2 - GM Pause,
3281,228,17,EAST BU,Tier 2 - GM Pause,
3282,218,21,NORTH BU,Tier 1 - ISA On in Total Store,
3283,409,44,SOUTWEST BU,Tier 2 - GM Pause,
3284,44,5,SOUTWEST BU,Tier 2 - GM Pause,
3285,44,5,SOUTWEST BU,Tier 2 - GM Pause,
3286,52,5,SOUTWEST BU,Tier 2 - GM Pause,
3287,504,64,NHM BU,Tier 1 - ISA On in Total Store,
3288,131,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3289,124,4,EAST BU,Tier 2 - GM Pause,
3290,470,60,WEST BU,Tier 2 - GM Pause,
3291,174,17,EAST BU,Tier 2 - GM Pause,
3292,176,17,EAST BU,Tier 2 - GM Pause,
3293,209,20,NORTH BU,Tier 2 - GM Pause,
3294,242,41,NORTH BU,Tier 2 - GM Pause,
3295,356,44,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3296,64,6,SOUTWEST BU,Tier 2 - GM Pause,
3297,67,6,SOUTWEST BU,Tier 2 - GM Pause,
3298,60,6,SOUTWEST BU,Tier 2 - GM Pause,
3299,502,59,NHM BU,Tier 1 - ISA On in Total Store,
3300,222,21,NORTH BU,Tier 1 - ISA On in Total Store,
3301,161,16,EAST BU,Tier 2 - GM Pause,
3302,64,6,SOUTWEST BU,Tier 2 - GM Pause,
3303,311,20,NORTH BU,Tier 2 - GM Pause,
3304,298,26,EAST BU,Tier 2 - GM Pause,
3305,298,26,EAST BU,Tier 1 - ISA On in Total Store,
3307,97,3,SOUTHEAST BU,Tier 2 - GM Pause,
3308,101,3,SOUTHEAST BU,Tier 2 - GM Pause,
3309,98,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3310,94,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3311,553,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3313,376,47,WEST BU,Tier 2 - GM Pause,
3314,510,61,NHM BU,Tier 1 - ISA On in Total Store,
3315,510,61,NHM BU,Tier 1 - ISA On in Total Store,
3317,526,64,NHM BU,Tier 1 - ISA On in Total Store,
3319,81,5,SOUTWEST BU,Tier 2 - GM Pause,
3320,80,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3322,442,53,NORTH BU,Tier 2 - GM Pause,
3324,444,53,NORTH BU,Tier 2 - GM Pause,
3327,533,64,NHM BU,Tier 1 - ISA On in Total Store,
3328,200,19,NORTH BU,Tier 1 - ISA On in Total Store,
3329,187,17,EAST BU,Tier 2 - GM Pause,
3330,502,59,NHM BU,Tier 1 - ISA On in Total Store,
3331,327,42,SOUTHEAST BU,Tier 2 - GM Pause,
3332,191,17,EAST BU,Tier 2 - GM Pause,
3334,187,17,EAST BU,Tier 2 - GM Pause,
3336,197,19,NORTH BU,Tier 2 - GM Pause,
3337,178,22,EAST BU,Tier 2 - GM Pause,
3338,497,59,NHM BU,Tier 1 - ISA On in Total Store,
3339,165,22,EAST BU,Tier 3 - Total Store ISA Pause,
3340,507,64,NHM BU,Tier 1 - ISA On in Total Store,
3341,561,64,NHM BU,Tier 1 - ISA On in Total Store,
3342,225,21,NORTH BU,Tier 2 - GM Pause,
3344,286,75,EAST BU,Tier 2 - GM Pause,
3347,116,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3348,107,9,SOUTHEAST BU,Tier 2 - GM Pause,
3349,118,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3350,394,57,WEST BU,Tier 1 - ISA On in Total Store,
3351,394,57,WEST BU,Tier 1 - ISA On in Total Store,
3352,452,56,WEST BU,Tier 1 - ISA On in Total Store,
3354,397,61,NHM BU,Tier 1 - ISA On in Total Store,
3355,397,61,NHM BU,Tier 1 - ISA On in Total Store,
3356,397,61,NHM BU,Tier 1 - ISA On in Total Store,
3357,9,61,NHM BU,Tier 1 - ISA On in Total Store,
3359,499,59,NHM BU,Tier 1 - ISA On in Total Store,
3360,373,46,SOUTWEST BU,Tier 2 - GM Pause,
3362,253,41,NORTH BU,Tier 1 - ISA On in Total Store,
3363,254,41,NORTH BU,Tier 1 - ISA On in Total Store,
3364,423,52,WEST BU,Tier 2 - GM Pause,Re-evaluate each week and progressively move forward
3366,401,54,WEST BU,Tier 2 - GM Pause,
3367,36,4,EAST BU,Tier 2 - GM Pause,"Requested by Wayne McFarland, Jr., Region 17 Ops C."
3370,115,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3371,306,4,EAST BU,Tier 1 - ISA On in Total Store,
3372,111,9,SOUTHEAST BU,Tier 2 - GM Pause,
3377,9,61,NHM BU,Tier 1 - ISA On in Total Store,
3379,366,46,SOUTWEST BU,Tier 2 - GM Pause,
3380,475,60,WEST BU,Tier 2 - GM Pause,
3381,74,5,SOUTWEST BU,Tier 2 - GM Pause,
3382,389,47,WEST BU,Tier 2 - GM Pause,
3383,70,46,SOUTWEST BU,Tier 2 - GM Pause,
3384,70,46,SOUTWEST BU,Tier 2 - GM Pause,
3385,526,64,NHM BU,Tier 1 - ISA On in Total Store,
3386,3,14,SOUTHEAST BU,Tier 2 - GM Pause,
3387,118,9,SOUTHEAST BU,Tier 2 - GM Pause,
3388,25,2,SOUTHEAST BU,Tier 2 - GM Pause,
3389,25,2,SOUTHEAST BU,Tier 2 - GM Pause,
3390,68,6,SOUTWEST BU,Tier 2 - GM Pause,
3391,87,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3392,58,64,NHM BU,Tier 1 - ISA On in Total Store,
3394,413,52,WEST BU,Tier 1 - ISA On in Total Store,
3395,429,47,WEST BU,Tier 2 - GM Pause,
3397,553,9,SOUTHEAST BU,Tier 2 - GM Pause,
3400,265,25,NORTH BU,Tier 1 - ISA On in Total Store,
3401,19,2,SOUTHEAST BU,Tier 2 - GM Pause,
3402,19,2,SOUTHEAST BU,Tier 2 - GM Pause,
3403,26,2,SOUTHEAST BU,Tier 2 - GM Pause,
3404,422,52,WEST BU,Tier 2 - GM Pause,Re-evaluate each week and progressively move forward
3406,51,5,SOUTWEST BU,Tier 2 - GM Pause,
3407,368,46,SOUTWEST BU,Tier 2 - GM Pause,
3408,392,56,WEST BU,Tier 2 - GM Pause,
3409,156,16,EAST BU,Tier 1 - ISA On in Total Store,
3411,500,59,NHM BU,Tier 1 - ISA On in Total Store,
3412,232,22,EAST BU,Tier 1 - ISA On in Total Store,
3414,548,72,NHM BU,Tier 1 - ISA On in Total Store,
3415,104,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3417,105,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3418,112,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3419,58,64,NHM BU,Tier 1 - ISA On in Total Store,
3420,172,17,EAST BU,Tier 1 - ISA On in Total Store,
3422,165,22,EAST BU,Tier 3 - Total Store ISA Pause,
3423,385,46,SOUTWEST BU,Tier 2 - GM Pause,
3424,544,72,NHM BU,Tier 1 - ISA On in Total Store,
3425,63,6,SOUTWEST BU,Tier 2 - GM Pause,
3427,387,46,SOUTWEST BU,Tier 2 - GM Pause,
3428,375,46,SOUTWEST BU,Tier 2 - GM Pause,
3429,228,17,EAST BU,Tier 1 - ISA On in Total Store,
3430,352,44,SOUTWEST BU,Tier 2 - GM Pause,
3431,48,5,SOUTWEST BU,Tier 2 - GM Pause,
3432,49,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3433,49,5,SOUTWEST BU,Tier 2 - GM Pause,
3434,270,25,NORTH BU,Tier 1 - ISA On in Total Store,
3435,249,25,NORTH BU,Tier 2 - GM Pause,
3436,201,19,NORTH BU,Tier 3 - Total Store ISA Pause,
3439,15,14,SOUTHEAST BU,Tier 2 - GM Pause,
3442,496,59,NHM BU,Tier 1 - ISA On in Total Store,
3443,577,17,EAST BU,Tier 2 - GM Pause,
3445,207,19,NORTH BU,Tier 2 - GM Pause,
3447,219,21,NORTH BU,Tier 3 - Total Store ISA Pause,
3449,528,64,NHM BU,Tier 1 - ISA On in Total Store,
3450,528,64,NHM BU,Tier 1 - ISA On in Total Store,
3452,562,64,NHM BU,Tier 1 - ISA On in Total Store,
3453,200,19,NORTH BU,Tier 3 - Total Store ISA Pause,
3454,401,54,WEST BU,Tier 1 - ISA On in Total Store,
3455,452,56,WEST BU,Tier 1 - ISA On in Total Store,
3456,500,59,NHM BU,Tier 1 - ISA On in Total Store,
3457,507,64,NHM BU,Tier 1 - ISA On in Total Store,
3458,200,19,NORTH BU,Tier 2 - GM Pause,
3459,278,25,NORTH BU,Tier 3 - Total Store ISA Pause,
3460,278,25,NORTH BU,Tier 3 - Total Store ISA Pause,
3461,16,3,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3462,24,2,SOUTHEAST BU,Tier 2 - GM Pause,
3463,114,9,SOUTHEAST BU,Tier 2 - GM Pause,
3464,462,57,WEST BU,Tier 1 - ISA On in Total Store,
3465,369,46,SOUTWEST BU,Tier 2 - GM Pause,
3469,175,17,EAST BU,Tier 2 - GM Pause,
3471,26,2,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3472,474,60,WEST BU,Tier 2 - GM Pause,
3473,394,57,WEST BU,Tier 1 - ISA On in Total Store,
3474,115,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3475,167,22,EAST BU,Tier 2 - GM Pause,
3476,197,19,NORTH BU,Tier 2 - GM Pause,
3477,465,57,WEST BU,Tier 1 - ISA On in Total Store,
3478,470,60,WEST BU,Tier 2 - GM Pause,
3479,534,72,NHM BU,Tier 1 - ISA On in Total Store,
3480,311,20,NORTH BU,Tier 1 - ISA On in Total Store,
3481,282,75,EAST BU,Tier 2 - GM Pause,
3482,51,5,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3483,129,13,SOUTWEST BU,Tier 2 - GM Pause,
3484,14,14,SOUTHEAST BU,Tier 2 - GM Pause,
3485,18,2,SOUTHEAST BU,Tier 2 - GM Pause,
3486,218,21,NORTH BU,Tier 1 - ISA On in Total Store,
3487,206,19,NORTH BU,Tier 2 - GM Pause,
3488,435,53,NORTH BU,Tier 1 - ISA On in Total Store,
3489,281,75,EAST BU,Tier 1 - ISA On in Total Store,
3490,282,75,EAST BU,Tier 2 - GM Pause,
3491,184,16,EAST BU,Tier 2 - GM Pause,
3492,409,44,SOUTWEST BU,Tier 2 - GM Pause,
3493,452,56,WEST BU,Tier 1 - ISA On in Total Store,
3494,459,57,WEST BU,Tier 1 - ISA On in Total Store,
3495,149,12,SOUTHEAST BU,Tier 2 - GM Pause,
3497,444,53,NORTH BU,Tier 1 - ISA On in Total Store,
3498,422,52,WEST BU,Tier 2 - GM Pause,
3499,442,53,NORTH BU,Tier 3 - Total Store ISA Pause,
3500,60,6,SOUTWEST BU,Tier 2 - GM Pause,
3501,233,22,EAST BU,Tier 2 - GM Pause,
3502,223,21,NORTH BU,Tier 2 - GM Pause,
3503,308,26,EAST BU,Tier 2 - GM Pause,
3504,498,59,NHM BU,Tier 1 - ISA On in Total Store,
3505,441,53,NORTH BU,Tier 2 - GM Pause,
3508,507,64,NHM BU,Tier 1 - ISA On in Total Store,
3509,562,64,NHM BU,Tier 1 - ISA On in Total Store,
3510,62,6,SOUTWEST BU,Tier 2 - GM Pause,
3511,474,60,WEST BU,Tier 2 - GM Pause,
3512,526,64,NHM BU,Tier 1 - ISA On in Total Store,
3513,423,52,WEST BU,Tier 2 - GM Pause,Re-evaluate each week and progressively move forward
3514,228,17,EAST BU,Tier 1 - ISA On in Total Store,
3515,218,21,NORTH BU,Tier 1 - ISA On in Total Store,
3516,458,57,WEST BU,Tier 1 - ISA On in Total Store,
3517,526,64,NHM BU,Tier 1 - ISA On in Total Store,
3518,88,46,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3520,577,17,EAST BU,Tier 2 - GM Pause,
3521,504,64,NHM BU,Tier 1 - ISA On in Total Store,
3522,484,57,WEST BU,Tier 2 - GM Pause,
3523,448,57,WEST BU,Tier 1 - ISA On in Total Store,
3524,458,57,WEST BU,Tier 1 - ISA On in Total Store,
3525,514,60,WEST BU,Tier 2 - GM Pause,
3526,104,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3527,107,9,SOUTHEAST BU,Tier 2 - GM Pause,
3528,143,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3529,249,25,NORTH BU,Tier 2 - GM Pause,
3530,561,64,NHM BU,Tier 1 - ISA On in Total Store,
3531,467,60,WEST BU,Tier 2 - GM Pause,
3533,585,47,WEST BU,Tier 2 - GM Pause,
3534,425,53,NORTH BU,Tier 2 - GM Pause,
3535,157,16,EAST BU,Tier 2 - GM Pause,
3537,467,60,WEST BU,Tier 2 - GM Pause,
3538,92,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3541,167,22,EAST BU,Tier 2 - GM Pause,
3542,562,64,NHM BU,Tier 1 - ISA On in Total Store,
3543,173,17,EAST BU,Tier 2 - GM Pause,
3545,163,17,EAST BU,Tier 2 - GM Pause,
3546,173,17,EAST BU,Tier 2 - GM Pause,
3547,173,17,EAST BU,Tier 2 - GM Pause,
3548,173,17,EAST BU,Tier 2 - GM Pause,
3549,184,16,EAST BU,Tier 2 - GM Pause,
3560,160,16,EAST BU,Tier 2 - GM Pause,
3561,160,16,EAST BU,Tier 2 - GM Pause,
3562,577,17,EAST BU,Tier 2 - GM Pause,
3563,168,22,EAST BU,Tier 1 - ISA On in Total Store,
3564,170,22,EAST BU,Tier 2 - GM Pause,
3566,380,47,WEST BU,Tier 1 - ISA On in Total Store,
3567,80,6,SOUTWEST BU,Tier 2 - GM Pause,
3568,403,54,WEST BU,Tier 2 - GM Pause,
3569,83,5,SOUTWEST BU,Tier 2 - GM Pause,
3570,30,3,SOUTHEAST BU,Tier 2 - GM Pause,
3571,221,21,NORTH BU,Tier 1 - ISA On in Total Store,
3572,62,6,SOUTWEST BU,Tier 2 - GM Pause,
3573,286,75,EAST BU,Tier 1 - ISA On in Total Store,
3574,504,64,NHM BU,Tier 1 - ISA On in Total Store,
3579,562,64,NHM BU,Tier 1 - ISA On in Total Store,
3580,219,21,NORTH BU,Tier 1 - ISA On in Total Store,
3581,216,20,NORTH BU,Tier 2 - GM Pause,
3582,391,47,WEST BU,Tier 1 - ISA On in Total Store,
3583,188,17,EAST BU,Tier 2 - GM Pause,
3584,64,6,SOUTWEST BU,Tier 2 - GM Pause,
3585,68,6,SOUTWEST BU,Tier 2 - GM Pause,
3587,455,56,WEST BU,Tier 2 - GM Pause,
3588,291,75,EAST BU,Tier 1 - ISA On in Total Store,
3589,403,54,WEST BU,Tier 2 - GM Pause,
3590,426,52,WEST BU,Tier 1 - ISA On in Total Store,
3591,68,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3593,492,72,NHM BU,Tier 1 - ISA On in Total Store,
3594,58,64,NHM BU,Tier 1 - ISA On in Total Store,
3595,310,26,EAST BU,Tier 2 - GM Pause,
3596,384,46,SOUTWEST BU,Tier 2 - GM Pause,
3597,270,25,NORTH BU,Tier 2 - GM Pause,
3598,176,17,EAST BU,Tier 1 - ISA On in Total Store,
3599,492,72,NHM BU,Tier 1 - ISA On in Total Store,
3600,500,59,NHM BU,Tier 1 - ISA On in Total Store,
3601,266,25,NORTH BU,Tier 2 - GM Pause,
3602,275,25,NORTH BU,Tier 2 - GM Pause,
3603,509,59,NHM BU,Tier 1 - ISA On in Total Store,
3604,510,61,NHM BU,Tier 1 - ISA On in Total Store,
3605,509,59,NHM BU,Tier 1 - ISA On in Total Store,
3606,549,72,NHM BU,Tier 1 - ISA On in Total Store,
3607,195,17,EAST BU,Tier 1 - ISA On in Total Store,
3608,209,20,NORTH BU,Tier 2 - GM Pause,
3609,19,2,SOUTHEAST BU,Tier 2 - GM Pause,
3611,26,2,SOUTHEAST BU,Tier 2 - GM Pause,
3612,296,26,EAST BU,Tier 3 - Total Store ISA Pause,
3614,509,59,NHM BU,Tier 1 - ISA On in Total Store,
3615,533,64,NHM BU,Tier 1 - ISA On in Total Store,
3616,128,13,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3617,559,72,NHM BU,Tier 1 - ISA On in Total Store,
3619,498,59,NHM BU,Tier 1 - ISA On in Total Store,
3620,403,54,WEST BU,Tier 1 - ISA On in Total Store,
3621,23,2,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
3622,509,59,NHM BU,Tier 1 - ISA On in Total Store,
3623,88,46,SOUTWEST BU,Tier 2 - GM Pause,
3624,424,52,WEST BU,Tier 1 - ISA On in Total Store,
3625,109,9,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3626,308,26,EAST BU,Tier 2 - GM Pause,
3627,21,2,SOUTHEAST BU,Tier 2 - GM Pause,
3628,497,59,NHM BU,Tier 1 - ISA On in Total Store,
3629,549,72,NHM BU,Tier 1 - ISA On in Total Store,
3630,415,52,WEST BU,Tier 1 - ISA On in Total Store,
3631,44,5,SOUTWEST BU,Tier 2 - GM Pause,
3632,205,19,NORTH BU,Tier 1 - ISA On in Total Store,
3633,234,22,EAST BU,Tier 2 - GM Pause,
3634,232,22,EAST BU,Tier 1 - ISA On in Total Store,
3635,498,59,NHM BU,Tier 1 - ISA On in Total Store,
3637,533,64,NHM BU,Tier 1 - ISA On in Total Store,
3638,497,59,NHM BU,Tier 1 - ISA On in Total Store,
3639,292,75,EAST BU,Tier 2 - GM Pause,
3640,65,6,SOUTWEST BU,Tier 1 - ISA On in Total Store,
3641,223,21,NORTH BU,Tier 2 - GM Pause,
3643,440,53,NORTH BU,Tier 2 - GM Pause,
3644,289,75,EAST BU,Tier 2 - GM Pause,
3645,73,46,SOUTWEST BU,Tier 2 - GM Pause,
3646,496,59,NHM BU,Tier 1 - ISA On in Total Store,
3648,427,54,WEST BU,Tier 1 - ISA On in Total Store,
3650,446,57,WEST BU,Tier 1 - ISA On in Total Store,
3652,454,56,WEST BU,Tier 1 - ISA On in Total Store,
3653,58,64,NHM BU,Tier 1 - ISA On in Total Store,
3654,534,72,NHM BU,Tier 1 - ISA On in Total Store,
3655,397,61,NHM BU,Tier 1 - ISA On in Total Store,
3658,298,26,EAST BU,Tier 2 - GM Pause,
3659,119,2,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
3660,120,2,SOUTHEAST BU,Tier 2 - GM Pause,
3661,526,64,NHM BU,Tier 1 - ISA On in Total Store,
3693,811,29,SOUTHEAST BU,Tier 1 - ISA On in Total Store,"Requested by Orlando on 9/8 for Total Region to have ISA """"ON"""" total store"
3700,309,26,EAST BU,Tier 1 - ISA On in Total Store,
3701,302,26,EAST BU,Tier 2 - GM Pause,
3702,98,3,SOUTHEAST BU,Tier 2 - GM Pause,
3703,543,64,NHM BU,Tier 1 - ISA On in Total Store,
3705,467,60,WEST BU,Tier 2 - GM Pause,
3708,452,56,WEST BU,Tier 1 - ISA On in Total Store,
