Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
6,5449,ROADIE,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202334,77.30%,100.00%,8.3,81.40%,79.50%,85.20%,50.00%
6,3584,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202334,84.30%,91.40%,9.5,77.70%,91.50%,89.10%,78.90%
6,3298,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202334,92.30%,95.10%,9.4,92.40%,88.50%,93.40%,95.10%
6,1405,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202334,89.80%,88.70%,7.6,88.50%,91.80%,93.30%,85.90%
6,293,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202334,71.70%,100.00%,3.8,62.50%,61.10%,94.40%,62.50%
41,5483,UBER,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202334,95.30%,92.70%,9.5,89.80%,97.70%,96.70%,100.00%
41,1160,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202334,86.70%,93.60%,9,95.80%,86.50%,73.90%,89.40%
19,2872,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202334,91.40%,96.20%,8.8,93.90%,93.70%,89.60%,86.50%
19,5844,UBER,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202334,92.80%,93.50%,9,93.80%,93.60%,96.20%,88.50%
19,1445,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202334,85.30%,98.70%,3.4,84.20%,100.00%,77.80%,80.00%
19,1771,ROADIE,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202334,78.80%,96.80%,7.9,72.20%,88.00%,84.90%,70.90%
19,5411,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202334,89.90%,96.80%,5.9,83.10%,95.20%,85.20%,98.00%
19,4540,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202334,84.90%,95.20%,9,87.30%,81.40%,86.60%,83.70%
19,2354,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202334,87.50%,96.60%,9.3,89.50%,91.70%,87.10%,83.80%
19,3328,ROADIE,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202334,82.40%,92.60%,7.6,80.00%,66.70%,84.60%,100.00%
25,3255,ROADIE,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202334,82.10%,96.90%,6.6,82.10%,84.20%,75.00%,85.20%
25,1690,POINTPICKUP,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202334,86.60%,97.80%,9,92.00%,78.90%,89.00%,87.00%
25,957,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202334,65.10%,97.90%,5.1,80.00%,53.30%,70.00%,62.50%
25,1307,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202334,78.50%,95.10%,8.8,80.80%,82.60%,65.00%,83.30%
25,1779,ROADIE,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202334,82.60%,97.50%,8.4,87.00%,75.00%,80.70%,89.70%
25,1531,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202334,62.90%,98.00%,8.8,73.10%,47.50%,53.50%,78.00%
25,5486,ROADIE,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202334,83.40%,96.90%,8.8,83.80%,83.30%,88.00%,33.30%
20,2603,SPARK,Scheduled Standard Delivery,46,Executive Review,Degrading,Driver Supply Focus,202334,88.30%,99.40%,5.7,88.00%,90.30%,86.30%,88.70%
20,5088,SPARK,Scheduled Standard Delivery,48,Executive Review,Recovering,Driver Supply Focus,202334,88.90%,92.30%,8.9,92.50%,84.20%,90.80%,88.00%
20,2008,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202334,90.00%,99.10%,6.4,86.00%,95.70%,98.70%,81.60%
20,3293,SPARK,Scheduled Standard Delivery,14,At Risk,Recovering,Driver Supply Focus,202334,91.10%,96.50%,8.1,94.50%,95.50%,88.40%,86.10%
20,5387,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202334,88.00%,93.80%,8.4,87.80%,88.90%,85.50%,89.60%
20,5387,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202334,55.00%,93.80%,7.4,85.70%,60.00%,33.30%,0.00%
20,3581,ROADIE,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202334,59.00%,94.40%,9.4,65.50%,63.80%,46.50%,61.90%
20,2792,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202334,83.70%,100.00%,5.9,94.30%,82.30%,73.20%,88.70%
40,195,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202334,88.10%,98.70%,8.7,93.80%,84.50%,87.60%,86.60%
40,44,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202334,92.90%,100.00%,4.6,100.00%,100.00%,85.70%,87.50%
40,224,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202334,93.70%,99.80%,7.5,95.40%,98.70%,92.10%,88.40%
40,1021,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202334,88.80%,96.20%,8.9,91.60%,84.20%,86.30%,93.00%
40,256,ROADIE,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202334,84.80%,94.90%,6.7,86.00%,68.10%,94.10%,93.30%
53,802,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202334,92.30%,93.80%,5.6,100.00%,93.80%,88.10%,84.60%
53,982,ROADIE,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202334,84.30%,96.60%,4.9,80.00%,83.30%,78.30%,100.00%
53,1020,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202334,86.00%,92.40%,8.9,96.90%,87.40%,73.90%,86.30%
53,2079,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202334,90.70%,95.80%,7.6,92.80%,95.30%,92.00%,83.50%
21,3641,ROADIE,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202334,78.10%,96.70%,5.4,81.20%,69.40%,75.40%,86.00%
21,2447,SPARK,Scheduled Express Delivery ,9,Executive Review,Degrading,Driver Supply Focus,202334,74.20%,99.40%,9.9,66.70%,71.10%,77.20%,83.80%
21,1425,SPARK,Scheduled Standard Delivery,25,Executive Review,Recovering,Driver Supply Focus,202334,90.50%,99.10%,6.9,93.10%,96.40%,85.30%,87.00%
21,1570,POINTPICKUP,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202334,77.10%,96.10%,8.6,53.80%,81.10%,90.90%,85.70%
21,5203,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202334,80.40%,96.20%,6.6,90.80%,80.60%,70.00%,76.60%
14,5174,POINTPICKUP,Scheduled Standard Delivery,41,Executive Review,Degrading,Driver Supply Focus,202334,90.40%,97.10%,9.1,80.60%,100.00%,88.20%,92.50%
14,5113,POINTPICKUP,Scheduled Standard Delivery,44,Executive Review,Degrading,Driver Supply Focus,202334,84.30%,97.90%,7.6,83.30%,78.90%,86.30%,87.80%
14,5113,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202334,92.70%,97.20%,9.6,94.90%,92.70%,93.90%,89.10%
14,681,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,85.70%,100.00%,8.7,86.80%,83.70%,85.30%,87.50%
14,355,ROADIE,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202334,80.20%,95.50%,7.4,97.00%,68.80%,84.40%,69.00%
14,355,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202334,88.10%,91.50%,9.8,92.20%,85.00%,89.80%,85.10%
14,932,ROADIE,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202334,74.40%,94.70%,9.4,90.40%,62.40%,79.80%,66.30%
3,1018,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202334,91.50%,97.00%,6.7,85.00%,94.90%,91.70%,93.10%
3,959,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202334,93.80%,98.40%,8.1,96.50%,98.20%,92.10%,86.20%
72,2944,POINTPICKUP,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202334,88.60%,96.40%,7.4,92.60%,92.60%,95.70%,75.00%
3,843,SPARK,Scheduled Standard Delivery,33,Executive Review,Recovering,Driver Supply Focus,202334,93.60%,97.00%,8.8,94.20%,99.00%,94.30%,85.80%
3,5054,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202334,94.10%,96.20%,9.6,97.60%,96.10%,95.10%,85.30%
59,4517,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,84.20%,96.10%,8.2,89.70%,81.50%,86.70%,80.00%
12,583,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202334,86.60%,95.30%,8.4,97.90%,90.60%,79.20%,79.20%
12,1466,SPARK,Scheduled Standard Delivery,14,At Risk,Recovering,Driver Supply Focus,202334,91.70%,93.40%,9.8,93.10%,89.80%,90.70%,93.40%
12,578,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202334,92.40%,94.70%,6.8,94.20%,93.90%,89.00%,92.50%
12,578,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202334,89.20%,93.00%,9.9,87.70%,90.50%,86.40%,92.90%
12,1159,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202334,85.50%,99.60%,5,81.70%,94.20%,76.80%,87.70%
12,742,ROADIE,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202334,80.50%,98.90%,6.7,83.80%,82.80%,71.40%,84.60%
12,2749,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202334,73.70%,95.80%,5.2,94.60%,62.00%,49.10%,92.90%
11,93,UBER,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202334,75.00%,100.00%,4.8,100.00%,75.00%,75.00%,60.00%
11,97,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202334,66.20%,96.50%,8.6,68.20%,68.40%,64.70%,62.50%
11,393,SPARK,Scheduled Standard Delivery,44,Executive Review,Recovering,Driver Supply Focus,202334,89.00%,94.90%,9.8,92.30%,86.20%,85.00%,93.00%
11,45,POINTPICKUP,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202334,89.20%,95.90%,9.8,95.70%,86.50%,86.00%,89.30%
12,7324,POINTPICKUP,Scheduled Standard Delivery,46,Executive Review,Degrading,Driver Supply Focus,202334,93.10%,95.90%,8.5,84.80%,96.60%,95.80%,96.70%
12,304,UBER,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202334,89.80%,97.30%,6.7,96.80%,88.20%,87.90%,87.20%
12,1226,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202334,90.00%,100.00%,7.2,92.20%,90.80%,87.30%,89.40%
12,3137,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202334,90.50%,100.00%,9.3,87.50%,87.50%,88.90%,100.00%
59,4589,POINTPICKUP,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202334,87.60%,95.80%,6.2,93.50%,86.20%,80.00%,87.90%
59,7342,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202334,72.00%,95.10%,7,73.90%,84.20%,75.00%,60.00%
11,394,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202334,89.20%,93.80%,6.3,96.80%,83.50%,83.60%,93.80%
11,661,POINTPICKUP,Scheduled Standard Delivery,46,Executive Review,Recovering,Driver Supply Focus,202334,90.20%,97.90%,8.6,91.80%,90.60%,88.10%,90.50%
11,5703,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202334,91.70%,92.70%,10,94.00%,92.20%,91.40%,86.10%
11,115,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202334,90.50%,93.70%,9.8,88.10%,95.10%,89.80%,88.90%
2,3188,UBER,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202334,91.30%,98.60%,9.4,93.20%,92.90%,90.50%,88.30%
2,3,SPARK,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202334,92.60%,92.70%,8.2,92.90%,94.30%,89.70%,93.50%
2,459,UBER,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202334,91.10%,94.40%,9.1,95.80%,86.20%,90.00%,92.20%
2,4558,POINTPICKUP,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202334,85.70%,94.30%,9.6,80.70%,89.10%,80.60%,100.00%
2,2753,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202334,87.30%,96.10%,6.1,87.10%,85.70%,91.80%,83.30%
2,2360,UBER,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202334,90.40%,96.90%,9.4,85.90%,89.70%,95.40%,91.00%
9,5034,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202334,94.80%,99.40%,9,96.50%,96.40%,96.00%,89.90%
9,2789,ROADIE,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202334,75.10%,96.20%,9,83.30%,74.20%,68.70%,75.00%
9,2962,ROADIE,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202334,91.10%,99.60%,8.3,86.60%,92.10%,93.40%,92.00%
9,3625,ROADIE,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202334,87.40%,98.30%,9.5,93.40%,84.10%,83.30%,90.20%
9,2091,ROADIE,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202334,80.90%,97.70%,5.8,85.00%,82.40%,81.30%,73.90%
9,2814,ROADIE,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202334,66.90%,98.90%,6.3,62.50%,65.70%,71.20%,68.60%
72,5365,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202334,71.40%,98.10%,5,78.10%,65.60%,68.80%,72.00%
9,814,POINTPICKUP,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202334,87.20%,94.80%,9.1,92.30%,86.80%,76.00%,92.90%
72,4565,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202334,68.10%,97.40%,5.8,66.70%,77.80%,62.50%,64.00%
60,2074,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202334,88.30%,93.40%,9.6,93.20%,86.60%,87.00%,86.10%
60,1876,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202334,81.80%,93.70%,5.4,94.70%,87.10%,68.40%,76.70%
60,3742,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202334,83.30%,92.20%,7.6,95.10%,88.20%,83.20%,63.00%
52,1632,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202334,88.40%,99.10%,5.6,97.80%,80.00%,89.60%,86.60%
52,1447,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202334,85.90%,96.30%,9,81.40%,88.60%,88.60%,88.60%
52,3233,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202334,90.60%,90.30%,9.7,97.10%,93.50%,88.70%,83.10%
52,1005,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202334,81.30%,100.00%,4.6,85.70%,93.30%,69.20%,71.40%
58,5156,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202334,87.20%,99.00%,8.1,81.50%,96.20%,87.60%,90.90%
57,4678,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202334,76.60%,99.50%,5.8,87.70%,80.00%,59.30%,36.40%
57,4238,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202334,83.90%,99.50%,7.7,79.40%,77.00%,89.40%,89.90%
61,5659,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202334,89.40%,92.70%,6.5,84.40%,97.30%,75.00%,100.00%
57,5394,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202334,86.00%,99.60%,6.8,88.70%,90.30%,70.30%,80.00%
54,921,SPARK,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202334,86.50%,95.40%,6.4,84.30%,86.60%,83.30%,91.30%
54,986,SPARK,Scheduled Standard Delivery,47,Executive Review,Degrading,Driver Supply Focus,202334,57.70%,100.00%,6.8,50.00%,54.50%,45.50%,70.00%
54,1199,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202334,90.00%,97.30%,5.4,97.80%,96.10%,83.50%,82.90%
54,2293,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202334,92.20%,95.90%,6.7,93.30%,93.90%,92.90%,88.50%
54,5957,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202334,90.50%,96.30%,8.6,90.10%,92.00%,93.10%,86.00%
56,3493,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202334,90.80%,99.70%,8.3,89.60%,88.50%,95.40%,89.70%
61,3023,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202334,77.20%,97.50%,8.2,73.30%,91.30%,81.00%,60.00%
56,2039,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,85.90%,99.00%,6,89.30%,88.00%,86.40%,79.20%
56,1905,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202334,90.60%,98.50%,6.3,96.40%,90.50%,89.10%,84.60%
56,2782,POINTPICKUP,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202334,87.70%,99.40%,5.6,87.50%,92.30%,76.90%,94.40%
47,1543,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202334,90.70%,95.10%,5.6,96.90%,89.80%,89.30%,86.40%
47,2990,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202334,65.90%,94.80%,4.7,84.60%,61.40%,55.60%,59.10%
47,2084,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202334,80.70%,89.20%,6.8,80.80%,88.60%,78.60%,65.60%
47,2259,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202334,86.10%,91.10%,9.6,80.50%,87.50%,83.00%,95.40%
16,5278,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202334,93.90%,100.00%,8.5,97.20%,92.90%,89.70%,84.60%
16,2329,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202334,84.60%,98.10%,7.3,92.00%,89.80%,79.20%,77.20%
16,2128,POINTPICKUP,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202334,78.80%,91.50%,8,76.90%,80.40%,82.60%,75.00%
16,2341,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202334,72.40%,96.30%,9.2,76.00%,63.40%,70.90%,79.50%
16,3561,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202334,93.90%,98.90%,6.2,91.20%,89.40%,95.60%,98.60%
16,5448,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202334,86.40%,95.30%,8.2,84.10%,84.00%,88.70%,87.10%
16,1866,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,75.30%,100.00%,4.9,75.00%,76.00%,73.70%,80.00%
16,2398,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202334,88.40%,89.20%,6,97.60%,100.00%,70.00%,84.40%
16,1796,SPARK,Scheduled Standard Delivery,47,Executive Review,Degrading,Driver Supply Focus,202334,88.70%,90.20%,8,89.40%,89.50%,84.60%,91.20%
16,1907,SPARK,Scheduled Standard Delivery,46,Executive Review,Recovering,Driver Supply Focus,202334,90.20%,90.00%,7.3,92.50%,92.50%,88.50%,87.30%
16,1930,SPARK,Scheduled Standard Delivery,47,Executive Review,Recovering,Driver Supply Focus,202334,89.70%,93.80%,9.3,91.10%,89.40%,90.10%,87.80%
16,2138,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202334,83.70%,98.70%,6.4,82.00%,88.60%,75.30%,88.50%
16,2332,SPARK,Scheduled Standard Delivery,47,Executive Review,Recovering,Driver Supply Focus,202334,90.40%,94.80%,8.8,97.50%,85.70%,90.30%,88.10%
16,2639,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202334,91.80%,98.80%,8.2,93.00%,91.30%,86.50%,98.30%
16,2424,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202334,83.60%,98.70%,5.9,100.00%,94.80%,72.50%,62.20%
17,2898,SPARK,Scheduled Standard Delivery,14,At Risk,Recovering,Driver Supply Focus,202334,90.50%,98.20%,4.8,90.00%,93.50%,91.50%,88.00%
17,2899,SPARK,Scheduled Standard Delivery,10,At Risk,Degrading,Driver Supply Focus,202334,92.50%,98.50%,5.9,86.80%,91.70%,94.00%,95.90%
17,2286,POINTPICKUP,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202334,86.30%,98.20%,9,82.10%,80.90%,93.70%,88.00%
17,3543,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,84.50%,98.50%,9.1,87.80%,88.40%,75.80%,86.30%
17,2531,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202334,86.40%,97.40%,8.1,88.90%,89.20%,84.60%,82.90%
17,2480,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202334,89.60%,96.40%,6.3,90.40%,90.90%,89.30%,87.80%
76,2164,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,75.00%,100.00%,5.9,88.00%,69.60%,61.10%,83.30%
26,1096,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202334,93.50%,96.00%,8,91.90%,97.60%,94.80%,89.30%
59,7304,UBER,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202334,88.10%,98.40%,5.1,100.00%,85.70%,60.00%,93.80%
76,2790,ROADIE,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202334,83.10%,90.30%,6.3,82.10%,72.20%,83.80%,92.90%
76,2258,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202334,92.00%,96.90%,8.4,91.50%,94.40%,88.10%,94.20%
76,3035,SPARK,Scheduled Standard Delivery,47,Executive Review,Degrading,Driver Supply Focus,202334,85.90%,98.90%,7.6,87.90%,85.60%,85.00%,85.30%
76,5968,SPARK,Scheduled Standard Delivery,47,Executive Review,Degrading,Driver Supply Focus,202334,87.60%,94.20%,9.4,89.90%,85.20%,88.30%,87.10%
76,2564,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202334,94.60%,96.80%,5.9,96.80%,95.10%,88.40%,98.40%
76,3573,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202334,74.60%,96.70%,5.4,77.60%,68.50%,75.00%,77.50%
