Store,Date,Reg,0.01,0.05,0.1,0.25
1801,6/17/2024,63,audit,,,
1801,6/17/2024,64,audit,,,
2667,6/17/2024,9,audit,,,
2667,6/17/2024,10,audit,,,
2667,6/17/2024,12,audit,,,
2667,6/17/2024,13,audit,,,
2667,6/17/2024,14,audit,,,
2667,6/17/2024,15,audit,,,
2667,6/17/2024,16,audit,,,
2667,6/17/2024,40,audit,,,
2667,6/17/2024,41,audit,,,
2667,6/17/2024,67,audit,,,
2667,6/17/2024,92,audit,,,
2917,6/17/2024,3,audit,,,
2917,6/17/2024,4,audit,,,
2917,6/17/2024,5,audit,,,
2917,6/17/2024,6,audit,,,
2917,6/17/2024,7,audit,,,
2917,6/17/2024,8,audit,,,
2917,6/17/2024,9,audit,,,
2917,6/17/2024,10,audit,,,
2917,6/17/2024,12,audit,,,
2917,6/17/2024,58,audit,,,
2917,6/17/2024,69,audit,,,
2917,6/17/2024,70,audit,,,
2917,6/17/2024,91,audit,,,
2917,6/17/2024,92,audit,,,
2917,6/17/2024,95,audit,,,
2918,6/17/2024,15,2,0,0,0
2918,6/17/2024,17,1,1,0,1
2918,6/17/2024,19,audit,,,
2918,6/17/2024,20,,,,
2918,6/17/2024,21,audit,,,
2918,6/17/2024,22,,,,
2918,6/17/2024,23,,,,
2918,6/17/2024,40,0,1,1,1
2918,6/17/2024,41,0,0,0,1
2918,6/17/2024,42,0,0,0,0
2918,6/17/2024,54,0,0,1,0
2918,6/17/2024,58,0,1,0,0
2918,6/17/2024,67,1,0,1,1
2918,6/17/2024,70,1,0,0,1
2918,6/17/2024,71,0,0,0,0
2918,6/17/2024,77,1,0,1,1
2918,6/17/2024,79,0,0,0,0
2918,6/17/2024,80,0,0,0,0
2918,6/17/2024,91,3,0,0,2
2918,6/17/2024,92,,,,
2918,6/17/2024,93,3,0,0,2
2918,6/17/2024,98,0,0,0,0
2978,6/17/2024,22,audit,,,
2978,6/17/2024,27,audit,,,
2978,6/17/2024,30,audit,,,
2978,6/17/2024,41,audit,,,
2978,6/17/2024,68,audit,,,
2978,6/17/2024,90,audit,,,
2978,6/17/2024,94,audit,,,
2978,6/17/2024,95,audit,,,
2980,6/17/2024,14,audit,,,
2980,6/17/2024,31,audit,,,
2980,6/17/2024,32,audit,,,
2980,6/17/2024,33,audit,,,
2980,6/17/2024,34,audit,,,
2980,6/17/2024,67,audit,,,
2980,6/17/2024,91,audit,,,
2980,6/17/2024,92,audit,,,
2980,6/17/2024,93,audit,,,
2996,6/17/2024,2,audit,,,
2996,6/17/2024,25,audit,,,
2996,6/17/2024,28,audit,,,
2996,6/17/2024,34,audit,,,
2996,6/17/2024,92,audit,,,
3014,6/17/2024,16,audit,,,
3014,6/17/2024,17,audit,,,
3014,6/17/2024,18,audit,,,
3014,6/17/2024,19,audit,,,
3014,6/17/2024,21,audit,,,
3014,6/17/2024,22,audit,,,
3014,6/17/2024,58,audit,,,
3014,6/17/2024,62,audit,,,
3014,6/17/2024,63,audit,,,
3014,6/17/2024,68,audit,,,
3014,6/17/2024,69,audit,,,
3014,6/17/2024,77,audit,,,
3014,6/17/2024,79,audit,,,
3044,6/17/2024,2,audit,,,
3044,6/17/2024,3,audit,,,
3044,6/17/2024,4,audit,,,
3044,6/17/2024,5,audit,,,
3044,6/17/2024,6,audit,,,
3044,6/17/2024,7,audit,,,
3044,6/17/2024,8,audit,,,
3044,6/17/2024,9,audit,,,
3044,6/17/2024,10,audit,,,
3044,6/17/2024,11,audit,,,
3044,6/17/2024,12,audit,,,
3044,6/17/2024,41,audit,,,
3044,6/17/2024,64,audit,,,
3044,6/17/2024,70,audit,,,
3044,6/17/2024,81,audit,,,
3044,6/17/2024,92,audit,,,
3284,6/17/2024,22,audit,,,
3284,6/17/2024,40,audit,,,
3284,6/17/2024,42,audit,,,
3284,6/17/2024,67,audit,,,
4165,6/17/2024,26,audit,,,
5080,6/17/2024,18,audit,,,
5080,6/17/2024,20,audit,,,
5080,6/17/2024,25,audit,,,
5080,6/17/2024,93,audit,,,
5172,6/17/2024,5,audit,,,
5172,6/17/2024,6,audit,,,
5172,6/17/2024,79,audit,,,
5172,6/17/2024,92,audit,,,
5288,6/17/2024,23,audit,,,
5288,6/17/2024,27,audit,,,
5288,6/17/2024,67,audit,,,
5288,6/17/2024,90,audit,,,
5316,6/17/2024,1,2,2,1,2
5316,6/17/2024,2,3,2,1,2
5316,6/17/2024,3,2,1,0,2
5316,6/17/2024,4,audit,,,
5316,6/17/2024,5,1,2,0,2
5316,6/17/2024,6,3,2,0,2
5316,6/17/2024,7,3,1,0,2
5316,6/17/2024,8,3,1,0,2
5316,6/17/2024,9,2,2,1,2
5316,6/17/2024,10,2,1,0,2
5316,6/17/2024,11,2,2,1,2
5316,6/17/2024,12,audit,,,
5316,6/17/2024,13,1,1,0,1
5316,6/17/2024,14,1,1,0,1
5316,6/17/2024,58,0,1,0,0
5316,6/17/2024,59,1,0,1,1
5316,6/17/2024,67,0,0,0,1
5316,6/17/2024,68,0,0,0,0
5316,6/17/2024,71,0,1,1,1
5316,6/17/2024,72,0,0,1,1
5316,6/17/2024,77,1,1,1,1
5316,6/17/2024,78,0,1,0,1
5316,6/17/2024,79,0,0,1,0
5316,6/17/2024,90,1,0,0,0
5316,6/17/2024,91,1,1,0,1
5316,6/17/2024,92,audit,,,
5316,6/17/2024,93,2,1,1,2
5316,6/17/2024,94,3,2,1,1
5316,6/17/2024,95,0,1,0,1
5316,6/17/2024,98,0,1,0,0
5823,6/17/2024,17,audit,,,
5823,6/17/2024,19,audit,,,
5823,6/17/2024,21,audit,,,
5823,6/17/2024,23,audit,,,
5823,6/17/2024,58,audit,,,
5823,6/17/2024,61,audit,,,
5823,6/17/2024,63,audit,,,
5823,6/17/2024,70,audit,,,
5823,6/17/2024,77,audit,,,
5823,6/17/2024,80,audit,,,
5823,6/17/2024,92,audit,,,
5823,6/17/2024,93,audit,,,
5823,6/17/2024,94,audit,,,
7601,6/17/2024,3,audit,,,
7601,6/17/2024,6,audit,,,
7601,6/17/2024,7,audit,,,
7601,6/17/2024,8,audit,,,
7601,6/17/2024,9,audit,,,
7601,6/17/2024,10,audit,,,
7601,6/17/2024,11,audit,,,
8930,6/17/2024,9,audit,,,
8930,6/17/2024,10,audit,,,
8930,6/17/2024,12,audit,,,
8930,6/17/2024,16,audit,,,
