Store ,Market ,Store Type,Launch Date 
1139,259,WM Supercenter,TBD
1140,259,WM Supercenter,TBD
1141,249,WM Supercenter,TBD
1142,243,WM Supercenter,TBD
1143,30,WM Supercenter,TBD
1144,42,WM Supercenter,TBD
1146,36,WM Supercenter,TBD
1149,367,WM Supercenter,TBD
1153,32,WM Supercenter,TBD
1155,310,WM Supercenter,TBD
1156,306,WM Supercenter,TBD
1157,243,WM Supercenter,TBD
1159,123,Wal-Mart,TBD
1160,243,WM Supercenter,TBD
1162,580,WM Supercenter,TBD
1164,41,WM Supercenter,TBD
1165,256,WM Supercenter,TBD
1166,300,Wal-Mart,TBD
1170,256,WM Supercenter,TBD
1171,115,WM Supercenter,TBD
1172,98,WM Supercenter,TBD
1173,98,WM Supercenter,TBD
1175,364,Wal-Mart,TBD
1179,294,WM Supercenter,TBD
1180,243,WM Supercenter,TBD
1181,26,WM Supercenter,TBD
1182,94,WM Supercenter,TBD
1183,41,WM Supercenter,TBD
1184,23,WM Supercenter,TBD
1189,258,Wal-Mart,TBD
1190,257,WM Supercenter,TBD
1191,296,WM Supercenter,TBD
1194,121,WM Supercenter,TBD
1197,301,WM Supercenter,TBD
1199,388,WM Supercenter,TBD
1200,391,WM Supercenter,TBD
1203,114,WM Supercenter,TBD
1205,101,WM Supercenter,TBD
1209,305,WM Supercenter,TBD
1210,260,WM Supercenter,TBD
1213,95,WM Supercenter,TBD
1215,120,WM Supercenter,TBD
1217,294,WM Supercenter,TBD
1218,366,WM Supercenter,TBD
1219,101,WM Supercenter,TBD
1220,90,WM Supercenter,TBD
1223,97,WM Supercenter,TBD
1225,101,WM Supercenter,TBD
1227,30,WM Supercenter,TBD
1230,364,WM Supercenter,TBD
1231,379,WM Supercenter,TBD
1233,258,WM Supercenter,TBD
1234,257,WM Supercenter,TBD
1236,302,WM Supercenter,TBD
1237,299,WM Supercenter,TBD
1238,310,WM Supercenter,TBD
1239,217,WM Supercenter,TBD
1240,367,WM Supercenter,TBD
1242,294,WM Supercenter,TBD
1243,312,WM Supercenter,TBD
1244,35,WM Supercenter,TBD
1245,114,WM Supercenter,TBD
1247,258,WM Supercenter,TBD
1252,380,WM Supercenter,TBD
1255,309,WM Supercenter,TBD
1259,258,WM Supercenter,TBD
1261,310,WM Supercenter,TBD
1264,222,WM Supercenter,TBD
1268,300,WM Supercenter,TBD
1270,39,WM Supercenter,TBD
1273,389,WM Supercenter,TBD
1275,482,WM Supercenter,TBD
1280,388,WM Supercenter,TBD
1281,42,WM Supercenter,TBD
1283,93,WM Supercenter,TBD
1284,16,WM Supercenter,TBD
1286,41,WM Supercenter,TBD
1287,296,WM Supercenter,TBD
1288,296,WM Supercenter,TBD
1289,221,WM Supercenter,TBD
1290,304,WM Supercenter,TBD
1291,367,WM Supercenter,TBD
1292,312,WM Supercenter,TBD
1293,30,WM Supercenter,TBD
1294,247,WM Supercenter,TBD
1297,93,WM Supercenter,TBD
1298,302,WM Supercenter,TBD
1299,364,WM Supercenter,TBD
1300,302,WM Supercenter,TBD
1301,312,WM Supercenter,TBD
1302,311,WM Supercenter,TBD
1304,247,WM Supercenter,TBD
1306,387,WM Supercenter,TBD
1308,380,WM Supercenter,TBD
1309,312,WM Supercenter,TBD
1310,251,WM Supercenter,TBD
1311,16,WM Supercenter,TBD
1312,310,WM Supercenter,TBD
1314,24,WM Supercenter,TBD
1315,381,WM Supercenter,TBD
1317,294,WM Supercenter,TBD
1318,122,WM Supercenter,TBD
1319,122,WM Supercenter,TBD
1320,122,WM Supercenter,TBD
1321,299,WM Supercenter,TBD
1322,308,WM Supercenter,TBD
1324,366,WM Supercenter,TBD
1325,366,Wal-Mart,TBD
1327,242,WM Supercenter,TBD
1328,364,WM Supercenter,TBD
1329,246,WM Supercenter,TBD
1330,222,WM Supercenter,TBD
1331,239,WM Supercenter,TBD
1333,222,WM Supercenter,TBD
1334,372,WM Supercenter,TBD
1335,315,WM Supercenter,TBD
1336,311,Wal-Mart,TBD
1337,304,WM Supercenter,TBD
1338,16,WM Supercenter,TBD
1339,41,WM Supercenter,TBD
1340,25,WM Supercenter,TBD
1344,315,WM Supercenter,TBD
1345,314,WM Supercenter,TBD
1348,300,WM Supercenter,TBD
1349,109,WM Supercenter,TBD
1350,315,WM Supercenter,TBD
1351,317,WM Supercenter,TBD
1352,300,WM Supercenter,TBD
1354,301,WM Supercenter,TBD
1355,302,WM Supercenter,TBD
1356,251,WM Supercenter,TBD
1357,387,WM Supercenter,TBD
1358,33,WM Supercenter,TBD
1359,36,WM Supercenter,TBD
1360,317,WM Supercenter,TBD
1363,21,WM Supercenter,TBD
1364,365,WM Supercenter,TBD
1367,32,WM Supercenter,TBD
1368,218,WM Supercenter,TBD
1369,364,WM Supercenter,TBD
1370,365,WM Supercenter,TBD
1371,580,WM Supercenter,TBD
1372,299,WM Supercenter,TBD
1373,23,WM Supercenter,TBD
1374,91,Wal-Mart,TBD
1375,97,WM Supercenter,TBD
1378,247,WM Supercenter,TBD
1379,301,WM Supercenter,TBD
1380,375,WM Supercenter,TBD
1381,372,WM Supercenter,TBD
1382,39,WM Supercenter,TBD
1383,33,WM Supercenter,TBD
1384,389,WM Supercenter,TBD
1385,305,WM Supercenter,TBD
1387,108,WM Supercenter,TBD
1388,248,WM Supercenter,TBD
1390,111,WM Supercenter,TBD
1391,94,WM Supercenter,TBD
1392,300,WM Supercenter,TBD
1397,384,WM Supercenter,TBD
1398,108,WM Supercenter,TBD
1399,314,WM Supercenter,TBD
1400,21,WM Supercenter,TBD
1403,18,WM Supercenter,TBD
1406,286,WM Supercenter,TBD
1407,221,WM Supercenter,TBD
1408,97,WM Supercenter,TBD
1410,223,WM Supercenter,TBD
1411,366,WM Supercenter,TBD
1412,381,WM Supercenter,TBD
1414,384,WM Supercenter,TBD
1416,207,WM Supercenter,TBD
1417,364,WM Supercenter,TBD
1419,248,WM Supercenter,TBD
1422,204,WM Supercenter,TBD
1423,203,WM Supercenter,TBD
1424,290,WM Supercenter,TBD
1425,247,WM Supercenter,TBD
1426,259,WM Supercenter,TBD
1427,218,WM Supercenter,TBD
1428,204,WM Supercenter,TBD
1429,213,WM Supercenter,TBD
1432,204,WM Supercenter,TBD
1433,222,WM Supercenter,TBD
1434,391,WM Supercenter,TBD
1436,107,WM Supercenter,TBD
1438,405,WM Supercenter,TBD
1439,405,WM Supercenter,TBD
1440,403,WM Supercenter,TBD
1441,221,WM Supercenter,TBD
1442,405,WM Supercenter,TBD
1443,221,WM Supercenter,TBD
1444,98,WM Supercenter,TBD
1445,213,WM Supercenter,TBD
1448,213,WM Supercenter,TBD
1450,316,WM Supercenter,TBD
1452,309,Wal-Mart,TBD
1456,381,WM Supercenter,TBD
1457,381,WM Supercenter,TBD
1458,120,WM Supercenter,TBD
1459,249,WM Supercenter,TBD
1461,381,WM Supercenter,TBD
1463,223,WM Supercenter,TBD
1464,305,WM Supercenter,TBD
1465,314,WM Supercenter,TBD
1466,122,WM Supercenter,TBD
1469,119,WM Supercenter,TBD
1474,365,WM Supercenter,TBD
1476,243,WM Supercenter,TBD
1477,317,WM Supercenter,TBD
1478,259,WM Supercenter,TBD
1480,239,WM Supercenter,TBD
1482,112,Wal-Mart,TBD
1485,382,WM Supercenter,TBD
1486,314,WM Supercenter,TBD
1488,22,WM Supercenter,TBD
1492,376,WM Supercenter,TBD
1495,223,WM Supercenter,TBD
1498,298,WM Supercenter,TBD
1499,317,WM Supercenter,TBD
1501,112,Wal-Mart,TBD
1502,301,WM Supercenter,TBD
1503,223,WM Supercenter,TBD
1504,223,WM Supercenter,TBD
1505,258,WM Supercenter,TBD
1508,382,WM Supercenter,TBD
1510,225,WM Supercenter,TBD
1511,553,WM Supercenter,TBD
1512,371,WM Supercenter,TBD
1513,111,WM Supercenter,TBD
1517,108,WM Supercenter,TBD
1518,482,WM Supercenter,TBD
1519,218,WM Supercenter,TBD
1521,225,WM Supercenter,TBD
1522,320,WM Supercenter,TBD
1523,290,WM Supercenter,TBD
1524,290,WM Supercenter,TBD
1525,287,WM Supercenter,TBD
1527,301,WM Supercenter,TBD
1529,233,WM Supercenter,TBD
1532,369,WM Supercenter,TBD
1533,369,WM Supercenter,TBD
1536,111,WM Supercenter,TBD
1537,234,Wal-Mart,TBD
1539,213,WM Supercenter,TBD
1540,201,WM Supercenter,TBD
1541,107,WM Supercenter,TBD
1542,196,WM Supercenter,TBD
1543,429,WM Supercenter,TBD
1544,320,WM Supercenter,TBD
1547,246,WM Supercenter,TBD
1549,368,WM Supercenter,TBD
1550,388,Wal-Mart,TBD
1552,308,WM Supercenter,TBD
1557,482,WM Supercenter,TBD
1558,298,WM Supercenter,TBD
1559,394,Wal-Mart,TBD
1560,396,WM Supercenter,TBD
1564,218,WM Supercenter,TBD
1566,247,WM Supercenter,TBD
1567,382,WM Supercenter,TBD
1568,229,WM Supercenter,TBD
1569,259,WM Supercenter,TBD
1570,248,WM Supercenter,TBD
1572,582,WM Supercenter,TBD
1573,405,WM Supercenter,TBD
1578,24,WM Supercenter,TBD
1579,296,WM Supercenter,TBD
1580,249,WM Supercenter,TBD
1584,396,WM Supercenter,TBD
1586,26,WM Supercenter,TBD
1589,108,WM Supercenter,TBD
1590,553,WM Supercenter,TBD
1591,234,WM Supercenter,TBD
1592,205,WM Supercenter,TBD
1593,202,WM Supercenter,TBD
1594,219,WM Supercenter,TBD
1595,217,WM Supercenter,TBD
1598,370,WM Supercenter,TBD
1601,482,WM Supercenter,TBD
1603,39,WM Supercenter,TBD
1604,429,WM Supercenter,TBD
1606,119,WM Supercenter,TBD
1607,237,WM Supercenter,TBD
1610,195,Wal-Mart,TBD
1611,205,WM Supercenter,TBD
1612,366,WM Supercenter,TBD
1613,308,WM Supercenter,TBD
1614,297,WM Supercenter,TBD
1617,381,WM Supercenter,TBD
1619,192,WM Supercenter,TBD
1622,213,WM Supercenter,TBD
1623,226,WM Supercenter,TBD
1628,213,WM Supercenter,TBD
1629,251,Wal-Mart,TBD
1631,288,WM Supercenter,TBD
1639,247,WM Supercenter,TBD
1640,237,WM Supercenter,TBD
1641,301,WM Supercenter,TBD
1642,202,WM Supercenter,TBD
1644,232,WM Supercenter,TBD
1646,372,WM Supercenter,TBD
1647,248,WM Supercenter,TBD
1648,455,WM Supercenter,TBD
1652,312,WM Supercenter,TBD
1653,320,WM Supercenter,TBD
1655,482,WM Supercenter,TBD
1656,228,WM Supercenter,TBD
1658,30,WM Supercenter,TBD
1659,379,WM Supercenter,TBD
1661,302,WM Supercenter,TBD
1662,304,WM Supercenter,TBD
1663,294,WM Supercenter,TBD
1664,299,WM Supercenter,TBD
1665,239,WM Supercenter,TBD
1666,309,WM Supercenter,TBD
1667,247,WM Supercenter,TBD
1670,168,Wal-Mart,TBD
1673,192,WM Supercenter,TBD
1674,280,WM Supercenter,TBD
1675,256,WM Supercenter,TBD
1677,189,WM Supercenter,TBD
1680,110,WM Supercenter,TBD
1682,288,WM Supercenter,TBD
1684,237,Wal-Mart,TBD
1686,403,WM Supercenter,TBD
1687,288,WM Supercenter,TBD
1688,289,WM Supercenter,TBD
1689,376,WM Supercenter,TBD
1694,124,WM Supercenter,TBD
1698,183,WM Supercenter,TBD
1699,401,WM Supercenter,TBD
1701,21,Wal-Mart,TBD
1702,92,WM Supercenter,TBD
1703,280,WM Supercenter,TBD
1705,191,WM Supercenter,TBD
1707,208,WM Supercenter,TBD
1708,401,WM Supercenter,TBD
1709,248,WM Supercenter,TBD
1712,111,WM Supercenter,TBD
1714,320,WM Supercenter,TBD
1715,285,Wal-Mart,TBD
1716,508,Wal-Mart,TBD
1717,508,Wal-Mart,TBD
1718,222,WM Supercenter,TBD
1719,204,WM Supercenter,TBD
1720,23,WM Supercenter,TBD
1724,216,WM Supercenter,TBD
1726,315,WM Supercenter,TBD
1728,246,WM Supercenter,TBD
1729,239,WM Supercenter,TBD
1730,287,WM Supercenter,TBD
1731,192,WM Supercenter,TBD
1733,203,WM Supercenter,TBD
1736,284,WM Supercenter,TBD
1739,235,WM Supercenter,TBD
1741,284,WM Supercenter,TBD
1742,165,WM Supercenter,TBD
1743,258,Wal-Mart,TBD
1744,192,WM Supercenter,TBD
1745,239,WM Supercenter,TBD
1746,371,WM Supercenter,TBD
1748,33,WM Supercenter,TBD
1749,183,WM Supercenter,TBD
1750,222,WM Supercenter,TBD
1751,297,Wal-Mart,TBD
1752,204,WM Supercenter,TBD
1754,203,WM Supercenter,TBD
1758,239,WM Supercenter,TBD
1759,288,WM Supercenter,TBD
1762,157,WM Supercenter,TBD
1763,311,WM Supercenter,TBD
1765,231,WM Supercenter,TBD
1766,24,WM Supercenter,TBD
1767,37,WM Supercenter,TBD
1768,582,WM Supercenter,TBD
1769,237,WM Supercenter,TBD
1770,229,WM Supercenter,TBD
1771,202,WM Supercenter,TBD
1773,288,WM Supercenter,TBD
1774,310,WM Supercenter,TBD
1777,168,WM Supercenter,TBD
1778,381,WM Supercenter,TBD
1780,315,WM Supercenter,TBD
1781,190,WM Supercenter,TBD
1782,216,WM Supercenter,TBD
1785,184,Wal-Mart,TBD
1788,183,WM Supercenter,TBD
1790,197,WM Supercenter,TBD
1791,200,WM Supercenter,TBD
1792,237,WM Supercenter,TBD
1794,232,WM Supercenter,TBD
1795,294,Wal-Mart,TBD
1796,184,WM Supercenter,TBD
1797,179,WM Supercenter,TBD
1798,205,WM Supercenter,TBD
1804,248,WM Supercenter,TBD
1806,189,WM Supercenter,TBD
1807,558,WM Supercenter,TBD
1808,388,Wal-Mart,TBD
1809,202,WM Supercenter,TBD
1810,164,WM Supercenter,TBD
1811,289,WM Supercenter,TBD
1812,215,WM Supercenter,TBD
1813,192,WM Supercenter,TBD
1816,297,Wal-Mart,TBD
1820,229,WM Supercenter,TBD
1821,306,Wal-Mart,TBD
1822,801,Wal-mart,TBD
1823,234,WM Supercenter,TBD
1825,286,WM Supercenter,TBD
1827,582,WM Supercenter,TBD
1829,38,WM Supercenter,TBD
1830,191,WM Supercenter,TBD
1831,191,WM Supercenter,TBD
1833,291,WM Supercenter,TBD
1835,190,WM Supercenter,TBD
1836,202,WM Supercenter,TBD
1838,394,Wal-Mart,TBD
1839,214,WM Supercenter,TBD
1841,289,WM Supercenter,TBD
1842,298,WM Supercenter,TBD
1844,178,Wal-Mart,TBD
1845,109,WM Supercenter,TBD
1846,366,WM Supercenter,TBD
1847,93,WM Supercenter,TBD
1849,308,WM Supercenter,TBD
1850,234,WM Supercenter,TBD
1851,109,WM Supercenter,TBD
1852,291,WM Supercenter,TBD
1854,811,WM Supercenter,TBD
1856,179,WM Supercenter,TBD
1857,209,Wal-Mart,TBD
1860,284,WM Supercenter,TBD
1863,209,WM Supercenter,TBD
1866,180,WM Supercenter,TBD
1867,293,Wal-Mart,TBD
1868,180,WM Supercenter,TBD
1869,558,Wal-Mart,TBD
1871,187,WM Supercenter,TBD
1872,383,WM Supercenter,TBD
1873,161,WM Supercenter,TBD
1874,118,WM Supercenter,TBD
1875,282,WM Supercenter,TBD
1878,400,WM Supercenter,TBD
1883,229,WM Supercenter,TBD
1884,226,WM Supercenter,TBD
1885,229,WM Supercenter,TBD
1886,234,WM Supercenter,TBD
1887,232,Wal-Mart,TBD
1888,401,WM Supercenter,TBD
1890,285,WM Supercenter,TBD
1891,162,WM Supercenter,TBD
1893,508,Wal-Mart,TBD
1894,215,WM Supercenter,TBD
1895,215,Wal-Mart,TBD
1896,391,WM Supercenter,TBD
1900,400,WM Supercenter,TBD
1901,383,WM Supercenter,TBD
1902,400,WM Supercenter,TBD
1904,292,WM Supercenter,TBD
1905,400,WM Supercenter,TBD
1906,160,Wal-Mart,TBD
1907,184,WM Supercenter,TBD
1909,195,WM Supercenter,TBD
1911,215,WM Supercenter,TBD
1913,207,WM Supercenter,TBD
1916,108,WM Supercenter,TBD
1918,156,Wal-Mart,TBD
1919,179,Wal-Mart,TBD
1921,178,Wal-Mart,TBD
1923,200,WM Supercenter,TBD
1924,179,WM Supercenter,TBD
1926,191,WM Supercenter,TBD
1927,209,WM Supercenter,TBD
1928,205,WM Supercenter,TBD
1930,184,Wal-Mart,TBD
1932,179,WM Supercenter,TBD
1934,314,WM Supercenter,TBD
1935,231,WM Supercenter,TBD
1936,196,WM Supercenter,TBD
1937,216,WM Supercenter,TBD
1939,180,WM Supercenter,TBD
1940,188,WM Supercenter,TBD
1942,200,WM Supercenter,TBD
1945,226,WM Supercenter,TBD
1946,187,WM Supercenter,TBD
1948,227,WM Supercenter,TBD
1949,194,WM Supercenter,TBD
1950,301,WM Supercenter,TBD
1953,297,WM Supercenter,TBD
1954,183,WM Supercenter,TBD
1956,382,WM Supercenter,TBD
1957,105,WM Supercenter,TBD
1959,164,WM Supercenter,TBD
1960,112,WM Supercenter,TBD
1961,225,WM Supercenter,TBD
1962,246,WM Supercenter,TBD
1964,161,WM Supercenter,TBD
1966,194,WM Supercenter,TBD
1967,154,WM Supercenter,TBD
1968,281,WM Supercenter,TBD
1969,290,WM Supercenter,TBD
1970,159,WM Supercenter,TBD
1973,194,WM Supercenter,TBD
1974,179,Wal-Mart,TBD
1975,181,WM Supercenter,TBD
1976,190,WM Supercenter,TBD
1977,178,WM Supercenter,TBD
1978,247,WM Supercenter,TBD
1980,162,WM Supercenter,TBD
1981,508,WM Supercenter,TBD
1984,154,WM Supercenter,TBD
1985,283,WM Supercenter,TBD
1986,213,WM Supercenter,TBD
1987,205,WM Supercenter,TBD
1990,217,Wal-Mart,TBD
1991,251,WM Supercenter,TBD
1993,195,WM Supercenter,TBD
1994,187,WM Supercenter,TBD
1995,400,WM Supercenter,TBD
1996,553,WM Supercenter,TBD
1997,188,WM Supercenter,TBD
2000,301,WM Supercenter,TBD
2003,174,WM Supercenter,TBD
2005,306,WM Supercenter,TBD
2008,229,Wal-Mart,TBD
2009,281,Wal-Mart,TBD
2010,201,WM Supercenter,TBD
2012,156,WM Supercenter,TBD
2013,179,WM Supercenter,TBD
2014,204,WM Supercenter,TBD
2015,292,WM Supercenter,TBD
2019,235,WM Supercenter,TBD
2021,160,WM Supercenter,TBD
2022,162,WM Supercenter,TBD
2023,233,WM Supercenter,TBD
2024,226,WM Supercenter,TBD
2026,801,WM Supercenter,TBD
2027,320,WM Supercenter,TBD
2035,239,WM Supercenter,TBD
2036,317,WM Supercenter,TBD
2038,292,WM Supercenter,TBD
2040,558,WM Supercenter,TBD
2041,284,Wal-Mart,TBD
2043,194,Wal-Mart,TBD
2045,281,WM Supercenter,TBD
2046,180,WM Supercenter,TBD
2047,179,WM Supercenter,TBD
2049,237,WM Supercenter,TBD
2050,396,WM Supercenter,TBD
2051,405,WM Supercenter,TBD
2055,183,WM Supercenter,TBD
2056,188,WM Supercenter,TBD
2057,184,Wal-Mart,TBD
2058,297,WM Supercenter,TBD
2059,231,WM Supercenter,TBD
2061,201,WM Supercenter,TBD
2062,201,WM Supercenter,TBD
2063,208,WM Supercenter,TBD
2064,164,WM Supercenter,TBD
2065,122,WM Supercenter,TBD
2067,811,Wal-mart,TBD
2068,170,WM Supercenter,TBD
2072,801,Wal-mart,TBD
2073,214,WM Supercenter,TBD
2078,216,WM Supercenter,TBD
2079,196,WM Supercenter,TBD
2080,202,WM Supercenter,TBD
2081,111,WM Supercenter,TBD
2083,320,WM Supercenter,TBD
2084,383,WM Supercenter,TBD
2085,811,Wal-mart,TBD
2088,194,WM Supercenter,TBD
2089,311,WM Supercenter,TBD
2090,174,Wal-Mart,TBD
2091,110,WM Supercenter,TBD
2092,187,Wal-Mart,TBD
2093,189,WM Supercenter,TBD
2095,160,WM Supercenter,TBD
2096,170,WM Supercenter,TBD
2097,188,WM Supercenter,TBD
2098,219,WM Supercenter,TBD
2100,196,WM Supercenter,TBD
2102,200,WM Supercenter,TBD
2103,159,WM Supercenter,TBD
2104,164,WM Supercenter,TBD
2106,392,WM Supercenter,TBD
2107,195,WM Supercenter,TBD
2108,165,WM Supercenter,TBD
2109,165,Wal-Mart,TBD
2112,372,WM Supercenter,TBD
2113,370,WM Supercenter,TBD
2115,216,WM Supercenter,TBD
2116,187,WM Supercenter,TBD
2118,156,Wal-Mart,TBD
2120,190,WM Supercenter,TBD
2122,159,WM Supercenter,TBD
2124,223,WM Supercenter,TBD
2125,380,WM Supercenter,TBD
2128,159,WM Supercenter,TBD
2129,237,WM Supercenter,TBD
2130,183,WM Supercenter,TBD
2134,306,WM Supercenter,TBD
2135,190,WM Supercenter,TBD
2136,291,WM Supercenter,TBD
2137,296,WM Supercenter,TBD
2138,181,Wal-Mart,TBD
2139,157,Wal-Mart,TBD
2140,180,WM Supercenter,TBD
2141,166,WM Supercenter,TBD
2143,179,WM Supercenter,TBD
2144,163,Wal-Mart,TBD
2145,168,WM Supercenter,TBD
2146,189,WM Supercenter,TBD
2147,383,WM Supercenter,TBD
2149,216,WM Supercenter,TBD
2151,109,WM Supercenter,TBD
2152,188,WM Supercenter,TBD
2153,183,WM Supercenter,TBD
2154,24,WM Supercenter,TBD
2155,156,WM Supercenter,TBD
2156,171,Wal-Mart,TBD
2157,160,WM Supercenter,TBD
2158,156,WM Supercenter,TBD
2159,194,WM Supercenter,TBD
2160,290,WM Supercenter,TBD
2163,173,Wal-Mart,TBD
2164,194,WM Supercenter,TBD
2166,191,WM Supercenter,TBD
2167,167,Wal-Mart,TBD
2169,232,WM Supercenter,TBD
2170,162,Wal-Mart,TBD
2174,154,WM Supercenter,TBD
2176,107,WM Supercenter,TBD
2178,179,WM Supercenter,TBD
2180,157,Wal-Mart,TBD
2183,180,WM Supercenter,TBD
2184,160,Wal-Mart,TBD
2185,232,WM Supercenter,TBD
2189,392,WM Supercenter,TBD
2191,207,WM Supercenter,TBD
2192,436,WM Supercenter,TBD
2193,227,WM Supercenter,TBD
2194,283,Wal-Mart,TBD
2195,178,WM Supercenter,TBD
2197,208,WM Supercenter,TBD
2199,235,WM Supercenter,TBD
2200,162,Wal-Mart,TBD
2201,505,WM Supercenter,TBD
2202,180,WM Supercenter,TBD
2205,233,WM Supercenter,TBD
2207,403,WM Supercenter,TBD
2208,226,WM Supercenter,TBD
2209,216,WM Supercenter,TBD
2210,195,WM Supercenter,TBD
2211,208,WM Supercenter,TBD
2214,41,WM Supercenter,TBD
2222,157,WM Supercenter,TBD
2223,585,WM Supercenter,TBD
2224,181,Wal-Mart,TBD
2225,161,WM Supercenter,TBD
2227,159,Wal-Mart,TBD
2228,154,Wal-Mart,TBD
2230,237,WM Supercenter,TBD
2232,173,Wal-Mart,TBD
2233,280,WM Supercenter,TBD
2234,189,WM Supercenter,TBD
2236,167,Wal-Mart,TBD
2237,118,WM Supercenter,TBD
2238,200,WM Supercenter,TBD
2240,801,WM Supercenter,TBD
2244,316,WM Supercenter,TBD
2247,299,WM Supercenter,TBD
2248,293,Wal-Mart,TBD
2250,221,WM Supercenter,TBD
2252,168,WM Supercenter,TBD
2254,165,Wal-Mart,TBD
2255,232,WM Supercenter,TBD
2256,296,WM Supercenter,TBD
2258,283,Wal-Mart,TBD
2259,383,WM Supercenter,TBD
2261,161,WM Supercenter,TBD
2262,190,WM Supercenter,TBD
2263,167,WM Supercenter,TBD
2264,189,Wal-Mart,TBD
2265,35,WM Supercenter,TBD
2266,214,WM Supercenter,TBD
2267,156,Wal-Mart,TBD
2270,375,WM Supercenter,TBD
2272,285,WM Supercenter,TBD
2273,205,WM Supercenter,TBD
2275,225,WM Supercenter,TBD
2278,228,WM Supercenter,TBD
2279,282,WM Supercenter,TBD
2281,235,WM Supercenter,TBD
2282,162,WM Supercenter,TBD
2283,161,WM Supercenter,TBD
2284,173,WM Supercenter,TBD
2285,189,WM Supercenter,TBD
2286,171,Wal-Mart,TBD
2287,229,WM Supercenter,TBD
2289,154,WM Supercenter,TBD
2293,585,WM Supercenter,TBD
2294,174,WM Supercenter,TBD
2295,287,WM Supercenter,TBD
2299,163,WM Supercenter,TBD
2300,227,WM Supercenter,TBD
2302,811,WM Supercenter,TBD
2307,403,WM Supercenter,TBD
2309,221,WM Supercenter,TBD
2310,122,WM Supercenter,TBD
2311,247,WM Supercenter,TBD
2312,312,WM Supercenter,TBD
2313,209,WM Supercenter,TBD
2316,214,WM Supercenter,TBD
2318,231,WM Supercenter,TBD
2323,215,WM Supercenter,TBD
2326,194,Wal-Mart,TBD
2328,497,Neighborhood Market,TBD
2329,156,WM Supercenter,TBD
2330,183,WM Supercenter,TBD
2331,162,WM Supercenter,TBD
2332,181,Wal-Mart,TBD
2334,233,WM Supercenter,TBD
2336,159,WM Supercenter,TBD
2337,312,WM Supercenter,TBD
2338,196,WM Supercenter,TBD
2339,246,WM Supercenter,TBD
2340,233,WM Supercenter,TBD
2341,159,Wal-Mart,TBD
2346,811,WM Supercenter,TBD
2348,33,WM Supercenter,TBD
2350,207,WM Supercenter,TBD
2351,188,WM Supercenter,TBD
2354,205,WM Supercenter,TBD
2355,195,WM Supercenter,TBD
2357,280,WM Supercenter,TBD
2358,196,WM Supercenter,TBD
2359,209,WM Supercenter,TBD
2360,#N/A,WM Supercenter,TBD
2361,215,Wal-Mart,TBD
2362,209,WM Supercenter,TBD
2365,174,WM Supercenter,TBD
2366,160,WM Supercenter,TBD
2368,174,WM Supercenter,TBD
2369,181,WM Supercenter,TBD
2370,188,WM Supercenter,TBD
2371,163,WM Supercenter,TBD
2373,161,Wal-Mart,TBD
2386,154,WM Supercenter,TBD
2387,114,WM Supercenter,TBD
2388,239,WM Supercenter,TBD
2391,548,Neighborhood Market,TBD
2392,102,Neighborhood Market,TBD
2396,488,Neighborhood Market,TBD
2398,183,Wal-Mart,TBD
2399,184,WM Supercenter,TBD
2400,218,WM Supercenter,TBD
2402,400,WM Supercenter,TBD
2405,194,WM Supercenter,TBD
2406,488,Neighborhood Market,TBD
2412,293,WM Supercenter,TBD
2414,500,Neighborhood Market,TBD
2417,196,WM Supercenter,TBD
2419,285,Wal-Mart,TBD
2420,235,WM Supercenter,TBD
2423,801,WM Supercenter,TBD
2424,187,WM Supercenter,TBD
2426,217,WM Supercenter,TBD
2429,223,WM Supercenter,TBD
2435,282,Wal-Mart,TBD
2436,293,WM Supercenter,TBD
2437,286,WM Supercenter,TBD
2438,291,WM Supercenter,TBD
2440,294,WM Supercenter,TBD
2441,225,WM Supercenter,TBD
2444,189,WM Supercenter,TBD
2445,170,WM Supercenter,TBD
2446,170,WM Supercenter,TBD
2447,225,WM Supercenter,TBD
2449,801,WM Supercenter,TBD
2451,570,Neighborhood Market,TBD
2453,392,WM Supercenter,TBD
2455,383,WM Supercenter,TBD
2459,115,WM Supercenter,TBD
2460,285,WM Supercenter,TBD
2465,497,Neighborhood Market,TBD
2471,217,WM Supercenter,TBD
2472,308,WM Supercenter,TBD
2474,320,WM Supercenter,TBD
2475,25,WM Supercenter,TBD
2480,226,WM Supercenter,TBD
2481,232,WM Supercenter,TBD
2482,372,WM Supercenter,TBD
2483,394,WM Supercenter,TBD
2484,118,WM Supercenter,TBD
2485,474,WM Supercenter,TBD
2493,200,WM Supercenter,TBD
2496,124,WM Supercenter,TBD
2497,174,WM Supercenter,TBD
2499,96,Neighborhood Market,TBD
2501,811,WM Supercenter,TBD
2502,231,WM Supercenter,TBD
2503,174,WM Supercenter,TBD
2504,188,WM Supercenter,TBD
2506,208,WM Supercenter,TBD
2508,399,WM Supercenter,TBD
2511,582,WM Supercenter,TBD
2512,369,WM Supercenter,TBD
2513,18,WM Supercenter,TBD
2514,285,WM Supercenter,TBD
2515,370,WM Supercenter,TBD
2518,178,Wal-Mart,TBD
2519,233,WM Supercenter,TBD
2520,291,WM Supercenter,TBD
2522,196,WM Supercenter,TBD
2528,232,WM Supercenter,TBD
2529,289,WM Supercenter,TBD
2530,181,Wal-Mart,TBD
2531,164,Wal-Mart,TBD
