Store,Market,Store Type,Impl. Date
99,340,SUP,04/09/2024
100,323,SUP,04/09/2024
101,336,SUP,04/09/2024
102,327,SUP,04/09/2024
103,351,SUP,04/09/2024
104,146,SUP,04/09/2024
105,4,SUP,04/09/2024
106,146,SUP,04/09/2024
107,146,SUP,04/09/2024
108,344,SUP,04/09/2024
109,360,SUP,04/09/2024
110,89,SUP,04/11/2024
111,410,SUP,04/09/2024
112,138,SUP,04/09/2024
113,349,SUP,04/09/2024
114,4,SUP,04/09/2024
115,138,SUP,04/09/2024
116,127,W/M,04/09/2024
117,47,W/M,04/09/2024
118,4,SUP,04/09/2024
119,328,SUP,04/09/2024
120,146,SUP,04/09/2024
121,351,SUP,04/09/2024
122,335,SUP,04/09/2024
123,351,SUP,04/09/2024
124,324,SUP,04/09/2024
125,321,SUP,04/09/2024
126,324,SUP,04/09/2024
127,325,SUP,04/09/2024
128,329,SUP,04/09/2024
129,350,SUP,04/09/2024
130,347,SUP,04/09/2024
131,47,SUP,04/09/2024
132,344,SUP,04/09/2024
133,325,SUP,04/09/2024
134,344,SUP,04/09/2024
135,360,SUP,04/09/2024
136,345,W/M,04/09/2024
137,352,SUP,04/09/2024
138,357,SUP,04/09/2024
139,353,SUP,04/09/2024
140,503,SUP,04/09/2024
141,321,SUP,04/09/2024
143,253,SUP,04/09/2024
144,322,SUP,04/09/2024
145,339,SUP,04/09/2024
146,46,SUP,04/09/2024
147,350,SUP,04/09/2024
148,47,SUP,04/09/2024
149,135,SUP,04/09/2024
150,344,SUP,04/09/2024
151,350,SUP,04/09/2024
152,335,SUP,04/09/2024
153,4,SUP,04/09/2024
154,311,SUP,04/11/2024
155,136,SUP,04/09/2024
157,328,SUP,04/09/2024
158,350,SUP,04/09/2024
159,359,SUP,04/09/2024
160,328,SUP,04/09/2024
161,147,SUP,04/09/2024
162,349,SUP,04/09/2024
163,503,SUP,04/09/2024
164,4,SUP,04/09/2024
165,46,SUP,04/09/2024
166,357,SUP,04/09/2024
167,327,SUP,04/09/2024
168,345,SUP,04/09/2024
169,326,SUP,04/09/2024
170,134,SUP,04/09/2024
171,327,SUP,04/09/2024
172,340,SUP,04/09/2024
173,357,SUP,04/09/2024
174,92,SUP,04/11/2024
175,144,SUP,04/09/2024
176,4,W/M,04/09/2024
177,146,SUP,04/09/2024
178,344,SUP,04/09/2024
179,357,SUP,04/09/2024
180,46,SUP,04/09/2024
181,47,SUP,04/09/2024
182,136,SUP,04/09/2024
183,138,SUP,04/09/2024
184,361,SUP,04/09/2024
185,350,SUP,04/09/2024
186,409,SUP,04/09/2024
188,335,SUP,04/09/2024
189,359,SUP,04/09/2024
190,329,SUP,04/09/2024
192,151,SUP,04/09/2024
194,60,SUP,04/09/2024
195,360,SUP,04/09/2024
196,271,SUP,04/09/2024
197,278,SUP,04/09/2024
198,272,SUP,04/09/2024
199,278,SUP,04/09/2024
200,275,SUP,04/09/2024
201,341,SUP,04/09/2024
202,51,SUP,04/09/2024
203,359,SUP,04/09/2024
204,253,SUP,04/09/2024
205,138,SUP,04/09/2024
206,52,SUP,04/09/2024
207,345,SUP,04/09/2024
209,321,W/M,04/09/2024
210,351,W/M,04/09/2024
211,76,SUP,04/09/2024
212,353,SUP,04/09/2024
213,272,SUP,04/09/2024
214,503,SUP,04/09/2024
216,271,SUP,04/09/2024
217,53,SUP,04/09/2024
218,147,SUP,04/09/2024
219,336,SUP,04/09/2024
220,48,SUP,04/09/2024
221,344,SUP,04/09/2024
222,271,SUP,04/09/2024
224,272,SUP,04/09/2024
225,350,SUP,04/09/2024
226,47,SUP,04/09/2024
227,344,SUP,04/09/2024
228,48,SUP,04/09/2024
229,329,SUP,04/09/2024
230,321,W/M,04/09/2024
231,351,SUP,04/09/2024
232,350,W/M,04/09/2024
233,271,SUP,04/09/2024
234,360,SUP,04/09/2024
236,503,SUP,04/09/2024
237,271,SUP,04/09/2024
238,147,SUP,04/09/2024
239,138,SUP,04/09/2024
240,47,SUP,04/09/2024
242,410,SUP,04/09/2024
243,339,SUP,04/09/2024
244,135,SUP,04/09/2024
246,345,SUP,04/09/2024
247,351,W/M,04/09/2024
248,76,SUP,04/09/2024
249,503,SUP,04/09/2024
250,357,SUP,04/09/2024
251,45,SUP,04/09/2024
252,271,SUP,04/09/2024
253,341,SUP,04/09/2024
254,273,SUP,04/09/2024
256,341,SUP,04/09/2024
257,254,SUP,04/09/2024
258,4,SUP,04/09/2024
259,583,SUP,04/09/2024
260,55,SUP,04/09/2024
261,325,SUP,04/09/2024
262,271,SUP,04/09/2024
264,149,SUP,04/09/2024
265,45,SUP,04/09/2024
266,50,SUP,04/02/2024
267,334,SUP,04/09/2024
268,147,SUP,04/09/2024
269,349,SUP,04/09/2024
271,349,SUP,04/09/2024
272,153,SUP,04/09/2024
273,4,SUP,04/09/2024
274,4,W/M,04/09/2024
275,503,SUP,04/09/2024
276,351,SUP,04/09/2024
277,353,SUP,04/09/2024
278,127,SUP,04/09/2024
279,321,SUP,04/09/2024
280,83,SUP,04/09/2024
281,328,SUP,04/09/2024
282,253,SUP,04/09/2024
283,66,W/M,04/09/2024
284,49,SUP,04/09/2024
285,503,SUP,04/09/2024
286,55,SUP,04/09/2024
287,11,SUP,04/09/2024
288,503,SUP,04/09/2024
289,327,W/M,04/09/2024
290,77,SUP,04/09/2024
292,87,SUP,04/09/2024
293,85,W/M,04/09/2024
294,253,SUP,04/09/2024
295,340,SUP,04/09/2024
296,325,SUP,04/09/2024
297,59,SUP,04/09/2024
298,3,SUP,04/09/2024
299,254,SUP,04/09/2024
300,3,SUP,04/09/2024
301,3,SUP,04/09/2024
302,271,SUP,04/09/2024
303,4,SUP,04/09/2024
304,149,SUP,04/09/2024
305,138,SUP,04/09/2024
306,5,SUP,04/09/2024
307,135,SUP,04/09/2024
308,152,SUP,04/09/2024
309,132,SUP,04/09/2024
310,132,SUP,04/09/2024
311,129,W/M,04/09/2024
312,134,SUP,04/09/2024
313,340,SUP,04/09/2024
314,5,SUP,04/09/2024
315,3,SUP,04/09/2024
316,3,SUP,04/09/2024
317,272,SUP,04/09/2024
318,325,SUP,04/09/2024
319,361,SUP,04/09/2024
320,76,W/M,04/09/2024
321,85,SUP,04/09/2024
322,85,SUP,04/09/2024
323,127,SUP,04/09/2024
324,356,SUP,04/09/2024
325,360,SUP,04/09/2024
326,361,W/M,04/09/2024
328,341,SUP,04/09/2024
329,10,SUP,04/09/2024
330,84,SUP,04/09/2024
331,66,SUP,04/09/2024
332,5,SUP,04/09/2024
333,254,SUP,04/09/2024
334,275,SUP,04/09/2024
335,146,SUP,04/09/2024
336,325,SUP,04/09/2024
337,335,SUP,04/09/2024
338,334,SUP,04/09/2024
339,327,W/M,04/09/2024
340,351,SUP,04/09/2024
341,407,SUP,04/09/2024
342,411,SUP,04/09/2024
343,275,SUP,04/09/2024
344,65,SUP,04/09/2024
345,46,SUP,04/09/2024
346,409,SUP,04/09/2024
347,136,SUP,04/09/2024
348,327,SUP,04/09/2024
350,433,SUP,04/09/2024
351,68,SUP,04/09/2024
352,271,W/M,04/09/2024
353,48,SUP,04/09/2024
354,336,SUP,04/09/2024
355,10,SUP,04/09/2024
356,10,SUP,04/09/2024
357,336,SUP,04/09/2024
358,321,SUP,04/09/2024
359,322,SUP,04/09/2024
360,352,SUP,04/09/2024
361,341,SUP,04/09/2024
362,11,SUP,04/09/2024
363,359,SUP,04/09/2024
364,503,SUP,04/09/2024
365,140,SUP,04/09/2024
366,121,SUP,04/11/2024
368,410,SUP,04/09/2024
369,406,SUP,04/09/2024
370,406,SUP,04/09/2024
371,48,SUP,04/09/2024
372,406,SUP,04/09/2024
373,322,SUP,04/09/2024
374,347,SUP,04/09/2024
375,5,SUP,04/09/2024
376,127,SUP,04/09/2024
377,516,WNM,04/11/2024
378,411,SUP,04/09/2024
379,333,SUP,04/09/2024
381,81,SUP,04/09/2024
382,410,SUP,04/09/2024
383,66,SUP,04/09/2024
384,66,SUP,04/09/2024
385,84,W/M,04/09/2024
386,132,SUP,04/09/2024
387,352,SUP,04/09/2024
388,321,SUP,04/09/2024
389,352,SUP,04/09/2024
390,149,SUP,04/09/2024
391,4,SUP,04/09/2024
392,344,SUP,04/09/2024
393,147,SUP,04/09/2024
394,137,SUP,04/09/2024
395,80,SUP,04/09/2024
396,39,SUP,04/11/2024
397,80,SUP,04/09/2024
398,46,SUP,04/09/2024
399,46,SUP,04/09/2024
400,68,SUP,04/09/2024
401,131,SUP,04/09/2024
402,132,SUP,04/09/2024
403,137,SUP,04/09/2024
404,87,SUP,04/09/2024
405,134,SUP,04/09/2024
406,151,SUP,04/09/2024
407,81,SUP,04/09/2024
408,66,SUP,04/09/2024
409,137,SUP,04/09/2024
410,146,SUP,04/09/2024
411,138,W/M,04/09/2024
412,45,SUP,04/09/2024
413,569,SUP,04/09/2024
414,349,SUP,04/09/2024
415,132,SUP,04/09/2024
416,151,SUP,04/09/2024
417,47,SUP,04/09/2024
418,407,SUP,04/09/2024
419,406,SUP,04/09/2024
420,349,SUP,04/09/2024
421,479,SUP,04/09/2024
422,273,SUP,04/09/2024
423,13,SUP,04/09/2024
424,8,SUP,04/09/2024
425,11,SUP,04/09/2024
426,53,SUP,04/02/2024
427,47,SUP,04/09/2024
428,130,SUP,04/09/2024
429,80,SUP,04/09/2024
430,253,SUP,04/09/2024
431,253,SUP,04/09/2024
432,10,SUP,04/09/2024
433,5,SUP,04/09/2024
434,5,SUP,04/09/2024
435,272,SUP,04/09/2024
436,272,SUP,04/09/2024
437,84,SUP,04/09/2024
438,74,SUP,04/09/2024
440,78,SUP,04/09/2024
442,78,SUP,04/09/2024
443,88,SUP,04/09/2024
444,333,SUP,04/09/2024
445,256,SUP,04/09/2024
446,85,W/M,04/09/2024
447,88,SUP,04/09/2024
448,127,SUP,04/09/2024
449,66,SUP,04/09/2024
450,127,SUP,04/09/2024
451,359,SUP,04/09/2024
452,80,SUP,04/09/2024
453,329,W/M,04/09/2024
454,272,SUP,04/09/2024
456,569,SUP,04/09/2024
457,66,SUP,04/09/2024
458,78,SUP,04/09/2024
459,25,SUP,04/11/2024
461,88,SUP,04/09/2024
462,61,SUP,04/09/2024
463,84,SUP,04/09/2024
464,78,SUP,04/09/2024
465,77,SUP,04/09/2024
466,147,SUP,04/09/2024
467,52,SUP,04/09/2024
468,47,SUP,04/09/2024
469,66,SUP,04/09/2024
470,78,SUP,04/09/2024
471,49,SUP,04/09/2024
472,356,SUP,04/09/2024
473,85,W/M,04/09/2024
475,83,SUP,04/09/2024
476,81,SUP,04/09/2024
477,119,SUP,04/11/2024
478,77,W/M,04/09/2024
479,349,SUP,04/09/2024
480,275,W/M,04/09/2024
481,273,SUP,04/09/2024
482,61,W/M,04/09/2024
483,8,SUP,04/09/2024
484,411,SUP,04/09/2024
485,129,SUP,04/09/2024
486,362,SUP,04/09/2024
488,97,SUP,04/11/2024
489,128,SUP,04/09/2024
490,78,SUP,04/09/2024
491,253,SUP,04/09/2024
492,580,SUP,04/11/2024
493,260,SUP,04/11/2024
494,16,SUP,04/11/2024
495,138,SUP,04/09/2024
497,242,SUP,04/11/2024
498,134,SUP,04/09/2024
499,344,SUP,04/09/2024
500,505,SUP,04/11/2024
501,141,SUP,04/09/2024
502,129,SUP,04/09/2024
503,84,W/M,04/09/2024
504,61,SUP,04/09/2024
505,134,SUP,04/09/2024
506,272,SUP,04/09/2024
507,260,SUP,04/11/2024
508,506,SUP,04/09/2024
510,21,SUP,04/11/2024
511,38,SUP,04/11/2024
512,505,SUP,04/11/2024
513,73,SUP,04/09/2024
514,39,SUP,04/11/2024
515,18,SUP,04/11/2024
516,45,SUP,04/09/2024
517,353,SUP,04/09/2024
518,24,SUP,04/11/2024
519,260,SUP,04/11/2024
520,21,SUP,04/11/2024
521,66,SUP,04/09/2024
522,60,SUP,04/09/2024
523,46,SUP,04/09/2024
524,84,SUP,04/09/2024
525,549,WNM,04/11/2024
526,242,SUP,04/11/2024
527,61,SUP,04/09/2024
528,115,SUP,04/11/2024
529,61,SUP,04/09/2024
530,327,SUP,04/09/2024
531,132,SUP,04/09/2024
532,130,SUP,04/09/2024
533,132,SUP,04/09/2024
535,74,SUP,04/09/2024
536,74,SUP,04/09/2024
537,73,SUP,04/09/2024
538,93,SUP,04/11/2024
539,134,SUP,04/09/2024
540,129,SUP,04/09/2024
541,128,SUP,04/09/2024
542,129,SUP,04/09/2024
543,132,SUP,04/09/2024
544,353,SUP,04/09/2024
545,258,W/M,04/11/2024
546,62,SUP,04/09/2024
547,114,SUP,04/11/2024
548,25,SUP,04/11/2024
549,71,SUP,04/11/2024
550,273,SUP,04/09/2024
551,93,SUP,04/11/2024
552,258,W/M,04/11/2024
553,125,SUP,04/09/2024
554,88,W/M,04/09/2024
555,32,SUP,04/11/2024
556,28,SUP,04/11/2024
557,407,SUP,04/09/2024
558,407,SUP,04/09/2024
559,418,SUP,04/09/2024
560,360,SUP,04/09/2024
561,76,SUP,04/09/2024
562,2,SUP,04/09/2024
563,94,SUP,04/11/2024
564,344,SUP,04/09/2024
565,55,SUP,04/09/2024
566,580,SUP,04/09/2024
567,85,W/M,04/09/2024
568,152,SUP,04/09/2024
569,257,SUP,04/09/2024
571,260,SUP,04/11/2024
572,46,SUP,04/09/2024
573,361,SUP,04/09/2024
574,37,SUP,04/11/2024
575,26,SUP,04/11/2024
576,345,SUP,04/09/2024
577,362,SUP,04/09/2024
578,123,SUP,04/11/2024
579,94,SUP,04/11/2024
580,116,SUP,04/11/2024
581,414,SUP,04/09/2024
582,94,SUP,04/11/2024
583,121,SUP,04/11/2024
584,260,SUP,04/11/2024
585,42,SUP,04/11/2024
586,37,SUP,04/11/2024
587,152,SUP,04/09/2024
588,27,SUP,04/11/2024
589,256,SUP,04/11/2024
590,48,SUP,04/09/2024
591,259,SUP,04/11/2024
592,406,SUP,04/09/2024
593,28,SUP,04/11/2024
594,19,SUP,04/11/2024
595,569,SUP,04/09/2024
596,271,W/M,04/09/2024
598,429,SUP,04/09/2024
599,124,SUP,04/11/2024
600,70,SUP,04/09/2024
601,74,SUP,04/09/2024
602,68,SUP,04/09/2024
603,278,SUP,04/09/2024
604,7,SUP,04/09/2024
605,29,SUP,04/11/2024
606,29,W/M,04/11/2024
607,349,W/M,04/09/2024
608,73,SUP,04/09/2024
609,275,SUP,04/09/2024
610,76,SUP,04/09/2024
611,387,SUP,04/11/2024
612,273,SUP,04/09/2024
613,94,SUP,04/11/2024
614,16,SUP,04/11/2024
615,22,SUP,04/11/2024
616,38,SUP,04/11/2024
617,580,W/M,04/11/2024
618,26,SUP,04/11/2024
619,119,SUP,04/11/2024
620,124,SUP,04/11/2024
621,37,SUP,04/11/2024
622,344,SUP,04/09/2024
623,118,SUP,04/11/2024
624,39,SUP,04/11/2024
625,37,SUP,04/11/2024
626,73,W/M,04/09/2024
627,38,SUP,04/11/2024
628,36,SUP,04/11/2024
629,42,SUP,04/11/2024
630,38,SUP,04/11/2024
631,35,SUP,04/11/2024
632,36,SUP,04/11/2024
633,279,SUP,04/09/2024
634,38,SUP,04/11/2024
635,29,SUP,04/11/2024
636,279,SUP,04/09/2024
637,429,SUP,04/09/2024
638,42,SUP,04/11/2024
639,28,SUP,04/11/2024
640,35,SUP,04/11/2024
641,35,SUP,04/11/2024
642,38,SUP,04/11/2024
643,37,SUP,04/11/2024
644,39,SUP,04/11/2024
645,433,SUP,04/09/2024
646,415,SUP,04/09/2024
647,414,SUP,04/09/2024
648,339,SUP,04/09/2024
649,92,SUP,04/11/2024
651,66,SUP,04/09/2024
652,406,SUP,04/09/2024
653,253,SUP,04/09/2024
655,253,SUP,04/09/2024
656,151,SUP,04/09/2024
657,152,SUP,04/09/2024
658,120,SUP,04/11/2024
659,153,SUP,04/09/2024
660,137,SUP,04/09/2024
661,137,SUP,04/09/2024
662,137,SUP,04/09/2024
663,119,SUP,04/11/2024
664,406,SUP,04/09/2024
665,257,SUP,04/11/2024
666,115,SUP,04/11/2024
667,151,SUP,04/09/2024
668,152,SUP,04/09/2024
669,120,SUP,04/11/2024
670,2,SUP,04/09/2024
671,152,SUP,04/09/2024
672,122,SUP,04/11/2024
673,149,SUP,04/09/2024
674,152,SUP,04/09/2024
675,146,SUP,04/09/2024
676,121,SUP,04/11/2024
677,146,SUP,04/09/2024
678,123,SUP,04/11/2024
680,123,SUP,04/11/2024
681,5,SUP,04/09/2024
682,151,SUP,04/09/2024
683,147,SUP,04/09/2024
684,147,SUP,04/09/2024
685,123,SUP,04/11/2024
686,28,SUP,04/11/2024
687,121,SUP,04/09/2024
688,153,SUP,04/09/2024
689,257,SUP,04/11/2024
690,124,SUP,04/11/2024
691,3,SUP,04/09/2024
692,260,SUP,04/11/2024
693,259,W/M,04/11/2024
694,254,SUP,04/09/2024
695,149,SUP,04/09/2024
696,258,W/M,04/11/2024
697,93,SUP,04/11/2024
698,119,SUP,04/11/2024
699,136,SUP,04/09/2024
700,8,SUP,04/09/2024
701,254,SUP,04/09/2024
702,259,SUP,04/11/2024
703,67,SUP,04/09/2024
705,89,SUP,04/11/2024
706,114,SUP,04/11/2024
707,136,SUP,04/09/2024
708,140,SUP,04/09/2024
709,256,SUP,04/11/2024
710,153,SUP,04/09/2024
711,257,SUP,04/09/2024
712,5,SUP,04/09/2024
713,114,W/M,04/11/2024
714,327,SUP,04/09/2024
715,11,SUP,04/09/2024
716,136,SUP,04/09/2024
718,114,SUP,04/11/2024
719,257,SUP,04/11/2024
720,260,SUP,04/11/2024
721,118,SUP,04/11/2024
722,22,SUP,04/11/2024
723,7,SUP,04/09/2024
724,123,SUP,04/11/2024
725,114,SUP,04/11/2024
726,10,SUP,04/09/2024
727,22,SUP,04/11/2024
728,29,SUP,04/11/2024
729,256,SUP,04/11/2024
730,10,SUP,04/09/2024
731,11,SUP,04/09/2024
733,10,SUP,04/09/2024
734,7,SUP,04/09/2024
735,151,SUP,04/09/2024
736,253,SUP,04/09/2024
737,151,SUP,04/09/2024
738,147,SUP,04/09/2024
739,258,SUP,04/11/2024
740,7,SUP,04/09/2024
741,121,SUP,04/11/2024
742,124,SUP,04/11/2024
743,353,SUP,04/09/2024
744,59,SUP,04/09/2024
745,19,SUP,04/11/2024
746,76,SUP,04/09/2024
748,414,SUP,04/09/2024
749,414,SUP,04/09/2024
750,415,SUP,04/09/2024
751,413,SUP,04/09/2024
752,63,SUP,04/09/2024
753,415,SUP,04/09/2024
754,30,SUP,04/11/2024
755,70,SUP,04/09/2024
756,120,SUP,04/11/2024
757,77,SUP,04/09/2024
758,32,SUP,04/11/2024
759,116,SUP,04/11/2024
760,256,W/M,04/09/2024
761,129,SUP,04/09/2024
762,2,SUP,04/09/2024
764,11,SUP,04/09/2024
765,87,SUP,04/09/2024
766,137,SUP,04/09/2024
767,101,SUP,04/11/2024
768,65,SUP,04/09/2024
769,115,SUP,04/11/2024
770,406,SUP,04/09/2024
771,92,SUP,04/11/2024
772,64,SUP,04/09/2024
773,134,SUP,04/09/2024
774,433,SUP,04/09/2024
775,279,SUP,04/09/2024
776,432,SUP,04/09/2024
777,66,SUP,04/09/2024
778,118,SUP,04/11/2024
779,114,SUP,04/11/2024
780,21,SUP,04/11/2024
781,81,SUP,04/09/2024
782,88,SUP,04/09/2024
783,359,W/M,04/09/2024
784,418,SUP,04/09/2024
785,141,SUP,04/09/2024
786,264,SUP,04/09/2024
787,19,SUP,04/11/2024
788,328,SUP,04/09/2024
789,583,SUP,04/09/2024
790,429,SUP,04/09/2024
791,78,SUP,04/09/2024
792,279,W/M,04/09/2024
793,70,SUP,04/09/2024
794,409,SUP,04/09/2024
795,39,SUP,04/11/2024
796,279,SUP,04/09/2024
797,418,SUP,04/09/2024
798,273,SUP,04/09/2024
799,406,SUP,04/09/2024
800,89,SUP,04/11/2024
801,360,SUP,04/09/2024
802,263,SUP,04/09/2024
803,128,SUP,04/09/2024
804,48,SUP,04/09/2024
805,340,SUP,04/09/2024
806,387,SUP,04/11/2024
807,50,SUP,04/09/2024
808,61,SUP,04/09/2024
809,10,SUP,04/09/2024
810,426,SUP,04/09/2024
811,118,SUP,04/11/2024
812,70,SUP,04/09/2024
813,81,SUP,04/09/2024
814,107,SUP,04/11/2024
815,336,SUP,04/09/2024
816,141,SUP,04/09/2024
817,90,SUP,04/11/2024
818,15,SUP,04/09/2024
819,105,SUP,04/11/2024
820,359,SUP,04/09/2024
821,71,SUP,04/11/2024
822,70,SUP,04/09/2024
823,345,SUP,04/09/2024
824,385,SUP,04/11/2024
825,257,SUP,04/11/2024
826,375,SUP,04/11/2024
827,45,SUP,04/09/2024
828,251,SUP,04/11/2024
829,385,W/M,04/11/2024
830,279,W/M,04/09/2024
833,271,SUP,04/09/2024
834,360,SUP,04/09/2024
835,385,SUP,04/11/2024
836,28,SUP,04/11/2024
837,333,W/M,04/09/2024
838,345,SUP,04/09/2024
839,130,SUP,04/09/2024
840,546,WNM,04/11/2024
841,415,W/M,04/09/2024
842,389,SUP,04/11/2024
843,27,SUP,04/11/2024
844,262,SUP,04/09/2024
845,357,W/M,04/09/2024
846,85,SUP,04/09/2024
847,438,SUP,04/09/2024
848,144,SUP,04/09/2024
849,59,SUP,04/09/2024
850,385,SUP,04/11/2024
851,387,SUP,04/11/2024
852,262,SUP,04/09/2024
853,1,SUP,04/09/2024
854,246,SUP,04/11/2024
855,20,SUP,04/11/2024
856,22,SUP,04/11/2024
857,94,SUP,04/11/2024
858,97,SUP,04/11/2024
859,116,SUP,04/11/2024
860,94,SUP,04/11/2024
861,71,SUP,04/09/2024
862,28,SUP,04/11/2024
863,10,SUP,04/09/2024
864,28,SUP,04/11/2024
865,87,SUP,04/09/2024
866,1,SUP,04/09/2024
867,429,SUP,04/11/2024
868,387,SUP,04/11/2024
869,375,SUP,04/11/2024
870,580,SUP,04/11/2024
871,333,W/M,04/09/2024
872,62,SUP,04/09/2024
873,375,W/M,04/11/2024
874,141,SUP,04/09/2024
875,140,SUP,04/09/2024
876,127,SUP,04/09/2024
877,309,SUP,04/11/2024
878,24,SUP,04/11/2024
879,152,SUP,04/09/2024
880,50,SUP,04/09/2024
881,41,SUP,04/11/2024
882,425,SUP,04/09/2024
884,249,SUP,04/11/2024
885,433,SUP,04/09/2024
886,426,SUP,04/09/2024
887,141,SUP,04/09/2024
888,334,SUP,04/09/2024
889,27,SUP,04/11/2024
890,91,SUP,04/11/2024
891,279,SUP,04/09/2024
892,414,SUP,04/09/2024
893,349,W/M,04/09/2024
894,356,SUP,04/09/2024
895,336,W/M,04/09/2024
896,49,SUP,04/09/2024
897,73,SUP,04/09/2024
898,73,W/M,04/09/2024
899,27,SUP,04/11/2024
900,70,SUP,04/09/2024
901,77,SUP,04/09/2024
902,251,SUP,04/11/2024
903,140,SUP,04/09/2024
904,1,SUP,04/09/2024
905,379,SUP,04/11/2024
906,384,SUP,04/11/2024
907,32,SUP,04/11/2024
908,90,SUP,04/11/2024
909,125,SUP,04/09/2024
910,442,SUP,04/09/2024
911,128,SUP,04/09/2024
912,125,SUP,04/09/2024
913,425,SUP,04/09/2024
914,322,SUP,04/09/2024
915,62,SUP,04/09/2024
916,141,SUP,04/09/2024
917,81,SUP,04/09/2024
918,46,SUP,04/09/2024
919,15,SUP,04/09/2024
920,546,WNM,04/11/2024
921,388,SUP,04/11/2024
922,243,SUP,04/11/2024
923,482,SUP,04/11/2024
924,378,SUP,04/11/2024
925,114,W/M,04/11/2024
927,71,SUP,04/09/2024
928,98,SUP,04/11/2024
929,107,SUP,04/11/2024
930,8,SUP,04/09/2024
931,92,SUP,04/11/2024
932,16,SUP,04/11/2024
933,263,SUP,04/09/2024
934,1,SUP,04/09/2024
935,130,SUP,04/09/2024
936,272,SUP,04/09/2024
937,26,SUP,04/11/2024
938,8,SUP,04/09/2024
939,76,SUP,04/09/2024
940,479,SUP,04/09/2024
941,116,SUP,04/11/2024
942,89,SUP,04/11/2024
943,91,SUP,04/11/2024
944,15,SUP,04/09/2024
945,71,SUP,04/09/2024
947,350,SUP,04/09/2024
948,304,SUP,04/11/2024
950,145,SUP,04/09/2024
951,85,W/M,04/09/2024
952,27,SUP,04/11/2024
953,378,SUP,04/11/2024
954,141,SUP,04/09/2024
955,91,SUP,04/11/2024
956,92,W/M,04/11/2024
957,279,W/M,04/09/2024
958,263,SUP,04/09/2024
959,89,SUP,04/11/2024
960,93,SUP,04/11/2024
961,129,SUP,04/09/2024
962,389,SUP,04/11/2024
963,48,SUP,04/09/2024
964,505,SUP,04/11/2024
965,438,SUP,04/09/2024
966,375,SUP,04/11/2024
967,104,SUP,04/11/2024
968,116,SUP,04/11/2024
969,143,SUP,04/09/2024
970,143,SUP,04/09/2024
971,438,SUP,04/09/2024
972,479,SUP,04/09/2024
973,92,SUP,04/11/2024
974,92,SUP,04/11/2024
975,350,SUP,04/09/2024
976,135,SUP,04/09/2024
977,98,W/M,04/11/2024
