State,Store ID,CBSA,Type,Address,Zip Code,City
TX,3452,"Houston-The Woodlands-Sugar Land, TX",WNM,4810 Highway 6 N,77084-2979,Houston
GA,3461,"Atlanta-Sandy Springs-Roswell, GA",SUP,2717 Highway 54,30269-1031,Peachtree City
GA,3462,"Atlanta-Sandy Springs-Roswell, GA",SUP,3245 Lawrenceville Suwanee Rd,30024-6541,Suwanee
FL,3463,"Tampa-St. Petersburg-Clearwater, FL",SUP,1208 E Brandon Blvd,33511-5529,Brandon
AZ,3465,"Phoenix-Mesa-Scottsdale, AZ",SUP,5010 N 95th Ave,85305-3042,Glendale
GA,3471,"Atlanta-Sandy Springs-Roswell, GA",SUP,3105 Cobb Pkwy Nw,30152-1013,Acworth
NV,3473,"Las Vegas-Henderson-Paradise, NV",SUP,4505 W Charleston Blvd,89102-1501,Las Vegas
FL,3474,"North Port-Sarasota-Bradenton, FL",SUP,6225 E State Road 64,34208-6244,Bradenton
CA,3477,"Los Angeles-Long Beach-Anaheim, CA",SUP,7250 Carson Blvd,90808-2358,Long Beach
TX,3482,"Dallas-Fort Worth-Arlington, TX",SUP,425 Coit Rd,75075-5709,Plano
KS,3492,"Wichita, KS",SUP,11411 E Kellogg Dr,67207-1928,Wichita
TX,3500,"Houston-The Woodlands-Sugar Land, TX",SUP,5655 E Sam Houston Pkwy N,77015-3250,Houston
OH,3502,"Cincinnati, OH-KY-IN",SUP,3201 Princeton Rd,45011-5332,Hamilton
TX,3509,"Houston-The Woodlands-Sugar Land, TX",WNM,11755 Beechnut St,77072-4107,Houston
TX,3510,"Houston-The Woodlands-Sugar Land, TX",SUP,1710 Broadway St,77581-5604,Pearland
CA,3522,"Los Angeles-Long Beach-Anaheim, CA",SUP,3250 Big Dalton Ave,91706-5107,Baldwin Park
CA,3523,"Los Angeles-Long Beach-Anaheim, CA",SUP,26471 Carl Boyer Dr,91350-2996,Santa Clarita
CO,3533,"Denver-Aurora-Lakewood, CO",SUP,7800 Smith Rd,80207-1719,Denver
TX,3542,"Houston-The Woodlands-Sugar Land, TX",WNM,11242 S Gessner Dr,77071-1910,Houston
CO,3566,"Denver-Aurora-Lakewood, CO",SUP,9400 E Hampden Ave,80231-5414,Denver
UT,3568,"Salt Lake City, UT",SUP,3180 S 5600 W,84120-1300,West Valley City
TX,3569,"Austin-Round Rock, TX",SUP,12900 No I35 Svc Rd Sb,78753-1049,Austin
OH,3571,"Cincinnati, OH-KY-IN",SUP,2900 Towne Blvd,45044-6200,Middletown
TX,3572,"Houston-The Woodlands-Sugar Land, TX",SUP,10505 Broadway St,77584-8076,Pearland
VA,3573,"Washington-Arlington-Alexandria, DC-VA-MD-WV",SUP,9401 Liberia Ave,20110-1718,Manassas
OH,3580,"Columbus, OH",SUP,1315 N 21st St,43055-3090,Newark
CO,3582,"Colorado Springs, CO",SUP,1575 Space Center Dr,80915-2441,Colorado Springs
TX,3584,"Houston-The Woodlands-Sugar Land, TX",SUP,5405 South Rice Avenue,77081-0000,Houston
CA,3587,"Sacramento--Roseville--Arden-Arcade, CA",SUP,5454 Crossings Dr,95677-3919,Rocklin
VA,3588,"Washington-Arlington-Alexandria, DC-VA-MD-WV",SUP,17041 Jefferson Davis Hwy,22026-2129,Dumfries
UT,3589,"Salt Lake City, UT",SUP,350 Hope Ave,84115-5116,Salt Lake City
TX,3594,"Dallas-Fort Worth-Arlington, TX",WNM,2610 W Pioneer Pkwy,76013-5904,Pantego
TN,3599,"Memphis, TN-MS-AR",WNM,6520 Memphis Arlington Rd,38135-2402,Bartlett
IL,3601,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,4700 135th St,60445-1405,Crestwood
GA,3609,"Atlanta-Sandy Springs-Roswell, GA",SUP,2940 Anvil Block Rd,30294-2403,Ellenwood
GA,3611,"Atlanta-Sandy Springs-Roswell, GA",SUP,6520 Earnest Barrett Parkway,30064-4571,Marietta
OK,3615,"Oklahoma City, OK",WNM,2217 Nw 23rd St,73107-2403,Oklahoma City
UT,3620,"Salt Lake City, UT",SUP,13502 Hamilton View Rd,84065-6059,Riverton
GA,3621,"Atlanta-Sandy Springs-Roswell, GA",SUP,1871 Chamblee Tucker Rd,30341-2737,Chamblee
FL,3625,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,3001 N State Road 7,33313-1913,Lauderdale Lakes
TX,3631,"Dallas-Fort Worth-Arlington, TX",SUP,1221 Fm 1187,76036-4370,Crowley
VA,3639,"Washington-Arlington-Alexandria, DC-VA-MD-WV",SUP,24635 Dulles Landing Dr,20166-2614,Dulles
TX,3640,"Houston-The Woodlands-Sugar Land, TX",SUP,1118 Silber Rd,77055-7126,Houston
CA,3652,"Sacramento--Roseville--Arden-Arcade, CA",SUP,755 Riverpoint Ct,95605-1654,West Sacramento
NV,3655,"Las Vegas-Henderson-Paradise, NV",WNM,10440 W Cheyenne Ave,89129-8712,Las Vegas
TN,3659,"Chattanooga, TN-GA",SUP,501 Signal Mountain Rd,37405-1919,Chattanooga
TX,3661,"El Paso, TX",WNM,1551 N Zaragoza Rd,79936-7906,El Paso
NC,3700,"Charlotte-Concord-Gastonia, NC-SC",SUP,2101 Younts Rd,28079-8505,Indian Trail
LA,3703,"New Orleans-Metairie, LA",WNM,3520 Williams Blvd,70065-3415,Kenner
GA,3709,"Atlanta-Sandy Springs-Roswell, GA",SUP,2427 Gresham Rd Se,30316-3709,Atlanta
CA,3712,"Sacramento--Roseville--Arden-Arcade, CA",SUP,7010 Auburn Blvd,95621-4342,Citrus Heights
TN,3717,"Nashville-Davidson--Murfreesboro--Franklin, TN",SUP,4040 Nolensville Pike,37211-4516,Nashville
IL,3725,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,8500 W Golf Rd,60714-1154,Niles
NV,3728,"Las Vegas-Henderson-Paradise, NV",SUP,3950 W Lake Mead Blvd,89032-4895,North Las Vegas
SC,3733,"Charlotte-Concord-Gastonia, NC-SC",SUP,1151 Stonecrest Blvd,29708-6555,Tega Cay
GA,3741,"Atlanta-Sandy Springs-Roswell, GA",SUP,1105 Research Center Atlanta Dr Sw,30331-8592,Atlanta
GA,3748,"Atlanta-Sandy Springs-Roswell, GA",SUP,3826 Cobb Pkwy Nw,30101-4022,Acworth
OH,3749,"Cincinnati, OH-KY-IN",SUP,2801 Cunningham Rd,45241-3270,Cincinnati
AZ,3751,"Phoenix-Mesa-Scottsdale, AZ",SUP,1725 W Hunt Hwy,85143-5203,San Tan Valley
TX,3763,"El Paso, TX",SUP,12236 Montana Ave,79938-4851,El Paso
AZ,3771,"Phoenix-Mesa-Scottsdale, AZ",SUP,6150 S 35th Ave,85041-5004,Phoenix
TX,3777,"Dallas-Fort Worth-Arlington, TX",SUP,12220 Fm 423,75033-5222,Frisco
FL,3782,"Orlando-Kissimmee-Sanford, FL",SUP,5991 S Goldenrod Rd,32822-8775,Orlando
OH,3784,"Cincinnati, OH-KY-IN",SUP,1275 E 2nd St,45005-1994,Franklin
GA,3786,"Atlanta-Sandy Springs-Roswell, GA",SUP,3250 Sardis Church Rd,30519-6019,Buford
NV,3788,"Las Vegas-Henderson-Paradise, NV",WNM,6310 W Charleston Blvd,89146-1128,Las Vegas
IL,3790,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,16241 S Farrell Rd,60441-8101,Lockport
AZ,3799,"Phoenix-Mesa-Scottsdale, AZ",SUP,240 W Baseline Rd,85210-6107,Mesa
OH,3812,"Columbus, OH",SUP,2700 Bethel Rd,43220-2217,Columbus
CO,3824,"Denver-Aurora-Lakewood, CO",SUP,7155 Sheridan Blvd,80003-3803,Westminster
TX,3827,"Houston-The Woodlands-Sugar Land, TX",SUP,5660 W Grand Pkwy S,77406-5880,Richmond
AZ,3833,"Phoenix-Mesa-Scottsdale, AZ",SUP,1606 S Signal Butte Rd,85209-1482,Mesa
PA,3838,"Pittsburgh, PA",SUP,2010 Village Center Dr,15084-3850,Tarentum
AZ,3844,"Phoenix-Mesa-Scottsdale, AZ",WNM,5137 W Olive Ave,85302-4204,Glendale
AZ,3845,"Phoenix-Mesa-Scottsdale, AZ",WNM,6645 W Peoria Ave,85302-1011,Glendale
FL,3858,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,22100 S State Road 7,33428-4218,Boca Raton
AZ,3861,"Phoenix-Mesa-Scottsdale, AZ",SUP,5290 S Power Rd,85295-8478,GILBERT
CO,3867,"Denver-Aurora-Lakewood, CO",SUP,200 W 136th Ave,80234-1204,Westminster
VA,3869,"Richmond, VA",SUP,1504 N Parham Rd,23229-4621,Richmond
TX,3870,"Dallas-Fort Worth-Arlington, TX",WNM,5401 Park Springs Blvd,76017-3418,Arlington
AZ,3884,"Tucson, AZ",SUP,3435 E Broadway Blvd,85716-0000,Tucson
TX,3888,"San Antonio-New Braunfels, TX",SUP,11210 Potranco Rd,78253-5844,San Antonio
IL,3891,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,3900 Fountain Square Pl,60085-6708,Waukegan
IL,3893,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,4000 Il Route 173,60099-5107,Zion
AZ,3896,"Phoenix-Mesa-Scottsdale, AZ",SUP,21655 N Lake Pleasant Pkwy,85382-7436,Peoria
NJ,3912,"New York-Newark-Jersey City, NY-NJ-PA",SUP,461 Rt 10 Suite A100,07852-0000,Ledgewood
FL,3935,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,14325 Sw 268th St,33032-0000,Miami
IL,4049,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,21000 Western Ave,60461-1900,Olympia Fields
IN,4053,"Indianapolis-Carmel-Anderson, IN",WNM,5555 Michigan Rd,46228-0000,Indianapolis
TX,4055,"San Antonio-New Braunfels, TX",SUP,510 Kitty Hawk Rd,78148-0000,Universal City
TX,4056,"San Antonio-New Braunfels, TX",WNM,10781 Toepperwein Rd,78109-0000,Converse
VA,4064,"Virginia Beach-Norfolk-Newport News, VA-NC",SUP,4821 Virginia Beach Blvd,23462-0000,Virginia Beach
AR,4108,"Fayetteville-Springdale-Rogers, AR-MO",SUP,4870 Elm Springs Rd,72762-0000,Springdale
TX,4131,"San Antonio-New Braunfels, TX",SUP,9427 Culebra Rd,78251-0000,San Antonio
CA,4132,"Los Angeles-Long Beach-Anaheim, CA",SUP,9001 Apollo Way,90242-0000,Downey
CA,4134,"Los Angeles-Long Beach-Anaheim, CA",WNM,12840 Beach Blvd,90680-4005,Stanton
FL,4140,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,6991 Sw 8th St,33144-4743,Miami
FL,4141,"Tampa-St. Petersburg-Clearwater, FL",WNM,9020 Ulmerton Rd,33771-0000,Largo
FL,4142,"Orlando-Kissimmee-Sanford, FL",WNM,4520 S Semoran Blvd,32822-4006,Orlando
NJ,4153,"New York-Newark-Jersey City, NY-NJ-PA",SUP,2825 State Route 18,08857-0000,Old Bridge
TX,4162,"San Antonio-New Braunfels, TX",SUP,12639 Blanco Rd,78231-0000,San Antonio
TX,4163,"Austin-Round Rock, TX",SUP,2801 E Whitestone Blvd,78613-0000,Cedar Park
TX,4165,"Dallas-Fort Worth-Arlington, TX",SUP,2245 Jacksboro Hwy,76114-2319,Fort Worth
CA,4171,"Los Angeles-Long Beach-Anaheim, CA",SUP,11822 Gilbert St,92841-2720,Garden Grove
CA,4174,"San Jose-Sunnyvale-Santa Clara, CA",WNM,1450 Monterey Rd,95112-0000,San Jose
TX,4182,"Dallas-Fort Worth-Arlington, TX",WNM,3312 Preston Rd,75093-0000,Plano
GA,4185,"Atlanta-Sandy Springs-Roswell, GA",SUP,2395 Peachtree Pkwy,30041-0000,Cumming
VA,4191,"Richmond, VA",SUP,6920 Frst Ave,23230-0000,Richmond
CO,4196,"Denver-Aurora-Lakewood, CO",WNM,15240 E Iliff Ave,80014-0000,Aurora
FL,4197,"Orlando-Kissimmee-Sanford, FL",WNM,902 Lee Rd,32810-5538,Orlando
CA,4202,"Sacramento--Roseville--Arden-Arcade, CA",SUP,1400 Lead Hill Blvd,95661-2949,Roseville
UT,4208,"Salt Lake City, UT",SUP,2705 E Parleys Way,84109-1619,Salt Lake City
FL,4211,"Orlando-Kissimmee-Sanford, FL",WNM,5559 Clarcona Ocoee Rd,32810-4057,Orlando
TX,4219,"Austin-Round Rock, TX",SUP,690 Old San Antonio Rd,78610-8904,Buda
AZ,4232,"Phoenix-Mesa-Scottsdale, AZ",SUP,4747 E Cactus Rd,85032-7725,Phoenix
SC,4237,"Charlotte-Concord-Gastonia, NC-SC",SUP,10048 Charlotte Hwy,29707-7135,Indian Land
TX,4240,"Dallas-Fort Worth-Arlington, TX",SUP,3060 Justin Rd,75077-7047,Highland Village
FL,4260,"Port St. Lucie, FL",SUP,1850 Sw Gatlin Blvd,34953-2703,Port St Lucie
AZ,4275,"Phoenix-Mesa-Scottsdale, AZ",WNM,7421 West Thunderbird Road,85381-5036,Peoria
CO,4284,"Denver-Aurora-Lakewood, CO",SUP,440 Wadsworth Blvd,80226-1510,Lakewood
IL,4286,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,2000 Orchard Rd,60538-1028,Montgomery
CO,4288,"Denver-Aurora-Lakewood, CO",SUP,4651 W 121st Ave,80020-5662,Broomfield
TX,4298,"Houston-The Woodlands-Sugar Land, TX",SUP,9235 N Sam Houston Pkwy E,77396-3160,Humble
FL,4303,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,3200 Nw 79th St,33147-0000,Miami
CA,4309,"Sacramento--Roseville--Arden-Arcade, CA",SUP,8961 Greenback Ln,95662-4601,Orangevale
KS,4321,"Wichita, KS",SUP,5475 N Meridian Ave,67204-1620,Wichita
AZ,4324,"Phoenix-Mesa-Scottsdale, AZ",WNM,1900 E Chandler Blvd,85225-5113,Chandler (Cooper)
FL,4332,"Orlando-Kissimmee-Sanford, FL",SUP,8990 Turkey Lake Rd,32819-7320,Orlando
AZ,4336,"Phoenix-Mesa-Scottsdale, AZ",SUP,12900 W Thunderbird Rd,85335-5945,El Mirage
NV,4356,"Las Vegas-Henderson-Paradise, NV",SUP,7200 Arroyo Crossing Pkwy,89113-4058,Las Vegas
NE,4358,"Omaha-Council Bluffs, NE-IA",SUP,1606 S 72nd St,68124-1600,Omaha
FL,4380,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,10635 W Atlantic Blvd,33071-5669,Coral Springs
CA,4393,"Sacramento--Roseville--Arden-Arcade, CA",SUP,4675 Watt Ave,95660-5517,North Highlands
IL,4405,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,2900 Kirk Rd,60502-6015,Aurora
TX,4415,"El Paso, TX",WNM,8115 North Loop Dr,79907-4112,EL PASO (NO. LOOP)
TX,4416,"Houston-The Woodlands-Sugar Land, TX",SUP,13003 Tomball Pkwy,77086-3122,Houston
FL,4425,"Orlando-Kissimmee-Sanford, FL",WNM,7818 Colonial West Drive,32818-6674,Orlando
TN,4435,"Nashville-Davidson--Murfreesboro--Franklin, TN",SUP,3458 Dickerson Pike,37207-2511,Nashville
GA,4436,"Atlanta-Sandy Springs-Roswell, GA",SUP,5455 Atlanta Hwy,30004-2928,Alpharetta
FL,4441,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,4400 Forest Hill Blvd,33406-0000,Palm Springs Village
FL,4444,"Jacksonville, FL",SUP,10251 Shops Ln,32258-7406,Jacksonville
FL,4446,"Miami-Fort Lauderdale-West Palm Beach, FL",SUP,4225 45th St,33407-1919,West Palm Beach
KY,4450,"Louisville-Jefferson County, KY-IN",SUP,12981 Shelbyville Rd,40243-1538,Middletown
AZ,4451,"Phoenix-Mesa-Scottsdale, AZ",SUP,21055 E Rittenhouse Rd,85142-4477,Queen Creek
TX,4465,"Houston-The Woodlands-Sugar Land, TX",WNM,11425 Barker Cypress Rd,77433-0000,Cypress
TX,4466,"Houston-The Woodlands-Sugar Land, TX",WNM,13322 West Airport Blvd,77478-0000,Sugar Land
TX,4468,"Houston-The Woodlands-Sugar Land, TX",WNM,20903 Highland Knolls Dr,77450-0000,Katy
GA,4472,"Atlanta-Sandy Springs-Roswell, GA",SUP,8424 Mall Parkway,30038-2979,Lithonia
KS,4475,"Kansas City, MO-KS",SUP,395 N K 7 Hwy,66061-8901,Olathe
TN,4482,"Nashville-Davidson--Murfreesboro--Franklin, TN",SUP,300 Pleasant Grove Rd Ste 600,37122-3792,Mount Juliet
AL,4497,"Birmingham-Hoover, AL",SUP,1007 Red Farmer Dr,35023-1886,Hueytown
FL,4498,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,4650 N University Dr,33067-4626,Coral Springs
TX,4503,"Dallas-Fort Worth-Arlington, TX",SUP,2650 S State Highway 161,75052-0000,Grand Prairie
AL,4504,"Birmingham-Hoover, AL",WNM,312 Palisades Blvd,35209-5148,Birmingham
TX,4512,"Houston-The Woodlands-Sugar Land, TX",SUP,22850 Morton Ranch Rd,77449-0000,Katy
KY,4524,"Louisville-Jefferson County, KY-IN",WNM,5360 Dixie Hwy,40216-1564,Louisville
IL,4529,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,501 E Lincoln Hwy,60451-1909,New Lenox
IL,4531,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,420 Weber Road,60446-6531,Romeoville
TX,4538,"Houston-The Woodlands-Sugar Land, TX",SUP,6060 N Fry Rd,77449-1800,Katy
FL,4546,"Sebastian-Vero Beach, FL",WNM,1750 Us Highway 1,32960-5545,Vero Beach
MO,4553,"Kansas City, MO-KS",SUP,11601 E Us Highway 40,64133-1908,Kansas City
TX,4554,"Austin-Round Rock, TX",SUP,2525 W Anderson Ln,78757-1180,Austin
NV,4557,"Las Vegas-Henderson-Paradise, NV",SUP,3075 E Tropicana Ave,89121-7311,Las Vegas
GA,4558,"Atlanta-Sandy Springs-Roswell, GA",SUP,4200 Salem Rd,30016-4533,Covington
FL,4560,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,6901 Okeechobee Blvd,33411-2511,West Palm Beach
FL,4561,"Jacksonville, FL",WNM,9550 Baymeadows Rd,32256-0710,Jacksonville
FL,4563,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,401 E Sheridan St,33004-4603,Dania Beach
CO,4567,"Denver-Aurora-Lakewood, CO",SUP,7101 E 128th Ave,80602-9101,Brighton
NC,4574,"Charlotte-Concord-Gastonia, NC-SC",SUP,5825 Thunder Rd,28027-7270,Concord
AL,4580,"Birmingham-Hoover, AL",WNM,1300 Montgomery Hwy,35216-2702,Vestavia Hills
FL,4588,"Orlando-Kissimmee-Sanford, FL",SUP,3101 W Princeton St,32808-5600,Orlando
MO,4590,"Kansas City, MO-KS",SUP,3410 Sw Market St,64082-2309,Lees Summit
SC,4593,"Charlotte-Concord-Gastonia, NC-SC",SUP,4875 Old York Rd,29732-8127,Rock Hill
NE,4600,"Omaha-Council Bluffs, NE-IA",SUP,11350 Wickersham Blvd,68028-6979,Gretna
OH,4609,"Cincinnati, OH-KY-IN",SUP,10240 Colerain Ave,45251-4904,Cincinnati
KS,4611,"Kansas City, MO-KS",SUP,5701 Silverheel St,66226-0000,Shawnee
FL,4617,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,1199 S Federal Hwy,33062-7067,Pompano Beach
TX,4618,"Houston-The Woodlands-Sugar Land, TX",WNM,2625 W Main St,77573-0000,League City
VA,4623,"Virginia Beach-Norfolk-Newport News, VA-NC",SUP,6111 Jefferson Ave,23605-0000,Newport News
TX,4627,"Dallas-Fort Worth-Arlington, TX",SUP,2750 W University Dr,76201-1628,Denton
IN,4631,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,1100 5th Ave,46320-1002,Hammond
IL,4641,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,12300 Route 47,60142-9634,Huntley
PA,4643,"Pittsburgh, PA",SUP,1500 Economy Way,15005-0000,Economy
PA,4644,"Pittsburgh, PA",SUP,7500 University Boulevard,15108-2532,Moon Township
FL,4681,"Tampa-St. Petersburg-Clearwater, FL",SUP,4302 W Gandy Blvd,33611-3406,Tampa
LA,4683,"Baton Rouge, LA",SUP,10550 Burbank Dr,70810-6468,Baton Rouge
FL,4690,"Tampa-St. Petersburg-Clearwater, FL",SUP,201 34th St N,33713-8552,St Petersburg
TN,4692,"Chattanooga, TN-GA",WNM,4150 Ringgold Rd,37412-0000,East Ridge
CO,4734,"Denver-Aurora-Lakewood, CO",SUP,9400 Ralston Road,80002-0000,Arvada
CO,4747,"Denver-Aurora-Lakewood, CO",WNM,10755 Washington Street,80233-0000,Northglenn
CA,4759,"Sacramento--Roseville--Arden-Arcade, CA",WNM,6197 Sunrise Blvd,95610-0000,Citrus Heights
CA,4762,"Los Angeles-Long Beach-Anaheim, CA",WNM,1180 S Diamond Bar Blvd,91765-0000,Diamond Bar
FL,4826,"Miami-Fort Lauderdale-West Palm Beach, FL",WNM,8550 Stirling Rd,33024-0000,Davie
NC,4848,"Charlotte-Concord-Gastonia, NC-SC",WNM,8322 Pineville Matthews Rd,28226-0000,Charlotte
FL,5005,"Jacksonville, FL",WNM,6855 Wilson Blvd,32210-0000,Jacksonville
TX,5021,"Dallas-Fort Worth-Arlington, TX",WNM,2275 Gus Thomasson Rd,75228-3002,Dallas
LA,5022,"New Orleans-Metairie, LA",SUP,1901 Tchoupitoulas St,70130-1915,New Orleans
AZ,5031,"Tucson, AZ",SUP,8280 N Cortaro Rd,85743-9393,Tucson
FL,5036,"Tampa-St. Petersburg-Clearwater, FL",SUP,6192 Gunn Hwy,33625-4014,Tampa
TN,5043,"Memphis, TN-MS-AR",WNM,6990 E Shelby Dr,38125-3416,Memphis
TX,5045,"Houston-The Woodlands-Sugar Land, TX",SUP,22605 State Highway 249,77375-8239,Tomball
CO,5049,"Denver-Aurora-Lakewood, CO",SUP,13420 W Coal Mine Ave,80127-5402,Littleton
FL,5054,"Jacksonville, FL",SUP,11900 Atlantic Blvd,32225-2920,Jacksonville
LA,5056,"Baton Rouge, LA",SUP,17585 Airline Hwy,70769-3303,Prairieville
TN,5057,"Nashville-Davidson--Murfreesboro--Franklin, TN",SUP,2900 S Rutherford Blvd,37130-5993,Murfreesboro
TN,5058,"Nashville-Davidson--Murfreesboro--Franklin, TN",SUP,3035 Hamilton Church Rd,37013-1429,Antioch
IL,5060,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,1410 S Randall Rd,60102-5919,Algonquin
NC,5063,"Charlotte-Concord-Gastonia, NC-SC",SUP,1830 Galleria Blvd,28270-2409,Charlotte
NV,5070,"Las Vegas-Henderson-Paradise, NV",SUP,5200 S Fort Apache Rd,89148-1722,Las Vegas
TX,5080,"Dallas-Fort Worth-Arlington, TX",SUP,1732 Precinct Line Rd,76054-3165,Hurst
NC,5085,"Charlotte-Concord-Gastonia, NC-SC",SUP,701 Hawley Ave,28012-3382,Belmont
TX,5091,"Houston-The Woodlands-Sugar Land, TX",SUP,26270 Northwest Fwy,77429-1761,Cypress
TX,5092,"Dallas-Fort Worth-Arlington, TX",SUP,190 E Round Grove Rd,75067-8301,Lewisville
TX,5094,"Houston-The Woodlands-Sugar Land, TX",WNM,9700 Hillcroft St,77096-3808,Houston
LA,5102,"New Orleans-Metairie, LA",WNM,99 Westbank Expy,70053-3663,Gretna
UT,5109,"Salt Lake City, UT",WNM,4570 S 4000 W,84120-6232,West Valley City
TX,5116,"Houston-The Woodlands-Sugar Land, TX",SUP,9025 Spencer Hwy,77571-3870,La Porte
TN,5119,"Nashville-Davidson--Murfreesboro--Franklin, TN",WNM,5531 Edmondson Pike,37211-5808,Nashville
CO,5123,"Colorado Springs, CO",SUP,5550 E Woodmen Rd,80920-5257,Colorado Springs
AZ,5124,"Phoenix-Mesa-Scottsdale, AZ",SUP,5605 W Northern Ave,85301-1332,Glendale
FL,5132,"Orlando-Kissimmee-Sanford, FL",WNM,5216 Red Bug Lake Rd,32708-4912,WINTER SPRINGS
CO,5137,"Denver-Aurora-Lakewood, CO",SUP,6101 S Aurora Pkwy,80016-5801,Aurora
NE,5141,"Omaha-Council Bluffs, NE-IA",SUP,16960 W Maple Rd,68116-2237,Omaha
NJ,5142,"New York-Newark-Jersey City, NY-NJ-PA",SUP,3575 State Route 66,07753-2602,Neptune
TX,5144,"San Antonio-New Braunfels, TX",SUP,8315 Fm 78,78109-1043,Converse
TX,5145,"San Antonio-New Braunfels, TX",SUP,1603 Vance Jackson Rd,78213-4470,San Antonio
TX,5146,"San Antonio-New Braunfels, TX",SUP,8030 Bandera Rd,78250-5130,San Antonio
TX,5147,"Dallas-Fort Worth-Arlington, TX",SUP,1521 N Cockrell Hill Rd,75211-1315,Dallas
CA,5154,"Los Angeles-Long Beach-Anaheim, CA",SUP,1827 Walnut Grove Ave,91770-3789,Rosemead
CA,5162,"Los Angeles-Long Beach-Anaheim, CA",SUP,27931 Kelly Johnson Pkwy,91355-5083,Santa Clarita
FL,5179,"Orlando-Kissimmee-Sanford, FL",WNM,201 S Chickasaw Trl,32825-3504,Orlando
KY,5183,"Louisville-Jefferson County, KY-IN",WNM,3800 Ruckriegel Pkwy,40299-3958,JEFFERSONTOWN
OH,5184,"Columbus, OH",SUP,6674 Winchester Blvd,43110-2048,Canal Winchester
OH,5185,"Columbus, OH",SUP,1221 Georgesville Rd,43228-3327,Columbus
AZ,5186,"Phoenix-Mesa-Scottsdale, AZ",SUP,2501 S Market St,85295-1300,Gilbert
AZ,5189,"Phoenix-Mesa-Scottsdale, AZ",SUP,5250 W Indian School Rd,85031-2605,Phoenix
AZ,5190,"Phoenix-Mesa-Scottsdale, AZ",SUP,2501 W Happy Valley Rd Ste 34,85085-3712,Phoenix
CA,5192,"Sacramento--Roseville--Arden-Arcade, CA",SUP,5821 Antelope Rd,95842-3902,Sacramento
IL,5199,"Chicago-Naperville-Elgin, IL-IN-WI",SUP,475 E Il Route 173,60002-9406,Antioch
NJ,5201,"New York-Newark-Jersey City, NY-NJ-PA",WNM,2220 State Route 27,08817-3314,Edison
KS,5207,"Kansas City, MO-KS",WNM,9000 Metcalf Ave,66212-1457,Overland Park
TX,5211,"Dallas-Fort Worth-Arlington, TX",SUP,5001 Mckinney Ranch Pkwy,75070-8601,Mckinney
FL,5218,"Tampa-St. Petersburg-Clearwater, FL",SUP,3501 34th St S,33711-3820,St Petersburg
FL,5220,"Tampa-St. Petersburg-Clearwater, FL",SUP,8220 N Dale Mabry Hwy,33614-2686,Tampa
FL,5221,"Tampa-St. Petersburg-Clearwater, FL",WNM,8885 N Florida Ave,33604-1415,Tampa
UT,5233,"Salt Lake City, UT",SUP,5675 W 6200 S,84118-7915,West Valley City
UT,5235,"Salt Lake City, UT",SUP,9151 S Quarry Bend Dr,84094-7701,Sandy
PA,5241,"Pittsburgh, PA",SUP,915 Mills Dr,15642-4129,North Huntingdon
TX,5245,"San Antonio-New Braunfels, TX",SUP,3302 Se Military Dr,78223-3980,San Antonio
GA,5252,"Atlanta-Sandy Springs-Roswell, GA",SUP,4221 Atlanta Hwy,30052-7316,Loganville
VA,5253,"Virginia Beach-Norfolk-Newport News, VA-NC",SUP,632 Grassfield Pkwy,23322-7449,Chesapeake
AZ,5257,"Phoenix-Mesa-Scottsdale, AZ",WNM,5122 E University Dr,85205-7209,Mesa
NV,5258,"Las Vegas-Henderson-Paradise, NV",WNM,5850 W Craig Rd,89130-2558,Las Vegas
NV,5259,"Las Vegas-Henderson-Paradise, NV",WNM,6151 W Lake Mead Blvd,89108-2660,Las Vegas
AR,5260,"Fayetteville-Springdale-Rogers, AR-MO",SUP,4208 Pleasant Crossing Blvd,72758-1345,Rogers
AL,5262,"Birmingham-Hoover, AL",SUP,2181 Pelham Pkwy,35124-1119,Pelham
FL,5264,"North Port-Sarasota-Bradenton, FL",SUP,13140 S Tamiami Trl,34229-3801,Osprey
