Store,Day of Week,Date,8 am -12 pm Dispense,12 pm - 4 pm Dispense,4 pm - 8 pm Dispense,10 pm-7 am Pick & Stage
958,Saturday,11/11/2023,1,1,1,0
958,Sunday,11/12/2023,1,1,1,0
958,Monday,11/13/2023,1,1,1,0
959,Wednesday,11/8/2023,0,0,0,2
959,Thursday,11/9/2023,3,3,1,2
959,Friday,11/10/2023,3,3,1,0
959,Saturday,11/11/2023,1,1,1,0
959,Sunday,11/12/2023,1,1,1,0
959,Monday,11/13/2023,1,1,1,0
960,Wednesday,11/8/2023,0,0,0,3
960,Thursday,11/9/2023,3,3,1,3
960,Friday,11/10/2023,3,3,1,0
960,Saturday,11/11/2023,1,1,1,0
960,Sunday,11/12/2023,1,1,1,0
960,Monday,11/13/2023,1,1,1,0
961,Wednesday,11/8/2023,0,0,0,2
961,Thursday,11/9/2023,3,3,1,2
961,Friday,11/10/2023,1,1,1,0
961,Saturday,11/11/2023,1,1,1,0
961,Sunday,11/12/2023,1,1,1,0
961,Monday,11/13/2023,1,1,1,0
962,Wednesday,11/8/2023,0,0,0,1
962,Thursday,11/9/2023,1,1,1,1
962,Friday,11/10/2023,1,1,1,0
962,Saturday,11/11/2023,1,1,1,0
962,Sunday,11/12/2023,1,1,1,0
962,Monday,11/13/2023,1,1,1,0
963,Wednesday,11/8/2023,0,0,0,2
963,Thursday,11/9/2023,3,3,1,2
963,Friday,11/10/2023,1,1,1,0
963,Saturday,11/11/2023,1,1,1,0
963,Sunday,11/12/2023,1,1,1,0
963,Monday,11/13/2023,1,1,1,0
964,Wednesday,11/8/2023,0,0,0,4
964,Thursday,11/9/2023,3,3,1,4
964,Friday,11/10/2023,1,1,1,0
964,Saturday,11/11/2023,1,1,1,0
964,Sunday,11/12/2023,1,1,1,0
964,Monday,11/13/2023,1,1,1,0
965,Wednesday,11/8/2023,0,0,0,2
965,Thursday,11/9/2023,1,1,1,2
965,Friday,11/10/2023,1,1,1,0
965,Saturday,11/11/2023,1,1,1,0
965,Sunday,11/12/2023,1,1,1,0
965,Monday,11/13/2023,1,1,1,0
966,Wednesday,11/8/2023,0,0,0,1
966,Thursday,11/9/2023,1,1,1,1
966,Friday,11/10/2023,1,1,1,0
966,Saturday,11/11/2023,1,1,1,0
966,Sunday,11/12/2023,1,1,1,0
966,Monday,11/13/2023,1,1,1,0
967,Wednesday,11/8/2023,0,0,0,3
967,Thursday,11/9/2023,4,4,1,3
967,Friday,11/10/2023,1,1,1,0
967,Saturday,11/11/2023,1,1,1,0
967,Sunday,11/12/2023,1,1,1,0
967,Monday,11/13/2023,1,1,1,0
968,Wednesday,11/8/2023,0,0,0,4
968,Thursday,11/9/2023,4,4,1,4
968,Friday,11/10/2023,1,1,1,0
968,Saturday,11/11/2023,1,1,1,0
968,Sunday,11/12/2023,1,1,1,0
968,Monday,11/13/2023,1,1,1,0
969,Wednesday,11/8/2023,0,0,0,3
969,Thursday,11/9/2023,3,3,1,3
969,Friday,11/10/2023,1,1,1,0
969,Saturday,11/11/2023,1,1,1,0
969,Sunday,11/12/2023,1,1,1,0
969,Monday,11/13/2023,1,1,1,0
970,Wednesday,11/8/2023,0,0,0,3
970,Thursday,11/9/2023,3,3,1,3
970,Friday,11/10/2023,3,3,1,0
970,Saturday,11/11/2023,1,1,1,0
970,Sunday,11/12/2023,1,1,1,0
970,Monday,11/13/2023,1,1,1,0
971,Wednesday,11/8/2023,0,0,0,1
971,Thursday,11/9/2023,1,1,1,1
971,Friday,11/10/2023,1,1,1,0
971,Saturday,11/11/2023,1,1,1,0
971,Sunday,11/12/2023,1,1,1,0
971,Monday,11/13/2023,1,1,1,0
972,Wednesday,11/8/2023,0,0,0,3
972,Thursday,11/9/2023,3,3,1,3
972,Friday,11/10/2023,1,1,1,0
972,Saturday,11/11/2023,1,1,1,0
972,Sunday,11/12/2023,1,1,1,0
972,Monday,11/13/2023,1,1,1,0
973,Wednesday,11/8/2023,0,0,0,3
973,Thursday,11/9/2023,3,3,1,3
973,Friday,11/10/2023,1,1,1,0
973,Saturday,11/11/2023,1,1,1,0
973,Sunday,11/12/2023,1,1,1,0
973,Monday,11/13/2023,1,1,1,0
974,Wednesday,11/8/2023,0,0,0,3
974,Thursday,11/9/2023,3,3,1,3
974,Friday,11/10/2023,1,1,1,0
974,Saturday,11/11/2023,1,1,1,0
974,Sunday,11/12/2023,1,1,1,0
974,Monday,11/13/2023,1,1,1,0
975,Wednesday,11/8/2023,0,0,0,2
975,Thursday,11/9/2023,3,3,1,2
975,Friday,11/10/2023,1,1,1,0
975,Saturday,11/11/2023,1,1,1,0
975,Sunday,11/12/2023,1,1,1,0
975,Monday,11/13/2023,1,1,1,0
976,Wednesday,11/8/2023,0,0,0,2
976,Thursday,11/9/2023,1,1,1,2
976,Friday,11/10/2023,1,1,1,0
976,Saturday,11/11/2023,1,1,1,0
976,Sunday,11/12/2023,1,1,1,0
976,Monday,11/13/2023,1,1,1,0
977,Wednesday,11/8/2023,0,0,0,1
977,Thursday,11/9/2023,3,3,1,1
977,Friday,11/10/2023,1,1,1,0
977,Saturday,11/11/2023,1,1,1,0
977,Sunday,11/12/2023,1,1,1,0
977,Monday,11/13/2023,1,1,1,0
978,Wednesday,11/8/2023,0,0,0,1
978,Thursday,11/9/2023,1,1,1,1
978,Friday,11/10/2023,1,1,1,0
978,Saturday,11/11/2023,1,1,1,0
978,Sunday,11/12/2023,1,1,1,0
978,Monday,11/13/2023,1,1,1,0
979,Wednesday,11/8/2023,0,0,0,1
979,Thursday,11/9/2023,1,1,1,1
979,Friday,11/10/2023,1,1,1,0
979,Saturday,11/11/2023,1,1,1,0
979,Sunday,11/12/2023,1,1,1,0
979,Monday,11/13/2023,1,1,1,0
980,Wednesday,11/8/2023,0,0,0,2
980,Thursday,11/9/2023,3,3,1,2
980,Friday,11/10/2023,1,1,1,0
980,Saturday,11/11/2023,1,1,1,0
980,Sunday,11/12/2023,1,1,1,0
980,Monday,11/13/2023,1,1,1,0
981,Wednesday,11/8/2023,0,0,0,3
981,Thursday,11/9/2023,3,3,1,3
981,Friday,11/10/2023,1,1,1,0
981,Saturday,11/11/2023,1,1,1,0
981,Sunday,11/12/2023,1,1,1,0
981,Monday,11/13/2023,1,1,1,0
982,Wednesday,11/8/2023,0,0,0,2
982,Thursday,11/9/2023,3,3,1,2
982,Friday,11/10/2023,1,1,1,0
982,Saturday,11/11/2023,1,1,1,0
982,Sunday,11/12/2023,1,1,1,0
982,Monday,11/13/2023,1,1,1,0
984,Wednesday,11/8/2023,0,0,0,2
984,Thursday,11/9/2023,3,3,1,2
984,Friday,11/10/2023,3,3,1,0
984,Saturday,11/11/2023,1,1,1,0
984,Sunday,11/12/2023,1,1,1,0
984,Monday,11/13/2023,1,1,1,0
985,Wednesday,11/8/2023,0,0,0,1
985,Thursday,11/9/2023,1,1,1,1
985,Friday,11/10/2023,1,1,1,0
985,Saturday,11/11/2023,1,1,1,0
985,Sunday,11/12/2023,1,1,1,0
985,Monday,11/13/2023,1,1,1,0
986,Wednesday,11/8/2023,0,0,0,1
986,Thursday,11/9/2023,1,1,1,1
986,Friday,11/10/2023,1,1,1,0
986,Saturday,11/11/2023,1,1,1,0
986,Sunday,11/12/2023,1,1,1,0
986,Monday,11/13/2023,1,1,1,0
987,Wednesday,11/8/2023,0,0,0,2
987,Thursday,11/9/2023,3,3,1,2
987,Friday,11/10/2023,1,1,1,0
987,Saturday,11/11/2023,1,1,1,0
987,Sunday,11/12/2023,1,1,1,0
987,Monday,11/13/2023,1,1,1,0
988,Wednesday,11/8/2023,0,0,0,3
988,Thursday,11/9/2023,3,3,1,3
988,Friday,11/10/2023,1,1,1,0
988,Saturday,11/11/2023,1,1,1,0
988,Sunday,11/12/2023,1,1,1,0
988,Monday,11/13/2023,1,1,1,0
989,Wednesday,11/8/2023,0,0,0,4
989,Thursday,11/9/2023,4,4,1,4
989,Friday,11/10/2023,1,1,1,0
989,Saturday,11/11/2023,1,1,1,0
989,Sunday,11/12/2023,1,1,1,0
989,Monday,11/13/2023,1,1,1,0
990,Wednesday,11/8/2023,0,0,0,3
990,Thursday,11/9/2023,3,3,1,3
990,Friday,11/10/2023,1,1,1,0
990,Saturday,11/11/2023,1,1,1,0
990,Sunday,11/12/2023,1,1,1,0
990,Monday,11/13/2023,1,1,1,0
991,Wednesday,11/8/2023,0,0,0,3
991,Thursday,11/9/2023,4,4,1,3
991,Friday,11/10/2023,1,1,1,0
991,Saturday,11/11/2023,1,1,1,0
991,Sunday,11/12/2023,1,1,1,0
991,Monday,11/13/2023,1,1,1,0
992,Wednesday,11/8/2023,0,0,0,2
992,Thursday,11/9/2023,3,3,1,2
992,Friday,11/10/2023,1,1,1,0
992,Saturday,11/11/2023,1,1,1,0
992,Sunday,11/12/2023,1,1,1,0
992,Monday,11/13/2023,1,1,1,0
993,Wednesday,11/8/2023,0,0,0,2
993,Thursday,11/9/2023,3,3,1,2
993,Friday,11/10/2023,1,1,1,0
993,Saturday,11/11/2023,1,1,1,0
993,Sunday,11/12/2023,1,1,1,0
993,Monday,11/13/2023,1,1,1,0
994,Wednesday,11/8/2023,0,0,0,3
994,Thursday,11/9/2023,4,4,1,3
994,Friday,11/10/2023,1,1,1,0
994,Saturday,11/11/2023,1,1,1,0
994,Sunday,11/12/2023,1,1,1,0
994,Monday,11/13/2023,1,1,1,0
995,Wednesday,11/8/2023,0,0,0,2
995,Thursday,11/9/2023,3,3,1,2
995,Friday,11/10/2023,3,3,1,0
995,Saturday,11/11/2023,1,1,1,0
995,Sunday,11/12/2023,1,1,1,0
995,Monday,11/13/2023,1,1,1,0
996,Wednesday,11/8/2023,0,0,0,1
996,Thursday,11/9/2023,1,1,1,1
996,Friday,11/10/2023,1,1,1,0
996,Saturday,11/11/2023,1,1,1,0
996,Sunday,11/12/2023,1,1,1,0
996,Monday,11/13/2023,1,1,1,0
999,Wednesday,11/8/2023,0,0,0,3
999,Thursday,11/9/2023,3,3,1,3
999,Friday,11/10/2023,1,1,1,0
999,Saturday,11/11/2023,1,1,1,0
999,Sunday,11/12/2023,1,1,1,0
999,Monday,11/13/2023,1,1,1,0
1000,Wednesday,11/8/2023,0,0,0,5
1000,Thursday,11/9/2023,4,4,1,5
1000,Friday,11/10/2023,1,1,1,0
1000,Saturday,11/11/2023,1,1,1,0
1000,Sunday,11/12/2023,1,1,1,0
1000,Monday,11/13/2023,1,1,1,0
1001,Wednesday,11/8/2023,0,0,0,3
1001,Thursday,11/9/2023,3,3,1,3
1001,Friday,11/10/2023,1,1,1,0
1001,Saturday,11/11/2023,1,1,1,0
1001,Sunday,11/12/2023,1,1,1,0
1001,Monday,11/13/2023,1,1,1,0
1002,Wednesday,11/8/2023,0,0,0,2
1002,Thursday,11/9/2023,1,1,1,2
1002,Friday,11/10/2023,1,1,1,0
1002,Saturday,11/11/2023,1,1,1,0
1002,Sunday,11/12/2023,1,1,1,0
1002,Monday,11/13/2023,1,1,1,0
1003,Wednesday,11/8/2023,0,0,0,2
1003,Thursday,11/9/2023,3,3,1,2
1003,Friday,11/10/2023,1,1,1,0
1003,Saturday,11/11/2023,1,1,1,0
1003,Sunday,11/12/2023,1,1,1,0
1003,Monday,11/13/2023,1,1,1,0
1004,Wednesday,11/8/2023,0,0,0,3
1004,Thursday,11/9/2023,3,3,1,3
1004,Friday,11/10/2023,1,1,1,0
1004,Saturday,11/11/2023,1,1,1,0
1004,Sunday,11/12/2023,1,1,1,0
1004,Monday,11/13/2023,1,1,1,0
1005,Wednesday,11/8/2023,0,0,0,2
1005,Thursday,11/9/2023,1,1,1,2
1005,Friday,11/10/2023,1,1,1,0
1005,Saturday,11/11/2023,1,1,1,0
1005,Sunday,11/12/2023,1,1,1,0
1005,Monday,11/13/2023,1,1,1,0
1006,Wednesday,11/8/2023,0,0,0,3
1006,Thursday,11/9/2023,1,1,1,3
1006,Friday,11/10/2023,1,1,1,0
1006,Saturday,11/11/2023,1,1,1,0
1006,Sunday,11/12/2023,1,1,1,0
1006,Monday,11/13/2023,1,1,1,0
1007,Wednesday,11/8/2023,0,0,0,1
1007,Thursday,11/9/2023,1,1,1,1
1007,Friday,11/10/2023,1,1,1,0
1007,Saturday,11/11/2023,1,1,1,0
1007,Sunday,11/12/2023,1,1,1,0
1007,Monday,11/13/2023,1,1,1,0
1008,Wednesday,11/8/2023,0,0,0,2
1008,Thursday,11/9/2023,3,3,1,2
1008,Friday,11/10/2023,1,1,1,0
1008,Saturday,11/11/2023,1,1,1,0
1008,Sunday,11/12/2023,1,1,1,0
1008,Monday,11/13/2023,1,1,1,0
1009,Wednesday,11/8/2023,0,0,0,3
1009,Thursday,11/9/2023,3,3,1,3
1009,Friday,11/10/2023,3,3,1,0
1009,Saturday,11/11/2023,1,1,1,0
1009,Sunday,11/12/2023,1,1,1,0
1009,Monday,11/13/2023,1,1,1,0
1010,Wednesday,11/8/2023,0,0,0,4
1010,Thursday,11/9/2023,3,3,1,4
1010,Friday,11/10/2023,3,3,1,0
1010,Saturday,11/11/2023,1,1,1,0
1010,Sunday,11/12/2023,1,1,1,0
1010,Monday,11/13/2023,1,1,1,0
1011,Wednesday,11/8/2023,0,0,0,3
1011,Thursday,11/9/2023,3,3,1,3
1011,Friday,11/10/2023,1,1,1,0
1011,Saturday,11/11/2023,1,1,1,0
1011,Sunday,11/12/2023,1,1,1,0
1011,Monday,11/13/2023,1,1,1,0
1012,Wednesday,11/8/2023,0,0,0,2
1012,Thursday,11/9/2023,3,3,1,2
1012,Friday,11/10/2023,1,1,1,0
1012,Saturday,11/11/2023,1,1,1,0
1012,Sunday,11/12/2023,1,1,1,0
1012,Monday,11/13/2023,1,1,1,0
1013,Wednesday,11/8/2023,0,0,0,1
1013,Thursday,11/9/2023,1,1,1,1
1013,Friday,11/10/2023,1,1,1,0
1013,Saturday,11/11/2023,1,1,1,0
1013,Sunday,11/12/2023,1,1,1,0
1013,Monday,11/13/2023,1,1,1,0
1014,Wednesday,11/8/2023,0,0,0,4
1014,Thursday,11/9/2023,4,4,1,4
1014,Friday,11/10/2023,1,1,1,0
1014,Saturday,11/11/2023,1,1,1,0
1014,Sunday,11/12/2023,1,1,1,0
1014,Monday,11/13/2023,1,1,1,0
1015,Wednesday,11/8/2023,0,0,0,4
1015,Thursday,11/9/2023,4,4,1,4
1015,Friday,11/10/2023,1,1,1,0
1015,Saturday,11/11/2023,1,1,1,0
1015,Sunday,11/12/2023,1,1,1,0
1015,Monday,11/13/2023,1,1,1,0
1016,Wednesday,11/8/2023,0,0,0,4
1016,Thursday,11/9/2023,3,3,1,4
1016,Friday,11/10/2023,3,3,1,0
1016,Saturday,11/11/2023,1,1,1,0
1016,Sunday,11/12/2023,1,1,1,0
1016,Monday,11/13/2023,1,1,1,0
1017,Wednesday,11/8/2023,0,0,0,3
1017,Thursday,11/9/2023,3,3,1,3
1017,Friday,11/10/2023,1,1,1,0
1017,Saturday,11/11/2023,1,1,1,0
1017,Sunday,11/12/2023,1,1,1,0
1017,Monday,11/13/2023,1,1,1,0
1018,Wednesday,11/8/2023,0,0,0,2
1018,Thursday,11/9/2023,3,3,1,2
1018,Friday,11/10/2023,1,1,1,0
1018,Saturday,11/11/2023,1,1,1,0
1018,Sunday,11/12/2023,1,1,1,0
1018,Monday,11/13/2023,1,1,1,0
1019,Wednesday,11/8/2023,0,0,0,2
1019,Thursday,11/9/2023,3,3,1,2
1019,Friday,11/10/2023,1,1,1,0
1019,Saturday,11/11/2023,1,1,1,0
1019,Sunday,11/12/2023,1,1,1,0
1019,Monday,11/13/2023,1,1,1,0
1020,Wednesday,11/8/2023,0,0,0,2
1020,Thursday,11/9/2023,3,3,1,2
1020,Friday,11/10/2023,1,1,1,0
1020,Saturday,11/11/2023,1,1,1,0
1020,Sunday,11/12/2023,1,1,1,0
1020,Monday,11/13/2023,1,1,1,0
1021,Wednesday,11/8/2023,0,0,0,2
1021,Thursday,11/9/2023,3,3,1,2
1021,Friday,11/10/2023,1,1,1,0
1021,Saturday,11/11/2023,1,1,1,0
1021,Sunday,11/12/2023,1,1,1,0
1021,Monday,11/13/2023,1,1,1,0
1022,Wednesday,11/8/2023,0,0,0,2
1022,Thursday,11/9/2023,1,1,1,2
1022,Friday,11/10/2023,1,1,1,0
1022,Saturday,11/11/2023,1,1,1,0
1022,Sunday,11/12/2023,1,1,1,0
1022,Monday,11/13/2023,1,1,1,0
1023,Wednesday,11/8/2023,0,0,0,3
1023,Thursday,11/9/2023,3,3,1,3
1023,Friday,11/10/2023,3,3,1,0
1023,Saturday,11/11/2023,1,1,1,0
1023,Sunday,11/12/2023,1,1,1,0
1023,Monday,11/13/2023,1,1,1,0
1024,Wednesday,11/8/2023,0,0,0,3
1024,Thursday,11/9/2023,3,3,1,3
1024,Friday,11/10/2023,1,1,1,0
1024,Saturday,11/11/2023,1,1,1,0
1024,Sunday,11/12/2023,1,1,1,0
1024,Monday,11/13/2023,1,1,1,0
1025,Wednesday,11/8/2023,0,0,0,4
1025,Thursday,11/9/2023,3,3,1,4
1025,Friday,11/10/2023,3,3,1,0
1025,Saturday,11/11/2023,1,1,1,0
1025,Sunday,11/12/2023,1,1,1,0
1025,Monday,11/13/2023,1,1,1,0
1026,Wednesday,11/8/2023,0,0,0,3
1026,Thursday,11/9/2023,1,1,1,3
1026,Friday,11/10/2023,1,1,1,0
1026,Saturday,11/11/2023,1,1,1,0
1026,Sunday,11/12/2023,1,1,1,0
1026,Monday,11/13/2023,1,1,1,0
1027,Wednesday,11/8/2023,0,0,0,3
1027,Thursday,11/9/2023,4,4,1,3
1027,Friday,11/10/2023,1,1,1,0
1027,Saturday,11/11/2023,1,1,1,0
1027,Sunday,11/12/2023,1,1,1,0
1027,Monday,11/13/2023,1,1,1,0
1028,Wednesday,11/8/2023,0,0,0,3
1028,Thursday,11/9/2023,3,3,1,3
1028,Friday,11/10/2023,1,1,1,0
1028,Saturday,11/11/2023,1,1,1,0
1028,Sunday,11/12/2023,1,1,1,0
1028,Monday,11/13/2023,1,1,1,0
1029,Wednesday,11/8/2023,0,0,0,2
1029,Thursday,11/9/2023,3,3,1,2
1029,Friday,11/10/2023,1,1,1,0
1029,Saturday,11/11/2023,1,1,1,0
1029,Sunday,11/12/2023,1,1,1,0
1029,Monday,11/13/2023,1,1,1,0
1030,Wednesday,11/8/2023,0,0,0,4
1030,Thursday,11/9/2023,4,4,1,4
1030,Friday,11/10/2023,1,1,1,0
1030,Saturday,11/11/2023,1,1,1,0
1030,Sunday,11/12/2023,1,1,1,0
1030,Monday,11/13/2023,1,1,1,0
1032,Wednesday,11/8/2023,0,0,0,3
1032,Thursday,11/9/2023,3,3,1,3
1032,Friday,11/10/2023,1,1,1,0
1032,Saturday,11/11/2023,1,1,1,0
1032,Sunday,11/12/2023,1,1,1,0
1032,Monday,11/13/2023,1,1,1,0
1033,Wednesday,11/8/2023,0,0,0,3
1033,Thursday,11/9/2023,3,3,1,3
1033,Friday,11/10/2023,3,3,1,0
1033,Saturday,11/11/2023,1,1,1,0
1033,Sunday,11/12/2023,1,1,1,0
1033,Monday,11/13/2023,1,1,1,0
1034,Wednesday,11/8/2023,0,0,0,4
1034,Thursday,11/9/2023,4,4,1,4
1034,Friday,11/10/2023,1,1,1,0
1034,Saturday,11/11/2023,1,1,1,0
1034,Sunday,11/12/2023,1,1,1,0
1034,Monday,11/13/2023,1,1,1,0
1035,Wednesday,11/8/2023,0,0,0,3
1035,Thursday,11/9/2023,3,3,1,3
1035,Friday,11/10/2023,1,1,1,0
1035,Saturday,11/11/2023,1,1,1,0
1035,Sunday,11/12/2023,1,1,1,0
1035,Monday,11/13/2023,1,1,1,0
1036,Wednesday,11/8/2023,0,0,0,4
1036,Thursday,11/9/2023,3,3,1,4
1036,Friday,11/10/2023,3,3,1,0
1036,Saturday,11/11/2023,1,1,1,0
1036,Sunday,11/12/2023,1,1,1,0
1036,Monday,11/13/2023,1,1,1,0
1037,Wednesday,11/8/2023,0,0,0,3
1037,Thursday,11/9/2023,3,3,1,3
1037,Friday,11/10/2023,1,1,1,0
1037,Saturday,11/11/2023,1,1,1,0
1037,Sunday,11/12/2023,1,1,1,0
1037,Monday,11/13/2023,1,1,1,0
1038,Wednesday,11/8/2023,0,0,0,1
1038,Thursday,11/9/2023,1,1,1,1
1038,Friday,11/10/2023,1,1,1,0
1038,Saturday,11/11/2023,1,1,1,0
1038,Sunday,11/12/2023,1,1,1,0
1038,Monday,11/13/2023,1,1,1,0
1039,Wednesday,11/8/2023,0,0,0,3
1039,Thursday,11/9/2023,4,4,1,3
1039,Friday,11/10/2023,1,1,1,0
1039,Saturday,11/11/2023,1,1,1,0
1039,Sunday,11/12/2023,1,1,1,0
1039,Monday,11/13/2023,1,1,1,0
1040,Wednesday,11/8/2023,0,0,0,4
1040,Thursday,11/9/2023,4,4,1,4
1040,Friday,11/10/2023,1,1,1,0
1040,Saturday,11/11/2023,1,1,1,0
1040,Sunday,11/12/2023,1,1,1,0
1040,Monday,11/13/2023,1,1,1,0
1041,Wednesday,11/8/2023,0,0,0,4
1041,Thursday,11/9/2023,3,3,1,4
1041,Friday,11/10/2023,1,1,1,0
1041,Saturday,11/11/2023,1,1,1,0
1041,Sunday,11/12/2023,1,1,1,0
1041,Monday,11/13/2023,1,1,1,0
1042,Wednesday,11/8/2023,0,0,0,2
1042,Thursday,11/9/2023,1,1,1,2
1042,Friday,11/10/2023,1,1,1,0
1042,Saturday,11/11/2023,1,1,1,0
1042,Sunday,11/12/2023,1,1,1,0
1042,Monday,11/13/2023,1,1,1,0
1043,Wednesday,11/8/2023,0,0,0,1
1043,Thursday,11/9/2023,1,1,1,1
1043,Friday,11/10/2023,1,1,1,0
1043,Saturday,11/11/2023,1,1,1,0
1043,Sunday,11/12/2023,1,1,1,0
1043,Monday,11/13/2023,1,1,1,0
1044,Wednesday,11/8/2023,0,0,0,2
1044,Thursday,11/9/2023,3,3,1,2
1044,Friday,11/10/2023,1,1,1,0
1044,Saturday,11/11/2023,1,1,1,0
1044,Sunday,11/12/2023,1,1,1,0
1044,Monday,11/13/2023,1,1,1,0
1045,Wednesday,11/8/2023,0,0,0,2
1045,Thursday,11/9/2023,3,3,1,2
1045,Friday,11/10/2023,1,1,1,0
1045,Saturday,11/11/2023,1,1,1,0
1045,Sunday,11/12/2023,1,1,1,0
1045,Monday,11/13/2023,1,1,1,0
1046,Wednesday,11/8/2023,0,0,0,2
1046,Thursday,11/9/2023,1,1,1,2
1046,Friday,11/10/2023,1,1,1,0
1046,Saturday,11/11/2023,1,1,1,0
1046,Sunday,11/12/2023,1,1,1,0
1046,Monday,11/13/2023,1,1,1,0
1047,Wednesday,11/8/2023,0,0,0,3
1047,Thursday,11/9/2023,3,3,1,3
1047,Friday,11/10/2023,1,1,1,0
1047,Saturday,11/11/2023,1,1,1,0
1047,Sunday,11/12/2023,1,1,1,0
1047,Monday,11/13/2023,1,1,1,0
1048,Wednesday,11/8/2023,0,0,0,3
1048,Thursday,11/9/2023,3,3,1,3
1048,Friday,11/10/2023,3,3,1,0
1048,Saturday,11/11/2023,1,1,1,0
1048,Sunday,11/12/2023,1,1,1,0
1048,Monday,11/13/2023,1,1,1,0
1051,Wednesday,11/8/2023,0,0,0,2
1051,Thursday,11/9/2023,3,3,1,2
1051,Friday,11/10/2023,3,3,1,0
1051,Saturday,11/11/2023,1,1,1,0
1051,Sunday,11/12/2023,1,1,1,0
1051,Monday,11/13/2023,1,1,1,0
1052,Wednesday,11/8/2023,0,0,0,2
1052,Thursday,11/9/2023,1,1,1,2
1052,Friday,11/10/2023,1,1,1,0
1052,Saturday,11/11/2023,1,1,1,0
1052,Sunday,11/12/2023,1,1,1,0
1052,Monday,11/13/2023,1,1,1,0
1053,Wednesday,11/8/2023,0,0,0,2
1053,Thursday,11/9/2023,3,3,1,2
1053,Friday,11/10/2023,1,1,1,0
1053,Saturday,11/11/2023,1,1,1,0
1053,Sunday,11/12/2023,1,1,1,0
1053,Monday,11/13/2023,1,1,1,0
1054,Wednesday,11/8/2023,0,0,0,1
1054,Thursday,11/9/2023,1,1,1,1
1054,Friday,11/10/2023,1,1,1,0
1054,Saturday,11/11/2023,1,1,1,0
1054,Sunday,11/12/2023,1,1,1,0
1054,Monday,11/13/2023,1,1,1,0
1055,Wednesday,11/8/2023,0,0,0,3
1055,Thursday,11/9/2023,3,3,1,3
1055,Friday,11/10/2023,1,1,1,0
1055,Saturday,11/11/2023,1,1,1,0
1055,Sunday,11/12/2023,1,1,1,0
1055,Monday,11/13/2023,1,1,1,0
1056,Wednesday,11/8/2023,0,0,0,3
1056,Thursday,11/9/2023,3,3,1,3
1056,Friday,11/10/2023,1,1,1,0
1056,Saturday,11/11/2023,1,1,1,0
1056,Sunday,11/12/2023,1,1,1,0
1056,Monday,11/13/2023,1,1,1,0
1057,Wednesday,11/8/2023,0,0,0,2
1057,Thursday,11/9/2023,1,1,1,2
1057,Friday,11/10/2023,1,1,1,0
1057,Saturday,11/11/2023,1,1,1,0
1057,Sunday,11/12/2023,1,1,1,0
1057,Monday,11/13/2023,1,1,1,0
1058,Wednesday,11/8/2023,0,0,0,2
1058,Thursday,11/9/2023,3,3,1,2
1058,Friday,11/10/2023,1,1,1,0
1058,Saturday,11/11/2023,1,1,1,0
1058,Sunday,11/12/2023,1,1,1,0
1058,Monday,11/13/2023,1,1,1,0
1059,Wednesday,11/8/2023,0,0,0,2
1059,Thursday,11/9/2023,1,1,1,2
1059,Friday,11/10/2023,1,1,1,0
1059,Saturday,11/11/2023,1,1,1,0
1059,Sunday,11/12/2023,1,1,1,0
1059,Monday,11/13/2023,1,1,1,0
1060,Wednesday,11/8/2023,0,0,0,3
1060,Thursday,11/9/2023,4,4,1,3
1060,Friday,11/10/2023,1,1,1,0
1060,Saturday,11/11/2023,1,1,1,0
1060,Sunday,11/12/2023,1,1,1,0
1060,Monday,11/13/2023,1,1,1,0
1061,Wednesday,11/8/2023,0,0,0,2
1061,Thursday,11/9/2023,1,1,1,2
1061,Friday,11/10/2023,1,1,1,0
1061,Saturday,11/11/2023,1,1,1,0
1061,Sunday,11/12/2023,1,1,1,0
1061,Monday,11/13/2023,1,1,1,0
1062,Wednesday,11/8/2023,0,0,0,3
1062,Thursday,11/9/2023,3,3,1,3
1062,Friday,11/10/2023,1,1,1,0
1062,Saturday,11/11/2023,1,1,1,0
1062,Sunday,11/12/2023,1,1,1,0
1062,Monday,11/13/2023,1,1,1,0
1063,Wednesday,11/8/2023,0,0,0,1
1063,Thursday,11/9/2023,1,1,1,1
1063,Friday,11/10/2023,1,1,1,0
1063,Saturday,11/11/2023,1,1,1,0
1063,Sunday,11/12/2023,1,1,1,0
1063,Monday,11/13/2023,1,1,1,0
1064,Wednesday,11/8/2023,0,0,0,3
1064,Thursday,11/9/2023,3,3,1,3
1064,Friday,11/10/2023,1,1,1,0
1064,Saturday,11/11/2023,1,1,1,0
1064,Sunday,11/12/2023,1,1,1,0
1064,Monday,11/13/2023,1,1,1,0
1065,Wednesday,11/8/2023,0,0,0,2
1065,Thursday,11/9/2023,1,1,1,2
1065,Friday,11/10/2023,1,1,1,0
1065,Saturday,11/11/2023,1,1,1,0
1065,Sunday,11/12/2023,1,1,1,0
1065,Monday,11/13/2023,1,1,1,0
1066,Wednesday,11/8/2023,0,0,0,3
1066,Thursday,11/9/2023,3,3,1,3
1066,Friday,11/10/2023,1,1,1,0
1066,Saturday,11/11/2023,1,1,1,0
1066,Sunday,11/12/2023,1,1,1,0
1066,Monday,11/13/2023,1,1,1,0
1067,Wednesday,11/8/2023,0,0,0,1
1067,Thursday,11/9/2023,1,1,1,1
1067,Friday,11/10/2023,1,1,1,0
1067,Saturday,11/11/2023,1,1,1,0
1067,Sunday,11/12/2023,1,1,1,0
