Store #,Format,City,State,Rx Freq,October Rx,November Rx,December Rx,Service Provider,Phone Number
8156,SAM,LAREDO,TX,No Rx,,,,CLEAN EARTH,877-406-5295
8163,SAM,COLUMBIA,MO,180,,,9,CLEAN EARTH,877-406-5295
8165,SAM,SIOUX FALLS,SD,180,,,2,CLEAN EARTH,877-406-5295
8172,SAM,FARGO,ND,No Rx,,,,CLEAN EARTH,877-406-5295
8176,SAM,TOPEKA,KS,180,,,2,CLEAN EARTH,877-406-5295
8180,SAM,MARION,IL,180,,,2,CLEAN EARTH,877-406-5295
8181,SAM,Alexandria,LA,180,,,16,CLEAN EARTH,877-406-5295
8182,SAM,SAINT LOUIS,MO,180,,,2,CLEAN EARTH,877-406-5295
8184,SAM,GURNEE,IL,180,,,16,CLEAN EARTH,877-406-5295
8188,SAM,Lexington,KY,180,,,2,CLEAN EARTH,877-406-5295
8189,SAM,Clarksburg,WV,180,,,2,CLEAN EARTH,877-406-5295
8190,SAM,TEXAS CITY,TX,180,,,9,CLEAN EARTH,877-406-5295
8197,SAM,CHAMPAIGN,IL,180,,,2,CLEAN EARTH,877-406-5295
8205,SAM,SAINT LOUIS,MO,180,,,2,CLEAN EARTH,877-406-5295
8207,SAM,KANSAS CITY,MO,180,,,2,CLEAN EARTH,877-406-5295
8208,SAM,LENEXA,KS,180,,,9,CLEAN EARTH,877-406-5295
8210,SAM,FORT WORTH,TX,180,,,9,CLEAN EARTH,877-406-5295
8215,SAM,SPRINGFIELD,IL,180,,,16,CLEAN EARTH,877-406-5295
8221,SAM,Harvey,LA,180,,,16,CLEAN EARTH,877-406-5295
8222,SAM,Johnson City,TN,180,,,2,CLEAN EARTH,877-406-5295
8224,SAM,WICHITA FALLS,TX,180,,,2,CLEAN EARTH,877-406-5295
8226,SAM,ABILENE,TX,180,,,9,CLEAN EARTH,877-406-5295
8227,SAM,SAN ANTONIO,TX,180,7,,,CLEAN EARTH,877-406-5295
8237,SAM,Monroe,LA,180,,,2,CLEAN EARTH,877-406-5295
8239,SAM,Lawton,OK,180,,,9,CLEAN EARTH,877-406-5295
8241,SAM,Midwest City,OK,180,,,16,CLEAN EARTH,877-406-5295
8242,SAM,DALLAS,TX,180,,,9,CLEAN EARTH,877-406-5295
8243,SAM,RAYMORE,MO,180,,,2,CLEAN EARTH,877-406-5295
8244,SAM,HOUSTON,TX,180,,,9,CLEAN EARTH,877-406-5295
8245,SAM,HOUSTON,TX,180,,,9,CLEAN EARTH,877-406-5295
8246,SAM,STAFFORD,TX,180,,,2,CLEAN EARTH,877-406-5295
8248,SAM,DALLAS,TX,180,14,,,CLEAN EARTH,877-406-5295
8250,SAM,MCALLEN,TX,180,,,2,CLEAN EARTH,877-406-5295
8251,SAM,SAINT CHARLES,MO,180,,,2,CLEAN EARTH,877-406-5295
8254,SAM,WICHITA,KS,180,,,9,CLEAN EARTH,877-406-5295
8256,SAM,Knoxville,TN,180,,,2,CLEAN EARTH,877-406-5295
8257,SAM,Hendersonville,TN,180,,,9,CLEAN EARTH,877-406-5295
8259,SAM,AUSTIN,TX,180,,,9,CLEAN EARTH,877-406-5295
8261,SAM,Kenner,LA,180,,,16,CLEAN EARTH,877-406-5295
8262,SAM,SAN ANTONIO,TX,180,,,9,CLEAN EARTH,877-406-5295
8263,SAM,Tulsa,OK,180,,,9,CLEAN EARTH,877-406-5295
8264,SAM,SAN ANTONIO,TX,180,,,16,CLEAN EARTH,877-406-5295
8265,SAM,Lake Charles,LA,180,,,9,CLEAN EARTH,877-406-5295
8267,SAM,CORPUS CHRISTI,TX,180,,,16,CLEAN EARTH,877-406-5295
8268,SAM,N RICHLAND HILLS,TX,180,,,2,CLEAN EARTH,877-406-5295
8269,SAM,GRAND PRAIRIE,TX,180,,,2,CLEAN EARTH,877-406-5295
8270,SAM,LUBBOCK,TX,180,,,9,CLEAN EARTH,877-406-5295
8273,SAM,Shreveport,LA,180,,,2,CLEAN EARTH,877-406-5295
8274,SAM,HOUSTON,TX,180,14,,,CLEAN EARTH,877-406-5295
8275,SAM,BEAUMONT,TX,180,,,9,CLEAN EARTH,877-406-5295
8276,SAM,Louisville,KY,180,,,9,CLEAN EARTH,877-406-5295
8277,SAM,WESTWORTH VILLAGE,TX,180,7,,,CLEAN EARTH,877-406-5295
8279,SAM,AMARILLO,TX,180,,,16,CLEAN EARTH,877-406-5295
8280,SAM,EL PASO,TX,180,,,2,CLEAN EARTH,877-406-5295
8281,SAM,HOUSTON,TX,180,,,9,CLEAN EARTH,877-406-5295
8282,SAM,DALLAS,TX,180,,,9,CLEAN EARTH,877-406-5295
8284,SAM,TYLER,TX,180,,,2,CLEAN EARTH,877-406-5295
8285,SAM,O FALLON,IL,180,7,,,CLEAN EARTH,877-406-5295
8286,SAM,WACO,TX,180,,,9,CLEAN EARTH,877-406-5295
8288,SAM,MIDLAND,TX,180,,,9,CLEAN EARTH,877-406-5295
8289,SAM,Oklahoma City,OK,180,,,2,CLEAN EARTH,877-406-5295
8292,SAM,Memphis,TN,180,,,2,CLEAN EARTH,877-406-5295
8293,SAM,INDEPENDENCE,MO,180,,,9,CLEAN EARTH,877-406-5295
8294,SAM,Nashville,TN,180,,,16,CLEAN EARTH,877-406-5295
8295,SAM,TEXARKANA,TX,180,,,2,CLEAN EARTH,877-406-5295
8296,SAM,SPRINGFIELD,MO,180,,,2,CLEAN EARTH,877-406-5295
8297,SAM,ROCKFORD,IL,180,,,16,CLEAN EARTH,877-406-5295
8298,SAM,JOLIET,IL,180,,,9,CLEAN EARTH,877-406-5295
8299,SAM,PLANO,TX,180,,,2,CLEAN EARTH,877-406-5295
8930,SUP,DALLAS,TX ,180,,,16,CLEAN EARTH,877-406-5295
9894,WMPU,Metairie,LA,180,,,16,CLEAN EARTH,877-406-5295
1864,SUP,BROOKLYN PARK,MN,90,14,,,CHES,844-367-5240
1952,SUP,FRIDLEY,MN,90,14,,,CHES,844-367-5240
2352,SUP,CAMBRIDGE,MN,60,,11,,CHES,844-367-5240
2882,SUP,MAPLE GROVE,MN,90,14,,,CHES,844-367-5240
2958,SUP,APPLETON,WI,90,7,,,CHES,844-367-5240
867,SUP,SCOTTSBLUFF,NE,90,7,,,CHES,844-367-5240
5667,SUP,SOUTH MILWAUKEE,WI,90,7,,,CHES,844-367-5240
5669,SUP,WEST MILWAUKEE,WI,90,7,,,CHES,844-367-5240
2335,SUP,MADISON,WI,90,7,,,CHES,844-367-5240
2452,SUP,MILWAUKEE,WI,90,7,,,CHES,844-367-5240
8167,SAMS,FRANKLIN,WI,90,,11,,CHES,844-367-5240
749,SUP,AMES,IA,180,14,,,CHES,844-367-5240
3247,SUP,DELAVAN,WI,90,14,,,CHES,844-367-5240
4873,SAMS,LINCOLN,NE,90,28,,,CHES,844-367-5240
3762,SUP,WEST DES MOINES,IA,180,14,,,CHES,844-367-5240
4256,SUP,AMES,IA,180,14,,,CHES,844-367-5240
1643,SUP,FOND DU LAC,WI,90,14,,,CHES,844-367-5240
1723,SUP,DES MOINES,IA,180,14,,,CHES,844-367-5240
1982,SUP,APPLETON,WI,90,14,,,CHES,844-367-5240
2668,SUP,STURTEVANT,WI,90,14,,,CHES,844-367-5240
2936,SUP,MILWAUKEE,WI,90,14,,,CHES,844-367-5240
6425,SAMS,CASPER,WY,90,,18,,CHES,844-367-5240
2828,SUP,MILWAUKEE,WI,90,14,,,CHES,844-367-5240
4840,SAMS,JANESVILLE,WI,90,28,,,CHES,844-367-5240
6413,SAMS,LINCOLN,NE,90,28,,,CHES,844-367-5240
4736,SAMS,APPLE VALLEY,MN,90,,4,,CHES,844-367-5240
4738,SAMS,EAGAN,MN,180,,4,,CHES,844-367-5240
6324,SAMS,MILWAUKEE,WI,90,28,,,CHES,844-367-5240
6321,SAMS,APPLETON,WI,90,21,,,CHES,844-367-5240
6430,SAMS,CHEYENNE,WY,90,,,16,CHES,844-367-5240
4787,SAMS,BLOOMINGTON,MN,90,,4,,CHES,844-367-5240
1315,SUP,CHEYENNE,WY,90,,,16,CHES,844-367-5240
1412,SUP,LARAMIE,WY,90,,,16,CHES,844-367-5240
8146,SAMS,OMAHA,NE,90,,11,,CHES,844-367-5240
6254,SAMS,MAPLE GROVE,MN,90,,4,,CHES,844-367-5240
6309,SAMS,WHITE BEAR LAKE,MN,180,28,,,CHES,844-367-5240
6535,SAMS,WAUSAU,WI,90,28,,,CHES,844-367-5240
6344,SAMS,DES MOINES,IA,90,21,,,CHES,844-367-5240
6979,SAMS,DES MOINES (ANKENY),IA,90,21,,,CHES,844-367-5240
418,SUP,FAIRBURY,NE,180,,4,,CHES,844-367-5240
8149,SAMS,GREEN BAY,WI,90,28,,,CHES,844-367-5240
3268,SUP,ANTIGO,WI,180,,11,,CHES,844-367-5240
3151,SUP,OMAHA,NE,90,21,,,CHES,844-367-5240
8238,SAMS,DAVENPORT,IA,180,,4,,CHES,844-367-5240
6310,SAMS,FRIDLEY,MN,90,,4,,CHES,844-367-5240
892,SUP,ANKENY,IA,180,21,,,CHES,844-367-5240
1267,SUP,SUN PRAIRIE,WI,180,21,,,CHES,844-367-5240
1138,WM,MADISON,WI,180,21,,,CHES,844-367-5240
4358,SUP,OMAHA,NE,90,21,,,CHES,844-367-5240
1637,SUP,OMAHA,NE,90,21,,,CHES,844-367-5240
1971,SUP,ROCHESTER,MN,90,21,,,CHES,844-367-5240
6312,SAMS,WOODBURY,MN,90,,4,,CHES,844-367-5240
350,SUP,YORK,NE,180,,4,,CHES,844-367-5240
559,SUP,MUSCATINE,IA,90,,,9,CHES,844-367-5240
637,SUP,LEXINGTON,NE,180,,4,,CHES,844-367-5240
6320,SAMS,HERMANTOWN,MN,90,,4,,CHES,844-367-5240
2986,SUP,NEENAH,WI,90,,18,,CHES,844-367-5240
645,SUP,NORFOLK,NE,90,,,16,CHES,844-367-5240
598,SUP,KEARNEY,NE,90,,,9,CHES,844-367-5240
646,SUP,ANAMOSA,IA,180,28,,,CHES,844-367-5240
751,SUP,PELLA,IA,90,,11,,CHES,844-367-5240
748,SUP,NEWTON,IA,180,,4,,CHES,844-367-5240
4973,SAMS,DUBUQUE,IA,180,28,,,CHES,844-367-5240
750,SUP,INDEPENDENCE,IA,180,,18,,CHES,844-367-5240
647,SUP,GRINNELL,IA,90,,4,,CHES,844-367-5240
6427,SAMS,ROCHESTER,MN,90,,25,,CHES,844-367-5240
784,SUP,MOUNT PLEASANT,IA,180,28,,,CHES,844-367-5240
753,SUP,CEDAR FALLS,IA,180,,,9,CHES,844-367-5240
776,SUP,FREMONT,NE,90,14,,,CHES,844-367-5240
790,SUP,MCCOOK,NE,90,,,2,CHES,844-367-5240
774,SUP,COLUMBUS,NE,180,,4,,CHES,844-367-5240
810,SUP,MASON CITY,IA,90,,,16,CHES,844-367-5240
6311,SAMS,SHAKOPEE,MN,90,28,,,CHES,844-367-5240
797,SUP,WEST BURLINGTON,IA,90,,,9,CHES,844-367-5240
581,SUP,MARSHALLTOWN,IA,180,28,,,CHES,844-367-5240
841,WM,TIPTON,IA,90,28,,,CHES,844-367-5240
802,SUP,MONROE,WI,180,,4,,CHES,844-367-5240
3150,SUP,COUNCIL BLUFFS,IA,90,,,16,CHES,844-367-5240
8185,SAMS,EAU CLAIRE,WI,90,28,,,CHES,844-367-5240
3172,WNM,OMAHA,NE,90,,11,,CHES,844-367-5240
3154,WNM,BELLEVUE,NE,90,,25,,CHES,844-367-5240
965,SUP,TOMAH,WI,180,28,,,CHES,844-367-5240
3152,WNM,OMAHA,NE,90,,25,,CHES,844-367-5240
3153,WNM,OMAHA,NE,90,,11,,CHES,844-367-5240
6510,SAMS,MANKATO,MN,90,,4,,CHES,844-367-5240
3173,WNM,LA VISTA,NE,90,,11,,CHES,844-367-5240
8183,SAMS,SAINT CLOUD,MN,90,,18,,CHES,844-367-5240
847,SUP,DODGEVILLE,WI,180,21,,,CHES,844-367-5240
2957,SUP,DETROIT LAKES,MN,180,,4,,CHES,844-367-5240
885,SUP,SEWARD,NE,90,,4,,CHES,844-367-5240
882,SUP,PRAIRIE DU CHIEN,WI,180,28,,,CHES,844-367-5240
3267,SUP,OMAHA,NE,180,21,,,CHES,844-367-5240
1202,SUP,WISCONSIN RAPIDS,WI,180,,11,,CHES,844-367-5240
1167,SUP,KENOSHA,WI,90,,18,,CHES,844-367-5240
910,SUP,LAKE GENEVA,WI,180,28,,,CHES,844-367-5240
3278,SUP,LINCOLN,NE,90,,,16,CHES,844-367-5240
913,SUP,DECORAH,IA,180,,11,,CHES,844-367-5240
958,SUP,PLATTEVILLE,WI,180,21,,,CHES,844-367-5240
3324,SUP,SHEBOYGAN,WI,180,28,,,CHES,844-367-5240
3364,SUP,SAINT PAUL,MN,180,28,,,CHES,844-367-5240
985,SUP,FAIRFIELD,IA,90,,11,,CHES,844-367-5240
1005,SUP,WAVERLY,IA,180,,18,,CHES,844-367-5240
3088,SUP,ST CLOUD,MN,90,21,,,CHES,844-367-5240
3102,SUP,PRINCETON,MN,180,,11,,CHES,844-367-5240
3233,SUP,BEMIDJI,MN,90,,,2,CHES,844-367-5240
3394,SUP,ATLANTIC,IA,90,,11,,CHES,844-367-5240
3209,SUP,ELK RIVER,MN,90,,,16,CHES,844-367-5240
3245,SUP,HAYWARD,WI,180,,11,,CHES,844-367-5240
971,SUP,VIROQUA,WI,180,28,,,CHES,844-367-5240
1012,SUP,BEAVER DAM,WI,180,28,,,CHES,844-367-5240
3395,SUP,GRAND ISLAND,NE,180,28,,,CHES,844-367-5240
1152,SUP,SIOUX CENTER,IA,180,,25,,CHES,844-367-5240
979,SUP,SPARTA,WI,90,28,,,CHES,844-367-5240
1241,SUP,DAVENPORT,IA,180,,4,,CHES,844-367-5240
1366,SUP,MERRILL,WI,180,,11,,CHES,844-367-5240
1285,SUP,OTTUMWA,IA,180,28,,,CHES,844-367-5240
1176,SUP,STOUGHTON,WI,90,,18,,CHES,844-367-5240
3643,SUP,MEDFORD,WI,180,,11,,CHES,844-367-5240
1274,SUP,WHITEWATER,WI,90,,18,,CHES,844-367-5240
1276,SUP,SHEBOYGAN,WI,90,,18,,CHES,844-367-5240
1277,SUP,BLACK RIVER FALLS,WI,180,,4,,CHES,844-367-5240
1305,SUP,JANESVILLE,WI,180,28,,,CHES,844-367-5240
982,SUP,OWATONNA,MN,90,,,9,CHES,844-367-5240
1316,SUP,STURGEON BAY,WI,90,,4,,CHES,844-367-5240
1457,SUP,RIVERTON,WY,90,,11,,CHES,844-367-5240
3499,SUP,JEFFERSON,WI,180,,4,,CHES,844-367-5240
1326,SUP,GRAND ISLAND,NE,180,28,,,CHES,844-367-5240
3497,SUP,PLYMOUTH,WI,180,28,,,CHES,844-367-5240
1361,SUP,SIOUX CITY,IA,180,,25,,CHES,844-367-5240
1764,SUP,WINDSOR HEIGHTS,IA,180,,11,,CHES,844-367-5240
3505,SUP,WISCONSIN DELLS,WI,180,28,,,CHES,844-367-5240
1038,SUP,WASECA,MN,180,28,,,CHES,844-367-5240
1007,SUP,RICHLAND CENTER,WI,180,28,,,CHES,844-367-5240
1449,SUP,MANITOWOC,WI,90,,11,,CHES,844-367-5240
1393,SUP,OSKALOOSA,IA,90,,11,,CHES,844-367-5240
1394,SUP,GREENFIELD,WI,90,21,,,CHES,844-367-5240
1389,SUP,BOONE,IA,90,,4,,CHES,844-367-5240
3404,SUP,ROSEVILLE,MN,90,,,16,CHES,844-367-5240
3590,SUP,SIOUX CITY,IA,180,,25,,CHES,844-367-5240
1020,SUP,ALBERT LEA,MN,90,,,9,CHES,844-367-5240
3778,SUP,CASPER,WY,90,,,16,CHES,844-367-5240
3630,SUP,MARION,IA,180,,4,,CHES,844-367-5240
6181,SAMS,PAPILLION,NE,90,,18,,CHES,844-367-5240
1396,SUP,BARABOO,WI,180,,4,,CHES,844-367-5240
1430,SUP,OSHKOSH,WI,90,21,,,CHES,844-367-5240
1431,SUP,KEOKUK,IA,180,,18,,CHES,844-367-5240
4244,SUP,PARK RAPIDS,MN,180,28,,,CHES,844-367-5240
3498,SUP,BLAINE,MN,90,14,,,CHES,844-367-5240
3513,SUP,SHAKOPEE,MN,90,,,9,CHES,844-367-5240
1456,SUP,EVANSTON,WY,90,,,9,CHES,844-367-5240
1461,SUP,ROCK SPRINGS,WY,90,14,,9,CHES,844-367-5240
1365,WM,HUDSON,WI,180,,11,,CHES,844-367-5240
6331,SAMS,KENOSHA,WI,90,,18,,CHES,844-367-5240
3624,SUP,MONTICELLO,MN,90,21,,,CHES,844-367-5240
4281,SUP,LADYSMITH,WI,180,,11,,CHES,844-367-5240
1471,WM,NEW LONDON,WI,180,,4,,CHES,844-367-5240
8164,SAMS,WAUKESHA,WI,90,,18,,CHES,844-367-5240
1446,SUP,RICE LAKE,WI,180,,11,,CHES,844-367-5240
1332,SUP,SOUTH SIOUX CITY,NE,90,7,,,CHES,844-367-5240
1460,SUP,HASTINGS,NE,180,,4,,CHES,844-367-5240
1447,SUP,SUPERIOR,WI,180,,11,,CHES,844-367-5240
8162,SAMS,CEDAR RAPIDS,IA,90,,18,,CHES,844-367-5240
1475,SUP,WASHINGTON,IA,90,,11,,CHES,844-367-5240
1491,SUP,INDIANOLA,IA,180,28,,,CHES,844-367-5240
1496,SUP,WATERLOO,IA,90,,,16,CHES,844-367-5240
1508,SUP,SHERIDAN,WY,90,,18,,CHES,844-367-5240
1485,SUP,GILLETTE,WY,90,,18,,CHES,844-367-5240
1453,SUP,GREEN BAY,WI,90,28,,,CHES,844-367-5240
1526,SUP,STORM LAKE,IA,90,,18,,CHES,844-367-5240
1551,SUP,FRANKLIN,WI,90,14,,,CHES,844-367-5240
3823,SUP,LINCOLN,NE,180,28,,,CHES,844-367-5240
1546,WM,IOWA FALLS,IA,90,,4,,CHES,844-367-5240
4138,WNM,OMAHA,NE,90,,25,,CHES,844-367-5240
1509,SUP,MAQUOKETA,IA,90,,4,,CHES,844-367-5240
1528,SUP,CEDAR RAPIDS,IA,180,21,,,CHES,844-367-5240
3761,SUP,THIEF RIVER FALLS,MN,180,,4,,CHES,844-367-5240
4139,WNM,OMAHA,NE,90,,25,,CHES,844-367-5240
1470,SUP,WILLMAR,MN,90,,,16,CHES,844-367-5240
3760,SUP,NEW ULM,MN,180,21,,,CHES,844-367-5240
3322,WM,PEWAUKEE,WI,90,,18,,CHES,844-367-5240
1415,SUP,SPIRIT LAKE,IA,180,,18,,CHES,844-367-5240
1473,SUP,MANKATO,MN,90,,,23,CHES,844-367-5240
1515,SUP,GERMANTOWN,WI,90,21,,,CHES,844-367-5240
4209,SUP,NEBRASKA CITY,NE,90,28,,,CHES,844-367-5240
1585,SUP,NORTH PLATTE,NE,180,,4,,CHES,844-367-5240
1571,SUP,MUKWONAGO,WI,90,21,,,CHES,844-367-5240
1435,SUP,CRESTON,IA,90,,18,,CHES,844-367-5240
1562,WM,COON RAPIDS,MN,90,,,9,CHES,844-367-5240
4322,SUP,CRETE,NE,90,,4,,CHES,844-367-5240
3758,SUP,CROOKSTON,MN,90,,18,,CHES,844-367-5240
1506,SUP,MANCHESTER,IA,180,,18,,CHES,844-367-5240
3806,SUP,FAIRMONT,MN,90,,18,,CHES,844-367-5240
1621,SUP,CENTERVILLE,IA,180,,18,,CHES,844-367-5240
4246,SUP,WADENA,MN,180,,18,,CHES,844-367-5240
1617,SUP,CASPER,WY,90,,18,,CHES,844-367-5240
4600,SUP,GRETNA,NE,60,7,,,CHES,844-367-5240
4568,SUP,BLAIR,NE,180,,11,,CHES,844-367-5240
1625,SUP,LE MARS,IA,180,,11,,CHES,844-367-5240
4606,SUP,OSCEOLA,IA,90,,11,,CHES,844-367-5240
1577,SUP,BUFFALO,MN,90,,,16,CHES,844-367-5240
1931,SUP,RHINELANDER,WI,180,,11,,CHES,844-367-5240
4677,SUP,MUSKEGO,WI,90,21,,,CHES,844-367-5240
4471,SUP,RAWLINS,WY,90,,18,,CHES,844-367-5240
4253,SUP,SAUK CENTRE,MN,90,,18,,CHES,844-367-5240
4653,SUP,CHEYENNE,WY,90,,18,,CHES,844-367-5240
1634,SUP,LITTLE FALLS,MN,180,,11,,CHES,844-367-5240
4257,SUP,AUSTIN,MN,90,,,16,CHES,844-367-5240
1635,SUP,WAUKESHA,WI,180,21,,,CHES,844-367-5240
1650,SUP,SAUKVILLE,WI,180,,4,,CHES,844-367-5240
4374,SUP,LITCHFIELD,MN,90,,11,,CHES,844-367-5240
1609,SUP,GRAND RAPIDS,MN,180,,4,,CHES,844-367-5240
1671,SUP,PAPILLION,NE,90,21,,,CHES,844-367-5240
1627,SUP,DILWORTH,MN,90,,,2,CHES,844-367-5240
1696,SUP,FERGUS FALLS,MN,180,,18,,CHES,844-367-5240
1683,SUP,SHENANDOAH,IA,90,,4,,CHES,844-367-5240
1632,SUP,ALEXANDRIA,MN,90,14,,,CHES,844-367-5240
1858,SUP,MONTEVIDEO,MN,180,,18,,CHES,844-367-5240
1633,SUP,SARTELL,MN,90,,,16,CHES,844-367-5240
1657,SUP,FARIBAULT,MN,90,21,,,CHES,844-367-5240
1654,SUP,BAXTER,MN,90,14,,,CHES,844-367-5240
1721,SUP,IOWA CITY,IA,180,28,,,CHES,844-367-5240
5695,WNM,MOUNT PLEASANT,WI,90,,18,,CHES,844-367-5240
1678,SUP,DELAFIELD,WI,180,28,,,CHES,844-367-5240
1669,SUP,EAU CLAIRE,WI,90,14,,,CHES,844-367-5240
1732,SUP,DENISON,IA,90,,18,,CHES,844-367-5240
5697,WNM,MILWAUKEE,WI,90,,18,,CHES,844-367-5240
1727,SUP,BERLIN,WI,90,,4,,CHES,844-367-5240
1672,SUP,ASHLAND,WI,90,28,,,CHES,844-367-5240
1679,SUP,ONALASKA,WI,90,14,,,CHES,844-367-5240
4849,SUP,MOUNTAIN IRON,MN,90,,,2,CHES,844-367-5240
1787,SUP,CARROLL,IA,180,,4,,CHES,844-367-5240
1778,SUP,CODY,WY,90,,18,,CHES,844-367-5240
1776,SUP,WATERTOWN,WI,180,,4,,CHES,844-367-5240
5090,SUP,DE PERE,WI,180,,4,,CHES,844-367-5240
5115,SUP,DAVENPORT,IA,180,,4,,CHES,844-367-5240
1799,SUP,PORTAGE,WI,180,28,,,CHES,844-367-5240
1828,SUP,PLOVER,WI,180,,4,,CHES,844-367-5240
5141,SUP,OMAHA,NE,90,21,,,CHES,844-367-5240
5170,SUP,SIDNEY,NE,180,,4,,CHES,844-367-5240
2935,SUP,KNOXVILLE,IA,90,,18,,CHES,844-367-5240
1738,SUP,HUTCHINSON,MN,90,21,,,CHES,844-367-5240
1757,SUP,HERMANTOWN,MN,90,,,2,CHES,844-367-5240
5089,WM,INVER GROVE HEIGHTS,MN,90,,,16,CHES,844-367-5240
1786,WM,EAGAN,MN,90,,,23,CHES,844-367-5240
1819,SUP,MENOMONIE,WI,180,28,,,CHES,844-367-5240
6472,SAMS,COUNCIL BLUFFS,IA,90,,25,,CHES,844-367-5240
1855,SUP,EDEN PRAIRIE,MN,90,,,16,CHES,844-367-5240
1908,SUP,GREEN BAY,WI,90,,4,,CHES,844-367-5240
1861,SUP,OAK PARK HEIGHTS,MN,90,,,16,CHES,844-367-5240
5463,SUP,HARTFORD,WI,180,,18,,CHES,844-367-5240
5438,SUP,NEW BERLIN,WI,90,21,,,CHES,844-367-5240
5361,SUP,OMAHA,NE,90,,,9,CHES,844-367-5240
1943,SUP,LINCOLN,NE,90,,,16,CHES,844-367-5240
1865,SUP,REDWOOD FALLS,MN,90,,4,,CHES,844-367-5240
5127,SUP,LA CROSSE,WI,180,28,,,CHES,844-367-5240
1965,SUP,COUNCIL BLUFFS,IA,180,21,,,CHES,844-367-5240
5373,SUP,CHIPPEWA FALLS,WI,90,14,,,CHES,844-367-5240
5397,SUP,WINONA,MN,90,,,16,CHES,844-367-5240
1929,SUP,CLOQUET,MN,180,,4,,CHES,844-367-5240
2004,SUP,DUBUQUE,IA,180,,11,,CHES,844-367-5240
3534,SUP,RED WING,MN,90,,25,,CHES,844-367-5240
5668,SUP,GREENDALE,WI,180,,4,,CHES,844-367-5240
5432,SUP,NEW RICHMOND,WI,180,,11,,CHES,844-367-5240
5748,SUP,GRIMES,IA,180,28,,,CHES,844-367-5240
2127,SUP,WAUSAU,WI,90,7,,,CHES,844-367-5240
5625,SUP,BROOKLYN CENTER,MN,90,14,,,CHES,844-367-5240
1999,SUP,ANDOVER,MN,90,14,,,CHES,844-367-5240
2087,SUP,VADNAIS HEIGHTS,MN,90,,,16,CHES,844-367-5240
2198,SUP,BLOOMINGTON,MN,90,,,23,CHES,844-367-5240
5976,SUP,BLAINE,MN,90,,,9,CHES,844-367-5240
2271,SUP,SHAWANO,WI,180,,4,,CHES,844-367-5240
2432,SUP,LINCOLN,NE,180,,18,,CHES,844-367-5240
2274,SUP,FOREST LAKE,MN,90,,,16,CHES,844-367-5240
2532,SUP,BELOIT,WI,180,21,,,CHES,844-367-5240
2510,SUP,MINOCQUA,WI,180,,11,,CHES,844-367-5240
2509,SUP,CHILTON,WI,180,,4,,CHES,844-367-5240
6394,SUP,BROWN DEER,WI,90,14,,,CHES,844-367-5240
2579,SUP,CHADRON,NE,180,,4,,CHES,844-367-5240
5977,SUP,BURNSVILLE,MN,90,,,16,CHES,844-367-5240
2367,SUP,PINE CITY,MN,90,,,9,CHES,844-367-5240
2545,SUP,MARINETTE,WI,180,,4,,CHES,844-367-5240
2714,SUP,SPENCER,IA,180,,11,,CHES,844-367-5240
2658,SUP,WEST BEND,WI,180,28,,,CHES,844-367-5240
2716,SUP,CEDAR RAPIDS,IA,180,21,,,CHES,844-367-5240
2889,SUP,CLINTON,IA,180,,4,,CHES,844-367-5240
7129,SUP,OGALLALA,NE,90,,4,,CHES,844-367-5240
5992,SUP,LAKEVILLE,MN,90,,,23,CHES,844-367-5240
2448,SUP,COTTAGE GROVE,MN,90,,,23,CHES,844-367-5240
2764,SUP,ALTOONA,IA,60,28,,23,CHES,844-367-5240
2813,SUP,MARSHFIELD,WI,180,,11,,CHES,844-367-5240
2421,SUP,SAINT CROIX FALLS,WI,90,14,,,CHES,844-367-5240
2827,SUP,CORALVILLE,IA,180,,4,,CHES,844-367-5240
2784,SUP,BEATRICE,NE,180,,4,,CHES,844-367-5240
2642,SUP,APPLE VALLEY,MN,90,,,23,CHES,844-367-5240
886,SUP,FORT DODGE,IA,180,28,,,CHES,844-367-5240
3488,SUP,BURLINGTON,WI,90,,,9,CHES,844-367-5240
3857,SUP,MONONA,WI,90,,,9,CHES,844-367-5240
2643,SUP,WOODBURY,MN,180,28,,,CHES,844-367-5240
1472,SUP,HASTINGS,MN,90,,,9,CHES,844-367-5240
2820,SUP,WORTHINGTON,MN,180,28,,,CHES,844-367-5240
2812,SUP,ROCHESTER,MN,90,,,16,CHES,844-367-5240
2937,SUP,HIBBING,MN,180,,4,,CHES,844-367-5240
1722,SUP,Marshall,MN,180,28,,,CHES,844-367-5240
2847,SUP,BELLEVUE,NE,90,28,,,CHES,844-367-5240
4799,SAMS,Citrus Heights,CA,60,28,,23,CHES,844-367-5240
6405,SAMS,Yuba City,CA,60,,4,30,CHES,844-367-5240
6433,SAMS,Vacaville,CA,60,,4,30,CHES,844-367-5240
6620,SAMS,Folsom,CA,60,28,,23,CHES,844-367-5240
6621,SAMS,Roseville,CA,60,28,,23,CHES,844-367-5240
6622,SAMS,Sacramento,CA,60,,4,30,CHES,844-367-5240
4704,SAMS,FRESNO,CA,60,28,,23,CHES,844-367-5240
1704,SUP,Vacaville,CA,60,28,,23,CHES,844-367-5240
5710,SUP,MODESTO,CA,60,,4,30,CHES,844-367-5240
5192,SUP,ANTELOPE,CA,60,,18,,CHES,844-367-5240
1630,SUP,YREKA,CA,60,28,,23,CHES,844-367-5240
1697,WM,ELK GROVE,CA,60,,11,,CHES,844-367-5240
