Market ID,Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
97,14,1077,,Scheduled Delivery Standard,48,Executive Review,Degrading,Store Focus,202344,89.90%,87.00%,11.1,84.60%,90.60%,90.00%,94.30%
97,14,1223,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,66.90%,66.30%,24.1,28.10%,50.20%,76.00%,89.00%
97,14,4427,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,88.00%,97.30%,12.9,85.30%,89.90%,85.80%,91.10%
97,14,4520,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202344,90.00%,90.10%,13.3,90.70%,93.10%,84.10%,92.90%
2,14,562,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,88.70%,83.00%,14.8,86.20%,85.70%,93.20%,89.10%
2,14,1711,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,80.50%,90.20%,20.1,79.20%,81.20%,76.10%,85.60%
3,14,301,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,74.50%,83.00%,20.3,57.70%,85.90%,72.20%,78.90%
3,14,1201,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,75.20%,87.10%,20.6,51.50%,73.00%,84.00%,85.50%
3,14,2713,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202344,81.20%,81.10%,19.2,88.70%,71.10%,75.80%,84.90%
10,14,355,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,87.20%,90.10%,11.8,81.90%,84.30%,91.40%,90.40%
16,14,1284,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,80.90%,87.50%,23.4,64.40%,84.20%,84.10%,90.80%
16,14,3461,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,82.20%,82.60%,15.8,81.60%,74.40%,88.60%,82.30%
104,3,988,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202344,86.90%,89.60%,16.8,91.20%,87.70%,81.00%,87.30%
111,3,5218,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,72.10%,80.90%,26.2,59.20%,65.50%,86.00%,73.20%
114,3,3463,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,70.40%,71.90%,25.8,35.10%,80.20%,67.70%,87.20%
89,3,705,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,80.70%,84.20%,22.9,83.30%,72.10%,77.30%,87.10%
89,3,942,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202344,76.70%,79.30%,20.5,67.70%,65.30%,78.60%,93.10%
27,3,588,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,64.30%,82.70%,29.3,62.10%,35.40%,64.00%,84.60%
27,3,889,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,74.30%,78.90%,21.2,60.50%,66.80%,87.10%,78.10%
27,3,952,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,80.10%,75.10%,18.4,70.20%,74.40%,84.70%,89.30%
27,3,1072,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202344,77.10%,85.10%,23.5,54.70%,82.10%,77.80%,93.10%
27,3,5797,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,79.00%,86.90%,15.3,64.00%,77.40%,87.20%,86.70%
93,3,1081,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,73.20%,62.80%,26.2,74.70%,74.10%,73.00%,71.10%
93,3,3877,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202344,91.70%,93.10%,10.9,94.70%,91.30%,91.30%,89.60%
93,3,5326,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202344,80.80%,82.00%,17.4,74.40%,72.80%,85.60%,89.80%
101,3,1219,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,68.10%,82.80%,28.6,26.60%,59.90%,79.80%,83.10%
119,12,1606,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,75.80%,82.30%,23.6,62.00%,62.60%,83.30%,85.70%
119,12,3835,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202344,79.50%,79.10%,21.1,76.30%,70.20%,90.00%,80.20%
120,12,1469,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,82.60%,75.70%,14.1,78.40%,78.20%,83.50%,87.40%
120,12,5173,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,82.50%,78.80%,18.2,81.00%,81.20%,83.70%,83.80%
121,12,741,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,77.60%,77.10%,19.5,72.50%,67.30%,80.20%,89.80%
122,12,1318,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202344,77.30%,79.60%,17.9,71.90%,73.60%,79.80%,83.20%
122,12,1320,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,83.50%,92.00%,19,87.40%,78.80%,85.50%,81.30%
123,12,2310,,Scheduled Delivery Standard,11,At Risk,Degrading,Store Focus,202344,88.50%,91.50%,15.2,82.00%,83.40%,93.10%,95.30%
124,12,690,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,91.80%,94.90%,13,87.20%,88.20%,95.60%,95.80%
136,11,182,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202344,73.00%,80.80%,20.5,81.50%,62.80%,69.10%,76.70%
136,11,1074,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,80.80%,77.20%,18.4,85.80%,82.80%,71.50%,82.70%
144,11,175,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,80.50%,67.40%,17.2,70.80%,72.40%,85.90%,91.50%
144,11,848,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,78.50%,81.50%,18.1,84.90%,73.90%,75.00%,79.50%
144,11,5419,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,81.00%,88.80%,18.4,81.40%,70.40%,80.50%,89.90%
145,11,94,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,73.30%,77.50%,25.6,56.20%,78.10%,74.20%,84.60%
145,11,1561,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202344,72.20%,86.30%,29,49.50%,66.20%,86.30%,79.50%
145,11,2322,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202344,82.70%,89.20%,16.3,78.80%,87.50%,87.70%,74.00%
146,11,120,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202344,87.80%,91.40%,12.5,88.50%,80.00%,88.50%,93.70%
146,11,335,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,90.30%,95.80%,14.2,86.40%,88.50%,90.00%,95.70%
329,11,45,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202344,84.90%,84.90%,17,76.70%,77.90%,91.10%,92.60%
5,12,332,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,71.30%,73.10%,18.6,47.50%,66.80%,77.50%,89.80%
149,12,4435,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202344,80.20%,84.90%,16.4,82.50%,75.00%,83.90%,79.00%
152,12,308,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202344,87.60%,77.90%,17.6,89.70%,83.90%,89.40%,86.40%
152,12,671,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,85.80%,87.40%,16.3,77.90%,84.70%,93.00%,86.90%
153,12,272,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202344,81.50%,72.60%,14.5,63.10%,92.20%,88.00%,88.70%
153,12,659,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202344,73.10%,79.10%,20.4,68.90%,75.10%,73.00%,75.50%
153,12,710,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,85.50%,80.10%,16.7,77.20%,81.20%,93.80%,91.10%
153,12,3717,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202344,86.20%,79.40%,17.7,84.60%,78.70%,88.00%,91.70%
11,11,715,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,81.10%,89.20%,19.5,74.00%,68.90%,88.00%,84.00%
11,11,764,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202344,73.20%,73.10%,23.6,67.00%,63.60%,75.10%,83.80%
137,11,5703,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,79.10%,73.20%,18,69.80%,75.90%,84.00%,87.00%
138,11,112,,Scheduled Delivery Standard,9,At Risk,Degrading,Store Focus,202344,88.80%,99.00%,15.3,89.00%,90.70%,93.20%,83.60%
140,11,875,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202344,85.50%,90.20%,15,85.60%,76.00%,85.30%,94.60%
20,2,1340,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,78.00%,88.50%,21,76.60%,74.70%,80.90%,79.60%
20,2,3118,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,70.90%,80.80%,18.1,57.10%,78.40%,74.80%,73.70%
21,2,1400,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,82.50%,82.20%,14.9,52.80%,89.90%,90.60%,89.80%
22,2,787,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,82.70%,88.30%,14.5,88.60%,68.50%,83.90%,84.70%
25,2,3388,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,77.50%,86.60%,18,68.90%,87.90%,67.50%,85.40%
25,2,3786,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202344,80.30%,80.80%,19.3,72.60%,72.90%,80.10%,93.50%
554,59,5267,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202344,85.50%,77.50%,8.5,84.00%,79.80%,89.30%,87.70%
18,2,1070,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,80.60%,76.30%,11.9,68.80%,77.70%,86.50%,89.60%
18,2,1403,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202344,79.60%,66.40%,16.5,77.70%,75.50%,82.30%,81.90%
18,2,3874,,Scheduled Delivery Standard,37,Executive Review,Degrading,Store Focus,202344,79.80%,77.50%,11.2,77.90%,85.00%,80.40%,76.90%
23,2,1766,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,90.60%,95.80%,11.7,87.30%,93.30%,94.70%,88.10%
23,2,3621,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,86.10%,93.20%,10.5,79.60%,88.40%,89.90%,85.80%
23,2,3741,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,82.60%,94.00%,14.7,85.80%,69.70%,85.10%,86.80%
19,2,3402,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202344,81.30%,85.00%,18.2,89.00%,73.00%,84.60%,76.80%
19,2,3609,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,88.40%,83.50%,13.4,82.40%,84.50%,95.40%,91.30%
19,2,3709,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,88.20%,96.00%,13.2,86.40%,88.90%,89.10%,88.40%
19,2,6998,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,81.70%,90.40%,14.6,80.80%,63.40%,86.40%,92.80%
30,2,754,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,74.30%,68.40%,17.6,71.20%,73.50%,69.40%,83.20%
30,2,1024,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202344,91.10%,83.40%,14.2,93.20%,87.30%,87.10%,95.50%
30,2,1227,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,76.40%,77.40%,16.9,75.90%,66.30%,77.00%,85.50%
30,2,1658,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,79.00%,70.20%,21.4,76.40%,76.20%,83.10%,82.30%
32,2,758,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,80.50%,80.30%,21.4,76.70%,75.10%,83.20%,85.40%
32,2,907,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202344,92.40%,96.10%,10.4,96.70%,87.70%,94.60%,89.70%
32,2,1153,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202344,78.90%,77.60%,19.5,67.20%,69.30%,85.30%,92.40%
32,2,1367,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,78.10%,73.70%,25.9,57.20%,80.20%,75.00%,96.30%
326,42,1105,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,86.20%,78.50%,15.8,81.60%,84.70%,89.30%,89.00%
127,42,278,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,68.50%,54.40%,20.5,50.80%,62.20%,75.20%,85.70%
127,42,376,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202344,81.00%,89.90%,16.6,63.20%,84.00%,88.60%,83.50%
127,42,450,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202344,77.10%,88.60%,16.6,73.70%,80.70%,87.30%,66.60%
127,42,3868,,Scheduled Delivery Standard,24,Executive Review,Degrading,Store Focus,202344,71.40%,79.80%,17,52.10%,74.40%,76.40%,81.50%
135,42,23,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,72.30%,61.80%,18.9,70.90%,76.10%,61.40%,80.90%
135,42,307,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,73.20%,74.70%,18.8,68.60%,75.30%,75.80%,73.70%
327,42,3331,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,88.00%,81.30%,12.1,85.50%,84.20%,92.30%,89.50%
105,9,5347,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,84.70%,96.70%,12.9,82.10%,88.10%,85.50%,83.50%
108,9,2789,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,80.10%,84.20%,18.8,59.70%,87.00%,79.90%,95.00%
109,9,2946,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202344,80.70%,88.80%,23.1,82.00%,79.30%,72.80%,89.00%
109,9,2987,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202344,74.20%,77.40%,17.8,74.60%,84.30%,62.40%,76.10%
553,9,1511,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202344,88.30%,95.50%,14.5,82.70%,86.90%,88.30%,94.80%
553,9,1996,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202344,86.20%,78.50%,10.1,85.30%,83.70%,83.80%,91.80%
553,9,3397,,Scheduled Delivery Standard,7,Active Monitoring,Recovering,Store Focus,202344,90.00%,92.30%,15.3,92.00%,90.20%,83.00%,94.50%
91,9,955,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,74.70%,79.10%,20,34.00%,73.10%,75.40%,88.70%
469,60,2071,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,71.80%,95.00%,13.5,86.80%,63.30%,64.90%,70.40%
514,60,2516,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,83.40%,84.20%,19,83.80%,89.90%,79.10%,81.60%
472,60,2037,,Scheduled Delivery Standard,11,At Risk,Degrading,Store Focus,202344,92.40%,90.90%,10.2,88.00%,93.40%,93.10%,95.10%
474,60,2539,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,88.30%,80.00%,16.9,89.40%,87.40%,88.90%,87.60%
474,60,5883,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,85.60%,87.00%,13.3,85.00%,84.90%,88.30%,84.20%
477,60,4176,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,61.80%,50.90%,23.3,66.30%,51.60%,70.50%,58.30%
477,60,5935,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202344,62.60%,74.40%,35.4,73.50%,85.60%,53.30%,35.30%
415,52,1496,,Scheduled Delivery Standard,8,At Risk,Degrading,Store Focus,202344,85.20%,92.60%,14.8,89.80%,90.70%,87.70%,76.10%
426,52,886,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202344,85.80%,94.00%,10.3,83.30%,87.30%,89.70%,83.10%
422,52,1864,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,83.10%,89.70%,17.2,84.00%,87.10%,74.50%,86.50%
422,52,3404,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,91.10%,98.20%,12.1,88.50%,89.00%,92.60%,93.10%
423,52,1855,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202344,88.90%,89.80%,10.4,93.40%,89.80%,85.80%,87.90%
423,52,2642,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,87.60%,86.80%,13.8,87.70%,84.60%,89.20%,88.20%
423,52,3513,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202344,86.80%,80.00%,11.2,93.60%,85.50%,84.70%,83.30%
460,58,2708,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,80.80%,84.50%,24.4,81.20%,73.60%,81.90%,85.60%
394,57,2483,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,77.10%,74.30%,24.7,64.00%,72.00%,85.30%,85.20%
394,57,2592,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202344,81.10%,91.00%,21,89.10%,76.40%,80.10%,80.10%
394,57,3473,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,77.70%,86.40%,22,58.60%,69.90%,85.80%,86.10%
396,57,1584,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202344,79.20%,82.50%,21.3,39.30%,77.90%,94.40%,85.70%
396,57,2050,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,79.70%,75.10%,24.7,88.30%,87.60%,74.30%,67.20%
396,57,2593,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,84.30%,87.30%,20.8,86.10%,79.50%,88.30%,83.60%
396,57,5070,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,76.90%,86.80%,24.7,72.30%,71.90%,84.50%,78.20%
405,57,3220,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202344,83.90%,76.30%,19,86.60%,81.50%,89.60%,77.10%
446,57,5152,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,87.10%,90.20%,13.4,89.00%,85.50%,86.70%,87.20%
401,54,1699,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202344,58.00%,69.00%,39.6,15.00%,72.40%,45.50%,75.70%
401,54,3366,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,70.20%,70.10%,29.4,49.00%,71.60%,81.50%,67.30%
403,54,3589,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202344,74.50%,78.80%,24.3,75.90%,75.60%,80.20%,65.50%
403,54,5235,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202344,56.60%,50.80%,29.5,47.90%,46.60%,64.20%,67.30%
376,54,5334,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202344,82.60%,70.70%,19.3,78.20%,82.20%,82.30%,87.60%
378,54,953,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,91.50%,84.00%,10.9,86.50%,91.70%,93.60%,94.60%
380,54,4284,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202344,92.30%,93.20%,12.7,94.30%,95.40%,94.30%,85.10%
585,54,3533,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,61.00%,77.50%,33.3,55.50%,62.50%,77.90%,43.50%
391,54,984,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202344,91.50%,84.80%,12.5,89.10%,88.50%,91.80%,96.30%
391,54,1434,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,89.00%,87.20%,14.8,86.90%,84.00%,95.00%,88.70%
391,54,1896,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,85.80%,72.70%,16.4,86.60%,81.50%,87.40%,87.60%
391,54,5123,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202344,86.00%,80.50%,18.2,83.00%,84.20%,87.80%,89.00%
392,56,2106,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,88.90%,91.80%,13.2,88.80%,88.00%,89.00%,89.50%
392,56,2402,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202344,84.90%,90.80%,11.5,84.40%,87.50%,79.70%,88.50%
392,56,3277,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202344,81.80%,84.30%,19.5,90.40%,71.80%,83.20%,81.00%
427,47,1581,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202344,77.20%,71.70%,15.2,73.90%,65.80%,84.20%,84.00%
430,47,2990,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202344,86.00%,85.10%,8.3,82.30%,66.70%,90.90%,97.70%
433,47,774,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202344,78.70%,79.30%,18.7,83.40%,79.10%,85.30%,66.30%
433,47,1943,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,85.20%,91.00%,16.3,81.10%,84.90%,92.30%,81.70%
433,47,3278,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202344,91.50%,94.00%,15.1,93.60%,96.50%,92.90%,85.30%
411,47,5219,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202344,87.90%,86.60%,11.3,85.30%,88.00%,88.50%,89.80%
382,47,1956,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202344,90.90%,89.10%,10.5,96.00%,81.70%,93.20%,87.40%
383,47,1872,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202344,88.80%,82.20%,9.9,82.30%,81.40%,93.40%,95.20%
383,47,1901,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,76.00%,72.60%,17.8,82.30%,80.60%,70.70%,69.90%
165,22,1807,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,83.50%,87.20%,18.4,78.30%,90.90%,79.70%,86.60%
165,22,3339,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,81.50%,91.60%,21.3,83.70%,86.60%,89.90%,65.00%
165,22,3422,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,83.00%,87.60%,19.5,75.40%,86.80%,84.60%,85.70%
168,22,2641,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,80.10%,93.10%,18.6,63.60%,87.00%,75.60%,92.40%
170,22,3564,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,90.90%,97.30%,11.8,89.90%,90.60%,90.70%,92.00%
234,22,1850,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,86.80%,92.20%,15,85.90%,87.00%,89.80%,84.50%
234,22,2574,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,90.10%,93.40%,14.7,89.60%,86.70%,89.60%,94.50%
284,22,1860,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202344,80.10%,90.40%,17.3,82.40%,73.50%,73.50%,88.40%
284,22,2041,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202344,87.80%,89.20%,11.5,86.00%,88.80%,85.00%,91.10%
284,22,2555,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202344,81.10%,90.70%,12.4,70.40%,70.90%,90.30%,88.50%
284,22,5436,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,70.00%,68.90%,26.4,45.00%,74.10%,78.60%,78.10%
166,22,2141,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,88.50%,94.70%,13.4,86.90%,90.00%,89.40%,88.10%
166,22,5130,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202344,90.50%,91.40%,10.8,81.60%,90.70%,96.80%,91.10%
166,22,5495,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202344,86.80%,92.70%,10.7,81.40%,90.00%,87.80%,88.10%
167,22,3475,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202344,84.80%,84.30%,17,82.60%,82.70%,86.00%,87.40%
167,22,4687,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202344,71.80%,69.70%,23.7,48.60%,73.50%,74.30%,87.30%
232,22,2535,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,81.80%,77.60%,18.7,82.10%,81.80%,77.00%,86.70%
233,22,2334,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,78.10%,75.00%,15.4,66.20%,75.90%,83.00%,87.10%
233,22,2945,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202344,91.70%,88.20%,13.2,95.10%,90.50%,93.20%,87.50%
156,16,2155,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,84.10%,87.00%,16.9,76.80%,85.40%,87.50%,87.60%
156,16,4387,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,81.40%,80.80%,17,80.20%,77.60%,86.70%,80.50%
159,16,1970,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202344,87.90%,79.40%,15.9,87.20%,92.40%,85.90%,86.60%
159,16,2341,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,71.20%,91.30%,12,57.20%,71.00%,79.20%,76.10%
160,16,2095,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202344,80.80%,69.40%,15.4,88.60%,74.50%,74.40%,84.90%
160,16,2157,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202344,81.60%,89.00%,16.6,82.70%,83.80%,72.90%,87.70%
157,16,2222,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,83.30%,82.40%,12.6,81.20%,85.40%,79.40%,88.40%
183,16,1698,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202344,85.70%,82.00%,12.7,77.70%,87.50%,86.20%,91.30%
183,16,2055,,Scheduled Delivery Standard,8,Active Monitoring,Recovering,Store Focus,202344,92.40%,92.60%,11.4,94.20%,93.30%,94.20%,87.70%
184,16,1930,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202344,79.50%,82.40%,17,57.30%,72.70%,89.90%,86.40%
184,16,2142,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202344,84.60%,83.60%,13.7,78.10%,85.30%,85.80%,89.00%
184,16,2399,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202344,86.70%,70.10%,16.7,93.50%,100.00%,78.40%,90.80%
181,16,2224,,Scheduled Delivery Standard,10,At Risk,Recovering,Store Focus,202344,86.00%,87.60%,10.8,91.50%,80.00%,81.30%,89.70%
