Store,XS Men ,S Men ,M Men ,L Men ,XL Men ,2X Men ,3X Men ,4X Men ,5X Men ,6X Men ,7X Men ,8X Men ,XS Women ,S Women ,M Women ,L Women ,XL Women ,2X Women ,3X Women ,4X Women ,5X Women ,6X Women ,7X Women ,8X Women 
1508,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1511,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1515,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1516,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1518,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1519,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1521,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1522,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1523,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1524,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1525,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1526,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1528,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1530,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1531,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1532,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1536,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1538,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1539,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1540,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1544,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1545,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1547,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1551,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1552,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1553,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1557,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1559,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1561,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1564,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1566,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1567,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1569,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1570,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1572,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1573,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1575,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1580,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1581,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1583,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1585,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1586,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1592,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1593,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1594,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1596,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1598,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1599,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1601,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1602,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1605,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1606,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1608,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1609,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1611,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1613,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1614,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1617,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1618,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1619,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1620,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1622,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1625,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1626,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1627,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1628,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1631,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1632,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1633,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1634,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1635,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1637,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1640,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1642,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1644,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1646,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1647,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1648,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1649,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1650,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1651,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1652,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1655,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1656,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1657,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1661,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1662,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1663,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1664,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1665,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1666,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1667,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1668,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1672,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1673,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1676,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1678,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1681,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1682,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1685,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1686,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1687,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1688,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1689,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1690,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1692,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1693,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1694,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1696,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1698,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1699,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1700,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1702,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1704,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1705,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1707,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1708,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1709,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1710,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1711,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1712,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1714,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1718,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1719,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1720,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1721,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1722,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1726,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1728,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1733,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1734,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1735,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1736,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1737,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1738,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1740,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1741,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1744,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1748,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1749,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1750,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1752,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1753,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1754,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1756,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1757,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1758,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1759,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1761,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1762,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1763,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1765,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1767,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1769,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1773,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1775,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1776,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1777,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1778,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1780,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1781,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1782,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1783,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1788,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1790,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1791,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1792,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1793,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1794,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1796,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1799,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1800,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1802,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1804,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1805,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1806,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1807,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1809,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1811,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1812,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1813,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1814,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1817,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1820,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1823,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1825,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1829,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1830,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1831,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1836,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1837,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1839,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1840,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1841,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1842,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1845,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1846,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1847,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1848,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1849,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1850,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1851,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1855,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1860,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1861,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1863,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1866,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1870,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1871,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1873,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1874,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1877,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1881,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1882,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1886,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1888,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1889,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1890,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1893,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1894,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1896,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1897,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1900,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1901,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1904,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1905,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1907,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1908,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1910,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1912,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1913,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1914,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1915,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1916,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1917,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1923,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1924,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1926,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1927,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1928,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1929,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1932,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1934,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1936,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1937,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1939,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1941,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1942,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1943,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1945,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1946,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1947,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1948,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1949,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1951,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1952,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1954,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1955,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1956,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1959,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1960,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1961,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1962,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1964,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1968,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1969,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1971,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1975,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1977,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1978,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
1980,0,1,4,3,4,3,1,1,1,1,0,0,2,1,5,5,3,3,3,1,1,1,0,0
