Store,Market,Region,Actual Install Scheduled Date
4503,44,5,
4506,41,4,
4557,396,57,
4606,413,52,
4683,130,13,
4734,585,54,
5022,125,13,
5073,514,60,
5117,315,75,
5129,283,76,
5147,44,5,
5200,233,22,
5233,403,54,
5350,403,54,
5418,242,41,
5491,385,46,
5612,63,6,
5676,380,54,
5864,455,56,
5889,53,5,
5957,585,54,
5969,292,76,
6932,127,42,
1422,204,19,
1423,203,19,
1432,204,19,
1611,205,19,
1752,204,19,
1790,197,19,
1791,200,19,
1831,191,76,
1906,160,16,
1959,164,17,
1970,159,16,
1997,188,16,
2021,160,16,
2103,159,16,
2152,188,16,
2157,160,16,
2164,194,76,
2184,160,16,
2227,159,16,
2284,173,17,
2299,163,17,
2331,162,17,
2336,159,16,
2341,159,16,
2371,163,17,
2547,164,17,
2585,173,17,
2869,203,19,
2900,163,17,
3114,157,16,
5095,163,17,
5293,172,17,
5294,173,17,
5295,172,17,
5439,173,17,
5732,190,17,
2508,399,56,
1593,202,19,
1817,475,60,
1939,180,16,
2046,180,16,
4352,427,47,
5440,477,60,
1900,400,56,
1868,180,16,
3875,427,47,
5935,477,60,
2780,399,56,
1649,427,47,
1878,400,56,
1534,427,47,
1545,412,52,
3239,478,60,
1932,179,16,
2033,427,47,
3648,427,47,
1784,477,60,
2538,478,60,
2153,183,16,
5076,179,16,
1695,427,47,
5368,477,60,
1788,183,16,
1856,179,16,
1834,468,56,
5396,478,60,
1924,179,16,
2659,183,16,
1636,427,47,
2069,468,56,
5220,112,3,
1249,74,7,
1213,95,3,
1078,74,7,
813,81,7,
626,73,7,
536,74,7,
482,61,6,
478,77,7,
473,85,6,
446,85,6,
290,77,7,
6576,39,4,
5709,19,2,
3201,19,2,
3200,159,16,
2469,467,60,
2214,41,4,
2095,160,16,
1400,21,2,
1183,41,4,
1111,21,2,
780,21,2,
545,258,20,
230,321,42,
2644,204,19,
1940,188,16,
5097,204,19,
5806,412,52,
4243,205,19,
1733,203,19,
4303,110,9,
4569,427,47,
3283,409,44,
3380,475,60,
3805,391,54,
5343,291,75,
5779,508,75,
6173,1,14,
866,1,14,
1833,291,75,
2520,291,75,
3018,389,54,
4321,409,44,
5078,473,60,
853,1,14,
1507,409,44,
2269,473,60,
3077,292,76,
4258,291,75,
4335,391,54,
2241,475,60,
2739,14,14,
3492,409,44,
3639,292,76,
5123,391,54,
5731,291,75,
1896,391,54,
2038,292,76,
2136,291,75,
2428,409,44,
3261,475,60,
7247,14,14,
1928,205,19,
2273,205,19,
3726,205,19,
2693,205,19,
2700,203,19,
2618,203,19,
5893,203,19,
2719,163,17,
5048,203,19,
2965,163,17,
1754,203,19,
3543,173,17,
2866,203,19,
617,580,41,
3546,173,17,
4540,203,19,
3803,173,17,
3625,109,9,
3632,205,19,
5386,200,19,
2282,162,17,
1592,205,19,
1942,200,19,
2899,163,17,
2714,426,52,
1703,280,76,
3286,52,5,
552,258,20,
333,254,41,
689,257,41,
2548,316,20,
2224,181,16,
2332,181,16,
4156,181,16,
1,323,42,
4,323,42,
29,336,40,
44,336,40,
57,328,42,
65,336,40,
71,328,42,
74,329,11,
83,327,42,
89,336,40,
100,323,42,
101,336,40,
126,324,42,
127,325,42,
128,329,11,
133,325,42,
140,503,13,
171,327,42,
185,350,44,
219,336,40,
229,329,11,
236,503,13,
249,503,13,
251,45,5,
261,325,42,
275,503,13,
280,83,7,
281,328,42,
285,503,13,
288,503,13,
289,327,42,
296,325,42,
297,59,6,
314,5,12,
318,325,42,
321,85,6,
322,85,6,
330,84,6,
336,325,42,
339,327,42,
348,327,42,
354,336,40,
381,81,7,
383,66,13,
384,66,13,
385,84,6,
395,80,6,
397,80,6,
404,87,7,
407,81,7,
408,66,13,
412,45,5,
414,349,44,
420,349,44,
440,78,6,
447,88,7,
449,66,13,
457,66,13,
470,78,6,
477,119,12,
490,78,6,
500,505,7,
508,506,7,
512,505,7,
530,327,42,
535,74,7,
536,74,7,
537,73,7,
546,62,6,
565,55,5,
578,123,12,
595,569,6,
610,76,5,
619,119,12,
620,124,12,
651,66,13,
672,122,12,
678,123,12,
680,123,12,
685,123,12,
687,121,12,
698,119,12,
742,124,12,
744,59,6,
755,70,7,
777,66,13,
781,81,7,
782,88,7,
788,328,42,
815,336,40,
827,45,5,
861,71,7,
865,87,7,
877,309,26,
895,336,40,
898,73,7,
901,77,7,
915,62,6,
917,81,7,
939,76,5,
944,15,14,
945,71,7,
947,350,44,
948,304,26,
951,85,6,
964,505,7,
1008,378,54,
1022,45,5,
1039,304,26,
1040,65,6,
1041,569,6,
1042,85,6,
1046,88,7,
1065,325,42,
1067,84,6,
1080,124,12,
1089,120,12,
1103,59,6,
1105,326,42,
1131,304,26,
1147,328,42,
1148,349,44,
1155,310,4,
1159,123,12,
1166,300,4,
1194,121,12,
1197,301,26,
1198,506,7,
1209,305,26,
1217,294,4,
1235,86,7,
1249,74,7,
1254,76,5,
1255,309,26,
1268,300,4,
1279,59,6,
1300,302,26,
1303,81,7,
1315,381,47,
1319,122,12,
1320,122,12,
1347,87,7,
1348,300,4,
1354,301,26,
1385,305,26,
1412,381,47,
1423,203,19,
1456,381,47,
1457,381,47,
1461,381,47,
1467,121,12,
1469,119,12,
1485,382,47,
1494,78,6,
1508,382,47,
1593,202,19,
1606,119,12,
1613,308,26,
1642,202,19,
1689,376,54,
1771,202,19,
1821,306,26,
1837,59,6,
1950,301,26,
1958,80,6,
1996,553,9,
2000,301,26,
2065,122,12,
2134,306,26,
2237,118,9,
2239,86,7,
2310,122,12,
2404,87,7,
2496,124,12,
2505,62,6,
2575,326,42,
2587,326,42,
2599,86,7,
2612,505,7,
2704,298,26,
2730,301,26,
2763,569,6,
2769,87,7,
2932,122,12,
2991,82,7,
2993,62,6,
3106,86,7,
3136,505,7,
3226,65,6,
3229,349,44,
3230,324,42,
3234,123,12,
3279,77,7,
3297,67,6,
3319,81,7,
3320,80,6,
3331,327,42,
3371,309,26,
3390,68,13,
3391,87,7,
3510,62,6,
3567,80,6,
3585,68,13,
3591,68,13,
3595,310,4,
3659,119,12,
3660,120,12,
3763,505,7,
3829,124,12,
3835,119,12,
3852,124,12,
3888,86,7,
4111,65,6,
4163,82,7,
4166,121,12,
4168,326,42,
4219,82,7,
4224,304,26,
4226,119,12,
4298,59,6,
4299,71,7,
4428,294,4,
4460,324,42,
4477,308,26,
4635,122,12,
5091,67,6,
5145,86,7,
5216,70,7,
5244,324,42,
5245,77,7,
5246,65,6,
5251,119,12,
5260,323,42,
5263,119,12,
5287,68,13,
5433,325,42,
5477,336,40,
5479,83,7,
5706,324,42,
5713,88,7,
5787,310,4,
5808,569,6,
5898,78,6,
6467,45,5,
6789,308,26,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3654,534,72,6/5/2023
54,322,42,7/17/2023
141,321,42,7/19/2023
16,321,42,7/24/2023
2,322,42,7/26/2023
896,49,5,7/31/2023
1117,51,5,8/2/2023
5191,55,5,8/8/2023
2105,53,5,8/14/2023
6966,504,64,8/14/2023
5129,283,76,10/3/2023
359,322,42,10/9/2023
2978,44,5,2/25/2024
4164,55,5,2/25/2024
2979,58,64,2/26/2024
3392,58,64,2/26/2024
284,49,5,2/27/2024
371,48,5,2/28/2024
972,479,5,2/28/2024
2975,561,64,2/28/2024
3594,58,64,2/28/2024
259,583,5,3/3/2024
488,97,14,3/3/2024
720,260,41,3/3/2024
1286,41,4,3/3/2024
1525,287,75,3/3/2024
3284,44,5,3/3/2024
4046,561,64,3/3/2024
217,53,5,3/4/2024
220,48,5,3/4/2024
789,583,5,3/4/2024
1055,583,5,3/4/2024
1210,260,41,3/4/2024
4521,41,4,3/4/2024
940,479,5,3/5/2024
1800,583,5,3/5/2024
3531,467,60,3/5/2024
1077,97,14,3/6/2024
2795,287,75,3/6/2024
2926,56,5,3/6/2024
2981,58,64,3/6/2024
5853,467,60,3/6/2024
228,48,5,3/10/2024
493,259,21,3/10/2024
2086,56,5,3/10/2024
202,51,5,3/11/2024
260,55,5,3/11/2024
421,479,5,3/11/2024
571,260,41,3/11/2024
1375,97,14,3/11/2024
5614,58,64,3/11/2024
206,52,5,3/12/2024
286,55,5,3/12/2024
584,260,41,3/12/2024
1408,97,14,3/12/2024
692,260,41,3/13/2024
3777,56,5,3/13/2024
5312,479,5,3/13/2024
519,260,41,3/17/2024
3218,467,60,3/17/2024
5172,97,14,3/17/2024
507,260,41,3/18/2024
3705,467,60,3/18/2024
4440,41,4,3/18/2024
4520,97,14,3/18/2024
881,41,4,3/19/2024
1523,290,75,3/19/2024
3850,467,60,3/19/2024
4427,97,14,3/19/2024
2214,41,4,3/20/2024
3537,467,60,3/20/2024
4191,287,75,3/20/2024
2249,467,60,3/24/2024
2295,287,75,3/24/2024
4137,467,60,3/24/2024
1164,41,4,3/25/2024
1223,97,14,3/25/2024
2469,467,60,3/25/2024
3869,287,75,3/25/2024
1183,41,4,3/26/2024
1339,41,4,3/26/2024
1730,287,75,3/26/2024
2628,260,41,3/26/2024
125,321,42,4/30/2024
1390,111,3,4/30/2024
1536,111,3,4/30/2024
2740,104,3,4/30/2024
7032,287,75,4/30/2024
209,321,42,5/1/2024
358,321,42,5/1/2024
388,321,42,5/1/2024
1513,111,3,5/1/2024
2783,260,41,5/1/2024
3372,111,3,5/1/2024
4690,111,3,5/1/2024
76,322,42,5/5/2024
373,322,42,5/5/2024
1712,111,3,5/5/2024
2050,396,57,5/5/2024
67,321,42,5/6/2024
2293,585,54,5/6/2024
2796,111,3,5/6/2024
3418,104,3,5/6/2024
66,321,42,5/7/2024
230,321,42,5/7/2024
1482,112,3,5/7/2024
1560,396,57,5/7/2024
2223,585,54,5/7/2024
2838,396,57,5/7/2024
55,321,42,5/8/2024
2081,111,3,5/12/2024
279,321,42,5/13/2024
1035,42,4,5/13/2024
1053,242,41,5/13/2024
1118,55,5,5/13/2024
1501,112,3,5/13/2024
2427,53,5,5/13/2024
2752,585,54,5/13/2024
2973,51,5,5/13/2024
807,50,5,5/14/2024
1281,42,4,5/14/2024
2593,396,57,5/14/2024
2996,53,5,5/14/2024
3197,112,3,5/14/2024
3231,321,42,5/14/2024
3294,242,41,5/14/2024
4509,48,5,5/14/2024
5041,514,60,5/14/2024
5049,380,54,5/14/2024
5101,396,57,5/14/2024
1216,53,5,5/15/2024
1308,380,54,5/15/2024
2038,292,76,5/15/2024
2806,42,4,5/15/2024
3274,50,5,5/15/2024
3406,51,5,5/15/2024
3432,49,5,5/15/2024
4681,112,3,5/15/2024
5218,111,3,5/15/2024
5417,243,41,5/15/2024
426,53,5,5/19/2024
638,42,4,5/19/2024
1904,292,76,5/19/2024
2883,56,5,5/19/2024
3077,292,76,5/19/2024
4356,396,57,5/19/2024
5810,49,5,5/19/2024
629,39,4,5/20/2024
2751,380,54,5/20/2024
3639,292,76,5/20/2024
5036,112,3,5/20/2024
5707,52,5,5/20/2024
5823,583,5,5/20/2024
1960,112,3,5/21/2024
3482,51,5,5/21/2024
3631,44,5,5/21/2024
4284,380,54,5/21/2024
5070,396,57,5/21/2024
5220,112,3,5/21/2024
5227,292,76,5/21/2024
7178,56,5,5/21/2024
497,242,41,5/28/2024
2463,56,5,5/28/2024
2627,112,3,5/28/2024
2834,50,5,5/28/2024
5247,479,5,5/28/2024
5880,292,76,5/28/2024
7290,242,41,5/28/2024
1455,44,5,5/29/2024
2980,479,5,5/29/2024
3225,583,5,5/29/2024
4215,55,5,5/29/2024
4593,42,4,5/29/2024
4627,52,5,5/29/2024
5866,56,5,5/29/2024
3044,50,5,6/2/2024
3224,583,5,6/2/2024
5987,583,5,6/2/2024
590,48,5,6/3/2024
3773,479,5,6/3/2024
5673,51,5,6/3/2024
6300,56,5,6/3/2024
3286,52,5,6/4/2024
4165,479,5,6/4/2024
5316,479,5,6/4/2024
5964,112,3,6/4/2024
8930,583,5,6/4/2024
4240,53,5,6/5/2024
5288,49,5,6/5/2024
5764,479,5,6/5/2024
265,45,5,6/9/2024
2918,51,5,6/9/2024
3431,48,5,6/9/2024
963,48,5,6/10/2024
5080,50,5,6/10/2024
6963,52,5,6/10/2024
1801,44,5,6/11/2024
5092,53,5,6/11/2024
5210,51,5,6/11/2024
5416,50,5,6/12/2024
5672,51,5,6/12/2024
632,36,4,6/16/2024
735,151,12,6/16/2024
977,98,3,6/16/2024
1048,257,41,6/16/2024
1119,105,9,6/16/2024
1170,256,41,6/16/2024
1245,114,3,6/16/2024
1321,299,26,6/16/2024
1436,107,9,6/16/2024
2319,471,60,6/16/2024
2646,317,20,6/16/2024
5211,52,5,6/16/2024
5359,48,5,6/16/2024
5845,15,14,6/16/2024
580,116,9,6/17/2024
656,151,12,6/17/2024
728,29,4,6/17/2024
760,256,41,6/17/2024
1134,7,14,6/17/2024
1178,50,5,6/17/2024
1189,258,20,6/17/2024
1372,299,26,6/17/2024
1664,299,26,6/17/2024
2325,472,60,6/17/2024
2762,312,75,6/17/2024
3285,44,5,6/17/2024
3417,105,9,6/17/2024
4260,107,9,6/17/2024
5311,52,5,6/17/2024
6978,101,3,6/17/2024
1220,90,9,6/18/2024
1398,108,9,6/18/2024
1743,258,20,6/18/2024
1751,297,26,6/18/2024
2114,7,14,6/18/2024
2121,472,60,6/18/2024
2703,38,4,6/18/2024
3017,153,12,6/18/2024
3362,253,41,6/18/2024
3480,311,20,6/18/2024
4279,44,5,6/18/2024
4444,98,3,6/18/2024
4499,299,26,6/18/2024
5055,105,9,6/18/2024
5058,153,12,6/18/2024
682,151,12,6/19/2024
804,48,5,6/19/2024
819,105,9,6/19/2024
825,257,41,6/19/2024
1135,38,4,6/19/2024
1190,257,41,6/19/2024
1219,101,3,6/19/2024
1374,91,9,6/19/2024
2645,314,75,6/19/2024
2947,476,60,6/19/2024
4365,90,9,6/19/2024
4484,297,26,6/19/2024
5046,299,26,6/19/2024
5616,153,12,6/19/2024
5911,108,9,6/19/2024
4108,323,42,6/20/2024
126,324,42,6/23/2024
552,258,20,6/23/2024
688,153,12,6/23/2024
1614,297,26,6/23/2024
2757,151,12,6/23/2024
2805,314,75,6/23/2024
3308,101,3,6/23/2024
3858,108,9,6/23/2024
4583,35,4,6/23/2024
5078,473,60,6/23/2024
5743,299,26,6/23/2024
2575,326,42,6/24/2024
272,153,12,6/24/2024
547,114,3,6/24/2024
1081,93,3,6/24/2024
1517,108,9,6/24/2024
1682,288,75,6/24/2024
2016,473,60,6/24/2024
2836,299,26,6/24/2024
5118,297,26,6/24/2024
5254,297,26,6/24/2024
7020,153,12,6/24/2024
960,93,3,6/25/2024
1702,92,9,6/25/2024
2258,283,76,6/25/2024
2484,118,9,6/25/2024
3717,153,12,6/25/2024
4458,299,26,6/25/2024
4461,259,21,6/25/2024
4482,152,12,6/25/2024
5292,297,26,6/25/2024
406,151,12,6/26/2024
659,153,12,6/26/2024
696,258,20,6/26/2024
1079,94,3,6/26/2024
2058,297,26,6/26/2024
2247,299,26,6/26/2024
2987,109,9,6/26/2024
5932,109,9,6/26/2024
5035,116,9,6/30/2024
289,327,42,7/7/2024
1105,326,42,7/7/2024
5433,325,42,7/7/2024
1083,101,3,7/7/2024
1086,90,9,7/7/2024
1104,95,3,7/7/2024
1141,249,41,7/7/2024
1350,315,75,7/7/2024
1605,14,14,7/7/2024
2595,471,60,7/7/2024
3210,275,25,7/7/2024
3265,288,75,7/7/2024
788,328,42,7/8/2024
5244,324,42,7/8/2024
1090,101,3,7/8/2024
1222,14,14,7/8/2024
1275,482,41,7/8/2024
1847,93,3,7/8/2024
1934,314,75,7/8/2024
2196,472,60,7/8/2024
2529,289,75,7/8/2024
3243,312,75,7/8/2024
3602,275,25,7/8/2024
4332,90,9,7/8/2024
18,328,42,7/8/2024
127,325,42,7/9/2024
4168,326,42,7/9/2024
343,275,25,7/9/2024
697,93,3,7/9/2024
919,15,14,7/9/2024
994,104,3,7/9/2024
1345,314,75,7/9/2024
1655,482,41,7/9/2024
2037,472,60,7/9/2024
2337,312,75,7/9/2024
3214,288,75,7/9/2024
3463,114,3,7/9/2024
3702,98,3,7/9/2024
4588,91,9,7/9/2024
5872,15,14,7/9/2024
1,323,42,7/10/2024
62,329,11,7/10/2024
85,324,42,7/10/2024
759,116,9,7/10/2024
941,114,3,7/10/2024
1173,98,3,7/10/2024
1213,95,3,7/10/2024
1602,275,25,7/10/2024
1841,289,75,7/10/2024
2269,473,60,7/10/2024
2387,114,3,7/10/2024
2594,471,60,7/10/2024
3119,15,14,7/10/2024
3435,249,41,7/10/2024
3573,286,76,7/10/2024
3757,471,60,7/10/2024
4064,289,75,7/10/2024
5326,93,3,7/10/2024
171,327,42,7/14/2024
318,325,42,7/14/2024
143,253,41,7/14/2024
1082,98,3,7/14/2024
1690,275,25,7/14/2024
1970,159,16,7/14/2024
2902,159,16,7/14/2024
3053,471,60,7/14/2024
3207,94,3,7/14/2024
3235,553,9,7/14/2024
5253,289,75,7/14/2024
5871,91,9,7/14/2024
6476,482,41,7/14/2024
33,325,42,7/15/2024
58,325,42,7/15/2024
128,329,11,7/15/2024
430,253,41,7/15/2024
857,94,3,7/15/2024
884,249,41,7/15/2024
2128,159,16,7/15/2024
2520,291,75,7/15/2024
2728,275,25,7/15/2024
2881,90,9,7/15/2024
2904,159,16,7/15/2024
3217,473,60,7/15/2024
3270,311,20,7/15/2024
3309,98,3,7/15/2024
3644,289,75,7/15/2024
33,325,42,7/15/2024
119,328,42,7/16/2024
1065,325,42,7/16/2024
481,273,25,7/16/2024
491,253,41,7/16/2024
860,94,3,7/16/2024
923,482,41,7/16/2024
942,89,3,7/16/2024
956,92,9,7/16/2024
1023,311,20,7/16/2024
1029,95,3,7/16/2024
2241,475,60,7/16/2024
2788,482,41,7/16/2024
3200,159,16,7/16/2024
4161,110,9,7/16/2024
4258,291,75,7/16/2024
5054,98,3,7/16/2024
8,326,42,7/16/2024
52,325,42,7/17/2024
133,325,42,7/17/2024
530,327,42,7/17/2024
410,146,11,7/17/2024
550,273,25,7/17/2024
665,257,41,7/17/2024
967,104,3,7/17/2024
1580,249,41,7/17/2024
1852,291,75,7/17/2024
2103,159,16,7/17/2024
2194,283,76,7/17/2024
2786,482,41,7/17/2024
3782,91,9,7/17/2024
5883,474,60,7/17/2024
6397,110,9,7/17/2024
45,329,11,7/21/2024
124,324,42,7/21/2024
1406,286,76,7/21/2024
1454,275,25,7/21/2024
1510,225,21,7/21/2024
2626,101,3,7/21/2024
2832,29,4,7/21/2024
3191,35,4,7/21/2024
3261,475,60,7/21/2024
3397,553,9,7/21/2024
5250,90,9,7/21/2024
5772,95,3,7/21/2024
4,323,42,7/22/2024
68,329,11,7/22/2024
281,328,42,7/22/2024
480,275,25,7/22/2024
943,91,9,7/22/2024
1283,93,3,7/22/2024
1845,109,9,7/22/2024
1947,473,60,7/22/2024
2265,35,4,7/22/2024
2564,286,76,7/22/2024
2934,273,25,7/22/2024
2968,242,41,7/22/2024
3526,95,3,7/22/2024
6395,29,4,7/22/2024
74,329,11,7/23/2024
336,325,42,7/23/2024
4460,324,42,7/23/2024
422,273,25,7/23/2024
445,256,41,7/23/2024
693,259,21,7/23/2024
711,257,41,7/23/2024
713,89,3,7/23/2024
1270,39,4,7/23/2024
1451,275,25,7/23/2024
2491,273,25,7/23/2024
2647,286,76,7/23/2024
2695,89,3,7/23/2024
3387,118,9,7/23/2024
5325,109,9,7/23/2024
5745,305,26,7/23/2024
11,328,42,7/23/2024
36,329,11,7/24/2024
1147,328,42,7/24/2024
2587,326,42,7/24/2024
110,89,3,7/24/2024
334,275,25,7/24/2024
634,38,4,7/24/2024
1205,101,3,7/24/2024
1225,101,3,7/24/2024
2865,474,60,7/24/2024
3255,273,25,7/24/2024
3415,104,3,7/24/2024
3877,93,3,7/24/2024
4457,38,4,7/24/2024
36,329,11,7/24/2024
100,323,42,7/28/2024
229,329,11,7/28/2024
261,325,42,7/28/2024
348,327,42,7/28/2024
694,254,41,7/28/2024
928,98,3,7/28/2024
1068,92,9,7/28/2024
1203,114,3,7/28/2024
1505,258,20,7/28/2024
1726,315,75,7/28/2024
1916,108,9,7/28/2024
2006,475,60,7/28/2024
3754,473,60,7/28/2024
3770,312,75,7/28/2024
57,328,42,7/29/2024
296,325,42,7/29/2024
545,258,20,7/29/2024
925,112,3,7/29/2024
959,95,3,7/29/2024
1874,118,9,7/29/2024
2807,315,75,7/29/2024
3348,107,9,7/29/2024
3363,254,41,7/29/2024
5912,110,9,7/29/2024
5,326,42,7/30/2024
71,328,42,7/30/2024
157,328,42,7/30/2024
154,311,20,7/30/2024
333,254,41,7/30/2024
1763,311,20,7/30/2024
2176,107,9,7/30/2024
2459,115,9,7/30/2024
3347,116,9,7/30/2024
3349,118,9,7/30/2024
5455,92,9,7/30/2024
5753,283,76,7/30/2024
6952,286,76,7/30/2024
83,327,42,7/31/2024
339,327,42,7/31/2024
3230,324,42,7/31/2024
3331,327,42,7/31/2024
299,254,41,7/31/2024
689,257,41,7/31/2024
719,257,41,7/31/2024
739,258,20,7/31/2024
1224,14,14,7/31/2024
1302,311,20,7/31/2024
1335,315,75,7/31/2024
5936,283,76,7/31/2024
102,327,42,8/4/2024
169,326,42,8/4/2024
5260,323,42,8/4/2024
5706,324,42,8/4/2024
709,256,41,8/4/2024
938,8,14,8/4/2024
1101,8,14,8/4/2024
1280,388,54,8/4/2024
1292,312,75,8/4/2024
1434,391,54,8/4/2024
1680,110,9,8/4/2024
2256,296,26,8/4/2024
2336,159,16,8/4/2024
4288,379,54,8/4/2024
5003,375,46,8/4/2024
5214,90,9,8/4/2024
5272,472,60,8/4/2024
7,326,42,8/4/2024
613,94,3,8/5/2024
718,116,9,8/5/2024
734,7,14,8/5/2024
1063,7,14,8/5/2024
1226,149,12,8/5/2024
1287,296,26,8/5/2024
1309,312,75,8/5/2024
1659,379,54,8/5/2024
2227,159,16,8/5/2024
2596,471,60,8/5/2024
5051,378,54,8/5/2024
5854,110,9,8/5/2024
7181,33,4,8/5/2024
563,94,3,8/6/2024
700,8,14,8/6/2024
725,116,9,8/6/2024
1344,315,75,8/6/2024
1549,368,46,8/6/2024
2101,475,60,8/6/2024
2122,159,16,8/6/2024
2814,110,9,8/6/2024
3380,475,60,8/6/2024
3495,149,12,8/6/2024
4274,305,26,8/6/2024
5370,379,54,8/6/2024
5458,388,54,8/6/2024
5487,35,4,8/6/2024
582,94,3,8/7/2024
671,152,12,8/7/2024
740,7,14,8/7/2024
842,389,54,8/7/2024
859,116,9,8/7/2024
1382,39,4,8/7/2024
1687,288,75,8/7/2024
2151,109,9,8/7/2024
2539,474,60,8/7/2024
3538,92,9,8/7/2024
4394,474,60,8/7/2024
4459,301,26,8/7/2024
4599,378,54,8/7/2024
5266,104,3,8/7/2024
5429,368,46,8/7/2024
5705,37,4,8/7/2024
1159,123,12,8/11/2024
1467,121,12,8/11/2024
1469,119,12,8/11/2024
1197,301,26,8/11/2024
3234,123,12,8/11/2024
3659,119,12,8/11/2024
3852,124,12,8/11/2024
4226,119,12,8/11/2024
4635,122,12,8/11/2024
1131,304,26,8/11/2024
1821,306,26,8/11/2024
1155,310,4,8/11/2024
4224,304,26,8/11/2024
869,375,46,8/11/2024
930,8,14,8/11/2024
980,378,54,8/11/2024
1004,115,9,8/11/2024
1010,309,26,8/11/2024
1349,109,9,8/11/2024
1444,98,3,8/11/2024
1825,286,76,8/11/2024
2005,306,26,8/11/2024
2341,159,16,8/11/2024
2472,308,26,8/11/2024
4435,149,12,8/11/2024
742,124,12,8/12/2024
1255,309,26,8/12/2024
723,7,14,8/12/2024
1019,389,54,8/12/2024
1376,152,12,8/12/2024
1502,301,26,8/12/2024
1527,301,26,8/12/2024
1833,291,75,8/12/2024
2843,95,3,8/12/2024
3177,378,54,8/12/2024
3289,124,12,8/12/2024
3370,115,9,8/12/2024
4335,391,54,8/12/2024
5882,108,9,8/12/2024
