Region_nbr,market_nbr,Store List,DEPT,CATG,CATG NAME,Week,Footage,Type,Modular
3,94,613,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
14,16,614,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,38,616,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
12,124,620,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
44,344,622,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,118,623,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,37,625,16,800,BEACH FURNITURE,34,24,BEACH,GONDOLA
4,36,628,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
4,38,630,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
4,36,632,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
4,38,634,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,29,635,16,800,BEACH FURNITURE,50,36,BEACH,GONDOLA
4,42,638,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
3,28,639,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
4,35,641,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
4,37,643,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
9,92,649,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
11,137,660,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,115,666,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
14,2,670,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
12,122,672,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
12,123,678,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
12,123,680,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
11,147,684,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
12,123,685,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
12,124,690,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,93,697,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
3,89,705,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
3,114,706,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
3,114,718,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
41,257,719,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
9,118,721,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
2,22,722,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
3,114,725,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,29,728,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
12,121,741,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
6,63,752,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
2,30,754,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
9,116,759,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
11,137,766,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
3,101,767,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
9,115,769,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
9,92,771,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
6,64,772,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
13,66,777,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,118,778,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
3,114,779,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
3,89,800,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
6,61,808,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
14,10,809,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
9,107,814,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
9,90,817,16,800,BEACH FURNITURE,34,32,BEACH,GONDOLA
14,15,818,16,800,BEACH FURNITURE,34,16,BEACH,WAREHOUSE RACK
9,105,819,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
3,28,836,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
14,1,853,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
3,94,857,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
9,116,859,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
3,28,862,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
7,87,865,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
14,1,866,16,800,BEACH FURNITURE,34,8,BEACH,WAREHOUSE RACK
4,41,881,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
3,27,889,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
9,91,890,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
3,27,899,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
14,1,904,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
9,90,908,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
13,125,909,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
53,442,910,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
13,125,912,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
6,62,915,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
13,141,916,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
14,15,919,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
3,114,925,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
3,98,928,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
9,107,929,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
9,92,931,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
14,1,934,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
13,130,935,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,116,941,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
3,89,942,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,91,943,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
14,15,944,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
9,91,955,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,92,956,16,800,BEACH FURNITURE,34,32,BEACH,GONDOLA
3,93,960,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
13,129,961,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
3,104,967,16,800,BEACH FURNITURE,34,8,BEACH,WAREHOUSE RACK
9,116,968,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
13,143,969,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
13,143,970,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,92,973,16,800,BEACH FURNITURE,34,24,BEACH,WAREHOUSE RACK
9,92,974,16,800,BEACH FURNITURE,34,28,BEACH,GONDOLA
3,98,977,16,800,BEACH FURNITURE,34,20,BEACH,GONDOLA
9,105,987,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
3,104,988,16,800,BEACH FURNITURE,34,28,BEACH,GONDOLA
13,128,989,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
14,14,990,16,800,BEACH FURNITURE,34,32,BEACH,GONDOLA
14,1,991,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
3,104,994,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
6,569,1000,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,115,1004,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
4,29,1011,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
4,38,1017,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
20,311,1023,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
13,141,1025,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,104,1029,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
14,15,1032,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
4,36,1037,16,800,BEACH FURNITURE,34,28,BEACH,GONDOLA
5,45,1044,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,28,1061,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
6,63,1062,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
13,143,1066,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
9,92,1068,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
14,97,1077,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,94,1079,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
12,124,1080,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,93,1081,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
3,98,1082,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
3,101,1083,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
9,91,1084,16,800,BEACH FURNITURE,50,36,BEACH,GONDOLA
3,104,1085,16,800,BEACH FURNITURE,50,32,BEACH,GONDOLA
9,90,1086,16,800,BEACH FURNITURE,34,16,BEACH,WAREHOUSE RACK
9,107,1087,16,800,BEACH FURNITURE,34,16,BEACH,WAREHOUSE RACK
13,143,1088,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
3,101,1090,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
6,84,1098,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
3,104,1104,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,105,1119,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
2,21,1121,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,35,1123,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
26,306,1133,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
14,7,1134,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
4,36,1146,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
4,310,1155,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
4,41,1164,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
13,141,1168,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,115,1171,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
3,98,1172,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
3,98,1173,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
4,294,1179,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
3,94,1182,16,800,BEACH FURNITURE,34,16,BEACH,WAREHOUSE RACK
4,41,1183,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
13,143,1195,16,800,BEACH FURNITURE,34,28,BEACH,GONDOLA
7,506,1198,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,116,1203,16,800,BEACH FURNITURE,34,16,BEACH,WAREHOUSE RACK
14,15,1207,16,800,BEACH FURNITURE,34,16,BEACH,GONDOLA
14,1,1212,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
3,104,1213,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
9,90,1220,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
14,14,1222,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
14,97,1223,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
14,14,1224,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
3,101,1225,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
2,30,1227,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
7,81,1232,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
26,302,1236,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
26,299,1237,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
3,114,1245,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,310,1261,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
3,93,1283,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
26,296,1287,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
26,296,1288,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,93,1297,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
26,302,1298,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,364,1299,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
26,302,1300,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
75,312,1301,16,800,BEACH FURNITURE,50,32,BEACH,GONDOLA
14,16,1311,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
2,24,1314,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
12,122,1320,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
26,299,1321,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
26,308,1322,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
26,304,1337,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
4,41,1339,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
13,128,1342,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
13,143,1346,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,300,1348,16,800,BEACH FURNITURE,50,32,BEACH,GONDOLA
9,109,1349,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
75,315,1350,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
13,128,1353,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
26,301,1354,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
26,302,1355,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
4,36,1358,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
4,36,1359,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
14,15,1362,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
58,365,1364,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
2,32,1367,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,365,1370,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
9,91,1374,16,800,BEACH FURNITURE,50,36,BEACH,GONDOLA
14,97,1375,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
12,152,1376,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
26,301,1379,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
4,29,1383,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
26,305,1385,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,108,1387,16,800,BEACH FURNITURE,50,36,BEACH,GONDOLA
3,111,1390,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
3,94,1391,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
4,300,1392,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
9,108,1398,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
6,61,1405,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
14,97,1408,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
6,65,1409,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
75,290,1424,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
19,204,1432,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,107,1436,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
21,221,1441,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
57,405,1442,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
3,98,1444,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
19,213,1445,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
26,309,1452,16,800,BEACH FURNITURE,50,28,BEACH,GONDOLA
75,314,1465,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
58,365,1474,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
3,112,1482,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
19,238,1487,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
6,78,1494,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
26,298,1498,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,112,1501,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
21,221,1503,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
21,225,1510,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
9,553,1511,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
3,111,1513,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
40,340,1514,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
53,442,1515,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,108,1517,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
75,287,1523,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
75,290,1524,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
75,287,1525,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
26,301,1527,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
22,233,1529,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
3,111,1536,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
19,201,1540,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
9,107,1541,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
53,196,1542,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,463,1555,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
41,482,1557,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
57,448,1563,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
20,229,1568,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
57,447,1574,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
56,457,1575,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
2,24,1578,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
26,296,1579,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
56,450,1587,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,445,1588,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,108,1589,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
9,553,1590,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
22,234,1591,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
44,356,1597,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
14,14,1605,16,800,BEACH FURNITURE,34,28,BEACH,GONDOLA
12,119,1606,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,237,1607,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
56,457,1608,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
46,366,1612,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
56,452,1615,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
19,213,1622,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
19,213,1628,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,288,1631,16,800,BEACH FURNITURE,50,36,BEACH,GONDOLA
14,7,1638,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
22,237,1640,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
26,301,1641,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
22,232,1644,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
57,581,1645,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
56,455,1648,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
53,444,1650,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
56,452,1651,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,312,1652,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
57,448,1660,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
26,302,1661,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
4,294,1663,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,110,1680,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,288,1682,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,288,1687,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
75,289,1688,16,800,BEACH FURNITURE,50,28,BEACH,GONDOLA
58,445,1692,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,445,1693,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
12,124,1694,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
56,454,1697,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
16,183,1698,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
54,401,1699,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
58,459,1700,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,92,1702,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
56,453,1704,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
54,401,1708,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,111,1712,16,800,BEACH FURNITURE,34,28,BEACH,GONDOLA
22,285,1715,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,287,1730,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,284,1736,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
22,284,1741,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
22,165,1742,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
46,371,1746,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,461,1747,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
4,36,1748,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
16,183,1749,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
16,184,1753,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
19,203,1754,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
56,452,1755,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
58,462,1756,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
75,288,1759,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
56,455,1760,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
16,157,1762,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
76,231,1765,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,300,1767,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
22,237,1769,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
20,229,1770,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
75,288,1773,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
4,310,1774,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
16,184,1785,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
16,183,1788,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
19,197,1790,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
16,184,1796,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
58,463,1805,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
22,558,1807,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
17,164,1810,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
75,289,1811,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
57,449,1815,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
29,811,1822,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
22,234,1823,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
58,463,1832,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
75,291,1833,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
57,394,1838,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
56,450,1840,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,289,1841,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
22,178,1844,16,800,BEACH FURNITURE,50,32,BEACH,GONDOLA
9,109,1845,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
3,93,1847,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
22,234,1850,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
9,109,1851,16,800,BEACH FURNITURE,50,28,BEACH,GONDOLA
75,291,1852,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
58,461,1853,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
29,801,1854,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
16,179,1856,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
20,209,1857,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,463,1859,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
22,284,1860,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
75,293,1867,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
16,180,1868,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
17,161,1873,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,118,1874,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
75,282,1875,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
57,581,1877,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
56,400,1878,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
57,581,1882,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
20,229,1885,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
