Region_nbr,market_nbr,Store List,DEPT,CATG,CATG NAME,Week,Footage,Type,Modular
46,371,2768,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,300,2772,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
9,108,2789,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
22,285,2791,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,287,2795,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,111,2796,16,800,BEACH FURNITURE,34,24,BEACH,WAREHOUSE RACK
16,154,2797,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
75,508,2799,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,314,2805,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
75,290,2808,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
25,267,2816,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
19,238,2817,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,290,2821,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
20,216,2823,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
17,175,2825,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
22,166,2830,16,800,BEACH FURNITURE,50,36,BEACH,GONDOLA
4,29,2832,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
26,299,2836,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,558,2841,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
58,461,2842,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
3,89,2843,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
16,188,2844,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
26,296,2845,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,508,2853,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,29,2860,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
7,506,2864,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
60,474,2865,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
22,558,2871,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
16,189,2874,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,90,2881,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
17,161,2885,16,800,BEACH FURNITURE,50,36,BEACH,GONDOLA
57,484,2886,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
22,233,2888,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
2,32,2890,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
17,173,2897,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
17,162,2898,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
17,163,2900,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
16,154,2901,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
16,159,2902,16,800,BEACH FURNITURE,50,32,BEACH,GONDOLA
16,157,2903,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
16,159,2904,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
17,171,2906,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
26,309,2908,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
76,191,2911,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
20,215,2914,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
17,171,2915,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
17,172,2916,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
17,171,2917,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
3,101,2920,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
4,36,2928,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,310,2929,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,285,2931,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,167,2945,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
9,109,2946,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
60,476,2947,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
57,484,2948,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
57,448,2950,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
57,448,2951,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,460,2952,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
16,160,2953,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
17,173,2954,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
9,108,2962,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
9,108,2963,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
17,163,2965,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
20,215,2966,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,109,2987,16,800,BEACH FURNITURE,34,28,BEACH,GONDOLA
56,511,2989,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
7,82,2991,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
60,471,3053,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
7,506,3056,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
7,506,3057,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
14,15,3075,16,800,BEACH FURNITURE,34,36,BEACH,GONDOLA
76,292,3077,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
17,175,3078,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
56,454,3081,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
57,446,3087,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
7,86,3106,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
7,506,3107,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
16,157,3114,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
14,15,3119,16,800,BEACH FURNITURE,34,32,BEACH,GONDOLA
17,577,3159,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
9,553,3163,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
57,446,3180,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
26,296,3182,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
3,112,3197,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
16,159,3200,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
3,94,3207,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
22,165,3212,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
75,288,3214,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
75,289,3216,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
75,288,3219,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,35,3222,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
76,231,3228,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
12,123,3234,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,553,3235,16,800,BEACH FURNITURE,34,24,BEACH,WAREHOUSE RACK
22,178,3236,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
75,312,3243,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
58,464,3248,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
22,166,3252,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
56,392,3254,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,288,3265,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,178,3266,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
58,445,3276,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
7,77,3279,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
57,470,3290,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
17,174,3291,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
17,176,3292,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
6,64,3296,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
6,60,3298,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
17,161,3301,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
26,298,3305,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
14,97,3307,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,101,3308,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
3,98,3309,16,800,BEACH FURNITURE,50,32,BEACH,GONDOLA
3,94,3310,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
9,553,3311,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
76,191,3332,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
22,165,3337,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
22,165,3339,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
9,116,3347,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
9,107,3348,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
9,118,3349,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
4,36,3367,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,115,3370,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
26,309,3371,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,111,3372,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,118,3387,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
7,87,3391,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
9,553,3397,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
16,156,3409,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,232,3412,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
3,104,3415,16,800,BEACH FURNITURE,34,32,BEACH,GONDOLA
9,105,3417,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
3,112,3418,16,800,BEACH FURNITURE,34,32,BEACH,GONDOLA
17,172,3420,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
22,558,3422,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
6,63,3425,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
5,48,3431,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
14,15,3439,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
17,577,3443,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
56,452,3455,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
2,24,3462,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,114,3463,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
58,462,3464,16,800,BEACH FURNITURE,34,36,BEACH,GONDOLA
17,175,3469,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
9,115,3474,16,800,BEACH FURNITURE,34,20,BEACH,GONDOLA
22,167,3475,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
57,465,3477,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
57,470,3478,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
20,311,3480,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
75,282,3481,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
14,14,3484,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
75,281,3489,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,282,3490,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
16,184,3491,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
56,452,3493,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
58,459,3494,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
6,60,3500,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,167,3501,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
26,308,3503,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
6,62,3510,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
60,474,3511,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,458,3516,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
17,577,3520,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
57,484,3522,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
3,104,3526,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,107,3527,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
60,467,3531,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
16,157,3535,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
60,467,3537,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,92,3538,16,800,BEACH FURNITURE,34,24,BEACH,GONDOLA
22,167,3541,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
17,163,3545,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
17,173,3546,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
17,173,3548,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
16,184,3549,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
16,160,3560,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
16,160,3561,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
17,577,3562,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
22,168,3563,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
22,170,3564,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
2,30,3570,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
6,62,3572,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
76,286,3573,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
13,68,3585,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
56,455,3587,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
13,68,3591,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,109,3625,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
2,21,3627,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,234,3633,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,232,3634,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,289,3644,16,800,BEACH FURNITURE,50,28,BEACH,GONDOLA
57,446,3650,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
12,119,3659,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
29,811,3693,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
26,302,3701,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
3,98,3702,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
56,453,3708,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
29,811,3716,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
75,293,3720,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
57,394,3728,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
56,392,3729,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
20,227,3738,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
60,476,3742,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
2,26,3748,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
60,473,3754,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
60,471,3757,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,281,3780,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,91,3782,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
14,14,3785,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
60,514,3794,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
17,577,3795,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
58,462,3796,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
46,371,3799,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
22,284,3802,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
17,173,3803,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
22,168,3810,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
47,433,3823,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
26,302,3825,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
22,178,3830,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
75,288,3831,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
12,119,3835,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
20,227,3838,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,285,3843,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
60,467,3850,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,108,3858,16,800,BEACH FURNITURE,34,28,BEACH,GONDOLA
26,302,3864,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
2,18,3874,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
19,200,3876,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
3,93,3877,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
57,470,3883,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
6,80,3886,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
9,115,3887,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
7,86,3888,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
26,299,3889,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
56,400,3897,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,458,3947,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
9,105,4063,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
75,289,4064,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
4,300,4065,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
57,465,4101,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
6,569,4112,16,800,BEACH FURNITURE,50,28,BEACH,GONDOLA
41,256,4118,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
57,465,4132,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
17,175,4153,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
16,181,4156,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,110,4161,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
7,506,4162,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,466,4171,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
6,84,4194,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
58,365,4203,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
7,82,4219,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
56,392,4239,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
26,297,4250,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
75,291,4258,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,107,4260,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
3,89,4262,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
4,300,4273,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
26,305,4274,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
13,134,4295,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
9,553,4303,16,800,BEACH FURNITURE,34,40,BEACH,GONDOLA
14,8,4318,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
58,365,4325,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
14,13,4330,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
9,90,4332,16,800,BEACH FURNITURE,34,28,BEACH,GONDOLA
14,1,4333,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
4,294,4334,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
58,445,4340,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
75,287,4350,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
57,396,4356,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
3,93,4368,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
22,285,4378,16,800,BEACH FURNITURE,50,20,BEACH,GONDOLA
40,333,4381,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
19,197,4383,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
4,36,4384,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
16,156,4387,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
58,445,4392,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
76,280,4423,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
14,97,4427,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
12,149,4435,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
19,201,4439,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,41,4440,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
3,98,4444,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
9,107,4446,16,800,BEACH FURNITURE,50,32,BEACH,GONDOLA
22,558,4456,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
4,38,4457,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
26,299,4458,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
26,301,4459,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
42,324,4460,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
75,290,4476,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
26,308,4477,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
26,297,4484,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
56,451,4488,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
26,299,4499,16,800,BEACH FURNITURE,50,32,BEACH,GONDOLA
20,235,4501,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
4,41,4506,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
14,97,4520,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
4,41,4521,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
58,365,4543,16,800,BEACH FURNITURE,50,4,BEACH,GONDOLA
4,29,4556,16,800,BEACH FURNITURE,50,24,BEACH,GONDOLA
26,299,4564,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
54,379,4567,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
9,91,4588,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
4,37,4664,16,800,BEACH FURNITURE,34,24,BEACH,GONDOLA
13,131,4679,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
3,112,4681,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
13,130,4683,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
22,167,4687,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
3,111,4690,16,800,BEACH FURNITURE,34,16,BEACH,GONDOLA
75,315,4697,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
22,178,5012,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
13,125,5022,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
58,458,5023,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
19,207,5029,16,800,BEACH FURNITURE,50,16,BEACH,GONDOLA
58,464,5032,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
9,105,5034,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
9,116,5035,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
3,112,5036,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
3,98,5037,16,800,BEACH FURNITURE,34,16,BEACH,WAREHOUSE RACK
22,284,5039,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
20,227,5040,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
22,558,5047,16,800,BEACH FURNITURE,50,32,BEACH,WAREHOUSE RACK
3,98,5054,16,800,BEACH FURNITURE,34,24,BEACH,WAREHOUSE RACK
9,105,5055,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
26,309,5063,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
20,214,5066,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
57,465,5072,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
58,460,5075,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
16,179,5076,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
17,577,5077,16,800,BEACH FURNITURE,50,36,BEACH,GONDOLA
13,143,5079,16,800,BEACH FURNITURE,34,16,BEACH,WAREHOUSE RACK
4,37,5087,16,800,BEACH FURNITURE,34,32,BEACH,WAREHOUSE RACK
17,163,5095,16,800,BEACH FURNITURE,50,16,BEACH,WAREHOUSE RACK
58,463,5096,16,800,BEACH FURNITURE,50,40,BEACH,GONDOLA
22,166,5103,16,800,BEACH FURNITURE,50,12,BEACH,GONDOLA
76,286,5105,16,800,BEACH FURNITURE,50,8,BEACH,WAREHOUSE RACK
17,176,5111,16,800,BEACH FURNITURE,50,24,BEACH,WAREHOUSE RACK
6,60,5116,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
53,438,5127,16,800,BEACH FURNITURE,50,8,BEACH,GONDOLA
