Store #,City,State,BU,Region,Market,Upstream Node,Max Packages, Launch Week, Launch Date:,Van Launch,# of Vans
2176,JUPITER,FL,SOUTHEAST,9,107,FL9,250,Wk.26,7/30/25,,
2189,RENO,NV,WEST,56,392,NV1,80,Wk.27,8/6/25,,
2218,FOOTHILL RANCH,CA,WEST,58,466,LAX1,210,Wk.29,8/20/25,,
2222,TEWKSBURY,MA,EAST,16,157,PHL5,380,Wk.26,7/30/25,,
2225,NORTH SMITHFIELD,RI,EAST,17,161,PHL5,359,Wk.29,8/20/25,,
2237,LEHIGH ACRES,FL,SOUTHEAST,9,118,FL9,230,Wk.26,7/30/25,,
2251,CITY OF INDUSTRY,CA,WEST,57,484,LAX1,290,Wk.29,8/20/25,,
2253,EL CAJON,CA,WEST,58,458,LAX1,180,Wk.29,8/20/25,,
2262,ONEONTA,NY,EAST,17,190,PHL5,84,Wk.29,8/20/25,,
2279,GLEN BURNIE,MD,EAST,75,282,PHL5,590,Wk.26,7/30/25,,
2331,WATERFORD,CT,EAST,17,162,PHL5,237,Wk.29,8/20/25,,
2334,LANCASTER,PA,EAST,22,233,NJ9,380,Wk.26,7/30/25,,
2336,PLYMOUTH,MA,EAST,16,159,PHL5,149,Wk.29,8/20/25,,
2341,QUINCY,MA,EAST,16,159,PHL5,525,Wk.29,8/20/25,,
2365,MOUNT POCONO,PA,EAST,17,174,NJ9,200,Wk.26,7/30/25,,
2480,HONESDALE,PA,EAST,17,226,NJ9,120,Wk.26,7/30/25,,
2494,OCEANSIDE,CA,WEST,58,460,LAX1,350,Wk.29,8/20/25,,
2568,PANORAMA CITY,CA,WEST,57,446,LAX1,531,Wk.29,8/20/25,,
2588,NORTH VERSAILLES,PA,NORTH,20,227,PHL5,767,Wk.29,8/20/25,,
2609,LAKEWOOD,CA,WEST,57,465,LAX1,280,Wk.29,8/20/25,,
2716,CEDAR RAPIDS,IA,WEST,52,415,IL9,110,Wk.27,8/6/25,,
2727,FLORIDA CITY,FL,SOUTHEAST,9,110,FL9,270,Wk.26,7/30/25,,
2857,KANSAS CITY,MO,NORTH,40,360,ORD1,160,Wk.27,8/6/25,,
2871,CINNAMINSON,NJ,EAST,22,558,NJ9,390,Wk.26,7/30/25,,
2945,PARKESBURG,PA,EAST,22,167,NJ9,185,Wk.26,7/30/25,,
2946,FORT LAUDERDALE,FL,SOUTHEAST,9,109,FL9,340,Wk.26,7/30/25,,
2950,PALMDALE,CA,WEST,57,448,LAX1,140,Wk.29,8/20/25,,
2955,KANSAS CITY,MO,NORTH,40,362,ORD1,230,Wk.27,8/6/25,,
3247,DELAVAN,WI,NORTH,53,442,IL9,140,Wk.26,7/30/25,,
3277,RENO,NV,WEST,56,392,NV1,50,Wk.27,8/6/25,,
3308,MIDDLEBURG,FL,SOUTHEAST,3,101,FL9,150,Wk.26,7/30/25,,
3339,VINELAND,NJ,EAST,22,165,NJ9,230,Wk.26,7/30/25,,
3347,WINTER HAVEN,FL,SOUTHEAST,9,116,FL9,300,Wk.26,7/30/25,,
3397,MIAMI GARDENS,FL,SOUTHEAST,9,553,FL9,380,Wk.26,7/30/25,,
3460,PEORIA,IL,NORTH,25,278,IL9,130,Wk.27,8/6/25,,
3516,CHULA VISTA,CA,WEST,58,458,LAX1,177,Wk.29,8/20/25,,
3538,MELBOURNE,FL,SOUTHEAST,9,92,FL9,310,Wk.26,7/30/25,,
3541,KENNETT SQUARE,PA,EAST,22,167,NJ9,300,Wk.26,7/30/25,,
3562,SADDLE BROOK,NJ,EAST,17,577,NJ9,1220,Wk.26,7/30/25,,
3738,NATRONA HEIGHTS,PA,NORTH,20,227,PHL5,354,Wk.29,8/20/25,,
3762,WEST DES MOINES,IA,WEST,52,413,IL9,190,Wk.27,8/6/25,,
3771,PHOENIX,AZ,SOUTHWEST,46,371,PHX1,200,Wk.27,8/6/25,,
3795,NORTH BERGEN,NJ,EAST,17,577,NJ9,920,Wk.26,7/30/25,,
3893,ZION,IL,NORTH,25,269,IL9,160,Wk.26,7/30/25,,
4132,DOWNEY,CA,WEST,57,465,LAX1,400,Wk.29,8/20/25,,
4239,RENO,NV,WEST,56,392,NV1,60,Wk.27,8/6/25,,
4387,WORCESTER,MA,EAST,16,156,PHL5,401,Wk.29,8/20/25,,
4511,SILVIS,IL,NORTH,25,279,IL9,290,Wk.27,8/6/25,,
4553,KANSAS CITY,MO,NORTH,40,361,ORD1,59,Wk.27,8/6/25,,
4643,BADEN,PA,NORTH,20,229,PHL5,295,Wk.29,8/20/25,,
4644,MOON TOWNSHIP,PA,NORTH,20,227,PHL5,354,Wk.29,8/20/25,,
5023,NATIONAL CITY,CA,WEST,58,458,LAX1,410,Wk.29,8/20/25,,
5090,DE PERE,WI,NORTH,53,440,IL9,140,Wk.27,8/6/25,,
5134,BAKERSFIELD,CA,WEST,57,447,LAX1,310,Wk.29,8/20/25,,
5154,ROSEMEAD,CA,WEST,57,484,LAX1,413,Wk.29,8/20/25,,
5214,KISSIMMEE,FL,SOUTHEAST,9,90,FL9,290,Wk.26,7/30/25,,
5239,BECHTELSVILLE,PA,EAST,22,167,NJ9,230,Wk.26,7/30/25,,
5264,OSPREY,FL,SOUTHEAST,9,115,FL9,250,Wk.26,7/30/25,,
5299,CLERMONT,FL,SOUTHEAST,3,89,FL9,350,Wk.26,7/30/25,,
5326,OCALA,FL,SOUTHEAST,3,93,FL9,170,Wk.26,7/30/25,,
5686,BURBANK,CA,WEST,57,448,LAX1,295,Wk.29,8/20/25,,
5727,BRADENTON,FL,SOUTHEAST,9,115,FL9,440,Wk.26,7/30/25,,
5748,GRIMES,IA,WEST,52,414,IL9,260,Wk.27,8/6/25,,
5772,LECANTO,FL,SOUTHEAST,3,95,FL9,210,Wk.26,7/30/25,,
5888,CAMP HILL,PA,EAST,22,234,PHL5,420,Wk.29,8/20/25,,
5911,BOYNTON BEACH,FL,SOUTHEAST,9,108,FL9,200,Wk.26,7/30/25,,
5932,PEMBROKE PINES,FL,SOUTHEAST,9,109,FL9,370,Wk.26,7/30/25,,
6964,HORN LAKE,MS,SOUTHEAST,11,144,MEM1,140,Wk.29,8/20/25,,
