STORE,Effective Week,D3 C70 Moving Ftg,D3 C231 Soho Ftg,D12 C72 Moving Ftg,D12 Flooring Ftg
4285,37,0,20,16,0
4286,37,0,20,24,0
4288,37,0,20,20,0
4295,37,0,20,20,0
4298,37,0,20,28,0
4299,37,0,12,24,0
4303,37,0,12,12,0
4309,37,0,20,20,0
4317,37,28,0,0,0
4318,37,0,20,20,0
4321,37,0,20,16,0
4322,37,0,12,8,0
4323,37,0,20,24,0
4325,37,0,20,24,0
4330,37,0,12,20,0
4332,37,0,20,28,0
4333,37,0,20,28,0
4334,37,0,20,20,0
4335,37,0,20,24,0
4336,37,0,20,20,0
4337,37,28,0,0,0
4340,37,0,20,32,0
4341,37,0,12,20,0
4348,37,0,20,20,8
4350,37,0,12,20,0
4352,37,0,20,32,0
4355,37,0,12,20,0
4356,37,0,20,20,0
4358,37,0,20,32,0
4359,37,0,20,24,0
4365,37,0,12,12,0
4368,37,0,20,8,0
4370,37,0,20,16,0
4372,37,12,0,0,0
4374,37,0,12,16,0
4377,37,0,12,20,0
4378,37,0,20,20,8
4381,37,0,12,12,0
4383,37,0,12,20,0
4384,37,0,12,24,0
4387,37,0,20,8,0
4389,37,20,0,0,0
4392,37,0,0,8,0
4393,37,0,20,20,0
4394,37,0,20,32,0
4395,37,0,20,8,0
4399,37,0,12,16,0
4403,37,0,12,8,0
4404,37,0,12,16,0
4405,37,0,20,12,0
4407,37,0,20,16,0
4409,37,0,20,16,0
4410,37,0,20,8,0
4412,37,0,20,24,0
4414,37,0,12,20,0
4416,37,0,20,12,0
4417,37,28,0,0,0
4420,37,0,20,20,0
4423,37,0,20,28,0
4424,37,0,20,16,0
4427,37,0,20,12,0
4428,37,0,20,16,0
4430,37,0,20,32,0
4435,37,0,20,8,0
4436,37,0,20,12,0
4438,37,0,20,32,0
4439,37,0,20,20,0
4440,37,0,20,32,0
4444,37,32,0,0,0
4446,37,0,20,20,0
4450,37,36,0,0,0
4451,37,32,0,0,0
4456,37,0,20,32,8
4457,37,0,12,20,0
4458,37,0,20,16,0
4459,37,0,20,16,0
4460,37,0,20,32,0
4461,37,0,12,20,0
4471,37,0,12,12,0
4472,37,0,20,12,0
4474,37,36,0,0,0
4475,37,0,20,16,0
4476,37,0,20,12,0
4477,37,0,20,16,0
4479,37,0,20,12,0
4482,37,0,20,32,0
4483,37,0,20,24,0
4484,37,0,20,28,0
4487,37,0,20,12,0
4488,37,0,20,20,0
4497,37,0,12,8,0
4499,37,0,20,20,0
4501,37,0,12,8,0
4503,37,0,20,24,0
4506,37,0,12,20,0
4508,37,0,20,12,8
4509,37,0,20,20,0
4511,37,0,20,16,0
4512,37,0,12,24,0
4514,37,0,20,12,0
4520,37,0,20,32,0
4521,37,0,20,12,0
4526,37,0,12,16,0
4529,37,0,20,20,0
4531,37,0,20,16,0
4533,37,0,20,20,0
4538,37,0,20,32,0
4540,37,0,20,12,0
4543,37,0,12,20,0
4553,37,0,20,20,0
4554,37,24,0,0,0
4556,37,0,20,24,0
4557,37,0,20,24,0
4558,37,0,20,20,0
4564,37,0,12,16,0
4567,37,0,20,32,0
4568,37,0,12,20,0
4569,37,0,12,8,0
4570,37,0,20,16,0
4574,37,0,0,8,0
4581,37,20,0,0,0
4583,37,0,20,12,0
4588,37,0,20,28,0
4590,37,0,20,8,0
4593,37,0,20,24,0
4594,37,0,12,12,0
4597,37,0,20,16,0
4599,37,0,20,32,0
4600,37,32,0,0,0
4601,37,0,20,32,0
4606,37,0,12,20,0
4609,37,0,20,12,0
4611,37,0,20,16,0
4612,37,36,0,0,0
4615,37,0,20,24,0
4616,37,0,20,12,0
4623,37,0,20,12,0
4627,37,0,20,32,0
4631,37,0,20,12,0
4635,37,0,20,24,0
4636,37,20,0,0,0
4637,37,0,20,32,0
4638,37,0,20,8,0
4639,37,0,20,16,0
4641,37,0,12,20,0
4643,37,0,12,24,0
4644,37,0,12,20,0
4653,37,0,20,20,0
4660,37,28,0,0,0
4664,37,0,20,24,0
4677,37,0,20,24,0
4678,37,0,20,12,0
4679,37,0,20,12,0
4681,37,0,20,32,0
4682,37,0,20,8,0
4683,37,0,20,8,0
4687,37,0,20,16,0
4689,37,0,20,32,0
4690,37,0,12,8,0
4695,37,0,20,16,0
4696,37,20,0,0,0
4697,37,0,20,16,0
4699,37,0,12,20,0
4734,37,0,20,12,0
4849,37,0,20,16,0
4865,37,0,12,0,0
5003,37,16,0,0,0
5010,37,0,0,0,0
5012,37,0,20,8,0
5022,37,0,20,0,0
5023,37,0,20,8,0
5025,37,0,20,8,0
5027,37,0,20,20,0
5028,37,0,20,28,0
5029,37,0,20,28,0
5030,37,0,20,28,0
5031,37,0,20,24,0
5032,37,0,20,20,0
5033,37,0,20,12,0
5034,37,0,0,8,0
5035,37,0,20,32,0
5036,37,0,20,20,0
5037,37,24,0,0,0
5039,37,0,20,32,0
5040,37,0,20,20,0
5041,37,0,20,32,0
5044,37,24,0,0,0
5045,37,0,12,0,0
5046,37,0,20,32,0
5047,37,0,20,24,0
5048,37,0,20,20,0
5049,37,0,20,20,0
5051,37,0,20,32,0
5054,37,0,20,28,0
5055,37,0,20,28,0
5056,37,0,20,12,0
5057,37,0,20,16,0
5058,37,0,20,16,0
5060,37,0,20,24,0
5063,37,0,20,32,0
5064,37,0,12,16,0
5065,37,0,20,8,0
5066,37,0,20,8,0
5070,37,0,20,20,0
5071,37,28,0,0,0
5072,37,0,20,32,0
5073,37,0,20,12,0
5075,37,0,20,20,0
5076,37,0,12,20,0
5077,37,0,20,20,0
5078,37,0,20,12,0
5079,37,0,20,20,0
5080,37,0,20,24,0
5082,37,0,20,20,0
5085,37,0,20,32,0
5087,37,0,12,24,0
5088,37,0,20,12,0
5089,37,0,20,20,0
5090,37,0,20,32,0
5091,37,0,20,32,0
5092,37,28,0,0,0
5095,37,0,20,16,0
5096,37,0,12,24,0
5097,37,0,8,20,0
5099,37,0,20,32,0
5101,37,0,12,32,0
5103,37,0,12,20,0
5104,37,0,20,16,0
5105,37,0,12,16,0
5111,37,0,20,20,0
5113,37,0,12,12,0
5115,37,0,20,16,0
5116,37,0,12,24,0
5117,37,0,20,20,0
5118,37,0,20,24,0
5123,37,0,20,32,0
5124,37,0,20,12,0
5126,37,0,12,24,8
5127,37,0,20,16,0
5129,37,0,20,20,0
5130,37,0,20,28,0
5131,37,0,20,16,0
5133,37,0,20,28,0
5134,37,0,20,32,0
5136,37,0,20,28,0
5137,37,0,20,32,0
5139,37,0,20,16,0
5140,37,0,20,20,0
5141,37,0,20,20,0
5142,37,0,20,16,0
5144,37,0,20,20,0
5145,37,0,12,20,0
5146,37,0,20,24,0
5147,37,0,20,28,0
5150,37,0,20,32,0
5151,37,0,20,16,0
5152,37,0,20,32,0
5154,37,0,20,32,0
5155,37,0,20,32,0
5156,37,0,20,32,0
5157,37,0,20,8,0
5159,37,0,20,16,0
5160,37,0,20,12,0
5162,37,0,20,32,0
5165,37,0,20,20,0
5166,37,0,20,12,8
5167,37,0,20,20,0
5168,37,0,12,8,0
5170,37,0,12,12,0
5172,37,0,20,20,0
5173,37,24,0,0,0
5174,37,20,0,0,0
5175,37,0,20,16,0
5178,37,0,20,16,0
5184,37,0,20,16,0
5185,37,0,20,8,0
5186,37,0,12,16,0
5189,37,0,0,12,0
5190,37,0,20,20,0
5191,37,0,20,32,0
5192,37,0,20,8,0
5193,37,0,20,16,0
5196,37,0,20,20,0
5197,37,0,12,20,0
5199,37,0,12,12,0
5200,37,0,20,20,0
5201,37,0,20,24,0
5202,37,0,12,8,0
5203,37,0,12,12,0
5210,37,0,20,16,0
5211,37,0,20,28,0
5214,37,0,20,8,0
5215,37,0,20,20,0
5216,37,0,20,16,0
5218,37,0,20,32,0
5219,37,0,12,20,0
5220,37,0,20,32,0
5227,37,0,20,24,0
5228,37,0,20,24,0
5229,37,0,20,20,0
5231,37,0,20,20,0
5232,37,0,20,32,0
5233,37,0,20,24,0
5234,37,0,20,32,0
5235,37,0,20,12,0
5236,37,0,20,8,0
5239,37,0,12,20,0
5240,37,0,20,20,0
5241,37,0,12,28,0
5242,37,0,20,8,0
5244,37,0,20,20,0
5245,37,0,20,28,0
5246,37,0,20,20,0
5247,37,0,20,24,0
5250,37,0,20,32,0
5251,37,0,20,8,0
5252,37,0,20,32,0
5253,37,0,20,28,0
5254,37,0,20,24,0
5260,37,0,20,28,0
5261,37,0,12,20,0
5262,37,32,0,0,0
5263,37,0,20,16,0
5264,37,0,0,8,0
5266,37,0,12,32,0
5270,37,0,20,32,0
5272,37,0,20,32,0
5273,37,0,12,0,0
5274,37,0,20,32,0
5275,37,0,20,32,0
5276,37,0,20,24,0
5278,37,0,20,24,0
5280,37,0,20,16,0
5281,37,0,20,32,0
5282,37,0,20,24,0
5285,37,0,20,12,0
5287,37,0,20,20,0
5288,37,0,20,20,0
5292,37,0,20,16,0
5293,37,20,0,0,0
5294,37,0,20,24,0
5295,37,0,20,32,0
5296,37,0,20,16,8
5298,37,0,20,24,0
5299,37,0,12,32,0
5300,37,0,12,24,0
5301,37,0,0,8,0
5303,37,20,0,0,0
5305,37,0,20,20,0
5307,37,0,20,20,0
5309,37,0,20,16,0
5311,37,0,20,24,0
5312,37,0,20,20,0
5313,37,0,20,20,0
5315,37,0,0,0,0
5316,37,0,20,32,0
5317,37,0,20,20,0
5319,37,0,20,24,0
5320,37,0,20,12,0
5325,37,0,12,28,0
5326,37,0,12,32,0
5329,37,0,20,32,0
5330,37,0,12,8,0
5331,37,0,20,12,0
5334,37,0,20,24,0
5335,37,0,20,8,0
5337,37,36,0,0,0
5338,37,0,20,32,0
5340,37,0,20,12,0
5341,37,0,20,8,0
5342,37,0,20,24,0
5343,37,0,20,32,0
5344,37,28,0,0,0
5345,37,28,0,0,0
5346,37,0,12,20,0
5347,37,0,12,20,0
5348,37,0,12,12,0
5350,37,24,0,0,0
5352,37,0,20,16,0
5355,37,0,20,12,0
5356,37,0,12,24,0
5358,37,0,20,32,0
5359,37,0,20,32,0
5360,37,0,12,8,0
5361,37,0,20,32,0
5363,37,0,20,16,0
5368,37,0,20,32,0
5369,37,0,20,20,0
5370,37,0,20,20,0
5373,37,0,20,16,0
5374,37,0,20,20,0
5376,37,0,20,8,0
5379,37,0,12,8,0
5381,37,0,12,28,0
5382,37,0,20,32,0
5384,37,0,20,28,8
5385,37,0,20,8,0
5386,37,0,20,24,0
5387,37,0,20,16,0
5388,37,0,20,20,0
5389,37,0,20,20,0
5390,37,0,20,24,0
5391,37,0,20,24,0
5392,37,0,8,8,0
5394,37,0,20,24,0
5396,37,0,20,16,0
5397,37,0,20,8,0
5398,37,0,20,20,0
5399,37,0,20,20,0
5402,37,8,0,0,0
5403,37,0,12,20,0
5409,37,0,20,16,0
5410,37,0,20,20,0
5411,37,0,12,8,0
5414,37,0,12,20,0
5416,37,0,20,28,0
5417,37,0,20,28,0
5418,37,0,20,20,0
5419,37,36,0,0,0
5420,37,0,20,24,0
5422,37,0,12,8,0
5424,37,0,20,16,0
5425,37,0,20,24,0
5426,37,0,20,20,0
5428,37,0,20,32,0
5429,37,36,0,0,0
5430,37,24,0,0,0
5432,37,0,12,20,0
5433,37,0,12,8,0
5434,37,0,20,32,0
5435,37,0,12,24,0
5436,37,0,20,20,0
5438,37,0,20,16,0
5439,37,0,20,20,0
5440,37,0,20,32,0
5441,37,0,20,12,0
5442,37,0,20,12,0
5443,37,0,20,24,0
5444,37,0,12,24,0
5445,37,0,20,16,0
5446,37,0,20,16,0
5447,37,0,12,20,0
5448,37,0,20,12,0
5449,37,0,20,8,0
5450,37,0,12,24,8
5455,37,0,20,12,0
5458,37,0,20,8,0
5460,37,0,20,24,0
5461,37,0,20,32,0
5462,37,0,20,32,0
5463,37,0,20,20,0
5466,37,0,12,28,0
5469,37,0,20,12,0
5470,37,0,12,8,0
5471,37,0,20,16,0
5472,37,0,20,16,0
5476,37,0,20,16,0
5477,37,0,20,20,0
5479,37,0,20,20,0
5480,37,0,20,28,0
5481,37,0,20,20,0
5482,37,0,20,20,0
5483,37,32,0,0,0
5485,37,0,20,12,0
5486,37,0,20,20,0
5487,37,0,20,16,0
5488,37,0,20,24,0
5489,37,0,20,20,0
5491,37,28,0,0,0
5492,37,0,20,16,0
5494,37,0,20,20,0
5495,37,0,20,20,0
5497,37,0,20,32,0
5498,37,20,0,0,0
5499,37,0,20,20,0
5612,37,0,20,20,0
5616,37,0,20,24,0
5617,37,24,0,0,0
5626,37,0,20,32,0
5628,37,0,20,20,0
5629,37,0,12,8,0
5632,37,0,12,20,0
5641,37,0,12,20,0
5644,37,0,20,32,0
5649,37,0,20,16,0
5667,37,0,20,8,0
5668,37,12,0,0,0
5669,37,0,12,12,0
5671,37,0,20,20,0
5672,37,0,20,20,0
5673,37,0,20,20,0
5676,37,0,8,12,0
5686,37,0,20,32,0
5697,37,0,0,0,0
5701,37,0,20,20,0
5703,37,0,20,20,0
5705,37,0,12,20,0
5706,37,0,20,20,0
5707,37,0,20,32,0
5709,37,0,20,8,0
5710,37,0,8,20,0
5713,37,0,20,32,0
5717,37,0,20,12,0
5727,37,0,12,24,0
5728,37,0,20,20,0
5731,37,0,12,16,0
5732,37,0,20,12,0
5735,37,0,20,32,0
5743,37,0,20,28,0
5745,37,0,20,16,0
5747,37,0,20,16,0
5748,37,0,20,16,0
5751,37,0,12,20,0
5752,37,0,12,12,0
5753,37,20,0,0,0
5761,37,16,0,0,0
5763,37,0,20,28,0
5764,37,0,20,32,0
5766,37,36,0,0,0
5768,37,20,0,0,0
5772,37,0,12,24,0
5777,37,0,12,8,0
5779,37,0,12,8,0
5786,37,0,12,16,0
5787,37,0,20,12,0
5793,37,0,0,0,0
5795,37,0,20,12,0
5797,37,0,8,20,0
5799,37,0,20,28,0
5802,37,0,0,0,0
5803,37,0,0,0,0
5806,37,0,20,24,0
5807,37,16,0,0,0
5808,37,0,20,20,0
5809,37,0,20,12,0
5810,37,0,20,16,0
5812,37,0,12,12,0
5814,37,0,20,20,0
5823,37,0,20,32,0
5835,37,0,12,24,0
5839,37,0,12,20,0
5841,37,0,20,32,0
5842,37,0,12,20,0
5843,37,0,20,20,0
5844,37,0,20,16,0
5845,37,20,0,0,0
5847,37,0,12,20,0
5848,37,0,20,32,0
5851,37,0,20,8,0
5853,37,0,20,8,0
5854,37,0,12,20,0
5857,37,0,20,24,0
5858,37,0,20,28,0
5859,37,0,20,20,0
5861,37,0,20,16,0
5864,37,0,20,20,0
5866,37,0,20,32,0
5867,37,20,0,0,0
5869,37,0,20,20,0
5871,37,8,0,0,0
5872,37,12,0,0,0
5874,37,0,12,12,0
5879,37,0,12,24,0
5880,37,28,0,0,0
5881,37,24,0,0,0
5882,37,0,20,28,0
5883,37,0,20,32,0
5884,37,0,20,28,0
5886,37,0,12,20,0
5888,37,0,12,20,0
5889,37,20,0,0,0
5890,37,0,20,24,0
5891,37,8,0,0,0
5893,37,0,20,20,0
5894,37,0,20,32,0
5898,37,0,20,20,0
5911,37,0,12,12,0
5912,37,16,0,0,0
5922,37,32,0,0,0
5927,37,0,12,16,0
5929,37,0,20,20,0
5930,37,20,0,0,0
5932,37,0,20,28,0
5935,37,0,20,24,0
5936,37,16,0,0,0
5938,37,0,8,16,0
5944,37,0,12,8,0
5947,37,0,20,32,0
5954,37,24,0,0,0
5956,37,0,20,16,0
5957,37,0,20,16,0
5959,37,0,20,12,0
5964,37,0,20,16,0
5965,37,0,20,8,0
5968,37,0,20,20,0
5969,37,0,12,20,0
5976,37,0,20,16,0
5977,37,0,20,20,0
5987,37,0,20,32,0
5992,37,0,20,16,0
5996,37,0,12,16,0
6173,37,0,12,16,0
6178,37,0,0,0,0
6190,37,0,20,24,8
6286,37,0,20,12,0
6300,37,0,20,32,0
6370,37,0,12,8,0
6392,37,0,12,12,0
6394,37,0,20,12,0
6395,37,0,20,24,0
6397,37,0,20,28,0
6467,37,0,20,16,0
6469,37,0,12,20,0
6476,37,0,12,20,0
6477,37,0,20,12,0
6480,37,0,20,28,0
6576,37,0,20,16,0
6579,37,0,12,16,0
6789,37,0,20,20,0
6807,37,0,20,20,0
6878,37,0,20,16,0
6879,37,0,20,32,0
6887,37,0,20,20,0
6898,37,0,20,28,0
6929,37,0,20,16,0
6931,37,0,20,20,0
6932,37,0,20,20,0
6951,37,0,12,24,8
6952,37,0,20,20,0
6958,37,0,20,32,0
6963,37,0,20,32,0
6964,37,0,12,16,0
6978,37,0,20,8,0
6998,37,0,12,20,0
7009,37,0,20,12,0
7020,37,0,20,20,0
7032,37,0,20,16,0
7087,37,0,20,16,0
7129,37,0,12,20,0
7156,37,20,0,0,0
7178,37,0,20,20,0
7179,37,0,20,16,0
7181,37,0,12,16,0
7185,37,0,20,16,0
7188,37,20,0,0,0
7194,37,20,0,0,0
7199,37,0,20,16,0
7238,37,0,8,20,0
7243,37,0,12,20,0
7245,37,0,12,12,0
7246,37,0,12,16,0
7247,37,0,12,20,8
7249,37,24,0,0,0
7254,37,0,0,0,0
7256,37,0,0,0,0
7259,37,0,0,0,0
7260,37,0,0,0,0
7261,37,0,0,0,0
7263,37,0,0,0,0
7266,37,0,0,0,0
7280,37,0,20,8,0
7281,37,0,20,24,0
7290,37,0,20,12,0
7294,37,0,20,20,0
7301,37,0,0,16,0
7324,37,0,20,16,0
7326,37,0,20,8,0
8331,37,0,20,24,0
8930,37,20,0,0,0
