sn,Procedure,Equipment,Compliance,Compliance2,Compliance3,Compliance4,Operational,Operational2,Operational3,Operational4
5346,1,1,1,1,1,1,1,0,1,1
5348,1,1,1,0,0,1,1,0,0,1
5352,1,1,1,1,1,1,1,1,1,1
5355,1,1,1,1,1,1,1,1,1,1
5358,1,1,1,1,1,1,1,1,1,1
5359,1,1,1,1,1,1,1,1,1,1
5361,1,1,1,1,1,1,1,1,1,1
5363,1,1,1,1,1,1,1,1,1,1
5368,1,1,1,1,0,1,1,1,0,1
5369,1,1,0,1,1,1,0,1,1,1
5370,1,1,1,1,1,1,1,1,1,1
5373,1,1,1,1,1,0,1,1,1,0
5374,1,1,1,1,1,1,1,1,1,1
5376,1,1,1,1,1,0,1,1,1,0
5379,1,1,1,1,1,1,1,1,1,1
5384,1,1,1,1,1,1,1,1,1,1
5385,1,1,1,1,1,0,1,1,1,0
5386,1,1,1,1,1,1,1,1,1,1
5387,1,1,1,1,1,1,1,1,1,1
5388,1,1,1,1,1,1,1,1,1,1
5389,1,1,1,1,1,1,1,1,1,1
5390,1,1,1,1,1,1,0,1,1,1
5391,1,1,1,1,1,1,1,1,0,1
5392,1,1,1,1,1,1,1,1,1,1
5394,1,1,1,1,1,1,1,1,1,1
5397,1,1,1,1,1,1,1,1,1,1
5398,1,1,1,1,1,1,1,1,1,1
5399,1,1,1,1,1,1,1,1,1,1
5403,1,1,1,1,1,1,1,1,1,1
5409,1,1,1,1,1,1,1,1,1,1
5410,1,1,1,1,1,1,1,1,1,1
5411,1,1,1,1,1,1,1,1,1,1
5416,1,1,1,1,1,1,1,1,1,1
5417,1,0,0,0,1,0,0,0,1,0
5418,1,1,1,1,1,1,1,1,1,1
5419,1,1,0,1,0,1,0,0,0,1
5420,1,1,1,0,1,0,1,0,1,0
5422,1,1,1,1,1,1,1,1,1,1
5424,1,1,1,1,1,1,1,1,1,1
5425,1,1,1,1,1,1,1,1,1,1
5428,1,1,1,1,1,1,1,1,1,1
5430,1,1,1,1,1,1,1,1,1,1
5432,1,1,1,0,1,1,1,0,1,1
5441,1,1,1,1,1,1,1,1,1,1
5442,1,1,1,1,1,1,1,1,1,1
5443,1,1,1,1,1,0,1,1,1,0
5444,1,1,1,1,1,1,0,1,1,1
5445,1,1,1,1,0,0,1,1,0,0
5450,1,1,1,1,1,1,1,1,1,1
5455,1,1,0,0,0,0,0,0,0,0
5458,1,1,1,1,1,1,1,1,1,1
5460,1,1,1,1,1,1,1,1,1,1
5462,1,1,1,1,1,1,1,1,1,1
5463,1,1,1,1,1,1,1,1,1,1
5466,1,1,1,1,1,1,1,1,1,1
5469,1,1,1,1,1,1,1,1,1,1
5470,1,1,1,1,1,1,1,1,1,1
5471,1,1,1,1,1,1,1,1,1,1
5477,1,1,1,1,1,1,1,1,1,1
5479,1,1,1,1,1,1,1,1,0,1
5480,1,1,1,1,1,1,0,1,1,1
5481,0,0,1,0,1,0,1,0,1,0
5482,1,1,1,1,1,1,1,1,1,1
5486,1,1,1,1,1,1,1,1,1,1
5487,1,1,1,0,1,1,1,1,1,1
5488,1,1,0,0,1,1,0,0,1,1
5489,0,1,1,1,1,1,1,1,1,0
5494,1,1,1,1,1,1,1,1,1,1
5497,1,1,1,1,1,1,1,1,1,1
5498,1,1,0,1,1,1,0,1,1,1
5499,0,1,1,1,1,1,1,1,1,1
5612,1,1,1,1,1,1,1,1,1,1
5626,1,1,1,1,1,1,1,1,1,1
5717,1,1,1,1,1,1,1,1,1,1
5728,1,1,1,1,1,1,1,0,1,1
5743,1,1,1,1,1,1,1,1,0,1
5751,1,1,1,1,1,1,1,1,1,1
5806,1,1,1,1,1,1,1,1,1,1
5808,1,1,1,1,1,1,1,1,1,1
5809,1,1,1,1,1,1,1,1,1,1
5841,1,1,1,1,1,1,1,1,1,1
5859,1,1,1,1,1,1,1,1,1,1
5864,1,1,1,1,1,1,1,1,1,1
5922,1,1,1,1,1,1,1,1,1,1
5947,1,1,1,1,1,1,1,1,1,1
6286,1,1,1,1,1,1,1,1,1,1
6300,1,1,1,1,1,1,1,1,1,1
6370,1,1,1,1,0,1,1,1,0,1
6392,1,1,1,0,1,1,1,0,1,1
6397,1,1,0,1,0,1,0,1,0,1
6467,1,1,1,1,1,1,1,1,1,1
6469,1,1,1,1,1,1,1,1,1,1
6476,1,1,1,1,1,1,1,1,1,1
6576,1,1,1,1,1,1,1,1,1,1
6579,1,1,1,1,1,1,1,1,1,1
6789,1,1,1,1,1,1,1,1,1,1
6807,1,0,0,1,0,0,0,0,0,0
6878,1,1,1,1,1,1,1,1,1,1
6879,1,1,1,1,1,1,1,1,1,1
6887,1,1,1,1,1,1,1,1,1,1
6898,1,1,1,1,1,1,1,1,1,1
6929,1,1,1,1,1,1,1,1,1,1
6932,1,1,1,1,1,1,1,1,1,1
6951,1,1,1,1,1,1,1,1,1,1
6952,1,1,1,1,1,1,1,1,1,1
6958,1,1,1,1,1,1,1,1,1,1
6963,1,1,1,1,1,1,1,1,1,1
6964,1,1,1,1,1,1,1,1,1,1
6978,1,1,1,0,1,1,1,0,1,1
7009,1,1,1,1,0,1,1,1,1,1
7020,0,0,0,0,0,0,0,0,0,0
7032,1,1,1,1,1,1,1,1,1,1
7087,1,1,1,1,1,1,1,1,1,1
7156,1,1,1,1,1,1,1,1,1,1
7178,1,1,1,1,1,1,1,1,1,1
7179,1,1,1,1,1,1,1,1,1,1
7185,1,1,1,1,1,1,1,1,1,1
7199,1,1,1,1,1,1,1,1,1,1
7280,1,1,1,1,1,1,1,1,1,1
7281,1,1,1,0,1,1,1,0,1,1
7290,1,1,1,1,1,1,0,1,1,1
7294,1,1,0,1,1,1,0,1,1,1
7301,1,1,1,1,1,1,1,1,1,1
7324,1,1,1,1,1,1,1,1,1,1
7326,0,1,0,1,0,0,0,1,0,0
8331,1,1,1,1,1,1,1,1,1,1
