Store #,Type,City,State,Start Selling Date,Stop Selling Date,Return Type
4381,Walmart,BRANSON,MO,21-Apr,11-Jul,UPS Ground Return
2175,Walmart,BRANSON WEST,MO,21-Apr,11-Jul,UPS Ground Return
1188,Walmart,BRIDGETON,MO,21-Apr,11-Jul,UPS Ground Return
203,Walmart,BROOKFIELD,MO,21-Apr,11-Jul,UPS Ground Return
845,Walmart,BUFFALO,MO,21-Apr,11-Jul,UPS Ground Return
888,Walmart,BUTLER,MO,21-Apr,11-Jul,UPS Ground Return
89,Walmart,CAMDENTON,MO,21-Apr,11-Jul,UPS Ground Return
109,Walmart,CAMERON,MO,21-Apr,11-Jul,UPS Ground Return
188,Walmart,CAPE GIRARDEAU,MO,21-Apr,11-Jul,UPS Ground Return
6479,Sam's Club,CAPE GIRARDEAU,MO,21-Apr,11-Jul,TNT Driver Pickup
914,Walmart,CASSVILLE,MO,21-Apr,11-Jul,UPS Ground Return
2600,Walmart,CHESTERFIELD,MO,21-Apr,11-Jul,UPS Ground Return
6252,Sam's Club,CHESTERFIELD,MO,21-Apr,11-Jul,UPS Ground Return
135,Walmart,CHILLICOTHE,MO,21-Apr,11-Jul,UPS Ground Return
20,Walmart,CLINTON,MO,21-Apr,11-Jul,UPS Ground Return
80,Walmart,COLUMBIA,MO,21-Apr,11-Jul,UPS Ground Return
159,Walmart,COLUMBIA,MO,21-Apr,11-Jul,UPS Ground Return
451,Walmart,COLUMBIA,MO,21-Apr,11-Jul,UPS Ground Return
8163,Sam's Club,COLUMBIA,MO,21-Apr,11-Jul,UPS Ground Return
152,Walmart,DE SOTO,MO,21-Apr,11-Jul,UPS Ground Return
30,Walmart,DEXTER,MO,21-Apr,11-Jul,UPS Ground Return
195,Walmart,EXCELSIOR SPRINGS,MO,21-Apr,11-Jul,UPS Ground Return
37,Walmart,FARMINGTON,MO,21-Apr,11-Jul,UPS Ground Return
337,Walmart,FREDERICKTOWN,MO,21-Apr,11-Jul,UPS Ground Return
51,Walmart,FULTON,MO,21-Apr,11-Jul,UPS Ground Return
1120,Walmart,GLADSTONE,MO,21-Apr,11-Jul,UPS Ground Return
96,Walmart,HARRISONVILLE,MO,21-Apr,11-Jul,UPS Ground Return
326,Walmart,HIGGINSVILLE,MO,21-Apr,11-Jul,UPS Ground Return
313,Walmart,HIGH RIDGE,MO,21-Apr,11-Jul,UPS Ground Return
166,Walmart,HOUSTON,MO,21-Apr,11-Jul,UPS Ground Return
1014,Walmart,INDEPENDENCE,MO,21-Apr,11-Jul,UPS Ground Return
8293,Sam's Club,INDEPENDENCE,MO,21-Apr,11-Jul,UPS Ground Return
122,Walmart,JACKSON,MO,21-Apr,11-Jul,UPS Ground Return
29,Walmart,JEFFERSON CITY,MO,21-Apr,11-Jul,UPS Ground Return
5477,Walmart,JEFFERSON CITY,MO,21-Apr,11-Jul,UPS Ground Return
6505,Sam's Club,JEFFERSON CITY,MO,21-Apr,11-Jul,UPS Ground Return
59,Walmart,JOPLIN,MO,21-Apr,11-Jul,UPS Ground Return
79,Walmart,JOPLIN,MO,21-Apr,11-Jul,UPS Ground Return
6415,Sam's Club,JOPLIN,MO,21-Apr,11-Jul,TNT Driver Pickup
6247,Sam's Club,KANSAS CITY,MO,21-Apr,11-Jul,UPS Ground Return
190,Walmart,KENNETT,MO,21-Apr,11-Jul,UPS Ground Return
189,Walmart,KIRKSVILLE,MO,21-Apr,11-Jul,UPS Ground Return
2694,Walmart,KIRKWOOD,MO,21-Apr,11-Jul,UPS Ground Return
5313,Walmart,LAKE SAINT LOUIS,MO,21-Apr,11-Jul,UPS Ground Return
338,Walmart,LAMAR,MO,21-Apr,11-Jul,UPS Ground Return
573,Walmart,LEES SUMMIT,MO,21-Apr,11-Jul,UPS Ground Return
453,Walmart,MALDEN,MO,21-Apr,11-Jul,UPS Ground Return
1177,Walmart,MANCHESTER,MO,21-Apr,11-Jul,UPS Ground Return
5150,Walmart,MAPLEWOOD,MO,21-Apr,11-Jul,UPS Ground Return
363,Walmart,MARSHALL,MO,21-Apr,11-Jul,UPS Ground Return
78,Walmart,MARSHFIELD,MO,21-Apr,11-Jul,UPS Ground Return
801,Walmart,MARYVILLE,MO,21-Apr,11-Jul,UPS Ground Return
25,Walmart,MEXICO,MO,21-Apr,11-Jul,UPS Ground Return
40,Walmart,MOBERLY,MO,21-Apr,11-Jul,UPS Ground Return
7249,Walmart,MOUNT VERNON,MO,21-Apr,11-Jul,UPS Ground Return
871,Walmart,MOUNTAIN VIEW,MO,21-Apr,11-Jul,UPS Ground Return
17,Walmart,NEOSHO,MO,21-Apr,11-Jul,UPS Ground Return
34,Walmart,NEVADA,MO,21-Apr,11-Jul,UPS Ground Return
2702,Walmart,NIXA,MO,21-Apr,11-Jul,UPS Ground Return
2616,Walmart,O FALLON,MO,21-Apr,11-Jul,UPS Ground Return
2856,Walmart,OAK GROVE,MO,21-Apr,11-Jul,UPS Ground Return
815,Walmart,OSAGE BEACH,MO,21-Apr,11-Jul,UPS Ground Return
354,Walmart,OWENSVILLE,MO,21-Apr,11-Jul,UPS Ground Return
5261,Walmart,PINEVILLE,MO,21-Apr,11-Jul,UPS Ground Return
19,Walmart,POPLAR BLUFF,MO,21-Apr,11-Jul,UPS Ground Return
7127,Walmart,POPLAR BLUFF,MO,21-Apr,11-Jul,UPS Ground Return
173,Walmart,POTOSI,MO,21-Apr,11-Jul,UPS Ground Return
319,Walmart,RAYMORE,MO,21-Apr,11-Jul,UPS Ground Return
8243,Sam's Club,RAYMORE,MO,21-Apr,11-Jul,TNT Driver Pickup
1094,Walmart,RAYTOWN,MO,21-Apr,11-Jul,UPS Ground Return
1009,Walmart,REPUBLIC,MO,21-Apr,11-Jul,UPS Ground Return
325,Walmart,RICHMOND,MO,21-Apr,11-Jul,UPS Ground Return
101,Walmart,ROLLA,MO,21-Apr,11-Jul,UPS Ground Return
560,Walmart,SAINT JOSEPH,MO,21-Apr,11-Jul,UPS Ground Return
2994,Walmart,SAINT JOSEPH,MO,21-Apr,11-Jul,UPS Ground Return
4920,Sam's Club,SAINT JOSEPH,MO,21-Apr,11-Jul,UPS Ground Return
4741,Sam's Club,SAINT LOUIS,MO,21-Apr,11-Jul,UPS Ground Return
648,Walmart,SAINT PETERS,MO,21-Apr,11-Jul,UPS Ground Return
21,Walmart,SAINT ROBERT,MO,21-Apr,11-Jul,UPS Ground Return
27,Walmart,SALEM,MO,21-Apr,11-Jul,UPS Ground Return
219,Walmart,SEDALIA,MO,21-Apr,11-Jul,UPS Ground Return
3061,Walmart,SHREWSBURY,MO,21-Apr,11-Jul,UPS Ground Return
9,Walmart,SIKESTON,MO,21-Apr,11-Jul,UPS Ground Return
86,Walmart,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
138,Walmart,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
179,Walmart,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
444,Walmart,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
2221,Walmart,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
3062,Walmart,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
3111,Walmart,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
3238,Walmart,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
5692,Walmart,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
4985,Sam's Club,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
8296,Sam's Club,SPRINGFIELD,MO,21-Apr,11-Jul,UPS Ground Return
8251,Sam's Club,ST. CHARLES,MO,21-Apr,11-Jul,UPS Ground Return
5427,Walmart,ST. PETERS,MO,21-Apr,11-Jul,UPS Ground Return
837,Walmart,THAYER,MO,21-Apr,11-Jul,UPS Ground Return
60,Walmart,TROY,MO,21-Apr,11-Jul,UPS Ground Return
99,Walmart,UNION,MO,21-Apr,11-Jul,UPS Ground Return
357,Walmart,VERSAILLES,MO,21-Apr,11-Jul,UPS Ground Return
61,Walmart,WARRENSBURG,MO,21-Apr,11-Jul,UPS Ground Return
1021,Walmart,WARRENTON,MO,21-Apr,11-Jul,UPS Ground Return
250,Walmart,WARSAW,MO,21-Apr,11-Jul,UPS Ground Return
267,Walmart,WEBB CITY,MO,21-Apr,11-Jul,UPS Ground Return
4875,Sam's Club,WENTZVILLE,MO,21-Apr,11-Jul,UPS Ground Return
15,Walmart,WEST PLAINS,MO,21-Apr,11-Jul,UPS Ground Return
1468,Walmart,BATESVILLE,MS,21-Apr,11-Jul,UPS Ground Return
114,Walmart,BOONEVILLE,MS,21-Apr,11-Jul,UPS Ground Return
3059,Walmart,CANTON,MS,21-Apr,11-Jul,UPS Ground Return
305,Walmart,CARTHAGE,MS,21-Apr,11-Jul,UPS Ground Return
1530,Walmart,CLEVELAND,MS,21-Apr,11-Jul,UPS Ground Return
1168,Walmart,COLUMBIA,MS,21-Apr,11-Jul,UPS Ground Return
495,Walmart,COLUMBUS,MS,21-Apr,11-Jul,UPS Ground Return
105,Walmart,CORINTH,MS,21-Apr,11-Jul,UPS Ground Return
6166,Walmart,DIBERVILLE,MS,21-Apr,11-Jul,UPS Ground Return
2755,Walmart,FLOWOOD,MS,21-Apr,11-Jul,UPS Ground Return
1059,Walmart,FOREST,MS,21-Apr,11-Jul,UPS Ground Return
273,Walmart,FULTON,MS,21-Apr,11-Jul,UPS Ground Return
182,Walmart,GREENVILLE,MS,21-Apr,11-Jul,UPS Ground Return
716,Walmart,GREENWOOD,MS,21-Apr,11-Jul,UPS Ground Return
1074,Walmart,GRENADA,MS,21-Apr,11-Jul,UPS Ground Return
6323,Walmart,GULFPORT,MS,21-Apr,11-Jul,UPS Ground Return
916,Walmart,HATTIESBURG,MS,21-Apr,11-Jul,UPS Ground Return
6503,Sam's Club,HATTIESBURG,MS,21-Apr,11-Jul,UPS Ground Return
5419,Walmart,HERNANDO,MS,21-Apr,11-Jul,UPS Ground Return
303,Walmart,HOLLY SPRINGS,MS,21-Apr,11-Jul,UPS Ground Return
6964,Walmart,HORN LAKE,MS,21-Apr,11-Jul,UPS Ground Return
3593,Walmart,HORN LAKE,MS,21-Apr,11-Jul,UPS Ground Return
411,Walmart,HOUSTON,MS,21-Apr,11-Jul,UPS Ground Return
274,Walmart,IUKA,MS,21-Apr,11-Jul,UPS Ground Return
239,Walmart,KOSCIUSKO,MS,21-Apr,11-Jul,UPS Ground Return
501,Walmart,LAUREL,MS,21-Apr,11-Jul,UPS Ground Return
183,Walmart,LOUISVILLE,MS,21-Apr,11-Jul,UPS Ground Return
1260,Walmart,LUCEDALE,MS,21-Apr,11-Jul,UPS Ground Return
2720,Walmart,MADISON,MS,21-Apr,11-Jul,UPS Ground Return
1192,Walmart,MAGEE,MS,21-Apr,11-Jul,UPS Ground Return
1025,Walmart,MCCOMB,MS,21-Apr,11-Jul,UPS Ground Return
1271,Walmart,MERIDIAN,MS,21-Apr,11-Jul,UPS Ground Return
4871,Sam's Club,MERIDIAN,MS,21-Apr,11-Jul,UPS Ground Return
874,Walmart,NATCHEZ,MS,21-Apr,11-Jul,UPS Ground Return
153,Walmart,NEW ALBANY,MS,21-Apr,11-Jul,UPS Ground Return
1069,Walmart,NEWTON,MS,21-Apr,11-Jul,UPS Ground Return
1346,Walmart,OCEAN SPRINGS,MS,21-Apr,11-Jul,UPS Ground Return
2846,Walmart,OLIVE BRANCH,MS,21-Apr,11-Jul,UPS Ground Return
1066,Walmart,PASCAGOULA,MS,21-Apr,11-Jul,UPS Ground Return
5079,Walmart,PASS CHRISTIAN,MS,21-Apr,11-Jul,UPS Ground Return
365,Walmart,PEARL,MS,21-Apr,11-Jul,UPS Ground Return
4790,Sam's Club,PEARL,MS,21-Apr,11-Jul,UPS Ground Return
887,Walmart,PETAL,MS,21-Apr,11-Jul,UPS Ground Return
205,Walmart,PHILADELPHIA,MS,21-Apr,11-Jul,UPS Ground Return
970,Walmart,PICAYUNE,MS,21-Apr,11-Jul,UPS Ground Return
164,Walmart,PONTOTOC,MS,21-Apr,11-Jul,UPS Ground Return
875,Walmart,RIDGELAND,MS,21-Apr,11-Jul,UPS Ground Return
176,Walmart,RIPLEY,MS,21-Apr,11-Jul,UPS Ground Return
112,Walmart,STARKVILLE,MS,21-Apr,11-Jul,UPS Ground Return
391,Walmart,TUPELO,MS,21-Apr,11-Jul,UPS Ground Return
4619,Walmart,TUPELO,MS,21-Apr,11-Jul,UPS Ground Return
6329,Sam's Club,TUPELO,MS,21-Apr,11-Jul,UPS Ground Return
708,Walmart,VICKSBURG,MS,21-Apr,11-Jul,UPS Ground Return
1195,Walmart,WAVELAND,MS,21-Apr,11-Jul,UPS Ground Return
785,Walmart,WAYNESBORO,MS,21-Apr,11-Jul,UPS Ground Return
115,Walmart,WEST POINT,MS,21-Apr,11-Jul,UPS Ground Return
3528,Walmart,WIGGINS,MS,21-Apr,11-Jul,UPS Ground Return
1956,Walmart,BILLINGS,MT,21-Apr,11-Jul,UPS Ground Return
2923,Walmart,BILLINGS,MT,21-Apr,11-Jul,UPS Ground Return
4805,Sam's Club,BILLINGS,MT,21-Apr,11-Jul,UPS Ground Return
1901,Walmart,BUTTE,MT,21-Apr,11-Jul,UPS Ground Return
2455,Walmart,GREAT FALLS,MT,21-Apr,11-Jul,UPS Ground Return
6379,Sam's Club,GREAT FALLS,MT,21-Apr,11-Jul,UPS Ground Return
4247,Walmart,HAVRE,MT,21-Apr,11-Jul,UPS Ground Return
1872,Walmart,HELENA,MT,21-Apr,11-Jul,UPS Ground Return
2259,Walmart,KALISPELL,MT,21-Apr,11-Jul,UPS Ground Return
4412,Walmart,LAUREL,MT,21-Apr,11-Jul,UPS Ground Return
2608,Walmart,MILES CITY,MT,21-Apr,11-Jul,UPS Ground Return
3259,Walmart,MISSOULA,MT,21-Apr,11-Jul,UPS Ground Return
1097,Walmart,ABERDEEN,NC,21-Apr,11-Jul,TNT Driver Pickup
1950,Walmart,AHOSKIE,NC,21-Apr,11-Jul,TNT Driver Pickup
1133,Walmart,ALBEMARLE,NC,21-Apr,11-Jul,TNT Driver Pickup
3889,Walmart,APEX,NC,21-Apr,11-Jul,TNT Driver Pickup
7206,Walmart,ARCHDALE,NC,21-Apr,11-Jul,TNT Driver Pickup
1179,Walmart,ARDEN,NC,21-Apr,11-Jul,TNT Driver Pickup
1132,Walmart,ASHEBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
1317,Walmart,ASHEVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
4428,Walmart,ASHEVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
6452,Sam's Club,ASHEVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
5085,Walmart,BELMONT,NC,21-Apr,11-Jul,TNT Driver Pickup
2908,Walmart,BISCOE,NC,21-Apr,11-Jul,TNT Driver Pickup
2496,Walmart,BOONE,NC,21-Apr,11-Jul,TNT Driver Pickup
7243,Walmart,BURGAW,NC,21-Apr,11-Jul,TNT Driver Pickup
1287,Walmart,BURLINGTON,NC,21-Apr,11-Jul,TNT Driver Pickup
3612,Walmart,BURLINGTON,NC,21-Apr,11-Jul,TNT Driver Pickup
6958,Walmart,CAMERON,NC,21-Apr,11-Jul,TNT Driver Pickup
2247,Walmart,CARY,NC,21-Apr,11-Jul,TNT Driver Pickup
2414,Walmart,CARY,NC,21-Apr,11-Jul,TNT Driver Pickup
4157,Walmart,CARY,NC,21-Apr,11-Jul,TNT Driver Pickup
3182,Walmart,CHAPEL HILL,NC,21-Apr,11-Jul,TNT Driver Pickup
1452,Walmart,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
1464,Walmart,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
1666,Walmart,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
1821,Walmart,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
2134,Walmart,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
3371,Walmart,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
5063,Walmart,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
5481,Walmart,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
4148,Walmart,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
4848,Walmart,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
6540,Sam's Club,CHARLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
4594,Walmart,CHERRYVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
5046,Walmart,CLAYTON,NC,21-Apr,11-Jul,TNT Driver Pickup
6243,Walmart,CLEMMONS,NC,21-Apr,11-Jul,TNT Driver Pickup
2580,Walmart,CLINTON,NC,21-Apr,11-Jul,TNT Driver Pickup
6586,Walmart,CONCORD,NC,21-Apr,11-Jul,TNT Driver Pickup
4224,Walmart,CONOVER,NC,21-Apr,11-Jul,TNT Driver Pickup
7004,Walmart,DALLAS,NC,21-Apr,11-Jul,TNT Driver Pickup
4274,Walmart,DENVER,NC,21-Apr,11-Jul,TNT Driver Pickup
1614,Walmart,DURHAM,NC,21-Apr,11-Jul,TNT Driver Pickup
2137,Walmart,DURHAM,NC,21-Apr,11-Jul,TNT Driver Pickup
4831,Sam's Club,DURHAM,NC,21-Apr,11-Jul,TNT Driver Pickup
1558,Walmart,EDEN,NC,21-Apr,11-Jul,TNT Driver Pickup
1527,Walmart,ELIZABETH CITY,NC,21-Apr,11-Jul,TNT Driver Pickup
1166,Walmart,ELIZABETHTOWN,NC,21-Apr,11-Jul,TNT Driver Pickup
1337,Walmart,ELKIN,NC,21-Apr,11-Jul,TNT Driver Pickup
1237,Walmart,ERWIN,NC,21-Apr,11-Jul,TNT Driver Pickup
1238,Walmart,FAYETTEVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
1261,Walmart,FAYETTEVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
3595,Walmart,FAYETTEVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
6879,Walmart,FAYETTEVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
3600,Walmart,FAYETTEVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
8218,Sam's Club,FAYETTEVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
1036,Walmart,FOREST CITY,NC,21-Apr,11-Jul,TNT Driver Pickup
1217,Walmart,FRANKLIN,NC,21-Apr,11-Jul,TNT Driver Pickup
2836,Walmart,FUQUAY VARINA,NC,21-Apr,11-Jul,TNT Driver Pickup
5743,Walmart,GARNER,NC,21-Apr,11-Jul,TNT Driver Pickup
1385,Walmart,GASTONIA,NC,21-Apr,11-Jul,TNT Driver Pickup
5298,Walmart,GASTONIA,NC,21-Apr,11-Jul,TNT Driver Pickup
7062,Walmart,GASTONIA,NC,21-Apr,11-Jul,TNT Driver Pickup
6414,Sam's Club,GASTONIA,NC,21-Apr,11-Jul,TNT Driver Pickup
1236,Walmart,GOLDSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
4564,Walmart,GOLDSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
7334,Walmart,GOLDSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
7340,Walmart,GOLDSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
6443,Sam's Club,GOLDSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
4410,Walmart,GRANITE FALLS,NC,21-Apr,11-Jul,TNT Driver Pickup
7238,Walmart,GRANTSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
1498,Walmart,GREENSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
1842,Walmart,GREENSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
3658,Walmart,GREENSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
5320,Walmart,GREENSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
5014,Walmart,GREENSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
5393,Walmart,GREENSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
6176,Walmart,GREENSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
6402,Sam's Club,GREENSBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
1379,Walmart,GREENVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
5851,Walmart,GREENVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
7222,Walmart,GREENVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
7337,Walmart,GREENVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
7162,Walmart,HAMPSTEAD,NC,21-Apr,11-Jul,TNT Driver Pickup
3825,Walmart,HAVELOCK,NC,21-Apr,11-Jul,TNT Driver Pickup
2256,Walmart,HENDERSON,NC,21-Apr,11-Jul,TNT Driver Pickup
1242,Walmart,HENDERSONVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
4950,Sam's Club,HENDERSONVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
948,Walmart,HICKORY,NC,21-Apr,11-Jul,TNT Driver Pickup
7315,Walmart,HICKORY,NC,21-Apr,11-Jul,TNT Driver Pickup
6355,Sam's Club,HICKORY,NC,21-Apr,11-Jul,TNT Driver Pickup
1613,Walmart,HIGH POINT,NC,21-Apr,11-Jul,TNT Driver Pickup
4477,Walmart,HIGH POINT,NC,21-Apr,11-Jul,TNT Driver Pickup
5013,Walmart,HIGH POINT,NC,21-Apr,11-Jul,TNT Driver Pickup
1191,Walmart,HILLSBOROUGH,NC,21-Apr,11-Jul,TNT Driver Pickup
4458,Walmart,HOLLY SPRINGS,NC,21-Apr,11-Jul,TNT Driver Pickup
2929,Walmart,HOPE MILLS,NC,21-Apr,11-Jul,TNT Driver Pickup
7296,Walmart,HUDSON,NC,21-Apr,11-Jul,TNT Driver Pickup
5879,Walmart,HUNTERSVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
3700,Walmart,INDIAN TRAIL,NC,21-Apr,11-Jul,TNT Driver Pickup
1298,Walmart,JACKSONVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
3864,Walmart,JACKSONVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
6573,Sam's Club,JACKSONVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
2793,Walmart,KERNERSVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
6828,Walmart,KERNERSVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
6789,Walmart,KING,NC,21-Apr,11-Jul,TNT Driver Pickup
7146,Walmart,KINGS MOUNTAIN,NC,21-Apr,11-Jul,TNT Driver Pickup
1661,Walmart,KINSTON,NC,21-Apr,11-Jul,TNT Driver Pickup
2000,Walmart,KITTY HAWK,NC,21-Apr,11-Jul,UPS Ground Return
1816,Walmart,KNIGHTDALE,NC,21-Apr,11-Jul,TNT Driver Pickup
1255,Walmart,LAURINBURG,NC,21-Apr,11-Jul,TNT Driver Pickup
4273,Walmart,LELAND,NC,21-Apr,11-Jul,TNT Driver Pickup
1064,Walmart,LENOIR,NC,21-Apr,11-Jul,TNT Driver Pickup
1322,Walmart,LEXINGTON,NC,21-Apr,11-Jul,TNT Driver Pickup
7205,Walmart,LEXINGTON,NC,21-Apr,11-Jul,TNT Driver Pickup
1209,Walmart,LINCOLNTON,NC,21-Apr,11-Jul,TNT Driver Pickup
5747,Walmart,LOCUST,NC,21-Apr,11-Jul,TNT Driver Pickup
1953,Walmart,LOUISBURG,NC,21-Apr,11-Jul,TNT Driver Pickup
1155,Walmart,LUMBERTON,NC,21-Apr,11-Jul,TNT Driver Pickup
1694,Walmart,MARION,NC,21-Apr,11-Jul,TNT Driver Pickup
8219,Sam's Club,MATTHEWS,NC,21-Apr,11-Jul,TNT Driver Pickup
3305,Walmart,MAYODAN,NC,21-Apr,11-Jul,TNT Driver Pickup
5346,Walmart,MEBANE,NC,21-Apr,11-Jul,TNT Driver Pickup
1096,Walmart,MOCKSVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
877,Walmart,MONROE,NC,21-Apr,11-Jul,TNT Driver Pickup
1156,Walmart,MOORESVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
4431,Walmart,MOORESVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
4917,Sam's Club,MOORESVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
1355,Walmart,MOREHEAD CITY,NC,21-Apr,11-Jul,TNT Driver Pickup
1060,Walmart,MORGANTON,NC,21-Apr,11-Jul,TNT Driver Pickup
4250,Walmart,MORRISVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
4147,Walmart,MORRISVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
1039,Walmart,MOUNT AIRY,NC,21-Apr,11-Jul,TNT Driver Pickup
3701,Walmart,MOUNT OLIVE,NC,21-Apr,11-Jul,TNT Driver Pickup
515,Walmart,MURPHY,NC,21-Apr,11-Jul,TNT Driver Pickup
4459,Walmart,NASHVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
1300,Walmart,NEW BERN,NC,21-Apr,11-Jul,TNT Driver Pickup
7218,Walmart,NEW BERN,NC,21-Apr,11-Jul,TNT Driver Pickup
7098,Walmart,NEWPORT,NC,21-Apr,11-Jul,TNT Driver Pickup
4432,Walmart,NEWTON,NC,21-Apr,11-Jul,TNT Driver Pickup
1579,Walmart,OXFORD,NC,21-Apr,11-Jul,TNT Driver Pickup
5489,Walmart,PEMBROKE,NC,21-Apr,11-Jul,TNT Driver Pickup
6348,Sam's Club,PINEVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
1795,Walmart,PISGAH FOREST,NC,21-Apr,11-Jul,TNT Driver Pickup
5787,Walmart,RAEFORD,NC,21-Apr,11-Jul,TNT Driver Pickup
1372,Walmart,RALEIGH,NC,21-Apr,11-Jul,TNT Driver Pickup
1751,Walmart,RALEIGH,NC,21-Apr,11-Jul,TNT Driver Pickup
2058,Walmart,RALEIGH,NC,21-Apr,11-Jul,TNT Driver Pickup
4484,Walmart,RALEIGH,NC,21-Apr,11-Jul,TNT Driver Pickup
5118,Walmart,RALEIGH,NC,21-Apr,11-Jul,TNT Driver Pickup
5292,Walmart,RALEIGH,NC,21-Apr,11-Jul,TNT Driver Pickup
6570,Sam's Club,RALEIGH,NC,21-Apr,11-Jul,TNT Driver Pickup
8223,Sam's Club,RALEIGH,NC,21-Apr,11-Jul,TNT Driver Pickup
2704,Walmart,RANDLEMAN,NC,21-Apr,11-Jul,TNT Driver Pickup
3304,Walmart,REIDSVILLE,NC,21-Apr,11-Jul,TNT Driver Pickup
7009,Walmart,RICHLANDS,NC,21-Apr,11-Jul,TNT Driver Pickup
1502,Walmart,ROANOKE RAPIDS,NC,21-Apr,11-Jul,TNT Driver Pickup
1010,Walmart,ROCKINGHAM,NC,21-Apr,11-Jul,TNT Driver Pickup
1197,Walmart,ROCKY MOUNT,NC,21-Apr,11-Jul,TNT Driver Pickup
4946,Sam's Club,ROCKY MOUNT,NC,21-Apr,11-Jul,TNT Driver Pickup
1288,Walmart,ROXBORO,NC,21-Apr,11-Jul,TNT Driver Pickup
1552,Walmart,SALISBURY,NC,21-Apr,11-Jul,TNT Driver Pickup
1774,Walmart,SANFORD,NC,21-Apr,11-Jul,TNT Driver Pickup
1767,Walmart,SHALLOTTE,NC,21-Apr,11-Jul,TNT Driver Pickup
1034,Walmart,SHELBY,NC,21-Apr,11-Jul,TNT Driver Pickup
2845,Walmart,SILER CITY,NC,21-Apr,11-Jul,TNT Driver Pickup
1321,Walmart,SMITHFIELD,NC,21-Apr,11-Jul,TNT Driver Pickup
