DC,DATE,ITEM,ITEM NBR,DESCRIPTION,CASES/FPP,CASES,PALLETS,BANNER
6047,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,42,21,WM
6047,3/28/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,21,11,WM
6047,3/28/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,224,11,WM
6047,3/28/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,6,SAMS
6055,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,128,6,WM
6055,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,65,33,WM
6055,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,249,10,WM
6055,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,402,13,WM
6055,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,105,4,WM
6055,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,60,3,WM
6055,3/27/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,120,6,WM
6055,3/27/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,72,2,WM
6055,3/27/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,72,2,WM
6055,3/27/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,27,SAMS
6055,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,587,24,WM
6055,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,927,31,WM
6055,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,229,8,WM
6055,4/3/2023,WM-LIVE PLANTS,651166178,EG 6IN EASTER LILY,CASE PICK,30,2,WM
6056,3/19/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,168,7,WM
6056,3/19/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,48,2,WM
6056,3/19/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,36,1,WM
6056,3/19/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,36,1,WM
6056,3/19/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,36,1,WM
6056,3/19/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6056,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,208,10,WM
6056,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,13,1,WM
6056,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,15,1,WM
6056,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,6,0,WM
6056,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,264,11,WM
6056,3/27/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,72,3,WM
6056,3/27/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,36,1,WM
6056,3/27/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6056,3/27/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,72,2,WM
6056,3/27/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,36,1,WM
6056,3/27/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6056,3/27/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6056,3/28/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,54,27,WM
6056,3/28/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,16,SAMS
6056,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,28,1,WM
6056,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,36,1,WM
6056,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,14,0,WM
6056,3/30/2023,SAMS-LIVE PLANTS,980101445,BEGONIA,FPP, ,27,SAMS
6056,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,360,15,WM
6056,3/31/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,120,5,WM
6056,3/31/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6056,3/31/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6056,3/31/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,72,2,WM
6056,3/31/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6056,3/31/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6057,3/19/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,240,10,WM
6057,3/19/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,72,3,WM
6057,3/19/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6057,3/19/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6057,3/19/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,108,3,WM
6057,3/19/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6057,3/19/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6057,3/19/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,42,1,WM
6057,3/19/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6057,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6057,3/26/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6057,3/26/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6057,3/26/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6057,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,144,7,WM
6057,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,384,16,WM
6057,3/27/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,120,5,WM
6057,3/27/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,108,3,WM
6057,3/27/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6057,3/27/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
6057,3/27/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,42,1,WM
6057,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,49,25,WM
6057,3/28/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,24,SAMS
6057,3/29/2023,SAMS-LIVE PLANTS,980101445,BEGONIA,FPP, ,8,SAMS
6057,3/30/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,552,23,WM
6057,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,168,7,WM
6057,3/31/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
6057,3/31/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6057,3/31/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,180,5,WM
6057,3/31/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,144,4,WM
6057,3/31/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,108,3,WM
6057,3/31/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,42,1,WM
6057,3/31/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6057,3/31/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6059,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,312,13,WM
6059,3/20/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,96,4,WM
6059,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6059,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6059,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,108,3,WM
6059,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6059,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6059,3/20/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6059,3/20/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6059,3/20/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,42,1,WM
6059,3/26/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6059,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
6059,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6059,3/26/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6059,3/26/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6059,3/26/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6059,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,480,20,WM
6059,3/27/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,120,5,WM
6059,3/27/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,108,3,WM
6059,3/27/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6059,3/27/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,23,SAMS
6059,3/28/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,164,8,WM
6059,3/28/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,52,26,WM
6059,3/29/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6059,3/29/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6059,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,216,9,WM
6059,3/30/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
6059,3/30/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6059,3/30/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,180,5,WM
6059,3/30/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,144,4,WM
6059,3/30/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,108,3,WM
6059,3/30/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,126,3,WM
6059,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,696,29,WM
6062,3/25/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,220,11,WM
6062,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,224,11,WM
6062,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,381,16,WM
6062,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,883,29,WM
6062,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,251,8,WM
6062,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,20,1,WM
6062,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,97,49,WM
6062,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,863,36,WM
6062,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,2028,68,WM
6062,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,579,19,WM
6064,3/18/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,240,10,WM
6064,3/20/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,96,4,WM
6064,3/20/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,72,3,WM
6064,3/20/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,36,1,WM
6064,3/20/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6064,3/20/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,108,3,WM
6064,3/20/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,72,2,WM
6064,3/20/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6064,3/26/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,108,3,WM
6064,3/26/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6064,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,108,3,WM
6064,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6064,3/26/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,42,1,WM
6064,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,39,20,WM
6064,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,504,21,WM
6064,3/27/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,168,7,WM
6064,3/27/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6064,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,332,17,WM
6064,3/28/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,54,27,WM
6064,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,216,9,WM
6064,3/30/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
6064,3/30/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,72,2,WM
6064,3/30/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,180,5,WM
6064,3/30/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6064,3/30/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6064,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,720,30,WM
6065,3/19/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,312,13,WM
6065,3/19/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,96,4,WM
6065,3/19/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,72,2,WM
6065,3/19/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6065,3/19/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,72,2,WM
6065,3/19/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,36,1,WM
6065,3/19/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6065,3/19/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,42,1,WM
6065,3/19/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,42,1,WM
6065,3/19/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,84,2,WM
6065,3/26/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
6065,3/26/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6065,3/26/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,36,1,WM
6065,3/26/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,84,2,WM
6065,3/26/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,84,2,WM
6065,3/26/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,42,1,WM
6065,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,46,23,WM
6065,3/27/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,480,20,WM
6065,3/27/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,144,6,WM
6065,3/27/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,108,3,WM
6065,3/27/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6065,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,22,11,WM
6065,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,240,12,WM
6065,3/27/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,26,SAMS
6065,3/28/2023,SAMS-LIVE PLANTS,980176557,EASTER LILY,FPP, ,4,SAMS
6065,3/29/2023,WM-LIVE PLANTS,650487859,EG 6IN TULIP OR,CASE PICK,72,2,WM
6065,3/30/2023,WM-LIVE PLANTS,577321846,EG 6IN LA LILY,CASE PICK,240,10,WM
6065,3/30/2023,WM-LIVE PLANTS,598076627,6IN YELLOW TULIP,CASE PICK,144,4,WM
6065,3/30/2023,WM-LIVE PLANTS,650487857,EG 6IN TULIP PI,CASE PICK,144,4,WM
6065,3/30/2023,WM-LIVE PLANTS,650487861,EG 6IN TULIP PU,CASE PICK,108,3,WM
6065,3/30/2023,WM-LIVE PLANTS,650487858,EG 6IN HYCAINTH PI,CASE PICK,126,3,WM
6065,3/30/2023,WM-LIVE PLANTS,650487862,EG 6IN HYCAINTH PU,CASE PICK,126,3,WM
6065,3/30/2023,WM-LIVE PLANTS,598076626,6IN BLUE HYACINTH,CASE PICK,126,3,WM
6065,3/31/2023,WM-LIVE PLANTS,563089108,EG 6IN EASTER LILY,CASE PICK,696,29,WM
6065,3/31/2023,WM-LIVE PLANTS,650487860,EG 6IN TULIP BI,CASE PICK,36,1,WM
6071,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,68,34,WM
6071,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,617,26,WM
6071,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,666,22,WM
6071,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,464,15,WM
6071,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,11,6,WM
6071,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,184,9,WM
6071,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,1429,60,WM
6071,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,1550,52,WM
6071,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,1071,36,WM
6072,3/26/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,220,11,WM
6072,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,446,19,WM
6072,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,669,22,WM
6072,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,220,7,WM
6072,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,316,16,WM
6072,3/27/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,99,50,WM
6072,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,1041,43,WM
6072,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,1542,51,WM
6072,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,494,16,WM
6073,3/25/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,864,24,WM
6073,3/26/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,12,1,WM
6073,3/26/2023,WM-LIVE PLANTS,658439541  ,BHG EASTER SHIPPER23,CASE PICK,100,50,WM
6073,3/26/2023,WM-LIVE PLANTS,658165389,EG 11OZ VIOLET,CASE PICK,200,10,WM
6073,3/26/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,648,18,WM
6073,3/26/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,39,2,WM
6073,3/26/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,2,0,WM
6073,3/26/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,1,0,WM
6073,3/27/2023,WM-LIVE PLANTS,658455114,SPRING23HYDCASE,CASE PICK,300,15,WM
6073,3/30/2023,WM-LIVE PLANTS,574434435,EG 6IN EASTER LILY,CASE PICK,90,4,WM
6073,3/30/2023,WM-LIVE PLANTS,650081201,EG 6IN TULIPS,CASE PICK,6,0,WM
6073,3/30/2023,WM-LIVE PLANTS,650079047,HYACINTHS PDC,CASE PICK,2,0,WM
6073,3/31/2023,WM-LIVE PLANTS,658225104,EG 6IN HYC 8PC BOX,CASE PICK,1008,28,WM
6073,3/31/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,324,9,WM
6073,3/31/2023,WM-LIVE PLANTS,651166178,EG 6IN EASTER LILY,CASE PICK,285,19,WM
6073,3/31/2023,WM-LIVE PLANTS,658225108,EG 6IN TULIP 8PC BOX,CASE PICK,1008,28,WM
