Store #,Tier Name,Article #
3758,Tier 05,100673609
3760,Tier 04,100673608
3761,Tier 05,100673609
3762,Tier 05,100673609
3763,Tier 05,100673609
3764,Tier 04,100673608
3765,Tier 04,100673608
3768,Tier 03,100673607
3770,Tier 04,100673608
3771,Tier 04,100673608
3772,Tier 03,100673607
3773,Tier 03,100673607
3774,Tier 03,100673607
3775,Tier 02 ,100673606
3777,Tier 03,100673607
3778,Tier 05,100673609
3780,Tier 03,100673607
3781,Tier 05,100673609
3782,Tier 01 ,100673605
3783,Tier 04,100673608
3784,Tier 04,100673608
3785,Tier 01 ,100673605
3786,Tier 02 ,100673606
3788,Tier 04,100673608
3789,Tier 04,100673608
3790,Tier 05,100673609
3791,Tier 05,100673609
3792,Tier 05,100673609
3794,Tier 05,100673609
3795,Tier 05,100673609
3796,Tier 05,100673609
3799,Tier 04,100673608
3801,Tier 05,100673609
3802,Tier 05,100673609
3803,Tier 05,100673609
3804,Tier 03,100673607
3805,Tier 05,100673609
3806,Tier 04,100673608
3807,Tier 05,100673609
3809,Tier 05,100673609
3810,Tier 05,100673609
3812,Tier 05,100673609
3817,Tier 01 ,100673605
3823,Tier 05,100673609
3824,Tier 05,100673609
3825,Tier 03,100673607
3826,Tier 05,100673609
3827,Tier 03,100673607
3828,Tier 04,100673608
3829,Tier 02 ,100673606
3830,Tier 05,100673609
3831,Tier 03,100673607
3833,Tier 04,100673608
3835,Tier 03,100673607
3837,Tier 05,100673609
3838,Tier 02 ,100673606
3840,Tier 03,100673607
3842,Tier 03,100673607
3843,Tier 04,100673608
3844,Tier 04,100673608
3845,Tier 04,100673608
3846,Tier 04,100673608
3847,Tier 04,100673608
3848,Tier 04,100673608
3850,Tier 05,100673609
3851,Tier 05,100673609
3852,Tier 02 ,100673606
3853,Tier 04,100673608
3858,Tier 02 ,100673606
3860,Tier 04,100673608
3861,Tier 04,100673608
3862,Tier 01 ,100673605
3864,Tier 03,100673607
3867,Tier 05,100673609
3868,Tier 04,100673608
3869,Tier 04,100673608
3870,Tier 04,100673608
3872,Tier 05,100673609
3874,Tier 02 ,100673606
3875,Tier 05,100673609
3876,Tier 05,100673609
3877,Tier 02 ,100673606
3880,Tier 04,100673608
3883, Tier HIAK,100674085
3884,Tier 05,100673609
3885,Tier 04,100673608
3886,Tier 03,100673607
3887,Tier 02 ,100673606
3888,Tier 03,100673607
3889,Tier 04,100673608
3891,Tier 02 ,100673606
3893,Tier 02 ,100673606
3894,Tier 03,100673607
3896,Tier 04,100673608
3897,Tier 04,100673608
3899,Tier 04,100673608
3912,Tier 05,100673609
3930,Tier 05,100673609
3935,Tier 02 ,100673606
3947,Tier 05,100673609
3959,Tier 02 ,100673606
3988,Tier 04,100673608
3990,Tier 01 ,100673605
4046,Tier 03,100673607
4048,Tier 05,100673609
4049,Tier 02 ,100673606
4053,Tier 04,100673608
4054,Tier 04,100673608
4055,Tier 03,100673607
4056,Tier 03,100673607
4057,Tier 05,100673609
4063,Tier 02 ,100673606
4064,Tier 03,100673607
4065,Tier 04,100673608
4068,Tier 04,100673608
4100,Tier 04,100673608
4101,Tier 05,100673609
4102,Tier 04,100673608
4103,Tier 03,100673607
4104,Tier 03,100673607
4105,Tier 05,100673609
4108,Tier 03,100673607
4111,Tier 03,100673607
4112,Tier 03,100673607
4114,Tier 04,100673608
4115,Tier 03,100673607
4118,Tier 04,100673608
4127,Tier 05,100673609
4128,Tier 04,100673608
4129,Tier 05,100673609
4130,Tier 03,100673607
4131,Tier 03,100673607
4132,Tier 05,100673609
4134,Tier 05,100673609
4137,Tier 05,100673609
4138,Tier 05,100673609
4139,Tier 05,100673609
4140,Tier 02 ,100673606
4141,Tier 02 ,100673606
4142,Tier 02 ,100673606
4144,Tier 01 ,100673605
4145,Tier 04,100673608
4147,Tier 04,100673608
4148,Tier 03,100673607
4153,Tier 05,100673609
4156,Tier 02 ,100673606
4157,Tier 04,100673608
4159,Tier 02 ,100673606
4160,Tier 01 ,100673605
4161,Tier 02 ,100673606
4162,Tier 03,100673607
4163,Tier 03,100673607
4164,Tier 03,100673607
4165,Tier 04,100673608
4166,Tier 02 ,100673606
4168,Tier 03,100673607
4169,Tier 05,100673609
4171,Tier 05,100673609
4174,Tier 05,100673609
4176,Tier 05,100673609
4178,Tier 05,100673609
4180,Tier 05,100673609
4182,Tier 03,100673607
4183,Tier 03,100673607
4184,Tier 03,100673607
4185,Tier 02 ,100673606
4187,Tier 02 ,100673606
4188,Tier 03,100673607
4189,Tier 02 ,100673606
4191,Tier 04,100673608
4193,Tier 04,100673608
4194,Tier 03,100673607
4195,Tier 03,100673607
4196,Tier 05,100673609
4197,Tier 02 ,100673606
4198,Tier 05,100673609
4200,Tier 01 ,100673605
4201,Tier 05,100673609
4202,Tier 05,100673609
4203,Tier 05,100673609
4206,Tier 01 ,100673605
4208,Tier 04,100673608
4209,Tier 04,100673608
4210,Tier 01 ,100673605
4211,Tier 02 ,100673606
4215,Tier 04,100673608
4216,Tier 03,100673607
4218,Tier 04,100673608
4219,Tier 03,100673607
4220,Tier 04,100673608
4221,Tier 05,100673609
4223,Tier 02 ,100673606
4224,Tier 03,100673607
4226,Tier 04,100673608
4230,Tier 04,100673608
4231,Tier 04,100673608
4232,Tier 04,100673608
4233,Tier 04,100673608
4235,Tier 03,100673607
4237,Tier 04,100673608
4238,Tier 05,100673609
4239,Tier 05,100673609
4240,Tier 03,100673607
4241,Tier 05,100673609
4243,Tier 05,100673609
4244,Tier 05,100673609
4246,Tier 05,100673609
4247,Tier 05,100673609
4249,Tier 05,100673609
4250,Tier 04,100673608
4252,Tier 05,100673609
4253,Tier 05,100673609
4255,Tier 05,100673609
4257,Tier 05,100673609
4258,Tier 04,100673608
4259,Tier 01 ,100673605
4260,Tier 03,100673607
4262,Tier 01 ,100673605
4264,Tier 05,100673609
4272,Tier 04,100673608
4273,Tier 04,100673608
4274,Tier 04,100673608
4275,Tier 04,100673608
4276,Tier 03,100673607
4277,Tier 04,100673608
4278,Tier 04,100673608
4279,Tier 03,100673607
4281,Tier 05,100673609
4283,Tier 01 ,100673605
4284,Tier 05,100673609
4285,Tier 04,100673608
4286,Tier 05,100673609
4288,Tier 05,100673609
4293,Tier 04,100673608
4295,Tier 03,100673607
4298,Tier 03,100673607
4299,Tier 05,100673609
4303,Tier 02 ,100673606
4309,Tier 05,100673609
4317,Tier 05,100673609
4318,Tier 02 ,100673606
4321,Tier 05,100673609
4322,Tier 04,100673608
4323,Tier 01 ,100673605
4324,Tier 04,100673608
4325,Tier 04,100673608
4330,Tier 02 ,100673606
4332,Tier 01 ,100673605
4333,Tier 01 ,100673605
4334,Tier 04,100673608
4335,Tier 05,100673609
4336,Tier 04,100673608
4337,Tier 05,100673609
4339,Tier 04,100673608
4340,Tier 05,100673609
4341,Tier 05,100673609
4348,Tier 04,100673608
4350,Tier 04,100673608
4352,Tier 05,100673609
4354,Tier 02 ,100673606
4355,Tier 05,100673609
4356,Tier 04,100673608
4357,Tier 01 ,100673605
4358,Tier 04,100673608
4359, Tier HIAK,100674085
4365,Tier 02 ,100673606
4366,Tier 05,100673609
4367,Tier 05,100673609
4368,Tier 01 ,100673605
4370,Tier 05,100673609
4371,Tier 04,100673608
4372,Tier 04,100673608
4373,Tier 04,100673608
4374,Tier 05,100673609
4375,Tier 03,100673607
4376,Tier 04,100673608
4377,Tier 05,100673609
4378,Tier 04,100673608
4379,Tier 01 ,100673605
4380,Tier 03,100673607
4381,Tier 05,100673609
4383,Tier 04,100673608
4384,Tier 04,100673608
4387,Tier 02 ,100673606
4388,Tier 04,100673608
4389,Tier 02 ,100673606
4390,Tier 05,100673609
4392,Tier 05,100673609
4393,Tier 05,100673609
4394,Tier 05,100673609
4395,Tier 05,100673609
4399,Tier 04,100673608
4403,Tier 02 ,100673606
4404,Tier 05,100673609
4405,Tier 02 ,100673606
4407,Tier 02 ,100673606
4409,Tier 01 ,100673605
4410,Tier 04,100673608
4412,Tier 05,100673609
4413,Tier 04,100673608
4414,Tier 02 ,100673606
4415,Tier 05,100673609
4416,Tier 03,100673607
4417,Tier 04,100673608
4420,Tier 04,100673608
4421,Tier 01 ,100673605
4423,Tier 04,100673608
4424,Tier 01 ,100673605
4425,Tier 02 ,100673606
4426,Tier 02 ,100673606
4427,Tier 01 ,100673605
4428,Tier 04,100673608
4430,Tier 05,100673609
4431,Tier 03,100673607
4432,Tier 03,100673607
4434,Tier 02 ,100673606
4435,Tier 03,100673607
4436,Tier 02 ,100673606
4438,Tier 04,100673608
4439,Tier 05,100673609
4440,Tier 04,100673608
4441,Tier 03,100673607
4443,Tier 04,100673608
4444,Tier 01 ,100673605
4445,Tier 03,100673607
4446,Tier 03,100673607
4450,Tier 05,100673609
4451,Tier 04,100673608
4452,Tier 04,100673608
4453,Tier 03,100673607
4456,Tier 03,100673607
4457,Tier 04,100673608
4458,Tier 03,100673607
4459,Tier 03,100673607
4460,Tier 03,100673607
4461,Tier 04,100673608
4464,Tier 05,100673609
4465,Tier 03,100673607
4466,Tier 03,100673607
4468,Tier 03,100673607
4469,Tier 03,100673607
4470,Tier 05,100673609
4471,Tier 05,100673609
4472,Tier 02 ,100673606
4473,Tier 05,100673609
4474, Tier HIAK,100674085
4475,Tier 05,100673609
4476,Tier 03,100673607
4477,Tier 03,100673607
4478,Tier 05,100673609
4479,Tier 04,100673608
4482,Tier 03,100673607
4483,Tier 03,100673607
4484,Tier 03,100673607
4487,Tier 03,100673607
4488,Tier 05,100673609
4490,Tier 05,100673609
4491,Tier 05,100673609
4494,Tier 05,100673609
4497,Tier 01 ,100673605
4498,Tier 03,100673607
4499,Tier 03,100673607
4501,Tier 04,100673608
4503,Tier 03,100673607
4504,Tier 02 ,100673606
4506,Tier 03,100673607
4508,Tier 03,100673607
4509,Tier 04,100673608
4511,Tier 05,100673609
4512,Tier 03,100673607
4514,Tier 04,100673608
4516,Tier 03,100673607
4517,Tier 02 ,100673606
4519,Tier 01 ,100673605
4520,Tier 01 ,100673605
4521,Tier 01 ,100673605
4523,Tier 05,100673609
4524,Tier 04,100673608
4525,Tier 02 ,100673606
4526,Tier 04,100673608
4527,Tier 02 ,100673606
4528,Tier 04,100673608
4529,Tier 05,100673609
4530,Tier 02 ,100673606
4531,Tier 02 ,100673606
4533,Tier 03,100673607
4538,Tier 03,100673607
4540,Tier 04,100673608
4543,Tier 04,100673608
4545,Tier 04,100673608
4546,Tier 02 ,100673606
4553,Tier 05,100673609
4554,Tier 03,100673607
4556,Tier 02 ,100673606
4557,Tier 05,100673609
4558,Tier 01 ,100673605
4560,Tier 03,100673607
4561,Tier 02 ,100673606
4563,Tier 03,100673607
4564,Tier 01 ,100673605
4565,Tier 05,100673609
4567,Tier 05,100673609
4568,Tier 04,100673608
4569,Tier 05,100673609
4570,Tier 02 ,100673606
4574,Tier 04,100673608
4577,Tier 03,100673607
4579,Tier 03,100673607
4580,Tier 02 ,100673606
4581,Tier 01 ,100673605
4582,Tier 02 ,100673606
4583,Tier 04,100673608
4585,Tier 03,100673607
4586,Tier 02 ,100673606
4588,Tier 01 ,100673605
4589,Tier 03,100673607
4590,Tier 05,100673609
4591,Tier 03,100673607
4593,Tier 03,100673607
4594,Tier 04,100673608
4595,Tier 03,100673607
4597,Tier 02 ,100673606
4599,Tier 05,100673609
4600,Tier 04,100673608
4601,Tier 05,100673609
4603,Tier 05,100673609
4605,Tier 04,100673608
4606,Tier 05,100673609
4607,Tier 04,100673608
4609,Tier 04,100673608
4611,Tier 05,100673609
4612,Tier 04,100673608
4615,Tier 03,100673607
4616,Tier 02 ,100673606
4617,Tier 03,100673607
4618,Tier 04,100673608
4619,Tier 03,100673607
4623,Tier 03,100673607
4625,Tier 05,100673609
4626,Tier 05,100673609
4627,Tier 04,100673608
4631,Tier 05,100673609
4635,Tier 02 ,100673606
4636,Tier 04,100673608
4637,Tier 03,100673607
4638,Tier 03,100673607
4639,Tier 05,100673609
4641,Tier 05,100673609
4643,Tier 04,100673608
4644,Tier 02 ,100673606
4648,Tier 02 ,100673606
4653,Tier 05,100673609
4654,Tier 03,100673607
4655,Tier 05,100673609
4657,Tier 02 ,100673606
4659,Tier 05,100673609
4660,Tier 04,100673608
4664,Tier 03,100673607
4667,Tier 02 ,100673606
4669,Tier 02 ,100673606
4672,Tier 02 ,100673606
4673,Tier 02 ,100673606
4674,Tier 04,100673608
4676,Tier 05,100673609
4677,Tier 05,100673609
4678,Tier 04,100673608
4679,Tier 05,100673609
4681,Tier 02 ,100673606
4682,Tier 04,100673608
4683,Tier 05,100673609
4686,Tier 04,100673608
4687,Tier 04,100673608
4689,Tier 04,100673608
4690,Tier 01 ,100673605
4691,Tier 01 ,100673605
4692,Tier 04,100673608
4695,Tier 04,100673608
4696,Tier 04,100673608
4697,Tier 04,100673608
4699,Tier 05,100673609
4700,Tier 04,100673608
4706,Tier 04,100673608
4734,Tier 05,100673609
4747,Tier 05,100673609
4756,Tier 01 ,100673605
4757,Tier 05,100673609
4759,Tier 05,100673609
4762,Tier 05,100673609
4826,Tier 02 ,100673606
4848,Tier 05,100673609
4849,Tier 05,100673609
4865,Tier 04,100673608
5003,Tier 05,100673609
5005,Tier 02 ,100673606
5007,Tier 05,100673609
5008,Tier 05,100673609
5012,Tier 04,100673608
5013,Tier 04,100673608
5014,Tier 04,100673608
5021,Tier 03,100673607
5022,Tier 05,100673609
5023,Tier 05,100673609
5025,Tier 04,100673608
5027,Tier 02 ,100673606
5028,Tier 03,100673607
5029,Tier 04,100673608
5030,Tier 04,100673608
5031,Tier 05,100673609
5032,Tier 05,100673609
5033,Tier 05,100673609
5034,Tier 02 ,100673606
5035,Tier 01 ,100673605
5036,Tier 01 ,100673605
5037,Tier 01 ,100673605
5038,Tier 05,100673609
5039,Tier 05,100673609
5040,Tier 02 ,100673606
5041,Tier 05,100673609
5043,Tier 03,100673607
5045,Tier 03,100673607
5046,Tier 03,100673607
5047,Tier 03,100673607
5048,Tier 04,100673608
5049,Tier 05,100673609
5051,Tier 05,100673609
5054,Tier 01 ,100673605
5055,Tier 02 ,100673606
5056,Tier 05,100673609
5057,Tier 03,100673607
5058,Tier 03,100673607
5059,Tier 04,100673608
5062,Tier 02 ,100673606
5063,Tier 03,100673607
5064,Tier 05,100673609
5065,Tier 05,100673609
5066,Tier 05,100673609
5070,Tier 04,100673608
5071,Tier 03,100673607
5072,Tier 05,100673609
5073,Tier 05,100673609
5075,Tier 05,100673609
5076,Tier 03,100673607
5077,Tier 05,100673609
5078,Tier 04,100673608
5079,Tier 01 ,100673605
5080,Tier 03,100673607
5081,Tier 05,100673609
5082,Tier 05,100673609
5083,Tier 03,100673607
5085,Tier 03,100673607
5087,Tier 04,100673608
5088,Tier 05,100673609
5089,Tier 04,100673608
5090,Tier 05,100673609
5091,Tier 03,100673607
5092,Tier 03,100673607
5093,Tier 03,100673607
5094,Tier 04,100673608
5095,Tier 05,100673609
5096,Tier 05,100673609
5097,Tier 05,100673609
5098,Tier 02 ,100673606
5099,Tier 05,100673609
5100,Tier 01 ,100673605
5101,Tier 04,100673608
5102,Tier 05,100673609
5103,Tier 03,100673607
5104,Tier 04,100673608
5105,Tier 04,100673608
5106,Tier 01 ,100673605
5107,Tier 03,100673607
5108,Tier 05,100673609
5109,Tier 04,100673608
5110,Tier 04,100673608
5111,Tier 05,100673609
5113,Tier 01 ,100673605
5115,Tier 05,100673609
5116,Tier 04,100673608
5117,Tier 03,100673607
5118,Tier 03,100673607
5119,Tier 03,100673607
5122,Tier 03,100673607
5123,Tier 05,100673609
5124,Tier 04,100673608
5125,Tier 05,100673609
5126,Tier 02 ,100673606
5127,Tier 05,100673609
5129,Tier 05,100673609
5130,Tier 03,100673607
5131,Tier 03,100673607
5132,Tier 02 ,100673606
5133,Tier 05,100673609
5134,Tier 05,100673609
5135,Tier 04,100673608
5136,Tier 05,100673609
5137,Tier 05,100673609
5139,Tier 05,100673609
5140,Tier 05,100673609
5141,Tier 04,100673608
5142,Tier 05,100673609
5143,Tier 04,100673608
5144,Tier 04,100673608
5145,Tier 03,100673607
5146,Tier 03,100673607
5147,Tier 03,100673607
5148,Tier 03,100673607
5149,Tier 05,100673609
5150,Tier 05,100673609
5151,Tier 01 ,100673605
5152,Tier 05,100673609
5154,Tier 05,100673609
5155,Tier 05,100673609
5156,Tier 04,100673608
5157,Tier 01 ,100673605
5159,Tier 05,100673609
5160,Tier 05,100673609
5162,Tier 05,100673609
5165,Tier 03,100673607
5166,Tier 05,100673609
5167,Tier 04,100673608
5168,Tier 04,100673608
5170,Tier 05,100673609
5172,Tier 02 ,100673606
5173,Tier 04,100673608
5174,Tier 01 ,100673605
5175,Tier 02 ,100673606
5178,Tier 05,100673609
5179,Tier 02 ,100673606
5180,Tier 05,100673609
5182,Tier 03,100673607
5183,Tier 05,100673609
5184,Tier 05,100673609
5185,Tier 05,100673609
5186,Tier 04,100673608
5188,Tier 04,100673608
5189,Tier 04,100673608
5190,Tier 04,100673608
5191,Tier 04,100673608
5192,Tier 05,100673609
5193,Tier 05,100673609
5195,Tier 05,100673609
5196,Tier 03,100673607
5197,Tier 04,100673608
5198,Tier 02 ,100673606
5199,Tier 02 ,100673606
5200,Tier 05,100673609
5201,Tier 05,100673609
5203,Tier 04,100673608
5204,Tier 04,100673608
5205,Tier 04,100673608
5206,Tier 04,100673608
5207,Tier 05,100673609
5210,Tier 03,100673607
5211,Tier 03,100673607
5214,Tier 02 ,100673606
5215,Tier 05,100673609
5216,Tier 05,100673609
5218,Tier 02 ,100673606
5219,Tier 05,100673609
5220,Tier 02 ,100673606
5221,Tier 02 ,100673606
5224,Tier 03,100673607
5226,Tier 03,100673607
5227,Tier 04,100673608
5228,Tier 04,100673608
5231,Tier 05,100673609
5232,Tier 05,100673609
5233,Tier 04,100673608
5234,Tier 04,100673608
5235,Tier 04,100673608
5236,Tier 03,100673607
5239,Tier 05,100673609
5240,Tier 02 ,100673606
5241,Tier 02 ,100673606
5242,Tier 02 ,100673606
5244,Tier 04,100673608
5245,Tier 03,100673607
5246,Tier 05,100673609
5247,Tier 04,100673608
5248,Tier 01 ,100673605
5250,Tier 01 ,100673605
5251,Tier 04,100673608
5252,Tier 01 ,100673605
5253,Tier 04,100673608
5254,Tier 03,100673607
5255,Tier 02 ,100673606
5256,Tier 02 ,100673606
5257,Tier 04,100673608
5258,Tier 04,100673608
5259,Tier 04,100673608
5260,Tier 03,100673607
5261,Tier 05,100673609
5262,Tier 01 ,100673605
5263,Tier 03,100673607
5264,Tier 02 ,100673606
5265,Tier 02 ,100673606
5266,Tier 02 ,100673606
5267,Tier 02 ,100673606
5269,Tier 04,100673608
5270,Tier 04,100673608
5272,Tier 05,100673609
5273,Tier 05,100673609
5274, Tier HIAK,100674085
5275,Tier 01 ,100673605
5276,Tier 02 ,100673606
5278,Tier 04,100673608
5279,Tier 04,100673608
5280,Tier 05,100673609
5281,Tier 05,100673609
5282,Tier 02 ,100673606
5285,Tier 04,100673608
5286,Tier 03,100673607
5287,Tier 03,100673607
5288,Tier 03,100673607
5290,Tier 03,100673607
5291,Tier 04,100673608
5292,Tier 04,100673608
5294,Tier 05,100673609
5295,Tier 05,100673609
5296,Tier 04,100673608
5297,Tier 02 ,100673606
5298,Tier 03,100673607
5299,Tier 01 ,100673605
5300,Tier 01 ,100673605
5301,Tier 03,100673607
5303,Tier 05,100673609
5304,Tier 04,100673608
5305,Tier 05,100673609
5306,Tier 04,100673608
5307,Tier 05,100673609
5308,Tier 05,100673609
5309,Tier 05,100673609
5310,Tier 05,100673609
5311,Tier 03,100673607
5312,Tier 03,100673607
5313,Tier 03,100673607
5314,Tier 03,100673607
5316,Tier 03,100673607
5317,Tier 03,100673607
5319,Tier 04,100673608
5320,Tier 03,100673607
5321,Tier 02 ,100673606
5323,Tier 03,100673607
5325,Tier 01 ,100673605
5326,Tier 02 ,100673606
5327,Tier 05,100673609
5328,Tier 05,100673609
5329,Tier 04,100673608
5330,Tier 04,100673608
5331,Tier 04,100673608
5332,Tier 04,100673608
5334,Tier 05,100673609
5335,Tier 03,100673607
5336,Tier 05,100673609
5337,Tier 05,100673609
5338,Tier 05,100673609
5339,Tier 03,100673607
5340,Tier 03,100673607
5341,Tier 05,100673609
5342,Tier 04,100673608
5343,Tier 03,100673607
5345,Tier 05,100673609
5346,Tier 03,100673607
5347,Tier 02 ,100673606
5348,Tier 02 ,100673606
5349,Tier 04,100673608
5350,Tier 04,100673608
5352,Tier 02 ,100673606
5353,Tier 03,100673607
5355,Tier 04,100673608
5356,Tier 03,100673607
5358,Tier 04,100673608
5359,Tier 03,100673607
5360,Tier 04,100673608
5361,Tier 04,100673608
5363,Tier 01 ,100673605
5364,Tier 04,100673608
5365,Tier 02 ,100673606
5366,Tier 02 ,100673606
5367,Tier 04,100673608
5368,Tier 05,100673609
5369,Tier 04,100673608
5370,Tier 05,100673609
5371,Tier 04,100673608
5372,Tier 04,100673608
5373,Tier 05,100673609
5374,Tier 04,100673608
5376,Tier 05,100673609
5378,Tier 04,100673608
5379,Tier 04,100673608
5381,Tier 02 ,100673606
5382,Tier 04,100673608
5383,Tier 04,100673608
5384,Tier 03,100673607
5385,Tier 04,100673608
5386,Tier 05,100673609
5387,Tier 04,100673608
5388,Tier 04,100673608
5389,Tier 03,100673607
5390,Tier 02 ,100673606
5391,Tier 01 ,100673605
5392,Tier 02 ,100673606
5393,Tier 03,100673607
5394,Tier 04,100673608
5396,Tier 05,100673609
5397,Tier 05,100673609
5398,Tier 05,100673609
5399,Tier 05,100673609
5402,Tier 02 ,100673606
5403,Tier 05,100673609
5404,Tier 02 ,100673606
5408,Tier 05,100673609
5409,Tier 04,100673608
5410,Tier 04,100673608
5411,Tier 05,100673609
5414,Tier 03,100673607
5416,Tier 04,100673608
5417,Tier 04,100673608
5418,Tier 04,100673608
5419,Tier 03,100673607
5420,Tier 01 ,100673605
5421,Tier 05,100673609
5422,Tier 01 ,100673605
5423,Tier 04,100673608
5424,Tier 05,100673609
5425,Tier 03,100673607
5426,Tier 05,100673609
5427,Tier 05,100673609
5428,Tier 04,100673608
5429,Tier 04,100673608
5430,Tier 05,100673609
5432,Tier 05,100673609
5433,Tier 03,100673607
5434,Tier 05,100673609
5435,Tier 05,100673609
5436,Tier 05,100673609
5438,Tier 05,100673609
5439,Tier 02 ,100673606
5440,Tier 05,100673609
5441,Tier 05,100673609
5442,Tier 02 ,100673606
5443,Tier 03,100673607
5444,Tier 05,100673609
5445,Tier 02 ,100673606
5446,Tier 02 ,100673606
5447,Tier 05,100673609
5448,Tier 05,100673609
5449,Tier 03,100673607
5450,Tier 05,100673609
5451,Tier 02 ,100673606
5452,Tier 04,100673608
5453,Tier 01 ,100673605
5455,Tier 01 ,100673605
5458,Tier 05,100673609
5459,Tier 03,100673607
5460,Tier 03,100673607
5461,Tier 05,100673609
5462,Tier 05,100673609
5463,Tier 05,100673609
5464,Tier 05,100673609
5466,Tier 05,100673609
5467,Tier 02 ,100673606
5469,Tier 05,100673609
5470,Tier 04,100673608
5471,Tier 04,100673608
5472,Tier 05,100673609
5476,Tier 03,100673607
5477,Tier 04,100673608
5479,Tier 03,100673607
5480,Tier 03,100673607
5481,Tier 03,100673607
5482,Tier 01 ,100673605
5483,Tier 04,100673608
5485,Tier 02 ,100673606
5486,Tier 02 ,100673606
5487,Tier 04,100673608
5488,Tier 03,100673607
5489,Tier 03,100673607
5490,Tier 03,100673607
5491,Tier 05,100673609
5492,Tier 05,100673609
5494,Tier 04,100673608
5495,Tier 03,100673607
5497,Tier 02 ,100673606
5498,Tier 02 ,100673606
5499,Tier 04,100673608
5600,Tier 05,100673609
5601,Tier 05,100673609
5602,Tier 05,100673609
5603,Tier 05,100673609
5604,Tier 05,100673609
5605,Tier 05,100673609
5606,Tier 05,100673609
5608,Tier 05,100673609
5609,Tier 05,100673609
5610,Tier 05,100673609
5611,Tier 05,100673609
5612,Tier 04,100673608
5613,Tier 04,100673608
5614,Tier 03,100673607
5615,Tier 01 ,100673605
5616,Tier 03,100673607
5617,Tier 02 ,100673606
5622,Tier 02 ,100673606
5623,Tier 02 ,100673606
5624,Tier 04,100673608
5625,Tier 04,100673608
5626,Tier 04,100673608
5627,Tier 05,100673609
5628,Tier 05,100673609
5629,Tier 05,100673609
5632,Tier 05,100673609
5633,Tier 05,100673609
5634,Tier 05,100673609
5635,Tier 05,100673609
5637,Tier 05,100673609
5638,Tier 05,100673609
5640,Tier 05,100673609
5641,Tier 05,100673609
5643,Tier 05,100673609
5644,Tier 05,100673609
5645,Tier 02 ,100673606
5646,Tier 02 ,100673606
5649,Tier 03,100673607
5653,Tier 02 ,100673606
5654,Tier 02 ,100673606
5657,Tier 04,100673608
5658,Tier 05,100673609
5659,Tier 05,100673609
5661,Tier 05,100673609
5663,Tier 05,100673609
5664,Tier 05,100673609
5667,Tier 05,100673609
5668,Tier 05,100673609
5669,Tier 05,100673609
5670,Tier 02 ,100673606
5671,Tier 02 ,100673606
5672,Tier 03,100673607
5673,Tier 03,100673607
5675,Tier 05,100673609
5676,Tier 05,100673609
5678,Tier 05,100673609
5683,Tier 05,100673609
5684,Tier 05,100673609
5686,Tier 04,100673608
5689,Tier 05,100673609
5691,Tier 05,100673609
5692,Tier 05,100673609
5693,Tier 05,100673609
5695,Tier 05,100673609
5700,Tier 04,100673608
5701,Tier 05,100673609
5702,Tier 05,100673609
5703,Tier 01 ,100673605
5704,Tier 03,100673607
5705,Tier 04,100673608
5706,Tier 03,100673607
5707,Tier 03,100673607
5709,Tier 01 ,100673605
5710,Tier 05,100673609
5713,Tier 03,100673607
5715,Tier 05,100673609
5716,Tier 04,100673608
5717,Tier 05,100673609
5719,Tier 01 ,100673605
5722,Tier 05,100673609
5725,Tier 04,100673608
5726,Tier 05,100673609
5727,Tier 01 ,100673605
5728,Tier 05,100673609
5731,Tier 04,100673608
5732,Tier 02 ,100673606
5734,Tier 02 ,100673606
5735,Tier 01 ,100673605
5737,Tier 03,100673607
5738,Tier 03,100673607
5740,Tier 02 ,100673606
5741,Tier 02 ,100673606
5743,Tier 03,100673607
5744,Tier 02 ,100673606
5745,Tier 03,100673607
5747,Tier 03,100673607
5748,Tier 05,100673609
5751,Tier 05,100673609
5752,Tier 05,100673609
5753,Tier 04,100673608
5754,Tier 04,100673608
5755,Tier 04,100673608
5758,Tier 03,100673607
5759,Tier 03,100673607
5760,Tier 02 ,100673606
5761,Tier 04,100673608
5763,Tier 04,100673608
5764,Tier 04,100673608
5766,Tier 05,100673609
5767,Tier 04,100673608
5768,Tier 04,100673608
5769,Tier 02 ,100673606
5771,Tier 02 ,100673606
5772,Tier 02 ,100673606
5774,Tier 05,100673609
5776,Tier 02 ,100673606
5777,Tier 05,100673609
5779,Tier 04,100673608
5780,Tier 05,100673609
5781,Tier 02 ,100673606
5782,Tier 05,100673609
5786,Tier 02 ,100673606
5787,Tier 04,100673608
5789,Tier 04,100673608
5790,Tier 03,100673607
5791,Tier 05,100673609
5793,Tier 04,100673608
5795,Tier 05,100673609
5797,Tier 01 ,100673605
5799,Tier 05,100673609
5802,Tier 04,100673608
5803,Tier 04,100673608
5804,Tier 04,100673608
5805,Tier 03,100673607
5806,Tier 05,100673609
5807,Tier 05,100673609
5808,Tier 03,100673607
5809,Tier 05,100673609
5810,Tier 03,100673607
5812,Tier 02 ,100673606
5813,Tier 02 ,100673606
5814,Tier 02 ,100673606
5815,Tier 02 ,100673606
5816,Tier 02 ,100673606
5817,Tier 01 ,100673605
5818,Tier 02 ,100673606
5819,Tier 02 ,100673606
5820,Tier 02 ,100673606
5823,Tier 03,100673607
5824,Tier 03,100673607
5826,Tier 02 ,100673606
5828,Tier 05,100673609
5829,Tier 03,100673607
5831,Tier 02 ,100673606
5832,Tier 04,100673608
