Store,Curr Total Baseline TL HC,Curr Total Budgeted TL HC,New Total Baseline TL HC,New Total Budgeted TL HC,Curr F&C TL Baseline HC,Curr F&C TL Budgeted HC,New F&C Baseline HC,New F&C Budgeted HC,Total Added Budgeted HC
107,25,26,25,26,2,2,2,2,0
108,25,25,25,25,2,2,2,2,0
109,25,25,25,25,2,2,2,2,0
110,27,27,28,28,2,2,3,3,1
111,23,23,23,23,2,2,2,2,0
112,26,27,26,27,2,2,2,2,0
113,26,26,26,26,2,2,2,2,0
114,23,23,23,23,2,2,2,2,0
115,21,21,21,21,2,2,2,2,0
116,12,12,12,12,2,2,2,2,0
117,17,17,17,17,2,2,2,2,0
118,25,25,25,25,2,3,2,3,0
119,26,26,28,28,2,2,4,4,2
120,25,25,25,25,2,2,2,2,0
121,25,25,25,25,2,2,2,2,0
122,23,23,23,23,2,2,2,2,0
123,23,23,23,23,2,2,2,2,0
124,25,25,25,25,2,2,2,2,0
125,26,27,27,27,2,2,3,3,0
126,23,23,23,23,2,2,2,2,0
127,25,26,25,26,2,3,2,3,0
128,25,25,25,25,2,2,2,2,0
129,26,26,28,28,2,2,4,4,2
130,26,28,28,28,2,3,4,4,0
131,26,26,27,27,2,2,3,3,1
132,19,19,19,19,2,2,2,2,0
133,19,19,19,19,2,2,2,2,0
134,24,24,24,24,2,2,2,2,0
135,25,25,25,25,2,2,2,2,0
136,12,12,12,12,2,2,2,2,0
137,26,27,26,27,2,2,2,2,0
138,26,26,26,26,2,2,2,2,0
139,23,23,23,23,2,2,2,2,0
140,35,35,37,37,2,2,4,4,2
141,26,27,27,27,2,2,3,3,0
143,25,26,25,26,2,2,2,2,0
144,26,26,28,28,2,2,4,4,2
145,21,21,21,21,2,2,2,2,0
146,23,23,23,23,2,2,2,2,0
147,26,26,27,27,2,2,3,3,1
148,28,29,30,30,2,2,4,4,1
149,21,21,21,21,2,2,2,2,0
150,25,25,25,25,2,2,2,2,0
151,26,26,28,28,2,2,4,4,2
152,25,25,25,25,2,2,2,2,0
153,25,25,25,25,2,2,2,2,0
154,27,27,27,27,2,2,2,2,0
155,25,25,25,25,2,2,2,2,0
157,26,26,28,28,2,2,4,4,2
158,23,23,23,23,2,2,2,2,0
159,26,26,26,26,2,2,2,2,0
160,25,25,25,25,2,2,2,2,0
161,21,21,21,21,2,2,2,2,0
162,19,19,19,19,2,2,2,2,0
163,27,28,29,29,2,2,4,4,1
164,26,26,26,26,2,2,2,2,0
165,25,25,25,25,2,2,2,2,0
166,21,21,21,21,2,2,2,2,0
167,23,23,23,23,2,2,2,2,0
168,26,26,28,28,2,2,4,4,2
169,19,19,19,19,2,2,2,2,0
170,26,26,26,26,2,2,2,2,0
171,23,24,23,24,2,3,2,3,0
172,26,26,27,27,2,2,3,3,1
173,21,21,21,21,2,2,2,2,0
174,26,26,27,27,2,2,3,3,1
175,26,26,26,26,2,2,2,2,0
176,17,17,17,17,2,2,2,2,0
177,26,27,27,27,2,2,3,3,0
178,19,19,19,19,2,2,2,2,0
179,25,25,25,25,2,2,2,2,0
180,26,26,26,26,2,2,2,2,0
181,25,25,25,25,2,2,2,2,0
182,26,26,26,26,2,2,2,2,0
183,21,21,21,21,2,2,2,2,0
184,26,26,28,28,2,2,4,4,2
185,26,26,28,28,2,2,4,4,2
186,25,25,25,25,2,2,2,2,0
188,26,26,28,28,2,2,4,4,2
189,26,26,26,26,2,2,2,2,0
190,25,25,25,25,2,2,2,2,0
192,26,26,28,28,2,2,4,4,2
194,26,26,27,27,2,2,3,3,1
195,25,25,25,25,2,2,2,2,0
196,25,25,25,25,2,2,2,2,0
197,25,25,25,25,2,2,2,2,0
198,25,26,25,26,2,2,2,2,0
199,25,25,25,25,2,2,2,2,0
200,26,26,27,27,2,2,3,3,1
201,26,27,27,27,2,2,3,3,0
202,24,24,24,24,2,2,2,2,0
203,21,21,21,21,2,2,2,2,0
204,25,25,25,25,2,2,2,2,0
205,26,27,26,27,2,2,2,2,0
206,25,25,25,25,2,2,2,2,0
207,19,19,19,19,2,2,2,2,0
209,12,12,12,12,2,2,2,2,0
210,12,12,12,12,2,2,2,2,0
211,25,25,25,25,2,2,2,2,0
212,26,26,27,27,2,2,3,3,1
213,26,26,26,26,2,2,2,2,0
214,26,26,26,26,2,2,2,2,0
216,26,26,27,27,2,2,3,3,1
217,25,25,25,25,2,2,2,2,0
218,23,23,23,23,2,2,2,2,0
219,26,26,28,28,2,2,4,4,2
220,26,26,28,28,2,2,4,4,2
221,26,26,26,26,2,2,2,2,0
222,25,25,25,25,2,2,2,2,0
224,26,26,26,26,2,2,2,2,0
225,21,21,21,21,2,2,2,2,0
226,25,25,25,25,2,2,2,2,0
227,25,25,25,25,2,2,2,2,0
228,26,26,28,28,2,2,4,4,2
229,21,21,21,21,2,2,2,2,0
230,12,12,12,12,2,2,2,2,0
231,26,25,27,26,2,2,3,3,1
232,17,17,17,17,2,2,2,2,0
233,21,21,21,21,2,2,2,2,0
234,26,26,27,27,2,2,3,3,1
236,22,22,22,22,2,2,2,2,0
237,25,26,25,26,2,3,2,3,0
238,25,25,25,25,2,2,2,2,0
239,21,21,21,21,2,2,2,2,0
240,21,21,21,21,2,2,2,2,0
242,21,21,21,21,2,2,2,2,0
243,26,26,27,27,2,2,3,3,1
244,19,19,19,19,2,2,2,2,0
246,23,23,23,23,2,2,2,2,0
247,17,17,17,17,2,2,2,2,0
248,25,25,25,25,2,2,2,2,0
249,26,26,26,26,2,2,2,2,0
250,23,23,23,23,2,2,2,2,0
251,26,26,26,26,2,2,2,2,0
252,21,21,21,21,2,2,2,2,0
253,25,26,25,26,2,3,2,3,0
254,23,24,23,24,2,2,2,2,0
256,26,26,28,28,2,2,4,4,2
257,21,21,21,21,2,2,2,2,0
258,26,26,26,26,2,2,2,2,0
259,26,26,27,27,2,2,3,3,1
260,26,26,28,28,2,2,4,4,2
261,26,26,27,27,2,2,3,3,1
262,25,25,25,25,2,2,2,2,0
264,26,26,28,27,2,3,4,4,1
265,26,26,26,26,2,2,2,2,0
266,25,25,25,25,2,2,2,2,0
267,25,25,25,25,2,2,2,2,0
268,26,26,26,26,2,2,2,2,0
269,26,26,27,27,2,2,3,3,1
271,21,21,21,21,2,2,2,2,0
272,26,26,27,27,2,2,3,3,1
273,21,21,21,21,2,2,2,2,0
274,12,12,12,12,2,2,2,2,0
275,26,26,27,27,2,2,3,3,1
276,19,19,19,19,2,2,2,2,0
277,26,26,27,27,2,2,3,3,1
278,26,26,26,26,2,2,2,2,0
279,21,21,21,21,2,2,2,2,0
280,21,21,21,21,2,2,2,2,0
281,23,23,23,23,2,2,2,2,0
282,25,25,25,25,2,2,2,2,0
283,17,17,17,17,2,2,2,2,0
284,26,26,28,28,2,2,4,4,2
285,26,26,26,26,2,2,2,2,0
286,26,26,26,26,2,2,2,2,0
287,26,26,27,27,2,2,3,3,1
288,24,24,24,24,2,2,2,2,0
289,12,12,12,12,2,2,2,2,0
290,24,24,24,24,2,2,2,2,0
292,23,23,23,23,2,2,2,2,0
293,17,17,17,17,2,2,2,2,0
294,25,26,25,26,2,3,2,3,0
295,25,25,25,25,2,2,2,2,0
296,21,21,21,21,2,2,2,2,0
297,26,26,27,27,2,2,3,3,1
298,26,26,27,27,2,2,3,3,1
299,26,26,27,27,2,2,3,3,1
300,25,25,25,25,2,2,2,2,0
301,26,26,27,27,2,2,3,3,1
302,23,23,23,23,2,2,2,2,0
303,19,19,19,19,2,2,2,2,0
304,26,27,27,27,2,3,3,3,0
305,21,21,21,21,2,2,2,2,0
306,25,25,25,25,2,2,2,2,0
307,26,26,26,26,2,2,2,2,0
308,26,26,26,26,2,2,2,2,0
309,26,26,26,26,2,2,2,2,0
310,25,25,25,25,2,2,2,2,0
311,12,12,12,12,2,2,2,2,0
312,23,23,23,23,2,2,2,2,0
313,26,26,26,26,2,2,2,2,0
314,25,25,25,25,2,2,2,2,0
315,25,25,25,25,2,2,2,2,0
316,25,25,25,25,2,2,2,2,0
317,25,25,25,25,2,2,2,2,0
318,25,25,25,25,2,2,2,2,0
319,26,26,27,27,2,2,3,3,1
320,14,14,14,14,2,2,2,2,0
321,25,26,25,26,2,2,2,2,0
322,26,26,27,27,2,2,3,3,1
323,19,19,19,19,2,2,2,2,0
324,23,23,23,23,2,2,2,2,0
325,23,23,23,23,2,2,2,2,0
326,14,14,14,14,2,2,2,2,0
328,25,25,25,25,2,2,2,2,0
329,25,25,25,25,2,2,2,2,0
330,25,26,25,26,2,2,2,2,0
331,26,26,27,27,2,2,3,3,1
332,25,25,25,25,2,2,2,2,0
333,25,25,25,25,2,2,2,2,0
334,19,19,19,19,2,2,2,2,0
335,26,26,27,27,2,2,3,3,1
336,21,21,21,21,2,2,2,2,0
337,21,21,21,21,2,2,2,2,0
338,23,23,23,23,2,2,2,2,0
339,12,12,12,12,2,2,2,2,0
340,25,25,25,25,2,2,2,2,0
341,19,19,19,19,2,2,2,2,0
342,23,23,23,23,2,2,2,2,0
343,25,25,25,25,2,2,2,2,0
344,23,23,23,23,2,2,2,2,0
345,26,26,28,28,2,2,4,4,2
346,21,21,21,21,2,2,2,2,0
347,23,23,23,23,2,2,2,2,0
348,25,25,25,25,2,2,2,2,0
350,25,25,25,25,2,2,2,2,0
351,24,24,24,24,2,2,2,2,0
352,17,17,17,17,2,2,2,2,0
353,25,25,25,25,2,2,2,2,0
354,21,21,21,21,2,2,2,2,0
355,26,26,26,26,2,2,2,2,0
356,25,25,25,25,2,2,2,2,0
357,21,21,21,21,2,2,2,2,0
358,23,23,23,23,2,2,2,2,0
359,26,27,28,28,2,2,4,4,1
360,23,23,23,23,2,2,2,2,0
361,26,26,26,26,2,2,2,2,0
362,21,21,21,21,2,2,2,2,0
363,25,25,25,25,2,2,2,2,0
364,25,25,25,25,2,2,2,2,0
365,26,26,27,27,2,2,3,3,1
366,25,25,25,25,2,2,2,2,0
368,23,23,23,23,2,2,2,2,0
369,23,23,23,23,2,2,2,2,0
370,19,19,19,19,2,2,2,2,0
371,26,26,28,28,2,2,4,4,2
372,26,25,27,26,2,2,3,3,1
373,20,20,20,20,2,2,2,2,0
374,25,25,25,25,2,2,2,2,0
375,23,23,23,23,2,2,2,2,0
376,26,26,27,27,2,2,3,3,1
378,19,19,19,19,2,2,2,2,0
379,26,26,26,26,2,2,2,2,0
381,26,26,26,26,2,2,2,2,0
382,25,26,25,26,2,3,2,3,0
383,26,27,26,27,2,3,2,3,0
384,26,26,26,26,2,2,2,2,0
385,19,19,19,19,2,2,2,2,0
386,26,26,26,26,2,2,2,2,0
387,21,21,21,21,2,2,2,2,0
388,26,26,26,26,2,2,2,2,0
389,24,25,25,25,2,2,3,3,0
390,21,21,21,21,2,2,2,2,0
391,25,25,25,25,2,2,2,2,0
392,23,24,23,24,2,2,2,2,0
393,26,26,26,26,2,2,2,2,0
394,25,25,25,25,2,2,2,2,0
395,25,26,25,26,2,2,2,2,0
396,26,26,26,26,2,2,2,2,0
397,26,27,26,27,2,2,2,2,0
398,26,26,28,28,2,2,4,4,2
399,26,26,27,27,2,2,3,3,1
400,26,26,27,27,2,2,3,3,1
401,21,21,21,21,2,2,2,2,0
402,25,25,25,25,2,2,2,2,0
403,25,25,25,25,2,2,2,2,0
404,26,27,26,27,2,2,2,2,0
405,26,26,27,27,2,2,3,3,1
406,26,26,27,27,2,2,3,3,1
407,26,26,27,27,2,2,3,3,1
408,26,26,26,26,2,2,2,2,0
409,19,19,19,19,2,2,2,2,0
410,26,26,27,27,2,2,3,3,1
411,12,12,12,12,2,2,2,2,0
412,26,26,27,27,2,2,3,3,1
413,23,23,23,23,2,2,2,2,0
414,26,26,26,26,2,2,2,2,0
415,25,25,25,25,2,2,2,2,0
416,23,23,23,23,2,2,2,2,0
417,26,27,28,28,2,3,4,4,1
418,19,19,19,19,2,2,2,2,0
419,23,23,23,23,2,3,2,3,0
420,26,26,26,26,2,2,2,2,0
421,26,26,28,28,2,2,4,4,2
422,23,23,23,23,2,2,2,2,0
423,25,25,25,25,2,2,2,2,0
424,25,26,25,26,2,2,2,2,0
425,21,21,21,21,2,2,2,2,0
426,25,25,25,25,2,2,2,2,0
427,26,26,28,28,2,2,4,4,2
428,26,27,26,27,2,3,2,3,0
429,25,25,25,25,2,2,2,2,0
430,25,25,25,25,2,2,2,2,0
431,25,25,25,25,2,2,2,2,0
432,23,23,23,23,2,2,2,2,0
433,23,24,23,24,2,2,2,2,0
434,25,25,25,25,2,2,2,2,0
435,26,26,26,26,2,3,2,3,0
436,21,21,21,21,2,2,2,2,0
437,25,25,25,25,2,2,2,2,0
438,20,20,20,20,2,2,2,2,0
440,25,25,25,25,2,2,2,2,0
442,25,25,25,25,2,2,2,2,0
443,23,23,23,23,2,2,2,2,0
444,24,24,25,25,2,2,3,3,1
445,26,26,27,27,2,2,3,3,1
446,17,17,17,17,2,2,2,2,0
447,26,26,27,27,2,2,3,3,1
448,25,25,25,25,2,2,2,2,0
449,25,26,25,26,2,3,2,3,0
450,26,27,26,27,2,2,2,2,0
451,26,26,26,26,2,2,2,2,0
452,25,25,25,25,2,2,2,2,0
453,12,12,12,12,2,2,2,2,0
454,23,23,23,23,2,2,2,2,0
456,26,26,27,27,2,2,3,3,1
457,27,27,27,27,2,2,2,2,0
458,25,25,25,25,2,2,2,2,0
459,26,27,27,27,2,2,3,3,0
461,26,26,28,28,2,2,4,4,2
462,26,26,27,27,2,2,3,3,1
463,25,25,25,25,2,2,2,2,0
464,26,26,27,27,2,2,3,3,1
465,23,23,23,23,2,2,2,2,0
466,21,21,21,21,2,2,2,2,0
467,26,26,26,26,2,2,2,2,0
468,26,26,26,26,2,3,2,3,0
469,26,27,26,27,2,2,2,2,0
470,25,25,25,25,2,2,2,2,0
471,26,26,26,26,2,2,2,2,0
472,26,26,27,27,2,2,3,3,1
473,19,19,19,19,2,2,2,2,0
475,26,26,26,26,2,2,2,2,0
476,23,23,23,23,2,2,2,2,0
477,25,25,25,25,2,2,2,2,0
478,12,12,12,12,2,2,2,2,0
479,26,26,26,26,2,2,2,2,0
480,17,17,17,17,2,2,2,2,0
481,26,26,27,27,2,2,3,3,1
482,12,12,12,12,2,2,2,2,0
483,26,26,27,27,2,2,3,3,1
484,26,26,26,26,2,2,2,2,0
485,19,19,19,19,2,2,2,2,0
486,23,23,23,23,2,2,2,2,0
488,21,21,21,21,2,2,2,2,0
489,26,26,27,27,2,2,3,3,1
490,23,23,23,23,2,2,2,2,0
491,26,26,28,28,2,2,4,4,2
492,26,26,26,26,2,2,2,2,0
493,25,25,25,25,2,2,2,2,0
494,26,26,27,27,2,2,3,3,1
495,26,27,27,27,2,2,3,3,0
497,25,25,25,25,2,2,2,2,0
498,21,21,21,21,2,2,2,2,0
499,26,27,27,27,2,2,3,3,0
500,28,28,30,30,2,2,4,4,2
501,26,26,28,28,2,2,4,4,2
502,25,25,25,25,2,2,2,2,0
503,17,17,17,17,2,2,2,2,0
504,26,26,27,27,2,2,3,3,1
505,26,27,27,27,2,2,3,3,0
506,21,21,21,21,2,2,2,2,0
507,25,25,25,25,2,3,2,3,0
508,26,26,26,26,2,2,2,2,0
510,26,26,27,27,2,2,3,3,1
511,26,26,27,27,2,2,3,3,1
512,35,35,37,37,2,2,4,4,2
513,26,26,26,26,2,2,2,2,0
514,25,25,25,25,2,2,2,2,0
515,26,26,27,27,2,2,3,3,1
516,26,26,27,27,2,2,3,3,1
517,26,26,27,27,2,2,3,3,1
518,26,26,26,26,2,2,2,2,0
519,23,23,23,23,2,2,2,2,0
520,26,26,27,27,2,2,3,3,1
521,25,25,25,25,2,2,2,2,0
522,26,26,26,26,2,2,2,2,0
523,21,21,21,21,2,2,2,2,0
524,19,19,19,19,2,2,2,2,0
526,21,21,21,21,2,2,2,2,0
527,25,25,25,25,2,2,2,2,0
528,26,26,26,26,2,2,2,2,0
529,26,26,26,26,2,2,2,2,0
530,26,26,26,26,2,2,2,2,0
531,26,26,28,28,2,2,4,4,2
532,35,34,37,36,2,2,4,4,2
533,26,26,27,27,2,2,3,3,1
535,28,30,30,30,2,3,4,3,0
536,26,27,27,27,2,3,3,3,0
537,35,35,37,37,2,2,4,4,2
538,24,24,24,24,2,2,2,2,0
539,25,26,25,26,2,2,2,2,0
540,25,25,25,25,2,2,2,2,0
541,35,35,37,37,2,2,4,4,2
542,25,25,25,25,2,2,2,2,0
543,25,25,25,25,2,2,2,2,0
544,26,27,27,27,2,2,3,3,0
545,12,12,12,12,2,2,2,2,0
546,26,27,27,27,2,3,3,3,0
547,24,24,26,26,2,2,4,4,2
548,25,25,25,25,2,2,2,2,0
549,35,34,37,35,2,3,4,4,1
550,21,21,21,21,2,2,2,2,0
551,26,26,28,28,2,2,4,4,2
552,17,17,17,17,2,2,2,2,0
553,26,27,27,27,2,2,3,3,0
554,23,23,23,23,2,2,2,2,0
555,26,27,26,27,2,2,2,2,0
556,26,26,26,26,2,2,2,2,0
557,26,26,26,26,2,3,2,3,0
558,26,27,26,27,2,3,2,3,0
559,26,26,26,26,2,2,2,2,0
560,26,26,27,26,2,3,3,3,0
561,21,21,21,21,2,2,2,2,0
562,25,25,25,25,2,2,2,2,0
563,26,26,27,27,2,2,3,3,1
564,26,27,27,27,2,2,3,3,0
565,26,26,26,26,2,2,2,2,0
566,25,25,25,25,2,2,2,2,0
567,17,17,17,17,2,2,2,2,0
568,21,21,21,21,2,2,2,2,0
569,23,23,23,23,2,2,2,2,0
571,26,27,28,28,2,2,4,4,1
572,26,26,26,26,2,2,2,2,0
573,26,26,27,27,2,2,3,3,1
574,24,24,25,25,2,2,3,3,1
575,26,26,26,26,2,2,2,2,0
576,26,26,28,28,2,2,4,4,2
577,26,26,27,27,2,2,3,3,1
578,28,28,30,30,2,2,4,4,2
579,26,26,28,28,2,2,4,4,2
580,25,25,25,25,2,2,2,2,0
581,26,26,26,26,2,2,2,2,0
582,26,26,27,27,2,2,3,3,1
583,25,25,25,25,2,2,2,2,0
584,25,25,25,25,2,2,2,2,0
585,26,26,26,26,2,2,2,2,0
586,26,27,28,28,2,3,4,4,1
587,25,25,25,25,2,2,2,2,0
588,26,26,26,26,2,2,2,2,0
589,25,25,25,25,2,2,2,2,0
590,26,26,26,26,2,2,2,2,0
591,25,25,25,25,2,2,2,2,0
592,26,27,26,27,2,2,2,2,0
593,26,26,27,27,2,2,3,3,1
594,26,26,26,26,2,2,2,2,0
595,26,26,27,27,2,2,3,3,1
596,12,12,12,12,2,2,2,2,0
598,26,26,28,28,2,2,4,4,2
599,26,26,27,27,2,2,3,3,1
600,25,25,25,25,2,2,2,2,0
601,26,26,26,26,2,2,2,2,0
602,23,23,23,23,2,2,2,2,0
603,26,26,27,27,2,2,3,3,1
604,26,26,27,27,2,2,3,3,1
605,26,26,26,26,2,2,2,2,0
606,17,17,17,17,2,2,2,2,0
607,12,9,12,9,2,2,2,2,0
608,35,35,37,37,2,2,4,4,2
609,26,26,27,27,2,2,3,3,1
610,26,26,27,27,2,2,3,3,1
611,26,27,27,27,2,2,3,3,0
612,25,25,25,25,2,2,2,2,0
613,26,26,27,27,2,2,3,3,1
614,26,26,26,26,2,2,2,2,0
615,26,26,27,27,2,2,3,3,1
616,26,26,26,26,2,2,2,2,0
617,17,17,17,17,2,2,2,2,0
618,24,24,24,24,2,2,2,2,0
619,25,25,25,25,2,2,2,2,0
620,25,25,25,25,2,2,2,2,0
621,23,23,23,23,2,2,2,2,0
622,26,26,28,28,2,2,4,4,2
623,26,27,28,28,2,2,4,4,1
624,25,25,25,25,2,2,2,2,0
625,23,23,23,23,2,2,2,2,0
626,17,18,17,18,2,2,2,2,0
627,23,23,23,23,2,2,2,2,0
628,26,26,26,26,2,2,2,2,0
629,23,23,23,23,2,2,2,2,0
630,26,26,26,26,2,2,2,2,0
631,24,24,24,24,2,2,2,2,0
632,23,23,23,23,2,2,2,2,0
633,25,25,25,25,2,2,2,2,0
634,26,26,27,27,2,2,3,3,1
635,26,26,26,26,2,2,2,2,0
636,25,25,25,25,2,2,2,2,0
637,25,25,25,25,2,2,2,2,0
638,26,26,26,26,2,2,2,2,0
639,26,26,27,27,2,2,3,3,1
640,26,26,26,26,2,2,2,2,0
641,25,25,25,25,2,2,2,2,0
642,25,25,25,25,2,2,2,2,0
643,26,26,26,26,2,2,2,2,0
644,25,25,25,25,2,2,2,2,0
645,26,27,28,28,2,3,4,4,1
646,21,21,21,21,2,2,2,2,0
647,19,19,19,19,2,2,2,2,0
648,26,26,27,27,2,2,3,3,1
649,28,28,30,30,2,2,4,4,2
651,26,26,26,26,2,2,2,2,0
652,26,27,26,27,2,2,2,2,0
653,26,26,27,27,2,2,3,3,1
655,27,27,27,27,2,2,2,2,0
656,26,26,26,26,2,2,2,2,0
657,26,27,27,27,2,2,3,3,0
658,26,26,26,26,2,3,2,3,0
659,25,25,25,25,2,2,2,2,0
660,26,27,27,27,2,2,3,3,0
661,26,27,28,28,2,2,4,4,1
662,26,27,26,27,2,2,2,2,0
663,26,26,27,27,2,2,3,3,1
664,26,26,27,27,2,2,3,3,1
665,25,25,25,25,2,2,2,2,0
666,24,24,26,26,2,2,4,4,2
667,25,25,25,25,2,2,2,2,0
668,26,26,28,28,2,2,4,4,2
669,26,26,27,26,2,3,3,3,0
670,28,28,30,30,2,2,4,4,2
671,26,26,28,28,2,2,4,4,2
672,26,26,27,27,2,2,3,3,1
673,26,26,28,28,2,2,4,4,2
674,26,26,28,28,2,2,4,4,2
675,25,25,25,25,2,2,2,2,0
676,25,25,25,25,2,3,2,3,0
677,26,26,27,27,2,2,3,3,1
678,26,26,27,27,2,2,3,3,1
680,26,26,27,27,2,2,3,3,1
681,26,26,26,26,2,2,2,2,0
682,26,26,26,26,2,2,2,2,0
683,26,26,27,27,2,2,3,3,1
684,26,26,27,27,2,2,3,3,1
685,26,26,27,27,2,2,3,3,1
686,25,25,25,25,2,2,2,2,0
687,26,27,28,28,2,2,4,4,1
688,25,25,25,25,2,2,2,2,0
689,28,28,30,30,2,2,4,4,2
690,26,27,27,27,2,2,3,3,0
691,26,26,27,27,2,2,3,3,1
692,26,27,27,27,2,3,3,3,0
693,17,17,17,17,2,2,2,2,0
694,26,26,27,27,2,2,3,3,1
695,25,26,25,26,2,3,2,3,0
696,17,17,17,17,2,2,2,2,0
697,26,27,28,28,2,2,4,4,1
698,26,26,28,28,2,2,4,4,2
699,26,26,27,27,2,2,3,3,1
700,26,27,26,27,2,2,2,2,0
701,26,26,27,27,2,2,3,3,1
702,26,26,26,26,2,2,2,2,0
703,26,26,26,26,2,2,2,2,0
705,24,24,26,26,2,2,4,4,2
706,28,28,30,30,2,2,4,4,2
707,23,23,23,23,2,2,2,2,0
708,26,26,26,26,2,2,2,2,0
709,24,24,26,26,2,2,4,4,2
710,26,26,26,26,2,2,2,2,0
711,26,27,28,28,2,2,4,4,1
712,26,26,27,27,2,2,3,3,1
713,17,17,17,17,2,2,2,2,0
714,23,23,23,23,2,2,2,2,0
715,26,27,27,27,2,2,3,3,0
716,25,25,25,25,2,2,2,2,0
718,26,26,28,27,2,3,4,4,1
719,26,26,28,28,2,2,4,4,2
720,26,26,26,26,2,2,2,2,0
721,26,26,28,28,2,2,4,4,2
722,26,26,27,27,2,2,3,3,1
723,25,25,25,25,2,2,2,2,0
724,25,25,25,25,2,2,2,2,0
725,28,28,30,30,2,2,4,4,2
726,25,25,25,25,2,2,2,2,0
727,23,23,23,23,2,2,2,2,0
