Stores,Dept, July End Inv 
1640,93," 46,426 "
1640,94," 32,515 "
1640,98," 18,171 "
1641,80," 30,516 "
1641,93," 44,665 "
1641,94," 18,780 "
1641,98," 15,597 "
1642,80," 11,277 "
1642,93," 33,597 "
1642,94," 16,847 "
1642,98," 18,611 "
1643,80," 9,859 "
1643,93," 48,728 "
1643,94," 18,510 "
1643,98," 20,460 "
1644,80," 12,066 "
1644,93," 54,501 "
1644,94," 34,465 "
1644,98," 16,185 "
1645,80," 17,286 "
1645,93," 73,024 "
1645,94," 57,872 "
1645,98," 24,986 "
1646,80," 14,342 "
1646,93," 56,422 "
1646,94," 29,611 "
1646,98," 22,159 "
1647,80," 14,012 "
1647,93," 34,499 "
1647,94," 23,086 "
1647,98," 20,286 "
1648,80," 13,658 "
1648,93," 52,698 "
1648,94," 42,508 "
1648,98," 24,451 "
1649,80," 12,381 "
1649,93," 52,019 "
1649,94," 15,710 "
1649,98," 20,826 "
1650,80," 6,925 "
1650,93," 36,751 "
1650,94," 16,797 "
1650,98," 20,389 "
1651,80," 11,241 "
1651,93," 30,439 "
1651,94," 31,355 "
1651,98," 13,527 "
1652,80," 11,069 "
1652,93," 47,439 "
1652,94," 19,111 "
1652,98," 17,338 "
1653,80," 10,453 "
1653,93," 37,076 "
1653,94," 17,874 "
1653,98," 20,030 "
1654,80," 9,353 "
1654,93," 50,966 "
1654,94," 10,870 "
1654,98," 23,750 "
1655,80," 12,907 "
1655,93," 44,310 "
1655,94," 24,067 "
1655,98," 26,289 "
1656,80," 2,782 "
1656,93," 68,239 "
1656,94," 31,150 "
1656,98," 23,299 "
1657,80," 12,545 "
1657,93," 57,801 "
1657,94," 28,210 "
1657,98," 18,514 "
1658,80," 9,767 "
1658,93," 52,925 "
1658,94," 27,417 "
1658,98," 18,045 "
1659,80," 19,633 "
1659,93," 52,468 "
1659,94," 36,399 "
1659,98," 24,097 "
1660,80," 24,320 "
1660,93," 68,818 "
1660,94," 43,726 "
1660,98," 23,312 "
1661,80," 20,017 "
1661,93," 33,405 "
1661,94," 11,820 "
1661,98," 15,366 "
1662,80," 19,221 "
1662,93," 43,112 "
1662,94," 31,838 "
1662,98," 19,950 "
1663,80," 18,076 "
1663,93," 55,164 "
1663,94," 22,332 "
1663,98," 21,808 "
1664,80," 36,092 "
1664,93," 48,213 "
1664,94," 1,480 "
1664,98," 18,126 "
1665,80," 15,352 "
1665,93," 61,680 "
1665,94," 29,038 "
1665,98," 21,689 "
1666,80," 27,749 "
1666,93," 54,586 "
1666,94," 47,090 "
1666,98," 26,289 "
1667,80," 24,438 "
1667,93," 45,717 "
1667,94," 16,506 "
1667,98," 23,816 "
1668,80," 11,571 "
1668,93," 62,022 "
1668,94," 32,607 "
1668,98," 28,290 "
1669,80," 9,893 "
1669,93," 49,761 "
1669,94," 23,177 "
1669,98," 25,747 "
1671,80," 15,575 "
1671,93," 53,815 "
1671,94," 29,072 "
1671,98," 36,154 "
1672,80," 15,605 "
1672,93," 44,159 "
1672,94," 11,689 "
1672,98," 17,099 "
1673,80, 852 
1673,93," 51,482 "
1673,94," 11,884 "
1673,98," 20,947 "
1674,80," 19,995 "
1674,93," 62,640 "
1674,94," 39,367 "
1674,98," 23,646 "
1675,80," 10,321 "
1675,93," 26,262 "
1675,94," 13,748 "
1675,98," 27,751 "
1676,80," 8,551 "
1676,93," 45,597 "
1676,94," 17,950 "
1676,98," 17,867 "
1677,80," 17,870 "
1677,93," 58,412 "
1677,94," 42,205 "
1677,98," 18,901 "
1678,80," 7,743 "
1678,93," 32,758 "
1678,94," 19,896 "
1678,98," 14,621 "
1679,80," 19,142 "
1679,93," 63,379 "
1679,94," 22,459 "
1679,98," 18,612 "
1680,80," 32,109 "
1680,93," 72,370 "
1680,94," 67,614 "
1680,98," 29,325 "
1681,80," 8,078 "
1681,93," 36,296 "
1681,94," 16,392 "
1681,98," 16,484 "
1682,80," 18,822 "
1682,93," 51,078 "
1682,94," 22,574 "
1682,98," 17,388 "
1683,80," 2,732 "
1683,93," 34,436 "
1683,94," 16,136 "
1683,98," 9,835 "
1685,80," 18,321 "
1685,93," 43,012 "
1685,94," 22,397 "
1685,98," 25,544 "
1686,80," 16,403 "
1686,93," 67,036 "
1686,94," 44,663 "
1686,98," 27,067 "
1687,80," 12,413 "
1687,93," 64,465 "
1687,94," 33,510 "
1687,98," 15,024 "
1688,80," 14,516 "
1688,93," 51,292 "
1688,94," 26,319 "
1688,98," 18,165 "
1689,80," 12,171 "
1689,93," 64,612 "
1689,94," 36,906 "
1689,98," 20,442 "
1690,80," 19,043 "
1690,93," 82,738 "
1690,94," 39,525 "
1690,98," 23,534 "
1692,80," 17,047 "
1692,93," 48,226 "
1692,94," 30,767 "
1692,98," 21,040 "
1694,80," 12,178 "
1694,93," 44,864 "
1694,94," 24,050 "
1694,98," 15,842 "
1695,80," 18,193 "
1695,93," 49,042 "
1695,94," 12,832 "
1695,98," 15,334 "
1696,80," 5,794 "
1696,93," 37,503 "
1696,94," 11,229 "
1696,98," 16,626 "
1698,80," 7,421 "
1698,93," 39,780 "
1698,94," 23,199 "
1698,98," 19,888 "
1699,80," 15,090 "
1699,93," 66,095 "
1699,94," 47,539 "
1699,98," 22,352 "
1700,80," 17,895 "
1700,93," 45,245 "
1700,94," 50,933 "
1700,98," 23,678 "
1702,80," 16,170 "
1702,93," 55,815 "
1702,94," 21,135 "
1702,98," 19,477 "
1703,80," 11,686 "
1703,93," 51,699 "
1703,94," 26,903 "
1703,98," 20,533 "
1704,80," 3,400 "
1704,93," 52,640 "
1704,94," 53,641 "
1704,98," 12,749 "
1705,80," 13,313 "
1705,93," 45,620 "
1705,94," 7,584 "
1705,98," 22,899 "
1707,80," 23,445 "
1707,93," 53,482 "
1707,94," 34,383 "
1707,98," 21,987 "
1708,80," 19,615 "
1708,93," 63,221 "
1708,94," 25,802 "
1708,98," 23,668 "
1709,80," 7,152 "
1709,93," 40,125 "
1709,94," 19,708 "
1709,98," 20,227 "
1710,80," 24,665 "
1710,93," 66,359 "
1710,94," 21,864 "
1710,98," 21,676 "
1711,80," 19,613 "
1711,93," 44,508 "
1711,94," 23,405 "
1711,98," 20,291 "
1712,80," 4,741 "
1712,93," 38,156 "
1712,94," 21,507 "
1712,98," 17,375 "
1714,80," 10,270 "
1714,93," 53,654 "
1714,94," 27,659 "
1714,98," 24,300 "
1718,80," 12,404 "
1718,93," 52,697 "
1718,94," 12,305 "
1718,98," 20,104 "
1719,80," 10,570 "
1719,93," 54,059 "
1719,94," 29,190 "
1719,98," 25,257 "
1720,80," 13,741 "
1720,93," 41,366 "
1720,94," 21,668 "
1720,98," 18,068 "
1721,80," 13,244 "
1721,93," 47,091 "
1721,94," 23,337 "
1721,98," 27,313 "
1722,80," 13,350 "
1722,93," 31,942 "
1722,94," 3,271 "
1722,98," 22,318 "
1723,80," 22,685 "
1723,93," 47,847 "
1723,94," 23,324 "
1723,98," 20,489 "
1724,80," 10,804 "
1724,93," 28,152 "
1724,94," 15,996 "
1724,98," 17,915 "
1725,80, -   
1725,93, -   
1725,94, -   
1725,98, -   
1726,80," 20,121 "
1726,93," 44,647 "
1726,94," 37,432 "
1726,98," 16,600 "
1727,80," 1,932 "
1727,93," 35,872 "
1727,94," 11,584 "
1727,98," 13,933 "
1728,80," 18,430 "
1728,93," 55,441 "
1728,94," 26,172 "
1728,98," 23,333 "
1729,80," 12,260 "
1729,93," 35,162 "
1729,94," 10,227 "
1729,98," 15,771 "
1730,80," 18,731 "
1730,93," 58,154 "
1730,94," 28,480 "
1730,98," 17,503 "
1731,80," 12,295 "
1731,93," 46,584 "
1731,94," 16,709 "
1731,98," 17,439 "
1732,80, 913 
1732,93," 25,613 "
1732,94," 14,497 "
1732,98," 9,938 "
1733,80," 15,498 "
1733,93," 36,794 "
1733,94," 16,330 "
1733,98," 19,033 "
1734,80," 11,711 "
1734,93," 48,433 "
1734,94," 22,728 "
1734,98," 18,533 "
1735,80," 15,636 "
1735,93," 43,337 "
1735,94," 19,264 "
1735,98," 19,889 "
1736,80," 18,870 "
1736,93," 57,680 "
1736,94," 30,534 "
1736,98," 19,722 "
1737,80," 22,737 "
1737,93," 52,873 "
1737,94," 19,453 "
1737,98," 26,310 "
1738,80," 20,473 "
1738,93," 41,894 "
1738,94," 17,768 "
1738,98," 22,564 "
1739,80," 16,492 "
1739,93," 55,914 "
1739,94," 31,479 "
1739,98," 24,532 "
1740,80," 10,268 "
1740,93," 68,627 "
1740,94," 19,314 "
1740,98," 22,788 "
1741,80," 18,120 "
1741,93," 54,497 "
1741,94," 27,220 "
1741,98," 22,012 "
1742,80," 19,638 "
1742,93," 74,245 "
1742,94," 23,965 "
1742,98," 23,573 "
1744,80," 17,313 "
1744,93," 67,542 "
1744,94," 14,868 "
1744,98," 20,006 "
1745,80," 11,327 "
1745,93," 54,929 "
1745,94," 20,108 "
1745,98," 26,448 "
1746,80," 19,317 "
1746,93," 47,043 "
1746,94," 17,153 "
1746,98," 16,088 "
1747,80," 17,910 "
1747,93," 51,589 "
1747,94," 1,295 "
1747,98," 27,528 "
1748,80," 25,367 "
1748,93," 65,623 "
1748,94," 28,135 "
1748,98," 21,041 "
1749,80," 11,527 "
1749,93," 47,857 "
1749,94," 23,475 "
1749,98," 17,154 "
1750,80," 14,306 "
1750,93," 54,351 "
1750,94," 24,069 "
1750,98," 23,237 "
1752,80," 18,753 "
1752,93," 53,698 "
1752,94," 25,543 "
1752,98," 24,174 "
1753,80," 4,000 "
1753,93," 33,867 "
1753,94," 18,974 "
1753,98," 15,535 "
1754,80," 15,158 "
1754,93," 43,444 "
1754,94," 13,895 "
1754,98," 17,886 "
1757,80," 11,682 "
1757,93," 55,484 "
1757,94," 25,761 "
1757,98," 23,015 "
1758,80," 14,866 "
1758,93," 54,233 "
1758,94," 31,503 "
1758,98," 20,718 "
1759,80," 16,543 "
1759,93," 50,884 "
1759,94," 27,823 "
1759,98," 22,074 "
1760,80," 10,745 "
1760,93," 24,341 "
1760,94," 24,771 "
1760,98," 16,694 "
1761,80," 17,780 "
1761,93," 54,343 "
1761,94," 20,518 "
1761,98," 25,346 "
1762,80," 11,973 "
1762,93," 38,080 "
1762,94," 24,313 "
1762,98," 21,405 "
1763,80," 17,751 "
1763,93," 42,057 "
1763,94," 23,653 "
1763,98," 16,997 "
1764,80," 19,858 "
1764,93," 79,877 "
1764,94," 23,063 "
1764,98," 24,533 "
1765,80," 14,953 "
1765,93," 44,664 "
1765,94," 32,812 "
1765,98," 27,656 "
1766,80," 16,294 "
1766,93," 33,807 "
1766,94," 35,335 "
1766,98," 11,324 "
1767,80," 24,523 "
1767,93," 43,523 "
1767,94," 44,240 "
1767,98," 19,639 "
1768,80," 17,943 "
1768,93," 78,312 "
1768,94," 48,364 "
1768,98," 14,929 "
1769,80," 16,083 "
1769,93," 44,967 "
1769,94," 41,525 "
1769,98," 23,009 "
1770,80," 15,299 "
1770,93," 53,806 "
1770,94," 39,285 "
1770,98," 23,721 "
1771,80," 25,409 "
1771,93," 104,913 "
1771,94," 43,468 "
1771,98," 36,285 "
1772,80," 21,378 "
1772,93," 66,889 "
1772,94," 38,469 "
1772,98," 22,137 "
1773,80," 13,657 "
1773,93," 56,178 "
1773,94," 29,849 "
1773,98," 20,901 "
1774,80," 18,146 "
1774,93," 40,318 "
1774,94," 22,131 "
1774,98," 24,449 "
1775,80," 11,108 "
1775,93," 68,339 "
1775,94," 39,406 "
1775,98," 20,637 "
1776,80," 9,241 "
1776,93," 47,599 "
1776,94," 28,091 "
1776,98," 18,396 "
1777,80," 16,218 "
1777,93," 44,985 "
1777,94," 16,340 "
1777,98," 20,864 "
1778,80," 4,740 "
1778,93," 59,789 "
1778,94," 29,052 "
1778,98," 23,682 "
1780,80," 14,769 "
1780,93," 51,178 "
1780,94," 29,137 "
1780,98," 18,570 "
1781,80," 29,855 "
1781,93," 47,795 "
1781,94," 26,163 "
1781,98," 21,497 "
1782,80," 12,281 "
1782,93," 44,385 "
1782,94," 25,710 "
1782,98," 23,806 "
1783,80," 8,837 "
1783,93," 64,759 "
1783,94," 27,984 "
1783,98," 19,871 "
1784,80," 14,420 "
1784,93," 92,209 "
1784,94," 54,894 "
1784,98," 31,791 "
1787,80," 7,568 "
1787,93," 43,090 "
1787,94," 12,219 "
1787,98," 14,761 "
1788,80," 19,606 "
1788,93," 47,123 "
1788,94," 37,099 "
1788,98," 20,340 "
1789,80," 17,865 "
1789,93," (13,121)"
1789,94," 8,839 "
1789,98," 36,926 "
1790,80," 10,412 "
1790,93," 55,455 "
1790,94," 28,630 "
1790,98," 22,458 "
1791,80," 6,094 "
1791,93," 39,134 "
1791,94," 17,050 "
1791,98," 20,317 "
1792,80," 15,144 "
1792,93," 41,420 "
1792,94," 27,665 "
1792,98," 20,851 "
1793,80," 13,940 "
1793,93," 58,252 "
1793,94," 42,882 "
1793,98," 21,058 "
1794,80," 6,538 "
1794,93," 49,867 "
1794,94," 27,079 "
1794,98," 20,823 "
1796,80," 12,890 "
1796,93," 44,943 "
1796,94," 19,633 "
1796,98," 22,029 "
1797,80," 12,090 "
1797,93," 50,414 "
1797,94," 13,738 "
1797,98," 13,801 "
1798,80," 11,700 "
1798,93," 34,696 "
1798,94," 25,622 "
1798,98," 17,717 "
1799,80," 15,092 "
1799,93," 49,319 "
1799,94," 17,384 "
1799,98," 26,568 "
1800,80," 19,764 "
1800,93," 75,827 "
1800,94," 27,894 "
1800,98," 18,339 "
1801,80," 8,732 "
1801,93," 67,794 "
1801,94," 33,360 "
1801,98," 22,154 "
1802,80," 11,414 "
1802,93," 53,675 "
1802,94," 19,973 "
1802,98," 18,479 "
1803,80," 11,261 "
1803,93," 61,590 "
1803,94," 25,204 "
1803,98," 23,968 "
1804,80," 12,097 "
1804,93," 61,630 "
1804,94," 27,862 "
1804,98," 17,338 "
1805,80," 21,625 "
1805,93," 49,348 "
1805,94," 27,315 "
1805,98," 29,990 "
1806,80," 22,412 "
1806,93," 45,861 "
1806,94," 17,736 "
1806,98," 20,501 "
1807,80," 17,731 "
1807,93," 51,901 "
1807,94," 19,911 "
1807,98," 24,762 "
1809,80," 13,147 "
1809,93," 36,535 "
1809,94," 17,413 "
1809,98," 19,419 "
1810,80," 21,579 "
1810,93," 74,483 "
1810,94," 53,876 "
1810,98," 20,090 "
1811,80," 18,963 "
1811,93," 72,278 "
1811,94," 30,793 "
1811,98," 15,429 "
1812,80," 10,852 "
1812,93," 65,301 "
1812,94," 41,487 "
1812,98," 29,084 "
1813,80," 15,668 "
1813,93," 39,651 "
1813,94," 13,587 "
1813,98," 18,987 "
1814,80," 30,569 "
1814,93," 53,117 "
1814,94," 29,996 "
1814,98," 53,382 "
1815,80," 28,736 "
1815,93," 45,857 "
1815,94," 43,570 "
1815,98," 28,085 "
1817,80," 14,298 "
1817,93," 75,030 "
1817,94," 70,353 "
1817,98," 26,551 "
1819,80," 15,811 "
1819,93," 39,656 "
1819,94," 23,135 "
1819,98," 24,202 "
1820,80," 19,636 "
1820,93," 33,944 "
1820,94," 15,468 "
1820,98," 23,628 "
1823,80," 11,900 "
1823,93," 46,719 "
1823,94," 32,969 "
1823,98," 19,805 "
1825,80," 16,986 "
1825,93," 45,450 "
1825,94," 42,119 "
1825,98," 19,791 "
1826,80," 16,615 "
1826,93," 32,885 "
1826,94," 6,987 "
1826,98," 20,696 "
1827,80," 7,691 "
1827,93," 44,181 "
1827,94," 45,904 "
1827,98," 16,711 "
1828,80," 11,955 "
1828,93," 53,117 "
1828,94," 16,770 "
1828,98," 21,120 "
1829,80," 17,147 "
1829,93," 41,882 "
1829,94," 24,986 "
1829,98," 14,689 "
1830,80," 15,004 "
1830,93," 74,295 "
1830,94," 33,864 "
1830,98," 23,146 "
1831,80," 19,312 "
1831,93," 32,276 "
1831,94," 15,091 "
1831,98," 22,700 "
1832,80," 23,909 "
1832,93," 56,596 "
1832,94," 55,724 "
1832,98," 31,285 "
1833,80," 19,989 "
1833,93," 65,020 "
1833,94," 27,530 "
1833,98," 23,787 "
1834,80," 13,879 "
1834,93," 53,889 "
1834,94," 39,997 "
1834,98," 25,881 "
1835,80," 22,098 "
1835,93," 64,867 "
1835,94," 22,251 "
1835,98," 23,462 "
1836,80," 17,085 "
1836,93," 42,972 "
1836,94," 19,485 "
1836,98," 20,396 "
1837,80," 12,383 "
1837,93," 55,843 "
1837,94," 11,046 "
1837,98," 19,284 "
1839,80," 12,526 "
1839,93," 76,864 "
1839,94," 25,164 "
1839,98," 27,463 "
1840,80," 12,316 "
1840,93," 51,909 "
1840,94," 31,122 "
1840,98," 15,943 "
1841,80," 23,811 "
1841,93," 72,632 "
1841,94," 45,397 "
1841,98," 18,146 "
1842,80," 12,884 "
1842,93," 61,827 "
1842,94," 39,174 "
1842,98," 18,052 "
1845,80," 17,113 "
1845,93," 43,284 "
1845,94," 31,570 "
1845,98," 17,725 "
1846,80," 12,806 "
1846,93," 42,064 "
1846,94," 18,956 "
1846,98," 22,006 "
1847,80," 19,387 "
1847,93," 48,557 "
1847,94," 28,681 "
1847,98," 17,652 "
1848,80," 10,145 "
1848,93," 42,936 "
1848,94," 23,669 "
1848,98," 17,478 "
1849,80," 13,472 "
1849,93," 48,198 "
1849,94," 26,330 "
1849,98," 21,134 "
1850,80," 8,416 "
1850,93," 41,208 "
1850,94," 36,182 "
1850,98," 18,611 "
1851,80," 14,179 "
1851,93," 62,833 "
1851,94," 27,161 "
1851,98," (17,268)"
1852,80," 16,795 "
1852,93," 42,071 "
1852,94," 28,454 "
1852,98," 22,417 "
1853,80," 21,506 "
1853,93," 70,211 "
1853,94," 54,261 "
1853,98," 27,536 "
1855,80," 18,510 "
1855,93," 41,807 "
1855,94," 15,251 "
1855,98," 19,194 "
1856,80," 13,045 "
1856,93," 49,484 "
1856,94," 29,634 "
1856,98," 21,838 "
1858,80," 10,539 "
1858,93," 34,589 "
1858,94," 13,372 "
1858,98," 19,811 "
1859,80," 18,846 "
1859,93," 64,143 "
1859,94," 41,115 "
1859,98," 25,618 "
1860,80," 51,642 "
1860,93," 56,962 "
1860,94," 29,384 "
1860,98," 22,992 "
1861,80," 11,916 "
1861,93," 55,254 "
1861,94," 12,439 "
1861,98," 15,877 "
1862,80," 14,396 "
1862,93," 58,879 "
1862,94," 35,893 "
1862,98," 24,592 "
1863,80," 22,447 "
1863,93," 83,890 "
1863,94," 41,526 "
1863,98," 23,365 "
1864,80," 13,910 "
1864,93," 71,160 "
1864,94," 39,828 "
1864,98," 16,951 "
1865,80," 2,681 "
1865,93," 22,739 "
1865,94," 14,972 "
1865,98," 13,667 "
1866,80," 10,180 "
1866,93," 29,062 "
1866,94," 20,993 "
1866,98," 17,277 "
1868,80," 15,785 "
1868,93," 63,047 "
1868,94," 36,954 "
1868,98," 24,400 "
1870,80," 21,297 "
1870,93," 46,955 "
1870,94," 30,311 "
1870,98," 19,561 "
1871,80," 17,167 "
1871,93," 71,637 "
1871,94," 54,469 "
1871,98," 22,254 "
1872,80," 20,235 "
1872,93," 45,828 "
1872,94," 26,668 "
1872,98," 22,809 "
1873,80," 21,003 "
1873,93," 59,126 "
1873,94," 36,752 "
1873,98," 17,175 "
1874,80," 15,954 "
1874,93," 60,674 "
1874,94," 35,798 "
1874,98," 19,920 "
1875,80," 28,445 "
1875,93," 67,144 "
1875,94," 49,875 "
1875,98," 22,669 "
1878,80," 19,076 "
1878,93," 154,178 "
1878,94," 30,747 "
1878,98," 29,903 "
1879,80," 33,478 "
1879,93," 74,675 "
1879,94," 49,258 "
1879,98," 22,501 "
1880,80," 13,060 "
1880,93," 73,092 "
1880,94," 35,431 "
1880,98," 22,406 "
1881,80," 41,270 "
1881,93," 67,174 "
1881,94," 28,035 "
1881,98," 18,182 "
1882,80," 20,894 "
1882,93," 68,289 "
1882,94," 56,051 "
1882,98," 20,646 "
1883,80," 22,489 "
1883,93," 53,762 "
1883,94," 20,692 "
1883,98," 23,236 "
1884,80," 30,947 "
1884,93," 87,236 "
1884,94," 68,030 "
1884,98," 28,392 "
1885,80," 18,414 "
1885,93," 61,513 "
1885,94," 19,154 "
1885,98," 28,829 "
1886,80," 18,205 "
1886,93," 40,071 "
1886,94," 18,556 "
1886,98," 24,371 "
1888,80," 15,235 "
1888,93," 42,560 "
1888,94," 26,929 "
1888,98," 26,282 "
1889,80," 12,392 "
1889,93," 48,053 "
1889,94," 22,494 "
1889,98," 20,802 "
1890,80," 18,299 "
1890,93," 56,937 "
1890,94," 34,445 "
1890,98," 18,638 "
1891,80," 14,835 "
1891,93," 62,149 "
1891,94," 15,310 "
1891,98," 23,932 "
1892,80," 16,749 "
1892,93," 52,598 "
1892,94," 42,614 "
1892,98," 23,770 "
1894,80," 14,151 "
1894,93," 58,569 "
1894,94," 44,209 "
1894,98," 21,179 "
1896,80," 14,716 "
1896,93," 91,494 "
1896,94," 36,722 "
1896,98," 20,732 "
1897,80," 18,544 "
1897,93," 41,528 "
1897,94," 8,742 "
1897,98," 18,714 "
1898,80," 12,192 "
1898,93," 37,738 "
1898,94," (3,053)"
1898,98," 9,133 "
1899,80," 17,408 "
1899,93," 70,923 "
1899,94," 29,325 "
1899,98," 32,815 "
1900,80," 9,261 "
1900,93," 56,456 "
1900,94," 38,077 "
1900,98," 16,048 "
1901,80," 12,459 "
1901,93," 52,335 "
1901,94," 33,204 "
1901,98," 22,634 "
1902,80," 38,892 "
1902,93," 67,310 "
1902,94," 36,256 "
1902,98," 26,253 "
1903,80," 10,243 "
1903,93," 37,185 "
1903,94," 17,465 "
1903,98," 25,197 "
1904,80," 12,430 "
1904,93," 42,376 "
1904,94," 24,796 "
1904,98," 21,360 "
1905,80," 9,847 "
1905,93," 28,696 "
1905,94," 18,261 "
1905,98," 23,785 "
1907,80," 11,221 "
1907,93," 50,796 "
1907,94," 18,633 "
1907,98," 20,050 "
1908,80," 7,836 "
1908,93," 61,815 "
1908,94," 27,063 "
1908,98," 19,215 "
1909,80," 17,552 "
1909,93," 55,032 "
1909,94," 21,194 "
1909,98," 20,129 "
1910,80," 14,888 "
1910,93," 44,405 "
1910,94," 27,220 "
1910,98," 41,040 "
1911,80," 20,139 "
1911,93," 62,518 "
1911,94," 44,024 "
1911,98," 29,662 "
1912,80," 20,665 "
1912,93," 37,662 "
1912,94," 48,547 "
1912,98," 20,782 "
1913,80," 13,950 "
1913,93," 44,252 "
1913,94," 23,786 "
1913,98," 22,246 "
1914,80," 15,277 "
1914,93," 42,124 "
1914,94," 30,280 "
1914,98," 24,278 "
1915,80," 18,770 "
1915,93," 49,001 "
1915,94," 166,388 "
1915,98," 29,860 "
1916,80," 13,387 "
1916,93," 50,024 "
1916,94," 19,673 "
1916,98," 17,297 "
1923,80," 15,921 "
1923,93," 74,419 "
1923,94," 39,847 "
1923,98," 23,657 "
1924,80," 6,804 "
1924,93," 39,588 "
1924,94," 31,060 "
1924,98," 13,982 "
1925,80," 4,743 "
1925,93," 35,425 "
1925,94," 30,464 "
1925,98," 13,244 "
1926,80," 15,163 "
1926,93," 32,511 "
1926,94," 22,022 "
1926,98," 20,047 "
1927,80," 18,549 "
1927,93," 66,984 "
1927,94," 35,685 "
1927,98," 19,433 "
1928,80," 16,782 "
1928,93," 55,218 "
1928,94," 14,385 "
1928,98," 20,132 "
1929,80," 12,400 "
1929,93," 47,932 "
1929,94," 37,441 "
1929,98," 20,665 "
1931,80," 10,355 "
1931,93," 58,915 "
1931,94," 21,248 "
1931,98," 19,633 "
1932,80," 6,671 "
1932,93," 33,590 "
1932,94," 21,777 "
1932,98," 18,450 "
1934,80," 16,512 "
1934,93," 42,801 "
1934,94," 22,504 "
1934,98," 18,672 "
1935,80," 14,780 "
1935,93," 49,941 "
1935,94," 26,706 "
1935,98," 24,890 "
1936,80," 9,997 "
1936,93," 43,283 "
1936,94," 28,240 "
1936,98," 17,618 "
1937,80," 14,103 "
1937,93," 34,871 "
1937,94," 15,831 "
1937,98," 20,255 "
1938,80," 18,614 "
1938,93," 55,942 "
1938,94," 21,963 "
1938,98," 24,410 "
1939,80," 5,059 "
1939,93," 52,060 "
1939,94," 38,549 "
1939,98," 19,691 "
1940,80," 19,670 "
1940,93," 46,724 "
1940,94," 40,746 "
1940,98," 19,679 "
1941,80," 9,945 "
1941,93," 34,889 "
1941,94," 24,063 "
1941,98," 25,687 "
1942,80," 12,036 "
1942,93," 60,016 "
1942,94," 18,258 "
1942,98," 20,348 "
1943,80," 19,182 "
1943,93," 58,730 "
1943,94," 29,470 "
1943,98," 22,828 "
1945,80," 10,368 "
1945,93," 39,329 "
1945,94," 28,170 "
1945,98," 16,702 "
1946,80," 14,528 "
1946,93," 44,393 "
1946,94," 13,082 "
1946,98," 19,761 "
1947,80," 7,551 "
1947,93," 44,901 "
1947,94," 16,648 "
1947,98," 23,273 "
1948,80," 16,325 "
1948,93," 40,125 "
1948,94," 22,305 "
1948,98," 15,227 "
1949,80," 15,636 "
1949,93," 44,162 "
1949,94," 25,869 "
1949,98," 19,730 "
1950,80," 22,639 "
1950,93," 71,915 "
1950,94," 58,452 "
1950,98," 21,426 "
1951,80," 19,188 "
1951,93," 67,791 "
1951,94," 49,126 "
1951,98," 24,878 "
1952,80," 13,177 "
1952,93," 48,003 "
1952,94," 28,031 "
1952,98," 22,583 "
1953,80," 13,263 "
1953,93," 42,667 "
1953,94," 33,716 "
1953,98," 12,630 "
1954,80," 14,020 "
1954,93," 42,356 "
1954,94," 20,684 "
1954,98," 15,546 "
1955,80," 15,121 "
1955,93," 62,530 "
1955,94," 19,682 "
1955,98," 23,999 "
1956,80," 18,627 "
1956,93," 71,013 "
1956,94," 35,634 "
1956,98," 23,811 "
1957,80," 18,201 "
1957,93," 49,979 "
1957,94," 30,153 "
1957,98," 15,254 "
1958,80," 8,502 "
1958,93," 34,421 "
1958,94," 8,666 "
1958,98," 18,035 "
1959,80," 17,676 "
1959,93," 47,558 "
1959,94," 32,650 "
1959,98," 20,230 "
1960,80," 13,999 "
