Market ,Avg. ,Stores ,Avg Returns volume ,Volume bucket ,Avg Return Units Per day ,Avg DotCom Return Units Per Day ,Average MP Return Units  ,Avg MP Return Units Per Day,Avg NPS ,Avg Wait Time 
294,,1663,28657,High,377,28,636,8,70,5.72
294,,1795,12705,Low,167,8,284,4,39,7.08
294,,2440,15779,Low,208,11,321,4,67,6.88
294,,4334,20288,Medium,267,18,479,6,50,6.49
294,,4428,11524,Low,152,11,267,4,70,8.45
296,Mkt Avg,,18044,,237,17,354,5,49,7.97
296,,1191,19388,Medium,255,19,490,6,62,6.25
296,,1287,28355,High,373,32,717,9,48,9.23
296,,1288,17092,Low,225,16,350,5,51,8.39
296,,1579,11964,Low,157,9,58,1,50,10.32
296,,2137,24602,Medium,324,30,95,1,34,11.92
296,,2256,17051,Low,224,10,382,5,52,8.17
296,,2845,14025,Low,185,8,283,4,73,4.09
296,,3182,15468,Low,204,16,475,6,21,8.15
296,,3612,14737,Low,194,10,268,4,48,7.58
296,,5346,17755,Medium,234,21,420,6,53,5.67
297,Mkt Avg,,23575,,310,26,656,9,54,10.07
297,,1614,15577,Low,205,13,417,5,62,7.79
297,,1751,19118,Medium,252,24,512,7,56,9.9
297,,1816,15093,Low,199,14,358,5,68,7.42
297,,1953,13684,Low,180,9,217,3,70,7.32
297,,2058,20689,Medium,272,22,513,7,34,9.64
297,,4250,32370,High,426,51,1494,20,47,12.5
297,,4484,28175,High,371,32,656,9,55,17.66
297,,5118,27760,High,365,31,637,8,43,10.02
297,,5254,41622,High,548,52,1327,17,58,6.24
297,,5292,21661,Medium,285,17,429,6,46,12.18
298,Mkt Avg,,20492,,270,21,494,7,57,7.13
298,,1132,24980,Medium,329,22,583,8,75,4.96
298,,1498,31183,High,410,46,1014,13,67,4.79
298,,1558,14214,Low,187,9,258,3,39,11.5
298,,1842,31654,High,416,31,788,10,57,8.95
298,,2704,15266,Low,201,15,290,4,61,6.33
298,,3304,14700,Low,193,15,292,4,50,6
298,,3305,13932,Low,183,12,271,4,62,7.3
298,,3658,17796,Medium,234,14,457,6,31,7
298,,5320,20708,Medium,272,22,495,7,70,7.33
299,Mkt Avg,,26152,,344,31,707,9,55,7.43
299,,1237,23893,Medium,314,22,533,7,72,7.92
299,,1321,24912,Medium,328,26,644,8,76,5.24
299,,1372,23227,Medium,306,23,201,3,50,8.08
299,,1664,24397,Medium,321,21,619,8,62,7.95
299,,2247,34429,High,453,52,1223,16,34,7.66
299,,2836,29261,High,385,39,898,12,48,8.89
299,,3889,30609,High,403,57,1260,17,58,6.45
299,,4458,29638,High,390,44,842,11,44,9.16
299,,4499,18726,Medium,246,16,362,5,61,7.14
299,,4564,17816,Medium,234,19,378,5,50,5.23
299,,5046,30045,High,395,32,821,11,49,8.83
299,,5743,26876,High,354,25,703,9,50,6.61
300,Mkt Avg,,20874,,275,21,515,7,65,7.14
300,,1166,6946,Low,91,4,133,2,85,8.71
300,,1268,16254,Low,214,13,318,4,35,9.03
300,,1348,34835,High,458,42,934,12,55,5.57
300,,1352,13311,Low,175,7,214,3,74,9.29
300,,1392,28586,High,376,31,592,8,49,6.61
300,,1767,25650,Medium,337,22,728,10,74,5.21
300,,2580,14359,Low,189,14,269,4,74,7.56
300,,2772,21767,Medium,286,20,619,8,72,5.68
300,,4065,27523,High,362,43,864,11,64,6.22
300,,4273,32775,High,431,30,832,11,54,6.56
300,,7243,7609,Low,100,4,166,2,85,8.1
301,Mkt Avg,,17733,,233,17,377,5,58,6.18
301,,1197,21540,Medium,283,19,533,7,58,7.21
301,,1354,19564,Medium,257,14,403,5,59,6.57
301,,1379,24888,Medium,327,29,715,9,51,7.29
301,,1502,17563,Low,231,16,300,4,56,5.95
301,,1527,24702,Medium,325,26,269,4,59,4.79
301,,1641,15395,Low,203,11,297,4,27,5.14
301,,1950,11213,Low,148,7,248,3,71,3.98
301,,2000,14168,Low,186,13,430,6,49,8.75
301,,2730,11133,Low,146,9,171,2,53,8.5
301,,4459,13682,Low,180,13,217,3,83,3.8
301,,5851,21218,Medium,279,25,566,7,73,5.98
302,Mkt Avg,,19121,,252,18,407,5,65,7.26
302,,1236,23448,Medium,309,17,437,6,57,14.71
302,,1298,29489,High,388,27,670,9,71,6.74
302,,1300,28680,High,377,28,640,8,76,5.61
302,,1355,25784,Medium,339,26,612,8,61,8.84
302,,1661,17519,Low,231,16,380,5,46,7.8
302,,3701,11336,Low,149,7,154,2,38,6.83
302,,3825,13355,Low,176,14,235,3,65,9.05
302,,3864,21262,Medium,280,22,421,6,71,4.88
302,,7009,13892,Low,183,12,283,4,78,4.92
302,,7179,20236,Medium,266,20,498,7,65,6.27
302,,7238,5331,Low,70,5,143,2,83,4.17
304,Mkt Avg,,22165,,292,21,508,7,65,6.89
304,,948,28809,High,379,29,736,10,59,6.73
304,,1039,25598,Medium,337,23,661,9,66,6.5
304,,1060,23592,Medium,310,23,540,7,67,7.03
304,,1064,20648,Medium,272,18,450,6,76,5.68
304,,1096,17729,Medium,233,17,403,5,45,6.12
304,,1131,11456,Low,151,11,257,3,74,11.17
304,,1290,25152,Medium,331,24,524,7,75,5.08
304,,1337,20458,Medium,269,17,447,6,72,7.85
304,,1662,28301,High,372,25,707,9,59,6.96
304,,4224,22331,Medium,294,25,438,6,64,5.81
304,,4410,19734,Medium,260,20,420,6,62,6.83
305,Mkt Avg,,24379,,321,25,595,8,49,8.52
305,,1034,28112,High,370,23,655,9,58,6.17
305,,1209,25780,Medium,339,30,568,7,49,6.31
305,,1385,24769,Medium,326,24,695,9,38,9.83
305,,1464,27039,High,356,30,716,9,20,12.39
305,,4274,34208,High,450,36,879,12,71,5.74
305,,4594,13504,Low,178,10,279,4,44,9.08
305,,5085,25507,Medium,336,26,648,9,57,9.78
305,,5298,15414,Low,203,11,332,4,59,8.56
305,,5481,20886,Medium,275,21,406,5,31,9.54
305,,5745,28570,High,376,36,768,10,62,7.81
306,Mkt Avg,,28588,,376,33,786,10,57,8.4
306,,1027,25324,Medium,333,25,668,9,44,6.89
306,,1133,21297,Medium,280,22,441,6,67,8.3
306,,1156,39611,High,521,53,1272,17,61,7.21
306,,1821,20113,Medium,265,17,555,7,47,12.1
306,,2005,35037,High,461,35,880,12,64,7.69
306,,2134,29791,High,392,29,583,8,62,8.9
306,,4574,39551,High,520,58,1322,17,58,7.6
306,,5747,20391,Medium,268,23,480,6,64,9.11
306,,5879,26181,High,344,36,872,11,50,7.84
308,Mkt Avg,,24385,,321,25,561,7,52,7.22
308,,1322,23134,Medium,304,22,522,7,68,6.4
308,,1552,24276,Medium,319,21,576,8,50,5.82
308,,1613,19323,Medium,254,12,471,6,50,7.47
308,,1849,21406,Medium,282,19,525,7,10,9.57
308,,2472,30273,High,398,37,897,12,63,7.67
308,,2793,32470,High,427,43,901,12,52,7.08
308,,3503,20829,Medium,274,20,502,7,55,9.44
308,,3626,28513,High,375,28,648,9,51,6.58
308,,4477,22681,Medium,298,28,98,1,57,7.11
308,,6789,20948,Medium,276,23,470,6,66,5.01
309,Mkt Avg,,22781,,300,25,538,7,60,8.98
309,,877,28576,High,376,29,271,4,52,15.09
309,,1010,18369,Medium,242,12,363,5,56,13.28
309,,1097,28126,High,370,33,712,9,78,6.11
309,,1255,16815,Low,221,12,340,4,77,7.47
309,,1452,26935,High,354,41,715,9,63,5.03
309,,1666,18593,Medium,245,19,433,6,41,9.46
309,,2908,7942,Low,105,6,131,2,79,8.07
309,,3371,18786,Medium,247,15,378,5,63,9.27
309,,3700,32535,High,428,41,1064,14,31,10.31
309,,5063,31132,High,410,37,971,13,63,5.71
310,Mkt Avg,,20541,,270,20,432,6,60,8.4
310,,1155,23407,Medium,308,18,518,7,72,6.31
310,,1238,27388,High,360,26,633,8,42,11.29
310,,1261,22134,Medium,291,24,504,7,40,11.65
310,,1312,14669,Low,193,12,229,3,70,5.72
310,,1774,26401,High,347,25,570,8,59,9.12
310,,2929,24380,Medium,321,27,587,8,80,8.82
310,,3595,23841,Medium,314,22,521,7,63,9.35
310,,5489,11215,Low,148,9,184,2,100,6.61
310,,5787,12614,Low,166,12,219,3,33,4.19
310,,6879,20649,Medium,272,20,378,5,64,5.13
310,,6958,19253,Medium,253,21,413,5,38,14.2
311,Mkt Avg,,18409,,242,16,384,5,67,6.87
311,,154,27718,High,365,22,441,6,73,10.51
311,,1023,20181,Medium,266,21,559,7,85,4.58
311,,1302,23325,Medium,307,22,564,7,73,8.94
311,,1336,13329,Low,175,7,185,2,50,7.5
311,,1763,23579,Medium,310,22,437,6,54,11
311,,2089,30720,High,404,29,621,8,70,7.44
311,,2761,15125,Low,199,12,380,5,95,4.67
311,,3270,15231,Low,200,12,359,5,68,6.08
311,,3303,9278,Low,122,7,196,3,57,4.93
311,,3480,13485,Low,177,12,284,4,45,4.02
311,,3772,10524,Low,138,13,199,3,65,5.92
312,Mkt Avg,,20844,,274,21,538,7,57,6.31
312,,1243,21718,Medium,286,19,492,6,54,6.3
312,,1292,29334,High,386,37,917,12,54,6.13
312,,1301,27079,High,356,33,879,12,68,6.99
312,,1309,20778,Medium,273,22,560,7,39,6.14
312,,1652,14524,Low,191,10,246,3,75,3.73
312,,2312,24266,Medium,319,24,570,8,38,6.97
312,,2337,19665,Medium,259,15,409,5,68,6.61
312,,2762,17228,Low,227,12,332,4,57,10.2
312,,3243,25864,Medium,340,28,809,11,57,5.37
312,,3770,7981,Low,105,8,170,2,64,4.68
314,Mkt Avg,,14292,,188,13,310,4,53,7.38
314,,1345,17410,Low,229,16,393,5,48,6.16
314,,1465,26250,High,345,28,644,8,71,6.81
314,,1486,19189,Medium,252,16,443,6,73,5.06
314,,1934,15180,Low,200,11,291,4,59,5.91
314,,2645,7757,Low,102,4,113,1,44,5.95
314,,2705,12410,Low,163,9,252,3,39,9.61
314,,2805,7120,Low,94,3,100,1,43,11.9
314,,3768,11712,Low,154,20,263,3,52,6.07
314,,4636,11601,Low,153,10,287,4,48,8.94
315,Mkt Avg,,21743,,286,24,549,7,53,7.72
315,,1335,15059,Low,198,13,343,5,79,4.04
315,,1344,20574,Medium,271,22,482,6,29,8.58
315,,1350,36457,High,480,40,1095,14,65,6.35
315,,1399,16719,Low,220,17,422,6,52,5.57
315,,1726,28975,High,381,27,561,7,37,11.01
315,,1780,23957,Medium,315,32,697,9,45,8.37
315,,2565,15468,Low,204,12,388,5,55,6.55
315,,2807,16803,Low,221,18,361,5,41,14.52
315,,4682,21338,Medium,281,24,575,8,48,7.32
315,,4697,20619,Medium,271,25,402,5,56,7.27
315,,5117,23208,Medium,305,30,710,9,76,5.37
316,Mkt Avg,,16148,,212,16,370,5,59,7.46
316,,1450,17011,Low,224,13,352,5,73,7.48
316,,2244,23446,Medium,309,24,578,8,81,5.95
316,,2548,14729,Low,194,12,327,4,38,8.61
316,,2576,22720,Medium,299,26,597,8,45,6.82
316,,2610,16453,Low,216,16,391,5,68,5.19
316,,2792,6677,Low,88,6,123,2,45,17.45
316,,2810,7258,Low,96,4,166,2,50,6.11
316,,2849,9697,Low,128,8,152,2,75,5.82
316,,4277,21310,Medium,280,29,472,6,50,5.68
316,,5296,22183,Medium,292,25,545,7,66,5.46
317,Mkt Avg,,15982,,210,15,410,5,77,6.27
317,,1351,23209,Medium,305,25,615,8,63,5.69
317,,1360,13907,Low,183,10,298,4,93,10.86
317,,1477,16073,Low,211,11,313,4,83,4.45
317,,1499,18289,Medium,241,19,431,6,74,5.04
317,,2036,30479,High,401,38,899,12,70,8.04
317,,2646,9888,Low,130,8,247,3,84,5.47
317,,2662,10376,Low,137,7,243,3,100,7.53
317,,2933,18765,Medium,247,20,509,7,64,5.77
317,,4278,11154,Low,147,12,298,4,100,5.71
317,,5319,16107,Low,212,16,508,7,59,4.9
317,,6951,7556,Low,99,5,154,2,54,5.5
320,Mkt Avg,,16816,,221,17,394,5,64,6.46
320,,1522,16234,Low,214,15,341,4,73,4.84
320,,1544,28224,High,371,29,684,9,67,5.86
320,,1653,9214,Low,121,8,186,2,64,5.92
320,,1714,22235,Medium,293,19,532,7,70,5.08
320,,2027,36596,High,482,38,892,12,73,5.95
320,,2083,17989,Medium,237,23,470,6,68,4.81
320,,2474,12447,Low,164,12,288,4,75,5.14
320,,2696,9334,Low,123,7,233,3,100,15.58
320,,2809,13774,Low,181,10,270,4,60,7.3
320,,2833,7867,Low,104,7,185,2,54,4.25
320,,2894,14100,Low,186,14,268,4,38,6.43
320,,3215,23799,Medium,313,29,610,8,31,7.4
320,,4372,6793,Low,89,6,169,2,60,5.45
321,Mkt Avg,,12281,,162,12,300,4,67,6.86
321,,16,17868,Medium,235,21,463,6,58,11.21
321,,55,6364,Low,84,5,138,2,47,3.21
321,,66,11382,Low,150,10,312,4,66,5.19
321,,67,11223,Low,148,9,264,3,69,5.65
321,,125,23578,Medium,310,23,585,8,55,7.48
321,,141,25966,Medium,342,31,721,9,70,6.77
321,,209,3437,Low,45,2,107,1,86,6.11
321,,230,3155,Low,42,2,66,1,50,10.5
321,,279,7741,Low,102,5,135,2,100,6.33
321,,358,10017,Low,132,13,271,4,100,4.47
321,,388,16215,Low,213,12,252,3,56,8.03
321,,3231,10425,Low,137,13,282,4,48,7.33
322,Mkt Avg,,19828,,261,21,448,6,57,6.9
322,,2,21757,Medium,286,20,473,6,61,6.42
322,,54,20011,Medium,263,18,286,4,65,5.27
322,,76,12103,Low,159,9,235,3,50,6.22
322,,144,29682,High,391,35,716,9,29,8.78
322,,359,40319,High,531,55,1091,14,52,5.32
322,,373,5547,Low,73,4,122,2,86,9.38
322,,914,9377,Low,123,7,213,3,57,6.9
323,Mkt Avg,,36284,,477,58,1228,16,62,5.64
323,,1,37535,High,494,43,1044,14,60,4.34
323,,4,25958,Medium,342,21,506,7,50,6.99
323,,100,60134,High,791,129,2805,37,67,5.43
323,,4108,28864,High,380,40,755,10,56,7.66
323,,5260,44518,High,586,88,1502,20,72,3.8
323,,5261,20695,Medium,272,25,754,10,70,5.64
324,Mkt Avg,,20911,,275,22,499,7,53,7.46
324,,85,23790,Medium,313,24,559,7,67,7.09
324,,124,14627,Low,192,9,261,3,26,7.14
324,,126,18319,Medium,241,18,398,5,45,7.12
324,,3230,25317,Medium,333,29,589,8,50,8.21
324,,4460,18976,Medium,250,20,438,6,81,7.39
324,,5244,17613,Low,232,22,445,6,56,7.15
324,,5706,27736,High,365,30,803,11,45,8.14
325,Mkt Avg,,14840,,195,13,335,4,67,6.69
325,,33,8192,Low,108,5,148,2,55,4.2
325,,52,20093,Medium,264,15,381,5,45,8.53
325,,58,29789,High,392,31,823,11,70,4.7
325,,127,12680,Low,167,10,245,3,62,6.2
325,,133,5655,Low,74,4,133,2,60,12.73
325,,261,30218,High,398,29,728,10,65,5.94
325,,296,8206,Low,108,7,201,3,64,4.42
325,,318,13610,Low,179,12,263,3,58,8.29
325,,336,10573,Low,139,10,248,3,79,6.74
325,,1065,11868,Low,156,8,182,2,81,6.79
325,,5433,12358,Low,163,10,334,4,93,5.01
326,Mkt Avg,,18964,,250,20,426,6,54,6.48
326,,5,27328,High,360,33,736,10,38,6.88
326,,7,24736,Medium,325,30,481,6,28,14.3
326,,8,12346,Low,162,10,263,3,62,5.34
326,,24,16311,Low,215,13,316,4,57,5.5
326,,169,6813,Low,90,5,176,2,64,4.59
326,,1105,23958,Medium,315,20,429,6,63,6.22
326,,2575,21205,Medium,279,26,514,7,68,4.48
326,,2587,24427,Medium,321,31,643,8,62,5.89
326,,4168,13548,Low,178,15,275,4,48,5.09
327,Mkt Avg,,11492,,151,8,220,3,43,9.02
327,,83,9738,Low,128,8,180,2,0,6.6
327,,102,8289,Low,109,5,151,2,58,7
327,,167,10106,Low,133,7,208,3,67,4.46
327,,171,11407,Low,150,7,206,3,50,9.64
327,,289,4338,Low,57,3,98,1,50,9.33
327,,339,3584,Low,47,2,65,1,50,5.64
327,,348,13698,Low,180,11,225,3,16,16.74
327,,530,21463,Medium,282,16,368,5,72,6.3
327,,714,7979,Low,105,4,158,2,20,14.79
327,,3331,24318,Medium,320,18,544,7,45,9.69
328,Mkt Avg,,13529,,178,11,312,4,61,6.47
328,,11,27035,High,356,25,679,9,57,6.16
328,,18,9021,Low,119,9,167,2,50,9.7
328,,57,6385,Low,84,3,123,2,86,5.54
328,,71,10734,Low,141,8,219,3,44,7.72
328,,119,20883,Medium,275,16,451,6,73,6.55
328,,157,28912,High,380,27,674,9,69,4.64
328,,160,10936,Low,144,9,309,4,58,4.37
328,,281,10521,Low,138,8,234,3,71,5.84
328,,788,8007,Low,105,6,222,3,62,6.4
328,,1114,8681,Low,114,5,165,2,50,10.96
328,,1147,7705,Low,101,5,188,2,50,3.28
329,Mkt Avg,,14324,,188,13,296,4,54,7.42
329,,36,23981,Medium,316,24,659,9,20,9.4
329,,45,28116,High,370,33,309,4,63,7.53
329,,62,10849,Low,143,8,218,3,47,10
329,,68,9712,Low,128,7,201,3,67,10.55
329,,70,20756,Medium,273,16,450,6,50,8.12
329,,74,4866,Low,64,2,98,1,33,8.14
329,,91,12951,Low,170,6,180,2,60,4.95
329,,128,17220,Low,227,23,602,8,31,8.27
329,,190,14344,Low,189,11,270,4,76,5.06
329,,229,9487,Low,125,6,167,2,50,5.28
329,,453,5284,Low,70,3,102,1,100,4.33
333,Mkt Avg,,17295,,228,17,399,5,57,6.29
333,,15,18294,Medium,241,15,440,6,74,6.02
333,,32,7768,Low,102,4,105,1,17,6.43
333,,56,8829,Low,116,6,137,2,43,7.36
333,,379,19463,Medium,256,21,456,6,74,4.25
333,,444,27231,High,358,26,633,8,59,6.66
333,,837,3917,Low,52,2,103,1,60,4.42
333,,871,3760,Low,49,2,90,1,75,5.3
333,,1009,21292,Medium,280,22,462,6,73,4.79
333,,2175,12566,Low,165,13,286,4,52,8.72
333,,2221,36189,High,476,41,934,12,38,6.33
333,,2702,22855,Medium,301,29,570,8,74,5.03
333,,4381,25374,Medium,334,26,575,8,51,10.17
334,Mkt Avg,,13648,,180,12,278,4,55,7.3
334,,13,12048,Low,159,12,266,4,36,7.26
334,,17,17570,Low,231,18,406,5,46,5.54
334,,34,12033,Low,158,10,235,3,38,11.38
334,,48,12387,Low,163,11,216,3,100,4.91
334,,59,28016,High,369,27,606,8,52,5.83
334,,79,20013,Medium,263,15,367,5,42,7.87
334,,92,10066,Low,132,7,193,3,52,6.39
334,,267,18312,Medium,241,21,443,6,47,7.33
334,,338,6839,Low,90,4,114,2,44,11.53
334,,888,7006,Low,92,4,131,2,80,4.46
334,,7249,5841,Low,77,4,85,1,71,7.85
335,Mkt Avg,,19979,,263,18,447,6,61,6.22
335,,9,20540,Medium,270,21,422,6,42,8.38
335,,19,30379,High,400,23,701,9,59,4.81
335,,30,13598,Low,179,12,251,3,57,7.17
335,,37,25157,Medium,331,23,603,8,51,7.1
335,,69,30156,High,397,31,763,10,52,7.35
335,,82,12395,Low,163,11,248,3,71,7.6
335,,95,18556,Medium,244,15,418,6,68,5.62
335,,122,15295,Low,201,17,446,6,53,5.97
335,,152,16373,Low,215,13,376,5,59,4.44
335,,188,29915,High,394,27,531,7,68,4.97
335,,337,7403,Low,97,9,158,2,91,5.04
336,Mkt Avg,,15215,,200,15,342,5,53,6.29
336,,21,18034,Medium,237,16,312,4,41,6.99
336,,29,30190,High,397,31,760,10,39,9.31
336,,44,6119,Low,81,5,116,2,45,5.12
336,,65,13753,Low,181,11,273,4,43,10.62
336,,89,15407,Low,203,11,365,5,81,3.95
336,,101,24550,Medium,323,25,494,7,51,6.42
336,,219,22999,Medium,303,25,621,8,67,4.61
336,,354,8475,Low,112,9,175,2,50,4.17
336,,357,7332,Low,96,6,162,2,36,8.5
336,,815,13185,Low,173,14,231,3,42,5.04
336,,895,4336,Low,57,2,109,1,60,7.11
336,,5477,18200,Medium,239,20,487,6,75,3.61
339,Mkt Avg,,24837,,327,27,736,10,54,7.04
339,,60,19242,Medium,253,17,494,7,73,6.08
339,,145,8675,Low,114,8,181,2,76,5.11
339,,243,34032,High,448,40,934,12,56,7.83
339,,648,33139,High,436,43,1100,14,69,5.69
339,,1021,15974,Low,210,13,309,4,32,9.42
339,,1161,30767,High,405,35,991,13,50,6.31
339,,1188,23049,Medium,303,24,804,11,50,6.25
339,,1265,11167,Low,147,6,260,3,40,5.85
339,,2600,29509,High,388,36,1035,14,66,5.96
339,,2616,39830,High,524,42,1183,16,50,8.07
339,,5313,31679,High,417,45,860,11,53,6.4
339,,5927,20980,Medium,276,18,677,9,30,11.52
340,Mkt Avg,,27319,,359,31,792,10,54,7.84
340,,99,12913,Low,170,11,304,4,52,7.11
340,,172,26401,High,347,28,705,9,62,6.66
340,,295,17335,Low,228,22,441,6,62,5.12
340,,313,22584,Medium,297,19,539,7,79,5.46
340,,805,29329,High,386,35,833,11,65,5.09
340,,1177,40891,High,538,52,1430,19,45,11.11
340,,1514,45400,High,597,65,1483,20,56,6.88
340,,2213,29152,High,384,29,812,11,65,6.22
340,,2694,27372,High,360,30,847,11,51,8.05
340,,3061,14331,Low,189,12,360,5,24,13.51
340,,5150,34797,High,458,36,963,13,37,10.98
341,Mkt Avg,,22896,,301,23,631,8,49,7.66
341,,201,25723,Medium,338,24,661,9,43,10.1
341,,253,15705,Low,207,13,309,4,21,7.4
341,,256,35687,High,470,45,1171,15,62,5.43
341,,328,22398,Medium,295,28,658,9,56,4
341,,361,20501,Medium,270,20,482,6,28,7.96
341,,1071,23453,Medium,309,16,544,7,46,6.51
341,,1418,29439,High,387,30,992,13,51,10.64
341,,1761,14339,Low,189,11,333,4,59,9.51
341,,4695,18815,Medium,248,20,528,7,71,7.38
344,Mkt Avg,,14771,,194,14,292,4,60,5.87
344,,108,10898,Low,143,9,236,3,72,3.6
344,,132,5466,Low,72,4,85,1,50,4.33
344,,134,12581,Low,166,12,233,3,67,4.77
344,,150,11145,Low,147,7,135,2,70,4.73
344,,178,4525,Low,60,3,79,1,88,2.67
344,,221,23089,Medium,304,28,541,7,34,10.08
344,,227,9740,Low,128,8,166,2,73,4.77
344,,392,12483,Low,164,8,199,3,77,6.62
344,,499,18797,Medium,247,20,486,6,56,5.67
344,,564,21989,Medium,289,13,302,4,62,5.91
344,,622,31773,High,418,37,752,10,10,11.38
345,Mkt Avg,,16623,,219,14,365,5,52,7.95
345,,41,25298,Medium,333,24,538,7,58,6.29
345,,136,3608,Low,47,2,52,1,40,5.5
345,,168,33304,High,438,38,868,11,71,6.87
345,,207,5702,Low,75,2,92,1,36,8.16
345,,246,9348,Low,123,10,213,3,59,9.52
345,,576,20418,Medium,269,10,343,5,33,14.73
345,,823,14862,Low,196,10,320,4,47,7.6
345,,838,21459,Medium,282,19,544,7,57,7.4
345,,3055,15608,Low,205,11,312,4,62,5.43
347,Mkt Avg,,15984,,210,12,291,4,55,5.23
347,,10,23083,Medium,304,19,438,6,60,6.86
347,,12,23359,Medium,307,22,479,6,74,4.34
347,,22,19893,Medium,262,11,244,3,64,3.77
347,,28,14038,Low,185,11,224,3,65,7.02
347,,50,7734,Low,102,4,114,2,0,4.13
347,,63,8164,Low,107,4,134,2,83,3.54
347,,81,8975,Low,118,4,121,2,67,4.8
347,,90,15714,Low,207,10,327,4,48,5.45
347,,130,25333,Medium,333,19,547,7,56,5.86
347,,374,13541,Low,178,14,284,4,37,6.56
349,Mkt Avg,,14107,,186,12,266,3,69,6.43
349,,113,15696,Low,207,12,212,3,52,7.58
349,,162,6162,Low,81,3,75,1,100,4
349,,269,25702,Medium,338,17,392,5,42,12.93
349,,271,8936,Low,118,10,187,2,63,7.13
349,,414,15558,Low,205,13,365,5,58,7.15
349,,420,16817,Low,221,12,316,4,64,6.22
349,,479,16109,Low,212,13,252,3,74,4.71
349,,607,2248,Low,30,1,27,0,100,3
349,,893,2343,Low,31,1,30,0,100,5
349,,1116,19683,Medium,259,17,382,5,52,9.56
349,,1148,24016,Medium,316,30,591,8,61,5.59
349,,3229,8524,Low,112,3,141,2,85,6.4
349,,5071,21593,Medium,284,19,483,6,42,4.31
350,Mkt Avg,,15336,,202,12,278,4,57,7.31
350,,129,20745,Medium,273,17,386,5,51,7.23
350,,147,19344,Medium,255,17,424,6,48,7.1
350,,151,19172,Medium,252,17,337,4,60,8.08
350,,158,11521,Low,152,11,192,3,52,8.83
350,,185,21400,Medium,282,16,402,5,67,6.16
350,,225,6502,Low,86,4,90,1,60,6.25
350,,232,5427,Low,71,2,57,1,83,4.5
350,,947,28819,High,379,26,602,8,61,8.77
350,,975,19335,Medium,254,15,314,4,20,10.05
350,,1043,7940,Low,104,6,131,2,73,9
350,,1295,8487,Low,112,4,119,2,50,4.4
351,Mkt Avg,,12144,,160,9,235,3,60,7.54
351,,31,17267,Low,227,15,363,5,50,4.47
351,,47,13165,Low,173,10,268,4,63,7.85
351,,103,24848,Medium,327,24,587,8,69,5.9
351,,121,13443,Low,177,8,191,3,47,6.18
351,,123,9113,Low,120,6,146,2,50,10.94
351,,210,3896,Low,51,2,47,1,100,5.67
351,,231,17441,Low,229,13,343,5,78,5.22
351,,247,4826,Low,64,2,75,1,33,17.63
351,,276,6220,Low,82,4,111,1,42,6.6
351,,340,11224,Low,148,10,223,3,73,4.95
352,Mkt Avg,,19203,,253,20,440,6,56,7.16
352,,137,19062,Medium,251,20,411,5,54,5.91
352,,360,9261,Low,122,6,159,2,43,10.08
352,,387,5634,Low,74,4,97,1,82,2.82
352,,389,25634,Medium,337,31,654,9,48,6.83
352,,1626,31489,High,414,33,735,10,70,7.04
352,,2803,30644,High,403,39,806,11,52,10.08
352,,2804,26132,High,344,23,558,7,44,7.64
352,,3430,12712,Low,167,10,258,3,52,6.66
352,,4195,16717,Low,220,17,408,5,56,7.89
352,,4241,14744,Low,194,19,312,4,58,6.6
353,Mkt Avg,,19720,,259,18,429,6,58,7.54
353,,139,9793,Low,129,6,180,2,73,6.44
353,,212,26999,High,355,25,629,8,52,12.63
353,,277,28423,High,374,37,808,11,54,6.37
353,,517,18350,Medium,241,22,450,6,57,7.71
353,,544,25565,Medium,336,20,542,7,53,7.53
353,,743,21307,Medium,280,12,345,5,59,4.95
353,,1056,12771,Low,168,13,238,3,39,6.8
353,,2734,16524,Low,217,16,283,4,59,5.12
353,,7294,14621,Low,192,12,361,5,75,11.12
353,,7326,22848,Medium,301,19,454,6,55,6.75
356,Mkt Avg,,24022,,316,26,538,7,65,5.85
356,,73,15689,Low,206,14,343,5,67,3.6
356,,324,6961,Low,92,5,105,1,67,3.76
356,,472,31590,High,416,34,756,10,70,6.11
356,,894,31651,High,416,32,701,9,67,8.3
356,,992,21596,Medium,284,19,406,5,60,6.28
356,,1597,34830,High,458,45,841,11,63,5.61
356,,3295,18973,Medium,250,19,463,6,74,6.25
356,,4615,29458,High,388,30,633,8,52,5.98
356,,4637,25451,Medium,335,32,598,8,63,6.75
357,Mkt Avg,,13481,,177,11,264,3,63,6.37
357,,14,18873,Medium,248,16,380,5,67,7.32
357,,27,9594,Low,126,8,143,2,79,3.73
357,,46,20720,Medium,273,21,396,5,61,5.26
357,,78,14227,Low,187,12,345,5,96,4.3
357,,86,16312,Low,215,12,284,4,58,5.58
357,,88,11721,Low,154,9,219,3,61,4.5
357,,138,20739,Medium,273,18,379,5,46,9.24
357,,166,7305,Low,96,7,168,2,53,6.62
357,,173,9690,Low,128,5,138,2,64,7.92
357,,179,19474,Medium,256,18,415,5,62,8.03
357,,250,8610,Low,113,8,192,3,55,7.03
357,,845,4509,Low,59,2,105,1,59,6.97
359,Mkt Avg,,14774,,194,13,292,4,64,6.54
359,,25,12725,Low,167,8,271,4,56,4.38
359,,40,17460,Low,230,15,374,5,43,9.54
359,,51,10398,Low,137,10,194,3,56,7.5
359,,80,21301,Medium,280,22,464,6,83,5.6
359,,159,26781,High,352,25,529,7,56,8.98
