Market Number,Store Number,Total Season Pallet Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
147,238,12,9,10
138,239,11,9,10
47,240,6,5,6
410,242,11,7,6
339,243,7,6,6
135,244,4,3,3
345,246,10,6,6
76,248,7,5,5
503,249,10,8,9
357,250,6,5,6
45,251,7,7,7
271,252,5,2,3
341,253,6,5,5
273,254,5,4,4
341,256,9,7,8
254,257,3,1,1
4,258,13,10,12
583,259,10,9,10
55,260,9,7,8
325,261,13,9,10
271,262,6,5,5
149,264,17,14,16
45,265,9,7,8
50,266,5,4,5
334,267,13,8,8
147,268,14,12,14
349,269,19,16,17
349,271,10,6,7
153,272,6,5,5
4,273,9,7,8
503,275,14,13,14
351,276,8,5,6
353,277,13,10,11
127,278,8,7,8
321,279,7,5,5
83,280,5,4,4
328,281,10,7,8
253,282,10,8,9
49,284,14,8,9
503,285,8,6,6
55,286,8,7,8
11,287,14,12,13
503,288,8,7,8
77,290,2,1,2
87,292,3,2,2
253,294,4,3,3
340,295,4,3,4
325,296,10,7,7
59,297,8,6,7
3,298,13,11,13
254,299,11,8,9
3,300,8,7,8
3,301,14,11,13
271,302,5,3,4
4,303,6,4,5
149,304,14,10,11
138,305,8,5,6
5,306,11,10,11
135,307,13,9,9
152,308,13,10,11
132,309,7,7,8
132,310,10,8,9
134,312,7,6,7
340,313,7,6,6
5,314,10,8,9
3,315,13,10,12
3,316,11,9,10
272,317,6,4,5
325,318,10,7,8
361,319,13,8,8
85,321,5,3,3
85,322,7,5,6
127,323,4,3,3
356,324,9,7,8
360,325,9,8,8
341,328,5,4,5
10,329,10,9,10
84,330,4,3,3
66,331,6,5,6
5,332,6,5,5
254,333,4,3,3
275,334,5,3,3
146,335,13,10,11
325,336,11,8,9
335,337,5,4,5
334,338,7,4,4
351,340,15,9,10
407,341,5,3,3
411,342,6,5,5
275,343,9,6,6
65,344,2,1,1
46,345,13,10,12
409,346,9,4,4
136,347,7,5,6
327,348,12,8,9
433,350,6,5,5
68,351,3,2,2
48,353,10,6,6
336,354,3,3,3
10,355,11,9,10
10,356,6,5,6
336,357,5,4,5
321,358,16,12,13
322,359,14,11,12
352,360,18,16,16
341,361,8,6,6
11,362,6,5,5
359,363,7,6,7
503,364,9,7,8
140,365,14,11,13
121,366,13,10,11
410,368,10,8,8
406,369,9,4,4
406,370,8,5,5
48,371,14,9,10
406,372,9,6,7
322,373,6,4,4
347,374,12,7,7
5,375,6,4,5
127,376,8,7,8
516,377,6,5,5
411,378,5,4,5
333,379,10,7,7
81,381,8,6,6
410,382,12,7,7
66,383,9,8,9
66,384,10,7,8
132,386,9,8,9
352,387,12,10,10
321,388,11,8,9
352,389,13,8,9
149,390,8,6,7
4,391,11,9,10
344,392,21,19,19
147,393,14,12,13
137,394,11,9,10
80,395,3,2,2
39,396,9,8,9
80,397,3,2,2
46,398,11,10,11
46,399,9,8,10
68,400,9,7,8
131,401,3,3,3
132,402,6,6,6
137,403,8,7,8
87,404,4,3,3
134,405,12,10,11
151,406,11,9,9
81,407,7,6,6
66,408,7,5,5
137,409,6,5,5
146,410,12,10,11
45,412,13,10,11
569,413,2,2,2
349,414,7,6,6
132,415,6,6,6
151,416,8,7,7
47,417,15,12,14
407,418,4,3,3
406,419,10,4,4
349,420,11,9,10
479,421,17,12,13
273,422,6,4,4
13,423,8,7,8
8,424,11,9,10
11,425,6,5,6
53,426,4,4,4
47,427,11,10,11
130,428,12,9,10
80,429,4,3,3
253,430,8,6,7
253,431,8,6,6
10,432,6,5,6
5,433,7,5,6
5,434,7,6,6
272,435,5,4,4
272,436,3,2,2
84,437,6,5,5
74,438,8,3,3
78,440,3,2,2
78,442,3,2,3
88,443,3,2,2
333,444,9,6,7
256,445,13,10,12
88,447,6,4,5
127,448,11,9,9
66,449,5,4,4
127,450,10,8,9
359,451,4,3,4
80,452,3,2,2
272,454,4,3,3
569,456,4,3,3
66,457,11,10,10
78,458,3,2,2
25,459,13,10,12
88,461,7,5,5
61,462,8,7,8
84,463,3,2,3
78,464,7,5,5
77,465,3,2,2
147,466,8,6,6
52,467,5,5,5
47,468,8,7,8
66,469,6,5,5
78,470,4,2,2
49,471,13,11,12
356,472,16,12,12
83,475,3,2,2
81,476,4,3,3
119,477,10,8,9
349,479,14,12,13
273,481,8,6,7
8,483,16,11,12
411,484,9,6,6
129,485,7,4,5
362,486,9,6,6
97,488,6,5,6
128,489,16,12,14
78,490,3,2,2
253,491,11,8,9
580,492,7,5,6
260,493,11,9,9
16,494,13,10,11
138,495,18,15,15
242,497,10,7,7
134,498,10,8,8
344,499,16,11,12
505,500,30,24,26
141,501,19,16,18
129,502,8,5,5
61,504,6,5,5
134,505,16,13,14
272,506,5,3,3
260,507,9,6,7
506,508,4,3,4
21,510,8,6,7
38,511,6,5,6
505,512,32,27,30
73,513,7,5,5
39,514,9,8,9
18,515,17,11,12
45,516,15,13,13
353,517,11,9,10
24,518,6,5,6
260,519,10,8,8
21,520,13,11,12
66,521,6,5,5
60,522,10,9,9
46,523,6,4,4
84,524,2,1,1
549,525,3,2,3
242,526,6,3,3
61,527,5,3,3
115,528,7,6,7
61,529,8,7,7
327,530,15,11,12
132,531,8,7,8
130,532,16,11,11
132,533,7,6,7
74,535,14,9,9
74,536,12,7,7
73,537,18,14,14
93,538,10,8,9
134,539,11,9,9
129,540,10,7,8
128,541,14,10,11
129,542,8,6,6
132,543,11,9,10
353,544,10,8,9
62,546,7,5,6
114,547,12,9,9
25,548,6,5,6
71,549,24,19,19
273,550,5,3,3
93,551,16,14,16
258,552,1,1,1
125,553,13,10,11
32,555,13,10,11
28,556,14,12,13
407,557,13,8,9
407,558,9,7,8
418,559,7,5,5
360,560,14,12,13
76,561,7,4,5
2,562,9,8,9
94,563,12,9,10
344,564,15,9,10
55,565,10,8,8
580,566,7,5,5
152,568,7,6,6
257,569,10,8,9
260,571,12,8,9
46,572,7,7,8
361,573,9,6,6
37,574,7,6,6
26,575,5,4,4
345,576,15,10,10
362,577,10,6,7
123,578,8,7,8
94,579,7,7,8
116,580,13,10,12
414,581,5,4,5
94,582,8,7,8
121,583,11,8,9
260,584,11,9,10
42,585,8,6,7
37,586,12,10,11
152,587,10,8,9
27,588,9,8,9
256,589,13,10,11
48,590,13,8,9
259,591,11,9,10
406,592,13,8,9
28,593,10,8,9
19,594,12,10,10
569,595,6,4,4
429,598,10,8,8
124,599,15,12,13
70,600,7,6,7
74,601,8,5,5
68,602,4,3,3
278,603,9,7,8
7,604,14,12,14
29,605,9,7,8
73,608,12,9,10
275,609,9,7,8
76,610,12,7,8
387,611,16,11,11
273,612,5,4,4
94,613,11,9,10
16,614,13,9,10
22,615,13,12,13
38,616,9,8,9
26,618,10,9,10
119,619,14,12,12
124,620,10,8,9
37,621,3,3,3
344,622,16,9,10
118,623,10,8,8
39,624,11,9,9
37,625,5,4,5
38,627,6,4,4
36,628,10,8,8
42,629,9,6,7
38,630,9,7,8
35,631,10,8,10
36,632,1,1,1
279,633,6,5,5
38,634,11,9,10
29,635,10,8,8
279,636,5,3,4
429,637,4,3,3
42,638,12,10,10
28,639,13,11,13
35,640,7,6,6
35,641,5,5,5
38,642,11,8,8
37,643,5,4,4
39,644,11,9,10
433,645,10,7,8
415,646,3,2,2
414,647,2,2,2
339,648,5,4,4
92,649,14,12,13
66,651,6,5,6
406,652,11,8,9
253,653,11,9,10
253,655,9,6,7
151,656,13,10,12
152,657,12,10,11
120,658,12,10,11
153,659,6,4,5
137,660,12,10,11
137,661,17,15,15
137,662,11,9,10
119,663,15,12,14
406,664,10,8,8
257,665,10,8,9
115,666,11,8,9
151,667,11,8,10
152,668,17,15,16
120,669,12,10,12
2,670,18,15,17
152,671,12,10,11
122,672,13,10,10
149,673,13,11,12
152,674,12,9,10
146,675,10,8,9
121,676,15,13,14
146,677,17,13,15
123,678,14,13,14
123,680,13,11,12
5,681,11,10,11
151,682,8,7,8
147,683,15,12,13
147,684,16,14,16
123,685,14,11,13
28,686,7,6,7
121,687,15,13,14
153,688,5,4,4
257,689,16,13,15
124,690,18,14,16
3,691,13,11,13
260,692,14,11,12
254,694,5,3,4
149,695,8,7,7
93,697,18,15,16
119,698,14,12,14
136,699,9,7,8
8,700,9,7,8
254,701,4,2,2
259,702,19,9,9
67,703,6,4,5
89,705,16,12,13
114,706,23,13,12
136,707,10,7,8
140,708,17,15,15
256,709,16,13,15
153,710,8,7,7
257,711,15,12,14
5,712,14,11,13
327,714,5,4,5
11,715,13,11,12
136,716,9,7,7
114,718,16,13,14
257,719,16,13,15
260,720,11,8,9
118,721,8,7,8
22,722,13,12,13
7,723,14,12,13
123,724,13,10,12
114,725,11,10,11
10,726,9,7,8
22,727,9,8,9
29,728,3,2,2
256,729,10,9,10
10,730,12,10,11
11,731,11,8,8
10,733,10,9,10
7,734,13,11,12
151,735,14,11,13
253,736,8,7,8
151,737,9,7,8
147,738,8,7,8
258,739,17,14,16
7,740,9,6,7
121,741,11,9,10
124,742,17,13,15
353,743,9,8,9
59,744,9,7,8
19,745,8,7,8
76,746,6,5,5
414,748,4,3,3
414,749,3,2,2
415,750,4,3,3
413,751,2,2,2
63,752,7,6,6
415,753,7,6,6
30,754,16,13,14
70,755,13,9,10
120,756,10,9,9
77,757,4,2,3
32,758,9,8,9
116,759,4,4,4
129,761,8,5,6
2,762,9,8,9
11,764,11,10,11
87,765,4,3,3
137,766,14,11,13
101,767,16,14,15
65,768,6,5,5
115,769,4,3,4
406,770,8,6,7
92,771,5,4,5
64,772,4,2,3
134,773,10,8,9
433,774,4,3,3
279,775,8,6,7
432,776,6,5,6
66,777,10,8,9
118,778,7,6,7
114,779,9,7,7
21,780,14,12,12
81,781,5,4,4
88,782,10,7,8
418,784,4,3,3
141,785,15,12,12
264,786,7,5,6
19,787,10,8,9
328,788,8,6,7
583,789,15,13,15
429,790,8,6,6
78,791,4,3,3
70,793,8,5,5
409,794,14,8,9
39,795,4,3,3
279,796,10,8,9
418,797,8,7,8
273,798,5,3,3
406,799,7,5,6
89,800,11,9,11
360,801,5,4,5
263,802,5,3,4
128,803,10,8,9
48,804,14,9,10
340,805,6,5,5
387,806,18,14,14
50,807,6,5,5
61,808,8,6,7
10,809,13,12,13
426,810,6,5,5
118,811,6,5,5
70,812,8,5,6
81,813,14,10,11
107,814,10,9,10
336,815,7,6,7
141,816,21,16,18
90,817,6,5,6
15,818,6,4,5
105,819,7,5,6
359,820,7,5,6
71,821,17,13,15
70,822,11,8,8
345,823,18,12,13
385,824,9,6,6
257,825,10,8,9
375,826,27,21,23
45,827,11,10,11
251,828,9,7,8
385,829,6,5,5
271,833,4,3,3
360,834,4,4,4
385,835,14,9,8
28,836,11,10,11
345,838,19,15,15
130,839,17,13,15
546,840,5,4,4
389,842,19,13,14
27,843,4,3,3
262,844,9,6,6
85,846,4,3,3
438,847,5,3,3
144,848,15,12,14
59,849,8,6,6
385,850,12,7,8
387,851,8,5,5
262,852,5,4,4
1,853,12,10,11
246,854,8,7,7
20,855,8,6,7
22,856,13,11,12
94,857,10,8,9
97,858,6,4,4
116,859,11,9,10
94,860,13,10,11
71,861,11,6,6
28,862,15,12,14
10,863,10,6,7
28,864,13,11,12
87,865,6,4,4
1,866,15,13,15
429,867,16,13,15
387,868,21,18,18
375,869,11,8,9
580,870,7,5,5
62,872,6,4,5
141,874,14,9,10
140,875,8,6,6
127,876,8,6,7
309,877,10,7,8
24,878,4,3,4
152,879,11,10,10
50,880,14,8,9
41,881,10,8,9
425,882,5,3,4
249,884,10,8,9
433,885,4,2,2
426,886,6,5,5
141,887,12,10,11
334,888,7,4,4
27,889,9,7,8
91,890,12,11,11
279,891,8,6,7
414,892,9,7,7
356,894,13,8,8
49,896,18,13,13
73,897,8,6,6
27,899,14,12,12
70,900,4,3,3
77,901,6,5,5
251,902,8,7,8
140,903,13,10,10
1,904,10,8,9
379,905,7,5,6
384,906,27,19,18
32,907,10,8,9
90,908,7,4,5
125,909,17,13,14
442,910,6,5,6
128,911,19,14,16
125,912,14,10,11
425,913,4,2,3
322,914,10,6,7
62,915,5,4,4
141,916,14,11,12
81,917,4,3,3
46,918,7,7,8
15,919,10,8,9
546,920,4,4,4
388,921,5,4,4
243,922,10,8,9
482,923,8,6,7
378,924,9,7,8
71,927,12,7,7
98,928,8,6,7
107,929,10,8,9
8,930,11,8,9
92,931,9,6,7
16,932,11,10,11
263,933,5,4,4
1,934,9,7,8
130,935,16,13,13
272,936,11,8,8
26,937,4,3,4
8,938,10,8,8
76,939,4,3,4
479,940,12,7,7
116,941,9,6,7
89,942,12,10,11
91,943,11,9,9
15,944,17,15,17
71,945,13,8,8
350,947,13,9,10
304,948,8,7,7
145,950,13,8,9
27,952,8,7,8
378,953,10,8,8
141,954,11,8,9
91,955,12,10,11
263,958,5,3,4
89,959,7,7,7
93,960,11,10,11
129,961,13,9,10
389,962,8,5,6
48,963,18,13,14
505,964,46,39,39
438,965,6,5,5
375,966,12,9,10
104,967,11,9,10
116,968,13,11,12
143,969,15,11,13
143,970,18,12,13
438,971,4,2,2
479,972,16,11,12
92,973,12,10,11
92,974,13,11,12
350,975,14,11,12
135,976,10,7,7
406,978,9,4,4
438,979,4,3,3
378,980,13,9,10
138,981,16,12,13
425,982,4,2,3
376,984,6,4,5
418,985,3,2,2
105,987,5,4,5
104,988,11,9,10
128,989,13,11,11
14,990,20,17,20
1,991,15,12,14
356,992,12,10,10
407,993,7,4,4
104,994,11,9,11
251,995,11,9,9
485,998,2,2,2
86,999,4,3,4
569,1000,3,2,2
389,1001,13,10,11
580,1002,9,6,7
262,1003,6,5,5
115,1004,9,7,9
426,1005,4,3,3
27,1006,9,8,8
438,1007,5,4,4
378,1008,6,5,5
333,1009,12,8,9
309,1010,11,9,10
29,1011,8,7,8
444,1012,6,4,5
361,1014,15,10,11
505,1015,25,20,22
129,1016,10,7,7
38,1017,3,3,3
28,1018,7,6,6
389,1019,9,6,7
425,1020,4,3,4
339,1021,6,5,6
45,1022,10,8,8
311,1023,15,14,16
30,1024,9,8,9
141,1025,24,20,21
580,1026,8,7,7
306,1027,7,6,7
278,1028,7,6,7
104,1029,11,8,9
38,1030,16,11,11
15,1032,11,10,11
243,1033,7,5,6
305,1034,12,11,12
42,1035,12,9,10
294,1036,14,11,12
36,1037,12,9,10
425,1038,3,2,2
304,1039,14,12,14
65,1040,7,5,5
569,1041,4,3,3
85,1042,6,4,5
350,1043,7,6,6
45,1044,10,7,8
379,1045,4,3,3
20,1047,12,9,10
257,1048,12,9,10
71,1051,9,4,4
11,1052,5,4,5
242,1053,9,7,7
411,1054,6,5,5
583,1055,10,9,10
353,1056,8,6,7
10,1057,5,4,4
388,1058,7,5,6
138,1059,8,7,8
304,1060,12,10,11
28,1061,7,6,6
63,1062,5,4,4
304,1064,12,10,12
325,1065,9,6,7
143,1066,14,12,14
92,1068,7,6,7
138,1069,9,8,8
18,1070,8,7,8
341,1071,11,9,10
27,1072,9,8,8
81,1073,4,3,3
136,1074,13,11,12
149,1075,13,10,12
32,1076,10,8,9
97,1077,9,7,8
94,1079,7,6,6
124,1080,12,9,10
93,1081,11,9,11
98,1082,5,4,5
101,1083,12,11,12
104,1085,10,8,9
90,1086,9,8,9
107,1087,8,7,8
143,1088,9,6,7
119,1089,11,9,10
101,1090,6,5,6
7,1091,14,12,13
273,1093,5,4,4
361,1094,9,6,7
304,1096,9,8,9
309,1097,9,7,8
84,1098,3,2,2
409,1099,12,7,8
137,1100,7,6,7
8,1101,10,8,9
130,1102,15,10,10
59,1103,7,6,7
104,1104,11,8,8
326,1105,14,10,11
141,1106,11,7,8
134,1107,8,8,8
135,1108,6,5,6
135,1109,8,5,5
135,1110,7,4,4
21,1111,10,8,9
16,1112,12,10,12
258,1113,27,21,23
328,1114,9,6,6
147,1115,10,8,8
349,1116,16,12,13
51,1117,5,4,5
55,1118,11,9,11
360,1120,12,8,8
21,1121,13,11,13
18,1122,11,9,10
35,1123,18,16,16
137,1124,10,7,8
278,1125,7,6,6
506,1126,3,2,2
134,1128,12,8,9
82,1129,2,1,1
39,1130,9,7,8
304,1131,7,6,7
298,1132,13,12,14
306,1133,9,8,9
7,1134,11,10,11
38,1135,6,5,6
131,1136,8,6,6
60,1137,10,9,9
259,1139,20,16,18
259,1140,16,12,13
249,1141,13,11,12
243,1142,7,6,7
30,1143,9,6,7
42,1144,7,6,6
36,1146,8,7,8
328,1147,7,4,4
349,1148,11,9,10
367,1149,20,16,16
85,1150,5,4,4
362,1151,12,9,9
426,1152,3,2,2
32,1153,11,8,9
506,1154,2,1,2
310,1155,12,8,7
306,1156,7,6,7
243,1157,8,9,11
2,1158,9,8,9
243,1160,10,8,9
339,1161,7,6,6
580,1162,6,4,4
125,1163,11,8,9
41,1164,9,7,7
256,1165,14,12,12
435,1167,7,6,6
141,1168,17,12,12
127,1169,4,4,4
256,1170,6,5,5
115,1171,5,4,4
98,1172,6,5,5
98,1173,7,5,6
14,1174,10,8,9
364,1175,0,0,0
441,1176,4,3,3
340,1177,4,3,3
50,1178,6,5,6
294,1179,8,6,6
243,1180,8,7,8
26,1181,3,3,3
94,1182,11,9,11
41,1183,9,6,7
23,1184,7,5,6
83,1185,2,1,2
60,1186,10,8,9
410,1187,10,6,6
339,1188,5,4,4
257,1190,16,13,14
296,1191,6,5,5
141,1192,15,10,10
135,1193,11,7,7
122,1194,12,9,10
143,1195,14,11,12
131,1196,8,5,6
301,1197,13,8,8
506,1198,3,2,2
388,1199,3,2,2
391,1200,9,7,7
3,1201,16,14,15
439,1202,7,6,6
116,1203,12,10,11
66,1204,11,9,10
101,1205,10,9,10
130,1206,13,8,8
15,1207,13,11,12
305,1209,9,8,10
260,1210,12,9,10
270,1211,3,2,2
1,1212,16,15,17
104,1213,13,11,12
406,1214,5,3,3
120,1215,14,12,14
53,1216,6,5,6
294,1217,8,7,7
366,1218,24,19,22
101,1219,14,11,12
90,1220,7,5,6
409,1221,14,8,9
14,1222,15,12,14
97,1223,6,5,6
14,1224,14,11,13
101,1225,9,8,9
149,1226,8,6,7
30,1227,11,8,9
269,1228,6,5,6
13,1229,7,6,7
364,1230,16,14,15
379,1231,10,8,9
81,1232,5,4,4
258,1233,26,23,25
257,1234,12,9,10
86,1235,2,1,1
302,1236,10,5,5
299,1237,13,8,9
310,1238,10,8,10
217,1239,6,5,5
367,1240,16,14,16
418,1241,8,5,5
294,1242,9,6,7
312,1243,9,8,9
35,1244,6,5,6
114,1245,15,13,15
258,1247,33,27,30
144,1248,10,8,9
74,1249,6,4,5
380,1252,4,3,3
82,1253,3,2,2
76,1254,7,5,6
309,1255,11,7,8
266,1256,8,6,6
74,1257,7,3,4
258,1259,19,15,17
143,1260,14,12,13
310,1261,8,7,8
254,1263,8,6,6
222,1264,8,7,8
339,1265,8,7,8
130,1266,10,7,7
441,1267,4,3,3
300,1268,13,9,9
39,1270,12,9,10
138,1271,8,7,7
74,1272,6,4,5
389,1273,15,12,13
441,1274,3,2,2
482,1275,6,5,6
444,1276,5,3,3
438,1277,5,3,3
59,1279,9,7,7
388,1280,10,9,9
42,1281,11,8,9
407,1282,6,4,4
93,1283,11,10,11
16,1284,16,13,14
418,1285,5,4,5
41,1286,9,6,6
296,1287,10,9,10
296,1288,8,7,7
221,1289,14,11,12
304,1290,13,12,13
367,1291,10,8,9
312,1292,9,8,9
30,1293,10,9,10
247,1294,13,10,12
350,1295,11,8,8
569,1296,4,3,3
93,1297,14,12,14
302,1298,12,10,10
364,1299,8,6,7
302,1300,9,6,6
312,1301,6,6,6
311,1302,20,17,20
81,1303,6,4,4
247,1304,8,7,8
441,1305,6,5,5
387,1306,15,11,11
262,1307,8,7,7
380,1308,5,4,4
312,1309,7,6,6
251,1310,10,7,8
16,1311,9,8,9
310,1312,7,6,7
77,1313,4,3,3
24,1314,6,4,5
381,1315,11,8,10
439,1316,4,2,2
294,1317,0,0,3
122,1318,10,8,9
122,1319,13,10,12
122,1320,12,9,11
299,1321,13,9,9
308,1322,10,8,9
366,1324,29,25,28
429,1326,8,6,6
243,1327,12,10,11
364,1328,7,5,6
246,1329,7,6,7
222,1330,10,8,9
223,1331,8,7,7
426,1332,5,4,5
222,1333,7,5,5
372,1334,6,5,5
315,1335,10,8,10
304,1337,11,9,10
16,1338,8,7,8
41,1339,14,11,13
25,1340,8,7,8
254,1341,8,6,6
128,1342,10,8,9
315,1344,12,9,10
314,1345,7,6,7
143,1346,13,11,13
87,1347,2,1,1
300,1348,10,6,6
109,1349,6,5,6
315,1350,9,8,9
317,1351,13,11,12
300,1352,8,4,4
128,1353,21,13,12
301,1354,10,6,7
302,1355,11,7,8
251,1356,10,9,10
387,1357,12,8,8
36,1358,18,15,15
36,1359,3,3,3
317,1360,9,7,8
426,1361,8,6,7
15,1362,6,5,5
21,1363,8,6,7
365,1364,10,8,9
440,1366,4,2,3
32,1367,18,16,16
218,1368,12,11,11
364,1369,9,7,7
365,1370,11,8,9
580,1371,7,6,6
299,1372,5,4,4
23,1373,4,3,4
97,1375,14,12,14
152,1376,8,7,8
270,1377,5,4,5
247,1378,7,6,6
301,1379,10,8,8
375,1380,15,11,11
372,1381,9,7,7
39,1382,6,5,6
29,1383,8,7,8
389,1384,8,6,6
305,1385,8,6,7
262,1386,6,5,5
108,1387,7,6,6
248,1388,7,5,6
414,1389,3,2,2
111,1390,11,9,9
94,1391,9,7,8
300,1392,8,5,5
413,1393,3,3,3
435,1394,5,3,4
272,1395,7,5,5
441,1396,7,5,6
384,1397,14,11,11
108,1398,4,3,4
315,1399,6,6,6
21,1400,10,8,9
265,1401,5,4,4
18,1403,12,11,12
269,1404,3,2,2
61,1405,3,2,3
286,1406,10,8,8
221,1407,5,4,4
97,1408,9,8,8
65,1409,3,2,2
223,1410,7,5,6
366,1411,17,13,15
381,1412,8,6,6
270,1413,7,5,5
384,1414,13,9,10
421,1415,3,2,2
207,1416,5,4,4
364,1417,7,5,5
341,1418,9,7,8
248,1419,5,4,5
264,1420,4,3,3
278,1421,6,4,5
204,1422,6,4,5
203,1423,5,3,3
290,1424,11,9,10
247,1425,6,5,5
259,1426,14,12,14
218,1427,9,7,8
204,1428,9,7,8
213,1429,9,8,9
439,1430,5,4,4
418,1431,6,5,6
204,1432,7,5,6
222,1433,7,6,6
391,1434,7,5,5
413,1435,5,4,4
107,1436,5,3,4
406,1437,6,4,4
405,1438,15,12,14
405,1439,8,7,7
403,1440,14,12,13
221,1441,3,2,2
405,1442,7,5,6
225,1443,7,6,7
98,1444,10,8,9
213,1445,3,3,3
436,1446,7,6,6
419,1447,5,4,4
213,1448,10,9,10
439,1449,5,3,4
316,1450,9,7,8
275,1451,3,2,3
309,1452,4,2,2
440,1453,6,5,5
275,1454,8,7,8
44,1455,10,8,9
381,1456,5,4,5
381,1457,10,7,8
120,1458,16,14,16
249,1459,7,6,7
429,1460,11,8,8
381,1461,9,7,7
7,1462,8,6,7
223,1463,8,7,8
305,1464,5,4,4
314,1465,11,8,9
121,1466,18,15,16
121,1467,11,8,9
136,1468,9,8,9
120,1469,8,6,6
421,1470,6,5,5
423,1472,4,3,3
421,1473,6,5,5
365,1474,22,18,20
418,1475,2,2,2
243,1476,14,11,12
317,1477,16,12,12
259,1478,14,12,13
238,1479,8,7,8
239,1480,5,4,4
13,1481,8,7,8
430,1483,6,5,6
382,1485,13,9,10
314,1486,10,9,10
238,1487,8,7,7
