Store #,Bag Size,Bunzl Delivery,Qty,3rd Party Tracking,3rd party carrier
1338,Small,9/20/2022,3,N/A,N/A
1339,Small,9/21/2022,3,N/A,N/A
1339,Med,9/21/2022,3,N/A,N/A
1340,Med,9/16/2022,6,N/A,N/A
1340,Small,9/16/2022,3,N/A,N/A
1342,Small,9/27/2022,3,N/A,N/A
1342,Med,9/27/2022,2,N/A,N/A
1344,Small,9/21/2022,3,N/A,N/A
1344,Small,9/21/2022,2,N/A,N/A
1344,Med,9/21/2022,2,N/A,N/A
1345,Small,9/16/2022,3,N/A,N/A
1345,Med,9/16/2022,3,N/A,N/A
1346,Small,9/24/2022,3,N/A,N/A
1346,Med,9/24/2022,2,N/A,N/A
1347,Med,9/23/2022,6,N/A,N/A
1347,Small,9/23/2022,3,N/A,N/A
1348,Med,9/22/2022,7,N/A,N/A
1348,Small,9/22/2022,3,N/A,N/A
1349,Med,9/27/2022,7,N/A,N/A
1349,Small,9/27/2022,3,N/A,N/A
1349,Med,9/27/2022,2,N/A,N/A
1350,Small,9/21/2022,3,N/A,N/A
1350,Small,9/21/2022,2,N/A,N/A
1350,Med,9/21/2022,2,N/A,N/A
1351,Small,9/17/2022,3,N/A,N/A
1351,Med,9/17/2022,3,N/A,N/A
1352,Small,9/22/2022,3,N/A,N/A
1353,Small,9/27/2022,3,N/A,N/A
1353,Med,9/27/2022,2,N/A,N/A
1354,Small,9/17/2022,3,N/A,N/A
1354,Small,9/17/2022,2,N/A,N/A
1354,Med,9/17/2022,2,N/A,N/A
1355,Med,9/22/2022,7,N/A,N/A
1355,Small,9/22/2022,3,N/A,N/A
1355,Small,9/22/2022,2,N/A,N/A
1355,Med,9/22/2022,2,N/A,N/A
1356,Small,9/27/2022,3,N/A,N/A
1357,Med,9/24/2022,6,N/A,N/A
1357,Small,9/24/2022,3,N/A,N/A
1357,Med,9/24/2022,2,N/A,N/A
1359,Small,9/21/2022,3,N/A,N/A
1359,Med,9/21/2022,3,N/A,N/A
1360,Small,9/17/2022,3,N/A,N/A
1360,Med,9/17/2022,3,N/A,N/A
1361,Small,9/20/2022,3,N/A,N/A
1362,Med,9/27/2022,7,N/A,N/A
1362,Small,9/27/2022,3,N/A,N/A
1362,Small,9/27/2022,2,N/A,N/A
1362,Med,9/27/2022,2,N/A,N/A
1363,Small,9/16/2022,3,N/A,N/A
1365,Med,9/20/2022,7,N/A,N/A
1365,Small,9/20/2022,3,N/A,N/A
1365,Small,9/20/2022,2,N/A,N/A
1365,Med,9/20/2022,2,N/A,N/A
1366,Med,9/21/2022,6,N/A,N/A
1366,Small,9/21/2022,3,N/A,N/A
1366,Small,9/21/2022,2,N/A,N/A
1366,Med,9/21/2022,2,N/A,N/A
1367,Small,9/16/2022,3,N/A,N/A
1367,Med,9/16/2022,3,N/A,N/A
1368,Small,9/29/2022,3,N/A,N/A
1369,Med,9/24/2022,6,N/A,N/A
1369,Small,9/24/2022,3,N/A,N/A
1369,Med,9/24/2022,2,N/A,N/A
1370,Med,9/24/2022,7,N/A,N/A
1370,Small,9/24/2022,3,N/A,N/A
1371,Small,9/27/2022,3,N/A,N/A
1371,Med,9/27/2022,2,N/A,N/A
1373,Small,9/21/2022,3,N/A,N/A
1374,Small,9/21/2022,3,N/A,N/A
1375,Small,9/29/2022,3,N/A,N/A
1375,Small,9/29/2022,2,N/A,N/A
1375,Med,9/29/2022,2,N/A,N/A
1376,Small,9/21/2022,3,N/A,N/A
1376,Med,9/21/2022,3,N/A,N/A
1377,Med,9/20/2022,7,N/A,N/A
1377,Small,9/20/2022,3,N/A,N/A
1379,Small,9/17/2022,3,N/A,N/A
1379,Small,9/17/2022,2,N/A,N/A
1379,Med,9/17/2022,2,N/A,N/A
1380,Small,9/28/2022,3,N/A,N/A
1381,Small,9/22/2022,3,N/A,N/A
1381,Med,9/22/2022,2,N/A,N/A
1382,Small,9/21/2022,3,N/A,N/A
1382,Med,9/21/2022,3,N/A,N/A
1383,Med,9/20/2022,7,N/A,N/A
1383,Small,9/20/2022,3,N/A,N/A
1384,Med,9/17/2022,6,N/A,N/A
1384,Small,9/17/2022,3,N/A,N/A
1384,Med,9/17/2022,2,N/A,N/A
1385,Small,9/17/2022,3,N/A,N/A
1386,Med,9/15/2022,6,N/A,N/A
1386,Small,9/15/2022,3,N/A,N/A
1387,Med,10/1/2022,3,N/A,N/A
1388,Med,9/22/2022,7,N/A,N/A
1388,Small,9/22/2022,3,N/A,N/A
1388,Small,9/22/2022,2,N/A,N/A
1388,Med,9/22/2022,2,N/A,N/A
1389,Med,9/21/2022,6,N/A,N/A
1389,Small,9/21/2022,3,N/A,N/A
1390,Med,9/15/2022,2,N/A,N/A
1391,Small,9/20/2022,3,N/A,N/A
1392,Small,9/22/2022,3,N/A,N/A
1393,Med,9/17/2022,6,N/A,N/A
1393,Small,9/17/2022,3,N/A,N/A
1394,Small,9/21/2022,3,N/A,N/A
1396,Small,9/21/2022,3,N/A,N/A
1397,Small,9/24/2022,3,N/A,N/A
1397,Med,9/24/2022,3,N/A,N/A
1398,Med,10/1/2022,7,N/A,N/A
1398,Small,10/1/2022,3,N/A,N/A
1398,Med,10/1/2022,2,N/A,N/A
1399,Small,9/21/2022,3,N/A,N/A
1399,Small,9/21/2022,2,N/A,N/A
1399,Med,9/21/2022,2,N/A,N/A
1400,Small,9/21/2022,3,N/A,N/A
1400,Med,9/21/2022,3,N/A,N/A
1401,Med,9/17/2022,6,N/A,N/A
1401,Small,9/17/2022,3,N/A,N/A
1403,Small,9/17/2022,3,N/A,N/A
1404,Med,9/20/2022,6,N/A,N/A
1404,Small,9/20/2022,3,N/A,N/A
1405,Small,9/17/2022,3,N/A,N/A
1405,Med,9/17/2022,3,N/A,N/A
1406,Small,9/24/2022,3,N/A,N/A
1406,Med,9/24/2022,2,N/A,N/A
1407,Med,9/30/2022,7,N/A,N/A
1407,Small,9/30/2022,3,N/A,N/A
1408,Small,9/20/2022,3,N/A,N/A
1409,Small,9/21/2022,3,N/A,N/A
1409,Med,9/21/2022,3,N/A,N/A
1410,Small,9/24/2022,3,N/A,N/A
1411,Small,9/21/2022,3,N/A,N/A
1411,Med,9/21/2022,3,N/A,N/A
1412,Med,9/17/2022,6,N/A,N/A
1412,Small,9/17/2022,3,N/A,N/A
1412,Med,9/17/2022,2,N/A,N/A
1413,Med,9/20/2022,7,N/A,N/A
1413,Small,9/20/2022,3,N/A,N/A
1414,Small,9/27/2022,3,N/A,N/A
1415,Med,9/17/2022,7,N/A,N/A
1415,Small,9/17/2022,3,N/A,N/A
1415,Med,9/17/2022,2,N/A,N/A
1416,Med,9/21/2022,6,N/A,N/A
1416,Small,9/21/2022,3,N/A,N/A
1416,Small,9/21/2022,2,N/A,N/A
1416,Med,9/21/2022,2,N/A,N/A
1417,Med,9/21/2022,7,N/A,N/A
1417,Small,9/21/2022,3,N/A,N/A
1419,Small,9/30/2022,3,N/A,N/A
1420,Med,9/16/2022,7,N/A,N/A
1420,Small,9/16/2022,3,N/A,N/A
1421,Small,9/15/2022,3,N/A,N/A
1422,Small,9/20/2022,3,N/A,N/A
1422,Small,9/20/2022,2,N/A,N/A
1422,Med,9/20/2022,2,N/A,N/A
1423,Med,9/20/2022,6,N/A,N/A
1423,Small,9/20/2022,3,N/A,N/A
1423,Small,9/20/2022,2,N/A,N/A
1423,Med,9/20/2022,2,N/A,N/A
1424,Small,9/20/2022,3,N/A,N/A
1424,Small,9/20/2022,2,N/A,N/A
1424,Med,9/20/2022,2,N/A,N/A
1425,Med,9/30/2022,7,N/A,N/A
1425,Small,9/30/2022,3,N/A,N/A
1426,Med,9/29/2022,2,N/A,N/A
1427,Small,9/24/2022,3,N/A,N/A
1427,Med,9/24/2022,2,N/A,N/A
1428,Small,9/20/2022,3,N/A,N/A
1428,Med,9/20/2022,3,N/A,N/A
1428,Small,9/20/2022,2,N/A,N/A
1429,Small,9/17/2022,3,N/A,N/A
1429,Med,9/17/2022,3,N/A,N/A
1429,Small,9/17/2022,2,N/A,N/A
1430,Small,9/22/2022,3,N/A,N/A
1430,Med,9/22/2022,2,N/A,N/A
1432,Small,9/20/2022,3,N/A,N/A
1432,Small,9/20/2022,2,N/A,N/A
1432,Med,9/20/2022,2,N/A,N/A
1433,Small,9/21/2022,3,N/A,N/A
1433,Med,9/21/2022,3,N/A,N/A
1433,Small,9/21/2022,2,N/A,N/A
1434,Med,9/17/2022,6,N/A,N/A
1434,Small,9/17/2022,3,N/A,N/A
1435,Med,9/21/2022,6,N/A,N/A
1435,Small,9/21/2022,3,N/A,N/A
1436,Med,10/1/2022,7,N/A,N/A
1436,Small,10/1/2022,3,N/A,N/A
1436,Med,10/1/2022,2,N/A,N/A
1437,Med,9/21/2022,7,N/A,N/A
1437,Small,9/21/2022,3,N/A,N/A
1437,Small,9/21/2022,2,N/A,N/A
1438,Med,9/20/2022,2,N/A,N/A
1439,Small,9/20/2022,3,N/A,N/A
1439,Med,9/20/2022,2,N/A,N/A
1441,Small,9/30/2022,3,N/A,N/A
1441,Med,9/30/2022,2,N/A,N/A
1442,Small,9/24/2022,3,N/A,N/A
1443,Small,9/30/2022,3,N/A,N/A
1443,Med,9/30/2022,2,N/A,N/A
1444,Small,9/17/2022,3,N/A,N/A
1445,Med,9/17/2022,6,N/A,N/A
1445,Small,9/17/2022,3,N/A,N/A
1445,Small,9/17/2022,2,N/A,N/A
1446,Small,9/20/2022,3,N/A,N/A
1446,Med,9/20/2022,3,N/A,N/A
1447,Small,9/20/2022,3,N/A,N/A
1447,Med,9/20/2022,2,N/A,N/A
1448,Small,9/21/2022,3,N/A,N/A
1448,Med,9/21/2022,2,N/A,N/A
1449,Small,9/21/2022,3,N/A,N/A
1450,Small,9/17/2022,3,N/A,N/A
1450,Med,9/17/2022,2,N/A,N/A
1451,Med,9/20/2022,6,N/A,N/A
1451,Small,9/20/2022,3,N/A,N/A
1452,Med,9/20/2022,6,N/A,N/A
1452,Small,9/20/2022,3,N/A,N/A
1453,Small,9/21/2022,3,N/A,N/A
1453,Med,9/21/2022,2,N/A,N/A
1454,Small,9/17/2022,3,N/A,N/A
1454,Med,9/17/2022,3,N/A,N/A
1455,Med,9/16/2022,7,N/A,N/A
1455,Small,9/16/2022,3,N/A,N/A
1457,Med,9/17/2022,7,N/A,N/A
1457,Small,9/17/2022,3,N/A,N/A
1458,Small,9/17/2022,3,N/A,N/A
1458,Med,9/17/2022,3,N/A,N/A
1459,Small,9/27/2022,3,N/A,N/A
1459,Med,9/27/2022,2,N/A,N/A
1460,Small,9/20/2022,3,N/A,N/A
1462,Small,9/20/2022,3,N/A,N/A
1462,Med,9/20/2022,3,N/A,N/A
1463,Med,9/24/2022,7,N/A,N/A
1463,Small,9/24/2022,3,N/A,N/A
1464,Med,9/20/2022,7,N/A,N/A
1464,Small,9/20/2022,3,N/A,N/A
1465,Small,9/16/2022,3,N/A,N/A
1465,Med,9/16/2022,3,N/A,N/A
1466,Small,9/21/2022,3,N/A,N/A
1466,Med,9/21/2022,3,N/A,N/A
1468,Small,9/22/2022,3,N/A,N/A
1469,Small,9/17/2022,3,N/A,N/A
1470,Small,9/21/2022,3,N/A,N/A
1470,Med,9/21/2022,2,N/A,N/A
1472,Med,9/20/2022,6,N/A,N/A
1472,Small,9/20/2022,3,N/A,N/A
1472,Med,9/20/2022,2,N/A,N/A
1473,Small,9/21/2022,3,N/A,N/A
1473,Med,9/21/2022,3,N/A,N/A
1474,Small,9/20/2022,3,N/A,N/A
1474,Med,9/20/2022,3,N/A,N/A
1475,Med,9/16/2022,6,N/A,N/A
1475,Small,9/16/2022,3,N/A,N/A
1476,Small,9/28/2022,3,N/A,N/A
1476,Med,9/28/2022,2,N/A,N/A
1477,Small,9/17/2022,3,N/A,N/A
1477,Med,9/17/2022,3,N/A,N/A
1478,Small,9/29/2022,3,N/A,N/A
1478,Med,9/29/2022,2,N/A,N/A
1479,Small,9/15/2022,3,N/A,N/A
1479,Med,9/15/2022,2,N/A,N/A
1480,Med,9/30/2022,6,N/A,N/A
1480,Small,9/30/2022,3,N/A,N/A
1481,Small,9/20/2022,3,N/A,N/A
1482,Small,9/21/2022,3,N/A,N/A
1483,Small,9/22/2022,3,N/A,N/A
1486,Small,9/21/2022,3,N/A,N/A
1486,Small,9/21/2022,2,N/A,N/A
1487,Small,9/15/2022,3,N/A,N/A
1488,Small,9/20/2022,3,N/A,N/A
1488,Med,9/20/2022,3,N/A,N/A
1489,Med,9/20/2022,6,N/A,N/A
1489,Small,9/20/2022,3,N/A,N/A
1490,Small,9/20/2022,3,N/A,N/A
1491,Small,9/21/2022,3,N/A,N/A
1492,Med,9/22/2022,6,N/A,N/A
1492,Small,9/22/2022,3,N/A,N/A
1493,Small,9/29/2022,3,N/A,N/A
1493,Small,9/29/2022,2,N/A,N/A
1493,Med,9/29/2022,2,N/A,N/A
1494,Small,9/21/2022,3,N/A,N/A
1494,Med,9/21/2022,3,N/A,N/A
1495,Small,9/24/2022,3,N/A,N/A
1495,Med,9/24/2022,2,N/A,N/A
1496,Small,9/15/2022,3,N/A,N/A
1496,Med,9/15/2022,3,N/A,N/A
1497,Med,9/15/2022,6,N/A,N/A
1497,Small,9/15/2022,3,N/A,N/A
1498,Med,9/16/2022,7,N/A,N/A
1498,Small,9/16/2022,3,N/A,N/A
1499,Med,9/21/2022,7,N/A,N/A
1499,Small,9/21/2022,3,N/A,N/A
1499,Small,9/21/2022,2,N/A,N/A
1500,Small,9/21/2022,3,N/A,N/A
1500,Med,9/21/2022,3,N/A,N/A
1501,Med,9/21/2022,7,N/A,N/A
1501,Small,9/21/2022,3,N/A,N/A
1502,Small,9/17/2022,3,N/A,N/A
1502,Med,9/17/2022,3,N/A,N/A
1502,Small,9/17/2022,2,N/A,N/A
1503,Small,9/24/2022,3,N/A,N/A
1504,Small,9/30/2022,3,N/A,N/A
1505,Small,9/29/2022,3,N/A,N/A
1505,Med,9/29/2022,2,N/A,N/A
1506,Med,9/15/2022,5,N/A,N/A
1506,Small,9/15/2022,3,N/A,N/A
1506,Med,9/15/2022,2,N/A,N/A
1507,Small,9/17/2022,3,N/A,N/A
1507,Med,9/17/2022,3,N/A,N/A
1507,Small,9/17/2022,2,N/A,N/A
1508,Med,9/15/2022,6,N/A,N/A
1508,Small,9/15/2022,3,N/A,N/A
1509,Med,9/20/2022,6,N/A,N/A
1509,Small,9/20/2022,3,N/A,N/A
1510,Small,9/30/2022,3,N/A,N/A
1510,Med,9/30/2022,2,N/A,N/A
1511,Med,9/28/2022,7,N/A,N/A
1511,Small,9/28/2022,3,N/A,N/A
1512,Med,9/24/2022,7,N/A,N/A
1512,Small,9/24/2022,3,N/A,N/A
1513,Med,9/15/2022,7,N/A,N/A
1513,Small,9/15/2022,3,N/A,N/A
1514,Small,9/17/2022,3,N/A,N/A
1514,Med,9/17/2022,3,N/A,N/A
1515,Med,9/21/2022,7,N/A,N/A
1515,Small,9/21/2022,3,N/A,N/A
1516,Med,9/22/2022,6,N/A,N/A
1516,Small,9/22/2022,3,N/A,N/A
1516,Med,9/22/2022,2,N/A,N/A
1517,Med,9/30/2022,7,N/A,N/A
1517,Small,9/30/2022,3,N/A,N/A
1518,Small,9/27/2022,3,N/A,N/A
1518,Med,9/27/2022,2,N/A,N/A
1519,Small,9/29/2022,3,N/A,N/A
1519,Med,9/29/2022,2,N/A,N/A
1520,Small,9/21/2022,3,N/A,N/A
1520,Med,9/21/2022,2,N/A,N/A
1521,Small,9/30/2022,3,N/A,N/A
1522,Small,9/17/2022,3,N/A,N/A
1522,Med,9/17/2022,2,N/A,N/A
1523,Small,9/20/2022,3,N/A,N/A
1523,Small,9/20/2022,2,N/A,N/A
1524,Small,9/20/2022,3,N/A,N/A
1524,Med,9/20/2022,3,N/A,N/A
1525,Small,9/23/2022,3,N/A,N/A
1525,Med,9/23/2022,3,N/A,N/A
1526,Med,9/20/2022,7,N/A,N/A
1526,Small,9/20/2022,3,N/A,N/A
1527,Small,9/17/2022,3,N/A,N/A
1527,Med,9/17/2022,3,N/A,N/A
1528,Small,9/20/2022,3,N/A,N/A
1529,Med,9/16/2022,3,N/A,N/A
1530,Small,9/21/2022,3,N/A,N/A
1531,Med,9/20/2022,7,N/A,N/A
1531,Small,9/20/2022,3,N/A,N/A
1532,Small,9/23/2022,3,N/A,N/A
1532,Med,9/23/2022,3,N/A,N/A
1533,Small,9/23/2022,3,N/A,N/A
1533,Med,9/23/2022,3,N/A,N/A
1534,Med,9/21/2022,7,N/A,N/A
1534,Small,9/21/2022,3,N/A,N/A
1534,Med,9/21/2022,2,N/A,N/A
1535,Small,9/22/2022,3,N/A,N/A
1535,Med,9/22/2022,3,N/A,N/A
1536,Small,9/17/2022,3,N/A,N/A
1536,Med,9/17/2022,2,N/A,N/A
1537,Med,9/17/2022,7,N/A,N/A
1537,Small,9/17/2022,3,N/A,N/A
1537,Med,9/17/2022,2,N/A,N/A
1538,Med,9/21/2022,7,N/A,N/A
1538,Small,9/21/2022,3,N/A,N/A
1538,Med,9/21/2022,2,N/A,N/A
1539,Small,9/21/2022,3,N/A,N/A
1539,Med,9/21/2022,3,N/A,N/A
1540,Med,9/22/2022,7,N/A,N/A
1540,Small,9/22/2022,3,N/A,N/A
1540,Small,9/22/2022,2,N/A,N/A
1541,Med,10/1/2022,3,N/A,N/A
1542,Small,9/20/2022,3,N/A,N/A
1542,Small,9/20/2022,2,N/A,N/A
1543,Med,9/22/2022,7,N/A,N/A
1543,Small,9/22/2022,3,N/A,N/A
1544,Small,9/17/2022,3,N/A,N/A
1544,Med,9/17/2022,3,N/A,N/A
1545,Med,9/17/2022,7,N/A,N/A
1545,Small,9/17/2022,3,N/A,N/A
1545,Med,9/17/2022,2,N/A,N/A
1546,Med,9/16/2022,6,N/A,N/A
1546,Small,9/16/2022,3,N/A,N/A
1546,Med,9/16/2022,2,N/A,N/A
1547,Small,9/27/2022,3,N/A,N/A
1547,Med,9/27/2022,2,N/A,N/A
1548,Med,9/15/2022,6,N/A,N/A
1548,Small,9/15/2022,3,N/A,N/A
1549,Small,9/24/2022,3,N/A,N/A
1549,Med,9/24/2022,3,N/A,N/A
1550,Med,9/15/2022,5,N/A,N/A
1550,Small,9/15/2022,3,N/A,N/A
1551,Med,9/22/2022,7,N/A,N/A
1551,Small,9/22/2022,3,N/A,N/A
1552,Small,9/22/2022,3,N/A,N/A
1553,Med,9/16/2022,7,N/A,N/A
1553,Small,9/16/2022,3,N/A,N/A
1554,Small,9/27/2022,3,N/A,N/A
1554,Med,9/27/2022,3,N/A,N/A
1555,Small,9/27/2022,3,N/A,N/A
1555,Small,9/27/2022,2,N/A,N/A
1555,Med,9/27/2022,2,N/A,N/A
1556,Small,9/15/2022,3,N/A,N/A
1556,Med,9/15/2022,2,N/A,N/A
1557,Small,9/27/2022,3,N/A,N/A
1558,Med,9/16/2022,7,N/A,N/A
1558,Small,9/16/2022,3,N/A,N/A
1559,Small,9/24/2022,3,N/A,N/A
1560,Small,9/24/2022,3,N/A,N/A
1560,Med,9/24/2022,2,N/A,N/A
1561,Small,9/16/2022,3,N/A,N/A
1562,Med,9/19/2022,6,N/A,N/A
1562,Small,9/19/2022,3,N/A,N/A
1562,Med,9/19/2022,2,N/A,N/A
1563,Small,9/24/2022,3,N/A,N/A
1563,Med,9/24/2022,2,N/A,N/A
1563,Small,9/24/2022,2,N/A,N/A
1564,Small,9/29/2022,3,N/A,N/A
1564,Med,9/29/2022,2,N/A,N/A
1565,Med,9/15/2022,2,N/A,N/A
1566,Small,9/15/2022,3,N/A,N/A
1566,Med,9/15/2022,2,N/A,N/A
1567,Small,9/15/2022,3,N/A,N/A
1567,Med,9/15/2022,2,N/A,N/A
1568,Small,9/21/2022,3,N/A,N/A
1568,Med,9/21/2022,3,N/A,N/A
1569,Small,9/29/2022,3,N/A,N/A
1569,Med,9/29/2022,2,N/A,N/A
1570,Small,9/22/2022,3,N/A,N/A
1570,Small,9/22/2022,2,N/A,N/A
1571,Med,9/21/2022,6,N/A,N/A
1571,Small,9/21/2022,3,N/A,N/A
1573,Small,9/20/2022,3,N/A,N/A
1574,Small,9/21/2022,3,N/A,N/A
1574,Med,9/21/2022,3,N/A,N/A
1576,Small,9/15/2022,3,N/A,N/A
1576,Med,9/15/2022,2,N/A,N/A
1577,Med,9/16/2022,6,N/A,N/A
1577,Small,9/16/2022,3,N/A,N/A
1577,Med,9/16/2022,2,N/A,N/A
1578,Med,9/17/2022,7,N/A,N/A
1578,Small,9/17/2022,3,N/A,N/A
1579,Med,9/23/2022,7,N/A,N/A
1579,Small,9/23/2022,3,N/A,N/A
1580,Small,9/27/2022,3,N/A,N/A
1581,Med,9/21/2022,7,N/A,N/A
1581,Small,9/21/2022,3,N/A,N/A
1581,Med,9/21/2022,2,N/A,N/A
1583,Small,9/23/2022,3,N/A,N/A
1583,Med,9/23/2022,3,N/A,N/A
1584,Med,9/21/2022,7,N/A,N/A
1584,Small,9/21/2022,3,N/A,N/A
1585,Med,9/22/2022,7,N/A,N/A
1585,Small,9/22/2022,3,N/A,N/A
1586,Small,9/15/2022,3,N/A,N/A
1587,Small,9/28/2022,3,N/A,N/A
1587,Med,9/28/2022,3,N/A,N/A
1588,Small,9/27/2022,2,N/A,N/A
1588,Med,9/27/2022,2,N/A,N/A
1589,Med,9/27/2022,7,N/A,N/A
1589,Small,9/27/2022,3,N/A,N/A
1590,Med,9/28/2022,3,N/A,N/A
1591,Small,9/20/2022,3,N/A,N/A
1591,Med,9/20/2022,2,N/A,N/A
1592,Small,9/20/2022,3,N/A,N/A
1592,Med,9/20/2022,3,N/A,N/A
1592,Small,9/20/2022,2,N/A,N/A
1593,Med,9/22/2022,7,N/A,N/A
1593,Small,9/22/2022,3,N/A,N/A
1593,Small,9/22/2022,2,N/A,N/A
1594,Small,9/24/2022,3,N/A,N/A
1594,Med,9/24/2022,2,N/A,N/A
1595,Small,9/24/2022,3,N/A,N/A
1596,Med,9/17/2022,6,N/A,N/A
1596,Small,9/17/2022,3,N/A,N/A
1597,Small,9/22/2022,3,N/A,N/A
1597,Med,9/22/2022,3,N/A,N/A
1598,Med,9/22/2022,7,N/A,N/A
1598,Small,9/22/2022,3,N/A,N/A
1599,Med,9/23/2022,6,N/A,N/A
1599,Small,9/23/2022,3,N/A,N/A
1601,Small,9/27/2022,3,N/A,N/A
1602,Med,9/22/2022,7,N/A,N/A
1602,Small,9/22/2022,3,N/A,N/A
1603,Med,9/21/2022,7,N/A,N/A
1603,Small,9/21/2022,3,N/A,N/A
1604,Small,9/21/2022,3,N/A,N/A
1604,Med,9/21/2022,3,N/A,N/A
1605,Med,9/29/2022,7,N/A,N/A
1605,Small,9/29/2022,3,N/A,N/A
1605,Small,9/29/2022,2,N/A,N/A
1605,Med,9/29/2022,2,N/A,N/A
1606,Med,9/15/2022,7,N/A,N/A
1606,Small,9/15/2022,3,N/A,N/A
1607,Small,9/17/2022,3,N/A,N/A
1607,Med,9/17/2022,3,N/A,N/A
1608,Small,9/24/2022,3,N/A,N/A
1609,Med,9/17/2022,7,N/A,N/A
1609,Small,9/17/2022,3,N/A,N/A
1609,Med,9/17/2022,2,N/A,N/A
1610,Med,9/20/2022,7,N/A,N/A
1610,Small,9/20/2022,3,N/A,N/A
1611,Small,9/17/2022,3,N/A,N/A
1611,Med,9/17/2022,3,N/A,N/A
1611,Small,9/17/2022,2,N/A,N/A
1612,Med,9/20/2022,3,N/A,N/A
1613,Med,9/16/2022,7,N/A,N/A
1613,Small,9/16/2022,3,N/A,N/A
1614,Med,9/16/2022,6,N/A,N/A
1614,Small,9/16/2022,3,N/A,N/A
1615,Med,9/21/2022,7,N/A,N/A
1615,Small,9/21/2022,3,N/A,N/A
1617,Med,9/17/2022,7,N/A,N/A
1617,Small,9/17/2022,3,N/A,N/A
1618,Small,9/15/2022,3,N/A,N/A
1619,Med,9/22/2022,7,N/A,N/A
1619,Small,9/22/2022,3,N/A,N/A
1620,Med,9/29/2022,7,N/A,N/A
1620,Small,9/29/2022,3,N/A,N/A
1620,Med,9/29/2022,2,N/A,N/A
1621,Med,9/17/2022,6,N/A,N/A
1621,Small,9/17/2022,3,N/A,N/A
1622,Small,9/17/2022,3,N/A,N/A
1622,Small,9/17/2022,2,N/A,N/A
1623,Small,9/21/2022,3,N/A,N/A
1623,Med,9/21/2022,3,N/A,N/A
1624,Small,9/21/2022,3,N/A,N/A
1624,Med,9/21/2022,2,N/A,N/A
1625,Med,9/20/2022,7,N/A,N/A
1625,Small,9/20/2022,3,N/A,N/A
1626,Small,9/23/2022,3,N/A,N/A
1626,Med,9/23/2022,3,N/A,N/A
1627,Med,9/17/2022,7,N/A,N/A
1627,Small,9/17/2022,3,N/A,N/A
1627,Med,9/17/2022,2,N/A,N/A
1628,Med,9/17/2022,7,N/A,N/A
1628,Small,9/17/2022,3,N/A,N/A
1628,Small,9/17/2022,2,N/A,N/A
1629,Med,9/27/2022,7,N/A,N/A
1629,Small,9/27/2022,3,N/A,N/A
1630,Med,10/3/2022,6,N/A,N/A
1630,Small,10/3/2022,3,N/A,N/A
1630,Med,10/3/2022,2,N/A,N/A
1631,Small,9/23/2022,3,N/A,N/A
1631,Med,9/23/2022,3,N/A,N/A
1632,Small,9/21/2022,3,N/A,N/A
1632,Med,9/21/2022,2,N/A,N/A
1633,Small,9/21/2022,3,N/A,N/A
1633,Med,9/21/2022,2,N/A,N/A
1634,Small,9/20/2022,3,N/A,N/A
1634,Med,9/20/2022,2,N/A,N/A
1635,Med,9/21/2022,7,N/A,N/A
1635,Small,9/21/2022,3,N/A,N/A
1636,Small,9/21/2022,3,N/A,N/A
1636,Med,9/21/2022,2,N/A,N/A
1637,Small,9/23/2022,3,N/A,N/A
1638,Med,9/20/2022,6,N/A,N/A
1638,Small,9/20/2022,3,N/A,N/A
1640,Med,9/17/2022,6,N/A,N/A
1640,Small,9/17/2022,3,N/A,N/A
1640,Med,9/17/2022,2,N/A,N/A
1641,Small,9/17/2022,3,N/A,N/A
1641,Med,9/17/2022,3,N/A,N/A
1642,Small,9/22/2022,3,N/A,N/A
1642,Small,9/22/2022,2,N/A,N/A
1643,Small,9/22/2022,3,N/A,N/A
1644,Small,9/22/2022,3,N/A,N/A
1644,Med,9/22/2022,2,N/A,N/A
1645,Small,9/27/2022,3,N/A,N/A
1645,Med,9/27/2022,2,N/A,N/A
1646,Small,9/22/2022,3,N/A,N/A
1647,Small,9/30/2022,3,N/A,N/A
1647,Med,9/30/2022,2,N/A,N/A
1648,Med,9/22/2022,6,N/A,N/A
1648,Small,9/22/2022,3,N/A,N/A
1649,Med,9/21/2022,6,N/A,N/A
1649,Small,9/21/2022,3,N/A,N/A
1649,Med,9/21/2022,2,N/A,N/A
1650,Med,9/21/2022,6,N/A,N/A
1650,Small,9/21/2022,3,N/A,N/A
1651,Small,9/27/2022,3,N/A,N/A
1652,Med,9/17/2022,7,N/A,N/A
1652,Small,9/17/2022,3,N/A,N/A
1653,Small,9/17/2022,3,N/A,N/A
1653,Med,9/17/2022,2,N/A,N/A
1654,Small,9/20/2022,3,N/A,N/A
1654,Med,9/20/2022,3,N/A,N/A
1655,Small,9/27/2022,3,N/A,N/A
1655,Med,9/27/2022,2,N/A,N/A
1656,Small,9/21/2022,3,N/A,N/A
1656,Med,9/21/2022,3,N/A,N/A
1657,Med,9/16/2022,6,N/A,N/A
1657,Small,9/16/2022,3,N/A,N/A
1657,Med,9/16/2022,2,N/A,N/A
1658,Small,9/21/2022,3,N/A,N/A
1659,Small,9/20/2022,3,N/A,N/A
1660,Small,9/24/2022,3,N/A,N/A
1660,Small,9/24/2022,2,N/A,N/A
1660,Med,9/24/2022,2,N/A,N/A
1661,Small,9/22/2022,3,N/A,N/A
