Store #,Expected Delivery Date,Quantity
1734,10/31/2024,2
1735,10/31/2024,2
1737,10/31/2024,2
1739,10/31/2024,2
1740,10/31/2024,1
1744,10/31/2024,2
1745,10/31/2024,2
1750,10/31/2024,2
1758,10/31/2024,2
1761,10/31/2024,1
1765,10/31/2024,1
1769,10/31/2024,2
1770,10/31/2024,1
1777,10/31/2024,2
1779,10/31/2024,2
1781,10/31/2024,2
1783,10/31/2024,1
1794,10/31/2024,1
1804,10/31/2024,1
1806,10/31/2024,2
1810,10/31/2024,2
1812,10/31/2024,1
1813,10/31/2024,2
1814,10/31/2024,2
1820,10/31/2024,2
1823,10/31/2024,2
1830,10/31/2024,2
1831,10/31/2024,2
1835,11/01/2024,2
1839,11/01/2024,2
1848,11/01/2024,2
1850,11/01/2024,2
1857,11/01/2024,2
1860,10/31/2024,1
1863,11/01/2024,2
1867,11/01/2024,2
1871,11/01/2024,1
1875,11/01/2024,2
1883,11/01/2024,1
1884,11/01/2024,1
1885,11/01/2024,2
1887,11/01/2024,2
1890,11/01/2024,2
1891,11/01/2024,2
1892,11/01/2024,2
1893,11/01/2024,2
1895,11/01/2024,2
1897,11/01/2024,2
1898,11/01/2024,2
1906,11/01/2024,2
1909,11/01/2024,2
1911,11/01/2024,2
1913,11/01/2024,1
1918,11/01/2024,1
1926,11/01/2024,1
1927,11/01/2024,2
1933,11/01/2024,2
1937,11/01/2024,2
1938,11/01/2024,2
1945,11/01/2024,2
1946,11/01/2024,1
1949,11/01/2024,2
1955,11/01/2024,2
1959,11/01/2024,2
1962,11/01/2024,2
1966,11/01/2024,2
1967,11/01/2024,2
1968,11/01/2024,2
1970,11/01/2024,2
1973,11/01/2024,2
1976,11/01/2024,2
1978,11/01/2024,1
1980,11/04/2024,2
1981,11/04/2024,2
1984,11/04/2024,1
1985,11/04/2024,2
1986,11/04/2024,2
1990,11/04/2024,2
1991,11/04/2024,2
1993,11/04/2024,1
1994,11/04/2024,1
1997,11/04/2024,2
1998,11/04/2024,2
2008,11/04/2024,1
2009,11/04/2024,2
2012,11/04/2024,1
2019,11/04/2024,2
2020,11/04/2024,2
2021,11/04/2024,2
2023,11/04/2024,2
2024,11/04/2024,2
2035,11/04/2024,1
2043,11/04/2024,2
2045,11/04/2024,2
2049,11/04/2024,2
2059,11/04/2024,1
2063,11/04/2024,2
2064,11/04/2024,2
2068,11/04/2024,2
2073,11/04/2024,2
2078,11/04/2024,1
2088,11/04/2024,2
2092,11/04/2024,2
2093,11/04/2024,2
2095,11/04/2024,2
2096,11/04/2024,2
2097,11/04/2024,2
2098,11/04/2024,2
2103,11/04/2024,2
2104,11/04/2024,2
2107,11/04/2024,2
2115,11/04/2024,2
2118,11/04/2024,2
2120,11/04/2024,2
2122,11/04/2024,2
2124,11/05/2024,2
2128,11/05/2024,2
2129,11/05/2024,2
2135,11/05/2024,2
2139,11/05/2024,2
2141,11/05/2024,2
2144,11/05/2024,1
2145,11/05/2024,2
2146,11/05/2024,2
2149,11/05/2024,2
2152,11/05/2024,2
2155,11/05/2024,2
2156,11/05/2024,2
2157,11/05/2024,2
2158,11/05/2024,2
2159,11/05/2024,2
2163,11/05/2024,2
2164,11/05/2024,2
2166,11/05/2024,2
2167,11/05/2024,2
2169,11/05/2024,2
2170,11/05/2024,2
2174,11/05/2024,2
2180,11/05/2024,2
2184,11/05/2024,2
2185,11/05/2024,1
2191,11/05/2024,1
2193,11/05/2024,1
2197,11/05/2024,2
2199,11/05/2024,2
2200,11/05/2024,2
2204,11/05/2024,2
2208,11/05/2024,1
2209,11/05/2024,2
2210,11/05/2024,2
2211,11/05/2024,2
2215,11/05/2024,2
2222,11/05/2024,2
2227,11/05/2024,2
2228,11/05/2024,1
2230,11/05/2024,2
2231,11/05/2024,2
2232,11/06/2024,2
2233,11/06/2024,2
2234,11/06/2024,2
2236,11/06/2024,2
2248,11/06/2024,2
2250,11/06/2024,2
2252,11/06/2024,2
2255,11/06/2024,2
2262,11/06/2024,2
2263,11/06/2024,2
2264,11/06/2024,2
2266,11/06/2024,2
2267,11/06/2024,2
2272,11/06/2024,2
2275,11/06/2024,2
2276,11/06/2024,2
2278,11/06/2024,2
2279,11/06/2024,2
2281,11/06/2024,2
2282,11/06/2024,2
2284,11/06/2024,2
2285,11/06/2024,2
2286,11/06/2024,2
2287,11/06/2024,2
2299,11/06/2024,2
2300,11/06/2024,2
2309,11/06/2024,2
2311,11/06/2024,2
2313,11/06/2024,2
2316,11/06/2024,2
2323,11/06/2024,2
2326,11/06/2024,2
2329,11/06/2024,2
2331,11/06/2024,2
2334,11/06/2024,2
2336,11/06/2024,2
2340,11/06/2024,2
2341,11/06/2024,2
2350,11/06/2024,2
2351,11/07/2024,2
2355,11/07/2024,2
2357,11/07/2024,2
2361,11/07/2024,2
2362,11/07/2024,2
2366,11/07/2024,2
2368,11/07/2024,2
2370,11/07/2024,2
2371,11/07/2024,2
2386,11/07/2024,2
2388,11/07/2024,2
2555,10/09/2024,2
2714,10/09/2024,1
2716,10/09/2024,2
2747,10/09/2024,2
2764,10/09/2024,2
2791,10/09/2024,2
2795,10/09/2024,2
2805,10/09/2024,2
2806,10/09/2024,2
2807,10/09/2024,2
2808,10/09/2024,2
2809,10/09/2024,1
2810,10/09/2024,2
2811,10/09/2024,2
2821,10/09/2024,2
2823,10/09/2024,1
2827,10/10/2024,2
2832,10/09/2024,2
2833,10/09/2024,1
2845,10/09/2024,2
2849,10/09/2024,2
2852,10/09/2024,2
2858,10/09/2024,1
2860,10/09/2024,2
2870,10/09/2024,1
2885,10/10/2024,2
2887,10/09/2024,1
2890,10/09/2024,2
2908,10/10/2024,2
2928,10/10/2024,2
2929,10/10/2024,2
2933,10/10/2024,2
2935,10/11/2024,2
2941,10/10/2024,2
2988,10/09/2024,1
3035,10/11/2024,2
3067,10/10/2024,2
3070,10/10/2024,1
3071,10/10/2024,1
3072,10/10/2024,1
3074,10/10/2024,1
3077,10/10/2024,2
3118,10/10/2024,2
3150,10/11/2024,2
3157,10/10/2024,1
3182,10/10/2024,2
3188,10/10/2024,2
3191,10/10/2024,2
3192,10/10/2024,2
3201,10/10/2024,2
3205,10/10/2024,2
3214,10/10/2024,2
3216,10/10/2024,2
3219,10/10/2024,2
3222,10/10/2024,2
3243,10/10/2024,2
3265,10/10/2024,2
3270,10/10/2024,2
3289,10/10/2024,2
3299,10/10/2024,1
3301,10/11/2024,2
3303,10/10/2024,2
3304,10/10/2024,2
3305,10/10/2024,1
3330,10/10/2024,1
3338,10/10/2024,1
3344,10/10/2024,2
3359,10/10/2024,1
3367,10/10/2024,2
3371,10/10/2024,2
3388,10/10/2024,2
3389,10/10/2024,2
3394,10/14/2024,2
3401,10/11/2024,2
3402,10/11/2024,2
3403,10/11/2024,1
3411,10/11/2024,1
3442,10/11/2024,1
3456,10/11/2024,1
3461,10/11/2024,1
3462,10/11/2024,2
3471,10/11/2024,2
3480,10/11/2024,1
3485,10/11/2024,2
3503,10/11/2024,2
3504,10/11/2024,1
3570,10/11/2024,2
3573,10/11/2024,2
3588,10/11/2024,2
3590,10/14/2024,2
3595,10/11/2024,2
3600,10/11/2024,1
3603,10/11/2024,1
3605,10/11/2024,1
3609,10/11/2024,2
3611,10/11/2024,2
3612,10/14/2024,2
3614,10/11/2024,1
3621,10/14/2024,2
3622,10/14/2024,1
3626,10/14/2024,2
3627,10/14/2024,2
3628,10/14/2024,1
3630,10/15/2024,1
3635,10/14/2024,1
3638,10/14/2024,1
3639,10/14/2024,2
3644,10/14/2024,2
3646,10/14/2024,1
3658,10/14/2024,2
3700,10/14/2024,1
3701,10/14/2024,1
3709,10/14/2024,2
3710,10/14/2024,2
3724,10/14/2024,1
3733,10/14/2024,2
3741,10/14/2024,2
3748,10/14/2024,2
3762,10/15/2024,2
3768,10/14/2024,2
3770,10/14/2024,1
3772,10/14/2024,1
3778,10/16/2024,2
3786,10/14/2024,2
3802,10/15/2024,2
3831,10/14/2024,2
3864,10/14/2024,2
3869,10/14/2024,2
3874,10/14/2024,2
3880,10/14/2024,1
3889,10/14/2024,2
3899,10/14/2024,1
4064,10/14/2024,2
4065,10/14/2024,2
4144,10/14/2024,2
4145,10/14/2024,1
4147,10/14/2024,1
4148,10/14/2024,1
4157,10/14/2024,1
4185,10/14/2024,2
4191,10/14/2024,2
4200,10/14/2024,2
4206,10/14/2024,1
4220,10/14/2024,1
4224,10/14/2024,2
4237,10/14/2024,1
4250,10/15/2024,2
4256,10/16/2024,2
4258,10/15/2024,2
4273,10/15/2024,2
4274,10/15/2024,2
4277,10/15/2024,1
4278,10/15/2024,2
4283,10/15/2024,2
4350,10/15/2024,2
4372,10/15/2024,1
4378,10/15/2024,2
4384,10/15/2024,2
4388,10/15/2024,1
4409,10/15/2024,2
4420,10/15/2024,2
4421,10/15/2024,1
4423,10/15/2024,2
4426,10/15/2024,1
4428,10/15/2024,2
4431,10/15/2024,1
4432,10/15/2024,1
4436,10/15/2024,2
4440,10/16/2024,2
4443,10/16/2024,1
4445,10/16/2024,1
4452,10/16/2024,1
4457,10/16/2024,2
4459,10/16/2024,2
4471,10/18/2024,2
4472,10/16/2024,2
4477,10/16/2024,2
4484,10/16/2024,2
4487,10/16/2024,2
4499,10/16/2024,2
4506,10/16/2024,2
4514,10/16/2024,2
4517,10/16/2024,1
4519,10/16/2024,1
4521,10/16/2024,2
4525,10/16/2024,1
4528,10/16/2024,1
4530,10/16/2024,1
4545,10/16/2024,1
4556,10/16/2024,2
4558,10/16/2024,2
4564,10/16/2024,2
4574,10/17/2024,2
4583,10/17/2024,2
4593,10/17/2024,2
4594,10/17/2024,2
4606,10/21/2024,2
4616,10/17/2024,2
4623,10/17/2024,2
4636,10/17/2024,2
4638,10/17/2024,2
4653,10/21/2024,2
4664,10/17/2024,1
4682,10/17/2024,2
4697,10/17/2024,2
4848,10/17/2024,1
5013,10/17/2024,1
5014,10/17/2024,1
5046,10/17/2024,2
5063,10/17/2024,1
5085,10/17/2024,2
5087,10/17/2024,2
5088,10/17/2024,2
5105,10/17/2024,2
5115,10/21/2024,2
5117,10/17/2024,2
5118,10/17/2024,2
5151,10/17/2024,2
5173,10/17/2024,2
5198,10/17/2024,1
5227,10/17/2024,2
5252,10/17/2024,2
5253,10/17/2024,2
5254,10/17/2024,2
5267,10/17/2024,1
5275,10/17/2024,2
5279,10/17/2024,1
5291,10/17/2024,1
5292,10/17/2024,2
5296,10/17/2024,1
5298,10/17/2024,2
5319,10/17/2024,2
5320,10/17/2024,2
5343,10/17/2024,2
5346,10/17/2024,2
5363,10/17/2024,2
5367,10/18/2024,1
5371,10/18/2024,1
5378,10/18/2024,1
5383,10/18/2024,1
5390,10/18/2024,2
5392,10/18/2024,1
5393,10/18/2024,1
5422,10/18/2024,2
5436,10/18/2024,2
5481,10/18/2024,2
5482,10/18/2024,2
5487,10/18/2024,2
5488,10/18/2024,2
5489,10/18/2024,2
5705,10/18/2024,2
5709,10/18/2024,2
5731,10/18/2024,2
5735,10/18/2024,2
5743,10/18/2024,2
5745,10/18/2024,2
5753,10/18/2024,2
5754,10/18/2024,1
5755,10/21/2024,1
5779,10/21/2024,2
5786,10/21/2024,1
5787,10/21/2024,2
5797,10/21/2024,2
5812,10/21/2024,2
5813,10/21/2024,1
5814,10/21/2024,2
5815,10/21/2024,1
5829,10/21/2024,1
5847,10/21/2024,2
5879,10/21/2024,2
5880,10/21/2024,2
5907,10/21/2024,1
5922,10/21/2024,1
5923,10/21/2024,1
5936,10/21/2024,2
5968,10/21/2024,2
5969,10/21/2024,2
6174,10/21/2024,1
6176,10/21/2024,1
6226,10/21/2024,1
6233,10/21/2024,1
6243,10/21/2024,1
6263,10/21/2024,1
6264,10/21/2024,1
6395,10/21/2024,2
6576,10/21/2024,2
6586,10/21/2024,1
6732,10/21/2024,1
6798,10/21/2024,1
6814,10/21/2024,1
6828,10/21/2024,1
6879,10/21/2024,2
6887,10/21/2024,2
6951,10/21/2024,2
6958,10/21/2024,1
6962,10/21/2024,1
6998,10/21/2024,2
7004,10/21/2024,1
7009,10/21/2024,1
7032,10/21/2024,1
7062,10/21/2024,1
7098,10/21/2024,1
7137,10/21/2024,1
7146,10/21/2024,1
7162,10/21/2024,1
7174,10/21/2024,1
7177,10/21/2024,1
7179,10/21/2024,1
7181,10/21/2024,1
7185,10/21/2024,1
7188,10/21/2024,2
7194,10/21/2024,2
7205,10/21/2024,1
7206,10/21/2024,1
7209,10/21/2024,1
7218,10/21/2024,1
7222,10/21/2024,1
7235,10/22/2024,1
7238,10/22/2024,2
7243,10/22/2024,2
7245,10/22/2024,2
7246,10/22/2024,2
7296,10/22/2024,1
7304,10/22/2024,1
7315,10/22/2024,1
7329,10/22/2024,1
7334,10/22/2024,1
7337,10/22/2024,1
7339,10/22/2024,1
7340,10/22/2024,1
