Region,Market,Store Number,Total Five Star,AES,W+ Enrolled,Sales Comp,Controllable Profit,OPD Growth,Presub,Shrink
64,528,3450,4.71,80.5%,95.96,3.9%,12.0%,-14.2%,95.5%,-0.8%
64,528,4056,4.69,71.1%,78.22,8.9%,12.4%,-13.3%,95.7%,-1.7%
64,528,5224,4.83,76.0%,86.84,6.2%,12.8%,16.9%,96.3%,
64,528,5226,4.75,76.2%,88.64,8.8%,11.6%,-15.3%,95.9%,
64,528,5290,4.74,68.3%,80.00,10.0%,12.4%,-20.9%,96.9%,
64,528,5490,4.76,81.2%,80.49,12.3%,14.4%,-3.8%,96.0%,
64,528,5715,4.69,86.0%,85.27,6.4%,11.2%,-12.0%,96.6%,
64,528,6098,4.76,84.5%,92.59,11.6%,11.3%,-27.9%,96.6%,-0.6%
64,528,6159,4.8,76.1%,91.01,14.9%,11.7%,-3.2%,96.5%,
64,528,6459,4.68,63.1%,79.12,8.7%,15.6%,5.2%,95.8%,-1.2%
64,528,6786,4.78,90.1%,93.00,14.4%,11.0%,-11.9%,96.4%,-0.7%
64,528,6850,4.78,79.6%,94.34,12.7%,8.3%,-12.0%,96.9%,
64,528,7220,4.71,82.5%,90.59,1.0%,10.6%,-31.7%,96.0%,-1.7%
64,528,7311,4.76,77.4%,84.62,6.2%,12.2%,-19.6%,96.1%,-0.5%
64,533,2393,4.65,71.2%,89.72,5.8%,13.3%,-11.9%,96.4%,-1.7%
64,533,2394,4.66,69.7%,79.82,8.2%,11.9%,-19.7%,94.8%,-2.1%
64,533,2875,4.72,66.7%,82.31,9.6%,14.2%,8.7%,95.4%,-1.9%
64,533,2876,4.7,57.4%,82.76,10.0%,14.9%,-17.7%,96.2%,
64,533,2877,4.62,62.6%,80.70,14.4%,13.5%,-5.8%,95.6%,-1.7%
64,533,2878,4.66,56.1%,93.26,9.0%,12.7%,-17.2%,95.4%,-1.8%
64,533,2984,4.7,71.9%,82.17,5.0%,14.9%,-6.6%,96.4%,
64,533,3202,4.56,68.1%,90.32,8.8%,12.4%,-0.3%,95.1%,
64,533,3275,4.64,59.4%,82.54,6.4%,15.4%,-2.8%,95.2%,-1.0%
64,533,3327,4.74,73.7%,89.00,13.8%,13.6%,-1.1%,97.2%,-0.4%
64,533,3615,4.59,60.6%,82.44,9.0%,12.8%,-12.2%,94.8%,-1.2%
64,533,3637,4.59,65.2%,84.67,15.4%,15.7%,21.1%,95.6%,-0.8%
64,533,5286,4.65,80.7%,85.59,8.1%,13.3%,8.9%,95.9%,
64,533,5314,4.68,82.5%,78.23,9.4%,11.9%,-10.3%,95.2%,
64,533,5323,4.68,65.4%,85.37,12.3%,14.0%,-11.4%,96.3%,-1.5%
64,533,5805,4.76,62.7%,95.61,13.9%,16.1%,-2.4%,96.3%,
64,533,5863,4.61,58.8%,83.52,7.7%,12.9%,-6.0%,95.8%,
64,533,7308,4.73,71.9%,82.79,8.1%,13.2%,-16.7%,96.5%,-1.2%
64,541,3727,4.72,81.7%,85.83,8.8%,11.8%,19.3%,95.6%,-2.0%
64,541,3736,4.73,73.3%,72.46,10.8%,12.5%,18.5%,95.5%,-1.7%
64,541,4048,4.59,66.3%,78.23,15.3%,13.5%,22.3%,94.7%,-2.0%
64,541,4659,4.57,72.8%,81.89,3.6%,10.3%,11.4%,92.5%,
64,541,5125,4.68,82.0%,59.43,18.2%,8.5%,23.5%,96.1%,-1.4%
64,541,5310,4.69,78.1%,86.29,17.3%,13.2%,3.3%,95.4%,-1.8%
64,541,5327,4.64,77.0%,64.54,9.7%,8.9%,13.2%,92.4%,-3.4%
64,541,5328,4.69,71.0%,66.95,12.4%,14.0%,36.3%,95.9%,-1.8%
64,541,5773,4.65,82.1%,81.45,9.9%,13.3%,18.9%,95.5%,-1.1%
64,541,7233,4.7,62.4%,67.21,10.5%,9.7%,24.9%,95.0%,
64,541,7241,4.66,77.4%,85.48,11.9%,12.6%,13.2%,95.6%,-2.1%
64,541,7262,4.7,84.9%,78.69,6.3%,9.1%,23.4%,95.3%,-3.0%
64,542,2919,4.71,81.3%,95.28,6.5%,11.4%,16.6%,95.4%,-2.0%
64,542,2940,4.65,67.6%,82.12,13.1%,14.8%,15.3%,97.0%,-0.8%
64,542,3743,4.71,81.8%,89.06,12.4%,12.2%,15.4%,96.4%,
64,542,3745,4.7,84.3%,95.58,13.7%,14.1%,13.9%,95.8%,-1.5%
64,542,3746,4.69,71.9%,83.33,11.1%,14.0%,11.7%,94.5%,-0.9%
64,542,3752,4.68,76.2%,81.29,14.9%,13.6%,18.1%,95.1%,-0.8%
64,542,4114,4.62,70.7%,84.54,12.0%,14.4%,14.7%,95.4%,-0.8%
64,542,4193,4.72,71.9%,91.49,1.3%,12.5%,-0.8%,96.9%,
64,542,4367,4.67,79.7%,88.04,8.1%,10.7%,-4.6%,95.7%,-2.0%
64,542,4371,4.72,75.0%,92.09,10.9%,15.5%,10.9%,96.8%,-0.4%
64,542,4373,4.69,78.8%,84.62,16.2%,12.9%,5.2%,96.8%,-0.8%
64,542,4577,4.62,71.5%,87.50,6.3%,12.2%,18.1%,94.6%,-1.8%
64,542,4605,4.64,68.6%,78.99,13.7%,15.1%,14.9%,94.7%,-0.9%
64,542,4674,4.66,68.1%,87.62,13.0%,12.5%,0.9%,94.2%,-1.5%
64,542,5204,4.67,76.8%,87.29,14.6%,14.0%,15.7%,95.5%,-1.1%
64,542,5700,4.7,78.1%,86.00,7.8%,11.0%,-9.3%,95.2%,-0.7%
64,543,3042,4.65,79.3%,75.19,19.8%,15.4%,26.3%,95.2%,
64,543,3703,4.6,78.2%,58.90,4.2%,13.3%,-0.6%,93.3%,
64,543,4586,4.7,74.4%,89.17,11.6%,15.3%,0.0%,95.3%,
64,543,5081,4.62,88.4%,82.78,15.3%,13.9%,20.3%,92.8%,-1.2%
64,543,5102,4.6,69.9%,84.62,11.8%,13.3%,18.9%,94.1%,-1.8%
64,543,5464,4.65,63.3%,71.20,5.3%,9.7%,0.6%,94.9%,-3.4%
64,543,5722,4.67,65.0%,90.37,11.3%,10.8%,5.6%,94.7%,
64,543,5774,4.72,71.0%,86.51,12.2%,14.6%,25.9%,97.2%,-1.3%
64,543,5776,4.6,76.5%,79.66,13.3%,16.0%,7.5%,96.5%,-0.9%
64,543,5832,4.69,63.3%,78.36,7.1%,15.1%,9.2%,94.0%,-1.3%
64,543,6165,4.7,83.3%,86.29,8.4%,12.6%,-7.1%,95.7%,-1.2%
64,543,6166,4.59,69.0%,80.53,8.0%,12.9%,0.6%,94.7%,-1.2%
64,543,6323,4.66,84.1%,91.05,8.7%,13.5%,7.4%,93.9%,-1.1%
64,543,6577,4.66,73.2%,82.22,8.4%,15.1%,0.7%,95.0%,
64,543,6588,4.62,76.3%,84.91,9.1%,13.4%,2.1%,95.1%,
64,543,6849,4.73,83.1%,90.53,7.0%,12.9%,-8.2%,95.8%,0.0%
64,543,7099,4.66,76.5%,87.13,7.0%,14.0%,7.7%,96.4%,-0.6%
64,561,2397,4.61,81.5%,97.39,12.0%,13.8%,-8.9%,96.1%,-2.1%
64,561,2433,4.63,78.4%,93.46,7.5%,10.8%,-15.1%,97.0%,-1.9%
64,561,2975,4.66,74.4%,85.45,6.5%,11.5%,-11.9%,95.5%,-3.0%
64,561,2976,4.58,70.0%,68.80,3.9%,12.2%,-9.9%,95.4%,
64,561,2977,4.65,69.5%,58.04,3.7%,12.6%,-32.0%,96.1%,-1.2%
64,561,3015,4.72,74.9%,76.47,6.6%,11.1%,5.1%,96.9%,
64,561,3204,4.64,77.5%,69.53,21.2%,9.8%,33.6%,93.6%,-2.9%
64,561,3530,4.71,74.8%,90.57,8.5%,11.7%,-6.3%,96.2%,-1.0%
64,561,3870,4.73,82.1%,66.96,11.6%,14.1%,-5.1%,96.8%,-1.5%
64,561,4046,4.63,82.1%,77.55,9.5%,7.9%,-8.4%,95.6%,-2.6%
64,561,5021,4.68,70.7%,69.84,8.6%,11.5%,-1.6%,96.7%,
64,561,5824,4.73,81.4%,78.99,5.0%,12.0%,-4.8%,96.3%,
64,561,7224,4.68,89.6%,38.03,4.4%,9.6%,5.8%,95.5%,-2.5%
64,561,7232,4.58,83.3%,48.21,4.6%,11.2%,-4.3%,94.9%,
64,561,7240,4.62,74.4%,80.30,6.7%,11.6%,-2.7%,96.3%,
64,562,3452,4.73,79.5%,95.79,10.0%,10.1%,-10.7%,95.6%,
64,562,3509,4.68,81.1%,78.95,9.3%,7.8%,-18.4%,95.1%,
64,562,3542,4.68,78.4%,79.65,7.7%,8.8%,-13.9%,95.8%,
64,562,3579,4.74,75.2%,84.04,8.3%,13.0%,-7.0%,96.7%,
64,562,4465,4.75,80.2%,86.73,11.9%,11.0%,9.0%,97.1%,
64,562,4466,4.73,79.5%,88.42,8.9%,10.5%,-12.4%,95.8%,
64,562,4468,4.73,77.3%,93.40,14.3%,9.2%,4.2%,95.7%,-1.2%
64,562,4618,4.78,72.5%,83.81,7.6%,10.8%,-4.2%,97.2%,-1.7%
64,562,5094,4.75,65.7%,87.60,6.2%,11.1%,0.2%,95.6%,
64,562,5353,4.65,81.6%,93.33,9.3%,11.4%,-3.7%,95.7%,-1.4%
64,562,6583,4.63,69.1%,67.65,9.6%,9.6%,1.3%,95.1%,-2.2%
64,562,6590,4.69,73.8%,82.39,12.7%,13.0%,13.3%,96.9%,-1.1%
64,562,7309,4.69,74.7%,91.07,12.8%,13.8%,3.0%,95.9%,
64,562,7357,4.69,81.6%,92.66,11.8%,13.7%,8.1%,95.7%,-2.1%
64,562,7361,4.71,74.2%,83.49,12.2%,12.7%,9.2%,94.9%,-1.7%
64,570,2451,4.59,75.2%,90.91,16.0%,13.8%,59.1%,95.2%,-2.6%
64,570,3317,4.58,64.7%,62.75,12.2%,14.3%,-1.3%,95.3%,
64,570,3385,4.6,72.6%,86.05,8.9%,14.4%,-12.3%,94.6%,-2.4%
64,570,3512,4.63,73.5%,82.22,10.8%,12.7%,-2.3%,95.0%,
64,570,3517,4.62,78.2%,61.68,15.4%,13.9%,2.4%,95.4%,-2.3%
64,570,4464,4.64,71.5%,84.25,19.1%,12.1%,-4.6%,97.1%,
64,570,4676,4.62,78.0%,80.79,16.6%,15.0%,8.3%,95.9%,-1.7%
64,570,5675,4.67,63.2%,80.43,9.1%,11.9%,4.3%,95.5%,-2.3%
64,570,5702,4.73,71.9%,92.73,12.7%,11.2%,-3.3%,97.3%,-1.0%
64,570,7349,4.66,65.9%,85.96,11.3%,14.2%,-7.4%,96.7%,
64,570,7362,4.65,57.3%,85.57,9.2%,12.4%,-10.1%,96.4%,
72,96,2499,4.64,71.6%,87.50,-1.0%,12.1%,0.1%,96.3%,
72,96,3162,4.62,67.0%,92.25,13.9%,14.3%,18.8%,95.6%,
72,96,4142,4.66,94.5%,90.85,2.1%,11.5%,-10.0%,95.5%,-2.7%
72,96,4160,4.63,75.2%,80.00,8.6%,9.3%,-37.9%,,-3.2%
72,96,4197,4.62,74.2%,88.19,7.5%,10.6%,-6.9%,95.7%,-2.4%
72,96,4211,4.58,84.6%,93.07,9.9%,9.2%,-14.9%,94.9%,-3.5%
72,96,4425,4.58,72.6%,82.14,8.2%,11.0%,-12.8%,94.3%,-2.1%
72,96,5106,4.69,66.5%,92.25,10.5%,14.8%,-6.3%,96.8%,-1.2%
72,96,5132,4.75,72.7%,92.31,7.5%,15.3%,10.3%,96.2%,
72,96,5179,4.67,71.9%,87.12,6.9%,12.4%,-0.8%,95.6%,
72,96,5365,4.64,70.2%,85.37,4.2%,14.8%,3.7%,95.9%,-1.3%
72,96,5366,4.59,81.0%,83.21,4.8%,12.6%,-5.9%,97.0%,-2.4%
72,96,6894,4.63,67.8%,90.60,10.8%,13.1%,5.3%,95.1%,-2.6%
72,102,2392,4.66,75.2%,82.47,3.6%,11.7%,-4.7%,92.7%,-2.3%
72,102,3066,4.6,80.0%,88.54,12.9%,9.2%,-3.5%,94.8%,-3.6%
72,102,4354,4.73,88.4%,92.78,9.0%,14.7%,-10.8%,96.2%,-1.5%
72,102,5321,4.69,83.3%,87.74,8.1%,13.4%,-10.8%,96.7%,
72,102,5451,4.62,70.7%,87.50,7.2%,14.9%,4.7%,93.8%,
72,102,5453,4.55,74.4%,90.97,13.5%,15.0%,18.4%,93.1%,
72,102,5622,4.61,84.8%,89.26,10.6%,15.1%,6.2%,95.8%,
72,102,5826,4.69,77.1%,87.37,12.1%,13.1%,27.1%,96.1%,-1.3%
72,102,6937,4.63,73.9%,83.96,5.5%,11.6%,-30.6%,95.2%,-1.4%
72,102,6941,4.65,73.0%,81.06,11.5%,15.3%,-3.1%,95.3%,
72,102,6968,4.66,65.5%,64.96,11.5%,15.9%,14.6%,94.2%,
72,102,7221,4.66,73.3%,73.02,16.8%,13.4%,-7.0%,95.6%,-1.1%
72,102,7298,4.77,86.6%,81.25,10.3%,12.1%,-2.4%,94.5%,-1.8%
72,102,7307,4.72,83.7%,70.45,4.8%,9.4%,7.2%,95.4%,-2.4%
72,103,2907,4.7,80.2%,73.77,15.8%,10.3%,44.6%,94.5%,-3.4%
72,103,2930,4.68,77.7%,82.18,9.5%,12.7%,13.6%,93.1%,
72,103,3183,4.65,75.7%,97.32,16.8%,10.8%,6.9%,94.9%,-4.2%
72,103,3935,4.77,84.5%,94.07,14.8%,9.9%,-4.1%,95.1%,-3.0%
72,103,4140,4.75,91.1%,95.68,16.3%,12.6%,34.6%,95.5%,-2.7%
72,103,4498,4.74,80.5%,100.00,5.5%,7.9%,-19.1%,96.0%,-3.6%
72,103,4563,4.71,77.4%,81.88,12.6%,13.0%,17.4%,93.6%,-3.4%
72,103,4595,4.64,64.3%,60.95,9.6%,12.4%,11.9%,92.1%,-3.1%
72,103,4617,4.67,84.4%,91.55,4.3%,14.0%,-0.3%,93.4%,
72,103,4826,4.7,74.6%,88.89,18.5%,13.4%,14.5%,94.3%,-2.4%
72,103,5615,4.78,98.4%,93.08,11.9%,13.8%,8.1%,94.6%,
72,103,5719,4.79,88.3%,88.89,17.6%,14.4%,7.1%,94.5%,
72,103,5945,4.73,90.5%,87.23,21.9%,14.3%,63.7%,95.1%,
72,488,2396,4.67,72.8%,74.49,6.4%,12.4%,22.6%,93.1%,
72,488,2406,4.62,76.9%,81.91,5.4%,11.3%,18.5%,96.1%,-2.3%
72,488,3011,4.59,79.7%,80.90,2.7%,10.4%,-0.6%,93.1%,-3.9%
72,488,3104,4.66,82.0%,82.81,10.3%,12.6%,9.2%,94.3%,
72,488,4380,4.68,76.9%,82.65,7.4%,12.2%,-20.2%,94.9%,
72,488,4441,4.66,77.8%,73.15,9.5%,12.1%,-11.5%,95.1%,-2.6%
72,488,4546,4.65,65.6%,78.51,13.6%,13.3%,23.2%,95.7%,-2.7%
72,488,4560,4.73,62.8%,90.18,5.6%,11.8%,12.4%,96.0%,-1.7%
72,488,5704,4.66,70.0%,88.89,3.1%,12.0%,-8.2%,95.6%,-2.7%
72,488,5758,4.66,78.7%,89.72,11.1%,13.8%,19.8%,95.4%,-2.3%
72,488,5759,4.72,85.2%,73.53,5.0%,9.5%,-9.8%,95.2%,
72,488,6967,4.69,85.9%,78.76,7.5%,14.5%,17.5%,95.3%,-1.5%
72,488,7299,4.65,70.3%,86.01,7.7%,12.8%,-12.9%,95.2%,-2.3%
72,492,2431,4.63,71.2%,91.14,9.6%,17.1%,13.8%,96.1%,-0.9%
72,492,2743,4.59,70.0%,91.51,6.3%,12.3%,-16.8%,95.6%,
72,492,3593,4.57,75.5%,94.44,12.2%,11.7%,32.2%,94.2%,
72,492,3599,4.65,78.8%,87.20,11.2%,15.6%,24.3%,93.5%,-1.5%
72,492,4619,4.74,91.3%,94.26,14.5%,12.5%,7.1%,95.8%,
72,492,4654,4.63,82.7%,89.60,12.2%,13.2%,18.4%,91.2%,-1.1%
72,492,5043,4.61,66.9%,87.62,8.8%,8.0%,10.8%,90.9%,-2.4%
72,492,5122,4.57,76.2%,88.52,14.9%,10.7%,69.4%,95.2%,-3.5%
72,492,5780,4.72,78.8%,96.72,14.8%,14.4%,16.9%,96.5%,
72,492,6876,4.54,68.8%,92.74,12.1%,12.5%,16.3%,95.5%,
72,492,6943,4.55,68.5%,91.34,13.1%,13.9%,2.1%,95.6%,
72,492,6975,4.57,55.9%,87.97,14.3%,16.4%,4.2%,95.5%,-1.3%
72,534,2686,4.72,70.5%,87.40,6.8%,12.9%,-4.6%,97.7%,
72,534,2741,4.65,75.7%,93.88,11.0%,12.3%,-0.7%,97.2%,
72,534,2742,4.63,72.4%,89.58,7.4%,12.1%,-40.6%,96.2%,-1.2%
72,534,3164,4.78,76.3%,94.12,4.5%,5.7%,-28.9%,97.9%,-0.5%
72,534,3479,4.58,65.9%,86.11,8.5%,11.3%,-14.7%,96.0%,-2.2%
72,534,3654,4.59,69.8%,80.31,9.3%,12.3%,-13.7%,96.7%,-1.3%
72,534,4375,4.61,65.1%,82.05,10.8%,12.7%,8.6%,97.3%,
72,534,4376,4.65,66.4%,76.79,12.5%,12.9%,-7.5%,96.8%,
72,534,4686,4.67,69.7%,83.21,11.5%,13.8%,33.4%,96.2%,-1.0%
72,534,5738,4.61,71.6%,80.33,12.4%,14.5%,6.1%,95.8%,-1.6%
72,534,5837,4.69,67.4%,88.75,22.9%,13.6%,28.4%,96.5%,
72,534,6953,4.62,74.7%,85.96,15.3%,14.2%,16.3%,96.4%,-0.8%
72,537,2744,4.58,66.8%,73.68,5.4%,12.7%,-20.2%,94.9%,
72,537,2745,4.56,69.5%,91.28,10.4%,15.7%,1.9%,95.6%,-1.2%
72,537,3168,4.63,62.9%,77.68,14.8%,15.3%,14.6%,96.9%,
72,537,3723,4.66,79.4%,90.29,14.8%,13.4%,15.0%,97.1%,
72,537,4128,4.69,74.9%,78.69,15.0%,16.4%,8.8%,97.2%,
72,537,4516,4.6,62.2%,90.16,8.9%,15.6%,-4.6%,96.0%,
72,537,4579,4.63,69.9%,91.27,8.0%,14.1%,-1.8%,96.7%,
72,537,5737,4.55,61.2%,85.92,6.7%,16.2%,-2.7%,95.3%,-1.8%
72,537,5789,4.63,71.7%,92.91,10.7%,15.7%,7.0%,95.8%,
72,537,5790,4.6,76.4%,94.79,10.3%,14.4%,-15.1%,95.8%,-1.3%
72,537,6960,4.6,72.4%,83.87,10.8%,13.2%,15.1%,96.9%,-1.0%
72,537,7242,4.54,78.0%,93.18,14.7%,15.8%,22.8%,95.3%,-0.7%
72,537,7317,4.61,75.2%,80.27,22.6%,16.4%,31.5%,95.9%,-0.7%
72,538,2839,4.61,62.4%,94.17,6.3%,13.4%,-22.0%,95.4%,-2.8%
72,538,3062,4.61,74.0%,91.67,12.2%,14.2%,9.3%,96.6%,
72,538,3111,4.6,74.9%,83.65,8.2%,15.2%,0.8%,95.6%,
72,538,3238,4.61,65.6%,84.83,17.0%,16.6%,29.1%,95.8%,-0.9%
72,538,4057,4.64,74.1%,88.57,8.9%,12.8%,-10.0%,97.1%,
72,538,4470,4.6,75.9%,81.82,16.9%,14.7%,9.3%,97.4%,
72,538,4478,4.62,81.7%,91.53,11.7%,14.6%,-6.8%,97.2%,-1.4%
72,538,5692,4.63,63.7%,91.79,13.9%,16.6%,28.3%,97.0%,
72,538,5693,4.57,66.8%,86.73,9.1%,15.3%,-0.7%,95.3%,
72,538,5791,4.59,68.9%,91.59,10.0%,13.8%,11.5%,96.4%,
72,538,6971,4.65,69.0%,75.35,20.2%,14.3%,47.6%,96.5%,-1.0%
72,538,7072,4.56,67.7%,89.21,18.3%,15.6%,12.3%,95.7%,-1.6%
72,538,7127,4.57,60.4%,91.22,19.9%,15.8%,32.6%,96.3%,
72,544,3184,4.57,81.6%,93.86,6.6%,10.1%,-2.3%,93.8%,-3.0%
72,544,3424,4.75,66.2%,84.47,8.5%,15.1%,9.6%,96.5%,
72,544,3990,4.72,74.3%,91.45,16.7%,13.2%,19.0%,95.2%,-1.5%
72,544,4189,4.58,68.4%,95.69,8.8%,14.4%,2.7%,94.5%,
72,544,4504,4.54,65.9%,86.32,2.2%,8.9%,-0.8%,91.0%,
72,544,4580,4.74,79.7%,87.72,9.5%,14.4%,31.6%,94.7%,
72,544,4672,4.6,84.9%,91.53,3.2%,10.8%,11.2%,95.4%,
72,544,4673,4.71,70.7%,90.55,8.8%,13.4%,7.0%,94.3%,-1.5%
72,544,4691,4.59,72.5%,84.09,6.2%,14.6%,7.0%,96.5%,
72,544,4756,4.6,69.3%,97.27,5.6%,15.0%,4.7%,97.2%,-2.1%
72,544,5062,4.67,67.1%,93.07,9.4%,12.6%,0.2%,94.8%,
72,544,5100,4.62,76.8%,89.52,7.0%,7.7%,1.7%,91.7%,
72,544,5248,4.64,66.3%,90.24,11.7%,15.2%,13.5%,93.6%,-1.3%
72,544,5256,4.53,66.2%,85.81,5.1%,14.2%,-4.9%,91.2%,-2.4%
72,544,5459,4.72,73.2%,94.16,13.0%,15.0%,10.9%,94.8%,-1.1%
72,545,4210,4.57,87.7%,78.99,6.7%,10.1%,-0.6%,96.5%,-2.2%
72,545,4357,4.58,67.9%,84.44,6.3%,13.8%,4.5%,96.0%,-1.1%
72,545,4582,4.71,61.4%,80.71,5.3%,15.1%,-8.6%,96.7%,-1.2%
72,545,4648,4.6,77.7%,89.58,0.7%,10.2%,-6.6%,95.4%,-2.9%
72,545,4657,4.63,70.1%,82.98,4.2%,10.9%,-6.2%,96.2%,
72,545,5098,4.55,69.9%,90.83,4.6%,10.6%,-11.4%,95.5%,-2.6%
72,545,5623,4.74,75.5%,92.00,9.9%,13.8%,16.6%,95.3%,-1.0%
72,545,5653,4.69,80.9%,89.71,7.1%,12.3%,-2.1%,93.8%,-1.0%
72,545,5740,4.54,85.1%,88.89,4.8%,10.0%,-2.7%,93.8%,-1.5%
72,545,5744,4.54,77.6%,81.48,9.0%,12.6%,21.2%,96.2%,-2.9%
72,545,5769,4.64,77.8%,84.83,10.5%,16.8%,4.6%,96.1%,-1.3%
72,545,5771,4.65,71.1%,82.95,8.8%,14.1%,-1.3%,95.9%,-1.4%
72,545,6531,4.59,75.7%,85.03,13.0%,14.4%,10.3%,96.2%,
72,548,2391,4.61,71.7%,80.42,9.0%,12.4%,8.9%,96.1%,
72,548,3013,4.61,77.0%,84.68,12.7%,13.9%,2.4%,94.1%,-2.0%
72,548,3161,4.54,81.0%,76.77,4.1%,10.8%,8.5%,92.2%,-2.8%
72,548,3414,4.72,79.3%,84.62,7.2%,12.8%,0.3%,95.6%,
72,548,4141,4.63,74.3%,77.87,10.6%,13.1%,11.8%,96.5%,-1.8%
72,548,4434,4.68,76.6%,82.61,11.4%,16.1%,13.2%,96.9%,
72,548,4667,4.6,74.6%,67.83,6.6%,11.4%,-8.7%,96.1%,
72,548,5221,4.63,82.9%,74.11,16.3%,9.5%,5.6%,94.2%,-3.3%
72,548,5654,4.73,84.1%,83.76,22.4%,12.1%,17.7%,96.1%,
72,548,5670,4.6,65.1%,87.61,10.0%,13.0%,-10.8%,95.6%,
72,548,5831,4.69,75.0%,87.88,12.8%,13.0%,-5.2%,96.3%,
72,548,5876,4.69,79.4%,75.93,13.1%,14.8%,4.4%,96.6%,
72,548,6207,4.65,69.3%,93.83,16.5%,15.8%,12.0%,95.7%,
72,549,525,4.7,88.6%,88.62,13.3%,13.2%,4.7%,96.7%,-1.5%
72,549,2944,4.68,69.9%,88.64,11.1%,11.8%,-8.5%,96.0%,-2.0%
72,549,3606,4.71,69.2%,81.75,6.3%,12.6%,7.9%,96.6%,-1.5%
72,549,3629,4.68,87.0%,93.75,11.5%,14.7%,6.8%,97.0%,-1.2%
72,549,3862,4.64,83.0%,84.38,7.5%,11.5%,-15.0%,96.5%,-2.0%
72,549,4561,4.69,77.3%,85.85,7.0%,8.7%,-16.5%,96.5%,-3.4%
72,549,5005,4.7,78.5%,76.64,9.7%,11.1%,26.9%,95.0%,-1.4%
72,549,5816,4.65,80.0%,68.38,12.3%,13.3%,-2.3%,96.0%,
72,549,5817,4.67,77.9%,76.11,11.9%,12.9%,-1.8%,95.4%,-1.9%
72,549,5818,4.66,79.4%,83.33,6.9%,13.0%,-22.9%,96.0%,-1.8%
72,549,5819,4.68,75.6%,94.95,7.3%,14.2%,35.8%,96.3%,-1.3%
72,549,5820,4.71,82.9%,86.25,6.3%,11.1%,-3.1%,95.9%,
72,549,6398,4.69,77.0%,90.58,7.7%,13.7%,-5.8%,96.5%,-1.3%
72,559,3617,4.73,77.0%,93.85,5.8%,13.7%,7.6%,96.1%,
72,559,3817,4.71,69.6%,91.60,8.5%,12.6%,3.7%,96.2%,-1.4%
72,559,4159,4.61,78.7%,93.75,3.3%,11.4%,-5.2%,95.3%,
72,559,4565,4.69,78.9%,90.28,16.1%,16.9%,46.8%,95.4%,
72,559,5255,4.68,73.7%,88.35,8.4%,13.2%,-20.8%,95.8%,
72,559,5265,4.61,71.5%,89.51,8.4%,13.8%,4.5%,95.8%,-1.4%
72,559,5741,4.71,76.0%,92.74,15.1%,14.0%,23.5%,96.6%,
72,559,5760,4.61,82.5%,91.38,6.5%,10.5%,9.6%,96.3%,-2.7%
72,559,5846,4.66,80.9%,100.00,5.5%,12.5%,-16.0%,95.8%,
72,559,5875,4.67,86.7%,92.62,5.8%,13.6%,-22.2%,97.2%,
72,559,5988,4.68,71.2%,93.22,9.9%,11.1%,10.0%,94.8%,-2.3%
72,559,6149,4.73,74.3%,88.64,11.6%,13.8%,7.9%,95.5%,-1.4%
72,559,6548,4.66,84.7%,84.62,5.0%,11.9%,-2.4%,95.5%,
75,281,1968,4.43,65.6%,83.84,6.6%,14.4%,45.4%,91.5%,-3.8%
75,281,2009,4.6,68.1%,90.00,5.7%,12.1%,183.9%,91.6%,-5.3%
75,281,2045,4.54,73.0%,77.01,3.2%,14.6%,32.2%,92.1%,-2.0%
75,281,2577,4.57,64.7%,84.98,7.4%,14.3%,54.5%,87.3%,-3.6%
75,281,3489,4.5,65.4%,82.05,2.2%,9.7%,84.3%,85.1%,-4.0%
75,281,3780,4.5,58.6%,79.65,6.2%,17.0%,23.6%,91.1%,-1.7%
75,281,5344,4.5,62.4%,78.35,11.1%,12.3%,246.1%,85.6%,-6.9%
75,282,1875,4.52,67.4%,72.19,3.1%,16.9%,26.8%,88.9%,-2.9%
75,282,2279,4.48,55.6%,74.94,4.7%,15.2%,54.5%,88.7%,-4.1%
75,282,2435,4.44,68.9%,83.13,10.7%,12.9%,269.7%,85.3%,-5.4%
75,282,3481,4.71,62.8%,74.16,3.0%,14.2%,66.0%,94.8%,-2.4%
75,282,3490,4.6,71.5%,71.95,1.8%,14.3%,89.4%,91.2%,-3.4%
75,282,5228,4.55,79.1%,87.96,7.1%,16.6%,46.4%,92.2%,-3.8%
75,282,5382,4.57,62.7%,83.63,9.9%,16.4%,56.6%,90.9%,-2.8%
75,287,1523,4.51,76.5%,75.14,5.7%,16.8%,23.3%,97.3%,-1.9%
75,287,1525,4.51,69.5%,71.63,6.7%,16.0%,35.7%,93.0%,-1.9%
75,287,1730,4.49,57.5%,91.49,6.2%,13.8%,11.8%,93.5%,-1.8%
75,287,2295,4.47,71.8%,78.82,5.4%,12.3%,46.1%,92.1%,-3.5%
75,287,2795,4.55,67.9%,60.08,5.7%,15.6%,32.0%,94.2%,-1.8%
75,287,3869,4.69,87.4%,69.51,6.7%,12.4%,37.6%,95.1%,-2.2%
75,287,4191,4.77,77.9%,86.94,11.6%,14.6%,53.2%,96.3%,-1.8%
75,287,4350,4.53,56.7%,89.12,5.9%,14.6%,52.0%,92.2%,-1.3%
75,287,7032,4.45,71.0%,71.40,7.4%,10.5%,63.2%,89.7%,-3.4%
75,288,1631,4.41,59.4%,58.18,5.4%,16.3%,53.2%,91.1%,-3.3%
75,288,1682,4.35,56.9%,82.20,4.3%,14.6%,16.0%,89.6%,-3.3%
