Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago,DP
60,2516,UBER,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202217,84.71%,77.74%,14.4,90.00%,86.00%,86.80%,79.70%,
60,2516,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,68.06%,78.77%,12.7,76.90%,70.80%,72.90%,55.60%,
60,3794,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202217,85.23%,86.96%,5.8,91.90%,79.60%,86.00%,83.40%,
61,3098,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202217,69.71%,92.36%,4,62.10%,75.80%,75.30%,65.30%,
61,3146,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202217,84.74%,99.02%,3.6,91.50%,82.60%,80.60%,85.30%,
61,5678,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202217,77.80%,96.32%,5.2,72.20%,81.40%,80.50%,78.80%,
61,5994,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202217,83.09%,95.18%,3.9,92.20%,81.20%,79.10%,81.00%,
25,1160,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202217,68.30%,92.41%,5.9,58.20%,62.60%,68.10%,81.40%,
25,1476,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,82.64%,73.22%,19.2,89.80%,65.20%,90.10%,83.40%,
25,1476,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Store Focus,202217,79.03%,76.65%,10.6,92.80%,72.50%,77.90%,77.70%,
25,2691,SPARK,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,202217,82.96%,98.38%,5.1,92.60%,74.00%,84.30%,81.10%,
25,1580,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,82.37%,66.86%,19.8,77.80%,79.30%,85.60%,85.80%,
25,1580,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,74.06%,67.87%,11.9,69.40%,74.00%,78.00%,75.10%,
25,3529,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,86.62%,73.41%,7.4,87.90%,79.70%,88.00%,93.90%,
25,995,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202217,83.13%,89.66%,5.2,85.50%,81.30%,80.20%,86.10%,
25,1310,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202217,90.47%,97.99%,4.8,93.20%,91.70%,90.30%,86.50%,
25,5038,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,72.78%,68.48%,12.2,79.20%,63.60%,76.00%,71.20%,
25,786,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202217,84.42%,69.46%,12.7,88.50%,94.40%,71.30%,83.90%,
25,786,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,78.99%,74.76%,9.6,84.80%,85.90%,71.00%,74.40%,
25,1553,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202217,94.32%,94.66%,6.1,98.00%,96.30%,95.50%,86.90%,
25,1814,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202217,91.27%,97.96%,5.7,91.40%,94.60%,90.10%,89.10%,
25,4405,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,84.56%,74.03%,8.2,84.00%,81.40%,83.20%,89.50%,
25,1596,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,83.77%,86.77%,4.7,85.90%,81.90%,81.70%,85.30%,
25,1256,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202217,92.31%,86.84%,9.1,92.40%,97.90%,91.60%,88.20%,
25,1556,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,84.76%,92.75%,7.1,85.50%,88.50%,82.70%,83.10%,
25,3601,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,81.68%,95.26%,7.1,77.10%,83.50%,80.70%,85.00%,
25,4529,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,70.94%,60.10%,14.8,71.40%,90.30%,94.10%,53.00%,
25,4529,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202217,77.22%,73.43%,8.8,96.60%,89.80%,78.20%,56.30%,
25,5486,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202217,77.62%,80.54%,12.2,64.40%,84.40%,83.80%,84.90%,
25,5965,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202217,82.20%,85.65%,8.3,86.30%,85.10%,79.00%,77.30%,
25,1998,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,88.75%,95.34%,5.2,89.70%,92.20%,89.90%,81.80%,
25,2204,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202217,86.60%,91.84%,5.2,87.00%,92.50%,83.50%,83.50%,
25,5402,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202217,84.15%,88.08%,4.8,87.70%,87.30%,75.00%,86.20%,
25,5617,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,90.88%,93.41%,8.2,81.10%,91.20%,92.90%,94.60%,
25,5617,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202217,81.06%,93.18%,5.5,87.00%,89.80%,66.40%,75.20%,
25,5781,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,72.60%,60.07%,13.6,76.90%,82.20%,62.00%,70.40%,
25,5781,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,62.00%,64.42%,8.6,71.50%,71.80%,51.10%,54.00%,
25,1892,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202217,82.40%,81.70%,9.2,68.40%,78.80%,90.10%,87.10%,
25,1938,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202217,90.00%,94.50%,4.5,88.40%,96.80%,86.20%,88.40%,
25,3004,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,77.56%,87.10%,7.4,66.20%,89.20%,78.80%,79.90%,
25,5485,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,87.84%,81.00%,8.5,85.70%,93.30%,90.90%,81.80%,
25,5485,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,76.73%,83.17%,6.9,74.60%,88.00%,71.30%,73.40%,
25,4177,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202217,88.49%,99.86%,3,90.40%,91.00%,87.50%,84.30%,
25,4695,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202217,68.17%,98.64%,3.2,81.70%,72.30%,59.20%,59.80%,
25,1690,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202217,88.78%,87.41%,8.8,88.40%,95.50%,82.50%,90.70%,
25,2728,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,87.95%,82.27%,7.2,89.80%,84.70%,88.10%,89.30%,
25,3602,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202217,88.46%,76.65%,9.4,83.70%,92.20%,85.70%,94.40%,
25,3602,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,89.01%,81.71%,12.2,86.00%,87.10%,88.50%,92.10%,
25,1071,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202217,80.72%,90.01%,6.1,78.40%,86.10%,77.60%,80.80%,
25,1518,DOORDASH,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202217,83.18%,86.02%,14.6,76.30%,90.30%,87.30%,79.40%,
25,1557,DOORDASH,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202217,91.59%,84.00%,7.5,79.10%,88.40%,97.60%,92.50%,
25,3781,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202217,51.63%,41.26%,39.4,57.10%,41.60%,56.60%,55.60%,
25,3781,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,62.17%,55.56%,19.5,74.40%,38.70%,66.90%,71.10%,
59,4053,DOORDASH,Scheduled Standard Delivery,28,Executive Review,Degrading,Store Focus,202217,90.43%,80.96%,13.3,88.00%,89.40%,92.90%,91.20%,
59,5804,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202217,72.56%,66.22%,13.4,89.60%,65.50%,63.60%,72.80%,
59,6390,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202217,85.42%,83.52%,6.3,84.90%,83.80%,88.00%,84.80%,
59,3110,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Store Focus,202217,88.69%,84.59%,7.2,95.10%,93.60%,79.00%,87.50%,
59,3166,SPARK,Scheduled Standard Delivery,39,Executive Review,Degrading,Store Focus,202217,61.33%,62.23%,9.5,88.40%,63.80%,43.10%,47.40%,
59,5645,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,85.90%,62.92%,6.9,83.60%,84.10%,82.50%,92.40%,
59,5645,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202217,67.74%,65.54%,5.8,74.80%,68.40%,63.80%,62.70%,
59,5646,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202217,70.45%,74.51%,5.6,76.20%,80.70%,52.40%,70.90%,
25,1676,POINTPICKUP,Scheduled Express Delivery ,5,At Risk,Recovering,Driver Supply Focus,202217,92.42%,97.30%,8.1,91.90%,96.40%,93.80%,88.60%,
25,1783,POINTPICKUP,Scheduled Express Delivery ,8,Executive Review,Recovering,Driver Supply Focus,202217,84.55%,94.49%,8.5,90.50%,72.40%,94.30%,80.00%,
22,1742,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,82.50%,76.57%,9.3,84.20%,90.40%,73.80%,82.50%,
22,1742,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,70.43%,73.47%,15,91.20%,88.80%,63.60%,50.30%,
22,1807,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,83.52%,87.56%,10.7,78.30%,84.90%,87.70%,84.30%,
22,3422,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,70.09%,77.66%,6.6,66.80%,80.00%,74.00%,58.90%,
22,3422,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,81.18%,75.88%,10.5,81.30%,90.30%,83.60%,68.90%,
22,5476,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,69.25%,60.23%,12.8,59.00%,68.10%,78.60%,71.40%,
22,2141,DOORDASH,Scheduled Express Delivery ,7,Executive Review,Recovering,Store Focus,202217,93.92%,91.49%,14.4,90.00%,86.30%,95.60%,97.90%,
22,2141,DOORDASH,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202217,72.47%,70.50%,12.4,75.70%,64.40%,71.30%,78.70%,
22,2141,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,48.96%,72.19%,9.7,55.40%,40.30%,50.40%,49.60%,
22,2650,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,66.08%,53.94%,15.2,70.20%,49.20%,64.00%,80.60%,
22,2830,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,72.24%,57.58%,21,76.50%,81.30%,67.10%,65.90%,
22,2830,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,62.97%,61.62%,12.4,62.30%,68.80%,60.40%,57.10%,
22,5891,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202217,33.66%,72.01%,15.9,40.60%,44.60%,11.50%,19.70%,
22,3475,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,61.43%,71.31%,8.2,74.70%,54.30%,50.60%,66.30%,
22,3475,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,68.70%,61.77%,14.1,87.30%,67.90%,55.50%,80.00%,
22,3541,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202217,60.15%,93.13%,6.3,78.60%,60.10%,38.80%,63.70%,
22,4687,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,53.77%,56.47%,10.2,51.20%,62.70%,46.50%,57.60%,
22,4687,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,56.74%,45.27%,17.6,53.80%,50.00%,53.40%,68.20%,
22,5881,DOORDASH,Scheduled Express Delivery ,5,At Risk,Recovering,Store Focus,202217,92.91%,80.13%,6.6,100.00%,87.00%,94.00%,97.40%,
22,2641,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,85.36%,79.15%,11.6,70.20%,89.00%,92.70%,91.80%,
22,2040,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,82.96%,82.30%,11.1,79.00%,82.40%,87.90%,83.30%,
22,2445,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202217,90.82%,94.92%,6.7,96.00%,89.20%,87.00%,91.60%,
22,2446,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,79.25%,90.90%,6.1,77.20%,74.00%,79.00%,87.00%,
22,5012,DOORDASH,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202217,82.75%,94.80%,14.8,79.30%,92.50%,82.70%,76.60%,
22,2195,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202217,78.58%,86.45%,5.4,76.40%,83.50%,82.60%,70.50%,
22,3212,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,-,Store Focus,202217,75.79%,72.44%,11,,,71.30%,79.70%,
22,3236,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202217,85.33%,90.72%,7.2,87.70%,86.00%,89.30%,79.40%,
22,5142,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,81.12%,83.21%,13,78.50%,83.30%,81.40%,80.80%,
22,5142,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,57.60%,86.78%,9.2,63.50%,58.50%,49.40%,59.10%,
22,2059,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202217,89.64%,89.03%,6.7,93.90%,86.60%,83.60%,94.40%,
22,3228,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202217,83.73%,88.06%,6.2,84.10%,81.80%,85.20%,84.00%,
22,1794,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,83.43%,87.28%,8.2,73.60%,89.60%,86.60%,83.60%,
22,2255,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202217,91.36%,79.28%,6.5,87.10%,93.30%,89.10%,95.90%,
22,2481,POINTPICKUP,Scheduled Express Delivery ,9,Executive Review,Degrading,Store Focus,202217,87.69%,87.89%,11,86.90%,92.40%,87.10%,84.50%,
22,2023,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,82.47%,65.92%,9.7,83.50%,76.20%,82.90%,87.60%,
22,2334,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202217,86.74%,81.70%,7.8,95.20%,80.50%,77.30%,92.90%,
22,2340,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,91.96%,86.99%,8,93.70%,87.00%,92.30%,95.30%,
22,3501,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,62.67%,93.57%,10.4,69.60%,61.40%,63.00%,59.50%,
22,5795,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,89.00%,87.57%,7.5,83.80%,93.20%,94.40%,84.20%,
22,4348,POINTPICKUP,Scheduled Express Delivery ,22,Executive Review,Degrading,Driver Supply Focus,202217,94.12%,89.74%,6.7,87.50%,100.00%,90.90%,100.00%,
22,2871,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202217,64.95%,57.47%,9.3,62.40%,75.90%,54.30%,67.00%,
22,2871,UBER,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,202217,87.57%,78.57%,14.8,81.80%,91.30%,85.70%,86.50%,
22,2871,UBER,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,202217,60.04%,53.64%,18.1,68.00%,67.60%,48.60%,60.40%,
22,4456,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,62.99%,57.50%,9.4,58.80%,63.50%,68.70%,60.60%,
22,4456,UBER,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202217,70.19%,52.88%,15,76.80%,72.80%,68.60%,66.10%,
22,5944,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,69.89%,69.22%,9.4,71.90%,72.50%,70.70%,64.60%,
22,5944,UBER,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202217,76.81%,67.72%,15.9,83.10%,77.00%,76.20%,70.60%,
75,1968,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,60.89%,60.95%,19.3,54.20%,59.70%,60.40%,69.00%,
75,1968,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,54.83%,62.52%,17.3,44.00%,45.00%,62.10%,63.00%,
75,2577,DOORDASH,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202217,59.46%,74.60%,24.2,61.90%,38.50%,100.00%,,
75,2577,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202217,50.44%,55.87%,14.4,48.70%,30.40%,58.20%,52.90%,
75,3489,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,61.92%,52.66%,10.6,51.10%,65.90%,57.40%,74.40%,
75,3489,UBER,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202217,65.46%,52.08%,19.2,66.50%,68.30%,56.90%,68.80%,
75,3780,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,75.04%,74.07%,10.4,69.50%,65.90%,83.10%,84.10%,
75,1875,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,76.44%,63.43%,21.6,69.10%,63.40%,84.30%,85.70%,
75,1875,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202217,70.65%,65.37%,14.4,55.60%,63.40%,78.60%,82.80%,
75,2279,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,73.46%,78.24%,4.9,55.80%,76.30%,84.90%,84.40%,
75,5382,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202217,85.63%,80.52%,8.3,81.70%,84.70%,89.80%,86.30%,
75,2357,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202217,75.77%,71.01%,9.1,79.20%,74.10%,70.80%,78.80%,
75,3035,UBER,Scheduled Express Delivery ,4,At Risk,Degrading,Store Focus,202217,74.94%,95.75%,9.3,69.20%,67.30%,78.30%,79.80%,
75,5753,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,51.21%,73.02%,11.9,40.40%,52.10%,55.30%,70.10%,
75,5753,UBER,Scheduled Express Delivery ,5,At Risk,Degrading,Store Focus,202217,70.93%,89.69%,20.2,76.90%,67.60%,76.40%,67.60%,
75,5753,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,34.55%,68.30%,17.7,58.00%,30.80%,28.70%,25.90%,
75,5936,DOORDASH,Scheduled Express Delivery ,3,Active Monitoring,Recovering,Driver Supply Focus,202217,90.24%,99.29%,4.5,100.00%,89.40%,90.90%,87.50%,
75,5941,UBER,Scheduled Express Delivery ,4,At Risk,Recovering,Store Focus,202217,68.97%,83.89%,16.1,100.00%,57.90%,71.40%,69.00%,
75,5968,UBER,Scheduled Express Delivery ,5,At Risk,Degrading,Driver Supply Focus,202217,72.95%,97.21%,8.4,66.70%,67.90%,66.70%,79.40%,
75,1736,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202217,81.09%,71.88%,9.7,86.00%,79.80%,77.50%,82.40%,
75,1736,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202217,87.50%,72.71%,8.6,81.20%,91.10%,86.30%,93.20%,
75,1741,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,67.20%,47.02%,20.5,38.00%,70.90%,64.40%,86.20%,
75,1741,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,61.60%,45.48%,17.6,32.30%,60.20%,63.20%,81.30%,
75,1860,SPARK,Scheduled Standard Delivery,2,Active Monitoring,-,Store Focus,202217,57.78%,75.18%,11.8,,69.70%,49.40%,60.00%,
75,1860,UBER,Scheduled Express Delivery ,9,Executive Review,Degrading,Store Focus,202217,68.27%,73.97%,13.2,71.40%,47.10%,71.40%,72.90%,
75,1860,UBER,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202217,47.32%,78.54%,14.7,0.00%,33.30%,59.40%,46.30%,
75,5450,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,83.97%,71.93%,8.2,71.30%,89.00%,85.90%,89.20%,
75,5450,UBER,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202217,70.24%,69.28%,11.3,53.00%,78.50%,75.60%,73.10%,
75,1406,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,69.99%,67.48%,16,95.60%,28.70%,75.80%,76.00%,
75,3344,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202217,75.29%,73.56%,12.7,88.00%,56.00%,94.10%,66.70%,
75,4514,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202217,80.82%,95.91%,8.7,88.70%,72.90%,88.10%,76.90%,
75,5105,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,79.76%,76.69%,8,78.20%,86.60%,81.40%,73.50%,
75,1523,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202217,88.64%,99.15%,6.1,67.50%,87.90%,92.10%,90.10%,
75,1525,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,88.76%,81.97%,6.6,83.30%,91.30%,91.20%,88.90%,
75,1525,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202217,87.55%,84.95%,5.3,94.80%,86.60%,86.80%,76.40%,
75,1730,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Recovering,Store Focus,202217,96.30%,86.11%,6.3,100.00%,100.00%,100.00%,85.70%,
75,7032,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202217,82.57%,79.38%,11.1,93.30%,78.40%,75.40%,83.00%,
75,7032,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,78.56%,78.12%,9.6,88.70%,76.90%,72.10%,75.80%,
75,1424,POINTPICKUP,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,202217,76.92%,82.81%,11.8,84.20%,71.60%,82.90%,66.50%,
75,1424,SPARK,Scheduled Standard Delivery,25,Executive Review,Recovering,Store Focus,202217,79.18%,80.99%,10.1,92.20%,76.70%,76.50%,69.00%,
75,1524,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202217,75.89%,68.84%,16.2,70.70%,73.20%,77.30%,81.40%,
75,1524,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,76.67%,72.09%,12.3,76.90%,70.30%,75.00%,83.70%,
75,1969,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202217,84.97%,69.35%,9.8,75.80%,87.70%,85.60%,89.90%,
75,1969,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,84.97%,69.65%,9,89.30%,83.90%,80.80%,86.90%,
75,2160,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,86.48%,82.42%,7.8,87.20%,81.10%,86.80%,90.60%,
75,2808,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202217,91.56%,88.10%,8.7,93.20%,93.00%,90.40%,89.80%,
75,2821,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,80.00%,79.31%,17.4,63.60%,83.30%,100.00%,73.30%,
75,4476,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202217,84.61%,74.03%,10.3,82.20%,78.20%,89.50%,88.10%,
75,4476,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,82.04%,76.29%,9,80.30%,79.20%,80.10%,89.20%,
75,5847,SPARK,Scheduled Standard Delivery,33,Executive Review,Recovering,Store Focus,202217,92.39%,85.40%,9,92.40%,98.10%,89.20%,90.90%,
75,3588,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202217,82.47%,74.51%,11.4,70.00%,95.00%,90.90%,80.00%,
75,4638,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202217,84.78%,88.51%,5.6,88.90%,89.60%,76.40%,84.50%,
75,5880,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,-,Store Focus,202217,91.80%,93.38%,10.4,,97.10%,88.90%,90.70%,
75,5880,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202217,90.37%,94.01%,5.2,92.00%,92.00%,90.50%,87.30%,
75,5880,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202217,84.79%,93.05%,4.8,86.10%,87.20%,85.60%,80.80%,
75,2412,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,202217,84.59%,77.98%,7.6,75.50%,89.50%,85.60%,88.00%,
75,2412,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202217,81.31%,78.20%,8.1,66.50%,88.40%,85.50%,93.70%,
75,2436,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202217,85.44%,88.06%,5.9,78.10%,90.30%,82.80%,91.90%,
75,3720,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,83.61%,77.65%,9,69.80%,82.20%,91.40%,90.10%,
