Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago,DP
75,3720,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202217,60.82%,79.89%,7.3,58.70%,57.50%,64.40%,64.00%,
75,3804,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,85.71%,81.08%,12.4,52.40%,84.40%,93.50%,95.40%,
75,3804,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,79.72%,79.98%,10,66.70%,84.60%,84.00%,89.90%,
75,1292,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Store Focus,202217,93.71%,91.45%,11.7,97.20%,100.00%,86.10%,92.10%,
75,1486,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202217,86.79%,88.18%,7.7,91.30%,76.50%,91.30%,92.30%,
75,1486,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,75.63%,91.21%,7.6,75.50%,70.30%,80.70%,75.70%,
75,2705,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202217,86.67%,78.08%,12,86.70%,100.00%,91.40%,68.80%,
75,2705,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202217,85.86%,88.32%,6.9,98.40%,88.00%,74.60%,81.40%,
75,1344,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Degrading,Store Focus,202217,74.20%,60.06%,11.6,83.50%,72.30%,87.80%,56.30%,
75,1344,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,77.63%,65.82%,8.9,89.50%,72.10%,83.20%,63.60%,
75,1780,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,79.63%,76.79%,9.4,80.00%,92.30%,78.30%,71.80%,
75,2565,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202217,82.83%,72.14%,12.8,88.60%,76.80%,88.30%,79.60%,
75,2565,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,79.55%,77.56%,8.7,87.30%,64.80%,83.70%,84.30%,
75,1653,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,82.35%,87.43%,5.3,71.40%,83.80%,87.50%,85.90%,
75,2474,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202217,67.65%,97.66%,4.7,76.00%,60.00%,79.10%,55.80%,
75,3215,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,202217,88.13%,76.49%,7.5,100.00%,89.90%,86.10%,85.80%,
75,3215,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202217,84.98%,76.93%,5.9,88.60%,90.60%,78.80%,84.40%,
59,3885,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202217,81.52%,82.71%,9.4,90.80%,81.80%,78.20%,67.20%,
59,3885,UBER,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,202217,72.06%,77.80%,19.4,90.90%,78.20%,70.20%,47.70%,
59,6798,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202217,64.96%,63.55%,12.7,81.90%,40.10%,61.60%,75.60%,
52,2764,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202217,85.71%,94.47%,6.6,92.10%,75.90%,94.00%,83.30%,
52,1864,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Store Focus,202217,83.42%,79.55%,6.2,90.10%,78.30%,83.70%,83.00%,
52,2643,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202217,84.72%,76.39%,10.3,58.80%,89.30%,87.50%,100.00%,
52,2882,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,202217,89.36%,93.62%,8.8,92.30%,100.00%,81.30%,85.70%,
52,3404,DOORDASH,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202217,90.70%,84.88%,12.4,76.00%,100.00%,94.70%,93.30%,
52,3404,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202217,73.04%,91.23%,6.3,86.30%,80.70%,53.50%,68.90%,
52,3498,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202217,81.46%,91.28%,5.4,83.80%,80.60%,80.00%,81.60%,
52,5625,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202217,81.84%,88.96%,5,85.30%,83.50%,74.30%,82.70%,
52,1472,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,88.92%,92.90%,5.7,89.80%,88.50%,89.20%,88.40%,
52,2198,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202217,91.06%,94.13%,4.5,91.60%,91.90%,89.00%,91.20%,
52,3364,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,202217,89.24%,78.22%,14.2,94.10%,96.30%,91.40%,84.60%,
52,3364,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Store Focus,202217,83.23%,87.82%,6.4,91.10%,83.10%,81.00%,75.50%,
52,1633,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,82.11%,84.38%,10.2,79.30%,86.40%,79.30%,86.70%,
52,1999,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202217,82.67%,88.45%,4.9,93.10%,76.80%,79.80%,81.50%,
52,5976,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,80.21%,77.93%,5.4,78.70%,74.10%,85.50%,85.10%,
52,1332,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202217,92.82%,97.54%,4.7,97.10%,94.30%,90.00%,88.00%,
4,728,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,85.05%,83.50%,10.7,81.60%,75.80%,91.30%,95.50%,
4,728,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,74.22%,87.19%,6.8,60.00%,75.00%,74.70%,87.80%,
4,2832,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202217,82.88%,72.79%,10.1,78.60%,93.00%,79.50%,77.80%,
4,2860,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,67.43%,63.46%,11.8,84.30%,35.50%,70.10%,77.90%,
4,6395,DOORDASH,Scheduled Express Delivery ,5,At Risk,Degrading,Store Focus,202217,89.23%,86.36%,7.2,87.50%,88.90%,86.70%,91.70%,
4,7181,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202217,72.83%,63.50%,12.3,66.70%,65.90%,74.20%,81.40%,
4,628,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,82.53%,82.79%,8.1,75.90%,87.70%,91.50%,74.10%,
4,628,UBER,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202217,77.52%,83.91%,14.7,71.30%,83.50%,81.00%,73.90%,
4,632,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,67.39%,76.45%,7.2,10.50%,63.80%,67.30%,77.80%,
4,632,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202217,75.65%,70.05%,12.7,4.80%,75.70%,76.60%,83.10%,
4,1037,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,63.73%,53.63%,13.2,63.80%,64.70%,63.20%,63.30%,
4,1037,UBER,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,63.24%,51.34%,25.7,77.80%,60.50%,63.10%,55.40%,
4,1748,UBER,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,202217,44.87%,65.46%,19,63.10%,49.60%,21.80%,48.50%,
4,2348,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,38.15%,56.37%,11.6,16.70%,53.30%,38.50%,47.80%,
4,2348,UBER,Scheduled Express Delivery ,1,Active Monitoring,-,Store Focus,202217,92.41%,57.78%,12.3,,88.70%,,100.00%,
4,2348,UBER,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202217,38.94%,38.15%,22.3,9.60%,65.50%,54.50%,64.20%,
4,3367,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,79.08%,79.57%,7.3,70.40%,81.00%,80.70%,89.10%,
4,3367,UBER,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202217,78.56%,77.46%,10.5,80.90%,72.20%,82.70%,78.20%,
4,4384,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,68.37%,70.65%,7.9,59.10%,63.30%,72.80%,79.30%,
4,4384,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,62.91%,56.11%,13.7,55.20%,67.10%,64.30%,85.00%,
4,586,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,82.15%,65.99%,17.7,81.20%,82.70%,89.50%,74.80%,
4,2703,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Store Focus,202217,77.48%,71.79%,9.7,92.00%,65.10%,75.70%,80.80%,
4,1164,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,78.83%,65.68%,9,76.80%,70.90%,81.70%,86.70%,
4,1286,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,63.07%,58.15%,16,21.20%,55.20%,72.80%,79.40%,
4,3733,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,72.62%,65.93%,11.4,53.60%,55.80%,88.30%,84.50%,
4,3733,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,68.97%,56.70%,21.3,43.20%,48.70%,87.90%,77.40%,
4,2496,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202217,91.17%,88.52%,6.4,89.80%,94.00%,86.40%,93.00%,
4,2496,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,78.79%,91.08%,4.9,87.00%,88.70%,81.40%,57.60%,
4,2749,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,-,Driver Supply Focus,202217,60.00%,97.06%,4.7,,,80.00%,40.00%,
4,1131,POINTPICKUP,Scheduled Express Delivery ,13,Executive Review,Degrading,Driver Supply Focus,202217,77.27%,93.94%,6.9,75.00%,100.00%,85.70%,50.00%,
4,1464,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,79.28%,85.17%,6.3,70.80%,77.50%,81.00%,86.70%,
4,1464,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,82.41%,82.96%,10.6,83.40%,67.30%,86.10%,87.60%,
4,5481,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,61.20%,68.16%,8.5,58.30%,44.40%,59.40%,74.30%,
4,5481,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,73.02%,63.58%,13.8,72.70%,56.30%,76.00%,81.10%,
4,2134,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,78.01%,71.96%,8.8,75.80%,77.20%,77.50%,81.50%,
4,2134,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,82.38%,74.56%,14.4,79.70%,80.60%,85.30%,83.60%,
4,3371,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202217,50.24%,69.98%,12.8,50.00%,40.60%,34.00%,71.10%,
59,3638,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,202217,69.70%,70.28%,15.9,94.80%,47.20%,58.50%,78.90%,
59,3724,UBER,Scheduled Express Delivery ,8,Executive Review,Recovering,Store Focus,202217,85.00%,78.15%,21.7,100.00%,90.30%,71.90%,90.60%,
59,3724,UBER,Scheduled Standard Delivery,24,Executive Review,Degrading,Store Focus,202217,62.21%,78.46%,22.4,62.50%,71.40%,50.00%,64.40%,
59,4145,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,58.05%,50.62%,14.2,78.00%,41.90%,62.30%,52.10%,
59,5291,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202217,86.21%,75.40%,9.1,88.30%,81.80%,85.30%,89.90%,
59,5378,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,77.59%,65.87%,8.9,86.00%,80.70%,74.40%,70.60%,
59,6962,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,202217,84.73%,79.01%,9.4,92.10%,86.60%,70.90%,90.50%,
72,4530,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202217,79.00%,79.30%,7.3,76.00%,76.30%,76.10%,86.40%,
20,1707,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,91.06%,87.70%,9,87.80%,92.60%,92.50%,91.20%,
20,2541,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,81.84%,59.57%,9,70.20%,85.50%,86.70%,81.00%,
20,1863,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,202217,82.27%,87.61%,8.1,86.10%,87.80%,74.20%,76.30%,
20,2362,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202217,86.23%,80.51%,9.9,75.40%,88.60%,89.00%,95.40%,
20,2362,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,61.83%,81.19%,7.6,61.20%,66.30%,60.00%,59.80%,
20,3293,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202217,88.25%,90.43%,4.2,94.00%,90.80%,83.50%,85.60%,
20,3293,UBER,Scheduled Express Delivery ,4,At Risk,Recovering,Store Focus,202217,93.88%,86.67%,8.4,100.00%,100.00%,93.80%,88.90%,
20,3293,UBER,Scheduled Standard Delivery,40,Executive Review,Degrading,Driver Supply Focus,202217,66.33%,90.32%,8,45.90%,73.80%,67.30%,75.30%,
20,3608,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,87.42%,78.83%,8.3,83.50%,89.40%,89.90%,86.90%,
20,1894,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202217,88.20%,75.04%,8.4,85.10%,87.70%,91.10%,89.20%,
20,1927,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202217,80.90%,87.68%,7.6,74.70%,82.70%,85.00%,88.50%,
20,2073,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,85.77%,79.60%,8.4,85.90%,81.60%,81.40%,93.10%,
20,2073,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202217,85.19%,84.71%,6.8,85.70%,81.20%,87.40%,89.10%,
20,4285,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,78.79%,74.25%,6.5,88.60%,79.70%,74.90%,77.20%,
20,4285,UBER,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202217,74.88%,62.27%,10.2,82.60%,85.00%,77.70%,65.70%,
20,2115,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,77.84%,54.99%,13.2,73.20%,83.60%,77.70%,77.00%,
20,2199,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202217,81.03%,91.59%,8.5,81.10%,76.40%,81.10%,85.60%,
20,2823,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202217,89.41%,96.51%,6.3,94.60%,90.60%,87.90%,85.00%,
20,2852,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,85.13%,72.34%,9.7,73.10%,94.40%,92.90%,82.10%,
20,1739,POINTPICKUP,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202217,84.51%,82.81%,10.8,72.20%,83.10%,80.00%,93.30%,
20,1739,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202217,83.11%,84.56%,8,80.40%,86.20%,78.10%,87.90%,
20,2300,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202217,74.72%,78.26%,7.8,72.90%,79.40%,78.80%,65.30%,
20,3738,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Degrading,Driver Supply Focus,202217,83.33%,93.41%,8.8,87.50%,94.70%,75.00%,78.30%,
20,3738,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202217,87.30%,75.29%,9.9,83.10%,82.80%,93.70%,88.00%,
20,3738,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202217,87.93%,79.31%,7.8,88.40%,89.00%,90.40%,84.00%,
20,3838,POINTPICKUP,Scheduled Express Delivery ,27,Executive Review,Degrading,Store Focus,202217,86.32%,87.39%,11,88.90%,83.90%,86.20%,88.50%,
20,3838,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202217,90.39%,94.14%,7.5,96.30%,88.40%,86.80%,92.20%,
20,1770,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,73.43%,74.83%,7.8,78.40%,77.90%,73.70%,63.70%,
20,1885,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,202217,87.97%,83.28%,7.3,91.20%,86.70%,88.50%,86.30%,
20,1885,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202217,87.48%,81.95%,7.2,89.40%,88.70%,83.80%,88.50%,
20,2281,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,202217,91.57%,84.30%,11.4,90.80%,84.00%,94.80%,93.70%,
20,2281,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202217,68.43%,84.73%,6.4,67.00%,68.50%,63.20%,77.10%,
20,2576,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202217,93.38%,92.56%,5.5,97.60%,97.50%,92.00%,88.60%,
20,4277,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202217,90.83%,93.79%,5.9,94.90%,92.90%,88.70%,87.50%,
20,1351,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202217,86.73%,95.94%,8.1,91.20%,90.40%,79.80%,86.30%,
40,1188,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202217,77.85%,75.57%,10.4,67.40%,96.70%,81.30%,68.00%,
40,2600,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,88.36%,70.08%,13.1,60.00%,86.90%,95.50%,97.90%,
40,2600,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,74.73%,71.10%,10.8,59.20%,78.60%,88.30%,85.70%,
40,295,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,32.35%,88.89%,12.4,58.30%,27.30%,14.30%,0.00%,
40,295,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202217,85.95%,89.69%,6.1,90.90%,87.10%,86.30%,78.70%,
40,805,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202217,86.87%,94.69%,5.5,87.70%,88.80%,86.30%,84.60%,
40,1177,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202217,80.97%,88.10%,7.9,82.30%,78.20%,78.70%,85.30%,
40,2213,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,80.56%,76.40%,12.9,86.80%,79.00%,73.80%,84.70%,
40,2694,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202217,80.40%,87.90%,8.2,81.30%,82.60%,77.50%,80.00%,
40,3061,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,85.01%,65.07%,14.1,81.00%,82.70%,85.20%,93.20%,
40,3061,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,202217,70.87%,63.93%,9.4,78.90%,75.00%,59.80%,67.30%,
40,5150,DOORDASH,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202217,88.44%,84.67%,10.6,81.50%,89.60%,91.30%,94.70%,
40,5150,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Store Focus,202217,79.02%,79.39%,8.5,77.90%,74.60%,77.60%,86.10%,
40,159,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,86.59%,80.53%,10.3,91.40%,87.40%,81.30%,88.60%,
59,998,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,79.31%,89.29%,5.6,85.80%,80.80%,76.70%,73.80%,
59,998,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202217,86.93%,88.41%,8.3,96.20%,80.60%,88.50%,83.60%,
59,2442,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202217,84.78%,84.67%,6.1,80.10%,89.00%,81.40%,88.20%,
59,6172,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202217,89.37%,84.90%,10.4,87.70%,95.60%,91.30%,83.00%,
59,6172,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,74.59%,85.84%,6.7,74.20%,83.80%,68.90%,70.70%,
46,3645,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202217,88.42%,85.48%,6.8,87.60%,87.90%,86.50%,91.60%,
46,4252,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,87.98%,90.48%,4.3,87.40%,91.50%,87.30%,86.00%,
46,3379,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,85.17%,84.98%,8.5,100.00%,86.40%,79.10%,82.70%,
46,1149,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Driver Supply Focus,202217,84.65%,94.08%,6,83.10%,89.30%,83.20%,82.50%,
46,1240,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202217,88.98%,91.32%,6.4,94.10%,93.60%,80.00%,87.30%,
46,1240,UBER,Scheduled Standard Delivery,13,Executive Review,Recovering,Store Focus,202217,92.42%,89.09%,9.3,96.70%,97.10%,89.10%,89.90%,
46,1549,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202217,84.92%,97.99%,6,83.10%,88.20%,88.30%,79.90%,
46,5331,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202217,91.40%,90.97%,6.1,90.80%,94.10%,88.30%,92.40%,
46,6477,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,69.88%,97.80%,4.6,88.10%,57.50%,34.80%,85.80%,
46,2113,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,84.03%,82.53%,7.5,83.80%,89.90%,79.40%,83.10%,
46,2766,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202217,92.49%,84.06%,7.4,83.10%,88.20%,96.00%,96.80%,
46,2766,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202217,87.23%,86.94%,5.4,87.20%,89.00%,83.00%,89.50%,
46,5190,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202217,91.93%,86.72%,4.7,88.60%,88.80%,96.30%,92.80%,
46,5835,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202217,72.45%,99.32%,3.5,69.70%,75.90%,65.80%,77.30%,
46,1746,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202217,82.70%,77.07%,14.9,95.10%,74.20%,87.70%,78.90%,
46,2482,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,202217,87.82%,73.03%,6.7,88.60%,90.70%,85.80%,86.90%,
46,2515,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202217,76.36%,95.06%,4.5,87.10%,85.70%,60.80%,74.70%,
46,3771,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202217,85.03%,96.02%,3.3,87.80%,86.20%,85.70%,80.40%,
46,5768,SPARK,Scheduled Standard Delivery,44,Executive Review,Degrading,Driver Supply Focus,202217,86.47%,92.35%,5.4,87.40%,88.40%,84.00%,86.40%,
46,2112,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202217,95.12%,91.87%,6.8,85.70%,97.00%,94.90%,97.30%,
46,5428,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202217,91.13%,89.44%,7.9,82.10%,91.80%,95.10%,90.90%,
46,3423,SPARK,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202217,89.93%,92.19%,5.7,95.10%,95.60%,93.10%,76.90%,
46,3732,DOORDASH,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,66.77%,61.85%,23,59.80%,58.90%,62.30%,78.10%,
46,3732,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202217,62.86%,61.97%,16.8,57.90%,46.50%,71.50%,79.10%,
61,4275,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202217,86.64%,96.74%,3.4,92.00%,87.60%,77.90%,89.40%,
17,1891,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202217,89.57%,80.30%,14.8,100.00%,90.60%,80.00%,91.20%,
17,1891,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202217,75.46%,60.09%,11.9,73.70%,70.50%,91.20%,73.40%,
17,1891,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,72.74%,60.08%,10.8,68.90%,70.30%,82.30%,71.00%,
17,5777,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,202217,87.72%,85.25%,8.9,80.00%,80.00%,100.00%,88.90%,
17,2299,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202217,85.14%,87.35%,11,81.70%,86.80%,88.60%,81.50%,
17,2371,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202217,61.66%,54.84%,14.3,51.30%,54.80%,65.10%,72.90%,
17,2371,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202217,61.45%,57.52%,12.1,54.20%,55.40%,64.80%,69.20%,
17,5095,DOORDASH,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202217,74.44%,60.83%,14.8,68.30%,78.10%,71.90%,79.90%,
17,5095,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202217,71.78%,64.71%,9.6,75.50%,68.90%,71.80%,70.90%,
