Store Number,Task,Installer,Install week 
1367,Connected Brightsign - Test Content,Telaid,20
575,Connected Brightsign - Test Content,Telaid,20
2827,Connected Brightsign - Test Content,Telaid,20
1241,Connected Brightsign - Test Content,Telaid,20
2004,Connected Brightsign - Test Content,Telaid,20
886,Connected Brightsign - Test Content,Telaid,20
1491,Connected Brightsign - Test Content,Telaid,20
559,Connected Brightsign - Test Content,Telaid,20
1393,Connected Brightsign - Test Content,Telaid,20
2861,Connected Brightsign - Test Content,Telaid,20
5869,Connected Brightsign - Test Content,Telaid,20
2782,Connected Brightsign - Test Content,Telaid,20
5199,Connected Brightsign - Test Content,Telaid,20
3459,Connected Brightsign - Test Content,Telaid,20
196,Connected Brightsign - Test Content,Telaid,20
1531,Connected Brightsign - Test Content,Telaid,20
3601,Connected Brightsign - Test Content,Telaid,20
2491,Connected Brightsign - Test Content,Telaid,20
1897,Connected Brightsign - Test Content,Telaid,20
256,Connected Brightsign - Test Content,Telaid,20
237,Connected Brightsign - Test Content,Telaid,20
5404,Connected Brightsign - Test Content,Telaid,20
1377,Connected Brightsign - Test Content,Telaid,20
1256,Connected Brightsign - Test Content,Telaid,20
199,Connected Brightsign - Test Content,Telaid,20
197,Connected Brightsign - Test Content,Telaid,20
1401,Connected Brightsign - Test Content,Telaid,20
3725,Connected Brightsign - Test Content,Telaid,20
1418,Connected Brightsign - Test Content,Telaid,20
1386,Connected Brightsign - Test Content,Telaid,20
5398,Connected Brightsign - Test Content,Telaid,20
4531,Connected Brightsign - Test Content,Telaid,20
3255,Connected Brightsign - Test Content,Telaid,20
2956,Connected Brightsign - Test Content,Telaid,20
5403,Connected Brightsign - Test Content,Telaid,20
1160,Connected Brightsign - Test Content,Telaid,20
1991,Connected Brightsign - Test Content,Telaid,20
2679,Connected Brightsign - Test Content,Telaid,20
1419,Connected Brightsign - Test Content,Telaid,20
1566,Connected Brightsign - Test Content,Telaid,20
2787,Connected Brightsign - Test Content,Telaid,20
1459,Connected Brightsign - Test Content,Telaid,20
1294,Connected Brightsign - Test Content,Telaid,20
884,Connected Brightsign - Test Content,Telaid,20
1676,Connected Brightsign - Test Content,Telaid,20
42,Connected Brightsign - Test Content,Telaid,20
5307,Connected Brightsign - Test Content,Telaid,20
1151,Connected Brightsign - Test Content,Telaid,20
26,Connected Brightsign - Test Content,Telaid,20
4475,Connected Brightsign - Test Content,Telaid,20
3273,Connected Brightsign - Test Content,Telaid,20
2131,Connected Brightsign - Test Content,Telaid,20
4321,Connected Brightsign - Test Content,Telaid,20
1426,Connected Brightsign - Test Content,Telaid,20
333,Connected Brightsign - Test Content,Telaid,20
294,Connected Brightsign - Test Content,Telaid,20
692,Connected Brightsign - Test Content,Telaid,20
1510,Connected Brightsign - Test Content,Telaid,20
720,Connected Brightsign - Test Content,Telaid,20
655,Connected Brightsign - Test Content,Telaid,20
1247,Connected Brightsign - Test Content,Telaid,20
2783,Connected Brightsign - Test Content,Telaid,20
2628,Connected Brightsign - Test Content,Telaid,20
739,Connected Brightsign - Test Content,Telaid,20
4450,Connected Brightsign - Test Content,Telaid,20
701,Connected Brightsign - Test Content,Telaid,20
1233,Connected Brightsign - Test Content,Telaid,20
204,Connected Brightsign - Test Content,Telaid,20
1165,Connected Brightsign - Test Content,Telaid,20
4295,Connected Brightsign - Test Content,Telaid,20
1102,Connected Brightsign - Test Content,Telaid,20
1206,Connected Brightsign - Test Content,Telaid,20
415,Connected Brightsign - Test Content,Telaid,20
935,Connected Brightsign - Test Content,Telaid,20
505,Connected Brightsign - Test Content,Telaid,20
502,Connected Brightsign - Test Content,Telaid,20
489,Connected Brightsign - Test Content,Telaid,20
531,Connected Brightsign - Test Content,Telaid,20
1204,Connected Brightsign - Test Content,Telaid,20
543,Connected Brightsign - Test Content,Telaid,20
278,Connected Brightsign - Test Content,Telaid,20
307,Connected Brightsign - Test Content,Telaid,20
976,Connected Brightsign - Test Content,Telaid,20
5278,Connected Brightsign - Test Content,Telaid,20
2228,Connected Brightsign - Test Content,Telaid,20
2021,Connected Brightsign - Test Content,Telaid,20
2222,Connected Brightsign - Test Content,Telaid,20
3481,Connected Brightsign - Test Content,Telaid,20
2560,Connected Brightsign - Test Content,Telaid,20
2756,Connected Brightsign - Test Content,Telaid,20
2279,Connected Brightsign - Test Content,Telaid,20
3490,Connected Brightsign - Test Content,Telaid,20
1875,Connected Brightsign - Test Content,Telaid,20
2046,Connected Brightsign - Test Content,Telaid,20
2153,Connected Brightsign - Test Content,Telaid,20
1939,Connected Brightsign - Test Content,Telaid,20
1932,Connected Brightsign - Test Content,Telaid,20
2358,Connected Brightsign - Test Content,Telaid,20
1592,Connected Brightsign - Test Content,Telaid,20
2080,Connected Brightsign - Test Content,Telaid,20
1719,Connected Brightsign - Test Content,Telaid,20
1432,Connected Brightsign - Test Content,Telaid,20
2618,Connected Brightsign - Test Content,Telaid,20
1923,Connected Brightsign - Test Content,Telaid,20
4540,Connected Brightsign - Test Content,Telaid,20
1791,Connected Brightsign - Test Content,Telaid,20
5386,Connected Brightsign - Test Content,Telaid,20
2493,Connected Brightsign - Test Content,Telaid,20
2014,Connected Brightsign - Test Content,Telaid,20
2869,Connected Brightsign - Test Content,Telaid,20
1987,Connected Brightsign - Test Content,Telaid,20
2079,Connected Brightsign - Test Content,Telaid,20
5048,Connected Brightsign - Test Content,Telaid,20
2010,Connected Brightsign - Test Content,Telaid,20
3487,Connected Brightsign - Test Content,Telaid,20
2642,Connected Brightsign - Test Content,Telaid,20
1654,Connected Brightsign - Test Content,Telaid,20
5625,Connected Brightsign - Test Content,Telaid,20
1929,Connected Brightsign - Test Content,Telaid,20
2448,Connected Brightsign - Test Content,Telaid,20
1786,Connected Brightsign - Test Content,Telaid,20
3209,Connected Brightsign - Test Content,Telaid,20
1609,Connected Brightsign - Test Content,Telaid,20
1757,Connected Brightsign - Test Content,Telaid,20
5089,Connected Brightsign - Test Content,Telaid,20
2882,Connected Brightsign - Test Content,Telaid,20
2812,Connected Brightsign - Test Content,Telaid,20
1633,Connected Brightsign - Test Content,Telaid,20
3513,Connected Brightsign - Test Content,Telaid,20
184,Connected Brightsign - Test Content,Telaid,20
4381,Connected Brightsign - Test Content,Telaid,20
451,Connected Brightsign - Test Content,Telaid,20
295,Connected Brightsign - Test Content,Telaid,20
69,Connected Brightsign - Test Content,Telaid,20
5927,Connected Brightsign - Test Content,Telaid,20
234,Connected Brightsign - Test Content,Telaid,20
189,Connected Brightsign - Test Content,Telaid,20
14,Connected Brightsign - Test Content,Telaid,20
363,Connected Brightsign - Test Content,Telaid,20
379,Connected Brightsign - Test Content,Telaid,20
319,Connected Brightsign - Test Content,Telaid,20
101,Connected Brightsign - Test Content,Telaid,20
1161,Connected Brightsign - Test Content,Telaid,20
2221,Connected Brightsign - Test Content,Telaid,20
1168,Connected Brightsign - Test Content,Telaid,20
2715,Connected Brightsign - Test Content,Telaid,20
916,Connected Brightsign - Test Content,Telaid,20
874,Connected Brightsign - Test Content,Telaid,20
1346,Connected Brightsign - Test Content,Telaid,20
205,Connected Brightsign - Test Content,Telaid,20
848,Connected Brightsign - Test Content,Telaid,20
1872,Connected Brightsign - Test Content,Telaid,20
1097,Connected Brightsign - Test Content,Telaid,20
5046,Connected Brightsign - Test Content,Telaid,20
1027,Connected Brightsign - Test Content,Telaid,20
4274,Connected Brightsign - Test Content,Telaid,20
948,Connected Brightsign - Test Content,Telaid,20
1613,Connected Brightsign - Test Content,Telaid,20
1191,Connected Brightsign - Test Content,Telaid,20
4458,Connected Brightsign - Test Content,Telaid,20
1298,Connected Brightsign - Test Content,Telaid,20
2005,Connected Brightsign - Test Content,Telaid,20
2793,Connected Brightsign - Test Content,Telaid,20
1064,Connected Brightsign - Test Content,Telaid,20
1300,Connected Brightsign - Test Content,Telaid,20
1372,Connected Brightsign - Test Content,Telaid,20
1502,Connected Brightsign - Test Content,Telaid,20
1552,Connected Brightsign - Test Content,Telaid,20
1774,Connected Brightsign - Test Content,Telaid,20
1312,Connected Brightsign - Test Content,Telaid,20
1662,Connected Brightsign - Test Content,Telaid,20
4499,Connected Brightsign - Test Content,Telaid,20
4352,Connected Brightsign - Test Content,Telaid,20
1545,Connected Brightsign - Test Content,Telaid,20
774,Connected Brightsign - Test Content,Telaid,20
3395,Connected Brightsign - Test Content,Telaid,20
598,Connected Brightsign - Test Content,Telaid,20
637,Connected Brightsign - Test Content,Telaid,20
5141,Connected Brightsign - Test Content,Telaid,20
1698,Connected Brightsign - Test Content,Telaid,20
2758,Connected Brightsign - Test Content,Telaid,20
2040,Connected Brightsign - Test Content,Telaid,20
2651,Connected Brightsign - Test Content,Telaid,20
3795,Connected Brightsign - Test Content,Telaid,20
3337,Connected Brightsign - Test Content,Telaid,20
3443,Connected Brightsign - Test Content,Telaid,20
3520,Connected Brightsign - Test Content,Telaid,20
4456,Connected Brightsign - Test Content,Telaid,20
3339,Connected Brightsign - Test Content,Telaid,20
5476,Connected Brightsign - Test Content,Telaid,20
1306,Connected Brightsign - Test Content,Telaid,20
850,Connected Brightsign - Test Content,Telaid,20
1414,Connected Brightsign - Test Content,Telaid,20
868,Connected Brightsign - Test Content,Telaid,20
5155,Connected Brightsign - Test Content,Telaid,20
2453,Connected Brightsign - Test Content,Telaid,20
5070,Connected Brightsign - Test Content,Telaid,20
2593,Connected Brightsign - Test Content,Telaid,20
3728,Connected Brightsign - Test Content,Telaid,20
3729,Connected Brightsign - Test Content,Telaid,20
1940,Connected Brightsign - Test Content,Telaid,20
1810,Connected Brightsign - Test Content,Telaid,20
3583,Connected Brightsign - Test Content,Telaid,20
2326,Connected Brightsign - Test Content,Telaid,20
3334,Connected Brightsign - Test Content,Telaid,20
2637,Connected Brightsign - Test Content,Telaid,20
2159,Connected Brightsign - Test Content,Telaid,20
2444,Connected Brightsign - Test Content,Telaid,20
1619,Connected Brightsign - Test Content,Telaid,20
5293,Connected Brightsign - Test Content,Telaid,20
1835,Connected Brightsign - Test Content,Telaid,20
1871,Connected Brightsign - Test Content,Telaid,20
2250,Connected Brightsign - Test Content,Telaid,20
2426,Connected Brightsign - Test Content,Telaid,20
1937,Connected Brightsign - Test Content,Telaid,20
2774,Connected Brightsign - Test Content,Telaid,20
1707,Connected Brightsign - Test Content,Telaid,20
4255,Connected Brightsign - Test Content,Telaid,20
5409,Connected Brightsign - Test Content,Telaid,20
3784,Connected Brightsign - Test Content,Telaid,20
5466,Connected Brightsign - Test Content,Telaid,20
1495,Connected Brightsign - Test Content,Telaid,20
3792,Connected Brightsign - Test Content,Telaid,20
3206,Connected Brightsign - Test Content,Telaid,20
5499,Connected Brightsign - Test Content,Telaid,20
5104,Connected Brightsign - Test Content,Telaid,20
1564,Connected Brightsign - Test Content,Telaid,20
2211,Connected Brightsign - Test Content,Telaid,20
1331,Connected Brightsign - Test Content,Telaid,20
1239,Connected Brightsign - Test Content,Telaid,20
41,Connected Brightsign - Test Content,Telaid,20
472,Connected Brightsign - Test Content,Telaid,20
975,Connected Brightsign - Test Content,Telaid,20
168,Connected Brightsign - Test Content,Telaid,20
823,Connected Brightsign - Test Content,Telaid,20
4241,Connected Brightsign - Test Content,Telaid,20
2552,Connected Brightsign - Test Content,Telaid,20
2243,Connected Brightsign - Test Content,Telaid,20
1769,Connected Brightsign - Test Content,Telaid,20
2252,Connected Brightsign - Test Content,Telaid,20
2167,Connected Brightsign - Test Content,Telaid,20
1568,Connected Brightsign - Test Content,Telaid,20
5200,Connected Brightsign - Test Content,Telaid,20
2502,Connected Brightsign - Test Content,Telaid,20
3738,Connected Brightsign - Test Content,Telaid,20
5795,Connected Brightsign - Test Content,Telaid,20
2650,Connected Brightsign - Test Content,Telaid,20
2543,Connected Brightsign - Test Content,Telaid,20
1792,Connected Brightsign - Test Content,Telaid,20
2208,Connected Brightsign - Test Content,Telaid,20
1640,Connected Brightsign - Test Content,Telaid,20
2145,Connected Brightsign - Test Content,Telaid,20
3564,Connected Brightsign - Test Content,Telaid,20
2747,Connected Brightsign - Test Content,Telaid,20
396,Connected Brightsign - Test Content,Telaid,20
1286,Connected Brightsign - Test Content,Telaid,20
625,Connected Brightsign - Test Content,Telaid,20
1130,Connected Brightsign - Test Content,Telaid,20
4521,Connected Brightsign - Test Content,Telaid,20
4384,Connected Brightsign - Test Content,Telaid,20
1035,Connected Brightsign - Test Content,Telaid,20
574,Connected Brightsign - Test Content,Telaid,20
1244,Connected Brightsign - Test Content,Telaid,20
5175,Connected Brightsign - Test Content,Telaid,20
5251,Connected Brightsign - Test Content,Telaid,20
673,Connected Brightsign - Test Content,Telaid,20
4635,Connected Brightsign - Test Content,Telaid,20
192,Connected Brightsign - Test Content,Telaid,20
264,Connected Brightsign - Test Content,Telaid,20
680,Connected Brightsign - Test Content,Telaid,20
1606,Connected Brightsign - Test Content,Telaid,20
120,Connected Brightsign - Test Content,Telaid,20
671,Connected Brightsign - Test Content,Telaid,20
741,Connected Brightsign - Test Content,Telaid,20
1248,Connected Brightsign - Test Content,Telaid,20
4482,Connected Brightsign - Test Content,Telaid,20
659,Connected Brightsign - Test Content,Telaid,20
268,Connected Brightsign - Test Content,Telaid,20
578,Connected Brightsign - Test Content,Telaid,20
735,Connected Brightsign - Test Content,Telaid,20
755,Connected Brightsign - Test Content,Telaid,20
6963,Connected Brightsign - Test Content,Telaid,20
463,Connected Brightsign - Test Content,Telaid,20
513,Connected Brightsign - Test Content,Telaid,20
1000,Connected Brightsign - Test Content,Telaid,20
5898,Connected Brightsign - Test Content,Telaid,20
5091,Connected Brightsign - Test Content,Telaid,20
2105,Connected Brightsign - Test Content,Telaid,20
5809,Connected Brightsign - Test Content,Telaid,20
3763,Connected Brightsign - Test Content,Telaid,20
5808,Connected Brightsign - Test Content,Telaid,20
5764,Connected Brightsign - Test Content,Telaid,20
5866,Connected Brightsign - Test Content,Telaid,20
516,Connected Brightsign - Test Content,Telaid,20
4240,Connected Brightsign - Test Content,Telaid,20
3640,Connected Brightsign - Test Content,Telaid,20
772,Connected Brightsign - Test Content,Telaid,20
3296,Connected Brightsign - Test Content,Telaid,20
2066,Connected Brightsign - Test Content,Telaid,20
1837,Connected Brightsign - Test Content,Telaid,20
4538,Connected Brightsign - Test Content,Telaid,20
3298,Connected Brightsign - Test Content,Telaid,20
529,Connected Brightsign - Test Content,Telaid,20
972,Connected Brightsign - Test Content,Telaid,20
3828,Connected Brightsign - Test Content,Telaid,20
781,Connected Brightsign - Test Content,Telaid,20
918,Connected Brightsign - Test Content,Telaid,20
452,Connected Brightsign - Test Content,Telaid,20
789,Connected Brightsign - Test Content,Telaid,20
608,Connected Brightsign - Test Content,Telaid,20
2505,Connected Brightsign - Test Content,Telaid,20
2973,Connected Brightsign - Test Content,Telaid,20
163,Connected Brightsign - Test Content,Telaid,20
6579,Connected Brightsign - Test Content,Telaid,20
807,Connected Brightsign - Test Content,Telaid,20
537,Connected Brightsign - Test Content,Telaid,20
2086,Connected Brightsign - Test Content,Telaid,20
475,Connected Brightsign - Test Content,Telaid,20
5987,Connected Brightsign - Test Content,Telaid,20
5316,Connected Brightsign - Test Content,Telaid,20
1347,Connected Brightsign - Test Content,Telaid,20
1313,Connected Brightsign - Test Content,Telaid,20
5288,Connected Brightsign - Test Content,Telaid,20
602,Connected Brightsign - Test Content,Telaid,20
3213,Connected Brightsign - Test Content,Telaid,20
2688,Connected Brightsign - Test Content,Telaid,20
777,Connected Brightsign - Test Content,Telaid,20
414,Connected Brightsign - Test Content,Telaid,20
1699,Connected Brightsign - Test Content,Telaid,20
5167,Connected Brightsign - Test Content,Telaid,20
4438,Connected Brightsign - Test Content,Telaid,20
3208,Connected Brightsign - Test Content,Telaid,20
3220,Connected Brightsign - Test Content,Telaid,20
154,Connected Brightsign - Test Content,Telaid,20
1524,Connected Brightsign - Test Content,Telaid,20
2136,Connected Brightsign - Test Content,Telaid,20
1833,Connected Brightsign - Test Content,Telaid,20
2807,Connected Brightsign - Test Content,Telaid,20
2565,Connected Brightsign - Test Content,Telaid,20
1825,Connected Brightsign - Test Content,Telaid,20
1243,Connected Brightsign - Test Content,Telaid,20
1525,Connected Brightsign - Test Content,Telaid,20
2312,Connected Brightsign - Test Content,Telaid,20
2337,Connected Brightsign - Test Content,Telaid,20
2438,Connected Brightsign - Test Content,Telaid,20
3219,Connected Brightsign - Test Content,Telaid,20
1406,Connected Brightsign - Test Content,Telaid,20
2450,Connected Brightsign - Test Content,Telaid,20
2249,Connected Brightsign - Test Content,Telaid,20
2476,Connected Brightsign - Test Content,Telaid,20
2016,Connected Brightsign - Test Content,Telaid,20
5195,Connected Brightsign - Test Content,Telaid,20
3531,Connected Brightsign - Test Content,Telaid,20
3261,Connected Brightsign - Test Content,Telaid,20
2121,Connected Brightsign - Test Content,Telaid,20
3218,Connected Brightsign - Test Content,Telaid,20
2539,Connected Brightsign - Test Content,Telaid,20
2241,Connected Brightsign - Test Content,Telaid,20
5462,Connected Brightsign - Test Content,Telaid,20
3488,Connected Brightsign - Test Content,Telaid,20
3247,Connected Brightsign - Test Content,Telaid,20
1453,Connected Brightsign - Test Content,Telaid,20
5127,Connected Brightsign - Test Content,Telaid,20
2828,Connected Brightsign - Test Content,Telaid,20
3857,Connected Brightsign - Test Content,Telaid,20
802,Connected Brightsign - Test Content,Telaid,20
1571,Connected Brightsign - Test Content,Telaid,20
2986,Connected Brightsign - Test Content,Telaid,20
1799,Connected Brightsign - Test Content,Telaid,20
1931,Connected Brightsign - Test Content,Telaid,20
1007,Connected Brightsign - Test Content,Telaid,20
2421,Connected Brightsign - Test Content,Telaid,20
2271,Connected Brightsign - Test Content,Telaid,20
2668,Connected Brightsign - Test Content,Telaid,20
4277,Connected Brightsign - Test Content,Telaid,20
2036,Connected Brightsign - Test Content,Telaid,20
1477,Connected Brightsign - Test Content,Telaid,20
4653,Connected Brightsign - Test Content,Telaid,20
1508,Connected Brightsign - Test Content,Telaid,20
2722,Bright Sign Current Content,Acosta (PRS),20
1158,Bright Sign Current Content,Acosta (PRS),20
298,Bright Sign Current Content,Acosta (PRS),20
934,Bright Sign Current Content,Acosta (PRS),20
1201,Bright Sign Current Content,Acosta (PRS),20
1462,Bright Sign Current Content,Acosta (PRS),20
1124,Bright Sign Current Content,Acosta (PRS),20
2111,Bright Sign Current Content,Acosta (PRS),20
4497,Bright Sign Current Content,Acosta (PRS),20
434,Bright Sign Current Content,Acosta (PRS),20
5703,Bright Sign Current Content,Acosta (PRS),20
394,Bright Sign Current Content,Acosta (PRS),20
315,Bright Sign Current Content,Acosta (PRS),20
809,Bright Sign Current Content,Acosta (PRS),20
1284,Bright Sign Current Content,Acosta (PRS),20
700,Bright Sign Current Content,Acosta (PRS),20
730,Bright Sign Current Content,Acosta (PRS),20
715,Bright Sign Current Content,Acosta (PRS),20
2587,Bright Sign Current Content,Acosta (PRS),20
5,Bright Sign Current Content,Acosta (PRS),20
144,Bright Sign Current Content,Acosta (PRS),20
141,Bright Sign Current Content,Acosta (PRS),20
261,Bright Sign Current Content,Acosta (PRS),20
126,Bright Sign Current Content,Acosta (PRS),20
1105,Bright Sign Current Content,Acosta (PRS),20
1,Bright Sign Current Content,Acosta (PRS),20
157,Bright Sign Current Content,Acosta (PRS),20
54,Bright Sign Current Content,Acosta (PRS),20
5835,Bright Sign Current Content,Acosta (PRS),20
1846,Bright Sign Current Content,Acosta (PRS),20
4252,Bright Sign Current Content,Acosta (PRS),20
1532,Bright Sign Current Content,Acosta (PRS),20
2051,Bright Sign Current Content,Acosta (PRS),20
4430,Bright Sign Current Content,Acosta (PRS),20
2482,Bright Sign Current Content,Acosta (PRS),20
5428,Bright Sign Current Content,Acosta (PRS),20
3896,Bright Sign Current Content,Acosta (PRS),20
2512,Bright Sign Current Content,Acosta (PRS),20
2113,Bright Sign Current Content,Acosta (PRS),20
4451,Bright Sign Current Content,Acosta (PRS),20
2777,Bright Sign Current Content,Acosta (PRS),20
1291,Bright Sign Current Content,Acosta (PRS),20
4325,Bright Sign Current Content,Acosta (PRS),20
1624,Bright Sign Current Content,Acosta (PRS),20
3522,Bright Sign Current Content,Acosta (PRS),20
1859,Bright Sign Current Content,Acosta (PRS),20
2082,Bright Sign Current Content,Acosta (PRS),20
3464,Bright Sign Current Content,Acosta (PRS),20
3516,Bright Sign Current Content,Acosta (PRS),20
5139,Bright Sign Current Content,Acosta (PRS),20
2218,Bright Sign Current Content,Acosta (PRS),20
2989,Bright Sign Current Content,Acosta (PRS),20
2001,Bright Sign Current Content,Acosta (PRS),20
5140,Bright Sign Current Content,Acosta (PRS),20
2077,Bright Sign Current Content,Acosta (PRS),20
1789,Bright Sign Current Content,Acosta (PRS),20
5136,Bright Sign Current Content,Acosta (PRS),20
2245,Bright Sign Current Content,Acosta (PRS),20
2032,Bright Sign Current Content,Acosta (PRS),20
1922,Bright Sign Current Content,Acosta (PRS),20
1608,Bright Sign Current Content,Acosta (PRS),20
1899,Bright Sign Current Content,Acosta (PRS),20
4238,Bright Sign Current Content,Acosta (PRS),20
3523,Bright Sign Current Content,Acosta (PRS),20
2025,Bright Sign Current Content,Acosta (PRS),20
2536,Bright Sign Current Content,Acosta (PRS),20
869,Bright Sign Current Content,Acosta (PRS),20
1659,Bright Sign Current Content,Acosta (PRS),20
1896,Bright Sign Current Content,Acosta (PRS),20
1200,Bright Sign Current Content,Acosta (PRS),20
2270,Bright Sign Current Content,Acosta (PRS),20
2729,Bright Sign Current Content,Acosta (PRS),20
1252,Bright Sign Current Content,Acosta (PRS),20
1308,Bright Sign Current Content,Acosta (PRS),20
1058,Bright Sign Current Content,Acosta (PRS),20
5232,Bright Sign Current Content,Acosta (PRS),20
3867,Bright Sign Current Content,Acosta (PRS),20
2163,Bright Sign Current Content,Acosta (PRS),20
2460,Bright Sign Current Content,Acosta (PRS),20
1374,Bright Sign Current Content,Acosta (PRS),20
5299,Bright Sign Current Content,Acosta (PRS),20
1391,Bright Sign Current Content,Acosta (PRS),20
1134,Bright Sign Current Content,Acosta (PRS),20
2091,Bright Sign Current Content,Acosta (PRS),20
