Store,Market,Region,Feature Name ,"Feature Size (Half pallet, pallet, endcap, etc..)",Delivery Week
625,37,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
627,38,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
628,36,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
629,42,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
631,35,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
637,429,47,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
641,35,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
642,38,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
644,39,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
645,433,47,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
646,415,52,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
647,414,52,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
649,92,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
651,66,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
653,253,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
655,253,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
657,152,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
658,120,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
659,153,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
663,119,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
666,115,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
672,122,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
673,149,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
676,121,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
682,151,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
685,123,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
686,28,3,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
688,153,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
690,124,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
692,260,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
695,149,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
697,93,3,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
702,259,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
707,136,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
708,140,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
711,257,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
715,11,14,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
720,260,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
721,118,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
730,10,14,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
734,7,14,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
736,253,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
737,151,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
738,147,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
741,121,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
743,353,44,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
745,19,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
746,76,5,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
747,341,25,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
750,415,52,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
752,63,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
754,30,3,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
757,77,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
758,32,3,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
762,2,14,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
765,87,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
768,65,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
772,64,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
774,433,47,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
775,279,25,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
777,66,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
778,118,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
790,429,47,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
791,78,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
793,70,46,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
795,39,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
807,50,5,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
808,61,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
811,118,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
813,81,5,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
814,107,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
820,359,40,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
823,345,44,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
828,251,25,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
829,385,46,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
833,271,25,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
834,360,40,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
842,389,54,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
847,441,53,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
848,144,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
849,59,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
860,94,3,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
862,28,3,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
865,87,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
866,1,14,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
867,429,47,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
868,387,46,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
872,62,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
874,141,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
876,127,42,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
877,309,26,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
881,41,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
890,91,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
894,356,44,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
903,140,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
906,384,46,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
908,90,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
909,125,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
911,128,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
912,125,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
916,141,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
918,46,5,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
927,71,46,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
929,107,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
931,92,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
935,130,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
938,8,14,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
939,76,5,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
940,479,5,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
942,89,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
948,304,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
950,145,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
954,141,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
958,263,53,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
961,129,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
962,389,54,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
966,375,46,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
967,104,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
968,116,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
969,143,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
970,143,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
972,479,5,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
973,92,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
974,92,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
975,350,44,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
977,98,3,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
978,406,47,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
984,391,54,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
993,407,47,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
995,251,25,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
999,86,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1000,569,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1001,389,54,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1002,580,25,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1010,309,26,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1019,389,54,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1022,45,5,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1023,311,20,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1027,306,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1032,15,14,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1035,42,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1037,36,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1038,425,53,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1047,22,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1048,257,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1051,71,46,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1053,242,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1055,583,5,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1060,304,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1064,304,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1066,143,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1071,341,25,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1072,27,3,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1074,136,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1075,149,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1082,98,3,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1084,91,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1085,104,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1091,7,14,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1093,246,21,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1094,361,40,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1097,309,26,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1099,409,44,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1102,130,13,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1103,59,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1104,104,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1111,21,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1113,258,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1114,328,42,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1119,105,9,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1120,360,40,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1121,21,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1122,18,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1124,137,12,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1130,39,2,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1132,298,26,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1139,259,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1140,259,41,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1141,249,25,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1143,30,3,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1144,42,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1146,36,4,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1149,367,46,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1150,85,6,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
1151,362,40,D79 Baby- Store of the Feature,Modern Moments Vignette,WK2
