Store Nbr,Dept Subcategory Description,WK51,WK52,WK01,WK02,WK03,WK04,WK05,WK06,WK07,WK08,WK09,WK10,WK11,WK12,WK13,WK14,WK15,WK16,WK17,WK18,WK19,WK20,WK21,WK22,WK23,WK24
2710,16IN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1
2710,18IN BIKES,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2710,20IN BIKES,2,2,2,2,3,3,4,4,4,6,7,5,5,5,5,4,5,4,4,4,4,4,6,6,6,5
2710,BEACH CRUISERS,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2710,MOUNTAIN BIKES,1,1,1,1,2,2,2,3,3,3,4,3,3,4,4,4,4,4,3,4,4,4,5,5,3,3
2711,12IN BIKES,0,0,0,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1
2711,16IN BIKES,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2711,18IN BIKES,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2711,20IN BIKES,1,1,2,2,2,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4
2711,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2711,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2
2712,12IN BIKES,2,3,3,5,5,6,7,8,7,7,10,7,7,7,7,6,7,7,7,7,6,7,7,7,6,5
2712,16IN BIKES,4,5,6,8,9,10,11,12,10,12,16,12,11,11,10,11,10,11,12,10,10,11,11,12,10,10
2712,18IN BIKES,1,1,1,3,3,3,4,4,3,4,6,4,4,4,3,4,3,4,3,3,3,3,3,3,2,2
2712,20IN BIKES,6,7,7,8,10,11,13,15,13,17,21,18,14,14,13,13,13,17,15,14,16,16,16,15,14,14
2712,BEACH CRUISERS,3,4,4,5,6,6,7,8,7,8,9,7,8,9,10,7,8,9,8,8,9,8,8,7,6,6
2712,MOUNTAIN BIKES,11,12,13,16,19,21,22,25,24,25,27,24,24,26,24,26,25,27,26,24,26,25,25,22,20,22
2712,MULTI USE BIKES,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,1
2713,12IN BIKES,1,1,1,2,2,3,3,4,3,4,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3
2713,16IN BIKES,2,2,2,3,3,3,4,5,4,5,6,5,4,4,4,4,4,4,5,4,4,5,5,5,4,4
2713,18IN BIKES,1,1,1,1,2,2,2,3,3,3,4,3,3,3,2,3,2,3,2,3,3,3,3,2,2,2
2713,20IN BIKES,2,3,2,3,4,4,5,6,5,7,9,7,7,6,6,7,7,7,7,7,7,7,7,7,6,6
2713,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2713,MOUNTAIN BIKES,2,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
2713,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,12IN BIKES,1,1,1,1,2,2,3,5,4,4,5,3,3,3,3,4,3,4,4,4,2,2,2,2,2,2
2714,16IN BIKES,1,1,1,1,2,3,4,6,5,6,8,6,5,5,5,5,4,5,6,4,4,4,4,4,3,3
2714,18IN BIKES,0,0,0,0,0,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
2714,20IN BIKES,2,2,2,2,3,5,7,9,8,10,12,11,9,9,8,9,9,10,8,8,8,9,9,9,7,6
2714,BEACH CRUISERS,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2714,MOUNTAIN BIKES,1,1,1,2,2,3,3,5,4,5,6,5,4,5,5,6,5,6,6,5,5,4,4,5,5,4
2715,12IN BIKES,2,2,2,5,6,6,8,9,8,9,11,8,7,8,7,8,7,8,7,7,7,7,7,7,6,6
2715,16IN BIKES,3,3,3,5,6,6,8,9,8,8,11,8,8,7,7,8,7,8,7,7,7,7,8,8,7,6
2715,18IN BIKES,1,1,2,2,3,3,4,4,4,4,6,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3
2715,20IN BIKES,8,9,8,8,10,10,13,14,13,14,20,16,14,13,13,14,16,16,16,14,15,14,14,14,14,13
2715,BEACH CRUISERS,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,1,1,1,1
2715,MOUNTAIN BIKES,5,5,6,6,8,9,11,11,11,10,11,10,10,9,9,11,10,10,9,9,9,9,9,8,7,8
2715,MULTI USE BIKES,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2716,12IN BIKES,2,2,3,3,6,8,10,12,9,10,14,9,8,8,8,10,8,10,11,10,8,7,6,7,6,4
2716,16IN BIKES,2,3,3,3,5,6,8,12,9,10,15,10,9,8,9,8,8,10,10,8,8,9,9,9,8,7
2716,18IN BIKES,1,1,1,1,2,3,4,5,4,5,5,4,4,4,4,5,4,4,4,3,3,3,3,3,3,2
2716,20IN BIKES,4,4,4,5,6,9,11,15,11,14,17,14,12,11,12,11,12,16,13,12,12,12,12,11,10,10
2716,BEACH CRUISERS,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
2716,MOUNTAIN BIKES,3,3,3,4,5,6,7,7,7,8,9,6,8,7,7,8,8,10,9,8,9,9,9,9,7,8
2716,MULTI USE BIKES,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
2717,12IN BIKES,1,1,1,2,2,3,3,3,3,4,5,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2
2717,16IN BIKES,2,2,3,4,5,4,5,6,5,6,8,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2717,18IN BIKES,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2717,20IN BIKES,4,5,6,6,8,8,10,10,9,10,12,10,9,9,9,10,11,10,11,9,10,10,9,10,9,9
2717,BEACH CRUISERS,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
2717,MOUNTAIN BIKES,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5
2717,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,12IN BIKES,3,3,3,5,6,7,8,10,9,10,12,10,9,9,8,8,8,8,8,7,8,8,8,8,8,7
2718,16IN BIKES,4,5,5,7,9,9,12,13,11,12,16,13,12,11,11,11,11,12,11,10,10,11,11,12,11,10
2718,18IN BIKES,1,1,1,2,3,3,4,4,4,4,6,4,4,4,3,4,4,3,3,3,4,4,4,4,4,3
2718,20IN BIKES,6,7,7,8,10,11,15,14,12,13,18,14,12,10,11,13,14,14,14,11,11,12,12,12,10,10
2718,BEACH CRUISERS,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,3,2,2,1,2,1,1,1
2718,MOUNTAIN BIKES,4,4,5,6,7,7,9,9,9,9,10,8,8,8,8,8,8,9,8,9,9,8,8,8,7,8
2718,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2719,12IN BIKES,2,1,2,2,3,4,5,6,5,6,10,7,6,6,6,9,8,11,9,7,6,7,6,6,4,3
2719,16IN BIKES,2,2,3,4,5,6,8,11,8,9,13,10,9,8,9,13,11,12,10,9,8,8,8,8,7,6
2719,18IN BIKES,0,1,1,1,1,2,2,3,2,2,4,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2
2719,20IN BIKES,4,4,3,3,3,5,6,9,6,6,14,10,8,7,7,9,9,11,12,10,11,12,12,11,9,9
2719,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
2719,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,MOUNTAIN BIKES,3,3,4,5,5,6,7,8,7,8,12,9,9,10,11,11,10,12,11,12,13,11,11,11,9,9
2720,12IN BIKES,1,1,1,3,3,4,5,6,5,5,6,5,5,5,4,5,5,4,4,4,4,4,4,4,4,3
2720,16IN BIKES,2,2,2,4,4,5,6,7,7,8,10,7,7,6,6,7,6,7,6,6,6,7,7,7,6,5
2720,18IN BIKES,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2720,20IN BIKES,4,5,5,6,7,8,10,10,9,10,13,10,9,9,10,11,12,12,12,9,9,9,9,9,8,8
2720,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2720,MOUNTAIN BIKES,3,3,3,3,4,4,5,6,5,6,6,5,5,5,5,5,5,6,5,5,5,5,5,5,4,4
2720,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2721,12IN BIKES,2,2,2,3,4,5,4,5,4,5,6,5,4,5,5,4,4,4,4,4,3,3,4,5,4,4
2721,16IN BIKES,4,5,5,6,7,8,8,9,7,9,13,10,8,9,8,9,9,9,10,9,7,9,8,8,8,7
2721,18IN BIKES,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2
2721,20IN BIKES,8,8,13,8,9,12,11,12,10,12,18,16,12,9,12,12,15,13,12,11,12,15,13,14,14,12
2721,BEACH CRUISERS,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
2721,MOUNTAIN BIKES,8,9,9,10,12,13,15,14,15,15,16,15,13,13,14,16,15,16,15,14,14,13,13,12,11,12
2721,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2722,12IN BIKES,1,2,1,2,3,4,6,7,7,9,12,12,11,11,12,12,11,11,10,7,10,10,10,10,10,8
2722,16IN BIKES,1,2,1,2,3,4,6,9,8,10,14,12,11,12,11,13,11,11,11,10,11,11,11,11,9,9
2722,18IN BIKES,1,2,2,3,3,3,5,5,5,6,9,8,7,7,8,10,8,9,7,8,8,7,9,8,6,6
2722,20IN BIKES,4,4,4,5,6,7,10,12,13,19,24,25,23,22,25,31,23,19,15,18,21,21,25,21,18,16
2722,BEACH CRUISERS,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,3,3,3,3,4,3,3,3,3,2,2
2722,MOUNTAIN BIKES,3,3,2,3,3,4,5,6,7,7,8,10,12,11,10,11,12,13,11,12,17,14,12,11,9,9
2722,MULTI USE BIKES,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,0,1,2,3,2,1,3,0,0,1
2723,18IN BIKES,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2723,20IN BIKES,2,2,2,2,3,3,4,5,4,5,7,6,5,4,4,7,5,5,4,5,5,5,5,5,3,4
2723,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2723,MOUNTAIN BIKES,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
2724,12IN BIKES,3,3,3,5,7,7,9,10,9,9,11,9,9,8,8,7,8,8,8,7,7,8,7,8,8,7
2724,16IN BIKES,4,4,4,6,8,8,11,12,10,11,15,11,11,10,9,10,9,10,9,8,9,10,10,10,9,9
2724,18IN BIKES,1,1,2,3,3,3,4,4,3,4,5,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3
2724,20IN BIKES,5,6,4,6,8,8,11,11,9,11,16,12,11,10,9,10,11,12,10,10,10,11,11,11,10,9
2724,BEACH CRUISERS,1,1,1,1,2,2,2,3,3,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1
2724,MOUNTAIN BIKES,5,6,6,7,8,9,11,11,11,11,13,11,10,10,10,10,10,11,11,10,10,9,10,9,9,9
2724,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2725,12IN BIKES,1,1,1,2,4,4,6,7,5,6,9,6,6,5,6,6,5,7,7,6,5,6,5,4,4,3
2725,16IN BIKES,1,2,2,2,4,5,6,8,7,8,12,9,8,8,8,11,8,10,10,8,8,9,8,9,6,6
2725,18IN BIKES,2,2,2,3,5,6,7,8,7,7,11,8,7,7,7,9,7,8,9,7,7,6,6,6,5,5
2725,20IN BIKES,5,5,6,6,10,13,14,18,15,18,26,21,17,18,17,18,17,23,19,18,20,21,19,19,17,15
2725,BEACH CRUISERS,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,3,3,2,2,2,3,2,2,2,1
2725,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,MOUNTAIN BIKES,5,5,5,6,8,11,12,13,11,11,16,13,13,13,15,16,16,19,19,16,15,14,14,13,13,11
2725,MULTI USE BIKES,1,1,1,1,1,2,2,2,2,2,1,2,2,2,3,2,2,3,3,3,2,2,3,2,2,1
2726,12IN BIKES,2,2,2,4,7,9,12,15,11,12,16,12,11,10,10,11,10,12,12,10,9,10,9,9,8,6
2726,16IN BIKES,3,3,3,4,8,9,12,15,12,14,19,14,12,13,13,14,13,15,15,13,13,14,12,13,11,10
2726,18IN BIKES,2,2,2,3,6,7,9,10,7,7,10,8,7,7,7,9,8,9,9,7,7,6,6,6,6,5
2726,20IN BIKES,17,18,17,14,18,22,26,31,25,27,37,29,24,23,24,27,26,28,29,23,27,27,26,26,23,24
2726,BEACH CRUISERS,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1
2726,MOUNTAIN BIKES,4,4,4,5,7,9,10,11,10,9,13,9,11,10,11,11,11,14,14,13,13,12,12,11,10,9
2726,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2727,12IN BIKES,4,5,5,9,9,10,12,13,12,14,16,14,12,12,11,12,11,11,10,10,10,11,11,11,11,10
2727,16IN BIKES,8,9,11,14,16,15,18,20,16,18,25,18,17,17,15,17,17,17,18,15,16,17,16,16,16,16
2727,18IN BIKES,4,4,4,6,6,6,7,8,6,7,9,7,6,7,6,6,6,6,6,6,6,6,5,5,6,6
2727,20IN BIKES,12,14,16,19,22,24,30,31,27,29,37,32,27,26,22,22,24,31,30,26,27,30,27,26,29,27
2727,BEACH CRUISERS,4,4,5,5,6,5,7,7,6,6,7,6,7,6,8,6,5,7,5,6,7,6,6,5,5,4
2727,MOUNTAIN BIKES,20,22,22,23,29,30,33,34,32,33,38,33,32,32,33,35,35,37,35,34,33,32,32,30,28,29
2727,MULTI USE BIKES,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2728,12IN BIKES,2,2,2,3,4,5,6,7,6,6,9,7,6,6,6,5,5,6,6,5,5,5,5,5,4,4
2728,16IN BIKES,2,2,2,3,5,5,7,9,8,9,13,10,9,8,9,9,9,10,11,8,8,9,8,8,7,6
2728,18IN BIKES,1,1,1,2,2,3,3,4,3,3,5,4,3,3,3,4,3,4,4,3,3,3,3,3,3,2
2728,20IN BIKES,9,9,10,4,6,7,9,11,8,11,15,12,10,9,9,10,10,13,12,9,9,9,10,11,10,8
2728,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1
2728,MOUNTAIN BIKES,2,2,3,3,5,5,6,7,6,6,6,6,6,6,7,7,7,8,7,7,7,6,6,5,4,5
2728,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2729,12IN BIKES,2,1,2,2,3,3,4,6,5,6,7,6,5,5,5,6,5,7,6,5,5,5,5,5,5,4
2729,16IN BIKES,1,2,2,2,3,3,4,5,4,5,7,5,5,4,5,5,4,6,5,4,5,5,5,6,5,4
2729,18IN BIKES,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
2729,20IN BIKES,2,2,2,3,4,4,5,6,6,7,7,7,6,7,6,9,7,7,7,6,6,7,7,7,5,5
2729,BEACH CRUISERS,0,0,0,0,1,1,1,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,1,1
2729,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
2729,MOUNTAIN BIKES,5,5,5,6,8,8,9,11,11,11,11,12,11,10,11,11,11,11,11,11,11,11,11,10,9,9
2729,MULTI USE BIKES,1,1,1,2,2,2,3,4,3,3,2,3,3,3,4,4,3,4,4,4,4,3,4,4,4,3
2730,12IN BIKES,1,1,1,2,2,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2730,16IN BIKES,1,1,2,2,3,3,3,4,4,4,6,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3
2730,18IN BIKES,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1
2730,20IN BIKES,2,3,3,3,4,5,5,5,6,8,10,8,6,6,6,6,5,6,8,6,6,7,8,6,6,5
2730,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2730,MOUNTAIN BIKES,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
2730,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,12IN BIKES,1,1,1,3,3,4,4,5,4,5,6,5,5,5,4,5,4,5,5,4,4,4,4,4,4,3
2732,16IN BIKES,2,2,2,3,4,4,5,6,5,6,7,5,5,5,5,5,5,5,6,4,5,5,5,5,5,4
2732,18IN BIKES,1,1,1,2,2,2,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2
2732,20IN BIKES,3,3,4,5,7,7,8,8,7,9,9,8,7,7,8,12,9,8,9,7,7,7,8,9,6,6
2732,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2732,MOUNTAIN BIKES,3,3,3,4,5,5,6,6,6,7,7,6,6,6,6,6,6,7,6,6,6,6,6,5,5,5
2732,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,12IN BIKES,2,2,2,4,5,5,6,7,6,7,7,6,6,6,6,6,6,5,5,5,5,6,5,5,5,4
2733,16IN BIKES,1,2,2,3,3,3,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
2733,18IN BIKES,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
2733,20IN BIKES,4,4,5,6,7,7,9,10,8,9,12,10,8,8,8,8,8,9,8,7,7,8,8,9,8,7
2733,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
2733,MOUNTAIN BIKES,3,4,4,5,6,6,7,7,6,7,8,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5
2733,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,12IN BIKES,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2734,16IN BIKES,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2734,18IN BIKES,1,1,1,2,2,2,3,4,3,4,4,4,4,4,4,5,5,4,3,3,3,3,3,2,2,2
2734,20IN BIKES,2,2,2,2,3,3,4,4,4,5,5,4,4,4,3,3,4,4,3,3,4,4,3,3,3,3
2734,BEACH CRUISERS,1,1,1,1,2,2,3,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2
2734,MOUNTAIN BIKES,3,4,4,5,6,7,9,9,11,8,9,7,7,7,7,7,7,8,7,7,8,8,7,7,6,6
2734,MULTI USE BIKES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,12IN BIKES,2,3,3,5,5,5,6,7,7,8,9,7,7,7,7,7,7,7,7,6,7,8,8,8,8,7
2735,16IN BIKES,2,3,3,4,5,6,6,8,7,9,11,8,8,7,7,8,8,9,8,7,7,8,9,9,8,7
2735,18IN BIKES,2,2,3,4,5,4,6,6,5,6,8,6,5,6,5,6,6,6,5,6,5,5,5,4,4,4
2735,20IN BIKES,4,4,5,8,10,9,11,13,11,12,14,11,9,10,9,9,10,10,10,9,11,13,12,12,10,8
2735,BEACH CRUISERS,1,2,2,3,3,3,5,5,5,4,5,4,5,5,5,4,5,6,5,5,5,5,5,4,3,3
2735,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,MOUNTAIN BIKES,9,9,10,11,13,13,14,17,15,17,18,15,15,15,14,17,16,18,16,16,16,15,16,13,15,13
2735,MULTI USE BIKES,2,2,2,2,3,3,3,3,3,3,4,3,4,3,3,4,4,4,3,3,4,4,4,3,3,2
2739,12IN BIKES,1,1,1,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2
2739,16IN BIKES,1,1,2,2,3,3,3,4,3,4,5,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3
2739,18IN BIKES,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2739,20IN BIKES,2,2,2,2,3,3,4,5,5,6,8,6,6,6,4,5,5,6,5,6,6,7,6,5,5,5
2739,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2739,MOUNTAIN BIKES,2,2,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4
2739,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,12IN BIKES,2,2,3,4,4,5,6,6,5,6,7,6,6,6,5,6,5,5,5,4,5,5,5,5,5,5
2740,16IN BIKES,3,3,4,4,6,6,7,8,7,8,10,7,7,7,6,7,7,7,7,6,6,7,7,7,6,6
2740,18IN BIKES,1,1,2,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2
2740,20IN BIKES,6,8,8,9,11,11,13,14,11,12,16,13,11,11,10,11,12,14,13,11,11,11,11,11,11,11
2740,BEACH CRUISERS,2,2,3,3,4,4,4,4,3,3,5,4,4,5,5,4,3,3,3,3,3,3,3,3,3,3
2740,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2740,MOUNTAIN BIKES,10,11,13,12,14,15,17,18,17,17,20,17,17,17,17,18,17,18,17,17,17,16,16,15,14,15
2740,MULTI USE BIKES,1,2,2,3,4,4,5,4,3,3,4,4,3,4,5,4,3,4,4,3,4,4,4,4,3,3
2747,12IN BIKES,2,2,3,4,4,6,7,10,8,9,14,11,9,9,9,12,12,13,12,10,9,9,9,8,7,6
2747,16IN BIKES,2,2,3,3,4,6,9,15,11,12,18,14,11,12,11,13,12,15,13,11,10,9,9,11,8,8
2747,18IN BIKES,0,0,0,1,1,1,1,2,2,2,4,4,2,2,2,2,3,2,2,2,3,2,2,2,2,2
2747,20IN BIKES,5,5,4,4,5,6,9,17,13,16,25,21,13,14,14,16,16,17,15,18,20,21,21,21,17,13
2747,BEACH CRUISERS,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,1,1,1
2747,MOUNTAIN BIKES,3,3,3,4,5,7,7,8,8,9,12,12,9,10,10,11,11,11,12,11,13,11,10,9,8,7
2747,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2748,12IN BIKES,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2748,16IN BIKES,1,1,2,2,3,2,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3
2748,18IN BIKES,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2748,20IN BIKES,2,3,2,3,3,4,5,5,5,6,7,6,5,5,5,6,5,6,5,5,5,6,5,5,4,4
2748,BEACH CRUISERS,2,3,3,3,4,4,4,5,5,5,5,5,6,5,6,5,5,6,6,5,6,5,5,5,5,4
2748,MOUNTAIN BIKES,4,4,4,5,7,8,9,10,8,9,10,8,8,8,9,10,9,10,10,9,10,10,9,9,8,9
2748,MULTI USE BIKES,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1
2749,12IN BIKES,1,0,0,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
2749,16IN BIKES,1,2,2,2,3,3,4,4,4,4,5,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3
2749,18IN BIKES,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2749,20IN BIKES,3,3,4,3,4,4,5,5,5,6,7,6,5,5,5,5,4,6,6,5,6,7,6,6,6,6
2749,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,MOUNTAIN BIKES,1,1,1,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2751,12IN BIKES,1,1,1,1,2,2,3,3,3,3,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,3
2751,16IN BIKES,1,1,1,1,2,2,3,4,4,4,6,5,4,4,5,4,5,6,6,4,4,5,5,5,5,4
2751,18IN BIKES,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2751,20IN BIKES,2,3,2,2,3,3,4,6,5,7,9,8,7,7,7,7,8,7,7,9,9,9,9,9,7,6
2751,BEACH CRUISERS,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0
2751,MOUNTAIN BIKES,3,3,3,4,5,6,6,8,8,8,9,8,9,7,8,8,8,8,8,9,8,8,8,7,7,7
2752,12IN BIKES,2,2,2,3,3,3,4,6,5,6,8,6,4,5,5,6,5,6,6,5,5,5,5,5,6,5
2752,16IN BIKES,2,2,2,2,3,3,5,6,6,6,8,6,6,5,6,8,6,8,8,6,6,7,8,8,7,7
