Store Nbr,Dept Subcategory Description,WK51,WK52,WK01,WK02,WK03,WK04,WK05,WK06,WK07,WK08,WK09,WK10,WK11,WK12,WK13,WK14,WK15,WK16,WK17,WK18,WK19,WK20,WK21,WK22,WK23,WK24
32,18IN BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20IN BIKES,1,1,1,1,1,1,1,2,2,2,3,3,2,2,2,2,2,3,2,3,2,3,3,3,2,2
32,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,MOUNTAIN BIKES,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
33,18IN BIKES,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,20IN BIKES,2,2,2,2,3,3,4,6,5,6,8,6,5,5,4,4,5,6,5,6,6,6,5,5,6,5
33,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,MOUNTAIN BIKES,1,1,1,2,2,2,3,4,3,3,3,3,2,2,2,2,2,3,3,3,3,2,3,2,2,2
34,12IN BIKES,1,1,1,1,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
34,16IN BIKES,2,2,2,2,3,3,4,4,4,4,5,4,3,3,3,4,3,4,4,3,3,4,4,4,4,3
34,18IN BIKES,1,1,0,1,1,2,2,2,2,2,3,2,3,1,2,2,1,2,1,1,1,1,2,1,1,1
34,20IN BIKES,2,2,2,2,3,4,5,6,5,6,8,6,6,6,4,5,5,7,5,6,6,7,6,5,6,5
34,BEACH CRUISERS,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
34,MOUNTAIN BIKES,2,2,2,2,2,3,4,5,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3
34,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,12IN BIKES,1,1,1,1,3,3,4,6,4,5,6,4,4,4,4,5,4,6,5,4,3,4,4,4,3,2
35,16IN BIKES,2,2,2,3,4,5,6,8,8,9,10,7,7,6,7,7,6,8,7,6,6,7,7,8,8,5
35,18IN BIKES,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,20IN BIKES,3,3,2,3,4,5,7,9,8,10,11,8,8,7,8,11,10,11,10,7,7,9,8,9,7,7
35,BEACH CRUISERS,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,MOUNTAIN BIKES,4,4,4,5,6,7,8,10,9,9,10,9,9,8,9,10,9,11,12,9,9,9,9,8,7,8
35,MULTI USE BIKES,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
36,12IN BIKES,1,1,2,3,3,3,4,5,5,6,7,5,5,5,5,5,4,4,4,4,5,5,4,4,4,4
36,16IN BIKES,2,3,3,3,4,4,5,6,5,6,9,6,6,6,5,6,6,6,6,5,6,6,6,6,5,5
36,18IN BIKES,1,1,1,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
36,20IN BIKES,3,4,4,4,5,6,7,7,7,8,10,8,8,8,8,9,9,9,10,9,9,9,8,9,8,7
36,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
36,MOUNTAIN BIKES,2,3,3,3,4,4,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
36,MULTI USE BIKES,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,12IN BIKES,2,2,2,3,4,4,5,6,5,6,8,6,6,6,5,6,6,6,6,5,6,6,5,6,5,4
37,16IN BIKES,2,2,2,3,4,4,5,7,6,6,9,6,6,5,5,6,5,6,6,5,5,6,6,6,5,5
37,18IN BIKES,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
37,20IN BIKES,4,5,5,6,8,8,10,13,11,12,18,14,12,14,12,11,11,15,13,15,13,16,13,15,15,13
37,BEACH CRUISERS,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
37,MOUNTAIN BIKES,3,3,3,4,5,6,7,8,6,7,8,7,6,6,7,7,7,9,7,8,7,6,7,7,5,6
37,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,12IN BIKES,1,1,1,2,2,2,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2
38,16IN BIKES,2,2,2,3,4,4,5,5,5,5,7,5,4,4,4,5,5,5,5,4,4,5,5,4,4,4
38,18IN BIKES,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
38,20IN BIKES,2,2,2,3,3,4,5,6,5,6,8,6,6,6,5,5,6,6,6,6,7,7,6,7,6,5
38,BEACH CRUISERS,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
38,MOUNTAIN BIKES,2,2,2,2,3,3,4,4,4,4,5,3,4,3,4,4,4,4,4,3,4,3,3,3,4,3
38,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,12IN BIKES,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
39,16IN BIKES,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
39,18IN BIKES,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
39,20IN BIKES,2,2,2,2,2,3,3,4,3,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4
39,BEACH CRUISERS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
39,MOUNTAIN BIKES,2,2,2,2,3,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
39,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,12IN BIKES,2,2,2,3,5,5,6,7,6,6,8,7,6,6,6,7,6,6,7,6,6,6,6,6,5,4
40,16IN BIKES,2,2,2,3,5,5,6,8,7,7,10,7,7,6,6,7,7,8,8,6,6,7,7,7,7,6
40,18IN BIKES,1,1,1,1,2,2,2,3,3,3,4,3,3,3,2,2,2,3,3,2,3,3,3,2,2,2
40,20IN BIKES,2,2,2,3,5,5,6,8,7,8,11,9,8,8,7,7,7,9,8,7,7,9,7,7,7,6
40,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,MOUNTAIN BIKES,2,2,3,3,5,5,5,6,5,5,6,4,4,5,6,5,5,6,5,5,5,5,5,5,4,5
40,MULTI USE BIKES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
41,12IN BIKES,1,1,1,2,3,2,4,4,4,4,6,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3
41,16IN BIKES,2,2,2,3,4,4,6,7,6,7,10,7,6,6,5,7,6,6,6,6,6,7,6,5,5,5
41,18IN BIKES,1,1,1,3,2,3,5,4,3,4,5,4,5,3,4,4,2,4,3,2,2,2,2,2,2,2
41,20IN BIKES,3,4,3,5,7,7,11,13,10,15,17,14,13,13,11,10,12,13,12,13,14,14,13,14,11,9
41,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1
41,MOUNTAIN BIKES,2,3,3,3,4,5,7,6,6,6,7,6,6,6,5,7,6,6,6,5,5,6,6,5,5,5
41,MULTI USE BIKES,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
42,12IN BIKES,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,16IN BIKES,1,1,1,2,2,2,3,3,3,3,5,3,3,3,2,4,3,3,3,3,3,4,3,3,3,3
42,18IN BIKES,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1
42,20IN BIKES,3,3,2,3,3,3,5,5,5,6,7,6,5,5,4,5,6,6,6,6,6,6,6,6,6,5
42,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,MOUNTAIN BIKES,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3
42,MULTI USE BIKES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
43,12IN BIKES,1,1,2,3,4,4,5,7,6,7,9,6,6,5,6,6,5,6,6,5,4,5,5,5,4,3
43,16IN BIKES,2,2,2,3,4,5,6,8,7,9,11,8,7,7,6,7,6,10,8,6,6,7,7,8,8,6
43,18IN BIKES,0,0,0,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1
43,20IN BIKES,4,5,4,5,7,8,11,13,11,14,18,12,13,11,12,15,15,16,16,12,11,15,14,15,12,12
43,BEACH CRUISERS,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1
43,MOUNTAIN BIKES,2,2,3,3,4,5,6,7,7,7,8,7,7,7,7,8,8,8,8,8,8,7,8,7,6,7
45,12IN BIKES,2,2,2,3,4,5,5,7,6,7,9,8,7,7,6,6,6,6,6,6,6,6,5,6,5,4
45,16IN BIKES,2,3,3,4,5,5,6,7,7,7,10,7,7,7,6,7,7,8,7,7,7,7,7,7,6,6
45,18IN BIKES,1,1,1,2,2,3,3,4,3,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2
45,20IN BIKES,4,5,4,4,6,7,8,9,8,10,14,11,10,10,9,10,11,12,12,12,11,12,11,10,11,9
45,BEACH CRUISERS,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1
45,MOUNTAIN BIKES,2,2,2,3,3,4,4,5,5,5,6,4,4,4,4,4,4,6,5,5,5,5,5,4,4,4
45,MULTI USE BIKES,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1
46,12IN BIKES,1,1,1,2,3,3,3,4,4,4,6,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2
46,16IN BIKES,1,1,2,2,3,3,4,5,4,4,7,5,4,4,4,5,4,5,5,4,4,5,5,5,4,4
46,18IN BIKES,1,1,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2
46,20IN BIKES,2,2,2,3,4,4,5,7,7,8,13,10,8,8,8,7,7,11,8,10,9,11,9,8,9,8
46,BEACH CRUISERS,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,MOUNTAIN BIKES,2,2,2,3,4,4,5,5,4,4,6,4,4,4,5,5,5,6,6,5,5,4,5,5,4,4
46,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,12IN BIKES,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
47,16IN BIKES,1,2,2,2,3,3,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
47,18IN BIKES,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,20IN BIKES,2,2,2,2,3,3,4,5,4,5,6,5,5,5,4,4,5,5,5,5,5,5,5,6,5,5
47,BEACH CRUISERS,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
47,MOUNTAIN BIKES,2,2,2,2,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
47,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12IN BIKES,1,1,1,1,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48,16IN BIKES,1,1,1,2,2,2,3,3,3,3,4,3,3,3,2,3,2,3,3,2,2,3,3,3,3,2
48,18IN BIKES,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,20IN BIKES,2,2,2,2,3,3,4,5,4,5,5,5,4,4,4,4,5,6,5,5,5,5,5,5,5,4
48,BEACH CRUISERS,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
48,MOUNTAIN BIKES,1,1,1,2,2,2,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,2,2,2,2,2
48,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,12IN BIKES,1,1,1,2,3,2,3,4,4,4,5,4,4,3,3,4,3,4,4,3,3,3,3,3,3,3
49,16IN BIKES,1,1,1,2,3,3,4,4,4,4,5,4,3,3,3,3,3,4,4,3,3,3,3,4,3,3
49,18IN BIKES,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,20IN BIKES,2,2,2,2,3,4,5,6,5,7,8,6,6,6,5,5,6,6,5,6,6,7,6,6,5,5
49,BEACH CRUISERS,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
49,MOUNTAIN BIKES,2,2,2,3,4,5,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5
50,12IN BIKES,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
50,16IN BIKES,1,1,1,1,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
50,18IN BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,20IN BIKES,2,2,2,2,3,3,4,5,4,5,6,5,5,5,4,4,5,5,5,5,5,6,5,6,5,5
50,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,MOUNTAIN BIKES,1,1,1,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51,12IN BIKES,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
51,16IN BIKES,1,1,1,1,2,2,3,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3
51,18IN BIKES,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,20IN BIKES,2,2,2,2,3,3,3,5,4,5,6,5,5,4,4,4,4,5,5,5,5,6,5,5,5,4
51,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MOUNTAIN BIKES,1,1,1,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
52,12IN BIKES,1,2,1,2,3,3,4,5,4,5,7,6,5,5,5,5,5,4,5,4,4,4,4,4,4,3
52,16IN BIKES,2,2,2,3,5,5,6,8,6,7,9,7,6,6,6,7,7,6,7,6,6,7,7,7,6,5
52,18IN BIKES,1,1,1,2,2,2,3,4,3,3,5,4,3,3,2,2,3,3,3,3,3,4,3,3,2,3
52,20IN BIKES,3,3,2,3,5,5,7,10,7,9,11,10,9,9,7,6,8,11,8,10,9,10,9,8,8,7
52,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,MOUNTAIN BIKES,4,4,4,5,7,8,9,11,10,9,10,9,8,8,8,8,9,9,8,8,8,7,8,7,7,6
52,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,12IN BIKES,1,1,1,2,3,3,4,5,4,5,7,5,5,5,4,5,5,5,4,3,3,3,3,3,3,2
54,16IN BIKES,1,1,2,2,2,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3
54,18IN BIKES,1,1,1,2,2,3,3,3,2,3,4,3,3,2,2,3,2,3,2,2,2,3,2,2,2,2
54,20IN BIKES,3,3,3,4,5,6,7,9,7,8,10,8,7,7,7,8,9,10,9,8,8,8,7,7,7,6
54,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,MOUNTAIN BIKES,2,2,2,3,4,4,6,7,5,5,6,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5
54,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,12IN BIKES,1,1,1,1,1,2,2,3,2,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1
55,16IN BIKES,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2
55,18IN BIKES,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,20IN BIKES,1,1,1,2,2,2,3,4,3,4,5,4,3,3,3,3,4,4,4,4,3,4,3,3,3,3
55,BEACH CRUISERS,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,MOUNTAIN BIKES,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3
56,12IN BIKES,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
56,16IN BIKES,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
56,18IN BIKES,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,20IN BIKES,2,2,1,2,3,3,3,5,4,5,6,5,5,5,5,5,4,6,5,5,5,6,5,6,5,4
56,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,MOUNTAIN BIKES,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
57,12IN BIKES,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,16IN BIKES,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
57,18IN BIKES,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,20IN BIKES,1,1,1,2,2,3,4,5,4,5,6,4,4,4,3,3,4,5,4,5,4,4,4,4,4,3
57,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
57,MOUNTAIN BIKES,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2
58,12IN BIKES,4,5,5,8,10,10,12,14,13,14,18,15,13,13,12,13,13,13,11,11,11,12,11,11,10,9
58,16IN BIKES,3,3,3,4,6,6,8,9,8,9,12,8,8,8,7,8,8,8,8,7,8,9,8,9,7,7
58,18IN BIKES,1,2,2,3,3,4,5,6,5,5,7,6,5,5,5,4,5,6,6,5,6,6,5,5,4,4
58,20IN BIKES,5,6,5,6,9,11,14,18,14,16,20,16,15,14,12,12,14,17,15,16,15,15,15,14,15,13
58,BEACH CRUISERS,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
58,MOUNTAIN BIKES,5,5,5,7,9,10,11,14,11,12,12,11,10,10,10,11,11,11,11,11,11,10,10,9,9,9
58,MULTI USE BIKES,0,0,0,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
59,12IN BIKES,1,2,1,3,3,4,5,6,5,6,8,7,6,6,6,6,6,5,5,5,4,5,5,5,4,4
59,16IN BIKES,2,2,2,3,4,4,5,6,5,5,7,5,5,5,4,5,5,5,5,4,5,6,6,6,5,4
59,18IN BIKES,2,2,1,3,3,4,6,6,5,6,7,6,7,4,5,5,4,6,4,3,4,4,3,3,3,3
59,20IN BIKES,4,4,4,5,6,6,8,9,7,8,10,8,7,7,8,8,9,10,10,8,8,8,8,8,8,7
59,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,MOUNTAIN BIKES,3,3,3,4,5,5,7,8,7,7,7,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6
59,MULTI USE BIKES,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
60,12IN BIKES,1,1,1,1,2,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
60,16IN BIKES,1,1,2,2,3,3,3,4,4,4,5,4,4,4,3,4,4,5,4,4,4,4,4,4,4,3
60,18IN BIKES,1,1,1,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
60,20IN BIKES,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2
60,BEACH CRUISERS,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
60,MOUNTAIN BIKES,1,1,1,2,2,2,2,3,3,3,4,3,3,2,3,3,3,3,3,3,2,3,2,3,2,2
60,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,12IN BIKES,2,2,2,3,4,4,5,6,5,6,8,6,5,5,5,5,5,6,5,4,5,5,4,4,4,3
61,16IN BIKES,1,1,1,2,3,3,3,5,4,5,7,5,4,4,4,4,4,5,5,4,4,4,4,5,4,4
61,18IN BIKES,1,1,1,2,3,3,3,4,3,4,5,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3
61,20IN BIKES,3,4,3,4,6,7,8,10,9,11,13,12,10,9,10,12,9,9,10,9,8,10,9,11,8,7
61,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,MOUNTAIN BIKES,3,3,3,4,6,6,8,9,8,7,10,6,7,6,8,8,7,8,8,7,7,7,7,7,6,6
61,MULTI USE BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,12IN BIKES,1,1,1,1,2,2,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2
62,16IN BIKES,2,2,3,3,4,4,5,6,5,6,8,6,5,6,5,6,6,6,5,5,5,6,6,6,5,5
62,18IN BIKES,1,1,1,2,2,2,3,3,3,3,4,3,2,2,3,2,3,3,3,3,2,2,2,3,2,2
62,20IN BIKES,4,5,5,5,7,8,10,13,11,14,17,14,13,12,11,12,12,12,13,14,14,15,14,13,12,10
62,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,MOUNTAIN BIKES,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3
62,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,12IN BIKES,1,1,1,1,1,1,2,2,1,2,3,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1
63,16IN BIKES,1,1,1,1,2,2,3,3,2,3,3,2,2,2,2,2,2,3,3,2,2,3,3,3,2,2
63,18IN BIKES,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
63,20IN BIKES,2,2,2,2,2,2,3,4,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3
63,BEACH CRUISERS,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,MOUNTAIN BIKES,1,1,1,1,2,2,3,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
63,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,12IN BIKES,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
64,16IN BIKES,1,1,1,1,2,2,3,3,3,3,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
64,18IN BIKES,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
64,20IN BIKES,2,2,2,2,3,3,4,5,5,5,7,5,5,4,5,5,5,6,6,5,5,5,5,5,5,4
64,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64,MOUNTAIN BIKES,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
64,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,12IN BIKES,1,1,1,2,3,3,3,4,3,4,5,4,3,3,3,3,3,4,3,3,3,3,3,3,2,2
65,16IN BIKES,1,2,2,2,4,3,4,5,5,5,7,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4
65,18IN BIKES,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,20IN BIKES,2,2,2,3,4,5,5,7,6,7,9,8,7,6,7,7,6,6,7,7,7,8,7,8,6,6
65,BEACH CRUISERS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,MOUNTAIN BIKES,1,1,1,2,3,3,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
66,12IN BIKES,1,1,1,2,3,3,4,5,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2
66,16IN BIKES,1,2,2,2,3,4,4,4,5,5,7,5,5,5,4,5,5,5,4,4,4,5,5,5,4,3
66,18IN BIKES,1,1,1,1,1,2,2,3,3,3,4,3,3,3,2,2,3,3,2,3,3,3,2,2,2,2
66,20IN BIKES,4,4,5,6,7,8,10,12,10,11,14,10,10,10,10,10,11,12,13,11,10,10,10,10,11,9
66,BEACH CRUISERS,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,MOUNTAIN BIKES,3,3,3,4,6,6,8,9,7,7,8,7,7,7,7,7,7,7,8,8,8,8,8,8,7,7
