Region,Market,Store Nbr,Bucket,Tier,Details
21,246,1734,"> 80%, < 90%",Tier 2,GM Pause
25,269,1735,"> 80%, < 90%",Tier 2,GM Pause
75,284,1736,< 80%,Tier 3,Total Store ISA Pause
25,268,1737,>90%,Tier 1,ISA On in Total Store
52,421,1738,< 80%,Tier 3,Total Store ISA Pause
20,227,1739,"> 80%, < 90%",Tier 2,GM Pause
53,263,1740,>90%,Tier 1,ISA On in Total Store
75,284,1741,"> 80%, < 90%",Tier 2,GM Pause
22,165,1742,"> 80%, < 90%",Tier 2,GM Pause
41,258,1743,"> 80%, < 90%",Tier 2,GM Pause
17,192,1744,"> 80%, < 90%",Tier 2,GM Pause
21,239,1745,>90%,Tier 1,ISA On in Total Store
46,371,1746,"> 80%, < 90%",Tier 2,GM Pause
57,461,1747,>90%,Tier 1,ISA On in Total Store
4,36,1748,< 80%,Tier 3,Total Store ISA Pause
16,183,1749,>90%,Tier 1,ISA On in Total Store
21,222,1750,"> 80%, < 90%",Tier 2,GM Pause
26,297,1751,>90%,Tier 1,ISA On in Total Store
19,204,1752,"> 80%, < 90%",Tier 2,GM Pause
16,184,1753,< 80%,Tier 3,Total Store ISA Pause
19,203,1754,"> 80%, < 90%",Tier 2,GM Pause
56,453,1755,>90%,Tier 1,ISA On in Total Store
57,462,1756,"> 80%, < 90%",Tier 2,GM Pause
52,419,1757,"> 80%, < 90%",Tier 2,GM Pause
21,239,1758,< 80%,Tier 3,Total Store ISA Pause
75,288,1759,"> 80%, < 90%",Tier 2,GM Pause
56,455,1760,< 80%,Tier 3,Total Store ISA Pause
25,341,1761,>90%,Tier 1,ISA On in Total Store
16,157,1762,"> 80%, < 90%",Tier 2,GM Pause
20,311,1763,"> 80%, < 90%",Tier 2,GM Pause
52,413,1764,"> 80%, < 90%",Tier 2,GM Pause
22,237,1765,"> 80%, < 90%",Tier 2,GM Pause
2,23,1766,< 80%,Tier 3,Total Store ISA Pause
26,300,1767,>90%,Tier 1,ISA On in Total Store
54,582,1768,< 80%,Tier 3,Total Store ISA Pause
22,231,1769,"> 80%, < 90%",Tier 2,GM Pause
20,229,1770,"> 80%, < 90%",Tier 2,GM Pause
19,202,1771,"> 80%, < 90%",Tier 2,GM Pause
56,468,1772,>90%,Tier 1,ISA On in Total Store
75,288,1773,< 80%,Tier 3,Total Store ISA Pause
26,310,1774,"> 80%, < 90%",Tier 2,GM Pause
60,478,1775,"> 80%, < 90%",Tier 2,GM Pause
53,442,1776,>90%,Tier 1,ISA On in Total Store
22,168,1777,>90%,Tier 1,ISA On in Total Store
54,382,1778,"> 80%, < 90%",Tier 2,GM Pause
25,265,1779,< 80%,Tier 3,Total Store ISA Pause
75,315,1780,"> 80%, < 90%",Tier 2,GM Pause
17,190,1781,"> 80%, < 90%",Tier 2,GM Pause
20,216,1782,"> 80%, < 90%",Tier 2,GM Pause
25,580,1783,>90%,Tier 1,ISA On in Total Store
60,477,1784,>90%,Tier 1,ISA On in Total Store
16,184,1785,< 80%,Tier 3,Total Store ISA Pause
52,423,1786,< 80%,Tier 3,Total Store ISA Pause
52,414,1787,>90%,Tier 1,ISA On in Total Store
16,183,1788,"> 80%, < 90%",Tier 2,GM Pause
56,452,1789,"> 80%, < 90%",Tier 2,GM Pause
19,197,1790,"> 80%, < 90%",Tier 2,GM Pause
19,200,1791,"> 80%, < 90%",Tier 2,GM Pause
22,231,1792,"> 80%, < 90%",Tier 2,GM Pause
60,477,1793,"> 80%, < 90%",Tier 2,GM Pause
22,232,1794,"> 80%, < 90%",Tier 2,GM Pause
2,294,1795,< 80%,Tier 3,Total Store ISA Pause
16,184,1796,"> 80%, < 90%",Tier 2,GM Pause
16,179,1797,"> 80%, < 90%",Tier 2,GM Pause
19,205,1798,"> 80%, < 90%",Tier 2,GM Pause
53,441,1799,>90%,Tier 1,ISA On in Total Store
5,583,1800,< 80%,Tier 3,Total Store ISA Pause
5,44,1801,"> 80%, < 90%",Tier 2,GM Pause
47,411,1802,>90%,Tier 1,ISA On in Total Store
6,87,1803,>90%,Tier 1,ISA On in Total Store
21,248,1804,"> 80%, < 90%",Tier 2,GM Pause
57,463,1805,>90%,Tier 1,ISA On in Total Store
22,165,1807,>90%,Tier 1,ISA On in Total Store
54,388,1808,"> 80%, < 90%",Tier 2,GM Pause
19,202,1809,< 80%,Tier 3,Total Store ISA Pause
17,164,1810,< 80%,Tier 3,Total Store ISA Pause
75,288,1811,"> 80%, < 90%",Tier 2,GM Pause
20,215,1812,"> 80%, < 90%",Tier 2,GM Pause
17,192,1813,>90%,Tier 1,ISA On in Total Store
25,264,1814,"> 80%, < 90%",Tier 2,GM Pause
57,449,1815,"> 80%, < 90%",Tier 2,GM Pause
26,297,1816,"> 80%, < 90%",Tier 2,GM Pause
60,475,1817,>90%,Tier 1,ISA On in Total Store
53,436,1819,"> 80%, < 90%",Tier 2,GM Pause
20,229,1820,"> 80%, < 90%",Tier 2,GM Pause
4,306,1821,"> 80%, < 90%",Tier 2,GM Pause
29,801,1822,"> 80%, < 90%",Tier 2,GM Pause
22,234,1823,"> 80%, < 90%",Tier 2,GM Pause
75,286,1825,"> 80%, < 90%",Tier 2,GM Pause
57,581,1826,"> 80%, < 90%",Tier 2,GM Pause
54,582,1827,>90%,Tier 1,ISA On in Total Store
53,439,1828,"> 80%, < 90%",Tier 2,GM Pause
4,37,1829,>90%,Tier 1,ISA On in Total Store
17,191,1830,"> 80%, < 90%",Tier 2,GM Pause
17,191,1831,"> 80%, < 90%",Tier 2,GM Pause
57,463,1832,"> 80%, < 90%",Tier 2,GM Pause
75,291,1833,"> 80%, < 90%",Tier 2,GM Pause
56,468,1834,"> 80%, < 90%",Tier 2,GM Pause
17,190,1835,>90%,Tier 1,ISA On in Total Store
19,202,1836,>90%,Tier 1,ISA On in Total Store
6,59,1837,"> 80%, < 90%",Tier 2,GM Pause
57,394,1838,< 80%,Tier 3,Total Store ISA Pause
20,214,1839,>90%,Tier 1,ISA On in Total Store
56,511,1840,"> 80%, < 90%",Tier 2,GM Pause
75,289,1841,< 80%,Tier 3,Total Store ISA Pause
26,298,1842,"> 80%, < 90%",Tier 2,GM Pause
60,477,1843,"> 80%, < 90%",Tier 2,GM Pause
22,178,1844,>90%,Tier 1,ISA On in Total Store
9,109,1845,"> 80%, < 90%",Tier 2,GM Pause
46,366,1846,>90%,Tier 1,ISA On in Total Store
3,93,1847,"> 80%, < 90%",Tier 2,GM Pause
25,264,1848,"> 80%, < 90%",Tier 2,GM Pause
26,308,1849,>90%,Tier 1,ISA On in Total Store
22,234,1850,< 80%,Tier 3,Total Store ISA Pause
9,109,1851,"> 80%, < 90%",Tier 2,GM Pause
75,291,1852,>90%,Tier 1,ISA On in Total Store
57,461,1853,>90%,Tier 1,ISA On in Total Store
29,801,1854,>90%,Tier 1,ISA On in Total Store
52,423,1855,"> 80%, < 90%",Tier 2,GM Pause
16,179,1856,>90%,Tier 1,ISA On in Total Store
20,209,1857,"> 80%, < 90%",Tier 2,GM Pause
52,421,1858,< 80%,Tier 3,Total Store ISA Pause
57,463,1859,"> 80%, < 90%",Tier 2,GM Pause
75,284,1860,>90%,Tier 1,ISA On in Total Store
52,422,1861,>90%,Tier 1,ISA On in Total Store
57,462,1862,< 80%,Tier 3,Total Store ISA Pause
20,209,1863,>90%,Tier 1,ISA On in Total Store
52,422,1864,"> 80%, < 90%",Tier 2,GM Pause
52,421,1865,>90%,Tier 1,ISA On in Total Store
16,180,1866,>90%,Tier 1,ISA On in Total Store
75,293,1867,"> 80%, < 90%",Tier 2,GM Pause
16,180,1868,>90%,Tier 1,ISA On in Total Store
22,165,1869,>90%,Tier 1,ISA On in Total Store
60,475,1870,"> 80%, < 90%",Tier 2,GM Pause
17,187,1871,"> 80%, < 90%",Tier 2,GM Pause
54,383,1872,< 80%,Tier 3,Total Store ISA Pause
16,161,1873,"> 80%, < 90%",Tier 2,GM Pause
9,118,1874,>90%,Tier 1,ISA On in Total Store
75,282,1875,"> 80%, < 90%",Tier 2,GM Pause
60,476,1876,>90%,Tier 1,ISA On in Total Store
57,581,1877,"> 80%, < 90%",Tier 2,GM Pause
56,400,1878,"> 80%, < 90%",Tier 2,GM Pause
57,445,1879,>90%,Tier 1,ISA On in Total Store
56,468,1880,>90%,Tier 1,ISA On in Total Store
56,454,1881,>90%,Tier 1,ISA On in Total Store
57,581,1882,>90%,Tier 1,ISA On in Total Store
20,208,1883,"> 80%, < 90%",Tier 2,GM Pause
17,226,1884,"> 80%, < 90%",Tier 2,GM Pause
20,229,1885,"> 80%, < 90%",Tier 2,GM Pause
22,234,1886,< 80%,Tier 3,Total Store ISA Pause
22,232,1887,"> 80%, < 90%",Tier 2,GM Pause
54,401,1888,>90%,Tier 1,ISA On in Total Store
60,475,1889,>90%,Tier 1,ISA On in Total Store
75,285,1890,< 80%,Tier 3,Total Store ISA Pause
25,268,1892,"> 80%, < 90%",Tier 2,GM Pause
75,508,1893,"> 80%, < 90%",Tier 2,GM Pause
20,214,1894,>90%,Tier 1,ISA On in Total Store
20,215,1895,>90%,Tier 1,ISA On in Total Store
47,391,1896,>90%,Tier 1,ISA On in Total Store
25,268,1897,"> 80%, < 90%",Tier 2,GM Pause
25,264,1898,"> 80%, < 90%",Tier 2,GM Pause
57,461,1899,"> 80%, < 90%",Tier 2,GM Pause
56,400,1900,"> 80%, < 90%",Tier 2,GM Pause
54,383,1901,"> 80%, < 90%",Tier 2,GM Pause
56,400,1902,"> 80%, < 90%",Tier 2,GM Pause
56,455,1903,>90%,Tier 1,ISA On in Total Store
75,292,1904,"> 80%, < 90%",Tier 2,GM Pause
56,400,1905,>90%,Tier 1,ISA On in Total Store
16,160,1906,>90%,Tier 1,ISA On in Total Store
16,184,1907,< 80%,Tier 3,Total Store ISA Pause
53,440,1908,"> 80%, < 90%",Tier 2,GM Pause
17,195,1909,"> 80%, < 90%",Tier 2,GM Pause
56,457,1910,>90%,Tier 1,ISA On in Total Store
20,215,1911,"> 80%, < 90%",Tier 2,GM Pause
57,461,1912,>90%,Tier 1,ISA On in Total Store
19,207,1913,"> 80%, < 90%",Tier 2,GM Pause
57,445,1914,>90%,Tier 1,ISA On in Total Store
57,463,1915,>90%,Tier 1,ISA On in Total Store
9,108,1916,>90%,Tier 1,ISA On in Total Store
57,459,1917,"> 80%, < 90%",Tier 2,GM Pause
16,156,1918,< 80%,Tier 3,Total Store ISA Pause
16,179,1919,"> 80%, < 90%",Tier 2,GM Pause
60,477,1920,"> 80%, < 90%",Tier 2,GM Pause
22,178,1921,>90%,Tier 1,ISA On in Total Store
57,462,1922,"> 80%, < 90%",Tier 2,GM Pause
19,200,1923,>90%,Tier 1,ISA On in Total Store
16,179,1924,>90%,Tier 1,ISA On in Total Store
60,478,1925,>90%,Tier 1,ISA On in Total Store
17,191,1926,>90%,Tier 1,ISA On in Total Store
20,214,1927,>90%,Tier 1,ISA On in Total Store
19,205,1928,"> 80%, < 90%",Tier 2,GM Pause
52,419,1929,"> 80%, < 90%",Tier 2,GM Pause
16,184,1930,"> 80%, < 90%",Tier 2,GM Pause
53,440,1931,"> 80%, < 90%",Tier 2,GM Pause
16,179,1932,"> 80%, < 90%",Tier 2,GM Pause
25,267,1933,>90%,Tier 1,ISA On in Total Store
75,314,1934,"> 80%, < 90%",Tier 2,GM Pause
22,237,1935,"> 80%, < 90%",Tier 2,GM Pause
53,196,1936,"> 80%, < 90%",Tier 2,GM Pause
20,216,1937,"> 80%, < 90%",Tier 2,GM Pause
25,268,1938,>90%,Tier 1,ISA On in Total Store
16,180,1939,"> 80%, < 90%",Tier 2,GM Pause
17,188,1940,"> 80%, < 90%",Tier 2,GM Pause
57,462,1941,>90%,Tier 1,ISA On in Total Store
19,200,1942,"> 80%, < 90%",Tier 2,GM Pause
17,226,1945,"> 80%, < 90%",Tier 2,GM Pause
17,187,1946,>90%,Tier 1,ISA On in Total Store
60,473,1947,"> 80%, < 90%",Tier 2,GM Pause
20,227,1948,"> 80%, < 90%",Tier 2,GM Pause
26,301,1950,"> 80%, < 90%",Tier 2,GM Pause
56,399,1951,>90%,Tier 1,ISA On in Total Store
52,422,1952,"> 80%, < 90%",Tier 2,GM Pause
26,297,1953,"> 80%, < 90%",Tier 2,GM Pause
16,183,1954,"> 80%, < 90%",Tier 2,GM Pause
53,263,1955,"> 80%, < 90%",Tier 2,GM Pause
54,382,1956,"> 80%, < 90%",Tier 2,GM Pause
9,105,1957,< 80%,Tier 3,Total Store ISA Pause
6,80,1958,"> 80%, < 90%",Tier 2,GM Pause
17,164,1959,"> 80%, < 90%",Tier 2,GM Pause
9,112,1960,>90%,Tier 1,ISA On in Total Store
21,225,1961,"> 80%, < 90%",Tier 2,GM Pause
21,247,1962,"> 80%, < 90%",Tier 2,GM Pause
56,450,1963,"> 80%, < 90%",Tier 2,GM Pause
16,161,1964,< 80%,Tier 3,Total Store ISA Pause
47,432,1965,>90%,Tier 1,ISA On in Total Store
17,194,1966,>90%,Tier 1,ISA On in Total Store
16,154,1967,"> 80%, < 90%",Tier 2,GM Pause
75,281,1968,"> 80%, < 90%",Tier 2,GM Pause
75,290,1969,>90%,Tier 1,ISA On in Total Store
16,159,1970,"> 80%, < 90%",Tier 2,GM Pause
53,425,1971,>90%,Tier 1,ISA On in Total Store
56,511,1972,>90%,Tier 1,ISA On in Total Store
16,179,1974,>90%,Tier 1,ISA On in Total Store
16,181,1975,>90%,Tier 1,ISA On in Total Store
17,190,1976,>90%,Tier 1,ISA On in Total Store
22,178,1977,"> 80%, < 90%",Tier 2,GM Pause
21,247,1978,"> 80%, < 90%",Tier 2,GM Pause
56,453,1979,>90%,Tier 1,ISA On in Total Store
17,162,1980,"> 80%, < 90%",Tier 2,GM Pause
75,508,1981,>90%,Tier 1,ISA On in Total Store
53,439,1982,"> 80%, < 90%",Tier 2,GM Pause
56,450,1983,"> 80%, < 90%",Tier 2,GM Pause
16,154,1984,"> 80%, < 90%",Tier 2,GM Pause
75,508,1985,"> 80%, < 90%",Tier 2,GM Pause
19,213,1986,"> 80%, < 90%",Tier 2,GM Pause
19,205,1987,"> 80%, < 90%",Tier 2,GM Pause
56,455,1988,>90%,Tier 1,ISA On in Total Store
57,447,1989,"> 80%, < 90%",Tier 2,GM Pause
21,217,1990,"> 80%, < 90%",Tier 2,GM Pause
25,251,1991,>90%,Tier 1,ISA On in Total Store
57,462,1992,>90%,Tier 1,ISA On in Total Store
17,187,1994,>90%,Tier 1,ISA On in Total Store
56,400,1995,>90%,Tier 1,ISA On in Total Store
9,553,1996,>90%,Tier 1,ISA On in Total Store
17,188,1997,"> 80%, < 90%",Tier 2,GM Pause
25,267,1998,>90%,Tier 1,ISA On in Total Store
52,424,1999,>90%,Tier 1,ISA On in Total Store
26,301,2000,"> 80%, < 90%",Tier 2,GM Pause
57,449,2001,"> 80%, < 90%",Tier 2,GM Pause
56,451,2002,"> 80%, < 90%",Tier 2,GM Pause
17,174,2003,"> 80%, < 90%",Tier 2,GM Pause
52,415,2004,"> 80%, < 90%",Tier 2,GM Pause
4,306,2005,>90%,Tier 1,ISA On in Total Store
60,475,2006,>90%,Tier 1,ISA On in Total Store
60,473,2007,"> 80%, < 90%",Tier 2,GM Pause
20,229,2008,"> 80%, < 90%",Tier 2,GM Pause
75,281,2009,"> 80%, < 90%",Tier 2,GM Pause
19,201,2010,>90%,Tier 1,ISA On in Total Store
16,156,2012,"> 80%, < 90%",Tier 2,GM Pause
16,179,2013,"> 80%, < 90%",Tier 2,GM Pause
19,204,2014,>90%,Tier 1,ISA On in Total Store
75,292,2015,>90%,Tier 1,ISA On in Total Store
60,473,2016,>90%,Tier 1,ISA On in Total Store
20,235,2019,>90%,Tier 1,ISA On in Total Store
21,246,2020,>90%,Tier 1,ISA On in Total Store
16,160,2021,"> 80%, < 90%",Tier 2,GM Pause
17,162,2022,>90%,Tier 1,ISA On in Total Store
22,233,2023,"> 80%, < 90%",Tier 2,GM Pause
17,226,2024,>90%,Tier 1,ISA On in Total Store
56,511,2025,>90%,Tier 1,ISA On in Total Store
29,811,2026,"> 80%, < 90%",Tier 2,GM Pause
75,280,2027,"> 80%, < 90%",Tier 2,GM Pause
57,461,2028,"> 80%, < 90%",Tier 2,GM Pause
56,450,2030,"> 80%, < 90%",Tier 2,GM Pause
56,511,2031,"> 80%, < 90%",Tier 2,GM Pause
57,446,2032,>90%,Tier 1,ISA On in Total Store
54,427,2033,< 80%,Tier 3,Total Store ISA Pause
21,239,2035,"> 80%, < 90%",Tier 2,GM Pause
20,317,2036,"> 80%, < 90%",Tier 2,GM Pause
60,472,2037,"> 80%, < 90%",Tier 2,GM Pause
75,292,2038,"> 80%, < 90%",Tier 2,GM Pause
56,450,2039,>90%,Tier 1,ISA On in Total Store
22,170,2040,>90%,Tier 1,ISA On in Total Store
75,284,2041,"> 80%, < 90%",Tier 2,GM Pause
17,194,2043,>90%,Tier 1,ISA On in Total Store
56,457,2044,< 80%,Tier 3,Total Store ISA Pause
75,281,2045,< 80%,Tier 3,Total Store ISA Pause
16,180,2046,>90%,Tier 1,ISA On in Total Store
16,179,2047,"> 80%, < 90%",Tier 2,GM Pause
56,453,2048,>90%,Tier 1,ISA On in Total Store
22,237,2049,"> 80%, < 90%",Tier 2,GM Pause
57,396,2050,"> 80%, < 90%",Tier 2,GM Pause
46,405,2051,>90%,Tier 1,ISA On in Total Store
56,453,2052,"> 80%, < 90%",Tier 2,GM Pause
56,457,2053,"> 80%, < 90%",Tier 2,GM Pause
56,450,2054,>90%,Tier 1,ISA On in Total Store
16,183,2055,"> 80%, < 90%",Tier 2,GM Pause
16,184,2057,"> 80%, < 90%",Tier 2,GM Pause
26,297,2058,"> 80%, < 90%",Tier 2,GM Pause
22,231,2059,>90%,Tier 1,ISA On in Total Store
19,201,2061,>90%,Tier 1,ISA On in Total Store
19,201,2062,"> 80%, < 90%",Tier 2,GM Pause
20,208,2063,"> 80%, < 90%",Tier 2,GM Pause
17,226,2064,"> 80%, < 90%",Tier 2,GM Pause
2,122,2065,"> 80%, < 90%",Tier 2,GM Pause
6,64,2066,< 80%,Tier 3,Total Store ISA Pause
29,811,2067,"> 80%, < 90%",Tier 2,GM Pause
22,170,2068,"> 80%, < 90%",Tier 2,GM Pause
56,468,2069,< 80%,Tier 3,Total Store ISA Pause
60,469,2070,< 80%,Tier 3,Total Store ISA Pause
60,469,2071,"> 80%, < 90%",Tier 2,GM Pause
29,811,2072,"> 80%, < 90%",Tier 2,GM Pause
20,214,2073,>90%,Tier 1,ISA On in Total Store
60,469,2074,"> 80%, < 90%",Tier 2,GM Pause
60,478,2075,>90%,Tier 1,ISA On in Total Store
57,460,2077,>90%,Tier 1,ISA On in Total Store
20,216,2078,"> 80%, < 90%",Tier 2,GM Pause
53,196,2079,"> 80%, < 90%",Tier 2,GM Pause
19,202,2080,>90%,Tier 1,ISA On in Total Store
9,111,2081,>90%,Tier 1,ISA On in Total Store
57,464,2082,"> 80%, < 90%",Tier 2,GM Pause
75,320,2083,"> 80%, < 90%",Tier 2,GM Pause
54,382,2084,< 80%,Tier 3,Total Store ISA Pause
29,811,2085,"> 80%, < 90%",Tier 2,GM Pause
5,56,2086,< 80%,Tier 3,Total Store ISA Pause
52,422,2087,>90%,Tier 1,ISA On in Total Store
17,195,2088,"> 80%, < 90%",Tier 2,GM Pause
20,311,2089,< 80%,Tier 3,Total Store ISA Pause
17,174,2090,>90%,Tier 1,ISA On in Total Store
9,110,2091,"> 80%, < 90%",Tier 2,GM Pause
17,187,2092,>90%,Tier 1,ISA On in Total Store
57,460,2094,"> 80%, < 90%",Tier 2,GM Pause
16,160,2095,"> 80%, < 90%",Tier 2,GM Pause
22,170,2096,"> 80%, < 90%",Tier 2,GM Pause
17,188,2097,"> 80%, < 90%",Tier 2,GM Pause
21,219,2098,"> 80%, < 90%",Tier 2,GM Pause
57,447,2099,"> 80%, < 90%",Tier 2,GM Pause
53,196,2100,>90%,Tier 1,ISA On in Total Store
60,475,2101,"> 80%, < 90%",Tier 2,GM Pause
19,200,2102,"> 80%, < 90%",Tier 2,GM Pause
16,159,2103,"> 80%, < 90%",Tier 2,GM Pause
17,164,2104,>90%,Tier 1,ISA On in Total Store
5,53,2105,>90%,Tier 1,ISA On in Total Store
56,392,2106,>90%,Tier 1,ISA On in Total Store
17,195,2107,"> 80%, < 90%",Tier 2,GM Pause
22,165,2108,"> 80%, < 90%",Tier 2,GM Pause
22,165,2109,< 80%,Tier 3,Total Store ISA Pause
57,465,2110,"> 80%, < 90%",Tier 2,GM Pause
14,13,2111,>90%,Tier 1,ISA On in Total Store
46,372,2112,< 80%,Tier 3,Total Store ISA Pause
46,370,2113,>90%,Tier 1,ISA On in Total Store
14,7,2114,"> 80%, < 90%",Tier 2,GM Pause
20,216,2115,< 80%,Tier 3,Total Store ISA Pause
17,187,2116,>90%,Tier 1,ISA On in Total Store
56,450,2117,>90%,Tier 1,ISA On in Total Store
16,156,2118,>90%,Tier 1,ISA On in Total Store
56,451,2119,"> 80%, < 90%",Tier 2,GM Pause
17,190,2120,"> 80%, < 90%",Tier 2,GM Pause
60,472,2121,"> 80%, < 90%",Tier 2,GM Pause
16,159,2122,"> 80%, < 90%",Tier 2,GM Pause
44,47,2123,>90%,Tier 1,ISA On in Total Store
21,223,2124,< 80%,Tier 3,Total Store ISA Pause
47,380,2125,>90%,Tier 1,ISA On in Total Store
60,470,2126,"> 80%, < 90%",Tier 2,GM Pause
53,440,2127,"> 80%, < 90%",Tier 2,GM Pause
16,159,2128,"> 80%, < 90%",Tier 2,GM Pause
22,231,2129,"> 80%, < 90%",Tier 2,GM Pause
16,183,2130,"> 80%, < 90%",Tier 2,GM Pause
47,411,2131,"> 80%, < 90%",Tier 2,GM Pause
13,131,2132,< 80%,Tier 3,Total Store ISA Pause
5,82,2133,>90%,Tier 1,ISA On in Total Store
4,306,2134,>90%,Tier 1,ISA On in Total Store
17,190,2135,>90%,Tier 1,ISA On in Total Store
75,291,2136,"> 80%, < 90%",Tier 2,GM Pause
26,296,2137,>90%,Tier 1,ISA On in Total Store
16,181,2138,< 80%,Tier 3,Total Store ISA Pause
16,157,2139,"> 80%, < 90%",Tier 2,GM Pause
16,180,2140,"> 80%, < 90%",Tier 2,GM Pause
22,166,2141,< 80%,Tier 3,Total Store ISA Pause
16,184,2142,>90%,Tier 1,ISA On in Total Store
16,179,2143,>90%,Tier 1,ISA On in Total Store
17,173,2144,"> 80%, < 90%",Tier 2,GM Pause
22,168,2145,>90%,Tier 1,ISA On in Total Store
54,383,2147,>90%,Tier 1,ISA On in Total Store
20,216,2149,"> 80%, < 90%",Tier 2,GM Pause
57,458,2150,"> 80%, < 90%",Tier 2,GM Pause
9,109,2151,< 80%,Tier 3,Total Store ISA Pause
17,188,2152,>90%,Tier 1,ISA On in Total Store
16,183,2153,"> 80%, < 90%",Tier 2,GM Pause
2,24,2154,"> 80%, < 90%",Tier 2,GM Pause
16,156,2155,"> 80%, < 90%",Tier 2,GM Pause
17,171,2156,"> 80%, < 90%",Tier 2,GM Pause
16,160,2157,"> 80%, < 90%",Tier 2,GM Pause
16,156,2158,"> 80%, < 90%",Tier 2,GM Pause
17,194,2159,>90%,Tier 1,ISA On in Total Store
75,290,2160,>90%,Tier 1,ISA On in Total Store
56,511,2161,"> 80%, < 90%",Tier 2,GM Pause
17,173,2163,>90%,Tier 1,ISA On in Total Store
17,191,2166,>90%,Tier 1,ISA On in Total Store
22,167,2167,"> 80%, < 90%",Tier 2,GM Pause
22,232,2169,"> 80%, < 90%",Tier 2,GM Pause
17,162,2170,>90%,Tier 1,ISA On in Total Store
16,154,2174,< 80%,Tier 3,Total Store ISA Pause
40,333,2175,>90%,Tier 1,ISA On in Total Store
9,107,2176,>90%,Tier 1,ISA On in Total Store
57,459,2177,>90%,Tier 1,ISA On in Total Store
16,179,2178,>90%,Tier 1,ISA On in Total Store
16,157,2180,"> 80%, < 90%",Tier 2,GM Pause
57,463,2181,>90%,Tier 1,ISA On in Total Store
16,180,2183,"> 80%, < 90%",Tier 2,GM Pause
16,160,2184,< 80%,Tier 3,Total Store ISA Pause
22,232,2185,"> 80%, < 90%",Tier 2,GM Pause
60,473,2187,"> 80%, < 90%",Tier 2,GM Pause
60,469,2188,< 80%,Tier 3,Total Store ISA Pause
56,392,2189,"> 80%, < 90%",Tier 2,GM Pause
56,453,2190,>90%,Tier 1,ISA On in Total Store
19,207,2191,>90%,Tier 1,ISA On in Total Store
53,436,2192,"> 80%, < 90%",Tier 2,GM Pause
20,208,2193,"> 80%, < 90%",Tier 2,GM Pause
75,283,2194,>90%,Tier 1,ISA On in Total Store
22,178,2195,"> 80%, < 90%",Tier 2,GM Pause
60,472,2196,"> 80%, < 90%",Tier 2,GM Pause
20,208,2197,"> 80%, < 90%",Tier 2,GM Pause
52,423,2198,>90%,Tier 1,ISA On in Total Store
20,216,2199,< 80%,Tier 3,Total Store ISA Pause
46,505,2201,"> 80%, < 90%",Tier 2,GM Pause
16,180,2202,>90%,Tier 1,ISA On in Total Store
25,267,2204,"> 80%, < 90%",Tier 2,GM Pause
22,233,2205,"> 80%, < 90%",Tier 2,GM Pause
57,466,2206,"> 80%, < 90%",Tier 2,GM Pause
54,403,2207,>90%,Tier 1,ISA On in Total Store
17,226,2208,"> 80%, < 90%",Tier 2,GM Pause
20,216,2209,"> 80%, < 90%",Tier 2,GM Pause
17,195,2210,>90%,Tier 1,ISA On in Total Store
20,208,2211,"> 80%, < 90%",Tier 2,GM Pause
40,340,2213,"> 80%, < 90%",Tier 2,GM Pause
4,41,2214,>90%,Tier 1,ISA On in Total Store
25,265,2215,>90%,Tier 1,ISA On in Total Store
57,466,2218,"> 80%, < 90%",Tier 2,GM Pause
40,333,2221,"> 80%, < 90%",Tier 2,GM Pause
16,157,2222,< 80%,Tier 3,Total Store ISA Pause
47,585,2223,>90%,Tier 1,ISA On in Total Store
16,181,2224,"> 80%, < 90%",Tier 2,GM Pause
16,161,2225,"> 80%, < 90%",Tier 2,GM Pause
61,481,2226,>90%,Tier 1,ISA On in Total Store
16,159,2227,"> 80%, < 90%",Tier 2,GM Pause
16,154,2228,>90%,Tier 1,ISA On in Total Store
22,237,2230,< 80%,Tier 3,Total Store ISA Pause
25,279,2231,>90%,Tier 1,ISA On in Total Store
75,280,2233,>90%,Tier 1,ISA On in Total Store
17,189,2234,>90%,Tier 1,ISA On in Total Store
22,167,2236,>90%,Tier 1,ISA On in Total Store
9,118,2237,< 80%,Tier 3,Total Store ISA Pause
19,200,2238,"> 80%, < 90%",Tier 2,GM Pause
6,86,2239,"> 80%, < 90%",Tier 2,GM Pause
29,811,2240,"> 80%, < 90%",Tier 2,GM Pause
60,475,2241,< 80%,Tier 3,Total Store ISA Pause
57,464,2242,>90%,Tier 1,ISA On in Total Store
60,478,2243,>90%,Tier 1,ISA On in Total Store
20,316,2244,< 80%,Tier 3,Total Store ISA Pause
57,460,2245,"> 80%, < 90%",Tier 2,GM Pause
26,299,2247,< 80%,Tier 3,Total Store ISA Pause
75,293,2248,>90%,Tier 1,ISA On in Total Store
60,467,2249,"> 80%, < 90%",Tier 2,GM Pause
21,225,2250,"> 80%, < 90%",Tier 2,GM Pause
57,484,2251,"> 80%, < 90%",Tier 2,GM Pause
22,168,2252,>90%,Tier 1,ISA On in Total Store
57,458,2253,>90%,Tier 1,ISA On in Total Store
22,165,2254,< 80%,Tier 3,Total Store ISA Pause
22,232,2255,>90%,Tier 1,ISA On in Total Store
26,296,2256,>90%,Tier 1,ISA On in Total Store
6,67,2257,>90%,Tier 1,ISA On in Total Store
75,283,2258,< 80%,Tier 3,Total Store ISA Pause
54,383,2259,"> 80%, < 90%",Tier 2,GM Pause
16,161,2261,>90%,Tier 1,ISA On in Total Store
