Store,Market,Region,Feature Name ,"Feature Size (Half pallet, pallet, endcap, etc..)",Delivery Week
112,138,14,Cascade Platinum Plus,Standard Store Fixture,Current
113,349,44,Cascade Platinum Plus,Standard Store Fixture,Current
114,4,12,Cascade Platinum Plus,Standard Store Fixture,Current
115,138,14,Cascade Platinum Plus,Standard Store Fixture,Current
116,127,42,Cascade Platinum Plus,Standard Store Fixture,Current
117,47,44,Cascade Platinum Plus,Standard Store Fixture,Current
118,4,12,Cascade Platinum Plus,Standard Store Fixture,Current
119,328,42,Cascade Platinum Plus,Standard Store Fixture,Current
120,146,41,Cascade Platinum Plus,Standard Store Fixture,Current
121,351,44,Cascade Platinum Plus,Standard Store Fixture,Current
122,335,40,Cascade Platinum Plus,Standard Store Fixture,Current
123,351,44,Cascade Platinum Plus,Standard Store Fixture,Current
125,321,42,Cascade Platinum Plus,Standard Store Fixture,Current
126,324,42,Cascade Platinum Plus,Standard Store Fixture,Current
127,325,42,Cascade Platinum Plus,Standard Store Fixture,Current
128,329,12,Cascade Platinum Plus,Standard Store Fixture,Current
129,350,44,Cascade Platinum Plus,Standard Store Fixture,Current
130,347,44,Cascade Platinum Plus,Standard Store Fixture,Current
131,47,44,Cascade Platinum Plus,Standard Store Fixture,Current
132,344,44,Cascade Platinum Plus,Standard Store Fixture,Current
133,325,42,Cascade Platinum Plus,Standard Store Fixture,Current
134,344,44,Cascade Platinum Plus,Standard Store Fixture,Current
135,360,40,Cascade Platinum Plus,Standard Store Fixture,Current
137,352,44,Cascade Platinum Plus,Standard Store Fixture,Current
138,357,40,Cascade Platinum Plus,Standard Store Fixture,Current
140,503,6,Cascade Platinum Plus,Standard Store Fixture,Current
141,321,42,Cascade Platinum Plus,Standard Store Fixture,Current
143,253,41,Cascade Platinum Plus,Standard Store Fixture,Current
144,322,42,Cascade Platinum Plus,Standard Store Fixture,Current
145,339,40,Cascade Platinum Plus,Standard Store Fixture,Current
146,46,5,Cascade Platinum Plus,Standard Store Fixture,Current
147,350,44,Cascade Platinum Plus,Standard Store Fixture,Current
148,47,44,Cascade Platinum Plus,Standard Store Fixture,Current
149,135,42,Cascade Platinum Plus,Standard Store Fixture,Current
150,344,44,Cascade Platinum Plus,Standard Store Fixture,Current
151,351,44,Cascade Platinum Plus,Standard Store Fixture,Current
152,335,40,Cascade Platinum Plus,Standard Store Fixture,Current
153,4,12,Cascade Platinum Plus,Standard Store Fixture,Current
154,311,20,Cascade Platinum Plus,Standard Store Fixture,Current
155,136,12,Cascade Platinum Plus,Standard Store Fixture,Current
157,328,42,Cascade Platinum Plus,Standard Store Fixture,Current
158,350,44,Cascade Platinum Plus,Standard Store Fixture,Current
159,359,40,Cascade Platinum Plus,Standard Store Fixture,Current
160,328,42,Cascade Platinum Plus,Standard Store Fixture,Current
161,147,12,Cascade Platinum Plus,Standard Store Fixture,Current
162,349,44,Cascade Platinum Plus,Standard Store Fixture,Current
163,503,6,Cascade Platinum Plus,Standard Store Fixture,Current
164,4,12,Cascade Platinum Plus,Standard Store Fixture,Current
165,46,5,Cascade Platinum Plus,Standard Store Fixture,Current
166,357,40,Cascade Platinum Plus,Standard Store Fixture,Current
167,327,42,Cascade Platinum Plus,Standard Store Fixture,Current
168,345,44,Cascade Platinum Plus,Standard Store Fixture,Current
169,326,42,Cascade Platinum Plus,Standard Store Fixture,Current
170,134,13,Cascade Platinum Plus,Standard Store Fixture,Current
171,327,42,Cascade Platinum Plus,Standard Store Fixture,Current
172,336,40,Cascade Platinum Plus,Standard Store Fixture,Current
173,357,40,Cascade Platinum Plus,Standard Store Fixture,Current
174,92,9,Cascade Platinum Plus,Standard Store Fixture,Current
175,144,12,Cascade Platinum Plus,Standard Store Fixture,Current
176,4,12,Cascade Platinum Plus,Standard Store Fixture,Current
177,146,41,Cascade Platinum Plus,Standard Store Fixture,Current
178,344,44,Cascade Platinum Plus,Standard Store Fixture,Current
179,357,40,Cascade Platinum Plus,Standard Store Fixture,Current
180,46,5,Cascade Platinum Plus,Standard Store Fixture,Current
181,47,44,Cascade Platinum Plus,Standard Store Fixture,Current
182,136,12,Cascade Platinum Plus,Standard Store Fixture,Current
183,138,14,Cascade Platinum Plus,Standard Store Fixture,Current
184,361,40,Cascade Platinum Plus,Standard Store Fixture,Current
185,350,44,Cascade Platinum Plus,Standard Store Fixture,Current
186,409,44,Cascade Platinum Plus,Standard Store Fixture,Current
188,335,40,Cascade Platinum Plus,Standard Store Fixture,Current
189,359,40,Cascade Platinum Plus,Standard Store Fixture,Current
190,329,12,Cascade Platinum Plus,Standard Store Fixture,Current
195,360,40,Cascade Platinum Plus,Standard Store Fixture,Current
196,271,25,Cascade Platinum Plus,Standard Store Fixture,Current
197,278,25,Cascade Platinum Plus,Standard Store Fixture,Current
198,272,25,Cascade Platinum Plus,Standard Store Fixture,Current
199,278,25,Cascade Platinum Plus,Standard Store Fixture,Current
200,275,25,Cascade Platinum Plus,Standard Store Fixture,Current
201,341,25,Cascade Platinum Plus,Standard Store Fixture,Current
202,51,5,Cascade Platinum Plus,Standard Store Fixture,Current
203,359,40,Cascade Platinum Plus,Standard Store Fixture,Current
204,253,41,Cascade Platinum Plus,Standard Store Fixture,Current
206,52,5,Cascade Platinum Plus,Standard Store Fixture,Current
207,345,44,Cascade Platinum Plus,Standard Store Fixture,Current
211,76,5,Cascade Platinum Plus,Standard Store Fixture,Current
212,353,44,Cascade Platinum Plus,Standard Store Fixture,Current
213,272,25,Cascade Platinum Plus,Standard Store Fixture,Current
214,503,6,Cascade Platinum Plus,Standard Store Fixture,Current
216,271,25,Cascade Platinum Plus,Standard Store Fixture,Current
217,53,5,Cascade Platinum Plus,Standard Store Fixture,Current
218,147,12,Cascade Platinum Plus,Standard Store Fixture,Current
219,359,40,Cascade Platinum Plus,Standard Store Fixture,Current
220,48,5,Cascade Platinum Plus,Standard Store Fixture,Current
221,344,44,Cascade Platinum Plus,Standard Store Fixture,Current
222,271,25,Cascade Platinum Plus,Standard Store Fixture,Current
224,272,25,Cascade Platinum Plus,Standard Store Fixture,Current
225,350,44,Cascade Platinum Plus,Standard Store Fixture,Current
226,47,44,Cascade Platinum Plus,Standard Store Fixture,Current
227,344,44,Cascade Platinum Plus,Standard Store Fixture,Current
228,48,5,Cascade Platinum Plus,Standard Store Fixture,Current
229,329,12,Cascade Platinum Plus,Standard Store Fixture,Current
230,321,42,Cascade Platinum Plus,Standard Store Fixture,Current
231,350,44,Cascade Platinum Plus,Standard Store Fixture,Current
232,350,44,Cascade Platinum Plus,Standard Store Fixture,Current
233,271,25,Cascade Platinum Plus,Standard Store Fixture,Current
236,503,6,Cascade Platinum Plus,Standard Store Fixture,Current
237,271,25,Cascade Platinum Plus,Standard Store Fixture,Current
238,147,12,Cascade Platinum Plus,Standard Store Fixture,Current
239,138,14,Cascade Platinum Plus,Standard Store Fixture,Current
240,47,44,Cascade Platinum Plus,Standard Store Fixture,Current
242,410,44,Cascade Platinum Plus,Standard Store Fixture,Current
243,339,40,Cascade Platinum Plus,Standard Store Fixture,Current
244,135,42,Cascade Platinum Plus,Standard Store Fixture,Current
246,345,44,Cascade Platinum Plus,Standard Store Fixture,Current
247,351,44,Cascade Platinum Plus,Standard Store Fixture,Current
248,76,5,Cascade Platinum Plus,Standard Store Fixture,Current
249,503,6,Cascade Platinum Plus,Standard Store Fixture,Current
250,336,40,Cascade Platinum Plus,Standard Store Fixture,Current
251,45,5,Cascade Platinum Plus,Standard Store Fixture,Current
252,271,25,Cascade Platinum Plus,Standard Store Fixture,Current
253,272,25,Cascade Platinum Plus,Standard Store Fixture,Current
254,273,25,Cascade Platinum Plus,Standard Store Fixture,Current
256,341,25,Cascade Platinum Plus,Standard Store Fixture,Current
257,254,41,Cascade Platinum Plus,Standard Store Fixture,Current
258,4,12,Cascade Platinum Plus,Standard Store Fixture,Current
259,583,5,Cascade Platinum Plus,Standard Store Fixture,Current
260,55,5,Cascade Platinum Plus,Standard Store Fixture,Current
261,325,42,Cascade Platinum Plus,Standard Store Fixture,Current
262,271,25,Cascade Platinum Plus,Standard Store Fixture,Current
264,149,12,Cascade Platinum Plus,Standard Store Fixture,Current
265,45,5,Cascade Platinum Plus,Standard Store Fixture,Current
266,50,5,Cascade Platinum Plus,Standard Store Fixture,Current
267,334,42,Cascade Platinum Plus,Standard Store Fixture,Current
268,147,12,Cascade Platinum Plus,Standard Store Fixture,Current
269,349,44,Cascade Platinum Plus,Standard Store Fixture,Current
271,349,44,Cascade Platinum Plus,Standard Store Fixture,Current
272,153,12,Cascade Platinum Plus,Standard Store Fixture,Current
273,4,12,Cascade Platinum Plus,Standard Store Fixture,Current
274,4,12,Cascade Platinum Plus,Standard Store Fixture,Current
275,503,6,Cascade Platinum Plus,Standard Store Fixture,Current
276,351,44,Cascade Platinum Plus,Standard Store Fixture,Current
277,353,44,Cascade Platinum Plus,Standard Store Fixture,Current
278,127,42,Cascade Platinum Plus,Standard Store Fixture,Current
279,321,42,Cascade Platinum Plus,Standard Store Fixture,Current
280,83,5,Cascade Platinum Plus,Standard Store Fixture,Current
281,328,42,Cascade Platinum Plus,Standard Store Fixture,Current
282,253,41,Cascade Platinum Plus,Standard Store Fixture,Current
283,66,13,Cascade Platinum Plus,Standard Store Fixture,Current
284,44,5,Cascade Platinum Plus,Standard Store Fixture,Current
285,503,6,Cascade Platinum Plus,Standard Store Fixture,Current
287,11,14,Cascade Platinum Plus,Standard Store Fixture,Current
288,503,6,Cascade Platinum Plus,Standard Store Fixture,Current
289,327,42,Cascade Platinum Plus,Standard Store Fixture,Current
290,77,6,Cascade Platinum Plus,Standard Store Fixture,Current
292,87,6,Cascade Platinum Plus,Standard Store Fixture,Current
293,85,6,Cascade Platinum Plus,Standard Store Fixture,Current
294,253,41,Cascade Platinum Plus,Standard Store Fixture,Current
295,340,40,Cascade Platinum Plus,Standard Store Fixture,Current
296,325,42,Cascade Platinum Plus,Standard Store Fixture,Current
297,59,6,Cascade Platinum Plus,Standard Store Fixture,Current
298,5,12,Cascade Platinum Plus,Standard Store Fixture,Current
299,254,41,Cascade Platinum Plus,Standard Store Fixture,Current
300,3,14,Cascade Platinum Plus,Standard Store Fixture,Current
301,3,14,Cascade Platinum Plus,Standard Store Fixture,Current
304,149,12,Cascade Platinum Plus,Standard Store Fixture,Current
305,138,14,Cascade Platinum Plus,Standard Store Fixture,Current
306,5,12,Cascade Platinum Plus,Standard Store Fixture,Current
307,135,42,Cascade Platinum Plus,Standard Store Fixture,Current
308,152,41,Cascade Platinum Plus,Standard Store Fixture,Current
309,132,13,Cascade Platinum Plus,Standard Store Fixture,Current
310,132,13,Cascade Platinum Plus,Standard Store Fixture,Current
312,134,13,Cascade Platinum Plus,Standard Store Fixture,Current
313,335,40,Cascade Platinum Plus,Standard Store Fixture,Current
314,151,12,Cascade Platinum Plus,Standard Store Fixture,Current
315,3,14,Cascade Platinum Plus,Standard Store Fixture,Current
316,3,14,Cascade Platinum Plus,Standard Store Fixture,Current
317,272,25,Cascade Platinum Plus,Standard Store Fixture,Current
318,325,42,Cascade Platinum Plus,Standard Store Fixture,Current
319,361,40,Cascade Platinum Plus,Standard Store Fixture,Current
321,85,6,Cascade Platinum Plus,Standard Store Fixture,Current
322,85,6,Cascade Platinum Plus,Standard Store Fixture,Current
323,127,42,Cascade Platinum Plus,Standard Store Fixture,Current
324,356,44,Cascade Platinum Plus,Standard Store Fixture,Current
325,360,40,Cascade Platinum Plus,Standard Store Fixture,Current
326,361,40,Cascade Platinum Plus,Standard Store Fixture,Current
328,341,25,Cascade Platinum Plus,Standard Store Fixture,Current
329,10,14,Cascade Platinum Plus,Standard Store Fixture,Current
330,84,6,Cascade Platinum Plus,Standard Store Fixture,Current
331,66,13,Cascade Platinum Plus,Standard Store Fixture,Current
332,5,12,Cascade Platinum Plus,Standard Store Fixture,Current
333,254,41,Cascade Platinum Plus,Standard Store Fixture,Current
334,275,25,Cascade Platinum Plus,Standard Store Fixture,Current
335,146,41,Cascade Platinum Plus,Standard Store Fixture,Current
336,325,42,Cascade Platinum Plus,Standard Store Fixture,Current
337,335,40,Cascade Platinum Plus,Standard Store Fixture,Current
338,334,42,Cascade Platinum Plus,Standard Store Fixture,Current
340,351,44,Cascade Platinum Plus,Standard Store Fixture,Current
341,407,47,Cascade Platinum Plus,Standard Store Fixture,Current
342,411,47,Cascade Platinum Plus,Standard Store Fixture,Current
343,275,25,Cascade Platinum Plus,Standard Store Fixture,Current
344,65,6,Cascade Platinum Plus,Standard Store Fixture,Current
345,46,5,Cascade Platinum Plus,Standard Store Fixture,Current
346,409,44,Cascade Platinum Plus,Standard Store Fixture,Current
348,327,42,Cascade Platinum Plus,Standard Store Fixture,Current
350,433,47,Cascade Platinum Plus,Standard Store Fixture,Current
351,68,6,Cascade Platinum Plus,Standard Store Fixture,Current
352,271,25,Cascade Platinum Plus,Standard Store Fixture,Current
353,48,5,Cascade Platinum Plus,Standard Store Fixture,Current
354,336,40,Cascade Platinum Plus,Standard Store Fixture,Current
355,10,14,Cascade Platinum Plus,Standard Store Fixture,Current
356,10,14,Cascade Platinum Plus,Standard Store Fixture,Current
357,336,40,Cascade Platinum Plus,Standard Store Fixture,Current
358,321,42,Cascade Platinum Plus,Standard Store Fixture,Current
359,322,42,Cascade Platinum Plus,Standard Store Fixture,Current
360,352,44,Cascade Platinum Plus,Standard Store Fixture,Current
361,341,25,Cascade Platinum Plus,Standard Store Fixture,Current
363,361,40,Cascade Platinum Plus,Standard Store Fixture,Current
364,503,6,Cascade Platinum Plus,Standard Store Fixture,Current
365,140,13,Cascade Platinum Plus,Standard Store Fixture,Current
366,121,2,Cascade Platinum Plus,Standard Store Fixture,Current
368,410,44,Cascade Platinum Plus,Standard Store Fixture,Current
369,406,47,Cascade Platinum Plus,Standard Store Fixture,Current
370,406,47,Cascade Platinum Plus,Standard Store Fixture,Current
371,48,5,Cascade Platinum Plus,Standard Store Fixture,Current
372,406,47,Cascade Platinum Plus,Standard Store Fixture,Current
373,322,42,Cascade Platinum Plus,Standard Store Fixture,Current
374,347,44,Cascade Platinum Plus,Standard Store Fixture,Current
375,5,12,Cascade Platinum Plus,Standard Store Fixture,Current
376,127,42,Cascade Platinum Plus,Standard Store Fixture,Current
377,497,59,Cascade Platinum Plus,Standard Store Fixture,Current
378,411,47,Cascade Platinum Plus,Standard Store Fixture,Current
379,333,40,Cascade Platinum Plus,Standard Store Fixture,Current
381,81,5,Cascade Platinum Plus,Standard Store Fixture,Current
382,410,44,Cascade Platinum Plus,Standard Store Fixture,Current
383,66,13,Cascade Platinum Plus,Standard Store Fixture,Current
384,66,13,Cascade Platinum Plus,Standard Store Fixture,Current
385,84,6,Cascade Platinum Plus,Standard Store Fixture,Current
386,132,13,Cascade Platinum Plus,Standard Store Fixture,Current
387,352,44,Cascade Platinum Plus,Standard Store Fixture,Current
388,321,42,Cascade Platinum Plus,Standard Store Fixture,Current
389,352,44,Cascade Platinum Plus,Standard Store Fixture,Current
390,149,12,Cascade Platinum Plus,Standard Store Fixture,Current
391,4,12,Cascade Platinum Plus,Standard Store Fixture,Current
392,344,44,Cascade Platinum Plus,Standard Store Fixture,Current
393,147,12,Cascade Platinum Plus,Standard Store Fixture,Current
394,137,12,Cascade Platinum Plus,Standard Store Fixture,Current
396,39,2,Cascade Platinum Plus,Standard Store Fixture,Current
397,80,6,Cascade Platinum Plus,Standard Store Fixture,Current
398,46,5,Cascade Platinum Plus,Standard Store Fixture,Current
399,46,5,Cascade Platinum Plus,Standard Store Fixture,Current
400,68,6,Cascade Platinum Plus,Standard Store Fixture,Current
401,131,13,Cascade Platinum Plus,Standard Store Fixture,Current
403,137,12,Cascade Platinum Plus,Standard Store Fixture,Current
404,87,6,Cascade Platinum Plus,Standard Store Fixture,Current
405,134,13,Cascade Platinum Plus,Standard Store Fixture,Current
406,153,12,Cascade Platinum Plus,Standard Store Fixture,Current
407,81,5,Cascade Platinum Plus,Standard Store Fixture,Current
408,66,13,Cascade Platinum Plus,Standard Store Fixture,Current
409,137,12,Cascade Platinum Plus,Standard Store Fixture,Current
410,146,41,Cascade Platinum Plus,Standard Store Fixture,Current
412,45,5,Cascade Platinum Plus,Standard Store Fixture,Current
413,569,6,Cascade Platinum Plus,Standard Store Fixture,Current
414,349,44,Cascade Platinum Plus,Standard Store Fixture,Current
415,132,13,Cascade Platinum Plus,Standard Store Fixture,Current
416,151,12,Cascade Platinum Plus,Standard Store Fixture,Current
417,47,44,Cascade Platinum Plus,Standard Store Fixture,Current
418,407,47,Cascade Platinum Plus,Standard Store Fixture,Current
419,406,47,Cascade Platinum Plus,Standard Store Fixture,Current
420,349,44,Cascade Platinum Plus,Standard Store Fixture,Current
421,479,5,Cascade Platinum Plus,Standard Store Fixture,Current
422,273,25,Cascade Platinum Plus,Standard Store Fixture,Current
423,13,14,Cascade Platinum Plus,Standard Store Fixture,Current
424,8,14,Cascade Platinum Plus,Standard Store Fixture,Current
425,11,14,Cascade Platinum Plus,Standard Store Fixture,Current
426,53,5,Cascade Platinum Plus,Standard Store Fixture,Current
427,47,44,Cascade Platinum Plus,Standard Store Fixture,Current
428,130,13,Cascade Platinum Plus,Standard Store Fixture,Current
429,80,6,Cascade Platinum Plus,Standard Store Fixture,Current
430,253,41,Cascade Platinum Plus,Standard Store Fixture,Current
431,253,41,Cascade Platinum Plus,Standard Store Fixture,Current
434,5,12,Cascade Platinum Plus,Standard Store Fixture,Current
435,272,25,Cascade Platinum Plus,Standard Store Fixture,Current
436,272,25,Cascade Platinum Plus,Standard Store Fixture,Current
437,84,6,Cascade Platinum Plus,Standard Store Fixture,Current
438,74,5,Cascade Platinum Plus,Standard Store Fixture,Current
440,78,6,Cascade Platinum Plus,Standard Store Fixture,Current
443,88,46,Cascade Platinum Plus,Standard Store Fixture,Current
444,333,40,Cascade Platinum Plus,Standard Store Fixture,Current
445,256,41,Cascade Platinum Plus,Standard Store Fixture,Current
446,85,6,Cascade Platinum Plus,Standard Store Fixture,Current
447,88,46,Cascade Platinum Plus,Standard Store Fixture,Current
448,127,42,Cascade Platinum Plus,Standard Store Fixture,Current
450,127,42,Cascade Platinum Plus,Standard Store Fixture,Current
451,359,40,Cascade Platinum Plus,Standard Store Fixture,Current
452,80,6,Cascade Platinum Plus,Standard Store Fixture,Current
454,273,25,Cascade Platinum Plus,Standard Store Fixture,Current
457,66,13,Cascade Platinum Plus,Standard Store Fixture,Current
458,78,6,Cascade Platinum Plus,Standard Store Fixture,Current
459,25,2,Cascade Platinum Plus,Standard Store Fixture,Current
465,77,6,Cascade Platinum Plus,Standard Store Fixture,Current
466,147,12,Cascade Platinum Plus,Standard Store Fixture,Current
467,52,5,Cascade Platinum Plus,Standard Store Fixture,Current
468,47,44,Cascade Platinum Plus,Standard Store Fixture,Current
469,66,13,Cascade Platinum Plus,Standard Store Fixture,Current
470,78,6,Cascade Platinum Plus,Standard Store Fixture,Current
471,49,5,Cascade Platinum Plus,Standard Store Fixture,Current
472,356,44,Cascade Platinum Plus,Standard Store Fixture,Current
473,85,6,Cascade Platinum Plus,Standard Store Fixture,Current
475,83,5,Cascade Platinum Plus,Standard Store Fixture,Current
476,81,5,Cascade Platinum Plus,Standard Store Fixture,Current
477,119,2,Cascade Platinum Plus,Standard Store Fixture,Current
478,77,6,Cascade Platinum Plus,Standard Store Fixture,Current
479,349,44,Cascade Platinum Plus,Standard Store Fixture,Current
480,275,25,Cascade Platinum Plus,Standard Store Fixture,Current
481,273,25,Cascade Platinum Plus,Standard Store Fixture,Current
482,61,6,Cascade Platinum Plus,Standard Store Fixture,Current
483,8,14,Cascade Platinum Plus,Standard Store Fixture,Current
484,411,47,Cascade Platinum Plus,Standard Store Fixture,Current
486,362,40,Cascade Platinum Plus,Standard Store Fixture,Current
488,97,3,Cascade Platinum Plus,Standard Store Fixture,Current
489,128,13,Cascade Platinum Plus,Standard Store Fixture,Current
490,78,6,Cascade Platinum Plus,Standard Store Fixture,Current
491,253,41,Cascade Platinum Plus,Standard Store Fixture,Current
492,273,25,Cascade Platinum Plus,Standard Store Fixture,Current
493,260,41,Cascade Platinum Plus,Standard Store Fixture,Current
494,16,3,Cascade Platinum Plus,Standard Store Fixture,Current
495,138,14,Cascade Platinum Plus,Standard Store Fixture,Current
497,242,41,Cascade Platinum Plus,Standard Store Fixture,Current
498,134,13,Cascade Platinum Plus,Standard Store Fixture,Current
499,344,44,Cascade Platinum Plus,Standard Store Fixture,Current
500,505,46,Cascade Platinum Plus,Standard Store Fixture,Current
501,141,13,Cascade Platinum Plus,Standard Store Fixture,Current
502,129,13,Cascade Platinum Plus,Standard Store Fixture,Current
503,84,6,Cascade Platinum Plus,Standard Store Fixture,Current
504,61,6,Cascade Platinum Plus,Standard Store Fixture,Current
505,134,13,Cascade Platinum Plus,Standard Store Fixture,Current
506,273,25,Cascade Platinum Plus,Standard Store Fixture,Current
507,260,41,Cascade Platinum Plus,Standard Store Fixture,Current
508,506,6,Cascade Platinum Plus,Standard Store Fixture,Current
510,21,2,Cascade Platinum Plus,Standard Store Fixture,Current
511,38,4,Cascade Platinum Plus,Standard Store Fixture,Current
512,505,46,Cascade Platinum Plus,Standard Store Fixture,Current
514,39,2,Cascade Platinum Plus,Standard Store Fixture,Current
515,18,2,Cascade Platinum Plus,Standard Store Fixture,Current
516,45,5,Cascade Platinum Plus,Standard Store Fixture,Current
517,353,44,Cascade Platinum Plus,Standard Store Fixture,Current
518,26,2,Cascade Platinum Plus,Standard Store Fixture,Current
519,260,41,Cascade Platinum Plus,Standard Store Fixture,Current
