Store,Ship date ,Delivered date,Status ,Tracking Number,Service type ,,
79,7/22/2025,7/25/2025,Delivered,446916882112,FedEx Ground,,
80,7/22/2025,7/25/2025,Delivered,446916881951,FedEx Ground,,
81,7/22/2025,7/25/2025,Delivered,446916876790,FedEx Ground,,
82,7/22/2025,7/24/2025,Delivered,446916882513,FedEx Ground,,
83,7/22/2025,7/25/2025,Delivered,446916879079,FedEx Ground,,
85,7/22/2025,7/24/2025,Delivered,446916878933,FedEx Ground,,
86,7/22/2025,7/25/2025,Delivered,446916881610,FedEx Ground,,
87,7/22/2025,7/25/2025,Delivered,446916879539,FedEx Ground,,
88,7/22/2025,7/25/2025,Delivered,446916881712,FedEx Ground,,
89,7/22/2025,7/25/2025,Delivered,446916882042,FedEx Ground,,
90,7/22/2025,7/25/2025,Delivered,446916877065,FedEx Ground,,
91,7/22/2025,7/24/2025,Delivered,446916878657,FedEx Ground,,
92,7/22/2025,7/25/2025,Delivered,446916881804,FedEx Ground,,
93,7/23/2025,7/25/2025,Delivered,446916892503,FedEx Ground,,
94,7/23/2025,7/25/2025,Delivered,446916892488,FedEx Ground,,
95,7/22/2025,7/25/2025,Delivered,446916882580,FedEx Ground,,
96,7/22/2025,7/25/2025,Delivered,446916882189,FedEx Ground,,
97,7/23/2025,7/25/2025,Delivered,446916892466,FedEx Ground,,
98,7/22/2025,7/25/2025,Delivered,446916879388,FedEx Ground,,
99,7/22/2025,7/25/2025,Delivered,446916882785,FedEx Ground,,
100,7/22/2025,7/25/2025,Delivered,446916878348,FedEx Ground,,
101,7/22/2025,7/25/2025,Delivered,446916881870,FedEx Ground,,
102,7/22/2025,7/24/2025,Delivered,446916878727,FedEx Ground,,
103,7/22/2025,7/25/2025,Delivered,446916876860,FedEx Ground,,
104,7/23/2025,7/25/2025,Delivered,446916892282,FedEx Ground,,
105,7/23/2025,7/25/2025,Delivered,446916891952,FedEx Ground,,
106,7/23/2025,7/25/2025,Delivered,446916890706,FedEx Ground,,
107,7/23/2025,7/25/2025,Delivered,446916892374,FedEx Ground,,
108,7/22/2025,7/25/2025,Delivered,446916877915,FedEx Ground,,
109,7/22/2025,7/25/2025,Delivered,446916882248,FedEx Ground,,
110,7/23/2025,7/28/2025,Delivered,446916894918,FedEx Ground,,
111,7/22/2025,7/25/2025,Delivered,446916881182,FedEx Ground,,
112,7/23/2025,7/28/2025,Delivered,446916891404,FedEx Ground,,
113,7/22/2025,7/25/2025,Delivered,446916877960,FedEx Ground,,
114,7/23/2025,7/25/2025,Delivered,446916891963,FedEx Ground,,
115,7/23/2025,7/28/2025,Delivered,446916891389,FedEx Ground,,
116,7/22/2025,7/25/2025,Delivered,446916879517,FedEx Ground,,
117,7/22/2025,7/25/2025,Delivered,446916876893,FedEx Ground,,
118,7/23/2025,7/25/2025,Delivered,446916891985,FedEx Ground,,
119,7/22/2025,7/24/2025,Delivered,446916878510,FedEx Ground,,
120,7/23/2025,7/25/2025,Delivered,446916892319,FedEx Ground,,
121,7/22/2025,7/25/2025,Delivered,446916876985,FedEx Ground,,
122,7/22/2025,7/24/2025,Delivered,446916882524,FedEx Ground,,
123,7/22/2025,7/25/2025,Delivered,446916876827,FedEx Ground,,
124,7/22/2025,7/24/2025,Delivered,446916878705,FedEx Ground,,
125,7/22/2025,7/28/2025,Delivered,446916878094,FedEx Ground,,
126,7/22/2025,7/24/2025,Delivered,446916878716,FedEx Ground,,
127,7/22/2025,7/24/2025,Delivered,446916878820,FedEx Ground,,
128,7/22/2025,7/24/2025,Delivered,446916878587,FedEx Ground,,
129,7/22/2025,7/25/2025,Delivered,446916877558,FedEx Ground,,
130,7/22/2025,7/25/2025,Delivered,446916877021,FedEx Ground,,
131,7/22/2025,7/25/2025,Delivered,446916875820,FedEx Ground,,
132,7/22/2025,7/25/2025,Delivered,446916877433,FedEx Ground,,
133,7/22/2025,7/28/2025,Delivered,446916879057,FedEx Ground,,
134,7/22/2025,7/25/2025,Delivered,446916877488,FedEx Ground,,
135,7/22/2025,7/25/2025,Delivered,446916882204,FedEx Ground,,
136,7/22/2025,7/25/2025,Delivered,446916876919,FedEx Ground,,
137,7/22/2025,7/25/2025,Delivered,446916877180,FedEx Ground,,
138,7/22/2025,7/25/2025,Delivered,446916881609,FedEx Ground,,
139,7/22/2025,7/25/2025,Delivered,446916877812,FedEx Ground,,
140,7/22/2025,7/25/2025,Delivered,446916875500,FedEx Ground,,
141,7/22/2025,7/25/2025,Delivered,446916878072,FedEx Ground,,
143,7/23/2025,7/25/2025,Delivered,446916890717,FedEx Ground,,
144,7/22/2025,7/25/2025,Delivered,446916878392,FedEx Ground,,
145,7/22/2025,7/24/2025,Delivered,446916882693,FedEx Ground,,
146,7/22/2025,7/25/2025,Delivered,446916875670,FedEx Ground,,
147,7/22/2025,7/25/2025,Delivered,446916876735,FedEx Ground,,
148,7/22/2025,7/25/2025,Delivered,446916875810,FedEx Ground,,
149,7/22/2025,7/25/2025,Delivered,446916879366,FedEx Ground,,
150,7/22/2025,7/25/2025,Delivered,446916877422,FedEx Ground,,
151,7/22/2025,7/25/2025,Delivered,446916876941,FedEx Ground,,
152,7/22/2025,7/24/2025,Delivered,446916882866,FedEx Ground,,
153,7/23/2025,7/25/2025,Delivered,446916892102,FedEx Ground,,
154,Will be updated soon,7/28/2025,Delivered,446916903640,FedEx Ground,,
155,7/23/2025,7/25/2025,Delivered,446916892065,FedEx Ground,,
157,7/22/2025,7/24/2025,Delivered,446916878750,FedEx Ground,,
158,7/22/2025,7/25/2025,Delivered,446916875842,FedEx Ground,,
159,7/22/2025,7/25/2025,Delivered,446916881973,FedEx Ground,,
160,7/22/2025,7/24/2025,Delivered,446916878500,FedEx Ground,,
161,7/23/2025,7/25/2025,Delivered,446916892308,FedEx Ground,,
162,7/22/2025,7/25/2025,Delivered,446916877981,FedEx Ground,,
163,7/21/2025,7/24/2025,Delivered,446916875463,FedEx Ground,,
164,7/23/2025,7/25/2025,Delivered,446916891919,FedEx Ground,,
165,7/22/2025,7/25/2025,Delivered,446916875669,FedEx Ground,,
166,7/22/2025,7/25/2025,Delivered,446916881859,FedEx Ground,,
167,7/22/2025,7/25/2025,Delivered,446916879138,FedEx Ground,,
168,7/22/2025,7/25/2025,Delivered,446916877249,FedEx Ground,,
169,7/22/2025,7/24/2025,Delivered,446916878830,FedEx Ground,,
170,7/22/2025,7/25/2025,Delivered,446916879171,FedEx Ground,,
171,7/22/2025,7/25/2025,Delivered,446916879105,FedEx Ground,,
172,7/22/2025,7/25/2025,Delivered,446916882774,FedEx Ground,,
173,7/22/2025,7/25/2025,Delivered,446916882557,FedEx Ground,,
174,7/23/2025,7/28/2025,Delivered,446916896976,FedEx Ground,,
175,7/23/2025,7/28/2025,Delivered,446916892525,FedEx Ground,,
176,7/23/2025,7/25/2025,Delivered,446916892076,FedEx Ground,,
177,7/23/2025,7/25/2025,Delivered,446916892363,FedEx Ground,,
178,7/22/2025,7/25/2025,Delivered,446916877444,FedEx Ground,,
179,7/22/2025,7/25/2025,Delivered,446916881561,FedEx Ground,,
180,7/22/2025,7/25/2025,Delivered,446916875555,FedEx Ground,,
181,7/22/2025,7/25/2025,Delivered,446916875739,FedEx Ground,,
182,7/23/2025,7/25/2025,Delivered,446916892043,FedEx Ground,,
183,7/23/2025,7/25/2025,Delivered,446916891687,FedEx Ground,,
184,7/22/2025,7/25/2025,Delivered,446916882432,FedEx Ground,,
185,7/22/2025,7/25/2025,Delivered,446916874949,FedEx Ground,,
186,7/22/2025,7/25/2025,Delivered,446916881080,FedEx Ground,,
188,7/22/2025,7/24/2025,Delivered,446916882546,FedEx Ground,,
189,7/22/2025,7/25/2025,Delivered,446916882605,FedEx Ground,,
190,7/22/2025,7/24/2025,Delivered,446916882487,FedEx Ground,,
192,7/23/2025,7/25/2025,Delivered,446916892250,FedEx Ground,,
194,7/21/2025,7/24/2025,Delivered,446916873780,FedEx Ground,,
195,7/22/2025,7/25/2025,Delivered,446916882421,FedEx Ground,,
196,7/22/2025,7/24/2025,Delivered,446916882958,FedEx Ground,,
197,7/22/2025,7/24/2025,Delivered,446916883564,FedEx Ground,,
198,7/22/2025,7/24/2025,Delivered,446916882969,FedEx Ground,,
199,7/22/2025,7/24/2025,Delivered,446916883071,FedEx Ground,,
200,7/22/2025,7/24/2025,Delivered,446916883082,FedEx Ground,,
201,7/22/2025,7/24/2025,Delivered,446916883314,FedEx Ground,,
202,7/22/2025,7/25/2025,Delivered,446916876643,FedEx Ground,,
203,7/22/2025,7/25/2025,Delivered,446916882190,FedEx Ground,,
204,7/23/2025,7/28/2025,Delivered,446916890511,FedEx Ground,,
205,7/23/2025,7/28/2025,Delivered,446916891665,FedEx Ground,,
206,7/22/2025,7/25/2025,Delivered,446916876460,FedEx Ground,,
207,7/22/2025,7/25/2025,Delivered,446916877308,FedEx Ground,,
209,7/22/2025,7/25/2025,Delivered,446916878017,FedEx Ground,,
210,7/22/2025,7/25/2025,Delivered,446916876838,FedEx Ground,,
211,7/22/2025,7/25/2025,Delivered,446916874651,FedEx Ground,,
212,7/22/2025,7/25/2025,Delivered,446916877878,FedEx Ground,,
213,7/22/2025,7/24/2025,Delivered,446916883336,FedEx Ground,,
214,7/21/2025,7/24/2025,Delivered,446916875485,FedEx Ground,,
216,7/22/2025,7/24/2025,Delivered,446916882914,FedEx Ground,,
217,7/22/2025,7/25/2025,Delivered,446916876481,FedEx Ground,,
218,7/23/2025,7/25/2025,Delivered,446916892260,FedEx Ground,,
219,7/22/2025,7/25/2025,Delivered,446916881907,FedEx Ground,,
220,7/22/2025,7/25/2025,Delivered,446916875338,FedEx Ground,,
221,7/22/2025,7/25/2025,Delivered,446916877775,FedEx Ground,,
222,7/22/2025,7/24/2025,Delivered,446916883244,FedEx Ground,,
224,7/22/2025,7/24/2025,Delivered,446916882970,FedEx Ground,,
225,7/22/2025,7/25/2025,Delivered,446916877801,FedEx Ground,,
226,7/22/2025,7/25/2025,Delivered,446916875740,FedEx Ground,,
227,7/22/2025,7/25/2025,Delivered,446916877926,FedEx Ground,,
228,7/22/2025,7/25/2025,Delivered,446916875327,FedEx Ground,,
229,7/22/2025,7/24/2025,Delivered,446916878532,FedEx Ground,,
230,7/22/2025,7/25/2025,Delivered,446916878109,FedEx Ground,,
231,7/22/2025,7/25/2025,Delivered,446916876850,FedEx Ground,,
232,7/22/2025,7/25/2025,Delivered,446916876930,FedEx Ground,,
233,7/22/2025,7/24/2025,Delivered,446916882947,FedEx Ground,,
234,7/22/2025,7/25/2025,Delivered,446916882260,FedEx Ground,,
236,7/22/2025,7/25/2025,Delivered,446916875511,FedEx Ground,,
237,7/22/2025,7/24/2025,Delivered,446916882936,FedEx Ground,,
238,7/23/2025,7/25/2025,Delivered,446916892227,FedEx Ground,,
239,7/23/2025,7/25/2025,Delivered,446916891838,FedEx Ground,,
240,7/22/2025,7/25/2025,Delivered,446916875831,FedEx Ground,,
242,7/22/2025,7/25/2025,Delivered,446916881425,FedEx Ground,,
243,7/22/2025,7/24/2025,Delivered,446916882627,FedEx Ground,,
244,7/22/2025,7/25/2025,Delivered,446916879150,FedEx Ground,,
246,7/22/2025,7/26/2025,Delivered,446916877216,FedEx Ground,,
247,7/22/2025,7/25/2025,Delivered,446916876996,FedEx Ground,,
248,7/22/2025,7/25/2025,Delivered,446916874630,FedEx Ground,,
249,7/22/2025,7/25/2025,Delivered,446916874261,FedEx Ground,,
250,7/22/2025,7/25/2025,Delivered,446916881881,FedEx Ground,,
251,7/22/2025,7/28/2025,Delivered,446916875533,FedEx Ground,,
252,7/22/2025,7/24/2025,Delivered,446916883005,FedEx Ground,,
253,7/22/2025,7/24/2025,Delivered,446916883347,FedEx Ground,,
254,7/22/2025,7/24/2025,Delivered,446916883174,FedEx Ground,,
256,7/22/2025,7/24/2025,Delivered,446916883370,FedEx Ground,,
257,7/23/2025,7/25/2025,Delivered,446916890522,FedEx Ground,,
258,7/23/2025,7/25/2025,Delivered,446916891996,FedEx Ground,,
259,7/22/2025,7/25/2025,Delivered,446916876356,FedEx Ground,,
260,7/22/2025,7/25/2025,Delivered,446916876069,FedEx Ground,,
261,7/22/2025,7/24/2025,Delivered,446916878988,FedEx Ground,,
262,7/22/2025,7/24/2025,Delivered,446916883027,FedEx Ground,,
264,7/23/2025,7/25/2025,Delivered,446916893430,FedEx Ground,,
265,7/22/2025,7/25/2025,Delivered,446916876070,FedEx Ground,,
266,7/22/2025,7/25/2025,Delivered,446916875280,FedEx Ground,,
267,7/22/2025,7/25/2025,Delivered,446916882053,FedEx Ground,,
268,7/23/2025,7/25/2025,Delivered,446916892271,FedEx Ground,,
269,7/22/2025,7/25/2025,Delivered,446916877514,FedEx Ground,,
271,7/22/2025,7/25/2025,Delivered,446916874960,FedEx Ground,,
272,7/23/2025,7/25/2025,Delivered,446916893407,FedEx Ground,,
273,7/23/2025,7/25/2025,Delivered,446916891941,FedEx Ground,,
274,7/23/2025,7/25/2025,Delivered,446916891920,FedEx Ground,,
275,7/22/2025,7/25/2025,Delivered,446916874206,FedEx Ground,,
276,7/22/2025,7/25/2025,Delivered,446916876974,FedEx Ground,,
277,7/22/2025,7/28/2025,Delivered,446916877591,FedEx Ground,,
278,7/22/2025,7/25/2025,Delivered,446916879491,FedEx Ground,,
279,7/22/2025,7/25/2025,Delivered,446916879046,FedEx Ground,,
280,7/22/2025,7/28/2025,Delivered,446916874684,FedEx Ground,,
281,7/22/2025,7/25/2025,Delivered,446916878495,FedEx Ground,,
282,7/23/2025,7/25/2025,Delivered,446916890658,FedEx Ground,,
283,7/21/2025,7/24/2025,Delivered,446916873622,FedEx Ground,,
284,7/22/2025,7/25/2025,Delivered,446916875246,FedEx Ground,,
285,7/22/2025,7/25/2025,Delivered,446916874239,FedEx Ground,,
286,7/22/2025,7/25/2025,Delivered,446916876183,FedEx Ground,,
287,7/23/2025,7/25/2025,Delivered,446916894436,FedEx Ground,,
288,7/21/2025,7/24/2025,Delivered,446916875452,FedEx Ground,,
289,7/22/2025,7/25/2025,Delivered,446916879127,FedEx Ground,,
290,7/21/2025,7/24/2025,Delivered,446916872501,FedEx Ground,,
292,7/21/2025,7/24/2025,Delivered,446916872486,FedEx Ground,,
293,7/21/2025,7/24/2025,Delivered,446916873482,FedEx Ground,,
294,7/23/2025,7/25/2025,Delivered,446916890555,FedEx Ground,,
295,7/22/2025,7/24/2025,Delivered,446916882855,FedEx Ground,,
296,7/22/2025,7/24/2025,Delivered,446916878110,FedEx Ground,,
297,7/22/2025,7/25/2025,Delivered,446916874170,FedEx Ground,,
298,7/23/2025,7/25/2025,Delivered,446916894138,FedEx Ground,,
299,7/23/2025,7/25/2025,Delivered,446916890669,FedEx Ground,,
300,7/23/2025,7/25/2025,Delivered,446916893944,FedEx Ground,,
301,7/23/2025,7/25/2025,Delivered,446916894150,FedEx Ground,,
302,7/22/2025,7/24/2025,Delivered,446916882903,FedEx Ground,,
303,7/23/2025,7/25/2025,Delivered,446916892135,FedEx Ground,,
304,7/23/2025,7/25/2025,Delivered,446916893201,FedEx Ground,,
305,7/23/2025,7/25/2025,Delivered,446916891871,FedEx Ground,,
306,7/23/2025,7/25/2025,Delivered,446916894790,FedEx Ground,,
307,7/22/2025,7/25/2025,Delivered,446916879311,FedEx Ground,,
308,7/23/2025,7/25/2025,Delivered,446916893006,FedEx Ground,,
309,7/22/2025,7/25/2025,Delivered,446916879984,FedEx Ground,,
310,7/22/2025,7/25/2025,Delivered,446916879940,FedEx Ground,,
311,7/22/2025,7/25/2025,Delivered,446916879929,FedEx Ground,,
312,7/22/2025,7/25/2025,Delivered,446916879860,FedEx Ground,,
313,7/22/2025,7/24/2025,Delivered,446916882800,FedEx Ground,,
314,7/23/2025,7/25/2025,Delivered,446916893050,FedEx Ground,,
315,7/23/2025,7/25/2025,Delivered,446916894675,FedEx Ground,,
316,7/23/2025,7/25/2025,Delivered,446916894149,FedEx Ground,,
317,7/22/2025,7/24/2025,Delivered,446916883152,FedEx Ground,,
318,7/22/2025,7/24/2025,Delivered,446916878966,FedEx Ground,,
319,7/22/2025,7/25/2025,Delivered,446916882362,FedEx Ground,,
320,7/22/2025,7/25/2025,Delivered,446916874640,FedEx Ground,,
321,7/21/2025,7/24/2025,Delivered,446916873520,FedEx Ground,,
322,7/21/2025,7/24/2025,Delivered,446916873541,FedEx Ground,,
323,7/22/2025,7/25/2025,Delivered,446916879540,FedEx Ground,,
324,7/22/2025,7/25/2025,Delivered,446916877396,FedEx Ground,,
325,7/22/2025,7/25/2025,Delivered,446916882351,FedEx Ground,,
326,7/22/2025,7/25/2025,Delivered,446916882410,FedEx Ground,,
328,7/22/2025,7/24/2025,Delivered,446916883233,FedEx Ground,,
329,7/23/2025,7/25/2025,Delivered,446916893955,FedEx Ground,,
330,7/21/2025,7/24/2025,Delivered,446916873460,FedEx Ground,,
331,7/22/2025,7/25/2025,Delivered,446916879790,FedEx Ground,,
332,7/23/2025,7/25/2025,Delivered,446916894182,FedEx Ground,,
333,7/23/2025,7/25/2025,Delivered,446916890566,FedEx Ground,,
334,7/22/2025,7/24/2025,Delivered,446916883093,FedEx Ground,,
335,7/23/2025,7/25/2025,Delivered,446916892330,FedEx Ground,,
336,7/22/2025,7/24/2025,Delivered,446916878738,FedEx Ground,,
337,7/22/2025,7/24/2025,Delivered,446916882568,FedEx Ground,,
338,7/22/2025,7/25/2025,Delivered,446916882156,FedEx Ground,,
339,7/22/2025,7/25/2025,Delivered,446916879080,FedEx Ground,,
340,7/22/2025,7/25/2025,Delivered,446916877010,FedEx Ground,,
341,7/22/2025,7/25/2025,Delivered,446916881252,FedEx Ground,,
342,7/22/2025,7/25/2025,Delivered,446916881300,FedEx Ground,,
343,7/22/2025,7/24/2025,Delivered,446916883119,FedEx Ground,,
344,7/21/2025,7/24/2025,Delivered,446916873986,FedEx Ground,,
345,7/22/2025,7/25/2025,Delivered,446916875522,FedEx Ground,,
346,7/22/2025,7/25/2025,Delivered,446916881116,FedEx Ground,,
347,7/23/2025,7/25/2025,Delivered,446916892021,FedEx Ground,,
348,7/22/2025,7/25/2025,Delivered,446916879116,FedEx Ground,,
350,7/22/2025,7/25/2025,Delivered,446916880565,FedEx Ground,,
351,7/21/2025,7/24/2025,Delivered,446916874147,FedEx Ground,,
352,7/22/2025,7/24/2025,Delivered,446916883299,FedEx Ground,,
353,7/22/2025,7/25/2025,Delivered,446916874813,FedEx Ground,,
354,7/22/2025,7/25/2025,Delivered,446916882010,FedEx Ground,,
355,7/23/2025,7/25/2025,Delivered,446916893598,FedEx Ground,,
356,7/23/2025,7/25/2025,Delivered,446916893565,FedEx Ground,,
357,7/22/2025,7/25/2025,Delivered,446916882009,FedEx Ground,,
358,7/22/2025,7/25/2025,Delivered,446916878040,FedEx Ground,,
359,7/22/2025,7/25/2025,Delivered,446916878407,FedEx Ground,,
360,7/22/2025,7/25/2025,Delivered,446916877293,FedEx Ground,,
361,7/22/2025,7/24/2025,Delivered,446916883277,FedEx Ground,,
362,7/23/2025,7/28/2025,Delivered,446916894399,FedEx Ground,,
363,7/22/2025,7/25/2025,Delivered,446916881892,FedEx Ground,,
364,7/21/2025,7/24/2025,Delivered,446916875496,FedEx Ground,,
365,7/23/2025,7/25/2025,Delivered,446916891757,FedEx Ground,,
366,7/23/2025,7/25/2025,Delivered,446916893017,FedEx Ground,,
368,7/22/2025,7/25/2025,Delivered,446916880911,FedEx Ground,,
369,7/22/2025,7/25/2025,Delivered,446916881035,FedEx Ground,,
370,7/22/2025,7/25/2025,Delivered,446916881046,FedEx Ground,,
371,7/22/2025,7/25/2025,Delivered,446916875290,FedEx Ground,,
372,7/22/2025,7/25/2025,Delivered,446916880830,FedEx Ground,,
373,7/22/2025,7/25/2025,Delivered,446916878289,FedEx Ground,,
374,7/22/2025,7/25/2025,Delivered,446916877000,FedEx Ground,,
375,7/23/2025,7/25/2025,Delivered,446916894220,FedEx Ground,,
376,7/22/2025,7/25/2025,Delivered,446916879469,FedEx Ground,,
377,Will be updated soon,7/28/2025,Delivered,446916900994,FedEx Ground,,
378,7/22/2025,7/25/2025,Delivered,446916881296,FedEx Ground,,
379,7/22/2025,7/25/2025,Delivered,446916881686,FedEx Ground,,
381,7/22/2025,7/25/2025,Delivered,446916874776,FedEx Ground,,
382,7/22/2025,7/25/2025,Delivered,446916881436,FedEx Ground,,
383,7/21/2025,7/24/2025,Delivered,446916873585,FedEx Ground,,
384,7/21/2025,7/24/2025,Delivered,446916873574,FedEx Ground,,
385,7/21/2025,7/24/2025,Delivered,446916873450,FedEx Ground,,
386,7/22/2025,7/25/2025,Delivered,446916879918,FedEx Ground,,
387,7/22/2025,7/25/2025,Delivered,446916876849,FedEx Ground,,
388,7/22/2025,7/25/2025,Delivered,446916878061,FedEx Ground,,
389,7/22/2025,7/25/2025,Delivered,446916877937,FedEx Ground,,
390,7/23/2025,7/25/2025,Delivered,446916893186,FedEx Ground,,
391,7/23/2025,7/25/2025,Delivered,446916892010,FedEx Ground,,
392,7/22/2025,7/25/2025,Delivered,446916877797,FedEx Ground,,
393,7/23/2025,7/25/2025,Delivered,446916892341,FedEx Ground,,
394,7/23/2025,7/25/2025,Delivered,446916894311,FedEx Ground,,
395,7/21/2025,7/24/2025,Delivered,446916872660,FedEx Ground,,
396,Will be updated soon,7/28/2025,Delivered,446916900376,FedEx Ground,,
397,7/21/2025,7/24/2025,Delivered,446916872810,FedEx Ground,,
398,7/22/2025,7/25/2025,Delivered,446916875691,FedEx Ground,,
399,7/22/2025,7/25/2025,Delivered,446916875706,FedEx Ground,,
400,7/22/2025,7/25/2025,Delivered,446916874272,FedEx Ground,,
401,7/22/2025,7/25/2025,Delivered,446916879723,FedEx Ground,,
402,7/22/2025,7/25/2025,Delivered,446916879973,FedEx Ground,,
403,7/23/2025,7/25/2025,Delivered,446916894300,FedEx Ground,,
404,7/21/2025,7/24/2025,Delivered,446916872420,FedEx Ground,,
405,7/22/2025,7/25/2025,Delivered,446916879193,FedEx Ground,,
406,7/23/2025,7/25/2025,Delivered,446916893212,FedEx Ground,,
407,7/22/2025,7/25/2025,Delivered,446916874743,FedEx Ground,,
408,7/21/2025,7/24/2025,Delivered,446916873600,FedEx Ground,,
