Store Nbr,Curr Str On Hand Qty,Item Nbr,Item Desc 1,UPC
5444,4,4021788,ELECARE JR. UNF PWDR,7007455254
5481,4,555173533,SIM ALI 12.1OZ,7007464712
5600,4,587682371,SIM 3TC ADV 20.6OZ,7007468064
5633,4,587577957,SIM ORG A2 TOD,7007468105
5697,4,587577952,SIM PRO-ADV 20.6OZ,7007468089
5702,4,568001502,SIMILAC PRO-ADVANCE,7007466656
5706,4,587577952,SIM PRO-ADV 20.6OZ,7007468089
5716,4,587577956,SIM PRO-TC 20.1OZ,7007468108
5716,4,587682371,SIM 3TC ADV 20.6OZ,7007468064
5725,4,587577953,SIM PRO-SEN 20.1OZ,7007468091
5752,4,587577952,SIM PRO-ADV 20.6OZ,7007468089
5831,4,587682370,SIM 3TC SEN 20.1OZ,7007468071
5846,4,587577957,SIM ORG A2 TOD,7007468105
5886,4,587577956,SIM PRO-TC 20.1OZ,7007468108
5893,4,587682371,SIM 3TC ADV 20.6OZ,7007468064
5939,4,587682371,SIM 3TC ADV 20.6OZ,7007468064
6176,4,2617640,SIM ADV ORG 1.45LB,7007450822
6500,4,555173533,SIM ALI 12.1OZ,7007464712
6943,4,556053891,SIM ALI 19.8OZ,7007464718
7168,4,551144162,SIM COMF 12OZ,7007462600
7177,4,587577949,SIM SPIT UP 19.5OZ,7007468087
7324,4,582494900,SIMILAC ADVANCE 34OZ,7007467488
52,3,587577951,SIM ORG 20.6OZ,7007468093
64,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
80,3,587577951,SIM ORG 20.6OZ,7007468093
80,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
94,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
95,3,4021788,ELECARE JR. UNF PWDR,7007455254
159,3,2617742,SIM SPIT 12.3OZ,7007450960
175,3,582494900,SIMILAC ADVANCE 34OZ,7007467488
242,3,587577951,SIM ORG 20.6OZ,7007468093
258,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
284,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
290,3,2617742,SIM SPIT 12.3OZ,7007450960
325,3,4021620,ELECARE JR VAN PWDR,7007456586
337,3,551144162,SIM COMF 12OZ,7007462600
355,3,587577956,SIM PRO-TC 20.1OZ,7007468108
405,3,551174934,ELECARE 14.1OZ,7007453511
405,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
428,3,555173533,SIM ALI 12.1OZ,7007464712
590,3,2617742,SIM SPIT 12.3OZ,7007450960
622,3,587577956,SIM PRO-TC 20.1OZ,7007468108
627,3,551174934,ELECARE 14.1OZ,7007453511
629,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
630,3,588827339,SIM ADV 20.6OZ,7007468085
645,3,2617742,SIM SPIT 12.3OZ,7007450960
664,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
709,3,551144162,SIM COMF 12OZ,7007462600
786,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
786,3,587577955,SIM ORG A2 IF 20.6OZ,7007468100
800,3,2617742,SIM SPIT 12.3OZ,7007450960
874,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
887,3,587682370,SIM 3TC SEN 20.1OZ,7007468071
903,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
916,3,4021788,ELECARE JR. UNF PWDR,7007455254
950,3,2617742,SIM SPIT 12.3OZ,7007450960
950,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
950,3,587577955,SIM ORG A2 IF 20.6OZ,7007468100
966,3,555173533,SIM ALI 12.1OZ,7007464712
1010,3,551174934,ELECARE 14.1OZ,7007453511
1018,3,587577949,SIM SPIT UP 19.5OZ,7007468087
1024,3,587577956,SIM PRO-TC 20.1OZ,7007468108
1037,3,551144162,SIM COMF 12OZ,7007462600
1040,3,587577957,SIM ORG A2 TOD,7007468105
1058,3,587577956,SIM PRO-TC 20.1OZ,7007468108
1130,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
1173,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
1185,3,568001502,SIMILAC PRO-ADVANCE,7007466656
1230,3,2617742,SIM SPIT 12.3OZ,7007450960
1248,3,587577973,SIM SEN 20.1OZ,7007468083
1280,3,551174934,ELECARE 14.1OZ,7007453511
1286,3,587577949,SIM SPIT UP 19.5OZ,7007468087
1290,3,587577949,SIM SPIT UP 19.5OZ,7007468087
1383,3,556053891,SIM ALI 19.8OZ,7007464718
1383,3,587577973,SIM SEN 20.1OZ,7007468083
1385,3,2617742,SIM SPIT 12.3OZ,7007450960
1385,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
1425,3,2617742,SIM SPIT 12.3OZ,7007450960
1449,3,555173533,SIM ALI 12.1OZ,7007464712
1488,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
1515,3,587577949,SIM SPIT UP 19.5OZ,7007468087
1519,3,551174934,ELECARE 14.1OZ,7007453511
1530,3,551144162,SIM COMF 12OZ,7007462600
1530,3,587577955,SIM ORG A2 IF 20.6OZ,7007468100
1587,3,587577949,SIM SPIT UP 19.5OZ,7007468087
1668,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
1738,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
1764,3,551144162,SIM COMF 12OZ,7007462600
1766,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
1774,3,4021788,ELECARE JR. UNF PWDR,7007455254
1785,3,587577951,SIM ORG 20.6OZ,7007468093
1800,3,551144162,SIM COMF 12OZ,7007462600
1804,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
1809,3,4021788,ELECARE JR. UNF PWDR,7007455254
1829,3,556053891,SIM ALI 19.8OZ,7007464718
1835,3,551144162,SIM COMF 12OZ,7007462600
1851,3,555173533,SIM ALI 12.1OZ,7007464712
1884,3,587577955,SIM ORG A2 IF 20.6OZ,7007468100
1895,3,4021788,ELECARE JR. UNF PWDR,7007455254
1916,3,555173533,SIM ALI 12.1OZ,7007464712
1916,3,587577951,SIM ORG 20.6OZ,7007468093
1916,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
1938,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
2092,3,587577949,SIM SPIT UP 19.5OZ,7007468087
2096,3,551174934,ELECARE 14.1OZ,7007453511
2128,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
2141,3,551174934,ELECARE 14.1OZ,7007453511
2176,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
2221,3,551144162,SIM COMF 12OZ,7007462600
2248,3,551174934,ELECARE 14.1OZ,7007453511
2250,3,587577973,SIM SEN 20.1OZ,7007468083
2252,3,555173533,SIM ALI 12.1OZ,7007464712
2265,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
2273,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
2299,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
2341,3,555173533,SIM ALI 12.1OZ,7007464712
2348,3,588827339,SIM ADV 20.6OZ,7007468085
2432,3,555173533,SIM ALI 12.1OZ,7007464712
2445,3,555173533,SIM ALI 12.1OZ,7007464712
2464,3,551174934,ELECARE 14.1OZ,7007453511
2531,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
2536,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
2555,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
2588,3,2617742,SIM SPIT 12.3OZ,7007450960
2591,3,587577957,SIM ORG A2 TOD,7007468105
2614,3,2617742,SIM SPIT 12.3OZ,7007450960
2614,3,587577949,SIM SPIT UP 19.5OZ,7007468087
2641,3,587577955,SIM ORG A2 IF 20.6OZ,7007468100
2651,3,551174934,ELECARE 14.1OZ,7007453511
2674,3,551174934,ELECARE 14.1OZ,7007453511
2705,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
2743,3,587577951,SIM ORG 20.6OZ,7007468093
2754,3,4021620,ELECARE JR VAN PWDR,7007456586
2804,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
2834,3,551144162,SIM COMF 12OZ,7007462600
2853,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
2912,3,4021788,ELECARE JR. UNF PWDR,7007455254
2936,3,587577956,SIM PRO-TC 20.1OZ,7007468108
3013,3,587682371,SIM 3TC ADV 20.6OZ,7007468064
3019,3,588827339,SIM ADV 20.6OZ,7007468085
3078,3,587577951,SIM ORG 20.6OZ,7007468093
3127,3,551144162,SIM COMF 12OZ,7007462600
3135,3,587577956,SIM PRO-TC 20.1OZ,7007468108
3183,3,551174934,ELECARE 14.1OZ,7007453511
3228,3,551144162,SIM COMF 12OZ,7007462600
3230,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
3324,3,4021788,ELECARE JR. UNF PWDR,7007455254
3366,3,551144162,SIM COMF 12OZ,7007462600
3395,3,4021620,ELECARE JR VAN PWDR,7007456586
3406,3,582494900,SIMILAC ADVANCE 34OZ,7007467488
3406,3,587577957,SIM ORG A2 TOD,7007468105
3407,3,4021620,ELECARE JR VAN PWDR,7007456586
3432,3,568001502,SIMILAC PRO-ADVANCE,7007466656
3461,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
3477,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
3527,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
3544,3,555173533,SIM ALI 12.1OZ,7007464712
3545,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
3584,3,556053891,SIM ALI 19.8OZ,7007464718
3598,3,4021788,ELECARE JR. UNF PWDR,7007455254
3598,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
3599,3,555173533,SIM ALI 12.1OZ,7007464712
3599,3,587577949,SIM SPIT UP 19.5OZ,7007468087
3610,3,555173533,SIM ALI 12.1OZ,7007464712
3615,3,587577973,SIM SEN 20.1OZ,7007468083
3615,3,588827339,SIM ADV 20.6OZ,7007468085
3726,3,4021620,ELECARE JR VAN PWDR,7007456586
3749,3,587577957,SIM ORG A2 TOD,7007468105
3781,3,587577949,SIM SPIT UP 19.5OZ,7007468087
3781,3,587682371,SIM 3TC ADV 20.6OZ,7007468064
4054,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
4057,3,4021788,ELECARE JR. UNF PWDR,7007455254
4274,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
4283,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
4321,3,4021788,ELECARE JR. UNF PWDR,7007455254
4417,3,596605929,SIM ALI TODD 12.1OZ,7007468399
4529,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
4553,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
4588,3,551174934,ELECARE 14.1OZ,7007453511
4627,3,568001502,SIMILAC PRO-ADVANCE,7007466656
4659,3,2617742,SIM SPIT 12.3OZ,7007450960
4667,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
4669,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
4848,3,551174934,ELECARE 14.1OZ,7007453511
5012,3,587577951,SIM ORG 20.6OZ,7007468093
5012,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
5040,3,551174934,ELECARE 14.1OZ,7007453511
5043,3,582494955,SIMILAC SENSITV 34OZ,7007467490
5103,3,551174934,ELECARE 14.1OZ,7007453511
5111,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
5183,3,582494955,SIMILAC SENSITV 34OZ,7007467490
5196,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
5197,3,556053891,SIM ALI 19.8OZ,7007464718
5296,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
5311,3,555173533,SIM ALI 12.1OZ,7007464712
5312,3,587577957,SIM ORG A2 TOD,7007468105
5439,3,587577957,SIM ORG A2 TOD,7007468105
5443,3,555173533,SIM ALI 12.1OZ,7007464712
5466,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
5481,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
5612,3,587577955,SIM ORG A2 IF 20.6OZ,7007468100
5616,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
5646,3,587577952,SIM PRO-ADV 20.6OZ,7007468089
5695,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
5716,3,594801467,ELECARE UNF PWD UNIT,7007453511
5761,3,551174934,ELECARE 14.1OZ,7007453511
5764,3,2617742,SIM SPIT 12.3OZ,7007450960
5841,3,555173533,SIM ALI 12.1OZ,7007464712
5929,3,587577957,SIM ORG A2 TOD,7007468105
5981,3,587682371,SIM 3TC ADV 20.6OZ,7007468064
6172,3,582494955,SIMILAC SENSITV 34OZ,7007467490
6300,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
6394,3,4021788,ELECARE JR. UNF PWDR,7007455254
6469,3,551144162,SIM COMF 12OZ,7007462600
6477,3,555173533,SIM ALI 12.1OZ,7007464712
6578,3,587577953,SIM PRO-SEN 20.1OZ,7007468091
6943,3,555173533,SIM ALI 12.1OZ,7007464712
6966,3,582494900,SIMILAC ADVANCE 34OZ,7007467488
7177,3,551144162,SIM COMF 12OZ,7007462600
7235,3,2617742,SIM SPIT 12.3OZ,7007450960
7246,3,551174932,SIM SUPP NGMO 1.45LB,7007462950
7251,3,587577956,SIM PRO-TC 20.1OZ,7007468108
26,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
54,2,555173533,SIM ALI 12.1OZ,7007464712
70,2,550458925,PR ELECARE JR VANI,7007456586
80,2,587577956,SIM PRO-TC 20.1OZ,7007468108
91,2,594801467,ELECARE UNF PWD UNIT,7007453511
106,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
112,2,4021620,ELECARE JR VAN PWDR,7007456586
149,2,2617742,SIM SPIT 12.3OZ,7007450960
175,2,587577955,SIM ORG A2 IF 20.6OZ,7007468100
175,2,587577956,SIM PRO-TC 20.1OZ,7007468108
205,2,587577956,SIM PRO-TC 20.1OZ,7007468108
214,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
227,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
234,2,4021620,ELECARE JR VAN PWDR,7007456586
258,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
295,2,4021620,ELECARE JR VAN PWDR,7007456586
308,2,551174932,SIM SUPP NGMO 1.45LB,7007462950
332,2,587577956,SIM PRO-TC 20.1OZ,7007468108
340,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
347,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
359,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
387,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
391,2,587577956,SIM PRO-TC 20.1OZ,7007468108
399,2,2617742,SIM SPIT 12.3OZ,7007450960
406,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
428,2,587577973,SIM SEN 20.1OZ,7007468083
472,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
565,2,551144162,SIM COMF 12OZ,7007462600
577,2,4021620,ELECARE JR VAN PWDR,7007456586
577,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
578,2,4021788,ELECARE JR. UNF PWDR,7007455254
604,2,587577955,SIM ORG A2 IF 20.6OZ,7007468100
622,2,551144162,SIM COMF 12OZ,7007462600
625,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
629,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
630,2,551144162,SIM COMF 12OZ,7007462600
630,2,587577951,SIM ORG 20.6OZ,7007468093
630,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
630,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
636,2,568001502,SIMILAC PRO-ADVANCE,7007466656
652,2,4021788,ELECARE JR. UNF PWDR,7007455254
659,2,588827339,SIM ADV 20.6OZ,7007468085
686,2,587682370,SIM 3TC SEN 20.1OZ,7007468071
686,2,588827339,SIM ADV 20.6OZ,7007468085
708,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
719,2,4021620,ELECARE JR VAN PWDR,7007456586
768,2,587577955,SIM ORG A2 IF 20.6OZ,7007468100
786,2,556053891,SIM ALI 19.8OZ,7007464718
786,2,587577973,SIM SEN 20.1OZ,7007468083
843,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
848,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
848,2,587577973,SIM SEN 20.1OZ,7007468083
856,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
875,2,551144162,SIM COMF 12OZ,7007462600
876,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
887,2,555173533,SIM ALI 12.1OZ,7007464712
903,2,2617742,SIM SPIT 12.3OZ,7007450960
903,2,4021788,ELECARE JR. UNF PWDR,7007455254
903,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
909,2,587682370,SIM 3TC SEN 20.1OZ,7007468071
916,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
919,2,587577957,SIM ORG A2 TOD,7007468105
942,2,587577957,SIM ORG A2 TOD,7007468105
950,2,587577949,SIM SPIT UP 19.5OZ,7007468087
962,2,555173533,SIM ALI 12.1OZ,7007464712
969,2,582494955,SIMILAC SENSITV 34OZ,7007467490
991,2,587577951,SIM ORG 20.6OZ,7007468093
1034,2,587682371,SIM 3TC ADV 20.6OZ,7007468064
1037,2,587577949,SIM SPIT UP 19.5OZ,7007468087
1037,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
1037,2,587577973,SIM SEN 20.1OZ,7007468083
1094,2,2617742,SIM SPIT 12.3OZ,7007450960
1138,2,551144162,SIM COMF 12OZ,7007462600
1138,2,555173533,SIM ALI 12.1OZ,7007464712
1155,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
1168,2,551174934,ELECARE 14.1OZ,7007453511
1183,2,582494955,SIMILAC SENSITV 34OZ,7007467490
1185,2,556053891,SIM ALI 19.8OZ,7007464718
1192,2,4021788,ELECARE JR. UNF PWDR,7007455254
1198,2,2617742,SIM SPIT 12.3OZ,7007450960
1204,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
1225,2,551174934,ELECARE 14.1OZ,7007453511
1232,2,551144162,SIM COMF 12OZ,7007462600
1232,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
1242,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
1243,2,551174934,ELECARE 14.1OZ,7007453511
1248,2,587577951,SIM ORG 20.6OZ,7007468093
1248,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
1248,2,587577956,SIM PRO-TC 20.1OZ,7007468108
1255,2,555173533,SIM ALI 12.1OZ,7007464712
1265,2,555173533,SIM ALI 12.1OZ,7007464712
1276,2,587682370,SIM 3TC SEN 20.1OZ,7007468071
1299,2,594801467,ELECARE UNF PWD UNIT,7007453511
1304,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
1317,2,587577949,SIM SPIT UP 19.5OZ,7007468087
1317,2,587577973,SIM SEN 20.1OZ,7007468083
1331,2,4021788,ELECARE JR. UNF PWDR,7007455254
1341,2,594801467,ELECARE UNF PWD UNIT,7007453511
1385,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
1385,2,582494955,SIMILAC SENSITV 34OZ,7007467490
1411,2,594801467,ELECARE UNF PWD UNIT,7007453511
1430,2,4021620,ELECARE JR VAN PWDR,7007456586
1449,2,2617742,SIM SPIT 12.3OZ,7007450960
1468,2,582494955,SIMILAC SENSITV 34OZ,7007467490
1490,2,582494955,SIMILAC SENSITV 34OZ,7007467490
1515,2,582494955,SIMILAC SENSITV 34OZ,7007467490
1521,2,4021620,ELECARE JR VAN PWDR,7007456586
1530,2,582494955,SIMILAC SENSITV 34OZ,7007467490
1530,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
1532,2,594801467,ELECARE UNF PWD UNIT,7007453511
1558,2,551174932,SIM SUPP NGMO 1.45LB,7007462950
1569,2,551144162,SIM COMF 12OZ,7007462600
1577,2,4021620,ELECARE JR VAN PWDR,7007456586
1581,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
1591,2,555173533,SIM ALI 12.1OZ,7007464712
1597,2,4021788,ELECARE JR. UNF PWDR,7007455254
1609,2,551174932,SIM SUPP NGMO 1.45LB,7007462950
1624,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
1628,2,587682371,SIM 3TC ADV 20.6OZ,7007468064
1658,2,4021788,ELECARE JR. UNF PWDR,7007455254
1717,2,4021788,ELECARE JR. UNF PWDR,7007455254
1758,2,4021788,ELECARE JR. UNF PWDR,7007455254
1782,2,555173533,SIM ALI 12.1OZ,7007464712
1784,2,587682370,SIM 3TC SEN 20.1OZ,7007468071
1787,2,587577951,SIM ORG 20.6OZ,7007468093
1800,2,2617742,SIM SPIT 12.3OZ,7007450960
1802,2,551174934,ELECARE 14.1OZ,7007453511
1804,2,587577973,SIM SEN 20.1OZ,7007468083
1814,2,555173533,SIM ALI 12.1OZ,7007464712
1832,2,587577949,SIM SPIT UP 19.5OZ,7007468087
1832,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
1848,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
1860,2,551144162,SIM COMF 12OZ,7007462600
1894,2,587577949,SIM SPIT UP 19.5OZ,7007468087
1899,2,587577957,SIM ORG A2 TOD,7007468105
1905,2,568001502,SIMILAC PRO-ADVANCE,7007466656
1916,2,2617742,SIM SPIT 12.3OZ,7007450960
1916,2,588827339,SIM ADV 20.6OZ,7007468085
1938,2,556053891,SIM ALI 19.8OZ,7007464718
1938,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
1941,2,587577951,SIM ORG 20.6OZ,7007468093
1960,2,588827339,SIM ADV 20.6OZ,7007468085
1963,2,555173533,SIM ALI 12.1OZ,7007464712
1970,2,587577956,SIM PRO-TC 20.1OZ,7007468108
1998,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
2043,2,594801467,ELECARE UNF PWD UNIT,7007453511
2061,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
2078,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
2087,2,551174934,ELECARE 14.1OZ,7007453511
2095,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
2117,2,551174932,SIM SUPP NGMO 1.45LB,7007462950
2141,2,555173533,SIM ALI 12.1OZ,7007464712
2141,2,587577949,SIM SPIT UP 19.5OZ,7007468087
2141,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
2152,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
2174,2,551144162,SIM COMF 12OZ,7007462600
2221,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
2221,2,588827339,SIM ADV 20.6OZ,7007468085
2231,2,587577955,SIM ORG A2 IF 20.6OZ,7007468100
2275,2,4021788,ELECARE JR. UNF PWDR,7007455254
2277,2,587577955,SIM ORG A2 IF 20.6OZ,7007468100
2291,2,587577949,SIM SPIT UP 19.5OZ,7007468087
2299,2,555173533,SIM ALI 12.1OZ,7007464712
2299,2,588827339,SIM ADV 20.6OZ,7007468085
2306,2,555173533,SIM ALI 12.1OZ,7007464712
2310,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
2348,2,551174934,ELECARE 14.1OZ,7007453511
2348,2,587577949,SIM SPIT UP 19.5OZ,7007468087
2348,2,587577956,SIM PRO-TC 20.1OZ,7007468108
2362,2,551174934,ELECARE 14.1OZ,7007453511
2362,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
2362,2,582494955,SIMILAC SENSITV 34OZ,7007467490
2405,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
2406,2,587577951,SIM ORG 20.6OZ,7007468093
2406,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
2406,2,588827339,SIM ADV 20.6OZ,7007468085
2442,2,587682371,SIM 3TC ADV 20.6OZ,7007468064
2464,2,555173533,SIM ALI 12.1OZ,7007464712
2468,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
2482,2,551174932,SIM SUPP NGMO 1.45LB,7007462950
2486,2,551174934,ELECARE 14.1OZ,7007453511
2488,2,582494955,SIMILAC SENSITV 34OZ,7007467490
2497,2,2617742,SIM SPIT 12.3OZ,7007450960
2497,2,4021620,ELECARE JR VAN PWDR,7007456586
2499,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
2508,2,568001502,SIMILAC PRO-ADVANCE,7007466656
2512,2,4021788,ELECARE JR. UNF PWDR,7007455254
2529,2,587577951,SIM ORG 20.6OZ,7007468093
2529,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
2532,2,2617742,SIM SPIT 12.3OZ,7007450960
2541,2,4021620,ELECARE JR VAN PWDR,7007456586
2541,2,555173533,SIM ALI 12.1OZ,7007464712
2552,2,551174934,ELECARE 14.1OZ,7007453511
2557,2,587577957,SIM ORG A2 TOD,7007468105
2559,2,4021620,ELECARE JR VAN PWDR,7007456586
2561,2,555173533,SIM ALI 12.1OZ,7007464712
2572,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
2586,2,555173533,SIM ALI 12.1OZ,7007464712
2586,2,582494955,SIMILAC SENSITV 34OZ,7007467490
2591,2,587577951,SIM ORG 20.6OZ,7007468093
2596,2,568001502,SIMILAC PRO-ADVANCE,7007466656
2628,2,587577957,SIM ORG A2 TOD,7007468105
2644,2,4021620,ELECARE JR VAN PWDR,7007456586
2644,2,551174932,SIM SUPP NGMO 1.45LB,7007462950
2682,2,596605929,SIM ALI TODD 12.1OZ,7007468399
2687,2,582494955,SIMILAC SENSITV 34OZ,7007467490
2691,2,551144162,SIM COMF 12OZ,7007462600
2694,2,582494955,SIMILAC SENSITV 34OZ,7007467490
2702,2,4021620,ELECARE JR VAN PWDR,7007456586
2705,2,594801467,ELECARE UNF PWD UNIT,7007453511
2706,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
2711,2,587577973,SIM SEN 20.1OZ,7007468083
2754,2,4021788,ELECARE JR. UNF PWDR,7007455254
2755,2,2617742,SIM SPIT 12.3OZ,7007450960
2788,2,594801467,ELECARE UNF PWD UNIT,7007453511
2792,2,2617742,SIM SPIT 12.3OZ,7007450960
2819,2,587577953,SIM PRO-SEN 20.1OZ,7007468091
2830,2,587577949,SIM SPIT UP 19.5OZ,7007468087
2832,2,588827339,SIM ADV 20.6OZ,7007468085
2841,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
2853,2,587577949,SIM SPIT UP 19.5OZ,7007468087
2853,2,588827339,SIM ADV 20.6OZ,7007468085
2884,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
2890,2,4021788,ELECARE JR. UNF PWDR,7007455254
2908,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
2923,2,551174934,ELECARE 14.1OZ,7007453511
2928,2,587577957,SIM ORG A2 TOD,7007468105
2946,2,587682370,SIM 3TC SEN 20.1OZ,7007468071
2955,2,551174932,SIM SUPP NGMO 1.45LB,7007462950
2955,2,587577973,SIM SEN 20.1OZ,7007468083
2956,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
2981,2,582494955,SIMILAC SENSITV 34OZ,7007467490
3014,2,587577949,SIM SPIT UP 19.5OZ,7007468087
3059,2,555173533,SIM ALI 12.1OZ,7007464712
3059,2,587577955,SIM ORG A2 IF 20.6OZ,7007468100
3094,2,582494900,SIMILAC ADVANCE 34OZ,7007467488
3123,2,551144162,SIM COMF 12OZ,7007462600
3156,2,587577957,SIM ORG A2 TOD,7007468105
3172,2,4021788,ELECARE JR. UNF PWDR,7007455254
3182,2,556053891,SIM ALI 19.8OZ,7007464718
3198,2,588827339,SIM ADV 20.6OZ,7007468085
3207,2,587577973,SIM SEN 20.1OZ,7007468083
3222,2,594801467,ELECARE UNF PWD UNIT,7007453511
3250,2,551144162,SIM COMF 12OZ,7007462600
3250,2,587577952,SIM PRO-ADV 20.6OZ,7007468089
3277,2,551174932,SIM SUPP NGMO 1.45LB,7007462950
3281,2,587577956,SIM PRO-TC 20.1OZ,7007468108
3293,2,4021788,ELECARE JR. UNF PWDR,7007455254
