Store / Club #,Vision Center NPI #,Tax ID,Davis Vision Office ID #,Superior Vision Office ID #
4961,1275667990,71-0794412,67424,30778
4962,1083707848,71-0794412,67401,30843
4963,1982791182,71-0794412,67400,30550
4969,1841376035,71-0794414,67477,31007
4972,1467636449,71-0794412,67595,30599
4973,1790846830,71-0794414,67703,31018
4974,1114101193,71-0794414,67419,30991
4982,1891821245,71-0794412,67586,30800
4983,1104095801,71-0794414,67418,31055
4985,1427286251,71-0794412,67748,30881
4987,1285092577,71-0794414,41227,40290
4989,1942484928,71-0794412,67459,30644
4990,1073737441,71-0794412,67461,30683
4991,1457589111,71-0794412,67597,30783
4992,1770729626,71-0794412,67651,30577
4994,1285042119,71-0794412,36626,30855
4996,1558630756,71-0794412,7556,30632
4998,1093951956,71-0794412,67602,30884
5012,1205381464,71-0862119,41990,41027
5022,1649302001,71-0862119,44617,31673
5023,1497843973,71-0415188,47531,29669
5025,1275615189,71-0862119,47532,31209
5028,1780764340,71-0862119,47533,32051
5029,1184704793,71-0862119,47534,32262
5030,1255411864,71-0862119,47535,32575
5031,1396825402,71-0415188,47536,30335
5032,1679659874,71-0415188,47537,30339
5033,1063597649,71-0415188,47538,29704
5034,1770665200,71-0862119,47539,32433
5035,1548351083,71-0862119,47540,32682
5036,1477641918,71-0862119,47541,32629
5037,1023194214,71-0862119,47542,32418
5040,1700961653,71-0862119,49727,31820
5041,1649351685,71-0415188,47543,29855
5045,1083712954,74-3019386,47544,34125
5046,1962584003,71-0862119,47545,32784
5047,1871671677,71-0862119,51942,31356
5048,1245312164,71-0862119,47546,32100
5049,1114002532,71-0415188,47547,29724
5051,1801976873,71-0415188,47548,30366
5054,1932285129,71-0862119,47549,31292
5055,1427141530,71-0862119,49691,32927
5056,1639253289,71-0862119,51627,31612
5057,1063595510,71-0862119,47550,32043
5058,1376628966,71-0862119,47551,32090
5060,1083799381,71-0415188,47552,29747
5063,1023190238,71-0862119,49711,31644
5065,1396827226,71-0862119,47554,32468
5066,1508946120,71-0862119,47555,32240
5070,1467533406,71-0415188,47557,30199
5072,1043308547,71-0415188,51070,29861
5073,1376624312,71-0415188,50242,29820
5075,1215018882,71-0415188,47558,30067
5076,1215013412,71-0862119,47559,31879
5077,1124104328,71-0862119,49387,32075
5078,1407224710,71-0415188,32590,30272
5079,1912230632,71-0862119,63173,31539
5080,1679656144,74-3019386,47561,34083
5082,1942386347,71-0862119,47562,32806
5085,1447349378,71-0862119,53508,32703
5087,1932282860,71-0862119,47564,32531
5088,1326127937,71-0862119,54253,32395
5089,1871676411,71-0415188,47565,30364
5091,1275632770,74-3019386,47567,34143
5092,1013098466,74-3019386,47568,34096
5095,1033295233,71-0862119,50244,32449
5096,1972691426,71-0415188,53243,30070
5097,1801978028,71-0862119,47569,32553
5099,1700967189,71-0415188,47570,29956
5101,1285715227,71-0415188,47571,30014
5103,1881772655,71-0862119,44026,32414
5104,1912085978,71-0862119,47572,31585
5105,1831564376,71-0862119,37421,31126
5111,1245328756,71-0862119,47573,31481
5113,1659453082,71-0862119,47574,31558
5115,1134200967,71-0415188,47575,30034
5116,1811098122,74-3019386,47576,34336
5117,1235229832,71-0862119,47577,31281
5118,1316029457,71-0862119,47578,31171
5123,1023196078,71-0415188,47579,30225
5124,1881782837,71-0415188,47580,30227
5126,1477635803,71-0862119,47581,31685
5127,1730262338,71-0862119,47582,32417
5130,1295818755,71-0862119,49728,32919
5131,1447335302,71-0862119,52464,32203
5136,1851480370,71-0415188,47583,29651
5137,1992886378,71-0415188,49688,30253
5140,1851472906,71-0415188,49388,30222
5141,1386727089,71-0415188,51793,29801
5142,1609951201,71-0862119,47585,32236
5144,1134227341,74-3019386,47586,34323
5145,1013016435,74-3019386,47587,34070
5146,1508948076,74-3019386,47588,34319
5147,1245312214,74-3019386,47589,34063
5150,1013090687,71-0862119,49710,31670
5151,1982794830,71-0862119,47590,32801
5152,1164511028,71-0415188,47591,30264
5154,1558468934,71-0415188,53849,29836
5155,1427129311,71-0862119,42795,31508
5156,1912001181,71-0415188,52847,29768
5157,1508941808,71-0415188,49698,29771
5159,1699857730,71-0862119,47592,31996
5160,1821171414,71-0862119,47593,31581
5162,1437248325,71-0415188,50245,29991
5165,1487746079,74-3019386,47595,34052
5166,1811072408,71-0862119,42796,31192
5167,1811078850,71-0415188,47596,29627
5168,1548341589,71-0415188,47597,29595
5174,1194807529,71-0862119,47600,32767
5175,1801976519,71-0862119,47601,32583
5178,1588740781,71-0862119,51074,31811
5184,1659451169,71-0862119,47602,32672
5185,1376623884,71-0862119,47603,31322
5186,1740360171,71-0415188,50247,29950
5189,1972684991,71-0415188,44604,30206
5190,1619066164,71-0415188,50246,29951
5191,1659458701,74-3019386,50931,34317
5192,1477656494,71-0415188,53244,30237
5193,1285715201,71-0415188,51943,29698
5196,1861572570,71-0862119,50248,32503
5197,1467537969,71-0862119,50250,32167
5199,1417032715,71-0415188,49699,30173
5202,1750439352,71-0862119,55442,32819
5210,1871675835,74-3019386,44634,34111
5211,1700967718,74-3019386,47605,34243
5214,1720504269,71-0862119,42111,43409
5215,1821435520,71-0415188,1517,30209
5216,1437230893,74-3019386,47606,34266
5218,1841383965,71-0862119,50251,32217
5220,1326130519,71-0862119,47607,32800
5232,1861577272,71-0415188,47608,29602
5233,1366523300,71-0415188,49389,30230
5234,1992886931,71-0415188,47609,29791
5235,1366573826,71-0415188,56027,30363
5239,1821193095,71-0862119,51944,32555
5240,1831296433,71-0862119,50252,31392
5241,1023489655,71-0862119,33290,32876
5242,1346354362,71-0862119,51359,32786
5244,1295810885,71-0415188,44603,29856
5245,1750484713,74-3019386,53024,34178
5246,1003914334,74-3019386,47610,33991
5247,1578644274,74-3019386,50643,34022
5250,1710079678,71-0862119,44611,32867
5251,1346325974,71-0862119,47611,32445
5252,1265517767,71-0862119,47612,32357
5253,1083703730,71-0862119,52472,32646
5254,1841373776,71-0862119,49390,31779
5260,1811070725,71-0415188,50917,30140
5261,1548271265,71-0862119,50253,31131
5262,1881770675,71-0862119,47613,31806
5263,1558441261,71-0862119,47614,31851
5264,1275624504,71-0862119,51945,31373
5266,1487029922,71-0862119,37227,31345
5270,1154402915,71-0415188,44630,30239
5272,1417038274,71-0415188,52473,29901
5273,1447331871,71-0415188,49735,29644
5274,1043308653,71-0415188,52496,29650
5275,1811079247,71-0862119,50254,32650
5276,1043395353,71-0415188,50310,29774
5278,1528149663,71-0862119,49705,32589
5280,1124101761,71-0862119,50255,32808
5281,1770666315,71-0862119,49716,32243
5282,1669736716,71-0862119,31848,32278
5285,1942383435,71-0862119,49720,32134
5287,1588753461,74-3019386,47615,34113
5288,1457433351,74-3019386,47616,34119
5292,1811086796,71-0862119,44626,32385
5293,1033542907,71-0862119,31191,32757
5295,1013048529,71-0862119,56020,32863
5296,1942383443,71-0862119,49737,31911
5298,1427130632,71-0862119,47617,31836
5299,1487746152,71-0862119,49692,32534
5300,1891898425,71-0862119,53026,32882
5301,1134218464,71-0862119,44612,32375
5303,1891871091,71-0415188,50256,29700
5305,1447331467,71-0415188,51946,29656
5307,1104926997,71-0415188,54037,29811
5309,1003992405,71-0862119,53864,32419
5311,1609931310,74-3019386,55422,34081
5312,1669555272,74-3019386,44635,34191
5313,1124103437,71-0862119,52456,32618
5316,1578646188,74-3019386,49734,34045
5317,1922107341,74-3019386,50932,34343
5319,1235210212,71-0862119,50954,31665
5320,1952490823,71-0862119,51947,31314
5325,1558450130,71-0862119,49391,32544
5326,1508955188,71-0862119,49689,32907
5329,1700962909,71-0415188,51069,30156
5330,1679655583,71-0415188,50257,30255
5331,1508947524,71-0415188,49679,30308
5334,1538249347,71-0415188,52001,30055
5338,1346321361,71-0415188,47618,30178
5340,1376625806,71-0862119,50259,32459
5341,1194807685,71-0415188,44607,30184
5342,1134217185,71-0415188,49680,29949
5343,1003998121,71-0862119,50645,31164
5346,1689764292,71-0862119,52457,31377
5347,1316321003,71-0862119,9114,31697
5348,1275615601,71-0862119,53488,32823
5352,1114002425,71-0415188,51948,30323
5355,1811079361,71-0862119,50924,31332
5358,1184707655,71-0862119,49729,31146
5359,1144301581,74-3019386,52458,34301
5361,1922181270,71-0415188,44627,29702
5368,1598846354,71-0415188,50926,29857
5369,1982785036,71-0415188,51794,29639
5370,1467534958,71-0415188,52480,29952
5373,1710907860,71-0862119,50262,32003
5374,1427130970,71-0862119,50636,20892
5376,1588746499,71-0862119,50921,32634
5379,1508948035,71-0862119,51376,31437
5384,1235232869,71-0862119,53296,31261
5386,1770789562,71-0862119,57391,31448
5387,1124101738,71-0862119,50925,31487
5388,1659495760,74-3019386,53687,34079
5389,1558443986,74-3019386,49393,34268
5390,1538241963,71-0862119,51949,31766
5391,1568555415,71-0862119,51623,32520
5394,1720164924,71-0415188,51650,30281
5396,1821467358,71-0415188,33269,29717
5397,1952484180,71-0415188,49707,30381
5398,1063595643,71-0415188,50750,30105
5399,1366452518,71-0415188,50919,29792
5402,1780782276,71-0415188,53264,30167
5403,1972686558,71-0415188,52481,29597
5409,1225111966,71-0862119,50637,32760
5410,1134202872,71-0862119,50758,32320
5411,1720160658,71-0862119,51073,31491
5416,1316020878,74-3019386,51950,34338
5417,1184704892,71-0862119,51352,31608
5418,1154401453,71-0862119,50263,31747
5419,1750467163,71-0862119,50265,31952
5420,1649363508,71-0862119,50943,32158
5422,1770667156,71-0862119,50266,32457
5424,1013101476,71-0415188,57687,29659
5425,1992928287,71-0415188,56562,29843
5428,1669552774,71-0415188,51349,29808
5430,1104909456,71-0862119,50948,32214
5432,1104900737,71-0862119,51951,31914
5435,1699851006,71-0415188,44606,30313
5438,1235520370,71-0862119,182,31493
5439,1497836415,71-0862119,49394,32120
5440,1518048941,71-0415188,50759,29604
5441,1669520383,71-0415188,55443,29961
5442,1225111800,71-0415188,50945,29625
5443,1154403277,71-0862119,50946,32420
5445,1992888465,71-0862119,49723,31988
5447,1073694113,71-0862119,53266,31464
5448,1093139503,71-0862119,30385,31520
5449,1881949667,74-3019386,32316,34354
5450,1225110752,71-0862119,51354,32741
5455,1689771115,71-0862119,51624,31205
5458,1649351024,71-0415188,49687,30091
5460,1366536385,74-3019386,50267,34103
5461,1821474032,71-0415188,9454,29753
5462,1154402584,71-0415188,52474,30145
5463,1477938025,71-0862119,9458,31320
5466,1952484693,71-0862119,49721,31575
5469,1669537270,71-0862119,55423,31664
5470,1003999558,71-0862119,52489,32679
5471,1780797175,71-0862119,52497,31910
5472,1306074133,71-0862119,62831,32701
5477,1861626772,71-0862119,62478,32324
5479,1548391089,74-3019386,56026,34066
5480,1861590101,74-3019386,50644,34233
5481,1366531238,71-0862119,50268,32926
5482,1922182302,71-0862119,51625,31735
5483,1316338148,71-0862119,7381,32849
5485,1841375151,71-0415188,52482,29948
5486,1750466066,71-0415188,53265,30118
5487,1205918323,71-0862119,52459,32859
5488,1093863573,71-0862119,55444,32748
5491,1326276155,71-0862119,62665,31844
5494,1578644340,71-0415188,50270,30183
5497,1174639827,71-0862119,52490,31948
5499,1720119233,71-0862119,56021,31728
5612,1376973115,74-3019386,7599,34129
5626,1619345923,71-0415188,32592,29696
5628,1821407909,71-0415188,36854,29853
5649,1699140145,71-0862119,36883,32058
5671,1700202801,71-0862119,32930,31399
5672,1699011338,74-3019386,35354,34144
5673,1306259205,74-3019386,32925,34316
5701,1609214337,71-0415188,1520,29745
5703,1922358225,71-0862119,33163,32828
5705,1114392651,71-0862119,37230,32524
5706,1689924987,71-0415188,33170,30280
5707,1801236385,74-3019386,2198,34006
5709,1649576067,71-0862119,68913,32448
5717,1134616089,74-3019386,52708,45697
5727,1386917490,71-0862119,8452,32573
5728,1053796508,71-0862119,34013,32830
5743,1033347703,71-0862119,62832,32488
5745,1922479559,71-0862119,34881,31606
5748,1891000147,71-0415188,66213,29905
5751,1508175803,71-0415188,66752,29733
5752,1356656540,71-0862119,66214,31602
5761,1407164023,71-0862119,66700,32405
5763,1932570348,71-0415188,37157,30081
5764,1972943355,74-3019386,2141,34130
5777,1710312574,71-0862119,4662,32394
5779,1093000168,71-0862119,2112,31555
5786,1619282803,71-0862119,66215,31236
5793,1265560320,66-0475164,54700,00059247
5795,1114281268,71-0862119,31850,32773
5802,1467615724,66-0475164,54707,00059574
5803,1245576081,66-0475164,35631,00059436
5809,1639595655,74-3019386,31670,34162
5810,1518381185,74-3019386,31146,34298
5812,1174949275,71-0862119,31871,32913
5823,1043505035,74-3019386,2113,34279
5839,1205260148,71-0415188,1882,30085
5841,1831567353,71-0415188,32735,30187
5843,1740534726,71-0415188,34920,29621
5845,1972803625,71-0862119,68211,31360
5847,1427308725,71-0862119,33164,31683
5848,1649510082,71-0415188,35871,29610
5851,1225475577,71-0862119,38762,32411
5857,1497193122,71-0862119,1521,32454
5859,1669858726,71-0415188,36657,30119
5866,1124317334,74-3019386,69547,34328
5881,1093098253,71-0862119,3283,32310
5893,1023372174,71-0862119,31854,31959
5898,1710260971,74-3019386,3623,34277
5922,1538611066,71-0862119,8550,41852
5927,1013396191,71-0862119,9113,32185
5929,1043637770,71-0415188,31674,29674
5947,1407120868,74-3019386,9084,34262
5957,1891039103,71-0415188,34925,30243
5964,1427441203,71-0862119,7375,31594
5965,1477993186,71-0415188,1885,4630
5976,1639502842,71-0415188,1531,29660
5977,1508116807,71-0415188,33165,29685
5987,1922483155,74-3019386,33285,34240
5992,1861742256,71-0415188,32667,29889
6173,1881000123,71-0862119,35278,31780
6181,1851790810,71-0794414,35277,31088
6188,1639574338,71-0794412,2246,30523
6189,1427433051,71-0794412,8972,30579
6190,1619322633,71-0862119,38013,31687
6202,1164518619,71-0794412,67312,30760
6203,1861598203,71-0794412,67351,30726
6204,1669572467,71-0794412,67720,30782
6205,1639260177,71-0794414,67746,30957
6212,1932209632,71-0794412,67604,30887
6213,1457442998,71-0794414,67499,31054
6217,1841390549,71-0794412,67605,30899
6218,1639277759,71-0794412,67606,30889
6219,1386732873,71-0794414,67563,30969
6220,1578653812,71-0794412,67644,30605
6228,1053411850,71-0794414,67694,31002
6235,1265525182,71-0794414,67525,31048
6236,1598107211,71-0794412,2071,30652
6238,1083250146,71-0794412,110701,49043
6239,1902904030,71-0794412,67631,30575
6240,1679666853,71-0794414,67527,30945
6242,1760586838,71-0794412,67399,30832
6244,1396838579,71-0794412,67311,30898
6245,1992147359,71-0794412,2070,30836
6246,1962807669,71-0794412,42390,30916
6247,1477965200,71-0794412,32262,30895
6249,1245337070,71-0794412,67344,30700
6251,1659462844,71-0794412,67370,30892
6252,1487744728,71-0794412,67513,30612
6254,1548350788,71-0794414,67531,30965
6255,1396838223,71-0794412,67310,30903
6256,1457441693,71-0794412,67343,30882
6257,1902999840,71-0794414,67417,31069
6259,1396835393,71-0794412,67309,30553
6260,1477649242,71-0794412,67342,30901
6261,1649363839,71-0794414,67416,30973
6262,1205926201,71-0794412,67308,30822
6265,1861584898,71-0794412,67307,30541
6267,1538705595,71-0794412,110700,49042
6269,1578986758,71-0794412,30612,30847
6270,1194057950,66-0475164,54760,00059221
6275,1922428721,71-0794414,32922,30996
6286,1184015992,74-3019386,3382,34180
6300,1467961110,74-3019386,42917,43624
6302,1003910274,71-0794412,67398,30643
6304,1225139405,71-0794412,67668,30831
6305,1194825893,71-0794412,67396,30509
6307,1053414003,71-0794412,67395,30755
6308,1659474674,71-0794412,67394,30600
6309,1245320175,71-0794414,67529,30968
6310,1154411080,71-0794414,67526,31070
6311,1275623415,71-0794414,67524,31071
6312,1942390885,71-0794414,67522,31089
6313,1861581662,71-0794412,67667,30858
6314,1841390028,71-0794412,67393,30811
6315,1033210679,71-0794412,67666,30535
6317,1821191453,71-0794412,67392,30795
6319,1427159961,71-0794412,67584,30770
6320,1144310384,71-0794414,67520,31025
6321,1821185711,71-0794412,67187,30505
6322,1598860926,71-0794412,67391,30849
6324,1972051373,71-0794412,67186,35407
6325,1720162480,71-0794412,67664,30528
6326,1053414680,71-0794412,67390,30663
6327,1205930633,71-0794412,67389,30512
6328,1578663712,71-0794414,67693,30986
6329,1841531506,71-0794412,35903,30746
6331,1942438775,71-0794412,67185,30715
6332,1760589113,71-0794412,67369,30504
6333,1912094236,71-0794412,67598,30792
6335,1730289430,71-0794412,67607,30753
6338,1356437164,71-0794412,67306,30567
6339,1033219183,71-0794414,67692,31041
6341,1861590994,71-0794412,67608,30562
6342,1174140479,71-0794412,111871,00058989
6343,1679672026,71-0794412,67202,30913
6344,1649360835,71-0794414,67702,30938
6345,1902990930,71-0794414,67698,31053
6347,1992899033,71-0794412,67423,30784
6348,1265521850,71-0794412,67466,30532
6349,1568562619,71-0794414,67691,15514
6350,1912099953,71-0794412,67304,30719
6351,1811095383,71-0794412,67201,30547
6352,1013011204,71-0794412,67437,30866
6353,1124123914,71-0794412,67350,30611
6354,1740386135,71-0794412,67200,30909
6355,1275630592,71-0794412,67464,30648
6356,1811094428,71-0794412,67413,30823
6357,1225129760,71-0794412,67625,30629
6358,1295835312,71-0794414,67689,30954
6359,1891892139,71-0794412,67581,30751
6360,1528152675,71-0794414,67564,30931
6361,1518065663,71-0794412,67609,30878
6363,1023109568,71-0794412,67610,30850
6364,1932290475,71-0794412,67611,30659
6365,1316046667,71-0794412,67199,30921
6366,1124120530,71-0794412,67411,30649
6367,1154401222,71-0794412,67303,30920
6368,1659477040,71-0794412,67198,30580
6369,1760585293,71-0794412,67749,30905
6370,1558752360,71-0862119,93,32373
6371,1558466367,71-0794412,67197,30568
6372,1972697027,71-0794412,67280,30846
6373,1871696906,71-0794412,67177,30525
6376,1548346737,71-0794412,67275,30759
6378,1235221284,71-0794414,67528,31049
6379,1003900150,71-0794414,67474,31013
6380,1285739888,71-0794412,67388,30863
6381,1831288711,71-0794412,67271,30883
6382,1881788941,71-0794414,67415,31058
6383,1124127642,71-0794412,67621,30664
6384,1326148438,71-0794414,67688,31084
6385,1316037591,71-0794414,67444,30985
6386,1154698884,71-0794412,4617,30696
6387,1366540346,71-0794412,67612,30869
6388,1275945255,71-0794414,32923,30932
6395,1407303449,71-0862119,45902,40660
6397,1659041945,71-0862119,114580,62186
6401,1376641365,71-0794412,67613,30588
6402,1932291481,71-0794412,67462,30780
6403,1518065473,71-0794412,67615,30624
6404,1114021540,71-0794412,67387,30741
6405,1699869750,71-0794414,67530,31077
6406,1144402470,71-0794412,67410,30586
6408,1689763484,71-0794412,67422,30764
6409,1548361496,71-0794412,67719,30610
6410,1396834198,71-0794414,67704,30926
6412,1013009208,71-0794412,67579,30585
6413,1205926458,71-0794414,67441,31031
6414,1609968155,71-0794412,67460,30731
6415,1427132539,71-0794412,67510,30730
6418,1023108271,71-0794414,67657,31005
6419,1356433551,71-0794412,67577,30646
6420,1538244264,71-0794412,67616,30661
6421,1295825446,71-0794412,67259,30621
6422,1063791721,71-0794412,2362,30716
6423,1942302351,71-0794412,67409,30689
6425,1508200379,71-0794414,36617,31021
6427,1417982935,71-0794414,67519,31004
6428,1760584171,71-0794412,67408,30682
6429,1265524466,71-0794412,67574,13130
6430,1326137399,71-0794414,67175,30974
6431,1518215813,71-0794412,32347,30897
6433,1104915800,71-0794414,67532,30960
6434,1558462879,71-0794412,67619,30729
6435,1841557212,71-0794412,9097,30566
6436,1275637746,71-0794412,67184,30539
6437,1205937307,71-0794412,67663,30710
6439,1952676819,71-0794412,9082,30765
6440,1629357389,71-0794412,2110,30830
6441,1467553784,71-0794412,67618,30790
6444,1457452401,71-0794414,67687,30983
6445,1639278245,71-0794412,67620,30602
6448,1932208865,71-0794412,67622,30771
6449,1821188079,71-0794412,67650,30733
6450,1710088596,71-0794412,67386,30816
6452,1518068055,71-0794412,67458,30853
6453,1730279985,71-0794412,67258,30922
6454,1841382397,71-0794412,67572,30639
6455,1629154992,71-0794414,67534,30981
6457,1659475358,71-0794412,67176,30654
6458,1134489529,71-0794412,30313,30752
6460,1518051978,71-0794412,67367,30655
6463,1336494657,71-0794412,32158,30744
6464,1306947361,71-0794414,67686,30929
6467,1972041374,74-3019386,2356,41214
6469,1356706683,71-0862119,37102,31370
6472,1053415091,71-0794414,67701,30999
6474,1538259726,71-0794412,67502,30630
6476,1407221104,71-0862119,36884,31669
6480,1538558994,71-0415188,89,30072
6482,1578800371,71-0794412,35668,30820
6485,1093816050,71-0794414,67685,30963
6487,1528329745,71-0794414,31049,30928
6489,1306947379,71-0794414,67683,31044
6501,1447340690,71-0794412,67340,30548
6502,1538245808,71-0794412,67257,30868
6503,1760746812,71-0794412,31960,30839
6505,1700265642,71-0794412,8749,30902
6506,1285733121,71-0794412,67718,30538
6507,1902996960,71-0794412,67339,30631
6510,1083957054,71-0794414,36778,30967
6512,1083795678,71-0794412,67338,30717
6517,1043313091,71-0794412,67385,30724
6518,1285828640,71-0794412,67196,30557
6520,1720231228,71-0794412,67623,30821
6521,1588751309,71-0794412,67642,30634
6524,1083849947,71-0794412,67195,30877
6527,1861573461,71-0794412,67641,30513
6528,1609977487,71-0794412,67382,30896
6535,1215138557,71-0794412,67183,30757
6536,1548583206,71-0794412,67366,30908
6540,1861584310,71-0794412,67456,30906
6543,1245562081,66-0475164,54764,59537
6547,1528165826,71-0794412,67365,30842
6549,1285723981,71-0794414,67565,31016
6562,1558453001,71-0794412,67569,30595
6565,1194029041,71-0794414,68863,59094
6570,1720189269,71-0794412,67455,30691
6571,1891116935,71-0794412,7429,30617
6572,1447355219,71-0794412,67337,30680
6575,1699867143,71-0794412,67362,30653
6576,1205244274,71-0862119,36302,31207
6579,1689101867,74-3019386,33161,42039
6581,1649361833,71-0794412,67361,30911
6582,1104374172,71-0794412,45898,40652
6604,1740379627,71-0794414,67503,30971
6605,1750470431,71-0794414,67504,30944
6606,1225127558,71-0794414,67505,31073
6608,1508955295,71-0794414,67506,30961
6609,1962501502,71-0794414,67535,31006
6610,1659460533,71-0794414,67537,31011
6613,1649369232,71-0794414,67538,31061
6615,1285727909,71-0794414,67539,30966
6616,1407251630,71-0794414,44995,31045
6619,1467541045,71-0794414,67541,31086
6620,1174612758,71-0794414,67542,30984
6621,1033208616,71-0794414,67544,31081
6624,1477646321,71-0794414,67547,30934
6628,1356430839,71-0794414,67549,30987
6630,1710076781,71-0794414,67566,31060
6631,1639262819,71-0794414,67568,31075
6632,1447336631,71-0794414,67570,31036
6633,1356427546,71-0794414,67571,31023
6634,1154419380,71-0794414,67573,31067
6635,1740372671,71-0794414,67575,31027
6637,1346349776,71-0794412,67624,30918
6643,1487753000,71-0794412,67717,30679
6644,1356516116,71-0794412,67716,30747
6646,1952400541,71-0794412,67715,30516
6650,1720174550,71-0794412,67617,30852
6651,1164513693,71-0794412,67614,30828
6652,1821197351,71-0794412,67603,30825
6653,1649379173,71-0794412,67601,30840
6655,1962593343,71-0794412,67600,30645
6657,1003948233,71-0794412,67567,30667
6658,1497847693,71-0794412,67558,30735
6659,1447342993,71-0794412,67557,30703
6660,1356433809,71-0794412,67556,30546
6661,1932200896,71-0794412,67555,16688
6662,1295827764,71-0794412,67554,30707
6663,1104918671,71-0794412,67553,30827
6664,1730278300,71-0794412,67552,30788
6666,1013009588,71-0794412,67550,30756
6667,1922190495,71-0794412,67548,30819
6670,1649428921,71-0794412,67431,30619
6671,1649374075,71-0794412,67430,30708
6672,1821180753,71-0794412,67421,30686
6673,1124110945,71-0794412,67407,30740
6674,1336416064,71-0794412,4619,5661
6675,1891991865,71-0794412,67360,30873
6676,1447342092,71-0794412,67359,30754
6677,1205928074,71-0794412,67358,30736
6678,1255464459,71-0794412,67357,30677
6679,1114019981,71-0794412,67356,30640
6680,1164724233,66-0475164,54779,00058924
6682,1154419398,71-0794414,67211,30936
6683,1316036288,71-0794414,67210,31050
6684,1245329226,71-0794414,67209,31032
6685,1790879716,71-0794414,67208,30946
6686,1043317431,71-0794414,67207,31001
6689,1164724704,66-0475164,113967,63072
6690,1386975423,66-0475164,54781,59517
6692,1124101613,71-0794414,67507,31024
6781,1962940361,71-0794412,48898,41034
6789,1063964138,71-0862119,48866,41038
6807,1972951358,71-0862119,41160,32681
6867,1326449265,71-0794412,36625,30638
6878,1679964118,71-0862119,94,31444
6887,1396123501,71-0862119,8610,32065
6898,1275992570,74-3019386,37634,34004
6929,1982098471,74-3019386,8652,34292
6932,1336513993,71-0862119,36914,32426
6951,1598159253,71-0862119,7377,32254
6952,1356792899,71-0862119,41395,39443
6958,1104373406,71-0862119,41991,41028
6963,1992243471,74-3019386,4940,41213
6964,1184098733,71-0862119,36904,32347
6976,1336590611,71-0794412,41724,39508
6978,1174989305,71-0862119,37672,32708
6979,1366835514,71-0794414,7379,31022
6998,1942618913,71-0862119,36312,32814
7009,1982098778,71-0862119,3384,32207
7020,1447705546,71-0862119,41722,39695
7032,1194256768,71-0862119,33173,42040
7087,1750839072,71-0862119,43151,42934
7156,1225589674,74-3019386,45903,40662
7178,1952765703,74-3019386,38053,34295
7181,1710425889,71-0862119,5344,41733
7185,1760263966,71-0862119,118050,70160
7188,1164877189,71-0862119,38017,31934
7189,1407492465,71-0794412,110706,30762
7194,1477320315,71-0862119,118647,70830
7199,1851837421,71-0415188,49489,41031
7281,1578923868,74-3019386,38158,34181
7290,1932568235,71-0862119,37429,32659
7294,1831897578,71-0862119,117227,68874
7301,1659819092,71-0862119,2374,41211
7324,1134574742,71-0862119,40579,31803
7326,1891553186,71-0862119,119100,71290
7658,1003368952,71-0794412,48890,41033
7676,1225407380,71-0794412,33264,30907
8102,1710069299,71-0794412,67465,30837
8104,1073603312,71-0794414,67479,31079
8106,1457441792,71-0794412,67467,30520
8107,1972693216,71-0794412,67469,30637
8111,1205928736,71-0794412,67649,30565
8112,1356446124,71-0794412,67336,30841
8114,1447335021,71-0794412,67640,30711
8115,1912219338,71-0794412,67714,30662
8116,1568553949,71-0794412,67627,30518
8117,1205472271,71-0794412,110707,49044
8119,1003991670,71-0794412,67628,30549
8120,1861581464,71-0794412,67740,30704
8123,1275620833,71-0794412,67662,30860
8125,1699862383,71-0794412,67500,30519
8126,1508953290,71-0794412,67256,30734
8128,1225125925,71-0794414,67682,31015
8129,1851483317,71-0794412,67453,30763
8130,1770672370,71-0794412,67739,30809
8132,1033212089,71-0794412,67378,30893
8133,1023100559,71-0794412,67648,30801
8134,1285721985,71-0794414,67481,31065
8135,1841387354,71-0794412,67661,30773
8136,1538263967,71-0794412,67377,30530
8138,1881785277,71-0794412,67738,59089
8139,1508960931,71-0794412,67376,30555
8141,1689763286,71-0794412,67736,30767
8142,1437240488,71-0794412,67349,30618
8144,1316148620,71-0794412,67429,30508
8145,1598869695,71-0794412,67428,30656
8146,1427134105,71-0794414,67440,30947
8147,1083790273,71-0794414,67576,30942
8149,1033214275,71-0794412,67182,30651
8150,1821197302,71-0794412,67735,30522
8151,1093815896,71-0794412,67734,30596
8152,1265535215,71-0794412,67374,30769
8153,1891871083,71-0794412,67255,30891
8155,1891894374,71-0794412,67733,30671
8156,1700973120,71-0794412,67254,30797
8157,1669561288,71-0794412,67732,30768
8158,1619347192,71-0794412,33266,30915
8160,1669563854,71-0794412,67355,30815
8161,1457442634,71-0794412,67354,30670
8162,1558465989,71-0794414,67700,30988
8163,1902987308,71-0794412,67498,30506
8164,1922103167,71-0794412,67181,30835
8165,1639250038,71-0794414,67345,30997
8166,1811088180,71-0794412,67713,30725
8167,1083711485,71-0794412,67180,30857
8168,1649367905,71-0794412,67660,30875
8172,1114007960,71-0794414,67442,31028
8173,1487745766,71-0794412,67731,30608
8174,1992896872,71-0794412,67659,30705
8175,1023100898,71-0794412,67353,30861
8176,1376624049,71-0794414,67656,30953
8177,1790877140,71-0794414,67414,31037
8181,1427287630,71-0794412,67753,30743
8182,1720169493,71-0794412,67495,30560
8183,1790090983,71-0794414,67747,30977
8184,1124129887,71-0794414,67678,31051
8186,1881876118,71-0794412,67596,30776
