DC,BANNER ,CATEGORY ,Pick Type,ITEM #,ITEM DESC,Ti ,Hi , Pack Height 
7015,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7015,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7015,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7016,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7016,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7016,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7016,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7016,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7017,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7017,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7017,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7017,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7017,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7017,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7018,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7018,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7018,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7018,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7018,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7018,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7019,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7019,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7019,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7019,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7019,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7021,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7021,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7021,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7021,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7021,WM,LIVE PLANTS,Case Pick,652067115,GIB MOTHERS DAY ASST,5,5,16
7023,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7023,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7023,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7023,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7024,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7024,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7024,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7024,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7024,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7024,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7024,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7030,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7030,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7030,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7030,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7030,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7055,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7055,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7055,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7055,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7055,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7077,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7077,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7077,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7077,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7077,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7077,WM,LIVE PLANTS,Case Pick,652067115,GIB MOTHERS DAY ASST,5,5,16
7077,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7079,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
7079,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
7079,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
7079,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
7079,WM,LIVE PLANTS,Case Pick,651540688,GIB 6IN TULIP MULTI,5,5,17.5
7084,WM,LIVE PLANTS,Case Pick,652067115,GIB MOTHERS DAY ASST,5,5,16
8851,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
8851,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
8851,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
8851,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
8852,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
8852,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
8852,WM,LIVE PLANTS,Case Pick,652067115,GIB MOTHERS DAY ASST,5,5,16
8852,WM,LIVE PLANTS,FPP,658530906,BHG 8IN HYDRNGEA,1,1,78
8852,WM,LIVE PLANTS,Case Pick,664671536,BHGMDAY24HYDCASE,4,3,26
8852,WM,LIVE PLANTS,FPP,666166788,MOMDAY SHIPPER HYDRA,1,1,48
8852,WM,LIVE PLANTS,FPP,666166793,MOMDAY SHIPPER ROSE,1,1,48
