Location Number,Capabilities,June 3 Hours,Week 19 (6/4-5) Additional Hours
1606,Pickup + Instore,13,28
1607,Instore Only,8,18
1608,Pickup + Instore,13,28
1609,Instore Only,8,18
1611,Pickup + Instore,13,28
1612,Instore Only,8,18
1613,Pickup + Instore,13,28
1614,Pickup + Instore,13,28
1617,Pickup + Instore,13,28
1618,Pickup + Instore,13,28
1619,Fuel + Pickup + Instore,16,33
1620,Instore Only,8,18
1621,Instore Only,8,18
1622,Instore Only,8,18
1623,Pickup + Instore,13,28
1624,Pickup + Instore,13,28
1625,Instore Only,8,18
1626,Pickup + Instore,13,28
1627,Pickup + Instore,13,28
1628,Pickup + Instore,13,28
1630,Instore Only,8,18
1631,Pickup + Instore,13,28
1632,Instore Only,8,18
1633,Pickup + Instore,13,28
1634,Instore Only,8,18
1635,Pickup + Instore,13,28
1636,Pickup + Instore,13,28
1637,Pickup + Instore,13,28
1638,Instore Only,8,18
1639,Instore Only,8,18
1640,Pickup + Instore,13,28
1641,Instore Only,8,18
1642,Instore Only,8,18
1643,Pickup + Instore,13,28
1644,Pickup + Instore,13,28
1645,Pickup + Instore,13,28
1646,Pickup + Instore,13,28
1647,Instore Only,8,18
1648,Pickup + Instore,13,28
1649,Instore Only,8,18
1650,Instore Only,8,18
1651,Pickup + Instore,13,28
1652,Pickup + Instore,13,28
1653,Fuel + Pickup + Instore,16,33
1654,Instore Only,8,18
1655,Instore Only,8,18
1656,Pickup + Instore,13,28
1657,Instore Only,8,18
1658,Instore Only,8,18
1659,Pickup + Instore,13,28
1660,Pickup + Instore,13,28
1661,Pickup + Instore,13,28
1662,Pickup + Instore,13,28
1663,Pickup + Instore,13,28
1664,Pickup + Instore,13,28
1665,Pickup + Instore,13,28
1666,Pickup + Instore,13,28
1667,Instore Only,8,18
1668,Pickup + Instore,13,28
1669,Pickup + Instore,13,28
1671,Pickup + Instore,13,28
1672,Instore Only,8,18
1673,Pickup + Instore,13,28
1674,Pickup + Instore,13,28
1675,Instore Only,8,18
1676,Instore Only,8,18
1677,Pickup + Instore,13,28
1678,Pickup + Instore,13,28
1679,Pickup + Instore,13,28
1680,Instore Only,8,18
1681,Pickup + Instore,13,28
1682,Pickup + Instore,13,28
1683,Instore Only,8,18
1685,Instore Only,8,18
1686,Pickup + Instore,13,28
1687,Pickup + Instore,13,28
1688,Pickup + Instore,13,28
1689,Pickup + Instore,13,28
1690,Pickup + Instore,13,28
1692,Pickup + Instore,13,28
1694,Instore Only,8,18
1695,Pickup + Instore,13,28
1696,Instore Only,8,18
1698,Pickup + Instore,13,28
1699,Fuel + Pickup + Instore,16,33
1700,Pickup + Instore,13,28
1702,Pickup + Instore,13,28
1703,Pickup + Instore,13,28
1704,Pickup + Instore,13,28
1705,Instore Only,8,18
1707,Instore Only,8,18
1708,Pickup + Instore,13,28
1709,Instore Only,8,18
1710,Pickup + Instore,13,28
1711,Pickup + Instore,13,28
1712,Pickup + Instore,13,28
1714,Fuel + Pickup + Instore,16,33
1718,Pickup + Instore,13,28
1719,Instore Only,8,18
1720,Pickup + Instore,13,28
1721,Pickup + Instore,13,28
1722,Instore Only,8,18
1723,Pickup + Instore,13,28
1724,Instore Only,8,18
1726,Fuel + Pickup + Instore,16,33
1727,Instore Only,8,18
1728,Pickup + Instore,13,28
1729,Instore Only,8,18
1730,Instore Only,8,18
1731,Instore Only,8,18
1732,Instore Only,8,18
1733,Instore Only,8,18
1734,Pickup + Instore,13,28
1735,Pickup + Instore,13,28
1736,Pickup + Instore,13,28
1737,Pickup + Instore,13,28
1738,Instore Only,8,18
1739,Pickup + Instore,13,28
1740,Instore Only,8,18
1741,Pickup + Instore,13,28
1742,Pickup + Instore,13,28
1744,Pickup + Instore,13,28
1745,Pickup + Instore,13,28
1746,Pickup + Instore,13,28
1747,Pickup + Instore,13,28
1748,Pickup + Instore,13,28
1749,Fuel + Pickup + Instore,16,33
1750,Instore Only,8,18
1752,Pickup + Instore,13,28
1753,Instore Only,8,18
1754,Pickup + Instore,13,28
1757,Pickup + Instore,13,28
1758,Pickup + Instore,13,28
1759,Instore Only,8,18
1760,Pickup + Instore,13,28
1761,Pickup + Instore,13,28
1762,Pickup + Instore,13,28
1763,Pickup + Instore,13,28
1764,Pickup + Instore,13,28
1765,Instore Only,8,18
1766,Pickup + Instore,13,28
1767,Pickup + Instore,13,28
1768,Pickup + Instore,13,28
1769,Pickup + Instore,13,28
1770,Pickup + Instore,13,28
1771,Instore Only,8,18
1772,Instore Only,8,18
1773,Pickup + Instore,13,28
1774,Pickup + Instore,13,28
1775,Pickup + Instore,13,28
1776,Pickup + Instore,13,28
1777,Pickup + Instore,13,28
1778,Instore Only,8,18
1780,Pickup + Instore,13,28
1781,Pickup + Instore,13,28
1782,Pickup + Instore,13,28
1783,Instore Only,8,18
1784,Pickup + Instore,13,28
1787,Instore Only,8,18
1788,Pickup + Instore,13,28
1789,Pickup + Instore,13,28
1790,Pickup + Instore,13,28
1791,Instore Only,8,18
1792,Instore Only,8,18
1793,Pickup + Instore,13,28
1794,Pickup + Instore,13,28
1796,Pickup + Instore,13,28
1797,Instore Only,8,18
1798,Instore Only,8,18
1799,Instore Only,8,18
1800,Pickup + Instore,13,28
1801,Fuel + Pickup + Instore,16,33
1802,Pickup + Instore,13,28
1803,Pickup + Instore,13,28
1804,Pickup + Instore,13,28
1805,Pickup + Instore,13,28
1806,Pickup + Instore,13,28
1807,Pickup + Instore,13,28
1809,Instore Only,8,18
1810,Pickup + Instore,13,28
1811,Pickup + Instore,13,28
1812,Pickup + Instore,13,28
1813,Instore Only,8,18
1814,Pickup + Instore,13,28
1815,Pickup + Instore,13,28
1817,Instore Only,8,18
1819,Instore Only,8,18
1820,Pickup + Instore,13,28
1823,Pickup + Instore,13,28
1825,Pickup + Instore,13,28
1826,Instore Only,8,18
1827,Pickup + Instore,13,28
1828,Pickup + Instore,13,28
1829,Instore Only,8,18
1830,Pickup + Instore,13,28
1831,Pickup + Instore,13,28
1832,Pickup + Instore,13,28
1833,Fuel + Pickup + Instore,16,33
1834,Pickup + Instore,13,28
1835,Pickup + Instore,13,28
1836,Pickup + Instore,13,28
1837,Pickup + Instore,13,28
1839,Pickup + Instore,13,28
1840,Pickup + Instore,13,28
1841,Pickup + Instore,13,28
1842,Pickup + Instore,13,28
1845,Pickup + Instore,13,28
1846,Instore Only,8,18
1847,Pickup + Instore,13,28
1848,Pickup + Instore,13,28
1849,Pickup + Instore,13,28
1850,Fuel + Pickup + Instore,16,33
1851,Pickup + Instore,13,28
1852,Pickup + Instore,13,28
1853,Pickup + Instore,13,28
1855,Pickup + Instore,13,28
1856,Pickup + Instore,13,28
1858,Instore Only,8,18
1859,Pickup + Instore,13,28
1860,Pickup + Instore,13,28
1861,Pickup + Instore,13,28
1862,Pickup + Instore,13,28
1863,Pickup + Instore,13,28
1864,Pickup + Instore,13,28
1865,Instore Only,8,18
1866,Instore Only,8,18
1868,Fuel + Pickup + Instore,16,33
1870,Pickup + Instore,13,28
1871,Pickup + Instore,13,28
1872,Pickup + Instore,13,28
1873,Pickup + Instore,13,28
1874,Pickup + Instore,13,28
1875,Pickup + Instore,13,28
1878,Fuel + Pickup + Instore,16,33
1879,Instore Only,8,18
1880,Instore Only,8,18
1881,Pickup + Instore,13,28
1882,Instore Only,8,18
1883,Pickup + Instore,13,28
1884,Pickup + Instore,13,28
1885,Pickup + Instore,13,28
1886,Pickup + Instore,13,28
1888,Pickup + Instore,13,28
1889,Instore Only,8,18
1890,Pickup + Instore,13,28
1891,Pickup + Instore,13,28
1892,Pickup + Instore,13,28
1894,Pickup + Instore,13,28
1896,Pickup + Instore,13,28
1897,Pickup + Instore,13,28
1898,Pickup + Instore,13,28
1899,Pickup + Instore,13,28
1900,Instore Only,8,18
1901,Pickup + Instore,13,28
1902,Fuel + Pickup + Instore,16,33
1903,Pickup + Instore,13,28
1904,Pickup + Instore,13,28
1905,Instore Only,8,18
1907,Instore Only,8,18
1908,Pickup + Instore,13,28
1909,Pickup + Instore,13,28
1910,Instore Only,8,18
1911,Pickup + Instore,13,28
1912,Pickup + Instore,13,28
1913,Pickup + Instore,13,28
1914,Pickup + Instore,13,28
1915,Pickup + Instore,13,28
1916,Pickup + Instore,13,28
1923,Pickup + Instore,13,28
1924,Instore Only,8,18
1925,Instore Only,8,18
1926,Pickup + Instore,13,28
1927,Pickup + Instore,13,28
1928,Pickup + Instore,13,28
1929,Pickup + Instore,13,28
1931,Instore Only,8,18
1932,Instore Only,8,18
1934,Pickup + Instore,13,28
1935,Pickup + Instore,13,28
1936,Instore Only,8,18
1937,Instore Only,8,18
1938,Pickup + Instore,13,28
1939,Pickup + Instore,13,28
1940,Pickup + Instore,13,28
1941,Pickup + Instore,13,28
1942,Pickup + Instore,13,28
1943,Pickup + Instore,13,28
1945,Instore Only,8,18
1946,Instore Only,8,18
1947,Instore Only,8,18
1948,Instore Only,8,18
1949,Pickup + Instore,13,28
1950,Instore Only,8,18
1951,Instore Only,8,18
1952,Pickup + Instore,13,28
1953,Instore Only,8,18
1954,Pickup + Instore,13,28
1955,Pickup + Instore,13,28
1956,Pickup + Instore,13,28
1957,Pickup + Instore,13,28
1958,Pickup + Instore,13,28
1959,Pickup + Instore,13,28
1960,Pickup + Instore,13,28
1961,Pickup + Instore,13,28
1962,Pickup + Instore,13,28
1964,Pickup + Instore,13,28
1965,Pickup + Instore,13,28
1966,Instore Only,8,18
1967,Pickup + Instore,13,28
1968,Pickup + Instore,13,28
1969,Pickup + Instore,13,28
1970,Pickup + Instore,13,28
1971,Pickup + Instore,13,28
1973,Pickup + Instore,13,28
1975,Instore Only,8,18
1976,Pickup + Instore,13,28
1977,Pickup + Instore,13,28
1978,Instore Only,8,18
1980,Pickup + Instore,13,28
1981,Pickup + Instore,13,28
1982,Pickup + Instore,13,28
1984,Instore Only,8,18
1985,Pickup + Instore,13,28
1986,Instore Only,8,18
1987,Pickup + Instore,13,28
1988,Pickup + Instore,13,28
1989,Pickup + Instore,13,28
1991,Pickup + Instore,13,28
1993,Pickup + Instore,13,28
1994,Pickup + Instore,13,28
1995,Pickup + Instore,13,28
1996,Instore Only,8,18
1997,Pickup + Instore,13,28
1998,Pickup + Instore,13,28
1999,Pickup + Instore,13,28
2000,Instore Only,8,18
2001,Pickup + Instore,13,28
2002,Pickup + Instore,13,28
2003,Pickup + Instore,13,28
2004,Pickup + Instore,13,28
2005,Pickup + Instore,13,28
2006,Instore Only,8,18
2007,Instore Only,8,18
2010,Pickup + Instore,13,28
2012,Pickup + Instore,13,28
2013,Pickup + Instore,13,28
2014,Instore Only,8,18
2015,Pickup + Instore,13,28
2016,Instore Only,8,18
2019,Pickup + Instore,13,28
2021,Pickup + Instore,13,28
2022,Pickup + Instore,13,28
2023,Fuel + Pickup + Instore,16,33
2024,Instore Only,8,18
2025,Pickup + Instore,13,28
2027,Pickup + Instore,13,28
2028,Pickup + Instore,13,28
2030,Instore Only,8,18
2032,Instore Only,8,18
2033,Pickup + Instore,13,28
2035,Instore Only,8,18
2036,Pickup + Instore,13,28
2037,Instore Only,8,18
2038,Pickup + Instore,13,28
2040,Pickup + Instore,13,28
2045,Pickup + Instore,13,28
2046,Pickup + Instore,13,28
2047,Instore Only,8,18
2048,Pickup + Instore,13,28
2049,Pickup + Instore,13,28
2050,Pickup + Instore,13,28
2051,Pickup + Instore,13,28
2053,Instore Only,8,18
2055,Pickup + Instore,13,28
2056,Pickup + Instore,13,28
2058,Pickup + Instore,13,28
2059,Pickup + Instore,13,28
2061,Pickup + Instore,13,28
2062,Pickup + Instore,13,28
2063,Pickup + Instore,13,28
2064,Instore Only,8,18
2065,Pickup + Instore,13,28
2066,Pickup + Instore,13,28
2068,Pickup + Instore,13,28
2069,Pickup + Instore,13,28
2070,Pickup + Instore,13,28
2071,Pickup + Instore,13,28
2073,Pickup + Instore,13,28
2074,Pickup + Instore,13,28
2075,Instore Only,8,18
2077,Pickup + Instore,13,28
2078,Pickup + Instore,13,28
2079,Instore Only,8,18
2080,Pickup + Instore,13,28
2081,Pickup + Instore,13,28
2082,Pickup + Instore,13,28
2083,Pickup + Instore,13,28
2084,Pickup + Instore,13,28
2086,Pickup + Instore,13,28
2087,Pickup + Instore,13,28
2088,Pickup + Instore,13,28
2089,Pickup + Instore,13,28
2091,Pickup + Instore,13,28
2093,Pickup + Instore,13,28
2094,Pickup + Instore,13,28
2095,Pickup + Instore,13,28
2096,Pickup + Instore,13,28
2097,Pickup + Instore,13,28
2098,Pickup + Instore,13,28
2100,Instore Only,8,18
2101,Pickup + Instore,13,28
2102,Instore Only,8,18
2103,Pickup + Instore,13,28
2104,Pickup + Instore,13,28
2105,Fuel + Pickup + Instore,16,33
2106,Pickup + Instore,13,28
2107,Pickup + Instore,13,28
2108,Pickup + Instore,13,28
2110,Pickup + Instore,13,28
2111,Pickup + Instore,13,28
2112,Pickup + Instore,13,28
2113,Pickup + Instore,13,28
2114,Instore Only,8,18
2115,Pickup + Instore,13,28
2116,Pickup + Instore,13,28
2117,Pickup + Instore,13,28
2119,Pickup + Instore,13,28
2120,Instore Only,8,18
2121,Instore Only,8,18
2122,Pickup + Instore,13,28
2123,Pickup + Instore,13,28
2124,Pickup + Instore,13,28
2125,Pickup + Instore,13,28
2127,Pickup + Instore,13,28
2128,Pickup + Instore,13,28
2129,Pickup + Instore,13,28
2130,Pickup + Instore,13,28
2131,Pickup + Instore,13,28
2132,Pickup + Instore,13,28
2133,Pickup + Instore,13,28
2134,Pickup + Instore,13,28
2135,Instore Only,8,18
2136,Pickup + Instore,13,28
2137,Pickup + Instore,13,28
2140,Instore Only,8,18
2141,Pickup + Instore,13,28
2142,Pickup + Instore,13,28
2143,Instore Only,8,18
2145,Pickup + Instore,13,28
2146,Pickup + Instore,13,28
2147,Pickup + Instore,13,28
2149,Instore Only,8,18
2151,Instore Only,8,18
2152,Pickup + Instore,13,28
2153,Pickup + Instore,13,28
2154,Pickup + Instore,13,28
2155,Pickup + Instore,13,28
2157,Pickup + Instore,13,28
2158,Pickup + Instore,13,28
2159,Instore Only,8,18
2160,Pickup + Instore,13,28
2164,Fuel + Instore,11,23
2166,Pickup + Instore,13,28
2169,Instore Only,8,18
2174,Pickup + Instore,13,28
2175,Instore Only,8,18
2176,Pickup + Instore,13,28
2178,Instore Only,8,18
2181,Pickup + Instore,13,28
2183,Instore Only,8,18
2185,Pickup + Instore,13,28
2187,Pickup + Instore,13,28
2188,Pickup + Instore,13,28
2189,Pickup + Instore,13,28
2191,Instore Only,8,18
2192,Instore Only,8,18
2193,Instore Only,8,18
2195,Pickup + Instore,13,28
2196,Instore Only,8,18
2197,Pickup + Instore,13,28
2198,Pickup + Instore,13,28
2199,Pickup + Instore,13,28
2201,Pickup + Instore,13,28
2202,Pickup + Instore,13,28
2204,Pickup + Instore,13,28
2205,Pickup + Instore,13,28
2207,Pickup + Instore,13,28
2208,Pickup + Instore,13,28
2209,Pickup + Instore,13,28
2210,Pickup + Instore,13,28
2211,Pickup + Instore,13,28
2213,Pickup + Instore,13,28
2214,Pickup + Instore,13,28
2215,Pickup + Instore,13,28
2218,Pickup + Instore,13,28
2221,Pickup + Instore,13,28
2222,Pickup + Instore,13,28
2223,Pickup + Instore,13,28
2225,Pickup + Instore,13,28
2230,Pickup + Instore,13,28
2231,Pickup + Instore,13,28
2233,Pickup + Instore,13,28
2234,Pickup + Instore,13,28
2237,Pickup + Instore,13,28
2238,Pickup + Instore,13,28
2239,Pickup + Instore,13,28
2241,Instore Only,8,18
2242,Pickup + Instore,13,28
2243,Pickup + Instore,13,28
2244,Fuel + Pickup + Instore,16,33
2245,Pickup + Instore,13,28
2247,Pickup + Instore,13,28
2249,Pickup + Instore,13,28
2250,Pickup + Instore,13,28
2251,Pickup + Instore,13,28
2252,Pickup + Instore,13,28
2253,Pickup + Instore,13,28
2255,Pickup + Instore,13,28
2256,Instore Only,8,18
2257,Pickup + Instore,13,28
2259,Instore Only,8,18
2261,Pickup + Instore,13,28
2262,Instore Only,8,18
2263,Instore Only,8,18
2265,Pickup + Instore,13,28
2266,Pickup + Instore,13,28
2269,Pickup + Instore,13,28
2270,Instore Only,8,18
2271,Instore Only,8,18
2272,Instore Only,8,18
2273,Pickup + Instore,13,28
2274,Pickup + Instore,13,28
2275,Pickup + Instore,13,28
2276,Pickup + Instore,13,28
2277,Pickup + Instore,13,28
2278,Pickup + Instore,13,28
2279,Pickup + Instore,13,28
2281,Pickup + Instore,13,28
2282,Pickup + Instore,13,28
2283,Pickup + Instore,13,28
2284,Pickup + Instore,13,28
2285,Pickup + Instore,13,28
2287,Pickup + Instore,13,28
2289,Instore Only,8,18
2292,Pickup + Instore,13,28
2293,Pickup + Instore,13,28
2294,Pickup + Instore,13,28
2295,Pickup + Instore,13,28
2299,Pickup + Instore,13,28
2300,Pickup + Instore,13,28
2306,Pickup + Instore,13,28
2307,Pickup + Instore,13,28
2309,Pickup + Instore,13,28
2310,Pickup + Instore,13,28
2311,Instore Only,8,18
2312,Pickup + Instore,13,28
2313,Pickup + Instore,13,28
2316,Pickup + Instore,13,28
2318,Pickup + Instore,13,28
2320,Pickup + Instore,13,28
2322,Pickup + Instore,13,28
2323,Pickup + Instore,13,28
2325,Pickup + Instore,13,28
2329,Instore Only,8,18
2330,Pickup + Instore,13,28
2331,Pickup + Instore,13,28
2334,Pickup + Instore,13,28
2335,Pickup + Instore,13,28
2336,Pickup + Instore,13,28
2337,Instore Only,8,18
2338,Pickup + Instore,13,28
2339,Pickup + Instore,13,28
2340,Pickup + Instore,13,28
2348,Pickup + Instore,13,28
2350,Instore Only,8,18
2351,Pickup + Instore,13,28
2352,Instore Only,8,18
2354,Pickup + Instore,13,28
2355,Pickup + Instore,13,28
2357,Pickup + Instore,13,28
2358,Instore Only,8,18
2359,Pickup + Instore,13,28
2360,Pickup + Instore,13,28
2362,Pickup + Instore,13,28
2365,Pickup + Instore,13,28
2366,Pickup + Instore,13,28
2367,Instore Only,8,18
2368,Fuel + Pickup + Instore,16,33
2369,Instore Only,8,18
2370,Pickup + Instore,13,28
2371,Pickup + Instore,13,28
2385,Fuel + Pickup + Instore,16,33
2386,Pickup + Instore,13,28
2387,Pickup + Instore,13,28
2388,Instore Only,8,18
2399,Pickup + Instore,13,28
2400,Pickup + Instore,13,28
2402,Instore Only,8,18
2403,Pickup + Instore,13,28
2404,Pickup + Instore,13,28
2405,Pickup + Instore,13,28
2412,Pickup + Instore,13,28
2417,Instore Only,8,18
2420,Pickup + Instore,13,28
2421,Instore Only,8,18
2424,Instore Only,8,18
2426,Pickup + Instore,13,28
2427,Pickup + Instore,13,28
2428,Instore Only,8,18
2429,Pickup + Instore,13,28
2432,Pickup + Instore,13,28
2434,Instore Only,8,18
2436,Pickup + Instore,13,28
2437,Pickup + Instore,13,28
2438,Pickup + Instore,13,28
2439,Instore Only,8,18
2440,Pickup + Instore,13,28
2441,Pickup + Instore,13,28
2443,Pickup + Instore,13,28
2444,Pickup + Instore,13,28
2445,Pickup + Instore,13,28
2446,Pickup + Instore,13,28
2447,Pickup + Instore,13,28
2448,Pickup + Instore,13,28
2452,Pickup + Instore,13,28
2453,Instore Only,8,18
2455,Pickup + Instore,13,28
2457,Pickup + Instore,13,28
2458,Pickup + Instore,13,28
2459,Pickup + Instore,13,28
2460,Pickup + Instore,13,28
2463,Fuel + Pickup + Instore,16,33
2464,Pickup + Instore,13,28
2469,Pickup + Instore,13,28
2471,Pickup + Instore,13,28
2472,Pickup + Instore,13,28
2474,Fuel + Pickup + Instore,16,33
2475,Pickup + Instore,13,28
2476,Pickup + Instore,13,28
2477,Pickup + Instore,13,28
2479,Pickup + Instore,13,28
2480,Instore Only,8,18
2481,Fuel + Instore,11,23
2482,Pickup + Instore,13,28
2483,Pickup + Instore,13,28
2484,Instore Only,8,18
2485,Instore Only,8,18
2491,Instore Only,8,18
2492,Instore Only,8,18
2493,Pickup + Instore,13,28
2494,Pickup + Instore,13,28
2496,Pickup + Instore,13,28
2497,Pickup + Instore,13,28
2502,Pickup + Instore,13,28
2503,Pickup + Instore,13,28
2504,Pickup + Instore,13,28
2505,Fuel + Pickup + Instore,16,33
2506,Pickup + Instore,13,28
2508,Fuel + Pickup + Instore,16,33
2509,Instore Only,8,18
2510,Instore Only,8,18
2511,Pickup + Instore,13,28
2512,Pickup + Instore,13,28
2513,Pickup + Instore,13,28
2514,Instore Only,8,18
2515,Pickup + Instore,13,28
2516,Pickup + Instore,13,28
2517,Pickup + Instore,13,28
2519,Pickup + Instore,13,28
2520,Pickup + Instore,13,28
2522,Instore Only,8,18
2526,Instore Only,8,18
2528,Instore Only,8,18
2529,Pickup + Instore,13,28
2532,Pickup + Instore,13,28
2533,Pickup + Instore,13,28
2534,Pickup + Instore,13,28
2535,Pickup + Instore,13,28
2537,Pickup + Instore,13,28
2539,Pickup + Instore,13,28
2540,Instore Only,8,18
2541,Pickup + Instore,13,28
2542,Instore Only,8,18
2543,Pickup + Instore,13,28
2544,Pickup + Instore,13,28
2545,Pickup + Instore,13,28
2547,Instore Only,8,18
2548,Instore Only,8,18
2549,Pickup + Instore,13,28
2550,Pickup + Instore,13,28
2552,Pickup + Instore,13,28
2554,Pickup + Instore,13,28
2557,Pickup + Instore,13,28
2559,Pickup + Instore,13,28
2560,Pickup + Instore,13,28
2561,Pickup + Instore,13,28
2562,Instore Only,8,18
2563,Instore Only,8,18
2564,Instore Only,8,18
2565,Pickup + Instore,13,28
2566,Pickup + Instore,13,28
2567,Pickup + Instore,13,28
2572,Instore Only,8,18
2574,Pickup + Instore,13,28
2575,Pickup + Instore,13,28
2576,Pickup + Instore,13,28
2577,Pickup + Instore,13,28
2579,Instore Only,8,18
2580,Instore Only,8,18
2581,Pickup + Instore,13,28
2584,Pickup + Instore,13,28
2586,Pickup + Instore,13,28
2587,Pickup + Instore,13,28
2588,Fuel + Pickup + Instore,16,33
2591,Pickup + Instore,13,28
2592,Pickup + Instore,13,28
2593,Pickup + Instore,13,28
2595,Pickup + Instore,13,28
2596,Pickup + Instore,13,28
2597,Instore Only,8,18
2599,Pickup + Instore,13,28
2600,Pickup + Instore,13,28
2605,Instore Only,8,18
2607,Instore Only,8,18
2608,Instore Only,8,18
2609,Pickup + Instore,13,28
2610,Instore Only,8,18
2611,Pickup + Instore,13,28
2612,Pickup + Instore,13,28
2613,Instore Only,8,18
2614,Pickup + Instore,13,28
2615,Pickup + Instore,13,28
2616,Pickup + Instore,13,28
2617,Instore Only,8,18
2618,Pickup + Instore,13,28
2619,Pickup + Instore,13,28
2620,Pickup + Instore,13,28
2626,Instore Only,8,18
2627,Pickup + Instore,13,28
2628,Pickup + Instore,13,28
2629,Pickup + Instore,13,28
2630,Instore Only,8,18
2631,Pickup + Instore,13,28
2634,Instore Only,8,18
2637,Pickup + Instore,13,28
2638,Pickup + Instore,13,28
2639,Instore Only,8,18
2641,Pickup + Instore,13,28
2642,Pickup + Instore,13,28
2643,Pickup + Instore,13,28
2644,Pickup + Instore,13,28
2645,Instore Only,8,18
2646,Instore Only,8,18
2647,Instore Only,8,18
2649,Pickup + Instore,13,28
2650,Pickup + Instore,13,28
2651,Pickup + Instore,13,28
2652,Instore Only,8,18
2653,Instore Only,8,18
2654,Instore Only,8,18
2656,Instore Only,8,18
2658,Pickup + Instore,13,28
2662,Instore Only,8,18
2663,Instore Only,8,18
2664,Instore Only,8,18
2665,Pickup + Instore,13,28
2667,Pickup + Instore,13,28
2668,Pickup + Instore,13,28
2671,Pickup + Instore,13,28
2672,Instore Only,8,18
2674,Instore Only,8,18
2678,Pickup + Instore,13,28
2679,Pickup + Instore,13,28
2680,Instore Only,8,18
2682,Pickup + Instore,13,28
2684,Fuel + Instore,11,23
2687,Pickup + Instore,13,28
2688,Pickup + Instore,13,28
2690,Pickup + Instore,13,28
2691,Pickup + Instore,13,28
2692,Pickup + Instore,13,28
2693,Pickup + Instore,13,28
2694,Pickup + Instore,13,28
2695,Pickup + Instore,13,28
2696,Instore Only,8,18
2697,Pickup + Instore,13,28
2700,Pickup + Instore,13,28
2702,Pickup + Instore,13,28
2703,Pickup + Instore,13,28
2704,Pickup + Instore,13,28
2705,Pickup + Instore,13,28
2706,Pickup + Instore,13,28
2708,Pickup + Instore,13,28
2712,Pickup + Instore,13,28
2713,Pickup + Instore,13,28
2714,Instore Only,8,18
2715,Pickup + Instore,13,28
2716,Pickup + Instore,13,28
2717,Pickup + Instore,13,28
2720,Pickup + Instore,13,28
2722,Pickup + Instore,13,28
2723,Instore Only,8,18
2724,Pickup + Instore,13,28
2725,Pickup + Instore,13,28
2726,Pickup + Instore,13,28
2727,Pickup + Instore,13,28
2728,Pickup + Instore,13,28
2729,Pickup + Instore,13,28
2730,Pickup + Instore,13,28
2732,Pickup + Instore,13,28
2733,Pickup + Instore,13,28
2734,Pickup + Instore,13,28
2735,Pickup + Instore,13,28
2739,Pickup + Instore,13,28
2740,Pickup + Instore,13,28
2748,Pickup + Instore,13,28
2749,Instore Only,8,18
2751,Pickup + Instore,13,28
2752,Pickup + Instore,13,28
2753,Instore Only,8,18
2754,Instore Only,8,18
2755,Pickup + Instore,13,28
2756,Pickup + Instore,13,28
2757,Pickup + Instore,13,28
2758,Instore Only,8,18
2760,Instore Only,8,18
2761,Fuel + Instore,11,23
2762,Fuel + Pickup + Instore,16,33
2763,Pickup + Instore,13,28
2764,Pickup + Instore,13,28
2765,Fuel + Pickup + Instore,16,33
2766,Fuel + Pickup + Instore,16,33
2767,Pickup + Instore,13,28
2768,Pickup + Instore,13,28
2769,Fuel + Pickup + Instore,16,33
2771,Instore Only,8,18
2772,Instore Only,8,18
2774,Pickup + Instore,13,28
2777,Pickup + Instore,13,28
2778,Instore Only,8,18
2780,Pickup + Instore,13,28
2781,Pickup + Instore,13,28
2782,Instore Only,8,18
2783,Pickup + Instore,13,28
2784,Instore Only,8,18
2785,Instore Only,8,18
2786,Pickup + Instore,13,28
2787,Pickup + Instore,13,28
2788,Pickup + Instore,13,28
2789,Pickup + Instore,13,28
2790,Pickup + Instore,13,28
2791,Instore Only,8,18
2792,Instore Only,8,18
2793,Pickup + Instore,13,28
2794,Instore Only,8,18
2795,Pickup + Instore,13,28
2796,Pickup + Instore,13,28
2803,Pickup + Instore,13,28
2804,Pickup + Instore,13,28
2805,Instore Only,8,18
2806,Pickup + Instore,13,28
2807,Pickup + Instore,13,28
2808,Pickup + Instore,13,28
2809,Instore Only,8,18
2810,Instore Only,8,18
2811,Pickup + Instore,13,28
2812,Pickup + Instore,13,28
2813,Pickup + Instore,13,28
2814,Pickup + Instore,13,28
2817,Pickup + Instore,13,28
2818,Pickup + Instore,13,28
2819,Instore Only,8,18
2820,Instore Only,8,18
2821,Pickup + Instore,13,28
2822,Pickup + Instore,13,28
2823,Fuel + Pickup + Instore,16,33
2827,Pickup + Instore,13,28
2828,Pickup + Instore,13,28
2831,Instore Only,8,18
2832,Pickup + Instore,13,28
2833,Instore Only,8,18
2834,Fuel + Pickup + Instore,16,33
2836,Pickup + Instore,13,28
2838,Pickup + Instore,13,28
2842,Instore Only,8,18
2843,Pickup + Instore,13,28
2844,Pickup + Instore,13,28
2845,Pickup + Instore,13,28
2846,Fuel + Pickup + Instore,16,33
2847,Pickup + Instore,13,28
2849,Fuel + Instore,11,23
2850,Pickup + Instore,13,28
2852,Fuel + Pickup + Instore,16,33
2854,Pickup + Instore,13,28
2855,Pickup + Instore,13,28
2856,Pickup + Instore,13,28
2857,Pickup + Instore,13,28
2859,Pickup + Instore,13,28
2860,Pickup + Instore,13,28
2861,Pickup + Instore,13,28
2862,Fuel + Pickup + Instore,16,33
2864,Pickup + Instore,13,28
2869,Pickup + Instore,13,28
2871,Pickup + Instore,13,28
2872,Pickup + Instore,13,28
