Region,Market,Store,Digital Shelf Labels,DSL Gen,DSL Start Date,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date,Digital Lock Install Date,Digital Lock Survey Date,Next Gen Cash Recycler Install Date,Initial Change Order Delivery Date,Mobile Calling
41,260,507,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,3/18/2024,TBD,TBD,Completed,Completed,6/17/2025
2,21,510,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,Completed,Completed,TBD,TBD,TBD,3/4/2025,2/24/2025,6/24/2025
2,18,515,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/14/2024,LIVE,Completed,Completed,Completed,6/24/2025
2,21,520,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,Completed,Completed,TBD,TBD,TBD,2/27/2025,2/17/2025,TBD
12,152,568,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,9/9/2024,TBD,TBD,3/1/2025,2/26/2025,TBD
2,26,575,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,TBD,TBD,3/8/2025,3/4/2025,TBD
12,123,578,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/28/2024,TBD,TBD,Completed,Completed,TBD
12,121,583,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
3,28,593,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
2,19,594,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,1/12/2025,TBD,TBD,3/18/2025,3/11/2025,TBD
12,124,599,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/24/2025
2,22,615,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,TBD,TBD,3/6/2025,2/25/2025,TBD
41,580,617,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,7/1/2027,10/1/2028,,,,TBD,TBD,TBD,Completed,Completed,TBD
12,119,619,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,9/25/2024,TBD,TBD,Completed,Completed,6/24/2025
3,28,639,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/24/2025
12,152,657,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,2/27/2025,2/17/2025,TBD
12,119,663,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/24/2025
12,151,667,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,TBD,TBD,TBD,3/6/2025,2/24/2025,TBD
12,152,668,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,2/24/2025,2/17/2025,TBD
12,149,673,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,8/19/2024,TBD,TBD,2/17/2025,Completed,TBD
12,123,680,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/27/2024,TBD,TBD,Completed,Completed,6/24/2025
41,257,689,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,7/31/2024,TBD,TBD,Completed,Completed,6/17/2025
12,124,690,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/24/2025
12,119,698,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/27/2024,TBD,TBD,Completed,Completed,6/24/2025
41,254,701,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,7/1/2027,10/1/2028,,Completed,Completed,8/21/2024,TBD,TBD,Completed,Completed,6/17/2025
3,89,705,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7035,7/1/2026,10/1/2027,,6/24/2024,6/24/2024,8/18/2024,TBD,TBD,Completed,Completed,6/24/2025
12,153,710,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,2/26/2025,2/17/2025,TBD
2,22,722,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,TBD,TBD,3/10/2025,3/4/2025,TBD
41,256,729,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,8/18/2024,TBD,TBD,Completed,Completed,6/17/2025
41,253,736,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,7/1/2027,10/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
12,121,741,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/24/2025
12,124,742,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/12/2024,TBD,TBD,Completed,Completed,6/24/2025
2,19,745,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,LIVE,Completed,3/18/2025,3/11/2025,6/24/2025
2,30,754,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,TBD,LIVE,Completed,Completed,Completed,6/24/2025
41,256,760,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6066,7/1/2027,10/1/2028,,,,6/17/2024,TBD,TBD,Completed,Completed,6/17/2025
2,19,787,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,LIVE,Completed,3/20/2025,3/11/2025,6/24/2025
53,263,802,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7039,11/1/2026,2/1/2028,,7/22/2024,7/22/2024,TBD,TBD,TBD,Completed,Completed,6/17/2025
40,340,805,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,TBD,LIVE,Completed,2/25/2025,2/17/2025,6/17/2025
5,50,807,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,Completed,Completed,5/14/2024,TBD,TBD,Completed,Completed,TBD
40,336,815,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,TBD,TBD,TBD,4/8/2025,4/1/2025,6/17/2025
3,28,836,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/24/2025
21,246,854,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,TBD,TBD,TBD,Completed,Completed,6/17/2025
2,20,855,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,LIVE,Completed,3/17/2025,3/11/2025,6/24/2025
3,28,864,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/24/2025
2,24,878,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,Completed,Completed,TBD,TBD,TBD,3/4/2025,2/25/2025,6/24/2025
5,50,880,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,4/1/2028,7/1/2029,,9/16/2024,9/16/2024,TBD,LIVE,Completed,Completed,Completed,TBD
53,425,882,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/17/2025
3,27,889,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,2/18/2025,Completed,6/24/2025
41,251,902,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,TBD,TBD,TBD,Completed,Completed,6/17/2025
2,32,907,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,TBD,TBD,2/17/2025,Completed,6/24/2025
3,27,952,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
53,263,958,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/17/2025
53,438,971,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
53,438,979,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
5,45,1044,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6036,Complete,12/5/2024,4/5/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,4/8/2025,4/1/2025,TBD
2,20,1047,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,LIVE,Completed,3/19/2025,3/10/2025,6/24/2025
40,341,1071,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6069,4/1/2028,7/1/2029,,Completed,Completed,TBD,TBD,TBD,4/15/2025,4/7/2025,6/17/2025
3,27,1072,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
2,32,1076,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,8/5/2024,8/5/2024,TBD,TBD,TBD,2/17/2025,Completed,6/24/2025
12,119,1089,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,8/18/2024,TBD,TBD,Completed,Completed,6/24/2025
40,361,1094,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,8/15/2024,1/26/2026,5/26/2027,Completed,Completed,TBD,LIVE,Completed,3/31/2025,3/24/2025,TBD
21,259,1139,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6024,Complete,1/24/2025,5/24/2026,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
21,259,1140,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6017,4/7/2025,10/31/2026,2/29/2028,6/24/2024,6/24/2024,8/21/2024,TBD,TBD,Completed,Completed,6/17/2025
41,249,1141,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,7/7/2024,TBD,TBD,Completed,Completed,6/17/2025
2,32,1153,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,8/5/2024,8/5/2024,TBD,1/6/2025,Completed,2/19/2025,Completed,TBD
40,340,1177,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,TBD,TBD,TBD,2/28/2025,2/17/2025,TBD
53,439,1202,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
2,30,1227,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD
21,222,1264,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD
40,339,1265,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6069,4/1/2028,7/1/2029,,8/5/2024,8/5/2024,TBD,LIVE,Completed,4/14/2025,4/7/2025,TBD
41,482,1275,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,7/8/2024,TBD,TBD,Completed,Completed,6/17/2025
21,247,1294,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,TBD,LIVE,Completed,Completed,Completed,6/17/2025
53,441,1305,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
2,24,1314,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,Completed,Completed,TBD,TBD,TBD,3/1/2025,2/24/2025,6/24/2025
12,122,1319,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/19/2024,TBD,TBD,Completed,Completed,TBD
12,122,1320,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6039,Complete,4/18/2025,8/18/2026,6/24/2024,6/24/2024,8/21/2024,TBD,TBD,Completed,Completed,6/24/2025
21,222,1333,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6024,Complete,1/24/2025,5/24/2026,Completed,Completed,TBD,TBD,TBD,Completed,Completed,TBD
2,25,1340,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,8/5/2024,8/5/2024,TBD,LIVE,Completed,3/17/2025,3/11/2025,6/24/2025
41,251,1356,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6017,4/7/2025,10/31/2026,2/29/2028,Completed,Completed,TBD,TBD,TBD,Completed,Completed,6/17/2025
53,440,1366,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7039,11/1/2026,2/1/2028,,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,TBD
2,32,1367,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6010,Complete,1/6/2025,5/6/2026,8/5/2024,8/5/2024,TBD,TBD,TBD,2/18/2025,Completed,6/24/2025
21,218,1368,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6024,Complete,1/24/2025,5/24/2026,7/15/2024,7/15/2024,9/9/2024,TBD,TBD,Completed,Completed,6/17/2025
3,111,1390,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6020,Complete,9/1/2024,In Progress,6/24/2024,6/24/2024,4/30/2024,TBD,TBD,Completed,Completed,6/24/2025
75,315,1399,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7045,4/1/2028,7/1/2029,,7/22/2024,7/22/2024,9/17/2024,TBD,TBD,Completed,Completed,6/12/2025
2,21,1400,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6054,4/1/2027,7/1/2028,,Completed,Completed,1/27/2025,TBD,TBD,2/25/2025,2/18/2025,6/24/2025
21,225,1443,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6017,4/7/2025,10/31/2026,2/29/2028,7/15/2024,7/15/2024,TBD,LIVE,Completed,Completed,Completed,6/17/2025
12,120,1458,YES,Gen 3,2/8/2026,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6006,8/22/2024,4/2/2026,8/2/2027,6/24/2024,6/24/2024,TBD,TBD,TBD,Completed,Completed,6/24/2025
