New - Market Nbr,New - Store Nbr
53,426
53,1216
53,2105
53,2427
53,2996
53,4240
53,5092
53,5889
55,260
55,286
55,565
55,1118
55,2667
55,4164
55,4215
55,5191
56,997
56,2086
56,2463
56,2883
56,2926
56,3777
56,5866
56,6300
56,7178
58,2979
58,2981
58,3043
58,3135
58,3341
58,3392
58,3419
58,3594
58,3653
58,5613
58,5614
58,5624
58,6578
58,7251
58,7347
59,297
59,744
59,849
59,1103
59,1279
59,1837
59,4298
59,6579
60,194
60,522
60,1137
60,1186
60,2439
60,3298
60,3500
60,5116
61,462
61,482
61,504
61,527
61,529
61,808
61,1405
61,5388
62,546
62,872
62,915
62,2505
62,2993
62,3510
62,3572
62,5449
63,752
63,1062
63,2724
63,3425
63,4526
63,5612
63,5959
64,772
64,2066
64,2718
64,3296
64,3302
64,3584
64,3827
65,344
65,768
65,1040
65,1409
65,3226
65,3640
65,4111
65,4512
65,5246
66,283
66,331
66,383
66,384
66,408
66,449
66,457
66,469
66,521
66,651
66,777
66,1204
67,703
67,2257
67,3297
67,4416
67,4538
67,5045
67,5091
68,351
68,400
68,602
68,3213
68,3390
68,3585
68,3591
68,5287
70,600
70,755
70,793
70,812
70,822
70,900
70,1516
70,3383
70,3384
70,5216
71,549
71,821
71,861
71,927
71,945
71,1051
71,2653
71,3826
71,4299
71,6898
73,513
73,537
73,608
73,626
73,897
73,898
73,2891
73,3645
74,438
74,535
74,536
74,601
74,1078
74,1249
74,1257
74,1272
74,3381
74,7281
76,211
76,248
76,320
76,561
76,610
76,746
76,939
76,1254
76,5389
76,6929
76,7156
77,290
77,465
77,478
77,757
77,901
77,1313
77,3112
77,3279
77,4103
77,5144
77,5245
78,440
78,442
78,458
78,464
78,470
78,490
78,791
78,1494
78,5460
78,5898
80,395
80,397
80,429
80,452
80,1958
80,3320
80,3567
80,3886
80,4508
80,5165
80,5809
81,381
81,407
81,476
81,781
81,813
81,917
81,1073
81,1232
81,1303
81,3319
81,3816
81,6286
82,1129
82,1253
82,2133
82,2991
82,4130
82,4163
82,4219
82,4554
82,5317
83,77
83,280
83,475
83,1185
83,3169
83,3170
83,3569
83,5479
83,5480
84,330
84,385
84,437
84,463
84,503
84,524
84,1067
84,1098
84,4194
85,293
85,321
85,322
85,446
85,473
85,567
85,846
85,951
85,1042
85,1150
85,4183
86,999
86,1235
86,2239
86,2599
86,3058
86,3106
86,3888
86,4102
86,5145
87,292
87,404
87,765
87,865
87,1347
87,1803
87,2404
87,2769
87,3391
87,4055
87,4115
88,443
88,447
88,461
88,554
88,782
88,1046
88,3518
88,3623
88,5713
89,110
89,705
89,800
89,942
89,959
89,2695
89,2843
89,4262
89,5299
90,817
90,908
90,1086
90,1220
90,2881
90,4332
90,4365
90,5214
90,5250
90,5420
91,890
91,943
91,955
91,1084
91,1374
91,3782
91,4588
91,5871
91,5894
92,174
92,649
92,771
92,931
92,956
92,973
92,974
92,1068
92,1702
92,3538
92,5455
93,538
93,551
93,697
93,960
93,1081
93,1283
93,1297
93,1847
93,3877
93,4368
93,5326
94,563
94,579
94,582
94,613
94,857
94,860
94,1079
94,1182
94,1391
94,3207
94,3310
96,2499
96,3162
96,4142
96,4160
96,4197
96,4211
96,4425
96,5106
96,5132
96,5179
96,5365
96,5366
96,6894
97,488
97,858
97,1077
97,1223
97,1375
97,1408
97,3307
97,4427
97,4520
97,5172
97,5422
98,928
98,977
98,1082
98,1172
98,1173
98,1444
98,3309
98,3702
98,4444
98,5037
98,5054
101,767
101,1083
101,1090
101,1205
101,1219
101,1225
101,2626
101,2920
101,3308
101,6978
102,2392
102,3066
102,4354
102,5321
102,5451
102,5453
102,5622
102,5826
102,6937
102,6941
102,6968
102,7221
102,7298
102,7307
103,2907
103,2930
103,3183
103,3935
103,4140
103,4498
103,4563
103,4595
103,4617
103,4826
103,5615
103,5719
103,5945
104,967
104,988
104,994
104,1029
104,1085
104,1104
104,1213
104,3415
104,3526
104,5266
104,5772
105,819
105,987
105,1119
105,1957
105,3417
105,4063
105,5034
105,5055
105,5347
105,5391
107,814
107,929
107,1087
107,1436
107,1541
107,2176
107,3348
107,3527
107,4260
107,4446
107,5301
108,1387
108,1398
108,1517
108,1589
108,1916
108,2789
108,2962
108,2963
108,3858
108,5882
108,5911
109,1349
109,1845
109,1851
109,2151
109,2591
109,2946
109,2987
109,3625
109,5325
109,5932
110,1680
110,2091
110,2727
110,2814
110,4161
110,5671
110,5854
110,5912
110,6397
111,1390
111,1513
111,1536
111,1712
111,2081
111,2796
111,3372
111,4690
111,5218
112,1482
112,1501
112,1960
112,2627
112,2740
112,3197
112,3418
112,4681
112,5036
112,5220
112,5964
114,547
114,706
114,713
114,718
114,725
114,779
114,925
114,1245
114,2387
114,3463
115,528
115,666
115,769
115,1004
115,1171
115,2459
115,3370
115,3474
115,3887
115,5264
115,5727
116,580
116,759
116,859
116,941
116,968
116,1203
116,3347
116,5035
116,5300
118,623
118,721
118,778
118,811
118,1874
118,2237
118,2484
118,3349
118,3387
118,6190
119,477
119,619
119,663
119,698
119,1089
119,1606
119,3659
119,3835
119,4226
119,5263
120,658
120,669
120,756
120,1215
120,1458
120,1469
120,2988
120,3660
120,5151
120,5173
120,5251
121,366
121,583
121,676
121,687
121,741
121,1466
121,1467
121,4166
121,4635
122,672
122,1194
122,1318
122,1319
122,1320
122,2065
122,2932
122,4223
123,578
123,678
123,680
123,685
123,724
123,1159
123,2310
123,3234
123,6370
124,599
124,620
124,690
124,742
124,1080
124,1694
124,2496
124,2749
124,3289
124,3829
124,3852
125,553
125,909
125,912
125,1163
125,2665
125,2706
125,3167
125,5022
127,87
127,116
127,278
127,323
127,376
127,448
127,450
127,876
127,1169
127,3868
127,6932
128,489
128,541
128,803
128,911
128,989
128,1342
128,1353
128,3616
128,4129
129,311
129,485
129,502
129,540
129,542
129,761
129,961
129,1016
129,2913
129,3483
130,428
130,532
130,839
130,935
130,1102
130,1206
130,1266
130,4683
131,401
131,1136
131,1196
131,2132
131,2822
131,3288
131,4679
131,5056
132,309
132,310
132,386
132,402
132,415
132,531
132,533
132,543
132,2938
132,7301
134,75
134,170
134,312
134,405
134,498
134,505
134,539
134,773
134,1107
134,1128
134,4295
135,23
135,98
135,149
135,244
135,307
135,976
135,1108
135,1109
135,1110
135,1193
136,155
136,182
136,347
136,699
136,707
136,716
136,1074
136,1468
136,1530
137,394
137,403
137,409
137,660
137,661
137,662
137,766
137,1100
137,1124
137,2690
137,4187
137,5703
138,112
138,115
138,183
138,205
138,239
138,305
138,411
138,495
138,981
138,1059
138,1069
138,1271
140,365
140,708
140,875
140,903
140,1710
140,2720
140,2755
140,2939
140,3059
140,3060
140,6469
141,501
141,785
141,816
141,874
141,887
141,916
141,954
141,1025
141,1106
141,1168
141,1192
141,2717
143,969
143,970
143,1066
143,1088
143,1195
143,1260
143,1346
143,2715
143,3528
143,5079
144,175
144,848
144,1248
144,2846
144,5196
144,5419
144,6964
145,93
145,94
145,466
145,950
145,1561
145,2322
145,4533
145,6807
146,64
146,97
146,104
146,106
146,107
146,120
146,177
146,335
146,410
146,675
146,677
147,161
147,192
147,218
147,238
147,268
147,393
147,683
147,684
147,738
147,1115
149,264
149,304
149,390
149,673
149,695
149,1075
149,1226
149,3137
149,3495
149,4435
149,4483
151,406
151,416
151,656
151,667
151,682
151,735
151,737
151,2757
151,3017
151,5057
151,7020
152,308
152,568
152,587
152,657
152,668
152,671
152,674
152,879
152,1376
152,4414
152,5175
153,272
153,659
153,688
153,710
153,3717
153,4482
153,5058
153,5616
154,1967
154,1984
154,2174
154,2228
154,2289
154,2386
154,2683
154,2797
154,2901
154,5278
156,1918
156,2012
156,2118
156,2155
156,2158
156,2267
156,2329
156,2629
156,2964
156,3409
156,4387
157,1762
157,2139
157,2180
157,2222
157,2640
157,2660
157,2903
157,3114
157,3535
159,1970
159,2103
159,2122
159,2128
159,2227
159,2336
159,2341
159,2902
159,2904
159,3200
160,1906
160,2021
160,2095
160,2157
160,2184
160,2366
160,2953
160,3560
160,3561
160,5448
161,1873
161,1964
161,2225
161,2261
161,2283
161,2373
161,2747
161,2885
161,3301
162,1891
162,1980
162,2022
162,2170
162,2200
162,2282
162,2331
162,2854
162,2898
162,5777
163,2232
163,2299
163,2371
163,2719
163,2899
163,2900
163,2965
163,3545
163,5095
163,5439
164,1810
164,1959
164,2104
164,2531
164,2547
164,2637
164,2905
164,4570
165,1742
165,1807
165,1869
165,2108
165,2109
165,2254
165,3339
165,3422
165,3774
165,5476
166,2141
166,2650
166,2830
166,5103
166,5130
166,5229
166,5495
166,5891
167,2167
167,2236
167,2263
167,3252
167,3475
167,3541
167,4687
167,5239
167,5881
168,1670
168,1777
168,2145
168,2252
168,2614
168,2641
168,3563
168,3810
168,4612
170,2040
170,2068
170,2096
170,2445
170,2446
170,3564
170,5012
170,5131
170,5649
171,2156
171,2286
171,2906
171,2915
171,2917
171,5202
171,8331
172,2583
172,2916
172,3420
172,5293
172,5295
173,2144
173,2163
173,2284
173,2585
173,2897
173,2954
173,3543
173,3546
173,3547
173,3548
173,3803
173,5294
174,2003
174,2090
174,2294
174,2365
174,2368
174,2497
174,2503
174,2582
174,2604
174,3291
175,2633
175,2651
175,2825
175,3078
175,3469
175,4153
175,5201
175,5281
176,3292
176,3598
176,3912
176,5111
176,5178
176,5447
176,5867
178,1844
178,1921
178,1977
178,2195
178,3212
178,3236
178,3337
178,3830
178,5142
178,5414
179,1797
179,1856
179,1919
179,1924
179,1932
179,1974
179,2013
179,2047
179,2143
179,2178
179,5076
180,1866
180,1868
180,1939
180,2046
180,2140
180,2183
180,2202
180,2634
180,2681
180,3269
181,1975
181,2138
181,2224
181,2332
181,2369
181,2530
181,2639
181,2682
181,2758
181,4156
181,4389
183,1698
183,1749
183,1788
183,1954
183,2055
183,2130
183,2153
183,2330
183,2398
183,2659
184,1753
184,1785
184,1796
184,1907
184,1930
184,2057
184,2142
184,2399
184,3491
184,3549
187,1871
187,1946
187,1994
187,2092
187,2116
187,2424
187,3329
187,3334
187,4403
187,5497
187,5498
188,1940
188,1997
188,2056
188,2097
188,2152
188,2351
188,2370
188,2504
188,2844
188,3583
189,1677
189,1806
189,2093
189,2146
189,2234
189,2264
189,2285
189,2444
189,2874
190,1781
190,1835
190,1976
190,2120
190,2135
190,2262
190,2992
190,3221
190,5240
190,5732
191,1705
191,1830
191,1831
191,1926
191,2166
191,2581
191,2911
191,3332
191,5242
192,1610
192,1619
192,1673
192,1731
192,1744
192,1813
192,2785
192,3280
192,3842
192,5282
194,1949
194,1966
194,1973
194,2043
194,2159
194,2164
194,2326
194,2405
194,2859
194,5027
195,1909
195,1993
195,2088
195,2107
195,2210
195,2355
195,2586
195,3607
195,4597
196,1542
196,1936
196,2079
196,2100
196,2338
196,2358
196,2417
196,2434
196,2522
196,2545
197,1790
197,2631
197,2872
197,2912
197,3336
197,3476
197,4383
197,5761
197,5842
200,1791
200,1923
200,1942
200,2102
200,2238
200,2493
200,2567
200,3328
200,3453
200,3458
200,3876
200,5386
201,1540
201,2010
201,2061
201,2062
201,2678
201,2680
201,3436
201,4439
201,5064
201,5065
201,5280
202,1593
202,1642
202,1771
202,1809
202,1836
202,2080
202,2620
202,3791
202,5160
202,5411
202,5472
202,7260
203,1423
203,1733
203,1754
203,2618
203,2700
203,2866
203,2867
203,2869
203,4540
203,5048
203,5893
204,1422
204,1428
204,1432
204,1719
204,1752
204,2014
204,2619
204,2644
204,5097
204,5159
204,5376
205,1592
205,1611
205,1798
205,1928
205,1987
205,2273
205,2354
205,2693
205,3632
205,3726
205,4243
206,2558
206,2559
206,2692
206,2873
206,2959
206,3487
206,4424
206,4660
206,5844
207,1416
207,1913
207,2191
207,2350
207,3445
207,4479
207,5028
207,5029
207,5030
207,5385
208,1707
208,1948
208,2063
208,2193
208,2197
208,2211
208,2541
208,2910
208,3860
209,1857
209,1863
209,1927
209,2313
209,2359
209,2506
209,3250
209,3293
209,3608
209,5387
213,1429
213,1445
213,1448
213,1539
213,1622
213,1628
213,1986
213,2613
213,3809
213,5309
213,5471
214,1839
214,2073
214,2266
214,2316
214,2362
214,3335
214,4255
214,4285
214,5066
214,5082
215,1812
215,1894
215,1895
215,1911
215,2323
215,2361
215,2914
215,2966
215,3722
215,5285
215,5410
216,1724
216,1782
216,1937
216,2078
216,2115
216,2149
216,2199
216,2209
216,2684
216,2823
216,2852
216,3262
216,3581
217,1239
217,1595
217,1990
217,2426
217,2471
217,2725
217,2774
217,3812
217,5185
217,5203
218,1368
218,1427
218,1519
218,1564
218,2400
218,2572
218,2605
218,3251
218,3282
218,3486
218,3515
219,1594
219,2098
219,2666
219,2726
219,3447
219,3580
219,3792
219,5184
219,5466
219,5857
221,1289
221,1407
221,1441
221,1503
221,1504
221,2309
221,2441
221,3502
221,3571
221,3784
221,5499
222,1264
222,1330
222,1333
222,1433
222,1718
222,1750
222,2542
222,3206
222,3300
222,3840
222,5355
223,1331
223,1410
223,1463
223,1495
223,2124
223,2429
223,3641
223,3765
223,3783
223,5104
223,5409
225,1443
225,1510
225,1521
225,1961
225,2250
225,2447
225,2967
225,3342
225,3749
225,4609
226,1623
226,1884
226,1945
226,2024
226,2064
226,2208
226,2480
226,2543
226,4276
227,1739
227,2300
227,2603
227,3738
227,3838
227,4644
227,5040
227,5088
227,5381
228,1656
228,2278
228,2561
228,2597
228,2674
228,2909
228,3253
228,3281
228,3429
228,3514
228,5360
228,5445
229,1568
229,1770
229,1820
229,1883
229,1885
229,2008
229,2287
229,2540
229,3223
229,4643
231,1765
231,1935
231,2059
231,2318
231,2502
231,2663
231,2664
231,3228
231,5241
231,5356
232,1644
232,1794
232,1887
232,2169
232,2185
232,2255
232,2481
232,2528
232,2535
232,3412
232,3634
233,1529
233,2023
233,2205
233,2334
233,2340
233,2519
233,2888
233,2945
233,3501
233,4404
233,5200
233,5795
234,1537
234,1591
234,1823
234,1850
234,1886
234,2574
234,3633
234,5358
234,5469
234,5888
235,2019
235,2281
235,2420
235,2588
235,2611
235,4501
235,5379
235,5446
237,1607
237,1640
237,1684
237,1769
237,1792
237,2049
237,2129
237,2230
237,4348
237,5470
238,1479
238,1487
238,1576
238,1618
238,2276
238,2544
238,2817
238,2818
238,4631
238,5404
239,1480
239,1665
239,1728
239,1729
239,1745
239,1758
239,2035
239,2275
239,2388
239,3747
239,5374
242,497
242,526
242,1053
242,3294
242,4450
242,5417
242,5418
242,7290
243,922
243,1033
243,1142
243,1157
243,1160
243,1180
243,1327
243,1476
243,2691
243,2968
243,7087
246,854
246,1329
246,1547
246,1962
246,2020
246,2339
246,2771
246,3851
247,1294
247,1304
247,1378
247,1425
247,1566
247,1639
247,1667
247,1978
247,2311
247,2679
247,4399
248,1388
248,1419
248,1570
248,1647
248,1709
248,1804
248,2819
248,4230
248,4231
248,5025
249,884
249,1141
249,1459
249,1580
249,2787
249,3435
249,3529
249,5443
249,5483
251,828
251,902
251,995
251,996
251,1013
251,1310
251,1356
251,1629
251,1991
251,4235
251,4417
253,143
253,204
253,282
253,294
253,430
253,431
253,491
253,653
253,655
253,736
253,3362
254,257
254,299
254,333
254,694
254,701
254,1263
254,1341
254,1676
254,3363
254,5236
254,5728
256,445
256,589
256,709
256,729
256,760
256,1165
256,1170
256,1675
256,4118
256,6931
257,569
257,665
257,689
257,711
257,719
257,825
257,1048
257,1190
257,1234
257,2654
258,545
258,552
258,696
258,739
258,1113
258,1189
258,1233
258,1247
258,1259
258,1505
258,1743
259,591
259,693
259,702
259,1139
259,1140
259,1426
259,1478
259,1569
259,2638
259,3894
259,4461
260,493
260,507
260,519
260,571
260,584
260,692
260,720
260,1210
260,2628
260,2783
262,844
262,852
262,1003
262,1307
262,1386
262,1548
262,2956
262,4323
262,4699
262,5038
263,802
263,933
263,958
263,1490
263,1740
263,1955
263,2532
263,3837
263,5044
263,5398
264,786
264,1420
264,1553
264,1814
264,1848
264,1898
264,4405
264,5352
264,5442
265,1401
265,1596
265,1779
265,2215
265,3400
265,3790
265,4286
265,4531
266,1256
266,1497
266,1556
266,3601
266,4049
266,4529
266,5486
266,5965
267,1933
267,1998
267,2204
267,2816
267,3725
267,5402
267,5617
268,1681
268,1737
268,1892
268,1897
268,1938
268,2815
268,3004
268,5485
269,1228
269,1404
269,1489
269,1668
269,1735
269,3891
269,3893
269,4177
269,5199
269,5276
270,1211
270,1377
270,1413
270,1531
270,3434
270,3597
270,4641
270,5060
271,196
271,216
271,222
271,233
271,237
271,252
271,262
271,302
271,352
271,596
271,833
272,198
272,213
272,224
272,317
272,435
272,436
272,454
272,506
272,936
272,1395
272,4259
273,254
273,422
273,481
273,550
273,612
273,798
273,1093
273,1734
273,2491
273,2934
273,3255
273,5403
275,200
275,334
275,343
275,480
275,609
275,1451
275,1454
275,1602
275,1690
275,2728
275,3210
275,3602
278,197
278,199
278,603
278,1028
278,1125
278,1323
278,1421
278,1713
278,3459
278,3460
278,5157
279,633
279,636
279,775
279,792
279,796
279,830
279,891
279,957
279,2231
279,4511
279,5399
280,1674
280,1703
280,2233
280,2357
280,2551
280,2566
280,2756
280,2790
280,4423
281,1968
281,2009
281,2045
281,2577
281,3489
281,3780
281,5344
282,1875
282,2279
282,2435
282,3481
282,3490
282,5228
282,5382
283,1985
283,2194
283,2258
283,3035
283,5129
283,5753
283,5936
283,5941
283,5968
284,1736
284,1741
284,1860
284,2041
284,2555
284,3802
284,5039
284,5384
284,5436
284,5450
285,1715
285,1890
285,2272
285,2419
285,2460
285,2514
285,2560
285,2791
285,2931
285,3843
285,4378
286,1406
286,1825
286,2437
286,2564
286,2647
286,3344
286,3573
286,4514
286,5105
286,6952
287,1523
287,1525
287,1730
287,2295
287,2795
287,3869
287,4191
287,4350
287,7032
288,1631
288,1682
288,1687
288,1759
288,1773
288,3214
288,3219
288,3265
288,3831
288,4623
289,1688
289,1811
289,1841
289,2529
289,3216
289,3644
289,4064
289,5253
289,5488
289,5922
290,1424
290,1524
290,1969
290,2160
290,2808
290,2821
290,4476
290,5847
291,1833
291,1852
291,2136
291,2438
291,2520
291,3588
291,4258
291,4638
291,5343
291,5731
292,1904
292,2015
292,2038
292,3077
292,3639
292,5227
292,5880
292,5969
293,1867
293,2248
293,2412
293,2436
293,2850
293,3720
293,3804
294,1036
294,1179
294,1217
294,1242
294,1317
294,1663
294,1795
294,2440
294,4334
294,4428
296,1191
296,1287
296,1288
296,1579
296,2137
296,2256
296,2845
296,3182
296,3612
296,5346
297,1614
297,1751
297,1816
297,1953
297,2058
297,4250
297,4484
297,5118
297,5254
297,5292
298,1132
298,1498
298,1558
298,1842
298,2704
298,3304
298,3305
298,3658
298,5320
299,1237
299,1321
299,1372
299,1664
299,2247
299,2836
299,3889
299,4458
299,4499
299,4564
299,5046
299,5743
300,1166
300,1268
300,1348
300,1352
300,1392
300,1767
300,2580
300,2772
300,4065
300,4273
300,7243
301,1197
301,1354
301,1379
301,1502
301,1527
301,1641
301,1950
301,2000
301,2730
301,4459
301,5851
302,1236
302,1298
302,1300
302,1355
302,1661
302,3701
302,3825
302,3864
302,7009
302,7179
302,7238
304,948
304,1039
304,1060
304,1064
304,1096
304,1131
304,1290
304,1337
304,1662
304,4224
304,4410
305,1034
305,1209
305,1385
305,1464
305,4274
305,4594
305,5085
305,5298
305,5481
305,5745
306,1027
306,1156
306,1666
306,1821
306,2005
306,2134
306,3371
306,4574
306,5747
306,5879
308,1322
308,1552
308,1613
308,1849
308,2472
308,2793
308,3503
308,3626
308,4477
308,6789
309,877
309,1010
309,1097
309,1133
309,1255
309,1452
309,2908
309,3700
309,5063
310,1155
310,1238
310,1261
310,1312
310,1774
310,2929
310,3595
310,5489
310,5787
310,6879
310,6958
311,154
311,1023
311,1302
311,1336
311,1763
311,2089
311,2761
311,3270
311,3303
311,3480
311,3772
312,1243
312,1292
312,1301
312,1309
312,1652
312,2312
312,2337
312,2762
312,3243
312,3770
314,1345
314,1465
314,1486
314,1934
314,2645
314,2705
314,2805
314,3768
314,4636
315,1335
315,1344
315,1350
315,1399
315,1726
315,1780
315,2565
315,2807
315,4682
315,4697
315,5117
316,1450
316,2244
316,2548
316,2576
316,2610
316,2792
316,2810
316,2849
316,4277
316,5296
316,7256
317,1351
317,1360
317,1477
317,1499
317,2036
317,2646
317,2662
317,2933
317,4278
317,5319
317,6951
320,1522
320,1544
320,1653
320,1714
320,2027
320,2083
320,2474
320,2696
320,2809
320,2833
320,2894
320,3215
320,4372
321,16
321,55
321,66
321,67
321,125
321,141
321,209
321,230
321,279
321,358
321,388
321,3231
322,2
322,54
322,76
322,144
322,359
322,373
322,914
323,1
323,4
323,100
323,241
323,4108
323,5260
323,5261
323,7368
324,85
324,124
324,126
324,3230
324,4460
324,5244
324,5706
325,33
325,52
325,58
325,127
325,133
325,261
325,296
325,318
325,336
325,1065
325,5433
326,5
326,7
326,8
326,24
326,169
326,1105
326,2575
326,2587
326,4168
327,83
327,102
327,167
327,171
327,289
327,339
327,348
327,530
327,714
327,3331
328,11
328,18
328,57
328,71
328,119
328,157
328,160
328,281
328,788
328,1114
328,1147
329,36
329,45
329,62
329,68
329,70
329,74
329,91
329,128
329,190
329,229
329,453
333,15
333,32
333,56
333,379
333,444
333,837
333,871
333,1009
333,2175
333,2221
333,2702
333,4381
334,13
334,17
334,34
334,48
334,59
334,79
334,92
334,267
334,338
334,888
334,7249
335,9
335,19
335,30
335,37
335,69
335,82
335,95
335,122
335,152
335,188
335,337
336,21
336,29
336,44
336,65
336,89
336,101
336,219
336,354
336,357
336,815
336,895
336,5477
339,60
339,145
339,243
339,648
339,1021
339,1161
339,1188
339,1265
339,2600
339,2616
339,5313
339,5927
340,99
340,172
340,295
340,313
340,805
340,1177
340,1514
340,2213
340,2694
340,3061
340,5150
341,201
341,253
341,256
341,328
341,361
341,747
341,1071
341,1418
341,1761
341,4695
344,108
344,132
344,134
344,150
344,178
344,221
344,227
344,392
344,499
344,564
344,622
345,41
345,136
345,168
345,207
345,246
345,576
345,823
345,838
345,3055
347,10
347,12
347,22
347,28
347,50
347,63
347,81
347,90
347,130
347,374
349,113
349,162
349,269
349,271
349,414
349,420
349,479
349,607
349,893
349,1116
349,1148
349,3229
349,5071
350,129
350,147
350,151
350,158
350,185
350,225
350,232
350,947
350,975
350,1043
350,1295
351,31
351,47
351,103
351,121
351,123
351,210
351,231
351,247
351,276
351,340
352,137
352,360
352,387
352,389
352,1626
352,2803
352,2804
352,3430
352,4195
352,4241
353,139
353,212
353,277
353,517
353,544
353,743
353,1056
353,2734
353,7294
353,7326
356,73
356,324
356,472
356,894
356,992
356,1597
356,3295
356,4615
356,4637
357,14
357,27
357,46
357,78
357,86
357,88
357,138
357,166
357,173
357,179
357,250
357,845
359,25
359,40
359,51
359,80
359,159
359,189
359,203
359,363
359,451
359,783
359,820
360,109
360,135
360,195
360,234
360,325
360,560
360,801
360,834
360,1120
360,2857
360,2994
361,20
361,61
361,96
361,184
361,319
361,326
361,573
361,1014
361,1094
361,2856
361,4553
361,4590
362,486
362,577
362,1151
362,1599
362,1691
362,2490
362,2855
362,2955
362,3273
362,4475
362,4611
364,1175
364,1230
364,1299
364,1328
364,1369
364,1417
364,3730
364,4252
364,4355
364,5303
365,1364
365,1370
365,1474
365,4203
365,4325
365,4337
365,4543
365,5342
366,1218
366,1324
366,1325
366,1411
366,1612
366,1846
366,2922
366,3379
366,5031
367,1149
367,1240
367,1291
367,3807
367,3884
367,5626
367,5799
367,5858
368,1549
368,2554
368,2777
368,3407
368,3896
368,4336
368,5331
368,5369
368,5429
369,1532
369,1533
369,2512
369,3241
369,3465
369,5189
