Store,Tracking Number,Service type 
5410,433495722898,FedEx Ground
5411,433495767850,FedEx Ground
5414,433495761325,FedEx Ground
5417,433495735074,FedEx Ground
5418,433495735085,FedEx Ground
5420,433495732774,FedEx Ground
5421,433495765754,FedEx Ground
5422,433495733440,FedEx Ground
5423,433495766187,FedEx Ground
5424,433495718781,FedEx Ground
5425,433495731756,FedEx Ground
5427,433495765765,FedEx Ground
5428,433495730315,FedEx Ground
5429,433495730326,FedEx Ground
5430,433495736552,FedEx Ground
5432,433495764298,FedEx Ground
5438,433495719891,FedEx Ground
5443,433495734652,FedEx Ground
5444,433495726746,FedEx Ground
5445,433495722615,FedEx Ground
5446,433495723714,FedEx Ground
5447,433495736449,FedEx Ground
5448,433495767367,FedEx Ground
5450,433495760502,FedEx Ground
5451,433495759417,FedEx Ground
5452,433495765651,FedEx Ground
5453,433495765526,FedEx Ground
5455,433495762620,FedEx Ground
5458,433495729539,FedEx Ground
5461,433495718255,FedEx Ground
5462,433495718921,FedEx Ground
5463,433495719869,FedEx Ground
5464,433495768374,FedEx Ground
5466,433495722865,FedEx Ground
5467,433495759954,FedEx Ground
5469,433495723725,FedEx Ground
5470,433495723699,FedEx Ground
5471,433495722876,FedEx Ground
5476,433495725121,FedEx Ground
5481,433495761200,FedEx Ground
5482,433495728381,FedEx Ground
5483,433495734663,FedEx Ground
5485,433495734148,FedEx Ground
5486,433495734159,FedEx Ground
5487,433495723357,FedEx Ground
5488,433495721480,FedEx Ground
5489,433495767297,FedEx Ground
5491,433495736563,FedEx Ground
5494,433495733645,FedEx Ground
5497,433495718575,FedEx Ground
5498,433495718586,FedEx Ground
5499,433495722843,FedEx Ground
5600,433495758970,FedEx Ground
5601,433495764585,FedEx Ground
5602,433495764552,FedEx Ground
5603,433495764563,FedEx Ground
5604,433495764574,FedEx Ground
5605,433495766670,FedEx Ground
5606,433495758969,FedEx Ground
5608,433495758991,FedEx Ground
5609,433495758980,FedEx Ground
5610,433495766647,FedEx Ground
5611,433495759016,FedEx Ground
5615,433495759406,FedEx Ground
5622,433495765103,FedEx Ground
5623,433495765114,FedEx Ground
5627,433495719089,FedEx Ground
5628,433495718244,FedEx Ground
5633,433495764688,FedEx Ground
5634,433495759005,FedEx Ground
5635,433495764596,FedEx Ground
5637,433495764600,FedEx Ground
5640,433495764611,FedEx Ground
5643,433495764622,FedEx Ground
5649,433495723703,FedEx Ground
5653,433495766886,FedEx Ground
5654,433495765125,FedEx Ground
5658,433495759038,FedEx Ground
5659,433495759027,FedEx Ground
5661,433495764633,FedEx Ground
5663,433495759050,FedEx Ground
5664,433495764644,FedEx Ground
5667,433495719870,FedEx Ground
5668,433495719847,FedEx Ground
5669,433495721663,FedEx Ground
5670,433495765136,FedEx Ground
5675,433495766073,FedEx Ground
5678,433495719056,FedEx Ground
5683,433495759049,FedEx Ground
5684,433495759071,FedEx Ground
5686,433495731767,FedEx Ground
5689,433495764655,FedEx Ground
5691,433495766658,FedEx Ground
5695,433495766614,FedEx Ground
5703,433495730532,FedEx Ground
5704,433495759439,FedEx Ground
5705,433495723368,FedEx Ground
5709,433495733450,FedEx Ground
5716,433495766897,FedEx Ground
5719,433495759428,FedEx Ground
5725,433495766691,FedEx Ground
5727,433495732785,FedEx Ground
5728,433495734674,FedEx Ground
5731,433495720531,FedEx Ground
5732,433495719663,FedEx Ground
5734,433495766360,FedEx Ground
5735,433495728359,FedEx Ground
5740,433495758719,FedEx Ground
5741,433495765147,FedEx Ground
5743,433495725783,FedEx Ground
5744,433495758708,FedEx Ground
5745,433495723335,FedEx Ground
5752,433495761336,FedEx Ground
5753,433495720509,FedEx Ground
5754,433495766566,FedEx Ground
5755,433495759998,FedEx Ground
5758,433495764725,FedEx Ground
5759,433495765158,FedEx Ground
5760,433495765169,FedEx Ground
5761,433495767860,FedEx Ground
5763,433495720932,FedEx Ground
5767,433495765662,FedEx Ground
5769,433495766864,FedEx Ground
5771,433495759450,FedEx Ground
5772,433495728727,FedEx Ground
5774,433495768363,FedEx Ground
5776,433495768282,FedEx Ground
5777,433495729414,FedEx Ground
5779,433495720510,FedEx Ground
5780,433495768477,FedEx Ground
5786,433495728360,FedEx Ground
5787,433495767264,FedEx Ground
5795,433495723677,FedEx Ground
5797,433495767492,FedEx Ground
5799,433495730290,FedEx Ground
5804,433495765673,FedEx Ground
5806,433495725669,FedEx Ground
5812,433495728337,FedEx Ground
5813,433495760101,FedEx Ground
5814,433495728348,FedEx Ground
5815,433495760123,FedEx Ground
5816,433495765170,FedEx Ground
5817,433495765180,FedEx Ground
5818,433495765191,FedEx Ground
5819,433495765206,FedEx Ground
5820,433495765217,FedEx Ground
5826,433495765228,FedEx Ground
5828,433495759196,FedEx Ground
5829,433495759987,FedEx Ground
5831,433495759440,FedEx Ground
5835,433495730304,FedEx Ground
5839,433495718196,FedEx Ground
5841,433495728050,FedEx Ground
5842,433495726713,FedEx Ground
5844,433495735659,FedEx Ground
5845,433495728690,FedEx Ground
5846,433495765239,FedEx Ground
5847,433495720483,FedEx Ground
5851,433495736265,FedEx Ground
5853,433495718932,FedEx Ground
5855,433495768433,FedEx Ground
5857,433495767231,FedEx Ground
5861,433495718200,FedEx Ground
5864,433495724927,FedEx Ground
5869,433495718369,FedEx Ground
5872,433495728705,FedEx Ground
5875,433495765240,FedEx Ground
5876,433495765250,FedEx Ground
5879,433495736276,FedEx Ground
5880,433495720494,FedEx Ground
5881,433495723688,FedEx Ground
5883,433495718943,FedEx Ground
5884,433495729973,FedEx Ground
5886,433495729984,FedEx Ground
5891,433495723655,FedEx Ground
5893,433495726724,FedEx Ground
5903,433495766875,FedEx Ground
5907,433495765548,FedEx Ground
5908,433495766371,FedEx Ground
5922,433495720461,FedEx Ground
5923,433495759884,FedEx Ground
5925,433495766842,FedEx Ground
5927,433495735876,FedEx Ground
5929,433495718954,FedEx Ground
5932,433495762630,FedEx Ground
5935,433495718174,FedEx Ground
5936,433495720472,FedEx Ground
5944,433495725095,FedEx Ground
5945,433495759472,FedEx Ground
5956,433495729951,FedEx Ground
5962,433495768179,FedEx Ground
5964,433495728679,FedEx Ground
5965,433495734160,FedEx Ground
5968,433495729399,FedEx Ground
5969,433495720440,FedEx Ground
5976,433495726297,FedEx Ground
5977,433495767312,FedEx Ground
5979,433495759060,FedEx Ground
5981,433495759093,FedEx Ground
5982,433495759082,FedEx Ground
5988,433495765261,FedEx Ground
5990,433495768422,FedEx Ground
5992,433495726301,FedEx Ground
5993,433495719090,FedEx Ground
5994,433495719034,FedEx Ground
6098,433495768168,FedEx Ground
6149,433495765272,FedEx Ground
6165,433495768271,FedEx Ground
6174,433495759910,FedEx Ground
6176,433495765787,FedEx Ground
6190,433495762641,FedEx Ground
6207,433495765283,FedEx Ground
6226,433495766577,FedEx Ground
6233,433495765868,FedEx Ground
6243,433495765879,FedEx Ground
6263,433495759601,FedEx Ground
6264,433495765880,FedEx Ground
6370,433495721940,FedEx Ground
6390,433495759509,FedEx Ground
6394,433495768102,FedEx Ground
6395,433495723346,FedEx Ground
6397,433495732796,FedEx Ground
6398,433495759461,FedEx Ground
6469,433495768683,FedEx Ground
6470,433495765684,FedEx Ground
6476,433495767415,FedEx Ground
6477,433495762001,FedEx Ground
6480,433495730278,FedEx Ground
6531,433495765294,FedEx Ground
6548,433495759494,FedEx Ground
6576,433495767150,FedEx Ground
6577,433495768352,FedEx Ground
6586,433495765890,FedEx Ground
6588,433495768341,FedEx Ground
6732,433495765559,FedEx Ground
6786,433495768157,FedEx Ground
6789,433495736287,FedEx Ground
6798,433495766588,FedEx Ground
6814,433495765905,FedEx Ground
6828,433495765916,FedEx Ground
6878,433495731241,FedEx Ground
6879,433495761211,FedEx Ground
6887,433495723313,FedEx Ground
6894,433495765309,FedEx Ground
6931,433495735096,FedEx Ground
6936,433495766599,FedEx Ground
6937,433495765310,FedEx Ground
6941,433495765320,FedEx Ground
6951,433495719744,FedEx Ground
6952,433495768098,FedEx Ground
6958,433495725750,FedEx Ground
6962,433495766268,FedEx Ground
6967,433495760009,FedEx Ground
6968,433495765331,FedEx Ground
6978,433495732800,FedEx Ground
7004,433495759634,FedEx Ground
7009,433495767941,FedEx Ground
7020,433495763968,FedEx Ground
7032,433495721490,FedEx Ground
7043,433495766463,FedEx Ground
7062,433495765927,FedEx Ground
7087,433495767805,FedEx Ground
7098,433495759623,FedEx Ground
7099,433495768330,FedEx Ground
7137,433495759656,FedEx Ground
7146,433495765938,FedEx Ground
7162,433495759645,FedEx Ground
7168,433495766474,FedEx Ground
7174,433495766496,FedEx Ground
7177,433495766603,FedEx Ground
7179,433495725761,FedEx Ground
7180,433495765949,FedEx Ground
7185,433495728315,FedEx Ground
7188,433495767128,FedEx Ground
7194,433495767702,FedEx Ground
7199,433495726150,FedEx Ground
7205,433495759678,FedEx Ground
7206,433495759667,FedEx Ground
7209,433495759690,FedEx Ground
7218,433495765950,FedEx Ground
7221,433495760031,FedEx Ground
7222,433495765960,FedEx Ground
7235,433495765971,FedEx Ground
7238,433495725739,FedEx Ground
7245,433495728326,FedEx Ground
7246,433495728304,FedEx Ground
7247,433495730543,FedEx Ground
7280,433495731252,FedEx Ground
7290,433495727488,FedEx Ground
7296,433495759689,FedEx Ground
7298,433495760020,FedEx Ground
7299,433495760053,FedEx Ground
7304,433495765798,FedEx Ground
7307,433495760042,FedEx Ground
7315,433495759704,FedEx Ground
7320,433495766669,FedEx Ground
7324,433495731263,FedEx Ground
7329,433495759715,FedEx Ground
7334,433495765982,FedEx Ground
7337,433495765993,FedEx Ground
7339,433495758650,FedEx Ground
7340,433495766007,FedEx Ground
7342,433495758730,FedEx Ground
7601,433495765560,FedEx Ground
8331,433495719674,FedEx Ground
8861,433495765342,FedEx Ground
8958,433495759119,FedEx Ground
