Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
5402,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202401,88.50%,94.60%,9.7,89.20%,88.10%,90.00%,86.30%
5040,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202401,86.30%,92.80%,6.2,93.20%,89.20%,83.10%,81.30%
5040,UBER,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202401,90.50%,93.10%,8.9,94.50%,93.80%,90.40%,83.50%
2008,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202401,77.90%,100.00%,7,83.20%,80.40%,64.50%,83.50%
2281,UBER,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202401,87.70%,99.50%,8.1,91.40%,89.00%,86.40%,83.70%
2611,UBER,Scheduled Standard Delivery,12,At Risk,Recovering,Driver Supply Focus,202401,90.40%,97.30%,9.9,96.20%,92.80%,86.70%,84.60%
5379,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202401,87.20%,99.40%,9.3,96.60%,87.50%,82.20%,83.80%
5387,SPARK,Scheduled Standard Delivery,45,Executive Review,Degrading,Driver Supply Focus,202401,88.10%,94.30%,9.3,89.30%,86.70%,84.30%,92.50%
1247,SPARK,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202401,85.80%,97.50%,9.9,87.80%,78.50%,86.40%,89.00%
2548,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202401,82.90%,99.00%,9.9,87.00%,81.90%,74.70%,85.50%
1477,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202401,85.60%,99.30%,7.8,91.20%,95.70%,69.10%,83.10%
4278,UBER,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202401,86.10%,100.00%,7.3,88.40%,86.70%,79.40%,87.90%
2490,SPARK,Scheduled Standard Delivery,39,Executive Review,Recovering,Driver Supply Focus,202401,83.30%,91.30%,10,91.70%,84.80%,76.10%,79.60%
998,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202401,85.20%,92.00%,9.8,96.30%,86.50%,64.20%,80.50%
44,SPARK,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202401,88.60%,100.00%,3.8,93.30%,90.90%,78.30%,95.20%
173,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202401,85.40%,96.50%,9.8,88.50%,85.00%,79.50%,88.00%
145,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202401,87.40%,100.00%,5.5,95.50%,92.20%,80.00%,81.70%
5374,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202401,82.50%,99.90%,8,96.20%,81.40%,71.80%,82.60%
1570,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202401,79.90%,93.20%,9.6,75.00%,86.00%,73.50%,87.90%
882,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202401,72.60%,92.70%,7,77.50%,64.10%,64.90%,86.20%
1316,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202401,87.80%,88.10%,8,100.00%,100.00%,71.20%,82.00%
1828,POINTPICKUP,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202401,87.90%,97.60%,9.8,91.80%,86.90%,82.10%,89.40%
2271,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202401,91.60%,95.50%,8.2,96.80%,96.50%,88.70%,83.50%
1077,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202401,89.80%,93.70%,9,93.40%,92.30%,89.40%,83.50%
4427,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202401,88.40%,99.40%,8.4,81.50%,89.20%,91.50%,91.30%
3309,UBER,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202401,91.80%,97.60%,9.3,93.30%,86.30%,92.70%,95.40%
583,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202401,86.00%,100.00%,8.5,71.10%,88.90%,87.50%,94.80%
680,UBER,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202401,91.30%,98.10%,9.5,94.10%,87.40%,86.40%,95.50%
6370,UBER,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202401,85.70%,98.00%,9,90.90%,81.30%,77.80%,92.30%
2749,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202401,85.40%,97.60%,6.7,87.90%,89.10%,82.30%,82.60%
3289,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202401,78.40%,96.50%,7.1,83.70%,86.00%,61.60%,80.60%
434,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202401,82.70%,99.00%,7.8,87.70%,57.10%,,66.70%
264,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202401,88.90%,89.40%,9.2,97.20%,70.90%,86.20%,89.70%
1075,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202401,86.60%,92.20%,8.8,93.40%,82.40%,77.80%,85.90%
3495,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202401,90.70%,97.90%,8.5,93.60%,85.70%,85.00%,93.20%
3627,SPARK,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202401,92.30%,92.90%,9.5,86.80%,96.40%,90.90%,95.10%
3627,UBER,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,202401,89.80%,90.10%,9.5,85.70%,88.20%,86.70%,100.00%
780,UBER,Scheduled Standard Delivery,25,Executive Review,Recovering,Driver Supply Focus,202401,95.10%,98.60%,9.7,98.40%,97.30%,95.40%,89.20%
515,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202401,92.50%,97.00%,8.3,96.20%,93.10%,91.50%,89.00%
3874,SPARK,Scheduled Standard Delivery,46,Executive Review,Recovering,Driver Supply Focus,202401,92.30%,91.40%,7.4,96.10%,85.80%,92.80%,94.40%
3874,UBER,Scheduled Standard Delivery,44,Executive Review,Recovering,Driver Supply Focus,202401,91.70%,88.70%,7.1,93.40%,81.30%,95.70%,97.80%
373,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202401,82.50%,97.20%,8.1,84.80%,88.20%,68.00%,83.80%
1193,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202401,93.20%,92.50%,8.9,96.70%,93.60%,94.80%,89.40%
908,UBER,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202401,91.40%,97.50%,9.1,94.90%,89.90%,95.40%,86.10%
4260,UBER,Scheduled Standard Delivery,9,Active Monitoring,Recovering,Driver Supply Focus,202401,92.50%,92.50%,9.6,96.80%,99.00%,79.40%,95.30%
2722,UBER,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202401,88.20%,95.70%,9.5,85.90%,80.00%,92.00%,97.00%
1876,SPARK,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202401,73.00%,92.70%,4.6,91.10%,72.10%,38.10%,71.80%
2485,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202401,91.80%,90.90%,6.4,98.00%,95.00%,81.00%,93.50%
1545,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202401,93.80%,95.80%,8.9,98.10%,96.20%,84.60%,95.60%
1757,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202401,90.60%,99.60%,7.6,95.00%,95.00%,86.90%,82.90%
2937,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202401,91.60%,99.10%,7.5,96.80%,98.70%,85.00%,86.90%
4849,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202401,83.70%,99.30%,9,92.60%,88.60%,77.20%,77.70%
1633,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202401,93.20%,99.00%,8.9,97.00%,95.70%,82.30%,92.50%
1491,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202401,86.40%,92.70%,8.6,88.50%,87.20%,70.50%,88.50%
2592,UBER,Scheduled Standard Delivery,11,At Risk,Recovering,Driver Supply Focus,202401,92.50%,91.10%,9.9,92.60%,94.80%,94.30%,88.60%
3473,UBER,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202401,86.10%,96.30%,8.3,94.20%,88.60%,87.90%,78.40%
1560,UBER,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202401,92.10%,98.80%,8.1,91.90%,91.90%,96.70%,88.10%
4557,UBER,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202401,92.50%,95.60%,8.7,92.60%,95.80%,92.40%,89.10%
3180,UBER,Scheduled Standard Delivery,10,Executive Review,Recovering,Driver Supply Focus,202401,90.30%,94.70%,9.4,90.80%,94.50%,94.60%,81.80%
5072,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202401,91.10%,97.40%,9.1,97.10%,89.60%,89.40%,88.90%
3290,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202401,91.00%,90.40%,8.8,91.40%,93.50%,89.10%,89.80%
5274,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202401,87.10%,95.00%,9.3,89.60%,90.70%,87.20%,81.70%
986,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202401,47.60%,92.90%,6.6,63.90%,50.00%,25.00%,51.20%
2293,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202401,84.60%,95.80%,7.3,87.20%,95.70%,65.10%,87.70%
2752,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,202401,82.80%,95.70%,7.9,87.10%,93.60%,81.50%,69.70%
1649,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202401,82.70%,97.10%,7.3,84.80%,82.70%,68.40%,90.80%
1500,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202401,80.50%,97.40%,7.6,83.80%,75.90%,82.90%,80.70%
350,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202401,79.10%,98.70%,5.2,71.30%,80.40%,77.10%,88.60%
378,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202401,79.70%,99.10%,5.8,89.00%,84.30%,77.40%,68.40%
4568,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202401,80.90%,97.00%,5.5,86.80%,77.60%,68.00%,88.20%
2641,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202401,94.60%,98.40%,10,97.40%,97.60%,86.90%,95.70%
4612,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202401,92.90%,99.70%,7.1,97.20%,92.80%,89.70%,91.70%
1850,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202401,88.60%,94.60%,9.5,94.60%,87.10%,85.80%,86.90%
3633,POINTPICKUP,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202401,89.80%,97.60%,6.5,95.70%,88.90%,85.80%,88.60%
2041,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202401,88.10%,95.00%,9.7,88.10%,87.10%,87.80%,89.60%
2555,UBER,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202401,91.30%,94.50%,6.4,93.50%,95.70%,86.40%,89.00%
5495,UBER,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202401,83.90%,95.50%,9,88.70%,81.30%,81.90%,84.10%
5891,SPARK,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Driver Supply Focus,202401,50.90%,99.60%,3.8,55.00%,49.00%,42.90%,55.50%
2167,SPARK,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202401,88.20%,99.30%,6.3,92.70%,93.00%,81.00%,86.30%
3475,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202401,93.00%,96.00%,9.5,95.40%,96.40%,86.40%,92.00%
5239,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202401,91.00%,95.10%,9.2,98.50%,95.10%,82.20%,87.30%
1792,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202401,89.00%,97.90%,7,94.30%,96.00%,77.70%,88.40%
2514,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202401,87.40%,99.60%,5.9,89.40%,86.00%,87.50%,86.40%
2222,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202401,89.40%,92.50%,7.9,89.00%,90.00%,89.60%,89.00%
2903,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202401,92.20%,96.00%,7.6,90.80%,97.80%,88.30%,92.90%
5076,SPARK,Scheduled Standard Delivery,9,Active Monitoring,Recovering,Driver Supply Focus,202401,94.00%,95.50%,8.2,93.90%,97.40%,86.80%,97.50%
2140,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202401,87.50%,97.40%,5.6,96.10%,92.20%,76.60%,86.00%
2634,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202401,91.00%,95.10%,6.8,92.30%,89.80%,91.40%,90.30%
1698,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202401,91.20%,90.50%,9.6,92.30%,94.20%,87.50%,90.70%
2153,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202401,90.00%,89.80%,8.6,96.30%,90.30%,82.10%,91.90%
2398,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202401,82.30%,97.30%,6,90.00%,81.30%,77.80%,79.20%
1930,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202401,94.10%,96.70%,9,97.00%,97.60%,95.50%,86.40%
2138,SPARK,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202401,69.30%,100.00%,4.9,81.10%,78.60%,48.60%,72.70%
2224,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202401,85.60%,97.40%,7.9,89.60%,85.10%,76.90%,90.00%
2682,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202401,81.30%,98.30%,7.4,84.30%,82.20%,84.00%,77.40%
2424,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202401,80.80%,95.90%,6.7,87.40%,89.70%,72.50%,75.20%
5498,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202401,91.80%,99.10%,6.7,98.10%,99.40%,89.90%,82.00%
2097,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202401,87.60%,98.70%,7.1,92.00%,89.00%,86.20%,83.40%
2854,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202401,87.50%,96.80%,6.5,85.90%,88.10%,86.90%,89.30%
2286,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202401,81.00%,98.90%,7.8,78.70%,88.40%,86.70%,69.20%
5201,SPARK,Scheduled Standard Delivery,9,Active Monitoring,Recovering,Driver Supply Focus,202401,91.50%,99.50%,7.7,95.30%,91.70%,85.70%,93.60%
3598,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202401,88.30%,99.60%,9.1,89.60%,88.30%,90.80%,84.60%
2024,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202401,91.10%,99.60%,7.4,99.10%,89.70%,85.60%,89.50%
3443,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202401,90.20%,99.70%,5.3,92.70%,90.30%,92.30%,85.80%
3520,UBER,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202401,89.60%,99.80%,8.5,92.20%,90.80%,92.40%,83.20%
3562,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202401,92.00%,97.80%,7,96.20%,91.40%,92.30%,88.50%
3253,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202401,83.50%,97.50%,6.5,94.60%,86.80%,76.20%,78.20%
2164,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202401,88.80%,99.70%,7.4,91.00%,86.50%,84.30%,91.00%
2663,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202401,81.00%,95.80%,8.2,89.30%,84.40%,75.30%,74.30%
3228,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202401,85.50%,96.70%,7.8,97.90%,89.70%,68.20%,83.10%
3035,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202401,81.10%,91.30%,6.6,83.40%,77.60%,77.20%,86.90%
5968,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202401,91.20%,95.50%,9,94.50%,92.50%,87.30%,90.50%
2564,UBER,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202401,89.20%,94.70%,7.7,100.00%,85.70%,62.50%,100.00%
1714,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202401,72.10%,97.80%,6.4,95.00%,54.00%,52.90%,81.10%
2894,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202401,74.40%,99.00%,7.2,89.40%,72.30%,66.00%,70.00%
4372,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202401,74.20%,98.50%,8.3,87.90%,85.30%,48.60%,73.20%
1673,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202401,88.50%,91.30%,9.6,93.80%,89.20%,85.90%,84.90%
2256,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202401,87.90%,98.60%,8.5,94.20%,94.20%,86.20%,64.10%
5118,SPARK,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202401,92.30%,96.20%,8.7,95.30%,87.30%,92.90%,93.90%
5118,UBER,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202401,91.30%,96.60%,9.2,95.90%,90.10%,88.80%,91.60%
1354,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202401,94.60%,95.60%,9.9,98.90%,97.90%,93.60%,87.10%
1345,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202401,90.80%,90.30%,9.4,96.20%,92.60%,92.90%,82.20%
1335,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202401,89.40%,93.70%,8.1,88.20%,87.10%,93.10%,88.80%
4388,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202401,90.30%,92.50%,7.7,87.20%,86.50%,92.50%,94.70%
1525,SPARK,Scheduled Standard Delivery,33,Executive Review,Recovering,Driver Supply Focus,202401,94.40%,91.80%,9.7,98.60%,98.60%,95.60%,85.70%
1730,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202401,89.40%,89.00%,8.5,81.00%,97.30%,96.20%,86.10%
1524,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202401,84.30%,99.80%,8.4,89.30%,86.40%,83.50%,78.40%
3489,UBER,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Driver Supply Focus,202401,35.80%,100.00%,8.6,62.50%,36.40%,50.00%,23.10%
5228,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202401,90.90%,94.90%,10,92.80%,86.90%,85.50%,98.00%
1383,POINTPICKUP,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202401,89.60%,94.40%,8.6,94.40%,85.80%,88.10%,90.70%
1244,UBER,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202401,91.40%,93.40%,9,91.80%,90.00%,100.00%,84.10%
1795,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202401,86.50%,100.00%,5.8,83.50%,84.20%,88.60%,89.70%
2440,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202401,89.70%,97.20%,8.4,96.30%,92.40%,83.10%,86.40%
1358,UBER,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202401,96.50%,96.90%,9.5,97.30%,100.00%,98.90%,88.60%
1268,SPARK,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202401,93.50%,91.80%,8.3,96.20%,95.60%,89.20%,93.50%
5787,POINTPICKUP,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202401,89.80%,96.60%,8.7,88.10%,95.50%,90.70%,85.40%
2978,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202401,84.60%,86.90%,16.5,97.10%,96.10%,79.30%,64.30%
2688,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202401,92.70%,93.40%,10.9,94.80%,94.60%,88.80%,91.00%
284,,Scheduled Delivery Standard,5,At Risk,Recovering,Store Focus,202401,85.40%,90.20%,19.3,94.90%,83.30%,88.50%,76.30%
471,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202401,78.00%,83.10%,21.3,84.20%,86.10%,77.70%,63.00%
3014,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202401,78.20%,85.20%,21.4,96.90%,87.30%,76.10%,37.50%
