Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Updated,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
2155,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202405,90.20%,85.80%,16.1,85.80%,95.10%,90.70%,89.10%
3409,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202405,92.30%,94.70%,10.7,91.10%,97.50%,92.00%,88.70%
4387,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202405,86.70%,91.40%,13.7,92.30%,95.60%,69.10%,88.20%
1970,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202405,93.40%,81.00%,11.9,96.10%,96.70%,91.10%,89.90%
2341,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202405,82.00%,94.40%,10.6,79.20%,87.00%,82.50%,79.40%
2157,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202405,88.10%,94.80%,13,89.90%,91.60%,82.10%,88.20%
2366,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202405,90.40%,92.10%,15.8,89.80%,95.30%,89.10%,87.10%
2222,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202405,84.60%,80.90%,10.1,86.30%,86.60%,73.90%,90.20%
3114,,Scheduled Delivery Standard,13,At Risk,Recovering,Store Focus,202405,93.20%,95.60%,12,95.40%,96.90%,87.50%,92.80%
1788,,Scheduled Delivery Standard,10,Executive Review,Recovering,Store Focus,202405,89.60%,78.50%,9.2,90.70%,90.80%,87.50%,89.40%
1753,,Scheduled Delivery Standard,10,At Risk,Degrading,Store Focus,202405,92.30%,87.00%,7.8,89.60%,94.60%,89.50%,95.40%
2142,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202405,83.70%,72.00%,14.7,79.10%,86.10%,85.00%,84.20%
1994,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202405,86.80%,87.40%,12.7,87.30%,87.30%,85.20%,87.90%
3329,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202405,85.10%,85.10%,10.4,75.40%,79.60%,91.00%,94.80%
2370,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202405,84.90%,98.30%,12,81.80%,87.20%,87.20%,83.30%
2874,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202405,88.30%,94.10%,16.6,88.40%,90.30%,88.70%,86.10%
5095,,Scheduled Delivery Standard,43,Executive Review,Recovering,Store Focus,202405,91.10%,96.90%,14.4,93.50%,94.80%,92.20%,86.00%
5295,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202405,87.90%,85.10%,14.6,98.10%,87.50%,81.40%,87.40%
3803,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202405,88.90%,99.30%,10.7,89.30%,88.60%,88.70%,88.90%
2368,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202405,92.60%,96.10%,10.3,97.50%,92.90%,86.60%,93.60%
1656,,Scheduled Delivery Standard,28,Executive Review,Recovering,Store Focus,202405,92.20%,98.60%,11.9,97.60%,95.20%,91.10%,85.00%
5445,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202405,92.60%,93.30%,16,96.80%,93.60%,92.80%,88.00%
1464,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202405,87.70%,92.80%,14.4,91.00%,82.60%,88.70%,88.80%
5298,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202405,88.20%,94.40%,15.2,86.40%,87.30%,91.80%,87.60%
5481,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202405,90.50%,96.10%,12.4,86.70%,95.40%,89.60%,93.90%
2134,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202405,83.80%,92.10%,17,89.20%,82.30%,84.40%,78.50%
3658,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202405,90.20%,98.90%,11.7,90.40%,89.00%,89.90%,91.30%
3371,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202405,82.70%,83.00%,17.4,91.90%,78.60%,70.40%,90.40%
1097,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202405,83.60%,86.70%,12.4,87.80%,81.30%,80.90%,84.10%
1255,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202405,92.50%,96.90%,10.8,94.10%,95.30%,92.70%,87.90%
3700,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202405,90.20%,92.00%,12.7,91.90%,85.60%,94.30%,89.30%
5027,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202405,87.20%,82.10%,12.9,84.60%,89.50%,88.10%,85.30%
2502,,Scheduled Delivery Standard,11,Executive Review,Recovering,Store Focus,202405,91.10%,93.40%,12.5,93.80%,89.90%,91.80%,88.90%
5241,,Scheduled Delivery Standard,13,Executive Review,Recovering,Store Focus,202405,92.50%,86.50%,14,93.90%,93.90%,88.60%,93.90%
2233,,Scheduled Delivery Standard,11,At Risk,Degrading,Store Focus,202405,91.20%,86.30%,13.1,89.10%,89.80%,95.00%,91.20%
2357,,Scheduled Delivery Standard,33,Executive Review,Degrading,Store Focus,202405,90.10%,88.30%,16.9,80.40%,96.10%,94.00%,89.40%
3035,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202405,68.10%,81.50%,9.4,62.10%,72.40%,69.50%,68.50%
1544,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202405,77.60%,76.00%,10.2,69.10%,83.60%,80.60%,86.20%
2166,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202405,89.80%,98.80%,12.3,83.90%,94.50%,94.10%,85.40%
1744,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202405,79.70%,84.10%,15.5,78.40%,77.10%,84.60%,78.40%
1614,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202405,79.40%,88.00%,19.2,85.50%,79.90%,80.00%,72.40%
2058,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202405,92.20%,97.40%,10.1,95.60%,92.90%,89.80%,90.70%
1292,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202405,82.60%,79.70%,12.2,82.10%,85.60%,80.00%,82.70%
1309,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202405,87.80%,90.20%,12.7,88.30%,81.80%,89.60%,91.20%
1780,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202405,88.50%,91.80%,12.9,84.50%,88.30%,91.20%,89.80%
3214,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202405,90.90%,95.10%,10.9,91.60%,93.90%,86.90%,91.00%
3831,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202405,91.30%,91.00%,11.7,92.70%,97.90%,90.90%,83.70%
1811,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202405,80.50%,93.80%,18.6,85.10%,80.50%,77.50%,80.20%
1841,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202405,86.00%,81.80%,16.3,83.50%,87.80%,85.80%,86.80%
5488,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202405,88.90%,87.90%,13.3,82.10%,94.50%,90.50%,88.90%
1424,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202405,86.60%,94.80%,18.5,94.20%,96.50%,89.30%,68.30%
1968,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202405,81.40%,82.30%,16.6,80.20%,88.70%,79.80%,55.70%
2577,,Scheduled Delivery Standard,25,Executive Review,Degrading,Store Focus,202405,79.40%,75.20%,13.4,77.90%,87.60%,66.50%,86.50%
3489,,Scheduled Delivery Express,6,At Risk,Degrading,Store Focus,202405,68.90%,98.10%,11.3,65.70%,74.00%,70.20%,66.00%
1875,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202405,91.70%,93.30%,14.1,89.60%,91.40%,89.70%,96.00%
2279,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202405,82.80%,83.30%,18.5,86.40%,79.00%,77.40%,88.70%
2435,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202405,87.80%,94.50%,11,86.10%,83.70%,88.80%,92.70%
3720,,Scheduled Delivery Standard,23,Executive Review,Degrading,Store Focus,202405,73.90%,84.90%,22,64.10%,74.30%,70.70%,82.90%
3804,,Scheduled Delivery Standard,45,Executive Review,Recovering,Store Focus,202405,89.80%,90.10%,14.4,94.10%,76.90%,90.90%,94.40%
728,,Scheduled Delivery Standard,12,At Risk,Recovering,Store Focus,202405,89.60%,89.50%,10.2,92.90%,89.70%,91.10%,85.10%
641,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202405,89.50%,90.70%,11.3,90.10%,89.30%,90.90%,88.00%
1123,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202405,86.30%,89.80%,13.5,87.80%,89.00%,89.60%,78.80%
2265,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202405,80.20%,80.00%,25.1,94.80%,71.40%,75.90%,77.50%
396,,Scheduled Delivery Standard,26,Executive Review,Degrading,Store Focus,202405,88.10%,91.40%,10.3,86.30%,84.80%,89.50%,91.70%
1164,,Scheduled Delivery Standard,14,At Risk,Recovering,Store Focus,202405,90.80%,92.70%,11.5,92.70%,95.80%,84.90%,90.30%
1183,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202405,64.20%,61.10%,19.3,68.70%,57.40%,55.20%,76.20%
1286,,Scheduled Delivery Standard,27,Executive Review,Recovering,Store Focus,202405,89.60%,88.20%,12.8,90.80%,85.80%,87.50%,94.50%
4420,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202405,85.00%,90.20%,10.6,80.60%,95.70%,80.70%,83.10%
4506,,Scheduled Delivery Standard,45,Executive Review,Degrading,Store Focus,202405,82.70%,85.20%,11.1,86.30%,85.50%,67.00%,89.00%
4593,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202405,84.60%,98.10%,11.8,85.80%,88.90%,81.50%,82.90%
1179,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202405,88.20%,86.90%,14,83.20%,85.60%,93.90%,90.80%
4443,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202405,85.70%,91.70%,10.3,89.00%,90.20%,87.70%,76.40%
3359,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202405,84.40%,74.30%,12.4,84.00%,75.40%,90.80%,88.30%
628,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202405,84.60%,86.20%,16.2,79.30%,87.60%,83.10%,88.50%
1037,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202405,81.70%,79.90%,15.8,92.90%,86.70%,65.10%,80.80%
1359,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202405,84.40%,85.10%,12.8,91.10%,87.00%,73.00%,86.40%
1748,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202405,76.30%,89.80%,17.2,87.60%,81.10%,63.90%,72.20%
2348,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202405,85.20%,91.10%,12.2,86.10%,85.00%,88.30%,80.70%
2928,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202405,82.50%,88.90%,21,87.50%,88.10%,62.90%,87.90%
4384,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202405,90.90%,91.60%,11.6,90.00%,93.30%,90.00%,90.50%
1348,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202405,87.90%,83.40%,15.9,81.00%,91.40%,91.10%,88.10%
