Store,User ID,Store Rank
189,dlb00pi,2
815,BKG002I,2
243,n0b06wc,2
109,agvaugh,2
2855,j0s0czi,2
2857,s0k0are,2
40,JRKITCH,2
9,DLAVERY,2
1021,k0f05aj,2
32,BNUNDER,2
20,c0g03sb,2
834,WGBOOTH,2
295,A0E025I,2
2600,jjm00ej,2
2221,l0h0dhm,2
60,jps0078,2
1094,c0b0e26,2
195,dckamme,2
80,zuk0009,2
2702,BAG002X,2
166,a0d09hb,2
37,m0l0byg,2
4553,S0M03JR,2
56,SSM004Z,2
152,CFLEWIS,2
95,CAS00UC,2
44,j0p0f1c,2
560,CAS00UH,2
354,RDJETT,2
184,glbates,2
5477,KML00AD,2
250,AACOCKE,2
82,brwisdo,2
648,tha000c,2
203,BLB00EK,2
69,DMB00CY,2
46,T0T01KE,2
25,tws002h,2
363,MCBETHE,2
2856,rlr004g,2
145,ajhoeks,2
27,CECRAIN,2
159,ejmckoy,2
219,CACARRI,2
2175,AJSWEEN,2
895,scolem8,2
15,JDDANFO,2
319,add008b,2
65,MBERGA,2
30,b0j02o8,2
198,WDSMALL,2
2994,BACAPPS,2
845,JLR00EF,2
454,D0L02A6,2
1120,aknjeng,2
5313,SRS001V,2
21,tdstron,2
820,DMC00KQ,2
326,LLTALLI,2
2490,h0r04lq,2
837,m0p0jz2,2
101,cnbowli,2
436,abjourd,2
379,jmb00h6,2
135,t0h0d1f,2
783,s0l0f5m,2
2955,SNSTRAI,2
78,nehoth,2
1761,d0m079i,2
99,h0p04rl,2
88,jrhampt,2
325,hmpeckh,2
506,MLINDEM,2
224,DPEVANS,2
2694,bjlauri,2
870,dah00jx,2
694,AGD002V,2
196,c0b0q4t,2
655,t0a09ve,2
3363,wlthoma,2
1327,A0H08P9,2
1476,jtb004g,2
1160,jmh00ft,2
5483,j0e05js,2
519,sjburri,2
1459,mabiddy,2
216,c0b0gft,2
7087,jls00ed,2
1676,j0m0wek,2
5236,jtberry,2
1356,DJS00FZ,2
709,LMS00KD,2
584,G0J00Q6,2
262,kap002d,2
237,llw003w,2
302,ANMISKE,2
2783,jra00b6,2
445,JFB003G,2
1629,anbarnh,2
828,b0h06eb,2
1783,s1b0n6w,2
430,k0c0kx1,2
