Store,DC,Commodity,23-Dec,24-Dec,25-Dec,26-Dec,27-Dec,28-Dec,29-Dec
1302,6097,FDD,1,0,1,1,1,1,1
1303,6083,FDD,1,1,1,1,1,1,1
1304,7055,FDD,1,1,1,1,1,1,1
1305,6085,FDD,1,0,1,1,1,1,1
1306,6084,FDD,1,0,1,1,1,1,1
1307,7055,FDD,1,1,1,1,1,1,1
1308,7077,FDD,1,0,1,1,1,1,1
1309,6858,FDD,1,1,1,1,1,1,1
1310,6059,FDD,1,1,1,1,1,1,1
1311,6095,FDD,1,1,1,1,1,1,1
1312,6858,FDD,1,0,1,1,1,1,1
1313,6083,FDD,1,0,1,1,0,1,1
1314,6055,FDD,1,1,1,1,1,1,1
1315,7077,FDD,1,1,1,1,1,1,1
1316,6085,FDD,1,0,0,1,1,0,1
1317,6097,FDD,1,0,1,1,1,1,1
1318,6097,FDD,1,0,1,1,1,1,1
1319,6097,FDD,1,0,1,1,1,1,1
1320,6097,FDD,1,0,1,1,1,1,1
1321,6091,FDD,1,1,1,1,1,1,1
1322,6858,FDD,1,0,1,1,1,1,1
1323,7024,FDD,1,1,1,1,1,1,1
1324,7013,FDD,1,0,1,1,1,1,1
1325,7013,FDD,1,1,1,1,1,1,1
1326,7018,FDD,1,0,1,1,1,1,1
1327,7055,FDD,1,0,1,1,1,1,1
1328,7013,FDD,1,1,1,1,1,1,1
1329,7055,FDD,1,0,1,1,1,1,1
1330,7055,FDD,1,1,1,1,1,1,1
1331,7055,FDD,1,1,1,1,1,1,1
1332,7079,FDD,1,0,1,1,1,1,1
1333,7055,FDD,1,1,1,1,1,1,1
1334,7013,FDD,1,0,1,1,1,1,1
1335,7016,FDD,1,0,1,1,1,1,1
1336,6858,FDD,1,0,1,1,1,1,0
1337,6858,FDD,1,1,1,1,1,1,1
1338,6095,FDD,1,1,1,1,1,1,1
1339,6073,FDD,1,1,1,1,1,1,1
1340,6095,FDD,1,0,1,1,1,1,1
1341,6059,FDD,1,1,1,1,1,1,1
1342,6057,FDD,1,1,1,1,1,1,1
1344,7016,FDD,1,1,1,1,1,1,1
1345,6858,FDD,1,1,1,1,1,1,1
1346,7019,FDD,1,0,1,1,1,1,1
1347,6083,FDD,1,0,0,1,1,1,0
1348,6091,FDD,1,0,1,1,1,1,1
1350,7016,FDD,1,0,1,1,1,1,1
1351,7012,FDD,1,1,1,1,1,1,1
1352,6091,FDD,1,0,1,1,1,1,1
1353,6057,FDD,1,0,1,1,1,1,1
1354,6091,FDD,1,0,1,1,1,1,1
1355,6091,FDD,1,0,1,1,1,1,1
1356,7055,FDD,1,0,1,1,1,1,1
1357,6084,FDD,1,0,1,1,1,1,1
1358,6099,FDD,1,1,1,1,1,1,1
1359,6073,FDD,1,1,1,1,1,1,1
1360,7012,FDD,1,1,1,1,1,1,1
1361,7079,FDD,1,0,1,1,1,1,1
1362,7019,FDD,1,1,1,1,1,1,1
1363,6055,FDD,1,1,1,1,1,1,1
1364,7013,FDD,1,1,1,1,1,1,1
1365,6085,FDD,1,0,1,1,1,1,1
1366,6085,FDD,1,1,1,1,1,1,1
1367,6095,FDD,1,0,1,1,1,1,1
1368,7012,FDD,1,1,1,1,1,1,1
1369,7013,FDD,1,1,1,1,1,1,1
1370,7013,FDD,1,1,1,1,1,1,1
1371,7055,FDD,1,0,1,1,1,1,1
1372,6091,FDD,1,1,1,1,1,1,1
1373,6055,FDD,1,1,1,1,1,1,1
1374,6071,FDD,1,0,1,1,1,1,1
1375,6099,FDD,1,1,1,1,1,1,1
1376,6062,FDD,1,0,1,1,1,1,1
1377,7024,FDD,1,1,1,1,1,1,1
1378,7055,FDD,1,1,1,1,1,1,1
1379,6091,FDD,1,1,1,1,1,1,1
1380,6084,FDD,1,1,1,1,1,1,1
1381,7013,FDD,1,1,1,1,1,1,1
1382,6055,FDD,1,1,1,1,1,1,1
1383,6099,FDD,1,1,1,1,1,1,1
1384,7077,FDD,1,1,1,1,1,1,1
1385,6858,FDD,1,0,1,1,1,1,1
1386,7024,FDD,1,0,1,1,1,1,1
1388,6074,FDD,1,1,1,1,1,1,1
1389,7079,FDD,0,0,1,1,0,1,1
1390,6071,FDD,1,0,1,1,1,1,1
1391,8851,FDD,1,0,1,1,1,1,1
1392,6091,FDD,1,0,1,1,1,1,1
1393,6077,FDD,1,0,1,1,1,1,1
1394,6085,FDD,1,0,1,1,1,1,1
1395,6059,FDD,1,1,1,1,1,1,1
1396,6085,FDD,1,1,1,1,1,1,1
1397,6084,FDD,1,1,1,1,1,1,1
1398,8851,FDD,1,1,1,1,1,1,1
1399,6858,FDD,1,1,1,1,1,1,1
1400,6055,FDD,1,1,1,1,1,1,1
1401,7024,FDD,1,1,1,1,1,1,1
1403,6055,FDD,1,0,1,1,1,1,1
1404,7024,FDD,1,1,1,1,1,1,1
1405,7010,FDD,0,0,1,0,1,1,1
1406,6047,FDD,1,0,1,1,1,1,1
1407,7012,FDD,1,0,1,1,1,1,1
1408,6099,FDD,1,0,1,1,1,1,1
1409,7010,FDD,1,1,1,1,1,1,1
1410,7055,FDD,1,0,1,1,1,1,1
1411,7013,FDD,1,0,1,1,1,1,1
1412,7077,FDD,1,1,1,1,1,1,1
1413,7024,FDD,1,1,1,1,1,1,1
1414,6084,FDD,1,1,1,1,1,1,1
1415,7079,FDD,1,0,1,1,1,1,1
1416,6074,FDD,1,1,1,1,1,1,1
1417,7013,FDD,1,1,1,1,1,1,1
1418,6059,FDD,1,0,1,1,1,1,1
1419,7055,FDD,1,0,1,1,1,1,1
1420,7024,FDD,1,0,1,1,1,1,1
1421,7024,FDD,1,1,1,1,1,1,1
1422,6074,FDD,1,1,1,1,1,1,1
1423,6074,FDD,1,0,1,1,1,1,1
1424,7016,FDD,1,0,1,1,1,1,1
1425,7055,FDD,1,0,1,1,1,1,1
1426,7012,FDD,1,1,1,1,1,1,1
1427,7012,FDD,1,0,1,1,1,1,1
1428,6074,FDD,1,1,1,1,1,1,1
1429,6074,FDD,1,0,1,1,1,1,1
1430,6085,FDD,1,1,1,1,1,1,1
1431,6077,FDD,1,1,1,1,1,1,1
1432,6074,FDD,1,1,1,1,1,1,1
1433,7055,FDD,1,1,1,1,1,1,1
1434,7077,FDD,1,1,1,1,1,1,1
1435,6077,FDD,1,0,1,1,0,1,1
1436,8851,FDD,1,1,1,1,1,1,1
1437,7018,FDD,1,0,1,1,1,1,1
1441,7012,FDD,1,0,1,1,1,1,1
1442,7013,FDD,1,1,1,1,1,1,1
1443,7012,FDD,1,0,1,1,1,1,1
1444,6099,FDD,1,1,1,1,1,1,1
1445,6074,FDD,1,0,1,1,1,1,1
1446,6085,FDD,1,0,1,1,1,1,1
1447,6085,FDD,1,1,1,1,1,1,1
1448,7017,FDD,1,1,1,1,1,1,1
1449,6085,FDD,1,0,1,1,1,1,1
1450,7012,FDD,1,1,1,1,1,1,1
1451,6077,FDD,1,1,1,1,1,0,1
1452,6073,FDD,1,1,0,1,0,1,1
1453,6085,FDD,1,0,1,1,1,1,1
1454,6077,FDD,1,1,1,1,1,1,1
1455,6064,FDD,1,1,1,1,1,1,1
1457,7077,FDD,1,1,1,1,1,1,1
1458,6062,FDD,1,1,1,1,1,1,1
1459,7055,FDD,1,0,1,1,1,1,1
1460,7018,FDD,1,0,1,1,1,1,1
1462,7019,FDD,1,1,1,1,1,1,1
1463,7012,FDD,1,0,1,1,1,1,1
1464,6073,FDD,1,1,1,1,1,1,1
1465,6858,FDD,1,1,1,1,1,1,1
1466,6097,FDD,1,0,1,1,1,1,1
1467,6097,FDD,1,0,1,1,1,1,1
1468,6072,FDD,1,1,1,1,1,1,1
1469,6062,FDD,1,1,1,1,1,1,1
1470,7079,FDD,1,0,1,1,1,1,1
1472,6085,FDD,1,0,1,1,1,1,1
1473,7079,FDD,1,1,1,1,1,1,1
1474,7013,FDD,1,1,1,1,1,1,1
1475,6077,FDD,1,1,0,1,1,1,1
1476,6097,FDD,1,1,1,1,1,1,1
1477,7016,FDD,1,0,1,1,1,1,1
1478,7012,FDD,1,1,1,1,1,1,1
1479,7055,FDD,1,1,1,1,1,1,1
1480,7055,FDD,1,0,1,1,1,1,1
1481,7019,FDD,1,1,1,1,1,1,1
1482,6071,FDD,1,0,1,1,1,1,1
1483,7018,FDD,1,1,1,1,1,1,1
1485,7077,FDD,1,1,1,1,1,1,1
1486,7016,FDD,1,1,1,1,1,1,1
1487,7055,FDD,1,1,1,1,1,1,1
1488,6095,FDD,1,1,1,1,1,1,1
1489,7024,FDD,1,1,1,1,1,1,1
1490,7024,FDD,1,1,1,1,1,1,1
1491,6077,FDD,1,0,1,1,1,1,1
1492,7018,FDD,1,0,1,1,1,1,1
1493,7019,FDD,1,1,1,1,1,1,1
1494,6083,FDD,1,0,1,1,1,1,1
1495,7012,FDD,1,0,1,1,1,1,1
1496,7024,FDD,1,0,1,1,1,1,1
1497,7055,FDD,1,1,1,1,1,1,1
1498,6858,FDD,1,1,1,1,1,1,1
1499,7016,FDD,1,0,1,1,1,1,1
1500,7079,FDD,1,1,1,1,1,1,1
1501,6071,FDD,1,0,1,1,1,1,1
1502,6091,FDD,1,1,1,1,1,1,1
1503,7012,FDD,1,0,1,1,1,1,1
1504,7012,FDD,1,0,1,1,1,1,0
1505,6097,FDD,1,0,1,1,1,1,1
1506,7024,FDD,1,0,1,1,1,1,1
1507,7015,FDD,1,0,1,1,1,1,1
1508,7077,FDD,1,1,1,1,1,1,1
1509,7024,FDD,1,0,1,1,1,0,1
1510,7012,FDD,1,0,1,1,1,1,1
1512,7013,FDD,1,1,1,1,1,1,1
1513,6071,FDD,1,0,1,1,1,1,1
1514,6059,FDD,1,0,1,1,1,1,1
1515,6085,FDD,1,0,1,1,1,1,1
1516,6042,FDD,1,1,1,1,1,1,1
1518,7055,FDD,1,0,1,1,1,1,1
1519,7012,FDD,1,1,1,1,1,1,1
1520,7079,FDD,1,1,1,1,1,1,1
1521,7055,FDD,1,0,1,1,0,1,1
1522,7017,FDD,1,0,1,1,1,1,1
1523,7016,FDD,1,1,1,1,1,1,1
1524,7016,FDD,1,0,1,1,1,1,1
1525,7016,FDD,1,1,1,1,1,1,1
1526,7079,FDD,1,0,1,1,1,1,1
1527,6091,FDD,1,0,1,1,1,1,1
1528,7024,FDD,1,0,1,1,1,1,1
1529,6047,FDD,1,0,1,1,1,1,1
1530,6072,FDD,1,0,1,1,1,1,1
1531,7024,FDD,1,1,1,1,1,1,1
1532,7013,FDD,1,1,1,1,1,1,1
1533,7013,FDD,1,1,1,1,1,1,1
1534,7018,FDD,1,1,1,1,1,1,1
1535,7079,FDD,1,1,1,1,1,1,1
1536,6071,FDD,1,0,1,1,1,1,1
1537,6047,FDD,1,0,1,1,1,1,1
1538,7079,FDD,1,1,1,1,1,1,1
1539,7012,FDD,1,1,1,1,1,1,1
1540,6074,FDD,1,0,1,1,1,1,1
1541,8851,FDD,1,1,1,1,1,1,1
1542,6074,FDD,1,1,1,1,1,1,1
1543,7018,FDD,1,0,1,1,1,1,1
1544,7017,FDD,1,0,1,1,1,1,1
1545,7079,FDD,1,1,1,1,1,1,1
1546,7079,FDD,1,0,1,1,1,1,1
1547,7055,FDD,1,0,1,1,1,1,1
1548,7055,FDD,1,1,1,1,1,1,1
1549,7013,FDD,1,1,1,1,1,1,1
1551,6085,FDD,1,0,1,1,1,1,1
1552,6858,FDD,1,0,1,1,1,1,1
1553,7024,FDD,1,0,1,1,1,1,1
1554,7048,FDD,1,1,1,1,1,1,1
1555,7084,FDD,1,0,1,1,1,1,1
1556,7024,FDD,1,1,1,1,1,1,1
1557,7055,FDD,1,1,1,1,1,1,1
1558,6858,FDD,1,1,1,1,1,1,1
1561,6072,FDD,1,1,1,1,1,1,1
1562,7079,FDD,1,0,1,1,1,1,1
1564,7012,FDD,1,1,1,1,1,1,1
1565,7018,FDD,1,1,1,1,1,1,1
1566,7055,FDD,1,1,1,1,1,1,1
1567,7018,FDD,1,1,1,1,1,1,1
1568,7017,FDD,1,0,1,1,1,1,1
1569,7012,FDD,1,1,1,1,1,1,1
1570,6074,FDD,1,1,1,1,1,1,1
1571,6085,FDD,1,0,1,1,1,1,1
1575,7048,FDD,1,1,1,1,1,1,1
1576,7055,FDD,1,1,1,1,1,1,1
1577,7079,FDD,1,0,1,1,1,1,1
1578,6095,FDD,1,0,1,1,1,1,1
1579,6091,FDD,1,1,1,1,1,1,1
1580,7055,FDD,1,1,1,1,1,1,1
1581,7079,FDD,1,1,1,1,1,1,1
1585,7018,FDD,1,1,1,1,1,1,1
1586,6095,FDD,1,0,1,1,1,1,1
1588,7084,FDD,1,0,1,1,1,1,1
1589,8851,FDD,1,1,1,1,1,1,1
1591,7030,FDD,1,1,1,1,1,1,1
1592,6074,FDD,1,0,1,1,1,1,1
1593,6074,FDD,1,1,1,1,1,1,1
1594,7012,FDD,1,0,1,1,1,1,1
1595,7012,FDD,1,0,1,1,1,1,1
1596,7024,FDD,1,0,1,1,1,1,1
1597,7015,FDD,1,0,1,1,1,1,1
1598,7013,FDD,1,1,1,1,1,1,1
1599,6065,FDD,1,1,1,1,1,1,1
1601,7055,FDD,1,1,1,1,1,1,1
1602,6059,FDD,1,0,1,1,1,1,1
1603,6073,FDD,1,1,0,1,1,0,1
1604,7018,FDD,1,0,1,1,1,1,1
1605,7019,FDD,1,0,1,1,1,1,1
1606,6062,FDD,1,1,1,1,1,1,1
1607,6047,FDD,1,0,1,1,1,1,1
1608,7048,FDD,1,1,1,1,1,1,1
1609,6085,FDD,1,1,1,1,1,1,1
1611,6074,FDD,1,0,1,1,1,1,1
1612,7013,FDD,1,0,1,1,1,1,1
1613,6858,FDD,1,1,1,1,1,1,1
1614,6858,FDD,1,1,1,1,1,1,1
1615,7048,FDD,1,1,1,1,0,1,1
1616,7048,FDD,1,1,1,1,1,1,1
1617,7077,FDD,1,1,1,1,1,1,1
1618,7055,FDD,1,1,1,1,1,1,1
1619,6096,FDD,1,1,1,1,1,1,1
1620,7019,FDD,1,1,1,1,1,1,1
1621,6077,FDD,1,1,1,1,1,1,1
1622,7055,FDD,1,0,1,1,1,1,1
1623,7030,FDD,1,1,1,1,1,1,1
1625,7079,FDD,1,0,1,0,1,0,1
1626,6042,FDD,1,1,1,1,1,1,1
1627,7079,FDD,1,1,1,1,1,1,1
1628,6074,FDD,1,0,1,1,1,1,1
1629,6059,FDD,1,1,1,1,1,1,1
1630,7048,FDD,1,1,1,1,1,1,1
1631,7016,FDD,1,1,1,1,1,1,1
1632,7079,FDD,1,0,1,1,1,1,1
1633,7079,FDD,1,0,1,1,1,1,1
1634,7079,FDD,1,0,1,1,1,1,1
1635,6085,FDD,1,0,1,1,1,1,1
1636,7018,FDD,1,1,1,1,1,1,1
1637,7018,FDD,1,0,1,1,1,1,1
1638,7019,FDD,1,1,1,1,1,1,1
1639,7055,FDD,1,1,1,1,1,1,1
1640,6047,FDD,1,0,1,1,1,1,1
1641,6091,FDD,1,0,1,1,1,0,1
1642,6074,FDD,1,0,1,1,1,1,1
1643,6085,FDD,1,1,1,1,1,1,1
1644,7030,FDD,1,1,1,1,1,1,1
1646,7013,FDD,1,1,1,1,1,1,1
1647,7055,FDD,1,1,1,1,1,1,1
1648,7048,FDD,1,1,1,1,1,1,1
1649,7079,FDD,1,1,1,1,1,1,1
1650,6085,FDD,1,0,1,1,1,0,1
1651,7048,FDD,1,1,1,1,1,1,1
1652,6858,FDD,1,1,1,1,1,1,1
1653,7017,FDD,1,0,1,1,1,1,1
1654,7079,FDD,1,0,1,1,1,1,1
1655,7055,FDD,1,0,1,1,1,1,1
1656,7017,FDD,1,0,1,1,1,1,1
1657,7079,FDD,1,1,1,1,1,1,1
1658,6055,FDD,1,0,1,1,1,1,1
1659,7018,FDD,1,0,1,1,1,1,1
1661,6091,FDD,1,0,0,1,1,0,1
1662,6858,FDD,1,0,1,1,1,1,1
1663,6097,FDD,1,0,1,1,1,1,1
1664,6091,FDD,1,1,1,1,1,1,1
1665,7055,FDD,1,1,1,1,1,1,1
1666,6073,FDD,1,1,1,1,1,1,1
1667,7055,FDD,1,1,1,1,1,1,1
1668,7024,FDD,1,1,1,1,1,1,1
1669,6085,FDD,1,1,1,1,1,1,1
1670,7030,FDD,1,0,1,1,1,1,1
1671,7018,FDD,1,0,1,1,1,1,1
1672,6085,FDD,1,0,1,1,1,1,1
1673,6096,FDD,1,1,1,1,1,1,1
1674,6047,FDD,1,0,1,1,1,1,1
1675,6097,FDD,1,0,0,1,1,0,1
1676,6059,FDD,1,0,1,1,1,1,1
1677,6096,FDD,1,1,1,1,1,1,1
1678,6085,FDD,1,0,1,1,1,1,1
1679,6085,FDD,1,1,1,1,1,1,1
1681,7024,FDD,1,0,1,1,1,1,1
1682,6091,FDD,1,1,1,1,1,1,1
1683,7018,FDD,1,1,1,1,1,1,1
1684,6047,FDD,1,0,1,1,1,1,1
1685,7018,FDD,1,0,1,1,1,1,1
1687,6091,FDD,1,1,1,1,1,1,1
1688,7016,FDD,1,1,1,1,1,1,1
1689,7077,FDD,1,0,1,1,1,1,1
1690,6059,FDD,1,0,1,1,1,1,1
1691,6065,FDD,0,0,1,0,1,0,1
1692,7084,FDD,1,1,1,1,1,1,1
1693,7084,FDD,1,1,1,1,1,1,1
1694,6858,FDD,1,1,1,1,1,1,1
1695,7079,FDD,1,1,1,1,1,1,1
1696,7079,FDD,1,1,1,1,1,1,1
1697,7048,FDD,1,1,0,1,1,0,1
1698,7014,FDD,1,1,1,1,1,1,1
1700,7084,FDD,1,0,1,1,1,1,1
1701,6055,FDD,1,0,1,1,0,1,1
1702,8851,FDD,1,1,1,1,1,1,1
1703,6047,FDD,1,0,1,1,1,1,1
1704,7048,FDD,1,1,1,1,1,1,1
1705,6096,FDD,1,1,1,1,1,1,1
1707,7017,FDD,1,1,1,1,1,1,1
1709,6074,FDD,1,1,1,1,1,1,1
1710,6072,FDD,1,0,1,1,1,1,1
1711,6095,FDD,1,1,1,1,1,1,1
1712,6071,FDD,1,0,1,1,1,1,1
1713,7024,FDD,1,0,1,1,1,1,1
1714,7017,FDD,1,0,1,1,1,1,1
1715,7016,FDD,1,0,1,1,1,1,1
1716,7016,FDD,1,0,1,1,1,1,1
1717,7016,FDD,1,0,1,1,1,1,1
1718,7055,FDD,1,0,1,1,1,1,1
1719,6074,FDD,1,1,1,1,1,1,1
1720,6055,FDD,1,1,1,1,1,1,1
1721,7024,FDD,1,0,1,1,1,1,1
1722,7079,FDD,1,0,1,1,1,1,1
1723,6077,FDD,1,0,1,1,1,1,1
1724,7017,FDD,0,0,1,0,1,1,1
1726,7016,FDD,1,1,1,1,1,1,1
1727,6085,FDD,1,1,1,1,1,1,1
1728,7055,FDD,1,1,1,1,1,1,1
1729,7055,FDD,1,1,1,1,1,1,1
1730,7016,FDD,1,0,1,1,0,1,1
1731,6096,FDD,1,1,1,1,1,1,1
1732,7079,FDD,1,0,1,1,1,1,1
1733,6074,FDD,1,0,1,1,1,1,1
1734,6059,FDD,1,0,1,1,1,1,1
1735,7024,FDD,1,1,1,1,1,1,1
1736,7030,FDD,1,0,1,1,1,1,1
1737,7024,FDD,1,0,1,1,1,1,1
1738,7079,FDD,1,1,1,1,1,1,1
1739,7017,FDD,1,1,1,1,1,1,1
1740,7024,FDD,1,0,1,1,1,1,1
1741,7030,FDD,1,0,1,1,1,1,1
1742,7030,FDD,1,0,1,1,1,1,1
1743,6097,FDD,1,0,1,1,1,1,1
1744,6096,FDD,1,1,1,1,1,1,1
1745,7055,FDD,1,1,1,1,1,1,1
1746,7013,FDD,1,1,1,1,1,1,1
1747,7084,FDD,1,1,1,1,1,1,1
1748,6073,FDD,1,1,1,1,1,1,1
1749,7014,FDD,1,1,1,1,1,1,1
1750,7012,FDD,1,1,1,1,1,1,1
1751,6858,FDD,1,1,1,1,1,1,1
1752,6074,FDD,1,1,1,1,1,1,1
1753,7014,FDD,1,1,1,1,1,1,1
1754,6074,FDD,1,0,1,1,1,1,1
1755,7048,FDD,1,1,1,1,1,1,1
1756,7084,FDD,1,1,1,1,1,1,1
1757,6085,FDD,1,1,1,1,1,1,1
1758,7055,FDD,1,1,1,1,1,1,1
1759,7016,FDD,1,1,1,1,1,1,1
1760,7048,FDD,1,1,1,1,1,1,1
1761,6077,FDD,1,0,1,1,1,1,1
1762,7014,FDD,1,1,1,1,1,1,1
1763,6858,FDD,1,1,1,1,1,1,1
1764,7079,FDD,1,0,1,1,1,1,1
1765,6047,FDD,1,0,1,1,1,1,1
1766,6095,FDD,1,0,1,1,1,0,1
1767,6091,FDD,1,0,1,1,1,1,1
1769,6047,FDD,1,1,1,1,1,1,1
1770,7017,FDD,1,1,1,1,1,1,1
1771,6074,FDD,1,1,1,1,1,1,1
1772,7048,FDD,1,1,1,1,1,1,1
1773,7016,FDD,1,1,1,1,1,1,1
1774,6858,FDD,1,1,1,1,1,1,1
1775,7021,FDD,1,1,1,1,1,1,1
1776,6085,FDD,1,0,1,1,1,1,1
1777,7030,FDD,1,1,1,1,1,1,1
1778,7077,FDD,1,1,1,1,1,1,1
1779,7024,FDD,1,0,1,1,1,1,1
1780,7016,FDD,1,1,1,1,1,1,1
1781,6096,FDD,1,0,1,1,1,1,1
1782,7012,FDD,1,1,1,1,1,1,1
1783,6059,FDD,1,1,1,1,1,1,1
1784,7021,FDD,1,1,1,1,1,1,1
1785,7014,FDD,1,0,1,1,0,1,1
1786,7079,FDD,1,0,1,1,1,1,1
1787,7079,FDD,1,0,0,1,1,1,1
1788,7014,FDD,1,1,1,1,1,1,1
1789,7048,FDD,1,1,1,1,1,1,1
1790,6074,FDD,1,0,1,1,1,1,1
1791,6074,FDD,1,1,1,1,1,1,1
1792,6047,FDD,1,1,1,1,1,1,1
1793,7021,FDD,1,1,1,1,1,1,1
1794,7030,FDD,1,0,1,1,1,1,1
1795,6097,FDD,1,0,1,1,1,1,0
1796,7014,FDD,1,0,1,1,1,1,1
1797,7014,FDD,1,1,1,1,1,1,1
1798,6074,FDD,1,0,1,1,1,1,1
1799,6085,FDD,1,1,1,1,1,1,1
1800,6064,FDD,1,0,1,1,1,1,1
1801,6064,FDD,1,1,1,1,1,1,1
1802,6065,FDD,1,0,1,1,1,1,1
1803,6083,FDD,0,0,1,1,0,1,1
1804,7055,FDD,1,1,1,1,1,1,1
1805,7084,FDD,1,0,1,1,1,1,1
1806,6096,FDD,1,1,1,1,1,1,1
1807,7030,FDD,1,0,1,1,1,1,1
1808,7077,FDD,1,1,1,1,1,1,1
1809,6074,FDD,1,0,1,1,1,1,1
1810,6096,FDD,1,1,1,1,1,1,1
1811,7016,FDD,1,1,1,1,1,1,1
1812,7017,FDD,1,1,1,1,1,1,1
1813,6096,FDD,1,1,1,1,1,1,1
1814,7024,FDD,1,1,1,1,1,1,1
1816,6091,FDD,1,0,1,1,0,1,1
1817,7021,FDD,1,1,1,1,1,1,1
1819,6085,FDD,1,1,1,1,1,1,1
1820,7017,FDD,1,0,1,1,1,1,1
1821,6073,FDD,1,1,1,1,1,1,1
1823,6047,FDD,1,0,1,1,1,1,1
1825,7016,FDD,1,0,1,1,1,1,1
1828,6085,FDD,1,1,1,1,1,1,1
1829,6073,FDD,1,0,1,1,0,1,1
1830,6096,FDD,1,1,1,1,1,1,1
1831,6096,FDD,1,1,1,1,1,1,1
1832,7084,FDD,1,0,1,1,1,1,1
1833,7016,FDD,1,1,1,1,1,1,1
1834,7048,FDD,1,1,1,1,1,1,1
1835,6096,FDD,1,0,1,1,1,1,1
1836,6074,FDD,1,0,1,1,1,1,1
1837,7010,FDD,1,1,1,1,1,1,1
1839,7017,FDD,1,1,1,1,1,1,1
1841,6091,FDD,1,1,1,1,1,1,1
1842,6858,FDD,1,1,1,1,1,1,1
1843,7021,FDD,1,1,1,1,1,1,1
1844,7030,FDD,1,1,1,1,1,1,1
1846,7013,FDD,1,0,1,1,1,1,1
1847,6099,FDD,1,0,1,1,1,1,1
1848,7024,FDD,1,0,1,1,1,1,1
1849,6858,FDD,1,0,1,1,1,1,1
1850,6047,FDD,1,0,1,1,1,1,1
1852,7016,FDD,1,0,1,1,1,1,1
1853,7084,FDD,1,0,1,1,1,1,1
1855,7079,FDD,1,1,1,1,1,1,1
1856,7014,FDD,1,1,1,1,1,1,1
1857,7017,FDD,1,1,1,1,1,1,1
1858,7079,FDD,1,0,1,1,1,1,1
1859,7084,FDD,1,0,1,1,1,1,1
1860,7030,FDD,1,0,1,1,1,1,1
1861,6085,FDD,1,0,1,1,1,1,1
1862,7084,FDD,1,1,1,1,1,1,1
1863,7017,FDD,1,1,1,1,1,1,1
1864,7079,FDD,1,0,1,1,1,1,1
1865,7079,FDD,1,1,1,1,1,0,1
1866,7014,FDD,1,1,1,1,1,1,1
1867,6047,FDD,1,0,1,1,1,1,1
1868,7014,FDD,1,1,1,1,1,1,1
1869,7030,FDD,1,0,1,1,1,1,1
1870,7021,FDD,1,1,1,1,1,1,1
1871,6096,FDD,1,0,1,1,1,1,1
1873,7014,FDD,1,1,1,1,1,1,1
1875,7016,FDD,1,0,1,1,1,1,1
1876,7021,FDD,1,1,1,1,1,1,1
1880,7021,FDD,1,1,1,1,1,1,1
1881,7048,FDD,1,1,1,1,1,1,1
1883,7017,FDD,1,1,1,1,1,1,1
1884,7030,FDD,1,1,1,1,1,1,1
1885,7017,FDD,1,0,1,1,1,1,1
1886,7030,FDD,1,1,1,1,1,1,1
1887,6047,FDD,1,0,1,1,1,1,1
1889,7021,FDD,1,1,1,1,1,1,1
1890,7030,FDD,1,0,1,1,1,1,1
1891,7014,FDD,1,1,1,1,1,1,1
1892,7024,FDD,1,0,1,1,1,1,1
1893,7016,FDD,1,0,1,1,1,1,1
1894,7017,FDD,1,1,1,1,1,1,1
1895,7017,FDD,0,1,1,1,1,1,1
1896,7077,FDD,1,1,1,1,1,1,1
1897,7024,FDD,1,0,1,1,1,1,1
1898,7024,FDD,1,1,1,0,1,0,1
1899,7084,FDD,1,1,1,1,1,1,1
1903,7048,FDD,1,1,1,1,1,1,1
1904,7016,FDD,1,0,1,1,1,1,1
1906,7014,FDD,1,0,1,1,1,1,1
1907,7014,FDD,1,0,1,1,1,1,1
1908,6085,FDD,1,0,1,1,1,1,1
1909,6047,FDD,1,1,1,1,1,1,1
1910,7048,FDD,1,1,1,1,1,1,1
1911,7017,FDD,1,1,1,1,1,1,1
1912,7084,FDD,1,1,1,1,1,1,1
1913,6074,FDD,1,0,1,1,1,1,1
1914,7084,FDD,1,0,1,1,1,1,1
1915,7084,FDD,1,0,1,1,1,1,1
1917,7084,FDD,1,0,1,1,1,1,1
1918,7014,FDD,1,0,1,1,1,1,1
1919,7014,FDD,1,0,1,1,0,1,1
1920,7021,FDD,1,1,1,1,1,1,1
1921,7030,FDD,0,1,1,0,1,1,1
1922,7084,FDD,1,1,1,1,1,1,1
1923,6074,FDD,1,1,1,1,1,1,1
1924,7014,FDD,1,0,1,1,1,1,1
1925,7021,FDD,1,1,1,1,1,1,1
1926,6096,FDD,1,1,1,1,1,1,1
1927,7017,FDD,1,1,1,1,1,1,1
1928,6074,FDD,1,0,1,1,1,1,1
1929,6085,FDD,1,1,1,1,1,1,1
1930,7014,FDD,1,1,1,0,1,1,1
1931,6085,FDD,1,0,1,1,1,1,1
1932,7014,FDD,1,1,1,1,1,1,1
1933,7024,FDD,1,0,1,1,1,1,1
1934,6091,FDD,1,1,1,1,1,1,1
1935,6047,FDD,1,0,1,1,1,1,1
1936,6074,FDD,1,1,1,1,1,1,1
1937,7017,FDD,1,0,1,1,1,1,1
1938,7024,FDD,1,0,1,1,1,1,1
1939,7014,FDD,1,1,1,1,1,1,1
1940,6096,FDD,1,1,1,1,1,1,1
1941,7084,FDD,1,1,1,1,1,1,1
1942,6074,FDD,1,1,1,1,1,1,1
