Market ID,Region,Store #,,Fulfilment Type,Weeks on DPI, Status, Trend,Directional Focus  ,Max WM WK ID,OTD* %,OTP* % ,Dwell Time* ,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
49,5,3432,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,35.10%,69.84%,35.62,27.04%,47.32%,34.17%,36.09%
49,5,3433,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,94.07%,64.93%,16.14,97.06%,97.25%,86.32%,95.38%
49,5,3433,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,70.05%,73.75%,22.53,82.13%,82.47%,68.60%,29.44%
49,5,4503,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202246,46.02%,62.98%,28.95,58.39%,29.20%,34.57%,48.70%
49,5,5288,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,97.08%,80.68%,12.24,97.73%,96.30%,98.86%,95.29%
49,5,5288,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,78.88%,75.52%,17.06,73.13%,80.65%,81.54%,80.79%
49,5,5810,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.03%,90.53%,14.29,93.27%,98.98%,98.89%,93.02%
49,5,5810,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202246,82.80%,99.69%,14.26,86.11%,88.22%,80.80%,74.41%
50,5,1178,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202246,76.30%,59.20%,15.67,54.56%,81.90%,82.25%,85.95%
50,5,3044,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,66.84%,66.49%,20.19,74.43%,61.52%,60.87%,73.54%
50,5,5080,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.30%,70.57%,17.03,96.75%,94.69%,92.21%,96.70%
50,5,5080,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202246,69.48%,58.33%,19.9,83.67%,84.34%,51.17%,61.19%
50,5,5416,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.70%,73.78%,12.48,100.00%,97.76%,91.49%,95.80%
50,5,5416,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,71.81%,69.18%,18.27,84.99%,81.93%,54.75%,62.69%
51,5,1117,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,76.96%,70.72%,12.49,78.34%,83.26%,65.10%,82.33%
51,5,2918,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,82.44%,73.28%,13.67,83.39%,86.40%,80.89%,78.88%
51,5,3406,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.04%,72.06%,17.45,97.18%,94.83%,96.49%,91.07%
51,5,3406,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,79.44%,92.97%,15.5,84.26%,78.39%,73.23%,82.12%
51,5,3482,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,97.42%,72.63%,13.61,97.44%,100.00%,96.97%,95.65%
51,5,5210,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.83%,77.59%,9.67,92.78%,98.72%,100.00%,96.39%
51,5,5673,,Scheduled Delivery Express,18,Executive Review,Recovering,Store Focus,202246,99.67%,85.81%,12.86,100.00%,100.00%,98.68%,100.00%
52,5,206,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202246,74.24%,75.94%,19.49,90.90%,84.57%,57.92%,54.40%
52,5,2427,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,88.64%,89.03%,14.21,88.39%,94.41%,88.08%,82.29%
52,5,4627,,Scheduled Delivery Express,16,Executive Review,Recovering,Store Focus,202246,97.87%,61.64%,12.24,97.06%,96.20%,99.17%,98.15%
52,5,5707,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,97.33%,73.36%,9.46,96.44%,100.00%,96.97%,95.67%
52,5,6963,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,83.31%,87.73%,14.53,88.66%,88.70%,78.10%,77.30%
53,5,426,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,96.57%,68.13%,12.25,94.52%,96.72%,96.97%,100.00%
53,5,426,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,80.66%,70.74%,10.75,70.96%,84.73%,86.50%,79.94%
53,5,2105,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,96.28%,67.14%,15.2,94.74%,98.44%,98.36%,93.88%
53,5,2105,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,83.06%,81.74%,16.35,76.86%,86.73%,83.66%,84.39%
53,5,2996,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,91.00%,93.57%,12.11,94.03%,93.54%,88.45%,87.84%
53,5,4240,,Scheduled Delivery Standard,1,Active Monitoring,Recovering,Store Focus,202246,82.63%,66.73%,16.62,92.94%,71.80%,82.31%,82.72%
53,5,5889,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.86%,86.53%,10.22,98.28%,95.31%,100.00%,98.15%
55,5,1118,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,96.34%,78.08%,16.77,97.06%,98.57%,92.92%,96.15%
55,5,1118,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202246,76.14%,80.22%,19.1,82.94%,84.20%,69.36%,62.66%
55,5,2667,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,84.92%,93.35%,14.09,84.86%,86.99%,89.79%,77.25%
55,5,5191,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,97.69%,81.98%,12.77,98.43%,97.83%,95.61%,98.60%
55,5,5191,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,85.67%,79.20%,16.21,84.13%,83.10%,85.62%,89.71%
56,5,2086,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,97.18%,67.53%,13.23,100.00%,98.08%,95.65%,93.75%
56,5,2086,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,82.52%,94.35%,13.37,87.75%,88.16%,75.60%,76.53%
56,5,7178,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,99.75%,78.59%,12.23,100.00%,100.00%,99.04%,100.00%
74,5,536,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.06%,66.35%,13.22,95.12%,96.88%,100.00%,100.00%
74,5,536,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,87.00%,66.73%,15.88,89.20%,91.87%,87.14%,76.64%
74,5,3381,,Scheduled Delivery Express,10,Executive Review,Degrading,Store Focus,202246,85.46%,77.87%,8.91,86.44%,96.55%,83.33%,75.00%
76,5,610,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,90.22%,74.23%,12.64,90.00%,88.46%,94.12%,89.47%
76,5,746,,Scheduled Delivery Standard,1,Active Monitoring,Recovering,Store Focus,202246,79.07%,73.45%,19.48,92.21%,88.89%,67.97%,63.82%
76,5,939,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,85.43%,85.64%,12.62,95.07%,88.70%,83.74%,71.66%
76,5,1254,,Scheduled Delivery Express,17,Executive Review,Recovering,Store Focus,202246,99.46%,81.15%,9.97,98.39%,100.00%,100.00%,100.00%
76,5,6929,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202246,74.82%,54.72%,21.83,88.60%,75.68%,59.17%,74.38%
76,5,7156,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202246,97.66%,74.89%,14.85,100.00%,98.28%,92.16%,100.00%
76,5,7156,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,82.75%,77.92%,15.08,89.76%,83.02%,84.85%,72.90%
81,5,781,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202246,89.17%,76.06%,11.23,91.14%,95.00%,91.07%,77.42%
81,5,1303,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.33%,77.22%,13.99,96.72%,100.00%,97.14%,60.00%
82,5,1253,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202246,72.18%,69.34%,19,75.24%,81.55%,66.01%,65.22%
82,5,2133,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202246,75.67%,69.00%,18.43,86.30%,77.47%,66.67%,70.53%
82,5,2991,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202246,67.80%,54.47%,22.34,69.66%,73.52%,58.42%,71.02%
82,5,4130,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,98.30%,69.08%,14.08,97.18%,98.53%,100.00%,97.70%
82,5,4163,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202246,87.62%,93.57%,12.72,90.88%,93.36%,83.10%,82.64%
82,5,4219,,Scheduled Delivery Express,18,Executive Review,Degrading,Store Focus,202246,77.36%,74.07%,16.5,72.73%,83.33%,77.78%,80.00%
82,5,4219,,Scheduled Delivery Standard,40,Executive Review,Degrading,Store Focus,202246,77.27%,86.75%,11.97,79.47%,84.59%,75.91%,66.67%
82,5,4554,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,69.37%,82.34%,14.55,81.22%,83.76%,58.29%,52.21%
82,5,5317,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,95.69%,74.70%,15.19,98.41%,100.00%,91.80%,92.98%
83,5,475,,Scheduled Delivery Express,3,Active Monitoring,Recovering,Store Focus,202246,93.04%,79.23%,13.06,98.39%,98.36%,90.91%,82.69%
83,5,475,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202246,81.07%,92.34%,15.96,91.35%,93.34%,78.81%,58.87%
83,5,1185,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202246,79.84%,94.55%,14.82,94.40%,89.51%,65.18%,65.73%
83,5,3169,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,82.10%,75.14%,12.03,92.61%,88.41%,80.81%,64.50%
83,5,3170,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,94.52%,61.84%,11.6,100.00%,84.21%,92.86%,100.00%
83,5,3569,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202246,76.52%,85.69%,15.15,91.80%,87.68%,70.53%,53.17%
83,5,5480,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,78.76%,76.47%,16.37,93.32%,87.56%,62.40%,66.67%
479,5,940,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202246,80.50%,79.03%,14.65,83.91%,87.54%,81.30%,65.87%
479,5,972,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,95.48%,74.18%,16.43,95.41%,98.85%,95.18%,93.28%
479,5,972,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,76.34%,84.12%,17.6,75.80%,76.61%,79.39%,73.24%
479,5,3773,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,80.75%,86.58%,18.05,75.76%,79.91%,88.01%,78.63%
479,5,4165,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202246,80.91%,83.06%,12.95,84.05%,85.64%,81.90%,70.40%
479,5,5312,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,84.55%,98.25%,11.75,81.67%,88.60%,86.36%,80.83%
479,5,5316,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,79.70%,75.46%,19.5,74.76%,78.67%,81.38%,83.11%
479,5,5764,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,84.89%,69.24%,14.4,74.24%,95.00%,80.72%,88.91%
583,5,259,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,97.98%,82.62%,14.12,99.26%,97.20%,100.00%,94.90%
583,5,789,,Scheduled Delivery Express,19,Executive Review,Recovering,Store Focus,202246,97.59%,74.43%,15.49,97.67%,96.92%,99.07%,96.70%
583,5,1055,,Scheduled Delivery Express,3,Active Monitoring,Degrading,Store Focus,202246,88.24%,69.76%,10.53,89.89%,96.43%,78.05%,88.24%
583,5,1055,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,75.81%,81.22%,14.58,86.07%,84.88%,63.60%,64.12%
583,5,1800,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202246,96.44%,68.80%,13.52,99.00%,100.00%,94.87%,91.67%
583,5,1800,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202246,77.11%,74.26%,18.16,81.54%,85.41%,69.95%,65.64%
583,5,3224,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,77.53%,67.71%,18.28,79.17%,85.67%,73.49%,70.27%
583,5,5823,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,80.30%,87.19%,19.94,88.25%,89.72%,71.04%,67.99%
583,5,8930,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202246,87.19%,90.27%,12.5,92.61%,89.97%,85.26%,78.52%
47,44,417,,Scheduled Delivery Express,3,Active Monitoring,Degrading,Store Focus,202246,70.43%,77.12%,14.23,71.25%,73.50%,71.70%,63.22%
47,44,427,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.56%,74.75%,15.36,96.20%,97.06%,96.97%,96.15%
47,44,427,,Scheduled Delivery Standard,1,Active Monitoring,Recovering,Store Focus,202246,83.11%,79.96%,15.25,92.22%,83.37%,84.73%,67.35%
47,44,468,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,98.49%,60.53%,14.75,98.94%,100.00%,100.00%,95.45%
47,44,468,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,84.25%,70.73%,14.62,87.86%,84.99%,86.52%,76.89%
47,44,2123,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,97.72%,69.11%,14.56,99.13%,99.09%,100.00%,92.92%
47,44,2123,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,77.72%,56.12%,16.81,86.87%,75.65%,77.58%,69.42%
344,44,221,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,83.95%,72.41%,15.86,83.92%,77.79%,88.68%,85.86%
344,44,392,,Scheduled Delivery Express,3,Active Monitoring,Degrading,Store Focus,202246,80.08%,74.44%,14.2,84.93%,88.24%,70.97%,72.09%
344,44,564,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,84.72%,87.73%,15.6,84.37%,81.92%,85.17%,88.21%
345,44,576,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202246,86.26%,82.93%,14.93,93.18%,93.21%,80.88%,76.37%
345,44,3055,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.83%,80.56%,9.79,100.00%,97.30%,96.77%,97.30%
347,44,28,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,87.45%,72.10%,14.15,93.19%,84.52%,88.27%,81.08%
349,44,113,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202246,93.02%,84.02%,11.37,95.24%,93.88%,92.86%,89.74%
349,44,1116,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,100.00%,88.70%,14.91,100.00%,100.00%,100.00%,100.00%
349,44,5071,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,99.04%,83.80%,11.9,99.10%,98.99%,98.17%,100.00%
350,44,129,,Scheduled Delivery Express,3,Active Monitoring,Recovering,Store Focus,202246,93.50%,80.67%,15.29,98.00%,93.33%,92.31%,0.00%
350,44,129,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,88.49%,81.39%,10.74,92.58%,92.54%,87.95%,76.92%
350,44,185,,Scheduled Delivery Express,22,Executive Review,Degrading,Store Focus,202246,86.79%,79.57%,10.84,76.92%,100.00%,83.33%,86.67%
350,44,975,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,93.27%,73.70%,13.58,98.00%,87.72%,92.00%,96.08%
350,44,975,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,91.27%,77.94%,8.12,88.64%,93.94%,93.75%,88.24%
350,44,1295,,Scheduled Delivery Express,1,Active Monitoring,Degrading,Store Focus,202246,54.24%,82.89%,12,57.14%,56.25%,58.82%,41.67%
352,44,389,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202246,86.74%,87.54%,14.84,82.96%,89.39%,84.53%,91.00%
352,44,1626,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202246,76.37%,74.16%,19.43,77.78%,82.62%,68.74%,74.85%
352,44,2803,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,96.43%,72.44%,13.32,95.41%,98.04%,95.00%,97.03%
352,44,2804,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,95.33%,75.41%,13.79,95.65%,99.10%,92.98%,90.16%
352,44,2804,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,79.19%,78.02%,16.17,84.61%,89.61%,75.07%,63.33%
352,44,3430,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202246,89.16%,77.74%,13.58,92.05%,87.06%,88.87%,88.53%
352,44,4241,,Scheduled Delivery Express,10,Executive Review,Recovering,Store Focus,202246,96.55%,77.30%,12.88,97.56%,100.00%,100.00%,87.50%
353,44,517,,Scheduled Delivery Standard,1,Active Monitoring,Recovering,Store Focus,202246,88.79%,87.94%,16.39,90.48%,89.35%,87.24%,87.88%
353,44,544,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202246,84.49%,81.49%,19.31,91.47%,85.44%,80.41%,79.16%
353,44,743,,Scheduled Delivery Standard,3,Active Monitoring,Recovering,Store Focus,202246,84.70%,77.20%,15.13,94.81%,89.16%,85.71%,63.80%
353,44,7326,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,83.33%,80.14%,17.67,88.24%,82.82%,75.25%,88.29%
356,44,992,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,98.85%,77.40%,12.73,99.09%,98.29%,98.91%,99.13%
356,44,3295,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,99.67%,83.06%,10.22,100.00%,100.00%,98.46%,100.00%
409,44,1507,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202246,99.04%,76.19%,14.62,98.48%,100.00%,100.00%,100.00%
66,13,331,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,97.54%,79.51%,13.28,97.59%,98.06%,100.00%,94.19%
66,13,331,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,78.75%,68.31%,16.81,78.41%,89.09%,76.12%,69.20%
66,13,521,,Scheduled Delivery Standard,1,Active Monitoring,Recovering,Store Focus,202246,87.42%,90.89%,13.74,96.57%,85.82%,84.25%,82.19%
66,13,651,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202246,80.79%,82.05%,15.51,89.38%,89.34%,77.53%,59.36%
66,13,1204,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202246,90.90%,87.21%,12.73,96.33%,93.87%,91.91%,78.50%
125,13,553,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,98.22%,76.04%,14.14,99.39%,98.63%,98.55%,96.51%
125,13,553,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,86.56%,80.01%,15.38,86.41%,92.66%,90.69%,74.32%
125,13,909,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,88.84%,61.40%,16.16,96.72%,91.38%,94.74%,68.75%
125,13,909,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,65.34%,67.49%,21.41,83.22%,62.18%,78.08%,21.15%
125,13,912,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202246,85.44%,91.72%,10.92,93.18%,91.45%,78.46%,69.21%
125,13,1163,,Scheduled Delivery Express,4,At Risk,Recovering,Store Focus,202246,94.25%,76.45%,13,94.64%,93.58%,95.33%,93.55%
125,13,1163,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,84.71%,84.65%,11.78,89.99%,87.17%,80.12%,80.98%
125,13,2665,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,97.69%,76.34%,14.37,98.94%,100.00%,98.02%,93.88%
125,13,2665,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202246,86.97%,80.09%,14.28,90.32%,94.82%,96.26%,63.09%
125,13,2706,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,79.80%,80.71%,16.35,85.32%,83.58%,79.79%,68.21%
125,13,3167,,Scheduled Delivery Express,4,At Risk,Degrading,Store Focus,202246,36.00%,71.96%,11.58,39.18%,41.85%,28.86%,32.75%
125,13,3167,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,73.17%,81.01%,12.87,83.70%,73.24%,69.84%,58.24%
125,13,5022,,Scheduled Delivery Express,1,Active Monitoring,Recovering,Store Focus,202246,85.63%,61.08%,15.22,94.64%,85.12%,76.85%,85.63%
125,13,5022,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,61.03%,81.42%,19.29,80.45%,59.92%,41.15%,54.34%
128,13,489,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202246,76.19%,61.01%,19.47,80.93%,81.78%,74.23%,65.92%
128,13,541,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202246,70.47%,60.19%,20.11,74.49%,75.93%,59.24%,73.46%
128,13,911,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202246,98.82%,75.22%,11.84,100.00%,98.36%,97.73%,98.95%
128,13,989,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202246,62.35%,56.04%,19.97,75.36%,74.03%,46.28%,43.46%
