Store,Store Type,MFC Store,Possession date,RDC,FASH DC,Import DC,Return Center,City,State,GM SQFT,Total SQFT,Start Date,End Date,SubDivision,Phase 1 Date,Phase 2 Date,Phase 3 Date
2679,SUP,,,6043,6022,7078,9193,ELKHART,IN,"142,625","203,750",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2681,EXP,,,6030,6041,6088,9196,LITTLETON,NH,"95,848","95,848",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2682,SUP,,,6030,6041,6088,9196,BERLIN,VT,"70,154","93,539",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2683,EXP,,,6038,6041,6088,9196,HADLEY,MA,"97,017","97,017",8/13/2024,1/27/2025,F,8/15/2024,10/24/2025,2/24/2027
2684,SUP,,,6024,6022,8980,9193,NEW MARTINSVILLE,WV,"107,366","153,380",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2686,WNM,,,6094,7842,7042,9153,BENTONVILLE,AR,"6,168","41,117",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2687,SUP,,,6070,6014,8980,8092,GREER,SC,"128,248","183,211",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
2688,SUP,,,6036,6005,7042,9153,TYLER,TX,"146,057","208,653",8/13/2024,1/27/2025,B,2/16/2023,12/5/2024,4/5/2026
2689,WNM,,,6021,6029,6060,9195,FRESNO,CA,"6,319","42,128",8/13/2024,1/27/2025,O,1/6/2026,4/6/2027,8/6/2028
2690,SUP,,,6006,7842,7067,8092,MADISON,AL,"142,625","203,750",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
2691,SUP,,,6017,6022,7067,9193,NEW ALBANY,IN,"142,535","203,622",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
2692,SUP,,,6043,6022,7078,9193,CHESTERFIELD,MI,"152,635","218,050",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2693,SUP,,,6043,6022,7078,9193,FENTON,MI,"150,846","215,494",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2694,SUP,,,6069,7842,7067,9193,KIRKWOOD,MO,"109,808","146,411",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2695,SUP,,,6020,6014,6061,8092,CLERMONT,FL,"143,116","204,452",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
2696,SUP,,,7045,6041,8980,9196,MOOREFIELD,WV,"82,222","109,630",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2697,SUP,,,6026,6029,6060,9195,ANTIOCH,CA,"119,084","170,120",8/13/2024,1/27/2025,M,3/12/2025,9/17/2026,1/17/2028
2698,DOT,,,7036,6005,7042,9153,SEALY,TX,,,8/13/2024,1/27/2025,W,4/1/2028,7/1/2029,#N/A
2699,WNM,,,6054,6014,6061,8092,GAINESVILLE,GA,"6,168","41,117",8/13/2024,1/27/2025,O,4/1/2027,7/1/2028,#N/A
2700,SUP,,,6043,6022,7078,9193,WHITE LAKE,MI,"110,683","158,119",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2702,SUP,,,6094,7842,7042,9153,NIXA,MO,"106,386","151,980",8/13/2024,1/27/2025,E,1/1/2028,4/1/2029,#N/A
2703,SUP,,,6040,6014,8980,8092,FLORENCE,SC,"128,248","183,211",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
2704,SUP,,,6070,6014,8980,8092,RANDLEMAN,NC,"106,386","151,980",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
2705,SUP,,,6023,6014,6088,8092,FRANKLIN,VA,"106,386","151,980",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
2706,SUP,,,6048,6005,7067,9153,HARVEY,LA,"155,463","222,090",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
2708,SUP,,,7033,6029,6060,9195,TEMECULA,CA,"155,076","221,537",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
2710,EXP,,,6037,6029,6060,9195,KETCHIKAN,AK,"70,511","70,511",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2711,EXP,,,6037,6029,6060,9195,KODIAK,AK,"67,170","67,170",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2712,SUP,,,6040,6014,8980,8092,MYRTLE BEACH,SC,"142,625","203,750",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
2713,SUP,,,6006,7842,7067,8092,BIRMINGHAM,AL,"142,625","203,750",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
2714,SUP,,,6025,6022,7078,9193,SPENCER,IA,"106,386","151,980",8/13/2024,1/27/2025,M,10/12/2023,4/6/2025,8/6/2026
2715,SUP,,,6011,7842,7067,9153,DIBERVILLE,MS,"142,625","203,750",8/13/2024,1/27/2025,B,2/29/2024,9/12/2025,1/12/2027
2716,SUP,,,6009,7842,7078,9193,CEDAR RAPIDS,IA,"143,760","205,372",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
2717,SUP,,,6011,7842,7067,9153,HATTIESBURG,MS,"106,386","151,980",8/13/2024,1/27/2025,B,2/29/2024,9/12/2025,1/12/2027
2718,WMT,,,7036,6005,7042,9153,HOUSTON,TX,"123,104","123,104",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
2719,EXP,,,6080,6041,6088,9196,BRISTOL,CT,"122,813","122,813",8/13/2024,1/27/2025,F,4/1/2027,7/1/2028,#N/A
2720,SUP,,,6011,7842,7067,9153,MADISON,MS,"143,740","205,343",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
2721,SUP,,,7035,6014,6061,8092,CAYEY,PR,"126,904","181,292",8/13/2024,1/27/2025,I,7/1/2026,10/1/2027,#N/A
2722,SUP,,,6037,6029,6060,9195,FAIRBANKS,AK,"172,031","245,759",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2723,SUP,,,6006,7842,7067,8092,SUMITON,AL,"106,386","151,980",8/13/2024,1/27/2025,A,8/22/2024,4/2/2026,8/2/2027
2724,SUP,,,7036,6005,7042,9153,PASADENA,TX,"145,245","207,493",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
2725,SUP,,,6024,6022,8980,9193,LEWIS CENTER,OH,"142,625","203,750",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2726,SUP,,,6024,6022,8980,9193,REYNOLDSBURG,OH,"142,929","204,184",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2727,SUP,,,7038,6014,6061,8092,FLORIDA CITY,FL,"156,892","224,132",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
2728,SUP,,,6092,6022,7078,9193,DECATUR,IL,"128,248","183,211",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2729,SUP,,,6019,6029,7042,9195,FORT COLLINS (N),CO,"149,411","213,445",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
2730,SUP,,,6040,6014,8980,8092,TARBORO,NC,"106,386","151,980",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
2731,WNM,,,6054,6014,6061,8092,GAINESVILLE,GA,"6,168","41,117",8/13/2024,1/27/2025,O,4/1/2027,7/1/2028,#N/A
2732,SUP,,,6054,6014,6061,8092,VILLA RICA,GA,"106,610","152,300",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
2733,SUP,,,6010,6014,6061,8092,PERRY,GA,"106,610","152,300",8/13/2024,1/27/2025,A,5/4/2023,1/6/2025,5/6/2026
2734,SUP,,,6068,7842,7042,9153,NORMAN,OK,"106,386","151,980",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
2735,SUP,,,6026,6029,6060,9195,SACRAMENTO (FLORIN),CA,"136,675","195,250",8/13/2024,1/27/2025,M,3/12/2025,9/17/2026,1/17/2028
2739,SUP,,,6011,7842,7067,9153,BAY MINETTE,AL,"111,565","159,379",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
2740,SUP,X,,6020,6014,6061,8092,TAMPA (NE),FL,"139,807","199,724",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
2741,WNM,,,6094,7842,7042,9153,BENTONVILLE,AR,"6,039","40,257",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2742,WNM,,,6094,7842,7042,9153,SPRINGDALE,AR,"6,039","40,257",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2743,WNM,,,6018,7842,7067,9153,SHERWOOD,AR,"6,039","40,257",8/13/2024,1/27/2025,O,3/17/2025,11/13/2026,3/13/2028
2744,WNM,,,6094,7842,7042,9153,FORT SMITH,AR,"6,039","40,257",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2745,WNM,,,6094,7842,7042,9153,FAYETTEVILLE,AR,"6,039","40,257",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2747,EXP,,,6030,6041,6088,9196,WARWICK (W),RI,"139,058","139,058",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2748,SUP,,,6011,7842,7067,9153,GULF SHORES,AL,"130,782","186,832",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
2749,SUP,,,6039,6022,8980,8092,SPRUCE PINE,NC,"106,386","151,980",8/13/2024,1/27/2025,A,11/2/2023,4/18/2025,8/18/2026
2751,SUP,,,6019,6029,7042,9195,ENGLEWOOD (N),CO,"110,759","147,679",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
2752,SUP,,,6019,6029,7042,9195,COMMERCE CITY,CO,"108,333","154,761",8/13/2024,1/27/2025,M,12/8/2025,3/8/2027,7/8/2028
2753,SUP,,,6039,6022,8980,8092,CLAYTON,GA,"107,810","154,015",8/13/2024,1/27/2025,A,11/2/2023,4/18/2025,8/18/2026
2754,SUP,,,6010,6014,6061,8092,WAYNESBORO,GA,"82,222","109,630",8/13/2024,1/27/2025,A,5/4/2023,1/6/2025,5/6/2026
2755,SUP,,,6011,7842,7067,9153,FLOWOOD,MS,"131,689","188,127",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
2756,SUP,,,7045,6041,8980,9196,FREDERICK,MD,"132,168","188,812",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2757,SUP,,,6066,6022,7067,9193,MURFREESBORO (NORTH),TN,"130,192","185,989",8/13/2024,1/27/2025,A,7/1/2027,10/1/2028,#N/A
2758,SUP,,,6030,6041,6088,9196,PLYMOUTH,NH,"106,386","151,980",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2760,SUP,,,6011,7842,7067,9153,JACKSON,AL,"83,216","110,955",8/13/2024,1/27/2025,A,2/29/2024,9/12/2025,1/12/2027
2761,SUP,,,6039,6022,8980,8092,POUNDING MILL,VA,"106,386","151,980",8/13/2024,1/27/2025,E,11/2/2023,4/18/2025,8/18/2026
2762,SUP,,,7045,6041,8980,9196,RADFORD,VA,"106,386","151,980",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2763,SUP,,,6016,6005,7042,9153,DONNA,TX,"127,033","181,476",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
2764,SUP,,,6009,7842,7078,9193,ALTOONA,IA,"128,248","183,211",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
2765,SUP,,,6016,6005,7042,9153,LOS FRESNOS,TX,"89,625","119,500",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
2766,SUP,,,6031,6029,6060,9195,SCOTTSDALE,AZ,"146,140","208,772",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
2767,SUP,,,6031,6029,6060,9195,MESA (NORTH),AZ,"156,542","223,631",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
2768,SUP,,,6031,6029,6060,9195,MESA,AZ,"153,825","219,750",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
2769,SUP,,,6016,6005,7042,9153,SAN ANTONIO (WALZEM/PARKCREST),TX,"108,653","155,218",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
2771,SUP,,,6092,6022,7078,9193,MONTICELLO,IN,"106,386","151,980",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2772,SUP,,,6040,6014,8980,8092,SOUTHPORT,NC,"107,810","154,015",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
2773,WNM,,,6054,6014,6061,8092,LAGRANGE,GA,"6,168","41,117",8/13/2024,1/27/2025,O,4/1/2027,7/1/2028,#N/A
2774,SUP,,,6024,6022,8980,9193,COLUMBUS (N),OH,"123,290","176,128",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2777,SUP,,,6031,6029,6060,9195,SURPRISE,AZ,"160,679","229,541",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
2778,SUP,,,6031,6029,6060,9195,COOLIDGE,AZ,"80,517","107,356",8/13/2024,1/27/2025,B,6/30/2025,10/30/2026,#N/A
2780,SUP,,,7026,6029,6060,9195,CALDWELL,ID,"142,625","203,750",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
2781,SUP,,,7026,6029,6060,9195,NAMPA,ID,"142,929","204,184",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
2782,SUP,,,7026,6029,6060,9195,MOUNTAIN HOME,ID,"107,810","154,015",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
2783,SUP,,,6017,6022,7067,9193,LEXINGTON,KY,"140,969","201,384",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
2784,SUP,,,6035,7842,7042,9193,BEATRICE,NE,"108,285","154,693",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
2785,SUP,,,6038,6041,6088,9196,VICTOR,NY,"74,687","99,582",8/13/2024,1/27/2025,F,8/15/2024,10/24/2025,2/24/2027
2786,SUP,,,6017,6022,7067,9193,AVON,IN,"142,535","203,622",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
2787,SUP,,,6017,6022,7067,9193,INDIANAPOLIS (N),IN,"153,825","219,750",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
2788,SUP,,,6017,6022,7067,9193,BROWNSBURG,IN,"131,755","188,222",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
2789,SUP,,,7038,6014,6061,8092,BOYNTON BEACH (E),FL,"153,825","219,750",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
2790,SUP,,,7045,6041,8980,9196,HAGERSTOWN,MD,"112,263","149,684",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2791,SUP,,,7034,6041,6088,9196,GEORGETOWN,DE,"82,222","109,630",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2792,SUP,,,6024,6022,8980,9193,WAYNE,WV,"82,222","109,630",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2793,SUP,,,6070,6014,8980,8092,KERNERSVILLE,NC,"134,781","192,544",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
2794,SUP,,,7026,6029,6060,9195,EPHRAIM,UT,"83,098","110,798",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
2795,SUP,,,6023,6014,6088,8092,ASHLAND,VA,"106,618","152,312",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
2796,SUP,,,6020,6014,6061,8092,OLDSMAR,FL,"145,636","208,052",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
2797,EXP,,,6030,6041,6088,9196,STURBRIDGE,MA,"96,730","96,730",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2799,EXP,,,6023,6014,6088,8092,CLINTON,MD,"134,247","134,247",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
2801,WNM,,,7035,6014,6061,8092,ALBANY,GA,"6,168","41,117",8/13/2024,1/27/2025,O,7/1/2026,10/1/2027,#N/A
2803,SUP,,,6094,7842,7042,9153,EDMOND (NW),OK,"146,380","209,115",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
2804,SUP,,,6094,7842,7042,9153,OKLAHOMA CITY ©,OK,"153,825","219,750",8/13/2024,1/27/2025,B,1/1/2028,4/1/2029,#N/A
2805,SUP,,,6023,6014,6088,8092,EMPORIA,VA,"82,222","109,630",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
2806,SUP,,,6070,6014,8980,8092,BOILING SPRINGS,SC,"128,248","183,211",8/13/2024,1/27/2025,F,1/1/2028,4/1/2029,#N/A
2807,SUP,,,7045,6041,8980,9196,HARRISONBURG,VA,"106,386","151,980",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2808,SUP,,,6023,6014,6088,8092,MIDLOTHIAN (S),VA,"153,825","219,750",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
2809,SUP,,,7045,6041,8980,9196,BUCKHANNON,WV,"107,810","154,015",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2810,SUP,,,6024,6022,8980,9193,SPENCER,WV,"83,052","110,736",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2811,SUP,,,6054,6014,6061,8092,ATHENS,GA,"144,231","206,044",8/13/2024,1/27/2025,A,4/1/2027,7/1/2028,#N/A
2812,SUP,,,6025,6022,7078,9193,ROCHESTER (S),MN,"144,325","206,178",8/13/2024,1/27/2025,E,10/12/2023,4/6/2025,8/6/2026
2813,SUP,,,7039,6022,7078,9193,MARSHFIELD,WI,"130,279","186,113",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
2814,SUP,,,7038,6014,6061,8092,HIALEAH GARDENS (NW),FL,"160,170","228,814",8/13/2024,1/27/2025,A,1/1/2028,4/1/2029,#N/A
2815,EXP,,,6092,6022,7078,9193,ROLLING MEADOWS,IL,"133,989","133,989",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2816,EXP,,,6092,6022,7078,9193,NILES,IL,"132,087","132,087",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2817,SUP,,,6092,6022,7078,9193,LANSING,IL,"107,307","153,296",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2818,SUP,,,6092,6022,7078,9193,HAMMOND,IN,"130,115","185,878",8/13/2024,1/27/2025,E,4/1/2028,7/1/2029,#N/A
2819,SUP,,,6017,6022,7067,9193,BLUFFTON,IN,"106,386","151,980",8/13/2024,1/27/2025,E,4/7/2025,10/31/2026,2/29/2028
2820,SUP,,,6025,6022,7078,9193,WORTHINGTON,MN,"106,386","151,980",8/13/2024,1/27/2025,M,10/12/2023,4/6/2025,8/6/2026
2821,SUP,,,6023,6014,6088,8092,RICHMOND (CHIPPENHAM),VA,"153,825","219,750",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
2822,SUP,,,6048,6005,7067,9153,WALKER,LA,"110,673","158,104",8/13/2024,1/27/2025,B,11/1/2026,2/1/2028,#N/A
2823,SUP,,,6024,6022,8980,9193,PARKERSBURG,WV,"107,810","154,015",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2825,EXP,,,7034,6041,6088,9196,OLD BRIDGE,NJ,"134,247","134,247",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2826,WNM,,,7033,6029,6060,9195,COACHELLA,CA,"7,866","52,443",8/13/2024,1/27/2025,O,10/1/2027,1/1/2029,#N/A
2827,SUP,,,6009,7842,7078,9193,CORALVILLE,IA,"142,625","203,750",8/13/2024,1/27/2025,M,10/1/2026,1/1/2028,#N/A
2828,SUP,,,7039,6022,7078,9193,MILWAUKEE (S),WI,"146,180","208,828",8/13/2024,1/27/2025,E,11/1/2026,2/1/2028,#N/A
2830,EXP,,,7034,6041,6088,9196,EDDYSTONE,PA,"141,147","141,147",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2831,SUP,,,7026,6029,6060,9195,JEROME,ID,"107,810","154,015",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
2832,SUP,,,6010,6014,6061,8092,HARDEEVILLE,SC,"106,386","151,980",8/13/2024,1/27/2025,F,5/4/2023,1/6/2025,5/6/2026
2833,SUP,,,7045,6041,8980,9196,GRAFTON,WV,"82,222","109,630",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2834,SUP,,,6068,7842,7042,9153,FORT WORTH (GOLDEN TRIANGLE),TX,"128,151","183,072",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
2835,WNM,,,6016,6005,7042,9153,SAN ANTONIO (GUILBEAU),TX,"6,177","41,179",8/13/2024,1/27/2025,O,2/16/2023,11/12/2024,3/12/2026
2836,SUP,,,6040,6014,8980,8092,FUQUAY-VARINA,NC,"108,115","154,450",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
2838,SUP,,,7033,6029,6060,9195,HENDERSON (N),NV,"153,825","219,750",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
2839,WNM,,,6094,7842,7042,9153,SPRINGFIELD,MO,"6,023","40,150",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2840,WNM,,,7035,6014,6061,8092,BRUNSWICK,GA,"6,168","41,117",8/13/2024,1/27/2025,O,7/1/2026,10/1/2027,#N/A
2841,EXP,,,7034,6041,6088,9196,LUMBERTON,NJ,"136,126","136,126",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2842,SUP,,,7033,6029,6060,9195,CORONA,CA,"100,767","134,356",8/13/2024,1/27/2025,M,10/1/2027,1/1/2029,#N/A
2843,SUP,,,7035,6014,6061,8092,SUMMERFIELD,FL,"129,569","185,098",8/13/2024,1/27/2025,A,7/1/2026,10/1/2027,#N/A
2844,SUP,,,6038,6041,6088,9196,CLIFTON PARK,NY,"142,917","204,167",8/13/2024,1/27/2025,F,8/15/2024,10/24/2025,2/24/2027
2845,SUP,,,6040,6014,8980,8092,SILER CITY,NC,"107,810","154,015",8/13/2024,1/27/2025,F,8/15/2024,12/22/2025,4/22/2027
2846,SUP,,,6018,7842,7067,9153,OLIVE BRANCH,MS,"128,248","183,211",8/13/2024,1/27/2025,A,3/17/2025,11/13/2026,3/13/2028
2847,SUP,,,6035,7842,7042,9193,BELLEVUE,NE,"142,922","204,174",8/13/2024,1/27/2025,M,8/15/2024,1/26/2026,5/26/2027
2849,SUP,,,6024,6022,8980,9193,MASON,WV,"82,222","109,630",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2850,SUP,,,7045,6041,8980,9196,HAMPSTEAD,MD,"115,903","165,575",8/13/2024,1/27/2025,F,4/1/2028,7/1/2029,#N/A
2852,SUP,,,6024,6022,8980,9193,MOUNDSVILLE,WV,"141,045","201,493",8/13/2024,1/27/2025,E,7/20/2023,1/24/2025,5/24/2026
2853,EXP,,,6023,6014,6088,8092,LA PLATA,MD,"141,897","141,897",8/13/2024,1/27/2025,F,3/10/2025,10/4/2026,2/4/2028
2854,SUP,,,6030,6041,6088,9196,LISBON,CT,"128,866","184,094",8/13/2024,1/27/2025,F,7/20/2024,11/24/2025,3/24/2027
2855,SUP,,,6035,7842,7042,9193,SHAWNEE,KS,"144,904","207,006",8/13/2024,1/27/2025,E,8/15/2024,1/26/2026,5/26/2027
2856,SUP,,,6035,7842,7042,9193,OAK GROVE,MO,"82,222","109,630",8/13/2024,1/27/2025,E,8/15/2024,1/26/2026,5/26/2027
2857,SUP,,,6035,7842,7042,9193,KANSAS CITY (NW),MO,"143,849","205,499",8/13/2024,1/27/2025,E,8/15/2024,1/26/2026,5/26/2027
2858,WNM,,,7035,6014,6061,8092,STATESBORO,GA,"6,168","41,117",8/13/2024,1/27/2025,O,7/1/2026,10/1/2027,#N/A
2859,SUP,,,6038,6041,6088,9196,ROCHESTER (GATES),NY,"142,917","204,167",8/13/2024,1/27/2025,F,8/15/2024,10/24/2025,2/24/2027
2860,SUP,,,6010,6014,6061,8092,POOLER,GA,"130,080","185,829",8/13/2024,1/27/2025,F,5/4/2023,1/6/2025,5/6/2026
2861,SUP,,,7026,6029,6060,9195,BOISE,ID,"141,438","202,054",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
2862,SUP,,,7026,6029,6060,9195,MERIDIAN,ID,"144,443","206,347",8/13/2024,1/27/2025,M,7/1/2027,10/1/2028,#N/A
2864,SUP,,,6016,6005,7042,9153,SAN ANTONIO (WNW),TX,"142,625","203,750",8/13/2024,1/27/2025,B,2/16/2023,11/12/2024,3/12/2026
2865,EXP,,,6037,6029,6060,9195,SPOKANE,WA,"147,590","147,590",8/13/2024,1/27/2025,M,2/1/2024,7/8/2025,11/8/2026
2866,EXP,,,6043,6022,7078,9193,OKEMOS,MI,"142,344","142,344",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2867,EXP,,,6043,6022,7078,9193,LANSING (N),MI,"150,736","150,736",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2869,SUP,,,6043,6022,7078,9193,LANSING (W),MI,"147,688","210,983",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2870,WNM,,,6040,6014,8980,8092,MYRTLE BEACH (KINGS),SC,"6,851","45,674",8/13/2024,1/27/2025,O,8/15/2024,12/22/2025,4/22/2027
2871,SUP,,,7034,6041,6088,9196,CINNAMINSON,NJ,"119,600","170,857",8/13/2024,1/27/2025,F,7/1/2027,10/1/2028,#N/A
2872,SUP,,,6043,6022,7078,9193,BELLEVILLE,MI,"106,595","142,127",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2873,SUP,,,6043,6022,7078,9193,TROY,MI,"111,965","149,287",8/13/2024,1/27/2025,E,4/1/2027,7/1/2028,#N/A
2874,SUP,,,6038,6041,6088,9196,GLENVILLE,NY,"142,929","204,184",8/13/2024,1/27/2025,F,8/15/2024,10/24/2025,2/24/2027
2875,WNM,,,6094,7842,7042,9153,WARR ACRES,OK,"6,176","41,171",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2876,WNM,,,6094,7842,7042,9153,EDMOND,OK,"6,385","42,569",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2877,WNM,,,6094,7842,7042,9153,OKLAHOMA CITY,OK,"6,005","40,036",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2878,WNM,,,6094,7842,7042,9153,OKLAHOMA CITY (SW),OK,"6,440","42,935",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2880,WNM,,,6094,7842,7042,9153,TULSA (SHERIDAN),OK,"7,949","52,994",8/13/2024,1/27/2025,O,1/1/2028,4/1/2029,#N/A
2881,SUP,,,6020,6014,6061,8092,KISSIMMEE (E),FL,"158,457","226,367",8/13/2024,1/27/2025,A,5/1/2022,9/1/2024,In Progress
2882,SUP,,,6025,6022,7078,9193,MAPLE GROVE,MN,"154,925","221,321",8/13/2024,1/27/2025,M,10/12/2023,4/6/2025,8/6/2026
2883,SUP,,,6068,7842,7042,9153,PLANO (N),TX,"156,892","224,132",8/13/2024,1/27/2025,B,4/1/2028,7/1/2029,#N/A
