Store Nbr,Vendor Stk Nbr,Product Line,Curr Str On Hand Qty
3867,610-S12C-ELE-W,S12C,2 
3867,610-S12C-OPT-W,S12C,2 
3867,610-S20T-CRU-W,S20T,2 
3867,610-S20T-ELE-W,S20T,2 
3867,610-S20T-OPT-W,S20T,2 
3867,610-S34Q-CRU-W,S34Q,2 
3867,610-S34Q-ELE-W,S34Q,2 
3867,610-S34Q-OPT-W,S34Q,2 
3894,159-S12C-CRU-W,S12C,2 
3894,159-S12C-ELE-W,S12C,2 
3894,159-S12C-OPT-W,S12C,2 
3894,159-S20T-CRU-W,S20T,2 
3894,159-S20T-ELE-W,S20T,2 
3894,159-S20T-OPT-W,S20T,2 
3894,159-S34Q-CRU-W,S34Q,2 
3894,159-S34Q-ELE-W,S34Q,2 
3894,159-S34Q-OPT-W,S34Q,2 
4108,108-S12C-CRU-W,S12C,0 
4108,108-S12C-ELE-W,S12C,0 
4108,108-S12C-OPT-W,S12C,0 
4108,108-S20T-CRU-W,S20T,0 
4108,108-S20T-ELE-W,S20T,0 
4108,108-S20T-OPT-W,S20T,0 
4108,108-S34Q-CRU-W,S34Q,0 
4108,108-S34Q-ELE-W,S34Q,0 
4108,108-S34Q-OPT-W,S34Q,0 
4208,230-S12C-CRU-W,S12C,2 
4208,230-S12C-ELE-W,S12C,2 
4208,230-S12C-OPT-W,S12C,2 
4208,230-S20T-CRU-W,S20T,2 
4208,230-S20T-ELE-W,S20T,2 
4208,230-S20T-OPT-W,S20T,2 
4208,230-S34Q-CRU-W,S34Q,2 
4208,230-S34Q-ELE-W,S34Q,2 
4208,230-S34Q-OPT-W,S34Q,2 
4223,217-S12C-CRU-W,S12C,2 
4223,217-S12C-ELE-W,S12C,2 
4223,217-S12C-OPT-W,S12C,2 
4223,217-S20T-CRU-W,S20T,2 
4223,217-S20T-ELE-W,S20T,2 
4223,217-S20T-OPT-W,S20T,2 
4223,217-S34Q-CRU-W,S34Q,2 
4223,217-S34Q-ELE-W,S34Q,1 
4223,217-S34Q-OPT-W,S34Q,1 
4240,609-S12C-CRU-W,S12C,2 
4240,609-S12C-ELE-W,S12C,2 
4240,609-S12C-OPT-W,S12C,2 
4240,609-S20T-CRU-W,S20T,2 
4240,609-S20T-ELE-W,S20T,2 
4240,609-S20T-OPT-W,S20T,2 
4240,609-S34Q-CRU-W,S34Q,2 
4240,609-S34Q-ELE-W,S34Q,2 
4240,609-S34Q-OPT-W,S34Q,2 
4241,193-S12C-CRU-W,S12C,0 
4241,193-S12C-ELE-W,S12C,0 
4241,193-S12C-OPT-W,S12C,0 
4241,193-S20T-CRU-W,S20T,0 
4241,193-S20T-ELE-W,S20T,0 
4241,193-S20T-OPT-W,S20T,0 
4241,193-S34Q-CRU-W,S34Q,0 
4241,193-S34Q-ELE-W,S34Q,0 
4241,193-S34Q-OPT-W,S34Q,0 
4256,156-S12C-CRU-W,S12C,2 
4256,156-S12C-ELE-W,S12C,2 
4256,156-S12C-OPT-W,S12C,2 
4256,156-S20T-CRU-W,S20T,2 
4256,156-S20T-ELE-W,S20T,2 
4256,156-S20T-OPT-W,S20T,2 
4256,156-S34Q-CRU-W,S34Q,2 
4256,156-S34Q-ELE-W,S34Q,2 
4256,156-S34Q-OPT-W,S34Q,2 
4272,272-S12C-CRU-W,S12C,2 
4272,272-S12C-ELE-W,S12C,2 
4272,272-S12C-OPT-W,S12C,2 
4272,272-S20T-CRU-W,S20T,2 
4272,272-S20T-ELE-W,S20T,2 
4272,272-S20T-OPT-W,S20T,2 
4272,272-S34Q-CRU-W,S34Q,2 
4272,272-S34Q-ELE-W,S34Q,2 
4272,272-S34Q-OPT-W,S34Q,2 
4284,610-S12C-CRU-W,S12C,2 
4284,610-S12C-ELE-W,S12C,2 
4284,610-S12C-OPT-W,S12C,2 
4284,610-S20T-CRU-W,S20T,2 
4284,610-S20T-ELE-W,S20T,2 
4284,610-S20T-OPT-W,S20T,2 
4284,610-S34Q-CRU-W,S34Q,1 
4284,610-S34Q-ELE-W,S34Q,2 
4284,610-S34Q-OPT-W,S34Q,1 
4332,135-S12C-CRU-W,S12C,2 
4332,135-S12C-ELE-W,S12C,2 
4332,135-S12C-OPT-W,S12C,2 
4332,135-S20T-CRU-W,S20T,2 
4332,135-S20T-ELE-W,S20T,2 
4332,135-S20T-OPT-W,S20T,2 
4332,135-S34Q-CRU-W,S34Q,2 
4332,135-S34Q-ELE-W,S34Q,2 
4332,135-S34Q-OPT-W,S34Q,2 
4352,318-S12C-CRU-W,S12C,2 
4352,318-S12C-ELE-W,S12C,2 
4352,318-S12C-OPT-W,S12C,2 
4352,318-S20T-CRU-W,S20T,2 
4352,318-S20T-ELE-W,S20T,2 
4352,318-S20T-OPT-W,S20T,2 
4352,318-S34Q-CRU-W,S34Q,2 
4352,318-S34Q-ELE-W,S34Q,2 
4352,318-S34Q-OPT-W,S34Q,2 
4383,171-S12C-CRU-W,S12C,2 
4383,171-S12C-ELE-W,S12C,2 
4383,171-S12C-OPT-W,S12C,2 
4383,611-S12C-CRU-W,S12C,0 
4383,611-S12C-ELE-W,S12C,0 
4383,611-S12C-OPT-W,S12C,0 
4383,171-S20T-CRU-W,S20T,2 
4383,171-S20T-ELE-W,S20T,2 
4383,171-S20T-OPT-W,S20T,2 
4383,611-S20T-CRU-W,S20T,2 
4383,611-S20T-ELE-W,S20T,2 
4383,611-S20T-OPT-W,S20T,2 
4383,171-S34Q-CRU-W,S34Q,2 
4383,171-S34Q-ELE-W,S34Q,2 
4383,171-S34Q-OPT-W,S34Q,2 
4383,611-S34Q-CRU-W,S34Q,2 
4383,611-S34Q-ELE-W,S34Q,2 
4383,611-S34Q-OPT-W,S34Q,2 
4450,161-S12C-CRU-W,S12C,1 
4450,161-S12C-ELE-W,S12C,2 
4450,161-S12C-OPT-W,S12C,2 
4450,161-S20T-CRU-W,S20T,2 
4450,161-S20T-ELE-W,S20T,2 
4450,161-S20T-OPT-W,S20T,2 
4450,161-S34Q-CRU-W,S34Q,2 
4450,161-S34Q-ELE-W,S34Q,2 
4450,161-S34Q-OPT-W,S34Q,2 
4475,616-S12C-CRU-W,S12C,0 
4475,616-S12C-ELE-W,S12C,0 
4475,616-S12C-OPT-W,S12C,0 
4475,616-S20T-CRU-W,S20T,0 
4475,616-S20T-ELE-W,S20T,0 
4475,616-S20T-OPT-W,S20T,0 
4475,616-S34Q-CRU-W,S34Q,0 
4475,616-S34Q-ELE-W,S34Q,0 
4475,616-S34Q-OPT-W,S34Q,0 
4521,208-S12C-CRU-W,S12C,2 
4521,208-S12C-ELE-W,S12C,2 
4521,208-S12C-OPT-W,S12C,2 
4521,208-S20T-CRU-W,S20T,2 
4521,208-S20T-ELE-W,S20T,2 
4521,208-S20T-OPT-W,S20T,2 
4521,208-S34Q-CRU-W,S34Q,2 
4521,208-S34Q-ELE-W,S34Q,2 
4521,208-S34Q-OPT-W,S34Q,2 
4553,616-S12C-CRU-W,S12C,0 
4553,616-S12C-ELE-W,S12C,0 
4553,616-S12C-OPT-W,S12C,0 
4553,616-S20T-CRU-W,S20T,0 
4553,616-S20T-ELE-W,S20T,0 
4553,616-S20T-OPT-W,S20T,0 
4553,616-S34Q-CRU-W,S34Q,0 
4553,616-S34Q-ELE-W,S34Q,0 
4553,616-S34Q-OPT-W,S34Q,0 
4590,616-S12C-CRU-W,S12C,0 
4590,616-S12C-ELE-W,S12C,0 
4590,616-S12C-OPT-W,S12C,0 
4590,616-S20T-CRU-W,S20T,0 
4590,616-S20T-ELE-W,S20T,0 
4590,616-S20T-OPT-W,S20T,0 
4590,616-S34Q-CRU-W,S34Q,0 
4590,616-S34Q-ELE-W,S34Q,0 
4590,616-S34Q-OPT-W,S34Q,0 
4599,127-S12C-CRU-W,S12C,2 
4599,127-S12C-ELE-W,S12C,2 
4599,127-S12C-OPT-W,S12C,2 
4599,127-S20T-CRU-W,S20T,2 
4599,127-S20T-ELE-W,S20T,2 
4599,127-S20T-OPT-W,S20T,2 
4599,127-S34Q-CRU-W,S34Q,2 
4599,127-S34Q-ELE-W,S34Q,2 
4599,127-S34Q-OPT-W,S34Q,2 
4615,192-S12C-CRU-W,S12C,2 
4615,192-S12C-ELE-W,S12C,2 
4615,192-S12C-OPT-W,S12C,2 
4615,192-S20T-CRU-W,S20T,2 
4615,192-S20T-ELE-W,S20T,2 
4615,192-S20T-OPT-W,S20T,2 
4615,192-S34Q-CRU-W,S34Q,2 
4615,192-S34Q-ELE-W,S34Q,2 
4615,192-S34Q-OPT-W,S34Q,2 
4627,187-S12C-CRU-W,S12C,4 
4627,187-S12C-ELE-W,S12C,4 
4627,187-S12C-OPT-W,S12C,4 
4627,187-S20T-CRU-W,S20T,4 
4627,187-S20T-ELE-W,S20T,4 
4627,187-S20T-OPT-W,S20T,4 
4627,187-S34Q-CRU-W,S34Q,4 
4627,187-S34Q-ELE-W,S34Q,4 
4627,187-S34Q-OPT-W,S34Q,4 
4635,217-S12C-CRU-W,S12C,2 
4635,217-S12C-ELE-W,S12C,2 
4635,217-S12C-OPT-W,S12C,2 
4635,217-S20T-CRU-W,S20T,2 
4635,217-S20T-ELE-W,S20T,2 
4635,217-S20T-OPT-W,S20T,2 
4635,217-S34Q-CRU-W,S34Q,2 
4635,217-S34Q-ELE-W,S34Q,2 
4635,217-S34Q-OPT-W,S34Q,2 
4664,357-S12C-CRU-W,S12C,12 
4664,357-S12C-ELE-W,S12C,12 
4664,357-S12C-OPT-W,S12C,12 
4664,357-S20T-CRU-W,S20T,12 
4664,357-S20T-ELE-W,S20T,12 
4664,357-S20T-OPT-W,S20T,12 
4664,357-S34Q-CRU-W,S34Q,12 
4664,357-S34Q-ELE-W,S34Q,12 
4664,357-S34Q-OPT-W,S34Q,12 
5027,604-S12C-CRU-W,S12C,2 
5027,604-S12C-ELE-W,S12C,2 
5027,604-S12C-OPT-W,S12C,2 
5027,604-S20T-CRU-W,S20T,2 
5027,604-S20T-ELE-W,S20T,2 
5027,604-S20T-OPT-W,S20T,2 
5027,604-S34Q-CRU-W,S34Q,2 
5027,604-S34Q-ELE-W,S34Q,2 
5027,604-S34Q-OPT-W,S34Q,2 
5030,222-S12C-CRU-W,S12C,4 
5030,222-S12C-ELE-W,S12C,4 
5030,222-S12C-OPT-W,S12C,4 
5030,222-S20T-CRU-W,S20T,4 
5030,222-S20T-ELE-W,S20T,4 
5030,222-S20T-OPT-W,S20T,4 
5030,222-S34Q-CRU-W,S34Q,4 
5030,222-S34Q-ELE-W,S34Q,4 
5030,222-S34Q-OPT-W,S34Q,4 
5040,625-S12C-CRU-W,S12C,2 
5040,625-S12C-ELE-W,S12C,2 
5040,625-S12C-OPT-W,S12C,2 
5040,625-S20T-CRU-W,S20T,2 
5040,625-S20T-ELE-W,S20T,2 
5040,625-S20T-OPT-W,S20T,2 
5040,625-S34Q-CRU-W,S34Q,2 
5040,625-S34Q-ELE-W,S34Q,2 
5040,625-S34Q-OPT-W,S34Q,2 
5049,610-S12C-CRU-W,S12C,2 
5049,610-S12C-ELE-W,S12C,2 
5049,610-S12C-OPT-W,S12C,2 
5049,610-S20T-CRU-W,S20T,2 
5049,610-S20T-ELE-W,S20T,2 
5049,610-S20T-OPT-W,S20T,2 
5049,610-S34Q-CRU-W,S34Q,2 
5049,610-S34Q-ELE-W,S34Q,2 
5049,610-S34Q-OPT-W,S34Q,2 
5056,162-S12C-CRU-W,S12C,0 
5056,162-S12C-ELE-W,S12C,0 
5056,162-S12C-OPT-W,S12C,0 
5056,162-S20T-CRU-W,S20T,0 
5056,162-S20T-ELE-W,S20T,0 
5056,162-S20T-OPT-W,S20T,0 
5056,162-S34Q-CRU-W,S34Q,0 
5056,162-S34Q-ELE-W,S34Q,0 
5056,162-S34Q-OPT-W,S34Q,0 
5060,606-S12C-CRU-W,S12C,2 
5060,606-S12C-ELE-W,S12C,2 
5060,606-S12C-OPT-W,S12C,2 
5060,606-S20T-CRU-W,S20T,2 
5060,606-S20T-ELE-W,S20T,2 
5060,606-S20T-OPT-W,S20T,2 
5060,606-S34Q-CRU-W,S34Q,2 
5060,606-S34Q-ELE-W,S34Q,2 
5060,606-S34Q-OPT-W,S34Q,2 
5063,605-S12C-CRU-W,S12C,2 
5063,605-S12C-ELE-W,S12C,2 
5063,605-S12C-OPT-W,S12C,2 
5063,605-S20T-CRU-W,S20T,2 
5063,605-S20T-ELE-W,S20T,2 
5063,605-S20T-OPT-W,S20T,2 
5063,605-S34Q-CRU-W,S34Q,2 
5063,605-S34Q-ELE-W,S34Q,2 
5063,605-S34Q-OPT-W,S34Q,2 
5085,605-S12C-CRU-W,S12C,2 
5085,605-S12C-ELE-W,S12C,2 
5085,605-S12C-OPT-W,S12C,2 
5085,605-S20T-CRU-W,S20T,2 
5085,605-S20T-ELE-W,S20T,2 
5085,605-S20T-OPT-W,S20T,2 
5085,605-S34Q-CRU-W,S34Q,2 
5085,605-S34Q-ELE-W,S34Q,2 
5085,605-S34Q-OPT-W,S34Q,2 
5088,239-S12C-CRU-W,S12C,2 
5088,239-S12C-ELE-W,S12C,2 
5088,239-S12C-OPT-W,S12C,2 
5088,239-S20T-CRU-W,S20T,2 
5088,239-S20T-ELE-W,S20T,2 
5088,239-S20T-OPT-W,S20T,2 
5088,239-S34Q-CRU-W,S34Q,2 
5088,239-S34Q-ELE-W,S34Q,1 
5088,239-S34Q-OPT-W,S34Q,2 
5090,612-S12C-CRU-W,S12C,2 
5090,612-S12C-ELE-W,S12C,2 
5090,612-S12C-OPT-W,S12C,2 
5090,612-S20T-CRU-W,S20T,2 
5090,612-S20T-ELE-W,S20T,2 
5090,612-S20T-OPT-W,S20T,2 
5090,612-S34Q-CRU-W,S34Q,2 
5090,612-S34Q-ELE-W,S34Q,2 
5090,612-S34Q-OPT-W,S34Q,2 
5115,155-S12C-CRU-W,S12C,2 
5115,155-S12C-ELE-W,S12C,2 
5115,155-S12C-OPT-W,S12C,2 
5115,155-S20T-CRU-W,S20T,2 
5115,155-S20T-ELE-W,S20T,2 
5115,155-S20T-OPT-W,S20T,2 
5115,155-S34Q-CRU-W,S34Q,2 
5115,155-S34Q-ELE-W,S34Q,2 
5115,155-S34Q-OPT-W,S34Q,2 
5123,610-S12C-CRU-W,S12C,2 
5123,610-S12C-ELE-W,S12C,2 
5123,610-S12C-OPT-W,S12C,2 
5123,610-S20T-CRU-W,S20T,2 
5123,610-S20T-ELE-W,S20T,2 
5123,610-S20T-OPT-W,S20T,2 
5123,610-S34Q-CRU-W,S34Q,2 
5123,610-S34Q-ELE-W,S34Q,2 
5123,610-S34Q-OPT-W,S34Q,2 
5131,624-S12C-CRU-W,S12C,2 
5131,624-S12C-ELE-W,S12C,2 
5131,624-S12C-OPT-W,S12C,2 
5131,624-S20T-CRU-W,S20T,1 
5131,624-S20T-ELE-W,S20T,1 
5131,624-S20T-OPT-W,S20T,2 
5131,624-S34Q-CRU-W,S34Q,2 
5131,624-S34Q-ELE-W,S34Q,1 
5131,624-S34Q-OPT-W,S34Q,2 
5137,610-S12C-CRU-W,S12C,2 
5137,610-S12C-ELE-W,S12C,2 
5137,610-S12C-OPT-W,S12C,2 
5137,610-S20T-CRU-W,S20T,2 
5137,610-S20T-ELE-W,S20T,2 
5137,610-S20T-OPT-W,S20T,2 
5137,610-S34Q-CRU-W,S34Q,2 
5137,610-S34Q-ELE-W,S34Q,2 
5137,610-S34Q-OPT-W,S34Q,2 
5141,182-S12C-CRU-W,S12C,0 
5141,182-S12C-ELE-W,S12C,0 
5141,182-S12C-OPT-W,S12C,0 
5141,182-S20T-CRU-W,S20T,0 
5141,182-S20T-ELE-W,S20T,0 
5141,182-S20T-OPT-W,S20T,0 
5141,182-S34Q-CRU-W,S34Q,0 
5141,182-S34Q-ELE-W,S34Q,0 
5141,182-S34Q-OPT-W,S34Q,0 
5147,609-S12C-CRU-W,S12C,2 
5147,609-S12C-ELE-W,S12C,2 
5147,609-S12C-OPT-W,S12C,2 
5147,609-S20T-CRU-W,S20T,2 
5147,609-S20T-ELE-W,S20T,2 
5147,609-S20T-OPT-W,S20T,2 
5147,609-S34Q-CRU-W,S34Q,2 
5147,609-S34Q-ELE-W,S34Q,2 
5147,609-S34Q-OPT-W,S34Q,2 
5160,171-S12C-CRU-W,S12C,2 
5160,171-S12C-ELE-W,S12C,2 
5160,171-S12C-OPT-W,S12C,2 
5160,171-S20T-CRU-W,S20T,2 
5160,171-S20T-ELE-W,S20T,2 
5160,171-S20T-OPT-W,S20T,2 
5160,171-S34Q-CRU-W,S34Q,2 
5160,171-S34Q-ELE-W,S34Q,1 
5160,171-S34Q-OPT-W,S34Q,1 
5173,142-S12C-CRU-W,S12C,0 
5173,142-S12C-ELE-W,S12C,0 
5173,142-S12C-OPT-W,S12C,0 
5173,142-S20T-CRU-W,S20T,0 
5173,142-S20T-ELE-W,S20T,0 
5173,142-S20T-OPT-W,S20T,0 
5173,142-S34Q-CRU-W,S34Q,0 
5173,142-S34Q-ELE-W,S34Q,0 
5173,142-S34Q-OPT-W,S34Q,0 
5191,609-S12C-CRU-W,S12C,0 
5191,609-S12C-ELE-W,S12C,0 
5191,609-S12C-OPT-W,S12C,0 
5191,609-S20T-CRU-W,S20T,0 
5191,609-S20T-ELE-W,S20T,0 
5191,609-S20T-OPT-W,S20T,0 
5191,609-S34Q-CRU-W,S34Q,0 
5191,609-S34Q-ELE-W,S34Q,0 
5191,609-S34Q-OPT-W,S34Q,0 
5196,168-S12C-CRU-W,S12C,2 
5196,168-S12C-ELE-W,S12C,2 
5196,168-S12C-OPT-W,S12C,2 
5196,168-S20T-CRU-W,S20T,2 
5196,168-S20T-ELE-W,S20T,2 
5196,168-S20T-OPT-W,S20T,2 
5196,168-S34Q-CRU-W,S34Q,2 
5196,168-S34Q-ELE-W,S34Q,2 
5196,168-S34Q-OPT-W,S34Q,2 
5199,606-S12C-CRU-W,S12C,2 
5199,606-S12C-ELE-W,S12C,2 
5199,606-S12C-OPT-W,S12C,2 
5199,606-S20T-CRU-W,S20T,2 
5199,606-S20T-ELE-W,S20T,2 
5199,606-S20T-OPT-W,S20T,2 
5199,606-S34Q-CRU-W,S34Q,2 
5199,606-S34Q-ELE-W,S34Q,2 
5199,606-S34Q-OPT-W,S34Q,2 
5242,214-S12C-CRU-W,S12C,8 
5242,214-S12C-ELE-W,S12C,8 
5242,214-S12C-OPT-W,S12C,8 
5242,214-S20T-CRU-W,S20T,8 
5242,214-S20T-ELE-W,S20T,8 
5242,214-S20T-OPT-W,S20T,8 
5242,214-S34Q-CRU-W,S34Q,8 
5242,214-S34Q-ELE-W,S34Q,8 
5242,214-S34Q-OPT-W,S34Q,8 
5247,609-S12C-CRU-W,S12C,2 
5247,609-S12C-ELE-W,S12C,2 
5247,609-S12C-OPT-W,S12C,2 
5247,609-S20T-CRU-W,S20T,2 
5247,609-S20T-ELE-W,S20T,2 
5247,609-S20T-OPT-W,S20T,2 
5247,609-S34Q-CRU-W,S34Q,2 
5247,609-S34Q-ELE-W,S34Q,2 
5247,609-S34Q-OPT-W,S34Q,2 
5260,108-S12C-CRU-W,S12C,0 
5260,108-S12C-ELE-W,S12C,0 
5260,108-S12C-OPT-W,S12C,0 
5260,108-S20T-CRU-W,S20T,0 
5260,108-S20T-ELE-W,S20T,0 
5260,108-S20T-OPT-W,S20T,0 
5260,108-S34Q-CRU-W,S34Q,0 
5260,108-S34Q-ELE-W,S34Q,0 
5260,108-S34Q-OPT-W,S34Q,0 
5278,619-S12C-CRU-W,S12C,2 
5278,619-S12C-ELE-W,S12C,2 
5278,619-S12C-OPT-W,S12C,2 
5278,619-S20T-CRU-W,S20T,2 
5278,619-S20T-ELE-W,S20T,2 
5278,619-S20T-OPT-W,S20T,2 
5278,619-S34Q-CRU-W,S34Q,2 
5278,619-S34Q-ELE-W,S34Q,2 
5278,619-S34Q-OPT-W,S34Q,2 
5299,135-S12C-CRU-W,S12C,2 
5299,135-S12C-ELE-W,S12C,2 
5299,135-S12C-OPT-W,S12C,2 
5299,135-S20T-CRU-W,S20T,2 
5299,135-S20T-ELE-W,S20T,2 
5299,135-S20T-OPT-W,S20T,2 
5299,135-S34Q-CRU-W,S34Q,2 
5299,135-S34Q-ELE-W,S34Q,2 
5299,135-S34Q-OPT-W,S34Q,2 
5307,616-S12C-CRU-W,S12C,0 
5307,616-S12C-ELE-W,S12C,0 
5307,616-S12C-OPT-W,S12C,0 
5307,616-S20T-CRU-W,S20T,0 
5307,616-S20T-ELE-W,S20T,0 
5307,616-S20T-OPT-W,S20T,0 
5307,616-S34Q-CRU-W,S34Q,0 
5307,616-S34Q-ELE-W,S34Q,0 
5307,616-S34Q-OPT-W,S34Q,0 
5320,473-S12C-CRU-W,S12C,2 
5320,473-S12C-ELE-W,S12C,2 
5320,473-S12C-OPT-W,S12C,2 
5320,473-S20T-CRU-W,S20T,2 
5320,473-S20T-ELE-W,S20T,2 
5320,473-S20T-OPT-W,S20T,2 
5320,473-S34Q-CRU-W,S34Q,2 
5320,473-S34Q-ELE-W,S34Q,2 
5320,473-S34Q-OPT-W,S34Q,2 
5334,610-S12C-CRU-W,S12C,2 
5334,610-S12C-ELE-W,S12C,2 
5334,610-S12C-OPT-W,S12C,2 
5334,610-S20T-CRU-W,S20T,2 
5334,610-S20T-ELE-W,S20T,2 
5334,610-S20T-OPT-W,S20T,2 
5334,610-S34Q-CRU-W,S34Q,2 
5334,610-S34Q-ELE-W,S34Q,2 
5334,610-S34Q-OPT-W,S34Q,2 
5337,140-S12C-CRU-W,S12C,4 
5337,140-S12C-ELE-W,S12C,4 
5337,140-S12C-OPT-W,S12C,4 
5337,140-S20T-CRU-W,S20T,4 
5337,140-S20T-ELE-W,S20T,4 
5337,140-S20T-OPT-W,S20T,4 
5337,140-S34Q-CRU-W,S34Q,4 
5337,140-S34Q-ELE-W,S34Q,4 
5337,140-S34Q-OPT-W,S34Q,4 
5344,603-S12C-CRU-W,S12C,2 
5344,603-S12C-ELE-W,S12C,2 
5344,603-S12C-OPT-W,S12C,2 
5344,603-S20T-CRU-W,S20T,2 
5344,603-S20T-ELE-W,S20T,2 
5344,603-S20T-OPT-W,S20T,2 
5344,603-S34Q-CRU-W,S34Q,2 
5344,603-S34Q-ELE-W,S34Q,2 
5344,603-S34Q-OPT-W,S34Q,2 
5402,606-S12C-CRU-W,S12C,0 
5402,606-S12C-ELE-W,S12C,0 
5402,606-S12C-OPT-W,S12C,0 
5402,606-S20T-CRU-W,S20T,0 
5402,606-S20T-ELE-W,S20T,0 
5402,606-S20T-OPT-W,S20T,0 
5402,606-S34Q-CRU-W,S34Q,0 
5402,606-S34Q-ELE-W,S34Q,0 
5402,606-S34Q-OPT-W,S34Q,0 
5416,609-S12C-CRU-W,S12C,2 
5416,609-S12C-ELE-W,S12C,2 
5416,609-S12C-OPT-W,S12C,2 
5416,609-S20T-CRU-W,S20T,2 
5416,609-S20T-ELE-W,S20T,2 
5416,609-S20T-OPT-W,S20T,2 
5416,609-S34Q-CRU-W,S34Q,2 
5416,609-S34Q-ELE-W,S34Q,2 
5416,609-S34Q-OPT-W,S34Q,2 
5418,161-S12C-CRU-W,S12C,2 
5418,161-S12C-ELE-W,S12C,2 
5418,161-S12C-OPT-W,S12C,2 
5418,161-S20T-CRU-W,S20T,2 
5418,161-S20T-ELE-W,S20T,2 
5418,161-S20T-OPT-W,S20T,2 
5418,161-S34Q-CRU-W,S34Q,2 
5418,161-S34Q-ELE-W,S34Q,2 
5418,161-S34Q-OPT-W,S34Q,2 
5420,135-S12C-CRU-W,S12C,2 
5420,135-S12C-ELE-W,S12C,2 
5420,135-S12C-OPT-W,S12C,2 
5420,135-S20T-CRU-W,S20T,2 
5420,135-S20T-ELE-W,S20T,2 
5420,135-S20T-OPT-W,S20T,2 
5420,135-S34Q-CRU-W,S34Q,2 
5420,135-S34Q-ELE-W,S34Q,2 
5420,135-S34Q-OPT-W,S34Q,2 
5438,612-S12C-CRU-W,S12C,2 
5438,612-S12C-ELE-W,S12C,2 
5438,612-S12C-OPT-W,S12C,2 
5438,612-S20T-CRU-W,S20T,2 
5438,612-S20T-ELE-W,S20T,2 
5438,612-S20T-OPT-W,S20T,2 
5438,612-S34Q-CRU-W,S34Q,2 
5438,612-S34Q-ELE-W,S34Q,2 
5438,612-S34Q-OPT-W,S34Q,2 
5442,606-S12C-CRU-W,S12C,0 
5442,606-S12C-ELE-W,S12C,0 
5442,606-S12C-OPT-W,S12C,0 
5442,606-S20T-CRU-W,S20T,0 
5442,606-S20T-ELE-W,S20T,0 
5442,606-S20T-OPT-W,S20T,0 
5442,606-S34Q-CRU-W,S34Q,0 
5442,606-S34Q-ELE-W,S34Q,0 
5442,606-S34Q-OPT-W,S34Q,0 
5447,621-S12C-CRU-W,S12C,2 
5447,621-S12C-ELE-W,S12C,2 
5447,621-S12C-OPT-W,S12C,2 
5447,621-S20T-CRU-W,S20T,2 
5447,621-S20T-ELE-W,S20T,2 
5447,621-S20T-OPT-W,S20T,2 
5447,621-S34Q-CRU-W,S34Q,2 
5447,621-S34Q-ELE-W,S34Q,2 
5447,621-S34Q-OPT-W,S34Q,2 
5476,624-S12C-CRU-W,S12C,2 
5476,624-S12C-ELE-W,S12C,2 
5476,624-S12C-OPT-W,S12C,2 
5476,624-S20T-CRU-W,S20T,2 
5476,624-S20T-ELE-W,S20T,2 
5476,624-S20T-OPT-W,S20T,2 
5476,624-S34Q-CRU-W,S34Q,2 
5476,624-S34Q-ELE-W,S34Q,2 
5476,624-S34Q-OPT-W,S34Q,2 
5486,606-S12C-CRU-W,S12C,0 
5486,606-S12C-ELE-W,S12C,0 
5486,606-S12C-OPT-W,S12C,0 
5486,606-S20T-CRU-W,S20T,0 
5486,606-S20T-ELE-W,S20T,0 
5486,606-S20T-OPT-W,S20T,0 
5486,606-S34Q-CRU-W,S34Q,0 
5486,606-S34Q-ELE-W,S34Q,0 
5486,606-S34Q-OPT-W,S34Q,0 
5667,612-S12C-CRU-W,S12C,2 
5667,612-S12C-ELE-W,S12C,2 
5667,612-S12C-OPT-W,S12C,2 
5667,612-S20T-CRU-W,S20T,2 
5667,612-S20T-ELE-W,S20T,2 
5667,612-S20T-OPT-W,S20T,2 
5667,612-S34Q-CRU-W,S34Q,2 
5667,612-S34Q-ELE-W,S34Q,2 
5667,612-S34Q-OPT-W,S34Q,2 
5669,612-S12C-CRU-W,S12C,2 
5669,612-S12C-ELE-W,S12C,2 
5669,612-S12C-OPT-W,S12C,2 
5669,612-S20T-CRU-W,S20T,2 
5669,612-S20T-ELE-W,S20T,2 
5669,612-S20T-OPT-W,S20T,2 
5669,612-S34Q-CRU-W,S34Q,2 
5669,612-S34Q-ELE-W,S34Q,2 
5669,612-S34Q-OPT-W,S34Q,2 
5713,609-S12C-CRU-W,S12C,2 
5713,609-S12C-ELE-W,S12C,2 
5713,609-S12C-OPT-W,S12C,2 
5713,609-S20T-CRU-W,S20T,2 
5713,609-S20T-ELE-W,S20T,2 
5713,609-S20T-OPT-W,S20T,2 
5713,609-S34Q-CRU-W,S34Q,2 
5713,609-S34Q-ELE-W,S34Q,2 
5713,609-S34Q-OPT-W,S34Q,2 
5851,131-S12C-CRU-W,S12C,2 
5851,131-S12C-ELE-W,S12C,2 
5851,131-S12C-OPT-W,S12C,2 
5851,131-S20T-CRU-W,S20T,2 
5851,131-S20T-ELE-W,S20T,2 
5851,131-S20T-OPT-W,S20T,2 
5851,131-S34Q-CRU-W,S34Q,2 
5851,131-S34Q-ELE-W,S34Q,2 
5851,131-S34Q-OPT-W,S34Q,2 
5957,610-S12C-CRU-W,S12C,2 
5957,610-S12C-ELE-W,S12C,2 
5957,610-S12C-OPT-W,S12C,2 
5957,610-S20T-CRU-W,S20T,2 
5957,610-S20T-ELE-W,S20T,2 
